game,2019,14,20191205,201912050chi,dal,"Dallas Cowboys",24,chi,"Chicago Bears",31
team,201912050chi,dal,First Downs,22,,,,,,
team,201912050chi,chi,First Downs,24,,,,,,
team,201912050chi,dal,Rush-Yds-TDs,22-82-2,,,,,,
team,201912050chi,chi,Rush-Yds-TDs,34-151-1,,,,,,
team,201912050chi,dal,Cmp-Att-Yd-TD-INT,27-49-334-1-0,,,,,,
team,201912050chi,chi,Cmp-Att-Yd-TD-INT,23-31-244-3-1,,,,,,
team,201912050chi,dal,Sacked-Yards,2-8,,,,,,
team,201912050chi,chi,Sacked-Yards,2-13,,,,,,
team,201912050chi,dal,Net Pass Yards,326,,,,,,
team,201912050chi,chi,Net Pass Yards,231,,,,,,
team,201912050chi,dal,Total Yards,408,,,,,,
team,201912050chi,chi,Total Yards,382,,,,,,
team,201912050chi,dal,Fumbles-Lost,0-0,,,,,,
team,201912050chi,chi,Fumbles-Lost,3-1,,,,,,
team,201912050chi,dal,Turnovers,0,,,,,,
team,201912050chi,chi,Turnovers,2,,,,,,
team,201912050chi,dal,Penalties-Yards,6-52,,,,,,
team,201912050chi,chi,Penalties-Yards,4-30,,,,,,
team,201912050chi,dal,Third Down Conv.,6-15,,,,,,
team,201912050chi,chi,Third Down Conv.,7-12,,,,,,
team,201912050chi,dal,Fourth Down Conv.,2-3,,,,,,
team,201912050chi,chi,Fourth Down Conv.,0-0,,,,,,
team,201912050chi,dal,Time of Possession,27:42,,,,,,
team,201912050chi,chi,Time of Possession,32:18,,,,,,
player,201912050chi,dal,PresDa01,pass_cmp,27,,,,,
player,201912050chi,dal,PresDa01,pass_att,49,,,,,
player,201912050chi,dal,PresDa01,pass_yds,334,,,,,
player,201912050chi,dal,PresDa01,pass_td,1,,,,,
player,201912050chi,dal,PresDa01,pass_int,0,,,,,
player,201912050chi,dal,PresDa01,pass_sacked,2,,,,,
player,201912050chi,dal,PresDa01,pass_sacked_yds,8,,,,,
player,201912050chi,dal,PresDa01,pass_long,35,,,,,
player,201912050chi,dal,PresDa01,pass_rating,83.2,,,,,
player,201912050chi,dal,PresDa01,rush_att,3,,,,,
player,201912050chi,dal,PresDa01,rush_yds,1,,,,,
player,201912050chi,dal,PresDa01,rush_td,0,,,,,
player,201912050chi,dal,PresDa01,rush_long,1,,,,,
player,201912050chi,dal,PresDa01,targets,0,,,,,
player,201912050chi,dal,PresDa01,rec,0,,,,,
player,201912050chi,dal,PresDa01,rec_yds,0,,,,,
player,201912050chi,dal,PresDa01,rec_td,0,,,,,
player,201912050chi,dal,PresDa01,rec_long,0,,,,,
player,201912050chi,dal,PresDa01,fumbles,0,,,,,
player,201912050chi,dal,PresDa01,fumbles_lost,0,,,,,
player,201912050chi,dal,ElliEz00,pass_cmp,0,,,,,
player,201912050chi,dal,ElliEz00,pass_att,0,,,,,
player,201912050chi,dal,ElliEz00,pass_yds,0,,,,,
player,201912050chi,dal,ElliEz00,pass_td,0,,,,,
player,201912050chi,dal,ElliEz00,pass_int,0,,,,,
player,201912050chi,dal,ElliEz00,pass_sacked,0,,,,,
player,201912050chi,dal,ElliEz00,pass_sacked_yds,0,,,,,
player,201912050chi,dal,ElliEz00,pass_long,0,,,,,
player,201912050chi,dal,ElliEz00,pass_rating,,,,,,
player,201912050chi,dal,ElliEz00,rush_att,19,,,,,
player,201912050chi,dal,ElliEz00,rush_yds,81,,,,,
player,201912050chi,dal,ElliEz00,rush_td,2,,,,,
player,201912050chi,dal,ElliEz00,rush_long,31,,,,,
player,201912050chi,dal,ElliEz00,targets,5,,,,,
player,201912050chi,dal,ElliEz00,rec,2,,,,,
player,201912050chi,dal,ElliEz00,rec_yds,12,,,,,
player,201912050chi,dal,ElliEz00,rec_td,0,,,,,
player,201912050chi,dal,ElliEz00,rec_long,9,,,,,
player,201912050chi,dal,ElliEz00,fumbles,0,,,,,
player,201912050chi,dal,ElliEz00,fumbles_lost,0,,,,,
player,201912050chi,dal,GallMi00,pass_cmp,0,,,,,
player,201912050chi,dal,GallMi00,pass_att,0,,,,,
player,201912050chi,dal,GallMi00,pass_yds,0,,,,,
player,201912050chi,dal,GallMi00,pass_td,0,,,,,
player,201912050chi,dal,GallMi00,pass_int,0,,,,,
player,201912050chi,dal,GallMi00,pass_sacked,0,,,,,
player,201912050chi,dal,GallMi00,pass_sacked_yds,0,,,,,
player,201912050chi,dal,GallMi00,pass_long,0,,,,,
player,201912050chi,dal,GallMi00,pass_rating,,,,,,
player,201912050chi,dal,GallMi00,rush_att,0,,,,,
player,201912050chi,dal,GallMi00,rush_yds,0,,,,,
player,201912050chi,dal,GallMi00,rush_td,0,,,,,
player,201912050chi,dal,GallMi00,rush_long,0,,,,,
player,201912050chi,dal,GallMi00,targets,10,,,,,
player,201912050chi,dal,GallMi00,rec,6,,,,,
player,201912050chi,dal,GallMi00,rec_yds,109,,,,,
player,201912050chi,dal,GallMi00,rec_td,0,,,,,
player,201912050chi,dal,GallMi00,rec_long,24,,,,,
player,201912050chi,dal,GallMi00,fumbles,0,,,,,
player,201912050chi,dal,GallMi00,fumbles_lost,0,,,,,
