game,2019,7,20191020,201910200sea,rav,"Baltimore Ravens",30,sea,"Seattle Seahawks",16
player,201910200sea,rav,EdwaGu00,pass_sacked_yds,0,,,,,
player,201910200sea,rav,EdwaGu00,pass_long,0,,,,,
player,201910200sea,rav,EdwaGu00,pass_rating,,,,,,
player,201910200sea,rav,EdwaGu00,rush_att,8,,,,,
player,201910200sea,rav,EdwaGu00,rush_yds,35,,,,,
player,201910200sea,rav,EdwaGu00,rush_td,0,,,,,
player,201910200sea,rav,EdwaGu00,rush_long,14,,,,,
player,201910200sea,rav,EdwaGu00,targets,0,,,,,
player,201910200sea,rav,EdwaGu00,rec,0,,,,,
player,201910200sea,rav,EdwaGu00,rec_yds,0,,,,,
player,201910200sea,rav,EdwaGu00,rec_td,0,,,,,
player,201910200sea,rav,EdwaGu00,rec_long,0,,,,,
player,201910200sea,rav,EdwaGu00,fumbles,0,,,,,
player,201910200sea,rav,EdwaGu00,fumbles_lost,0,,,,,
player,201910200sea,rav,SneaWi00,pass_cmp,0,,,,,
player,201910200sea,rav,SneaWi00,pass_att,0,,,,,
player,201910200sea,rav,SneaWi00,pass_yds,0,,,,,
player,201910200sea,rav,SneaWi00,pass_td,0,,,,,
player,201910200sea,rav,SneaWi00,pass_int,0,,,,,
player,201910200sea,rav,SneaWi00,pass_sacked,0,,,,,
player,201910200sea,rav,SneaWi00,pass_sacked_yds,0,,,,,
player,201910200sea,rav,SneaWi00,pass_long,0,,,,,
player,201910200sea,rav,SneaWi00,pass_rating,,,,,,
player,201910200sea,rav,SneaWi00,rush_att,1,,,,,
player,201910200sea,rav,SneaWi00,rush_yds,2,,,,,
player,201910200sea,rav,SneaWi00,rush_td,0,,,,,
player,201910200sea,rav,SneaWi00,rush_long,2,,,,,
player,201910200sea,rav,SneaWi00,targets,1,,,,,
player,201910200sea,rav,SneaWi00,rec,0,,,,,
player,201910200sea,rav,SneaWi00,rec_yds,0,,,,,
player,201910200sea,rav,SneaWi00,rec_td,0,,,,,
player,201910200sea,rav,SneaWi00,rec_long,0,,,,,
player,201910200sea,rav,SneaWi00,fumbles,0,,,,,
player,201910200sea,rav,SneaWi00,fumbles_lost,0,,,,,
player,201910200sea,rav,BoykMi00,pass_cmp,0,,,,,
player,201910200sea,rav,BoykMi00,pass_att,0,,,,,
player,201910200sea,rav,BoykMi00,pass_yds,0,,,,,
player,201910200sea,rav,BoykMi00,pass_td,0,,,,,
player,201910200sea,rav,BoykMi00,pass_int,0,,,,,
player,201910200sea,rav,BoykMi00,pass_sacked,0,,,,,
player,201910200sea,rav,BoykMi00,pass_sacked_yds,0,,,,,
player,201910200sea,rav,BoykMi00,pass_long,0,,,,,
player,201910200sea,rav,BoykMi00,pass_rating,,,,,,
player,201910200sea,rav,BoykMi00,rush_att,0,,,,,
player,201910200sea,rav,BoykMi00,rush_yds,0,,,,,
player,201910200sea,rav,BoykMi00,rush_td,0,,,,,
player,201910200sea,rav,BoykMi00,rush_long,0,,,,,
player,201910200sea,rav,BoykMi00,targets,2,,,,,
player,201910200sea,rav,BoykMi00,rec,2,,,,,
player,201910200sea,rav,BoykMi00,rec_yds,55,,,,,
player,201910200sea,rav,BoykMi00,rec_td,0,,,,,
player,201910200sea,rav,BoykMi00,rec_long,50,,,,,
player,201910200sea,rav,BoykMi00,fumbles,0,,,,,
player,201910200sea,rav,BoykMi00,fumbles_lost,0,,,,,
player,201910200sea,rav,AndrMa00,pass_cmp,0,,,,,
player,201910200sea,rav,AndrMa00,pass_att,0,,,,,
player,201910200sea,rav,AndrMa00,pass_yds,0,,,,,
player,201910200sea,rav,AndrMa00,pass_td,0,,,,,
player,201910200sea,rav,AndrMa00,pass_int,0,,,,,
player,201910200sea,rav,AndrMa00,pass_sacked,0,,,,,
player,201910200sea,rav,AndrMa00,pass_sacked_yds,0,,,,,
player,201910200sea,rav,AndrMa00,pass_long,0,,,,,
player,201910200sea,rav,AndrMa00,pass_rating,,,,,,
player,201910200sea,rav,AndrMa00,rush_att,0,,,,,
player,201910200sea,rav,AndrMa00,rush_yds,0,,,,,
player,201910200sea,rav,AndrMa00,rush_td,0,,,,,
player,201910200sea,rav,AndrMa00,rush_long,0,,,,,
player,201910200sea,rav,AndrMa00,targets,8,,,,,
player,201910200sea,rav,AndrMa00,rec,2,,,,,
player,201910200sea,rav,AndrMa00,rec_yds,39,,,,,
player,201910200sea,rav,AndrMa00,rec_td,0,,,,,
player,201910200sea,rav,AndrMa00,rec_long,33,,,,,
player,201910200sea,rav,AndrMa00,fumbles,0,,,,,
player,201910200sea,rav,AndrMa00,fumbles_lost,0,,,,,
player,201910200sea,rav,BoylNi00,pass_cmp,0,,,,,
player,201910200sea,rav,BoylNi00,pass_att,0,,,,,
player,201910200sea,rav,BoylNi00,pass_yds,0,,,,,
player,201910200sea,rav,BoylNi00,pass_td,0,,,,,
player,201910200sea,rav,BoylNi00,pass_int,0,,,,,
player,201910200sea,rav,BoylNi00,pass_sacked,0,,,,,
player,201910200sea,rav,BoylNi00,pass_sacked_yds,0,,,,,
player,201910200sea,rav,BoylNi00,pass_long,0,,,,,
player,201910200sea,rav,BoylNi00,pass_rating,,,,,,
player,201910200sea,rav,BoylNi00,rush_att,0,,,,,
player,201910200sea,rav,BoylNi00,rush_yds,0,,,,,
player,201910200sea,rav,BoylNi00,rush_td,0,,,,,
player,201910200sea,rav,BoylNi00,rush_long,0,,,,,
player,201910200sea,rav,BoylNi00,targets,1,,,,,
player,201910200sea,rav,BoylNi00,rec,1,,,,,
player,201910200sea,rav,BoylNi00,rec_yds,20,,,,,
player,201910200sea,rav,BoylNi00,rec_td,0,,,,,
player,201910200sea,rav,BoylNi00,rec_long,20,,,,,
player,201910200sea,rav,BoylNi00,fumbles,0,,,,,
player,201910200sea,rav,BoylNi00,fumbles_lost,0,,,,,
player,201910200sea,rav,HursHa00,pass_cmp,0,,,,,
player,201910200sea,rav,HursHa00,pass_att,0,,,,,
player,201910200sea,rav,HursHa00,pass_yds,0,,,,,
player,201910200sea,rav,HursHa00,pass_td,0,,,,,
player,201910200sea,rav,HursHa00,pass_int,0,,,,,
player,201910200sea,rav,HursHa00,pass_sacked,0,,,,,
player,201910200sea,rav,HursHa00,pass_sacked_yds,0,,,,,
player,201910200sea,rav,HursHa00,pass_long,0,,,,,
player,201910200sea,rav,HursHa00,pass_rating,,,,,,
player,201910200sea,rav,HursHa00,rush_att,0,,,,,
player,201910200sea,rav,HursHa00,rush_yds,0,,,,,
player,201910200sea,rav,HursHa00,rush_td,0,,,,,
player,201910200sea,rav,HursHa00,rush_long,0,,,,,
player,201910200sea,rav,HursHa00,targets,2,,,,,
player,201910200sea,rav,HursHa00,rec,1,,,,,
player,201910200sea,rav,HursHa00,rec_yds,10,,,,,
player,201910200sea,rav,HursHa00,rec_td,0,,,,,
player,201910200sea,rav,HursHa00,rec_long,10,,,,,
player,201910200sea,rav,HursHa00,fumbles,0,,,,,
player,201910200sea,rav,HursHa00,fumbles_lost,0,,,,,
player,201910200sea,rav,RobeSe00,pass_cmp,0,,,,,
player,201910200sea,rav,RobeSe00,pass_att,0,,,,,
player,201910200sea,rav,RobeSe00,pass_yds,0,,,,,
player,201910200sea,rav,RobeSe00,pass_td,0,,,,,
player,201910200sea,rav,RobeSe00,pass_int,0,,,,,
player,201910200sea,rav,RobeSe00,pass_sacked,0,,,,,
player,201910200sea,rav,RobeSe00,pass_sacked_yds,0,,,,,
player,201910200sea,rav,RobeSe00,pass_long,0,,,,,
player,201910200sea,rav,RobeSe00,pass_rating,,,,,,
player,201910200sea,rav,RobeSe00,rush_att,0,,,,,
player,201910200sea,rav,RobeSe00,rush_yds,0,,,,,
player,201910200sea,rav,RobeSe00,rush_td,0,,,,,
player,201910200sea,rav,RobeSe00,rush_long,0,,,,,
player,201910200sea,rav,RobeSe00,targets,4,,,,,
player,201910200sea,rav,RobeSe00,rec,1,,,,,
player,201910200sea,rav,RobeSe00,rec_yds,9,,,,,
player,201910200sea,rav,RobeSe00,rec_td,0,,,,,
player,201910200sea,rav,RobeSe00,rec_long,9,,,,,
player,201910200sea,rav,RobeSe00,fumbles,0,,,,,
player,201910200sea,rav,RobeSe00,fumbles_lost,0,,,,,
player,201910200sea,rav,MoorCh00,pass_cmp,0,,,,,
player,201910200sea,rav,MoorCh00,pass_att,0,,,,,
player,201910200sea,rav,MoorCh00,pass_yds,0,,,,,
player,201910200sea,rav,MoorCh00,pass_td,0,,,,,
player,201910200sea,rav,MoorCh00,pass_int,0,,,,,
player,201910200sea,rav,MoorCh00,pass_sacked,0,,,,,
player,201910200sea,rav,MoorCh00,pass_sacked_yds,0,,,,,
player,201910200sea,rav,MoorCh00,pass_long,0,,,,,
player,201910200sea,rav,MoorCh00,pass_rating,,,,,,
player,201910200sea,rav,MoorCh00,rush_att,0,,,,,
player,201910200sea,rav,MoorCh00,rush_yds,0,,,,,
player,201910200sea,rav,MoorCh00,rush_td,0,,,,,
player,201910200sea,rav,MoorCh00,rush_long,0,,,,,
player,201910200sea,rav,MoorCh00,targets,1,,,,,
player,201910200sea,rav,MoorCh00,rec,1,,,,,
player,201910200sea,rav,MoorCh00,rec_yds,3,,,,,
player,201910200sea,rav,MoorCh00,rec_td,0,,,,,
player,201910200sea,rav,MoorCh00,rec_long,3,,,,,
player,201910200sea,rav,MoorCh00,fumbles,0,,,,,
player,201910200sea,rav,MoorCh00,fumbles_lost,0,,,,,
player,201910200sea,sea,WilsRu00,pass_cmp,20,,,,,
player,201910200sea,sea,WilsRu00,pass_att,41,,,,,
player,201910200sea,sea,WilsRu00,pass_yds,241,,,,,
player,201910200sea,sea,WilsRu00,pass_td,1,,,,,
player,201910200sea,sea,WilsRu00,pass_int,1,,,,,
player,201910200sea,sea,WilsRu00,pass_sacked,1,,,,,
player,201910200sea,sea,WilsRu00,pass_sacked_yds,0,,,,,
player,201910200sea,sea,WilsRu00,pass_long,48,,,,,
player,201910200sea,sea,WilsRu00,pass_rating,65.2,,,,,
player,201910200sea,sea,WilsRu00,rush_att,3,,,,,
player,201910200sea,sea,WilsRu00,rush_yds,27,,,,,
player,201910200sea,sea,WilsRu00,rush_td,0,,,,,
player,201910200sea,sea,WilsRu00,rush_long,11,,,,,
player,201910200sea,sea,WilsRu00,targets,0,,,,,
player,201910200sea,sea,WilsRu00,rec,0,,,,,
player,201910200sea,sea,WilsRu00,rec_yds,0,,,,,
player,201910200sea,sea,WilsRu00,rec_td,0,,,,,
player,201910200sea,sea,WilsRu00,rec_long,0,,,,,
player,201910200sea,sea,WilsRu00,fumbles,0,,,,,
player,201910200sea,sea,WilsRu00,fumbles_lost,0,,,,,
player,201910200sea,sea,CarsCh00,pass_cmp,0,,,,,
player,201910200sea,sea,CarsCh00,pass_att,0,,,,,
player,201910200sea,sea,CarsCh00,pass_yds,0,,,,,
player,201910200sea,sea,CarsCh00,pass_td,0,,,,,
player,201910200sea,sea,CarsCh00,pass_int,0,,,,,
player,201910200sea,sea,CarsCh00,pass_sacked,0,,,,,
player,201910200sea,sea,CarsCh00,pass_sacked_yds,0,,,,,
player,201910200sea,sea,CarsCh00,pass_long,0,,,,,
player,201910200sea,sea,CarsCh00,pass_rating,,,,,,
player,201910200sea,sea,CarsCh00,rush_att,21,,,,,
player,201910200sea,sea,CarsCh00,rush_yds,65,,,,,
player,201910200sea,sea,CarsCh00,rush_td,0,,,,,
player,201910200sea,sea,CarsCh00,rush_long,9,,,,,
player,201910200sea,sea,CarsCh00,targets,5,,,,,
player,201910200sea,sea,CarsCh00,rec,3,,,,,
player,201910200sea,sea,CarsCh00,rec_yds,9,,,,,
player,201910200sea,sea,CarsCh00,rec_td,0,,,,,
player,201910200sea,sea,CarsCh00,rec_long,10,,,,,
player,201910200sea,sea,CarsCh00,fumbles,0,,,,,
player,201910200sea,sea,CarsCh00,fumbles_lost,0,,,,,
player,201910200sea,sea,ProsC.00,pass_cmp,0,,,,,
player,201910200sea,sea,ProsC.00,pass_att,0,,,,,
player,201910200sea,sea,ProsC.00,pass_yds,0,,,,,
player,201910200sea,sea,ProsC.00,pass_td,0,,,,,
player,201910200sea,sea,ProsC.00,pass_int,0,,,,,
player,201910200sea,sea,ProsC.00,pass_sacked,0,,,,,
player,201910200sea,sea,ProsC.00,pass_sacked_yds,0,,,,,
player,201910200sea,sea,ProsC.00,pass_long,0,,,,,
player,201910200sea,sea,ProsC.00,pass_rating,,,,,,
player,201910200sea,sea,ProsC.00,rush_att,1,,,,,
player,201910200sea,sea,ProsC.00,rush_yds,17,,,,,
player,201910200sea,sea,ProsC.00,rush_td,0,,,,,
player,201910200sea,sea,ProsC.00,rush_long,17,,,,,
player,201910200sea,sea,ProsC.00,targets,0,,,,,
player,201910200sea,sea,ProsC.00,rec,0,,,,,
player,201910200sea,sea,ProsC.00,rec_yds,0,,,,,
player,201910200sea,sea,ProsC.00,rec_td,0,,,,,
player,201910200sea,sea,ProsC.00,rec_long,0,,,,,
player,201910200sea,sea,ProsC.00,fumbles,0,,,,,
player,201910200sea,sea,ProsC.00,fumbles_lost,0,,,,,
player,201910200sea,sea,BrowJa03,pass_cmp,0,,,,,
player,201910200sea,sea,BrowJa03,pass_att,0,,,,,
player,201910200sea,sea,BrowJa03,pass_yds,0,,,,,
player,201910200sea,sea,BrowJa03,pass_td,0,,,,,
player,201910200sea,sea,BrowJa03,pass_int,0,,,,,
player,201910200sea,sea,BrowJa03,pass_sacked,0,,,,,
player,201910200sea,sea,BrowJa03,pass_sacked_yds,0,,,,,
player,201910200sea,sea,BrowJa03,pass_long,0,,,,,
player,201910200sea,sea,BrowJa03,pass_rating,,,,,,
player,201910200sea,sea,BrowJa03,rush_att,0,,,,,
player,201910200sea,sea,BrowJa03,rush_yds,0,,,,,
player,201910200sea,sea,BrowJa03,rush_td,0,,,,,
player,201910200sea,sea,BrowJa03,rush_long,0,,,,,
player,201910200sea,sea,BrowJa03,targets,6,,,,,
player,201910200sea,sea,BrowJa03,rec,3,,,,,
player,201910200sea,sea,BrowJa03,rec_yds,60,,,,,
player,201910200sea,sea,BrowJa03,rec_td,0,,,,,
player,201910200sea,sea,BrowJa03,rec_long,48,,,,,
player,201910200sea,sea,BrowJa03,fumbles,0,,,,,
player,201910200sea,sea,BrowJa03,fumbles_lost,0,,,,,
player,201910200sea,sea,MetcDK00,pass_cmp,0,,,,,
player,201910200sea,sea,MetcDK00,pass_att,0,,,,,
player,201910200sea,sea,MetcDK00,pass_yds,0,,,,,
player,201910200sea,sea,MetcDK00,pass_td,0,,,,,
player,201910200sea,sea,MetcDK00,pass_int,0,,,,,
player,201910200sea,sea,MetcDK00,pass_sacked,0,,,,,
player,201910200sea,sea,MetcDK00,pass_sacked_yds,0,,,,,
player,201910200sea,sea,MetcDK00,pass_long,0,,,,,
player,201910200sea,sea,MetcDK00,pass_rating,,,,,,
player,201910200sea,sea,MetcDK00,rush_att,0,,,,,
player,201910200sea,sea,MetcDK00,rush_yds,0,,,,,
player,201910200sea,sea,MetcDK00,rush_td,0,,,,,
player,201910200sea,sea,MetcDK00,rush_long,0,,,,,
player,201910200sea,sea,MetcDK00,targets,9,,,,,
player,201910200sea,sea,MetcDK00,rec,4,,,,,
player,201910200sea,sea,MetcDK00,rec_yds,53,,,,,
player,201910200sea,sea,MetcDK00,rec_td,0,,,,,
player,201910200sea,sea,MetcDK00,rec_long,37,,,,,
player,201910200sea,sea,MetcDK00,fumbles,1,,,,,
player,201910200sea,sea,MetcDK00,fumbles_lost,1,,,,,
player,201910200sea,sea,TurnMa00,pass_cmp,0,,,,,
player,201910200sea,sea,TurnMa00,pass_att,0,,,,,
player,201910200sea,sea,TurnMa00,pass_yds,0,,,,,
player,201910200sea,sea,TurnMa00,pass_td,0,,,,,
player,201910200sea,sea,TurnMa00,pass_int,0,,,,,
player,201910200sea,sea,TurnMa00,pass_sacked,0,,,,,
player,201910200sea,sea,TurnMa00,pass_sacked_yds,0,,,,,
player,201910200sea,sea,TurnMa00,pass_long,0,,,,,
player,201910200sea,sea,TurnMa00,pass_rating,,,,,,
player,201910200sea,sea,TurnMa00,rush_att,0,,,,,
player,201910200sea,sea,TurnMa00,rush_yds,0,,,,,
player,201910200sea,sea,TurnMa00,rush_td,0,,,,,
player,201910200sea,sea,TurnMa00,rush_long,0,,,,,
player,201910200sea,sea,TurnMa00,targets,1,,,,,
player,201910200sea,sea,TurnMa00,rec,1,,,,,
player,201910200sea,sea,TurnMa00,rec_yds,24,,,,,
player,201910200sea,sea,TurnMa00,rec_td,0,,,,,
player,201910200sea,sea,TurnMa00,rec_long,24,,,,,
player,201910200sea,sea,TurnMa00,fumbles,0,,,,,
player,201910200sea,sea,TurnMa00,fumbles_lost,0,,,,,
player,201910200sea,sea,HollJa03,pass_cmp,0,,,,,
player,201910200sea,sea,HollJa03,pass_att,0,,,,,
player,201910200sea,sea,HollJa03,pass_yds,0,,,,,
player,201910200sea,sea,HollJa03,pass_td,0,,,,,
player,201910200sea,sea,HollJa03,pass_int,0,,,,,
player,201910200sea,sea,HollJa03,pass_sacked,0,,,,,
player,201910200sea,sea,HollJa03,pass_sacked_yds,0,,,,,
player,201910200sea,sea,HollJa03,pass_long,0,,,,,
player,201910200sea,sea,HollJa03,pass_rating,,,,,,
player,201910200sea,sea,HollJa03,rush_att,0,,,,,
player,201910200sea,sea,HollJa03,rush_yds,0,,,,,
player,201910200sea,sea,HollJa03,rush_td,0,,,,,
player,201910200sea,sea,HollJa03,rush_long,0,,,,,
player,201910200sea,sea,HollJa03,targets,6,,,,,
player,201910200sea,sea,HollJa03,rec,3,,,,,
player,201910200sea,sea,HollJa03,rec_yds,20,,,,,
player,201910200sea,sea,HollJa03,rec_td,0,,,,,
player,201910200sea,sea,HollJa03,rec_long,9,,,,,
player,201910200sea,sea,HollJa03,fumbles,0,,,,,
player,201910200sea,sea,HollJa03,fumbles_lost,0,,,,,
player,201910200sea,sea,MoorDa03,pass_cmp,0,,,,,
player,201910200sea,sea,MoorDa03,pass_att,0,,,,,
player,201910200sea,sea,MoorDa03,pass_yds,0,,,,,
player,201910200sea,sea,MoorDa03,pass_td,0,,,,,
player,201910200sea,sea,MoorDa03,pass_int,0,,,,,
player,201910200sea,sea,MoorDa03,pass_sacked,0,,,,,
player,201910200sea,sea,MoorDa03,pass_sacked_yds,0,,,,,
player,201910200sea,sea,MoorDa03,pass_long,0,,,,,
player,201910200sea,sea,MoorDa03,pass_rating,,,,,,
player,201910200sea,sea,MoorDa03,rush_att,0,,,,,
player,201910200sea,sea,MoorDa03,rush_yds,0,,,,,
player,201910200sea,sea,MoorDa03,rush_td,0,,,,,
player,201910200sea,sea,MoorDa03,rush_long,0,,,,,
player,201910200sea,sea,MoorDa03,targets,3,,,,,
player,201910200sea,sea,MoorDa03,rec,1,,,,,
player,201910200sea,sea,MoorDa03,rec_yds,14,,,,,
player,201910200sea,sea,MoorDa03,rec_td,0,,,,,
player,201910200sea,sea,MoorDa03,rec_long,14,,,,,
player,201910200sea,sea,MoorDa03,fumbles,0,,,,,
player,201910200sea,sea,MoorDa03,fumbles_lost,0,,,,,
player,201910200sea,sea,WillLu00,pass_cmp,0,,,,,
player,201910200sea,sea,WillLu00,pass_att,0,,,,,
player,201910200sea,sea,WillLu00,pass_yds,0,,,,,
player,201910200sea,sea,WillLu00,pass_td,0,,,,,
player,201910200sea,sea,WillLu00,pass_int,0,,,,,
player,201910200sea,sea,WillLu00,pass_sacked,0,,,,,
player,201910200sea,sea,WillLu00,pass_sacked_yds,0,,,,,
player,201910200sea,sea,WillLu00,pass_long,0,,,,,
player,201910200sea,sea,WillLu00,pass_rating,,,,,,
player,201910200sea,sea,WillLu00,rush_att,0,,,,,
player,201910200sea,sea,WillLu00,rush_yds,0,,,,,
player,201910200sea,sea,WillLu00,rush_td,0,,,,,
player,201910200sea,sea,WillLu00,rush_long,0,,,,,
player,201910200sea,sea,WillLu00,targets,1,,,,,
player,201910200sea,sea,WillLu00,rec,0,,,,,
player,201910200sea,sea,WillLu00,rec_yds,0,,,,,
player,201910200sea,sea,WillLu00,rec_td,0,,,,,
player,201910200sea,sea,WillLu00,rec_long,0,,,,,
player,201910200sea,sea,WillLu00,fumbles,0,,,,,
player,201910200sea,sea,WillLu00,fumbles_lost,0,,,,,
player,201910200sea,sea,LockTy00,pass_cmp,0,,,,,
player,201910200sea,sea,LockTy00,pass_att,0,,,,,
player,201910200sea,sea,LockTy00,pass_yds,0,,,,,
player,201910200sea,sea,LockTy00,pass_td,0,,,,,
player,201910200sea,sea,LockTy00,pass_int,0,,,,,
player,201910200sea,sea,LockTy00,pass_sacked,0,,,,,
player,201910200sea,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201910200sea,sea,LockTy00,pass_long,0,,,,,
player,201910200sea,sea,LockTy00,pass_rating,,,,,,
player,201910200sea,sea,LockTy00,rush_att,1,,,,,
player,201910200sea,sea,LockTy00,rush_yds,-3,,,,,
player,201910200sea,sea,LockTy00,rush_td,0,,,,,
player,201910200sea,sea,LockTy00,rush_long,-3,,,,,
player,201910200sea,sea,LockTy00,targets,7,,,,,
player,201910200sea,sea,LockTy00,rec,5,,,,,
player,201910200sea,sea,LockTy00,rec_yds,61,,,,,
player,201910200sea,sea,LockTy00,rec_td,1,,,,,
player,201910200sea,sea,LockTy00,rec_long,33,,,,,
player,201910200sea,sea,LockTy00,fumbles,0,,,,,
player,201910200sea,sea,LockTy00,fumbles_lost,0,,,,,
player,201910200sea,rav,PeteMa00,def_int,1,,,,,
player,201910200sea,rav,PeteMa00,def_int_yds,67,,,,,
player,201910200sea,rav,PeteMa00,def_int_td,1,,,,,
player,201910200sea,rav,PeteMa00,def_int_long,67,,,,,
player,201910200sea,rav,PeteMa00,pass_defended,1,,,,,
player,201910200sea,rav,PeteMa00,sacks,0.0,,,,,
player,201910200sea,rav,PeteMa00,tackles_combined,1,,,,,
player,201910200sea,rav,PeteMa00,tackles_solo,1,,,,,
player,201910200sea,rav,PeteMa00,tackles_assists,0,,,,,
player,201910200sea,rav,PeteMa00,tackles_loss,0,,,,,
player,201910200sea,rav,PeteMa00,qb_hits,0,,,,,
player,201910200sea,rav,PeteMa00,fumbles_rec,0,,,,,
player,201910200sea,rav,PeteMa00,fumbles_rec_yds,0,,,,,
player,201910200sea,rav,PeteMa00,fumbles_rec_td,0,,,,,
player,201910200sea,rav,PeteMa00,fumbles_forced,0,,,,,
player,201910200sea,rav,FortL.00,def_int,0,,,,,
player,201910200sea,rav,FortL.00,def_int_yds,0,,,,,
player,201910200sea,rav,FortL.00,def_int_td,0,,,,,
player,201910200sea,rav,FortL.00,def_int_long,0,,,,,
player,201910200sea,rav,FortL.00,pass_defended,0,,,,,
player,201910200sea,rav,FortL.00,sacks,1.0,,,,,
player,201910200sea,rav,FortL.00,tackles_combined,6,,,,,
player,201910200sea,rav,FortL.00,tackles_solo,5,,,,,
player,201910200sea,rav,FortL.00,tackles_assists,1,,,,,
player,201910200sea,rav,FortL.00,tackles_loss,2,,,,,
player,201910200sea,rav,FortL.00,qb_hits,1,,,,,
player,201910200sea,rav,FortL.00,fumbles_rec,0,,,,,
player,201910200sea,rav,FortL.00,fumbles_rec_yds,0,,,,,
player,201910200sea,rav,FortL.00,fumbles_rec_td,0,,,,,
player,201910200sea,rav,FortL.00,fumbles_forced,0,,,,,
player,201910200sea,rav,ByneJo00,def_int,0,,,,,
player,201910200sea,rav,ByneJo00,def_int_yds,0,,,,,
