game,2019,4,20190929,201909290nor,dal,"Dallas Cowboys",10,nor,"New Orleans Saints",12
team,201909290nor,dal,First Downs,15,,,,,,
team,201909290nor,nor,First Downs,18,,,,,,
team,201909290nor,dal,Rush-Yds-TDs,20-45-1,,,,,,
team,201909290nor,nor,Rush-Yds-TDs,27-117-0,,,,,,
team,201909290nor,dal,Cmp-Att-Yd-TD-INT,22-33-223-0-1,,,,,,
team,201909290nor,nor,Cmp-Att-Yd-TD-INT,23-30-193-0-1,,,,,,
team,201909290nor,dal,Sacked-Yards,1-11,,,,,,
team,201909290nor,nor,Sacked-Yards,5-44,,,,,,
team,201909290nor,dal,Net Pass Yards,212,,,,,,
team,201909290nor,nor,Net Pass Yards,149,,,,,,
team,201909290nor,dal,Total Yards,257,,,,,,
team,201909290nor,nor,Total Yards,266,,,,,,
team,201909290nor,dal,Fumbles-Lost,2-2,,,,,,
team,201909290nor,nor,Fumbles-Lost,0-0,,,,,,
team,201909290nor,dal,Turnovers,3,,,,,,
team,201909290nor,nor,Turnovers,1,,,,,,
team,201909290nor,dal,Penalties-Yards,6-64,,,,,,
team,201909290nor,nor,Penalties-Yards,9-80,,,,,,
team,201909290nor,dal,Third Down Conv.,4-11,,,,,,
team,201909290nor,nor,Third Down Conv.,6-14,,,,,,
team,201909290nor,dal,Fourth Down Conv.,0-1,,,,,,
team,201909290nor,nor,Fourth Down Conv.,0-0,,,,,,
team,201909290nor,dal,Time of Possession,23:56,,,,,,
team,201909290nor,nor,Time of Possession,36:04,,,,,,
player,201909290nor,dal,PresDa01,pass_cmp,22,,,,,
player,201909290nor,dal,PresDa01,pass_att,33,,,,,
player,201909290nor,dal,PresDa01,pass_yds,223,,,,,
player,201909290nor,dal,PresDa01,pass_td,0,,,,,
player,201909290nor,dal,PresDa01,pass_int,1,,,,,
player,201909290nor,dal,PresDa01,pass_sacked,1,,,,,
player,201909290nor,dal,PresDa01,pass_sacked_yds,11,,,,,
player,201909290nor,dal,PresDa01,pass_long,35,,,,,
player,201909290nor,dal,PresDa01,pass_rating,73.2,,,,,
player,201909290nor,dal,PresDa01,rush_att,1,,,,,
player,201909290nor,dal,PresDa01,rush_yds,7,,,,,
player,201909290nor,dal,PresDa01,rush_td,0,,,,,
player,201909290nor,dal,PresDa01,rush_long,7,,,,,
player,201909290nor,dal,PresDa01,targets,0,,,,,
player,201909290nor,dal,PresDa01,rec,0,,,,,
player,201909290nor,dal,PresDa01,rec_yds,0,,,,,
player,201909290nor,dal,PresDa01,rec_td,0,,,,,
player,201909290nor,dal,PresDa01,rec_long,0,,,,,
player,201909290nor,dal,PresDa01,fumbles,0,,,,,
player,201909290nor,dal,PresDa01,fumbles_lost,0,,,,,
player,201909290nor,dal,ElliEz00,pass_cmp,0,,,,,
player,201909290nor,dal,ElliEz00,pass_att,0,,,,,
player,201909290nor,dal,ElliEz00,pass_yds,0,,,,,
player,201909290nor,dal,ElliEz00,pass_td,0,,,,,
player,201909290nor,dal,ElliEz00,pass_int,0,,,,,
player,201909290nor,dal,ElliEz00,pass_sacked,0,,,,,
player,201909290nor,dal,ElliEz00,pass_sacked_yds,0,,,,,
player,201909290nor,dal,ElliEz00,pass_long,0,,,,,
player,201909290nor,dal,ElliEz00,pass_rating,,,,,,
player,201909290nor,dal,ElliEz00,rush_att,18,,,,,
player,201909290nor,dal,ElliEz00,rush_yds,35,,,,,
player,201909290nor,dal,ElliEz00,rush_td,1,,,,,
player,201909290nor,dal,ElliEz00,rush_long,6,,,,,
player,201909290nor,dal,ElliEz00,targets,7,,,,,
player,201909290nor,dal,ElliEz00,rec,6,,,,,
player,201909290nor,dal,ElliEz00,rec_yds,30,,,,,
player,201909290nor,dal,ElliEz00,rec_td,0,,,,,
player,201909290nor,dal,ElliEz00,rec_long,9,,,,,
player,201909290nor,dal,ElliEz00,fumbles,1,,,,,
player,201909290nor,dal,ElliEz00,fumbles_lost,1,,,,,
player,201909290nor,dal,AustTa00,pass_cmp,0,,,,,
player,201909290nor,dal,AustTa00,pass_att,0,,,,,
player,201909290nor,dal,AustTa00,pass_yds,0,,,,,
player,201909290nor,dal,AustTa00,pass_td,0,,,,,
player,201909290nor,dal,AustTa00,pass_int,0,,,,,
player,201909290nor,dal,AustTa00,pass_sacked,0,,,,,
player,201909290nor,dal,AustTa00,pass_sacked_yds,0,,,,,
player,201909290nor,dal,AustTa00,pass_long,0,,,,,
player,201909290nor,dal,AustTa00,pass_rating,,,,,,
player,201909290nor,dal,AustTa00,rush_att,1,,,,,
player,201909290nor,dal,AustTa00,rush_yds,3,,,,,
player,201909290nor,dal,AustTa00,rush_td,0,,,,,
player,201909290nor,dal,AustTa00,rush_long,3,,,,,
player,201909290nor,dal,AustTa00,targets,1,,,,,
player,201909290nor,dal,AustTa00,rec,1,,,,,
player,201909290nor,dal,AustTa00,rec_yds,5,,,,,
player,201909290nor,dal,AustTa00,rec_td,0,,,,,
player,201909290nor,dal,AustTa00,rec_long,5,,,,,
player,201909290nor,dal,AustTa00,fumbles,0,,,,,
player,201909290nor,dal,AustTa00,fumbles_lost,0,,,,,
player,201909290nor,dal,WittJa00,pass_cmp,0,,,,,
player,201909290nor,dal,WittJa00,pass_att,0,,,,,
player,201909290nor,dal,WittJa00,pass_yds,0,,,,,
player,201909290nor,dal,WittJa00,pass_td,0,,,,,
player,201909290nor,dal,WittJa00,pass_int,0,,,,,
player,201909290nor,dal,WittJa00,pass_sacked,0,,,,,
player,201909290nor,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201909290nor,dal,WittJa00,pass_long,0,,,,,
player,201909290nor,dal,WittJa00,pass_rating,,,,,,
player,201909290nor,dal,WittJa00,rush_att,0,,,,,
player,201909290nor,dal,WittJa00,rush_yds,0,,,,,
player,201909290nor,dal,WittJa00,rush_td,0,,,,,
player,201909290nor,dal,WittJa00,rush_long,0,,,,,
player,201909290nor,dal,WittJa00,targets,4,,,,,
player,201909290nor,dal,WittJa00,rec,4,,,,,
player,201909290nor,dal,WittJa00,rec_yds,50,,,,,
player,201909290nor,dal,WittJa00,rec_td,0,,,,,
player,201909290nor,dal,WittJa00,rec_long,16,,,,,
player,201909290nor,dal,WittJa00,fumbles,1,,,,,
player,201909290nor,dal,WittJa00,fumbles_lost,1,,,,,
player,201909290nor,dal,JarwBl00,pass_cmp,0,,,,,
player,201909290nor,dal,JarwBl00,pass_att,0,,,,,
player,201909290nor,dal,JarwBl00,pass_yds,0,,,,,
player,201909290nor,dal,JarwBl00,pass_td,0,,,,,
player,201909290nor,dal,JarwBl00,pass_int,0,,,,,
player,201909290nor,dal,JarwBl00,pass_sacked,0,,,,,
player,201909290nor,dal,JarwBl00,pass_sacked_yds,0,,,,,
player,201909290nor,dal,JarwBl00,pass_long,0,,,,,
player,201909290nor,dal,JarwBl00,pass_rating,,,,,,
player,201909290nor,dal,JarwBl00,rush_att,0,,,,,
player,201909290nor,dal,JarwBl00,rush_yds,0,,,,,
player,201909290nor,dal,JarwBl00,rush_td,0,,,,,
player,201909290nor,dal,JarwBl00,rush_long,0,,,,,
player,201909290nor,dal,JarwBl00,targets,3,,,,,
player,201909290nor,dal,JarwBl00,rec,3,,,,,
player,201909290nor,dal,JarwBl00,rec_yds,49,,,,,
player,201909290nor,dal,JarwBl00,rec_td,0,,,,,
player,201909290nor,dal,JarwBl00,rec_long,35,,,,,
player,201909290nor,dal,JarwBl00,fumbles,0,,,,,
player,201909290nor,dal,JarwBl00,fumbles_lost,0,,,,,
