game,2019,16,20191222,201912220oti,nor,"New Orleans Saints",38,oti,"Tennessee Titans",28
player,201912220oti,nor,KamaAl00,pass_sacked,0,,,,,
player,201912220oti,nor,KamaAl00,pass_sacked_yds,0,,,,,
player,201912220oti,nor,KamaAl00,pass_long,0,,,,,
player,201912220oti,nor,KamaAl00,pass_rating,,,,,,
player,201912220oti,nor,KamaAl00,rush_att,11,,,,,
player,201912220oti,nor,KamaAl00,rush_yds,80,,,,,
player,201912220oti,nor,KamaAl00,rush_td,2,,,,,
player,201912220oti,nor,KamaAl00,rush_long,40,,,,,
player,201912220oti,nor,KamaAl00,targets,7,,,,,
player,201912220oti,nor,KamaAl00,rec,6,,,,,
player,201912220oti,nor,KamaAl00,rec_yds,30,,,,,
player,201912220oti,nor,KamaAl00,rec_td,0,,,,,
player,201912220oti,nor,KamaAl00,rec_long,14,,,,,
player,201912220oti,nor,KamaAl00,fumbles,0,,,,,
player,201912220oti,nor,KamaAl00,fumbles_lost,0,,,,,
player,201912220oti,nor,MurrLa00,pass_cmp,0,,,,,
player,201912220oti,nor,MurrLa00,pass_att,0,,,,,
player,201912220oti,nor,MurrLa00,pass_yds,0,,,,,
player,201912220oti,nor,MurrLa00,pass_td,0,,,,,
player,201912220oti,nor,MurrLa00,pass_int,0,,,,,
player,201912220oti,nor,MurrLa00,pass_sacked,0,,,,,
player,201912220oti,nor,MurrLa00,pass_sacked_yds,0,,,,,
player,201912220oti,nor,MurrLa00,pass_long,0,,,,,
player,201912220oti,nor,MurrLa00,pass_rating,,,,,,
player,201912220oti,nor,MurrLa00,rush_att,7,,,,,
player,201912220oti,nor,MurrLa00,rush_yds,14,,,,,
player,201912220oti,nor,MurrLa00,rush_td,0,,,,,
player,201912220oti,nor,MurrLa00,rush_long,5,,,,,
player,201912220oti,nor,MurrLa00,targets,3,,,,,
player,201912220oti,nor,MurrLa00,rec,2,,,,,
player,201912220oti,nor,MurrLa00,rec_yds,11,,,,,
player,201912220oti,nor,MurrLa00,rec_td,0,,,,,
player,201912220oti,nor,MurrLa00,rec_long,7,,,,,
player,201912220oti,nor,MurrLa00,fumbles,0,,,,,
player,201912220oti,nor,MurrLa00,fumbles_lost,0,,,,,
player,201912220oti,nor,ThomMi05,pass_cmp,0,,,,,
player,201912220oti,nor,ThomMi05,pass_att,0,,,,,
player,201912220oti,nor,ThomMi05,pass_yds,0,,,,,
player,201912220oti,nor,ThomMi05,pass_td,0,,,,,
player,201912220oti,nor,ThomMi05,pass_int,0,,,,,
player,201912220oti,nor,ThomMi05,pass_sacked,0,,,,,
player,201912220oti,nor,ThomMi05,pass_sacked_yds,0,,,,,
player,201912220oti,nor,ThomMi05,pass_long,0,,,,,
player,201912220oti,nor,ThomMi05,pass_rating,,,,,,
player,201912220oti,nor,ThomMi05,rush_att,0,,,,,
player,201912220oti,nor,ThomMi05,rush_yds,0,,,,,
player,201912220oti,nor,ThomMi05,rush_td,0,,,,,
player,201912220oti,nor,ThomMi05,rush_long,0,,,,,
player,201912220oti,nor,ThomMi05,targets,17,,,,,
player,201912220oti,nor,ThomMi05,rec,12,,,,,
player,201912220oti,nor,ThomMi05,rec_yds,136,,,,,
player,201912220oti,nor,ThomMi05,rec_td,1,,,,,
player,201912220oti,nor,ThomMi05,rec_long,26,,,,,
player,201912220oti,nor,ThomMi05,fumbles,0,,,,,
player,201912220oti,nor,ThomMi05,fumbles_lost,0,,,,,
player,201912220oti,nor,CookJa02,pass_cmp,0,,,,,
player,201912220oti,nor,CookJa02,pass_att,0,,,,,
player,201912220oti,nor,CookJa02,pass_yds,0,,,,,
player,201912220oti,nor,CookJa02,pass_td,0,,,,,
player,201912220oti,nor,CookJa02,pass_int,0,,,,,
player,201912220oti,nor,CookJa02,pass_sacked,0,,,,,
player,201912220oti,nor,CookJa02,pass_sacked_yds,0,,,,,
player,201912220oti,nor,CookJa02,pass_long,0,,,,,
player,201912220oti,nor,CookJa02,pass_rating,,,,,,
player,201912220oti,nor,CookJa02,rush_att,0,,,,,
player,201912220oti,nor,CookJa02,rush_yds,0,,,,,
player,201912220oti,nor,CookJa02,rush_td,0,,,,,
player,201912220oti,nor,CookJa02,rush_long,0,,,,,
player,201912220oti,nor,CookJa02,targets,4,,,,,
player,201912220oti,nor,CookJa02,rec,3,,,,,
player,201912220oti,nor,CookJa02,rec_yds,84,,,,,
player,201912220oti,nor,CookJa02,rec_td,2,,,,,
player,201912220oti,nor,CookJa02,rec_long,61,,,,,
player,201912220oti,nor,CookJa02,fumbles,0,,,,,
player,201912220oti,nor,CookJa02,fumbles_lost,0,,,,,
player,201912220oti,nor,SmitTr03,pass_cmp,0,,,,,
player,201912220oti,nor,SmitTr03,pass_att,0,,,,,
player,201912220oti,nor,SmitTr03,pass_yds,0,,,,,
player,201912220oti,nor,SmitTr03,pass_td,0,,,,,
player,201912220oti,nor,SmitTr03,pass_int,0,,,,,
player,201912220oti,nor,SmitTr03,pass_sacked,0,,,,,
player,201912220oti,nor,SmitTr03,pass_sacked_yds,0,,,,,
player,201912220oti,nor,SmitTr03,pass_long,0,,,,,
player,201912220oti,nor,SmitTr03,pass_rating,,,,,,
player,201912220oti,nor,SmitTr03,rush_att,0,,,,,
player,201912220oti,nor,SmitTr03,rush_yds,0,,,,,
player,201912220oti,nor,SmitTr03,rush_td,0,,,,,
player,201912220oti,nor,SmitTr03,rush_long,0,,,,,
player,201912220oti,nor,SmitTr03,targets,2,,,,,
player,201912220oti,nor,SmitTr03,rec,1,,,,,
player,201912220oti,nor,SmitTr03,rec_yds,13,,,,,
player,201912220oti,nor,SmitTr03,rec_td,0,,,,,
player,201912220oti,nor,SmitTr03,rec_long,13,,,,,
player,201912220oti,nor,SmitTr03,fumbles,0,,,,,
player,201912220oti,nor,SmitTr03,fumbles_lost,0,,,,,
player,201912220oti,nor,HogaKr00,pass_cmp,0,,,,,
player,201912220oti,nor,HogaKr00,pass_att,0,,,,,
player,201912220oti,nor,HogaKr00,pass_yds,0,,,,,
player,201912220oti,nor,HogaKr00,pass_td,0,,,,,
player,201912220oti,nor,HogaKr00,pass_int,0,,,,,
player,201912220oti,nor,HogaKr00,pass_sacked,0,,,,,
player,201912220oti,nor,HogaKr00,pass_sacked_yds,0,,,,,
player,201912220oti,nor,HogaKr00,pass_long,0,,,,,
player,201912220oti,nor,HogaKr00,pass_rating,,,,,,
player,201912220oti,nor,HogaKr00,rush_att,0,,,,,
player,201912220oti,nor,HogaKr00,rush_yds,0,,,,,
player,201912220oti,nor,HogaKr00,rush_td,0,,,,,
player,201912220oti,nor,HogaKr00,rush_long,0,,,,,
player,201912220oti,nor,HogaKr00,targets,1,,,,,
player,201912220oti,nor,HogaKr00,rec,1,,,,,
player,201912220oti,nor,HogaKr00,rec_yds,4,,,,,
player,201912220oti,nor,HogaKr00,rec_td,0,,,,,
player,201912220oti,nor,HogaKr00,rec_long,4,,,,,
player,201912220oti,nor,HogaKr00,fumbles,0,,,,,
player,201912220oti,nor,HogaKr00,fumbles_lost,0,,,,,
player,201912220oti,nor,GinnTe00,pass_cmp,0,,,,,
player,201912220oti,nor,GinnTe00,pass_att,0,,,,,
player,201912220oti,nor,GinnTe00,pass_yds,0,,,,,
player,201912220oti,nor,GinnTe00,pass_td,0,,,,,
player,201912220oti,nor,GinnTe00,pass_int,0,,,,,
player,201912220oti,nor,GinnTe00,pass_sacked,0,,,,,
player,201912220oti,nor,GinnTe00,pass_sacked_yds,0,,,,,
player,201912220oti,nor,GinnTe00,pass_long,0,,,,,
player,201912220oti,nor,GinnTe00,pass_rating,,,,,,
player,201912220oti,nor,GinnTe00,rush_att,0,,,,,
player,201912220oti,nor,GinnTe00,rush_yds,0,,,,,
player,201912220oti,nor,GinnTe00,rush_td,0,,,,,
player,201912220oti,nor,GinnTe00,rush_long,0,,,,,
player,201912220oti,nor,GinnTe00,targets,1,,,,,
player,201912220oti,nor,GinnTe00,rec,0,,,,,
player,201912220oti,nor,GinnTe00,rec_yds,0,,,,,
player,201912220oti,nor,GinnTe00,rec_td,0,,,,,
player,201912220oti,nor,GinnTe00,rec_long,0,,,,,
player,201912220oti,nor,GinnTe00,fumbles,0,,,,,
player,201912220oti,nor,GinnTe00,fumbles_lost,0,,,,,
player,201912220oti,nor,HardJu01,pass_cmp,0,,,,,
player,201912220oti,nor,HardJu01,pass_att,0,,,,,
player,201912220oti,nor,HardJu01,pass_yds,0,,,,,
player,201912220oti,nor,HardJu01,pass_td,0,,,,,
player,201912220oti,nor,HardJu01,pass_int,0,,,,,
player,201912220oti,nor,HardJu01,pass_sacked,0,,,,,
player,201912220oti,nor,HardJu01,pass_sacked_yds,0,,,,,
player,201912220oti,nor,HardJu01,pass_long,0,,,,,
player,201912220oti,nor,HardJu01,pass_rating,,,,,,
player,201912220oti,nor,HardJu01,rush_att,0,,,,,
player,201912220oti,nor,HardJu01,rush_yds,0,,,,,
player,201912220oti,nor,HardJu01,rush_td,0,,,,,
player,201912220oti,nor,HardJu01,rush_long,0,,,,,
player,201912220oti,nor,HardJu01,targets,1,,,,,
player,201912220oti,nor,HardJu01,rec,0,,,,,
player,201912220oti,nor,HardJu01,rec_yds,0,,,,,
player,201912220oti,nor,HardJu01,rec_td,0,,,,,
player,201912220oti,nor,HardJu01,rec_long,0,,,,,
player,201912220oti,nor,HardJu01,fumbles,0,,,,,
player,201912220oti,nor,HardJu01,fumbles_lost,0,,,,,
player,201912220oti,nor,HarrDe07,pass_cmp,0,,,,,
player,201912220oti,nor,HarrDe07,pass_att,0,,,,,
player,201912220oti,nor,HarrDe07,pass_yds,0,,,,,
player,201912220oti,nor,HarrDe07,pass_td,0,,,,,
player,201912220oti,nor,HarrDe07,pass_int,0,,,,,
player,201912220oti,nor,HarrDe07,pass_sacked,0,,,,,
player,201912220oti,nor,HarrDe07,pass_sacked_yds,0,,,,,
player,201912220oti,nor,HarrDe07,pass_long,0,,,,,
player,201912220oti,nor,HarrDe07,pass_rating,,,,,,
player,201912220oti,nor,HarrDe07,rush_att,0,,,,,
player,201912220oti,nor,HarrDe07,rush_yds,0,,,,,
player,201912220oti,nor,HarrDe07,rush_td,0,,,,,
player,201912220oti,nor,HarrDe07,rush_long,0,,,,,
player,201912220oti,nor,HarrDe07,targets,1,,,,,
player,201912220oti,nor,HarrDe07,rec,1,,,,,
player,201912220oti,nor,HarrDe07,rec_yds,0,,,,,
player,201912220oti,nor,HarrDe07,rec_td,0,,,,,
player,201912220oti,nor,HarrDe07,rec_long,0,,,,,
player,201912220oti,nor,HarrDe07,fumbles,1,,,,,
player,201912220oti,nor,HarrDe07,fumbles_lost,0,,,,,
player,201912220oti,oti,TannRy00,pass_cmp,17,,,,,
player,201912220oti,oti,TannRy00,pass_att,27,,,,,
player,201912220oti,oti,TannRy00,pass_yds,272,,,,,
player,201912220oti,oti,TannRy00,pass_td,3,,,,,
player,201912220oti,oti,TannRy00,pass_int,0,,,,,
player,201912220oti,oti,TannRy00,pass_sacked,5,,,,,
player,201912220oti,oti,TannRy00,pass_sacked_yds,24,,,,,
player,201912220oti,oti,TannRy00,pass_long,41,,,,,
player,201912220oti,oti,TannRy00,pass_rating,133.6,,,,,
player,201912220oti,oti,TannRy00,rush_att,1,,,,,
player,201912220oti,oti,TannRy00,rush_yds,8,,,,,
player,201912220oti,oti,TannRy00,rush_td,0,,,,,
player,201912220oti,oti,TannRy00,rush_long,8,,,,,
player,201912220oti,oti,TannRy00,targets,0,,,,,
player,201912220oti,oti,TannRy00,rec,0,,,,,
player,201912220oti,oti,TannRy00,rec_yds,0,,,,,
player,201912220oti,oti,TannRy00,rec_td,0,,,,,
player,201912220oti,oti,TannRy00,rec_long,0,,,,,
player,201912220oti,oti,TannRy00,fumbles,0,,,,,
player,201912220oti,oti,TannRy00,fumbles_lost,0,,,,,
player,201912220oti,oti,LewiDi00,pass_cmp,0,,,,,
player,201912220oti,oti,LewiDi00,pass_att,0,,,,,
player,201912220oti,oti,LewiDi00,pass_yds,0,,,,,
player,201912220oti,oti,LewiDi00,pass_td,0,,,,,
player,201912220oti,oti,LewiDi00,pass_int,0,,,,,
player,201912220oti,oti,LewiDi00,pass_sacked,0,,,,,
player,201912220oti,oti,LewiDi00,pass_sacked_yds,0,,,,,
player,201912220oti,oti,LewiDi00,pass_long,0,,,,,
player,201912220oti,oti,LewiDi00,pass_rating,,,,,,
player,201912220oti,oti,LewiDi00,rush_att,15,,,,,
player,201912220oti,oti,LewiDi00,rush_yds,68,,,,,
player,201912220oti,oti,LewiDi00,rush_td,0,,,,,
player,201912220oti,oti,LewiDi00,rush_long,17,,,,,
player,201912220oti,oti,LewiDi00,targets,2,,,,,
player,201912220oti,oti,LewiDi00,rec,1,,,,,
player,201912220oti,oti,LewiDi00,rec_yds,19,,,,,
player,201912220oti,oti,LewiDi00,rec_td,0,,,,,
player,201912220oti,oti,LewiDi00,rec_long,19,,,,,
player,201912220oti,oti,LewiDi00,fumbles,0,,,,,
player,201912220oti,oti,LewiDi00,fumbles_lost,0,,,,,
player,201912220oti,oti,BrowAJ00,pass_cmp,0,,,,,
player,201912220oti,oti,BrowAJ00,pass_att,0,,,,,
player,201912220oti,oti,BrowAJ00,pass_yds,0,,,,,
player,201912220oti,oti,BrowAJ00,pass_td,0,,,,,
player,201912220oti,oti,BrowAJ00,pass_int,0,,,,,
player,201912220oti,oti,BrowAJ00,pass_sacked,0,,,,,
player,201912220oti,oti,BrowAJ00,pass_sacked_yds,0,,,,,
player,201912220oti,oti,BrowAJ00,pass_long,0,,,,,
player,201912220oti,oti,BrowAJ00,pass_rating,,,,,,
player,201912220oti,oti,BrowAJ00,rush_att,1,,,,,
player,201912220oti,oti,BrowAJ00,rush_yds,49,,,,,
player,201912220oti,oti,BrowAJ00,rush_td,1,,,,,
player,201912220oti,oti,BrowAJ00,rush_long,49,,,,,
player,201912220oti,oti,BrowAJ00,targets,2,,,,,
player,201912220oti,oti,BrowAJ00,rec,1,,,,,
player,201912220oti,oti,BrowAJ00,rec_yds,34,,,,,
player,201912220oti,oti,BrowAJ00,rec_td,0,,,,,
player,201912220oti,oti,BrowAJ00,rec_long,34,,,,,
player,201912220oti,oti,BrowAJ00,fumbles,0,,,,,
player,201912220oti,oti,BrowAJ00,fumbles_lost,0,,,,,
player,201912220oti,oti,DawkDa01,pass_cmp,0,,,,,
player,201912220oti,oti,DawkDa01,pass_att,0,,,,,
player,201912220oti,oti,DawkDa01,pass_yds,0,,,,,
player,201912220oti,oti,DawkDa01,pass_td,0,,,,,
player,201912220oti,oti,DawkDa01,pass_int,0,,,,,
player,201912220oti,oti,DawkDa01,pass_sacked,0,,,,,
player,201912220oti,oti,DawkDa01,pass_sacked_yds,0,,,,,
player,201912220oti,oti,DawkDa01,pass_long,0,,,,,
player,201912220oti,oti,DawkDa01,pass_rating,,,,,,
player,201912220oti,oti,DawkDa01,rush_att,9,,,,,
player,201912220oti,oti,DawkDa01,rush_yds,24,,,,,
player,201912220oti,oti,DawkDa01,rush_td,0,,,,,
player,201912220oti,oti,DawkDa01,rush_long,14,,,,,
player,201912220oti,oti,DawkDa01,targets,1,,,,,
player,201912220oti,oti,DawkDa01,rec,0,,,,,
player,201912220oti,oti,DawkDa01,rec_yds,0,,,,,
player,201912220oti,oti,DawkDa01,rec_td,0,,,,,
player,201912220oti,oti,DawkDa01,rec_long,0,,,,,
player,201912220oti,oti,DawkDa01,fumbles,0,,,,,
player,201912220oti,oti,DawkDa01,fumbles_lost,0,,,,,
player,201912220oti,oti,SharTa00,pass_cmp,0,,,,,
player,201912220oti,oti,SharTa00,pass_att,0,,,,,
player,201912220oti,oti,SharTa00,pass_yds,0,,,,,
player,201912220oti,oti,SharTa00,pass_td,0,,,,,
player,201912220oti,oti,SharTa00,pass_int,0,,,,,
player,201912220oti,oti,SharTa00,pass_sacked,0,,,,,
player,201912220oti,oti,SharTa00,pass_sacked_yds,0,,,,,
player,201912220oti,oti,SharTa00,pass_long,0,,,,,
player,201912220oti,oti,SharTa00,pass_rating,,,,,,
player,201912220oti,oti,SharTa00,rush_att,0,,,,,
player,201912220oti,oti,SharTa00,rush_yds,0,,,,,
player,201912220oti,oti,SharTa00,rush_td,0,,,,,
player,201912220oti,oti,SharTa00,rush_long,0,,,,,
player,201912220oti,oti,SharTa00,targets,6,,,,,
player,201912220oti,oti,SharTa00,rec,5,,,,,
player,201912220oti,oti,SharTa00,rec_yds,69,,,,,
player,201912220oti,oti,SharTa00,rec_td,2,,,,,
player,201912220oti,oti,SharTa00,rec_long,36,,,,,
player,201912220oti,oti,SharTa00,fumbles,0,,,,,
player,201912220oti,oti,SharTa00,fumbles_lost,0,,,,,
player,201912220oti,oti,SmitJo01,pass_cmp,0,,,,,
player,201912220oti,oti,SmitJo01,pass_att,0,,,,,
player,201912220oti,oti,SmitJo01,pass_yds,0,,,,,
player,201912220oti,oti,SmitJo01,pass_td,0,,,,,
player,201912220oti,oti,SmitJo01,pass_int,0,,,,,
player,201912220oti,oti,SmitJo01,pass_sacked,0,,,,,
player,201912220oti,oti,SmitJo01,pass_sacked_yds,0,,,,,
player,201912220oti,oti,SmitJo01,pass_long,0,,,,,
player,201912220oti,oti,SmitJo01,pass_rating,,,,,,
player,201912220oti,oti,SmitJo01,rush_att,0,,,,,
player,201912220oti,oti,SmitJo01,rush_yds,0,,,,,
player,201912220oti,oti,SmitJo01,rush_td,0,,,,,
player,201912220oti,oti,SmitJo01,rush_long,0,,,,,
player,201912220oti,oti,SmitJo01,targets,4,,,,,
player,201912220oti,oti,SmitJo01,rec,3,,,,,
player,201912220oti,oti,SmitJo01,rec_yds,63,,,,,
player,201912220oti,oti,SmitJo01,rec_td,1,,,,,
player,201912220oti,oti,SmitJo01,rec_long,41,,,,,
player,201912220oti,oti,SmitJo01,fumbles,0,,,,,
player,201912220oti,oti,SmitJo01,fumbles_lost,0,,,,,
player,201912220oti,oti,DaviCo03,pass_cmp,0,,,,,
player,201912220oti,oti,DaviCo03,pass_att,0,,,,,
player,201912220oti,oti,DaviCo03,pass_yds,0,,,,,
player,201912220oti,oti,DaviCo03,pass_td,0,,,,,
player,201912220oti,oti,DaviCo03,pass_int,0,,,,,
player,201912220oti,oti,DaviCo03,pass_sacked,0,,,,,
player,201912220oti,oti,DaviCo03,pass_sacked_yds,0,,,,,
player,201912220oti,oti,DaviCo03,pass_long,0,,,,,
player,201912220oti,oti,DaviCo03,pass_rating,,,,,,
player,201912220oti,oti,DaviCo03,rush_att,0,,,,,
player,201912220oti,oti,DaviCo03,rush_yds,0,,,,,
player,201912220oti,oti,DaviCo03,rush_td,0,,,,,
player,201912220oti,oti,DaviCo03,rush_long,0,,,,,
player,201912220oti,oti,DaviCo03,targets,4,,,,,
player,201912220oti,oti,DaviCo03,rec,3,,,,,
player,201912220oti,oti,DaviCo03,rec_yds,40,,,,,
player,201912220oti,oti,DaviCo03,rec_td,0,,,,,
player,201912220oti,oti,DaviCo03,rec_long,22,,,,,
player,201912220oti,oti,DaviCo03,fumbles,0,,,,,
player,201912220oti,oti,DaviCo03,fumbles_lost,0,,,,,
player,201912220oti,oti,RaymKa00,pass_cmp,0,,,,,
player,201912220oti,oti,RaymKa00,pass_att,0,,,,,
player,201912220oti,oti,RaymKa00,pass_yds,0,,,,,
player,201912220oti,oti,RaymKa00,pass_td,0,,,,,
player,201912220oti,oti,RaymKa00,pass_int,0,,,,,
player,201912220oti,oti,RaymKa00,pass_sacked,0,,,,,
player,201912220oti,oti,RaymKa00,pass_sacked_yds,0,,,,,
player,201912220oti,oti,RaymKa00,pass_long,0,,,,,
player,201912220oti,oti,RaymKa00,pass_rating,,,,,,
player,201912220oti,oti,RaymKa00,rush_att,0,,,,,
player,201912220oti,oti,RaymKa00,rush_yds,0,,,,,
player,201912220oti,oti,RaymKa00,rush_td,0,,,,,
player,201912220oti,oti,RaymKa00,rush_long,0,,,,,
player,201912220oti,oti,RaymKa00,targets,2,,,,,
player,201912220oti,oti,RaymKa00,rec,2,,,,,
player,201912220oti,oti,RaymKa00,rec_yds,32,,,,,
player,201912220oti,oti,RaymKa00,rec_td,0,,,,,
player,201912220oti,oti,RaymKa00,rec_long,23,,,,,
player,201912220oti,oti,RaymKa00,fumbles,1,,,,,
player,201912220oti,oti,RaymKa00,fumbles_lost,1,,,,,
player,201912220oti,oti,PruiMy00,pass_cmp,0,,,,,
player,201912220oti,oti,PruiMy00,pass_att,0,,,,,
player,201912220oti,oti,PruiMy00,pass_yds,0,,,,,
player,201912220oti,oti,PruiMy00,pass_td,0,,,,,
player,201912220oti,oti,PruiMy00,pass_int,0,,,,,
player,201912220oti,oti,PruiMy00,pass_sacked,0,,,,,
player,201912220oti,oti,PruiMy00,pass_sacked_yds,0,,,,,
player,201912220oti,oti,PruiMy00,pass_long,0,,,,,
player,201912220oti,oti,PruiMy00,pass_rating,,,,,,
player,201912220oti,oti,PruiMy00,rush_att,0,,,,,
player,201912220oti,oti,PruiMy00,rush_yds,0,,,,,
player,201912220oti,oti,PruiMy00,rush_td,0,,,,,
player,201912220oti,oti,PruiMy00,rush_long,0,,,,,
player,201912220oti,oti,PruiMy00,targets,2,,,,,
player,201912220oti,oti,PruiMy00,rec,2,,,,,
player,201912220oti,oti,PruiMy00,rec_yds,15,,,,,
player,201912220oti,oti,PruiMy00,rec_td,0,,,,,
player,201912220oti,oti,PruiMy00,rec_long,10,,,,,
player,201912220oti,oti,PruiMy00,fumbles,0,,,,,
player,201912220oti,oti,PruiMy00,fumbles_lost,0,,,,,
player,201912220oti,oti,BlasKh00,pass_cmp,0,,,,,
player,201912220oti,oti,BlasKh00,pass_att,0,,,,,
player,201912220oti,oti,BlasKh00,pass_yds,0,,,,,
player,201912220oti,oti,BlasKh00,pass_td,0,,,,,
player,201912220oti,oti,BlasKh00,pass_int,0,,,,,
player,201912220oti,oti,BlasKh00,pass_sacked,0,,,,,
player,201912220oti,oti,BlasKh00,pass_sacked_yds,0,,,,,
player,201912220oti,oti,BlasKh00,pass_long,0,,,,,
player,201912220oti,oti,BlasKh00,pass_rating,,,,,,
player,201912220oti,oti,BlasKh00,rush_att,0,,,,,
player,201912220oti,oti,BlasKh00,rush_yds,0,,,,,
player,201912220oti,oti,BlasKh00,rush_td,0,,,,,
player,201912220oti,oti,BlasKh00,rush_long,0,,,,,
player,201912220oti,oti,BlasKh00,targets,1,,,,,
player,201912220oti,oti,BlasKh00,rec,0,,,,,
player,201912220oti,oti,BlasKh00,rec_yds,0,,,,,
player,201912220oti,oti,BlasKh00,rec_td,0,,,,,
player,201912220oti,oti,BlasKh00,rec_long,0,,,,,
player,201912220oti,oti,BlasKh00,fumbles,0,,,,,
player,201912220oti,oti,BlasKh00,fumbles_lost,0,,,,,
player,201912220oti,oti,FirkAn00,pass_cmp,0,,,,,
player,201912220oti,oti,FirkAn00,pass_att,0,,,,,
player,201912220oti,oti,FirkAn00,pass_yds,0,,,,,
player,201912220oti,oti,FirkAn00,pass_td,0,,,,,
player,201912220oti,oti,FirkAn00,pass_int,0,,,,,
player,201912220oti,oti,FirkAn00,pass_sacked,0,,,,,
player,201912220oti,oti,FirkAn00,pass_sacked_yds,0,,,,,
player,201912220oti,oti,FirkAn00,pass_long,0,,,,,
player,201912220oti,oti,FirkAn00,pass_rating,,,,,,
player,201912220oti,oti,FirkAn00,rush_att,0,,,,,
player,201912220oti,oti,FirkAn00,rush_yds,0,,,,,
player,201912220oti,oti,FirkAn00,rush_td,0,,,,,
player,201912220oti,oti,FirkAn00,rush_long,0,,,,,
