game,2019,9,20191104,201911040nyg,dal,"Dallas Cowboys",37,nyg,"New York Giants",18
team,201911040nyg,dal,First Downs,24,,,,,,
team,201911040nyg,nyg,First Downs,20,,,,,,
team,201911040nyg,dal,Rush-Yds-TDs,30-172-0,,,,,,
team,201911040nyg,nyg,Rush-Yds-TDs,22-100-0,,,,,,
team,201911040nyg,dal,Cmp-Att-Yd-TD-INT,22-35-257-3-1,,,,,,
team,201911040nyg,nyg,Cmp-Att-Yd-TD-INT,26-41-210-1-1,,,,,,
team,201911040nyg,dal,Sacked-Yards,0-0,,,,,,
team,201911040nyg,nyg,Sacked-Yards,5-39,,,,,,
team,201911040nyg,dal,Net Pass Yards,257,,,,,,
team,201911040nyg,nyg,Net Pass Yards,171,,,,,,
team,201911040nyg,dal,Total Yards,429,,,,,,
team,201911040nyg,nyg,Total Yards,271,,,,,,
team,201911040nyg,dal,Fumbles-Lost,2-1,,,,,,
team,201911040nyg,nyg,Fumbles-Lost,2-2,,,,,,
team,201911040nyg,dal,Turnovers,2,,,,,,
team,201911040nyg,nyg,Turnovers,3,,,,,,
team,201911040nyg,dal,Penalties-Yards,10-104,,,,,,
team,201911040nyg,nyg,Penalties-Yards,8-71,,,,,,
team,201911040nyg,dal,Third Down Conv.,4-11,,,,,,
team,201911040nyg,nyg,Third Down Conv.,5-16,,,,,,
team,201911040nyg,dal,Fourth Down Conv.,0-0,,,,,,
team,201911040nyg,nyg,Fourth Down Conv.,1-1,,,,,,
team,201911040nyg,dal,Time of Possession,28:04,,,,,,
team,201911040nyg,nyg,Time of Possession,31:56,,,,,,
player,201911040nyg,dal,PresDa01,pass_cmp,22,,,,,
player,201911040nyg,dal,PresDa01,pass_att,35,,,,,
player,201911040nyg,dal,PresDa01,pass_yds,257,,,,,
player,201911040nyg,dal,PresDa01,pass_td,3,,,,,
player,201911040nyg,dal,PresDa01,pass_int,1,,,,,
player,201911040nyg,dal,PresDa01,pass_sacked,0,,,,,
player,201911040nyg,dal,PresDa01,pass_sacked_yds,0,,,,,
player,201911040nyg,dal,PresDa01,pass_long,45,,,,,
player,201911040nyg,dal,PresDa01,pass_rating,101.7,,,,,
player,201911040nyg,dal,PresDa01,rush_att,3,,,,,
player,201911040nyg,dal,PresDa01,rush_yds,12,,,,,
player,201911040nyg,dal,PresDa01,rush_td,0,,,,,
player,201911040nyg,dal,PresDa01,rush_long,11,,,,,
player,201911040nyg,dal,PresDa01,targets,0,,,,,
player,201911040nyg,dal,PresDa01,rec,0,,,,,
player,201911040nyg,dal,PresDa01,rec_yds,0,,,,,
player,201911040nyg,dal,PresDa01,rec_td,0,,,,,
player,201911040nyg,dal,PresDa01,rec_long,0,,,,,
player,201911040nyg,dal,PresDa01,fumbles,1,,,,,
player,201911040nyg,dal,PresDa01,fumbles_lost,0,,,,,
player,201911040nyg,dal,ElliEz00,pass_cmp,0,,,,,
player,201911040nyg,dal,ElliEz00,pass_att,0,,,,,
player,201911040nyg,dal,ElliEz00,pass_yds,0,,,,,
player,201911040nyg,dal,ElliEz00,pass_td,0,,,,,
player,201911040nyg,dal,ElliEz00,pass_int,0,,,,,
player,201911040nyg,dal,ElliEz00,pass_sacked,0,,,,,
player,201911040nyg,dal,ElliEz00,pass_sacked_yds,0,,,,,
player,201911040nyg,dal,ElliEz00,pass_long,0,,,,,
player,201911040nyg,dal,ElliEz00,pass_rating,,,,,,
player,201911040nyg,dal,ElliEz00,rush_att,23,,,,,
player,201911040nyg,dal,ElliEz00,rush_yds,139,,,,,
player,201911040nyg,dal,ElliEz00,rush_td,0,,,,,
player,201911040nyg,dal,ElliEz00,rush_long,19,,,,,
player,201911040nyg,dal,ElliEz00,targets,0,,,,,
player,201911040nyg,dal,ElliEz00,rec,0,,,,,
player,201911040nyg,dal,ElliEz00,rec_yds,0,,,,,
player,201911040nyg,dal,ElliEz00,rec_td,0,,,,,
player,201911040nyg,dal,ElliEz00,rec_long,0,,,,,
player,201911040nyg,dal,ElliEz00,fumbles,0,,,,,
player,201911040nyg,dal,ElliEz00,fumbles_lost,0,,,,,
player,201911040nyg,dal,PollTo00,pass_cmp,0,,,,,
player,201911040nyg,dal,PollTo00,pass_att,0,,,,,
player,201911040nyg,dal,PollTo00,pass_yds,0,,,,,
player,201911040nyg,dal,PollTo00,pass_td,0,,,,,
player,201911040nyg,dal,PollTo00,pass_int,0,,,,,
