game,2019,6,20191013,201910130den,oti,"Tennessee Titans",0,den,"Denver Broncos",16
player,201910130den,oti,WoodWe20,def_int_yds,0,,,,,
player,201910130den,oti,WoodWe20,def_int_td,0,,,,,
player,201910130den,oti,WoodWe20,def_int_long,0,,,,,
player,201910130den,oti,WoodWe20,pass_defended,0,,,,,
player,201910130den,oti,WoodWe20,sacks,1.0,,,,,
player,201910130den,oti,WoodWe20,tackles_combined,6,,,,,
player,201910130den,oti,WoodWe20,tackles_solo,5,,,,,
player,201910130den,oti,WoodWe20,tackles_assists,1,,,,,
player,201910130den,oti,WoodWe20,tackles_loss,2,,,,,
player,201910130den,oti,WoodWe20,qb_hits,1,,,,,
player,201910130den,oti,WoodWe20,fumbles_rec,0,,,,,
player,201910130den,oti,WoodWe20,fumbles_rec_yds,0,,,,,
player,201910130den,oti,WoodWe20,fumbles_rec_td,0,,,,,
player,201910130den,oti,WoodWe20,fumbles_forced,0,,,,,
player,201910130den,oti,EvanRa01,def_int,0,,,,,
player,201910130den,oti,EvanRa01,def_int_yds,0,,,,,
player,201910130den,oti,EvanRa01,def_int_td,0,,,,,
player,201910130den,oti,EvanRa01,def_int_long,0,,,,,
player,201910130den,oti,EvanRa01,pass_defended,0,,,,,
player,201910130den,oti,EvanRa01,sacks,0.0,,,,,
player,201910130den,oti,EvanRa01,tackles_combined,10,,,,,
player,201910130den,oti,EvanRa01,tackles_solo,6,,,,,
player,201910130den,oti,EvanRa01,tackles_assists,4,,,,,
player,201910130den,oti,EvanRa01,tackles_loss,0,,,,,
player,201910130den,oti,EvanRa01,qb_hits,0,,,,,
player,201910130den,oti,EvanRa01,fumbles_rec,0,,,,,
player,201910130den,oti,EvanRa01,fumbles_rec_yds,0,,,,,
player,201910130den,oti,EvanRa01,fumbles_rec_td,0,,,,,
player,201910130den,oti,EvanRa01,fumbles_forced,0,,,,,
player,201910130den,oti,LandHa00,def_int,0,,,,,
player,201910130den,oti,LandHa00,def_int_yds,0,,,,,
player,201910130den,oti,LandHa00,def_int_td,0,,,,,
player,201910130den,oti,LandHa00,def_int_long,0,,,,,
player,201910130den,oti,LandHa00,pass_defended,0,,,,,
player,201910130den,oti,LandHa00,sacks,0.0,,,,,
player,201910130den,oti,LandHa00,tackles_combined,7,,,,,
player,201910130den,oti,LandHa00,tackles_solo,6,,,,,
player,201910130den,oti,LandHa00,tackles_assists,1,,,,,
player,201910130den,oti,LandHa00,tackles_loss,1,,,,,
player,201910130den,oti,LandHa00,qb_hits,0,,,,,
player,201910130den,oti,LandHa00,fumbles_rec,0,,,,,
player,201910130den,oti,LandHa00,fumbles_rec_yds,0,,,,,
player,201910130den,oti,LandHa00,fumbles_rec_td,0,,,,,
player,201910130den,oti,LandHa00,fumbles_forced,0,,,,,
player,201910130den,oti,VaccKe00,def_int,0,,,,,
player,201910130den,oti,VaccKe00,def_int_yds,0,,,,,
player,201910130den,oti,VaccKe00,def_int_td,0,,,,,
player,201910130den,oti,VaccKe00,def_int_long,0,,,,,
player,201910130den,oti,VaccKe00,pass_defended,0,,,,,
player,201910130den,oti,VaccKe00,sacks,0.0,,,,,
player,201910130den,oti,VaccKe00,tackles_combined,7,,,,,
player,201910130den,oti,VaccKe00,tackles_solo,4,,,,,
player,201910130den,oti,VaccKe00,tackles_assists,3,,,,,
player,201910130den,oti,VaccKe00,tackles_loss,0,,,,,
player,201910130den,oti,VaccKe00,qb_hits,0,,,,,
player,201910130den,oti,VaccKe00,fumbles_rec,0,,,,,
player,201910130den,oti,VaccKe00,fumbles_rec_yds,0,,,,,
player,201910130den,oti,VaccKe00,fumbles_rec_td,0,,,,,
player,201910130den,oti,VaccKe00,fumbles_forced,0,,,,,
player,201910130den,oti,RyanLo00,def_int,0,,,,,
player,201910130den,oti,RyanLo00,def_int_yds,0,,,,,
player,201910130den,oti,RyanLo00,def_int_td,0,,,,,
player,201910130den,oti,RyanLo00,def_int_long,0,,,,,
player,201910130den,oti,RyanLo00,pass_defended,0,,,,,
player,201910130den,oti,RyanLo00,sacks,0.0,,,,,
player,201910130den,oti,RyanLo00,tackles_combined,5,,,,,
player,201910130den,oti,RyanLo00,tackles_solo,4,,,,,
player,201910130den,oti,RyanLo00,tackles_assists,1,,,,,
player,201910130den,oti,RyanLo00,tackles_loss,0,,,,,
player,201910130den,oti,RyanLo00,qb_hits,0,,,,,
player,201910130den,oti,RyanLo00,fumbles_rec,0,,,,,
player,201910130den,oti,RyanLo00,fumbles_rec_yds,0,,,,,
player,201910130den,oti,RyanLo00,fumbles_rec_td,0,,,,,
player,201910130den,oti,RyanLo00,fumbles_forced,1,,,,,
player,201910130den,oti,CaseJu00,def_int,0,,,,,
player,201910130den,oti,CaseJu00,def_int_yds,0,,,,,
player,201910130den,oti,CaseJu00,def_int_td,0,,,,,
player,201910130den,oti,CaseJu00,def_int_long,0,,,,,
player,201910130den,oti,CaseJu00,pass_defended,0,,,,,
player,201910130den,oti,CaseJu00,sacks,0.0,,,,,
player,201910130den,oti,CaseJu00,tackles_combined,4,,,,,
player,201910130den,oti,CaseJu00,tackles_solo,4,,,,,
player,201910130den,oti,CaseJu00,tackles_assists,0,,,,,
player,201910130den,oti,CaseJu00,tackles_loss,0,,,,,
player,201910130den,oti,CaseJu00,qb_hits,1,,,,,
player,201910130den,oti,CaseJu00,fumbles_rec,0,,,,,
player,201910130den,oti,CaseJu00,fumbles_rec_yds,0,,,,,
player,201910130den,oti,CaseJu00,fumbles_rec_td,0,,,,,
player,201910130den,oti,CaseJu00,fumbles_forced,0,,,,,
player,201910130den,oti,JackAd00,def_int,0,,,,,
player,201910130den,oti,JackAd00,def_int_yds,0,,,,,
player,201910130den,oti,JackAd00,def_int_td,0,,,,,
player,201910130den,oti,JackAd00,def_int_long,0,,,,,
player,201910130den,oti,JackAd00,pass_defended,0,,,,,
player,201910130den,oti,JackAd00,sacks,0.0,,,,,
player,201910130den,oti,JackAd00,tackles_combined,2,,,,,
player,201910130den,oti,JackAd00,tackles_solo,2,,,,,
player,201910130den,oti,JackAd00,tackles_assists,0,,,,,
player,201910130den,oti,JackAd00,tackles_loss,0,,,,,
player,201910130den,oti,JackAd00,qb_hits,0,,,,,
player,201910130den,oti,JackAd00,fumbles_rec,0,,,,,
player,201910130den,oti,JackAd00,fumbles_rec_yds,0,,,,,
player,201910130den,oti,JackAd00,fumbles_rec_td,0,,,,,
player,201910130den,oti,JackAd00,fumbles_forced,0,,,,,
player,201910130den,oti,JohnAu01,def_int,0,,,,,
player,201910130den,oti,JohnAu01,def_int_yds,0,,,,,
player,201910130den,oti,JohnAu01,def_int_td,0,,,,,
player,201910130den,oti,JohnAu01,def_int_long,0,,,,,
player,201910130den,oti,JohnAu01,pass_defended,0,,,,,
player,201910130den,oti,JohnAu01,sacks,0.0,,,,,
player,201910130den,oti,JohnAu01,tackles_combined,2,,,,,
player,201910130den,oti,JohnAu01,tackles_solo,0,,,,,
player,201910130den,oti,JohnAu01,tackles_assists,2,,,,,
player,201910130den,oti,JohnAu01,tackles_loss,0,,,,,
player,201910130den,oti,JohnAu01,qb_hits,0,,,,,
player,201910130den,oti,JohnAu01,fumbles_rec,0,,,,,
player,201910130den,oti,JohnAu01,fumbles_rec_yds,0,,,,,
player,201910130den,oti,JohnAu01,fumbles_rec_td,0,,,,,
player,201910130den,oti,JohnAu01,fumbles_forced,0,,,,,
player,201910130den,oti,BrowJa06,def_int,0,,,,,
player,201910130den,oti,BrowJa06,def_int_yds,0,,,,,
player,201910130den,oti,BrowJa06,def_int_td,0,,,,,
player,201910130den,oti,BrowJa06,def_int_long,0,,,,,
player,201910130den,oti,BrowJa06,pass_defended,0,,,,,
player,201910130den,oti,BrowJa06,sacks,0.0,,,,,
player,201910130den,oti,BrowJa06,tackles_combined,1,,,,,
player,201910130den,oti,BrowJa06,tackles_solo,1,,,,,
player,201910130den,oti,BrowJa06,tackles_assists,0,,,,,
player,201910130den,oti,BrowJa06,tackles_loss,0,,,,,
player,201910130den,oti,BrowJa06,qb_hits,0,,,,,
player,201910130den,oti,BrowJa06,fumbles_rec,0,,,,,
player,201910130den,oti,BrowJa06,fumbles_rec_yds,0,,,,,
player,201910130den,oti,BrowJa06,fumbles_rec_td,0,,,,,
player,201910130den,oti,BrowJa06,fumbles_forced,0,,,,,
player,201910130den,oti,ButlMa01,def_int,0,,,,,
player,201910130den,oti,ButlMa01,def_int_yds,0,,,,,
player,201910130den,oti,ButlMa01,def_int_td,0,,,,,
player,201910130den,oti,ButlMa01,def_int_long,0,,,,,
player,201910130den,oti,ButlMa01,pass_defended,2,,,,,
player,201910130den,oti,ButlMa01,sacks,0.0,,,,,
player,201910130den,oti,ButlMa01,tackles_combined,1,,,,,
player,201910130den,oti,ButlMa01,tackles_solo,0,,,,,
player,201910130den,oti,ButlMa01,tackles_assists,1,,,,,
player,201910130den,oti,ButlMa01,tackles_loss,0,,,,,
player,201910130den,oti,ButlMa01,qb_hits,0,,,,,
player,201910130den,oti,ButlMa01,fumbles_rec,0,,,,,
player,201910130den,oti,ButlMa01,fumbles_rec_yds,0,,,,,
player,201910130den,oti,ButlMa01,fumbles_rec_td,0,,,,,
player,201910130den,oti,ButlMa01,fumbles_forced,0,,,,,
player,201910130den,oti,CorrKa00,def_int,0,,,,,
player,201910130den,oti,CorrKa00,def_int_yds,0,,,,,
player,201910130den,oti,CorrKa00,def_int_td,0,,,,,
player,201910130den,oti,CorrKa00,def_int_long,0,,,,,
player,201910130den,oti,CorrKa00,pass_defended,0,,,,,
player,201910130den,oti,CorrKa00,sacks,0.0,,,,,
player,201910130den,oti,CorrKa00,tackles_combined,1,,,,,
player,201910130den,oti,CorrKa00,tackles_solo,0,,,,,
player,201910130den,oti,CorrKa00,tackles_assists,1,,,,,
player,201910130den,oti,CorrKa00,tackles_loss,0,,,,,
player,201910130den,oti,CorrKa00,qb_hits,0,,,,,
player,201910130den,oti,CorrKa00,fumbles_rec,0,,,,,
player,201910130den,oti,CorrKa00,fumbles_rec_yds,0,,,,,
player,201910130den,oti,CorrKa00,fumbles_rec_td,0,,,,,
player,201910130den,oti,CorrKa00,fumbles_forced,0,,,,,
player,201910130den,oti,JoneDa04,def_int,0,,,,,
player,201910130den,oti,JoneDa04,def_int_yds,0,,,,,
player,201910130den,oti,JoneDa04,def_int_td,0,,,,,
player,201910130den,oti,JoneDa04,def_int_long,0,,,,,
player,201910130den,oti,JoneDa04,pass_defended,0,,,,,
player,201910130den,oti,JoneDa04,sacks,0.0,,,,,
player,201910130den,oti,JoneDa04,tackles_combined,1,,,,,
player,201910130den,oti,JoneDa04,tackles_solo,1,,,,,
player,201910130den,oti,JoneDa04,tackles_assists,0,,,,,
player,201910130den,oti,JoneDa04,tackles_loss,0,,,,,
player,201910130den,oti,JoneDa04,qb_hits,0,,,,,
player,201910130den,oti,JoneDa04,fumbles_rec,0,,,,,
player,201910130den,oti,JoneDa04,fumbles_rec_yds,0,,,,,
player,201910130den,oti,JoneDa04,fumbles_rec_td,0,,,,,
player,201910130den,oti,JoneDa04,fumbles_forced,0,,,,,
player,201910130den,den,HarrCh01,def_int,1,,,,,
player,201910130den,den,HarrCh01,def_int_yds,11,,,,,
player,201910130den,den,HarrCh01,def_int_td,0,,,,,
player,201910130den,den,HarrCh01,def_int_long,11,,,,,
player,201910130den,den,HarrCh01,pass_defended,2,,,,,
player,201910130den,den,HarrCh01,sacks,0.0,,,,,
player,201910130den,den,HarrCh01,tackles_combined,4,,,,,
player,201910130den,den,HarrCh01,tackles_solo,3,,,,,
player,201910130den,den,HarrCh01,tackles_assists,1,,,,,
player,201910130den,den,HarrCh01,tackles_loss,0,,,,,
player,201910130den,den,HarrCh01,qb_hits,0,,,,,
player,201910130den,den,HarrCh01,fumbles_rec,0,,,,,
player,201910130den,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201910130den,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201910130den,den,HarrCh01,fumbles_forced,1,,,,,
player,201910130den,den,SimmJu00,def_int,1,,,,,
player,201910130den,den,SimmJu00,def_int_yds,5,,,,,
player,201910130den,den,SimmJu00,def_int_td,0,,,,,
player,201910130den,den,SimmJu00,def_int_long,5,,,,,
player,201910130den,den,SimmJu00,pass_defended,1,,,,,
player,201910130den,den,SimmJu00,sacks,0.0,,,,,
player,201910130den,den,SimmJu00,tackles_combined,4,,,,,
player,201910130den,den,SimmJu00,tackles_solo,4,,,,,
player,201910130den,den,SimmJu00,tackles_assists,0,,,,,
player,201910130den,den,SimmJu00,tackles_loss,0,,,,,
player,201910130den,den,SimmJu00,qb_hits,0,,,,,
player,201910130den,den,SimmJu00,fumbles_rec,0,,,,,
player,201910130den,den,SimmJu00,fumbles_rec_yds,0,,,,,
player,201910130den,den,SimmJu00,fumbles_rec_td,0,,,,,
player,201910130den,den,SimmJu00,fumbles_forced,0,,,,,
player,201910130den,den,JackKa99,def_int,1,,,,,
player,201910130den,den,JackKa99,def_int_yds,24,,,,,
player,201910130den,den,JackKa99,def_int_td,0,,,,,
player,201910130den,den,JackKa99,def_int_long,24,,,,,
player,201910130den,den,JackKa99,pass_defended,1,,,,,
player,201910130den,den,JackKa99,sacks,0.0,,,,,
player,201910130den,den,JackKa99,tackles_combined,1,,,,,
player,201910130den,den,JackKa99,tackles_solo,1,,,,,
player,201910130den,den,JackKa99,tackles_assists,0,,,,,
player,201910130den,den,JackKa99,tackles_loss,1,,,,,
player,201910130den,den,JackKa99,qb_hits,0,,,,,
player,201910130den,den,JackKa99,fumbles_rec,0,,,,,
player,201910130den,den,JackKa99,fumbles_rec_yds,0,,,,,
player,201910130den,den,JackKa99,fumbles_rec_td,0,,,,,
player,201910130den,den,JackKa99,fumbles_forced,0,,,,,
player,201910130den,den,WalkDe03,def_int,0,,,,,
player,201910130den,den,WalkDe03,def_int_yds,0,,,,,
player,201910130den,den,WalkDe03,def_int_td,0,,,,,
player,201910130den,den,WalkDe03,def_int_long,0,,,,,
player,201910130den,den,WalkDe03,pass_defended,0,,,,,
player,201910130den,den,WalkDe03,sacks,2.0,,,,,
player,201910130den,den,WalkDe03,tackles_combined,4,,,,,
player,201910130den,den,WalkDe03,tackles_solo,3,,,,,
player,201910130den,den,WalkDe03,tackles_assists,1,,,,,
player,201910130den,den,WalkDe03,tackles_loss,2,,,,,
player,201910130den,den,WalkDe03,qb_hits,2,,,,,
player,201910130den,den,WalkDe03,fumbles_rec,0,,,,,
player,201910130den,den,WalkDe03,fumbles_rec_yds,0,,,,,
player,201910130den,den,WalkDe03,fumbles_rec_td,0,,,,,
player,201910130den,den,WalkDe03,fumbles_forced,0,,,,,
player,201910130den,den,WolfDe00,def_int,0,,,,,
player,201910130den,den,WolfDe00,def_int_yds,0,,,,,
player,201910130den,den,WolfDe00,def_int_td,0,,,,,
player,201910130den,den,WolfDe00,def_int_long,0,,,,,
player,201910130den,den,WolfDe00,pass_defended,0,,,,,
player,201910130den,den,WolfDe00,sacks,2.0,,,,,
player,201910130den,den,WolfDe00,tackles_combined,3,,,,,
player,201910130den,den,WolfDe00,tackles_solo,3,,,,,
player,201910130den,den,WolfDe00,tackles_assists,0,,,,,
player,201910130den,den,WolfDe00,tackles_loss,2,,,,,
player,201910130den,den,WolfDe00,qb_hits,2,,,,,
player,201910130den,den,WolfDe00,fumbles_rec,0,,,,,
player,201910130den,den,WolfDe00,fumbles_rec_yds,0,,,,,
player,201910130den,den,WolfDe00,fumbles_rec_td,0,,,,,
player,201910130den,den,WolfDe00,fumbles_forced,0,,,,,
player,201910130den,den,JohnAl01,def_int,0,,,,,
player,201910130den,den,JohnAl01,def_int_yds,0,,,,,
player,201910130den,den,JohnAl01,def_int_td,0,,,,,
player,201910130den,den,JohnAl01,def_int_long,0,,,,,
player,201910130den,den,JohnAl01,pass_defended,0,,,,,
player,201910130den,den,JohnAl01,sacks,1.5,,,,,
player,201910130den,den,JohnAl01,tackles_combined,9,,,,,
player,201910130den,den,JohnAl01,tackles_solo,6,,,,,
player,201910130den,den,JohnAl01,tackles_assists,3,,,,,
player,201910130den,den,JohnAl01,tackles_loss,1,,,,,
player,201910130den,den,JohnAl01,qb_hits,2,,,,,
player,201910130den,den,JohnAl01,fumbles_rec,0,,,,,
player,201910130den,den,JohnAl01,fumbles_rec_yds,0,,,,,
player,201910130den,den,JohnAl01,fumbles_rec_td,0,,,,,
player,201910130den,den,JohnAl01,fumbles_forced,0,,,,,
player,201910130den,den,HarrSh00,def_int,0,,,,,
player,201910130den,den,HarrSh00,def_int_yds,0,,,,,
player,201910130den,den,HarrSh00,def_int_td,0,,,,,
player,201910130den,den,HarrSh00,def_int_long,0,,,,,
player,201910130den,den,HarrSh00,pass_defended,1,,,,,
player,201910130den,den,HarrSh00,sacks,1.0,,,,,
player,201910130den,den,HarrSh00,tackles_combined,3,,,,,
player,201910130den,den,HarrSh00,tackles_solo,2,,,,,
player,201910130den,den,HarrSh00,tackles_assists,1,,,,,
player,201910130den,den,HarrSh00,tackles_loss,1,,,,,
player,201910130den,den,HarrSh00,qb_hits,1,,,,,
player,201910130den,den,HarrSh00,fumbles_rec,0,,,,,
player,201910130den,den,HarrSh00,fumbles_rec_yds,0,,,,,
player,201910130den,den,HarrSh00,fumbles_rec_td,0,,,,,
player,201910130den,den,HarrSh00,fumbles_forced,0,,,,,
player,201910130den,den,MillVo00,def_int,0,,,,,
player,201910130den,den,MillVo00,def_int_yds,0,,,,,
player,201910130den,den,MillVo00,def_int_td,0,,,,,
player,201910130den,den,MillVo00,def_int_long,0,,,,,
player,201910130den,den,MillVo00,pass_defended,0,,,,,
player,201910130den,den,MillVo00,sacks,0.5,,,,,
player,201910130den,den,MillVo00,tackles_combined,2,,,,,
player,201910130den,den,MillVo00,tackles_solo,1,,,,,
player,201910130den,den,MillVo00,tackles_assists,1,,,,,
player,201910130den,den,MillVo00,tackles_loss,0,,,,,
player,201910130den,den,MillVo00,qb_hits,3,,,,,
player,201910130den,den,MillVo00,fumbles_rec,0,,,,,
player,201910130den,den,MillVo00,fumbles_rec_yds,0,,,,,
player,201910130den,den,MillVo00,fumbles_rec_td,0,,,,,
player,201910130den,den,MillVo00,fumbles_forced,0,,,,,
player,201910130den,den,DaviTo01,def_int,0,,,,,
player,201910130den,den,DaviTo01,def_int_yds,0,,,,,
player,201910130den,den,DaviTo01,def_int_td,0,,,,,
player,201910130den,den,DaviTo01,def_int_long,0,,,,,
player,201910130den,den,DaviTo01,pass_defended,0,,,,,
player,201910130den,den,DaviTo01,sacks,0.0,,,,,
player,201910130den,den,DaviTo01,tackles_combined,7,,,,,
player,201910130den,den,DaviTo01,tackles_solo,6,,,,,
player,201910130den,den,DaviTo01,tackles_assists,1,,,,,
player,201910130den,den,DaviTo01,tackles_loss,0,,,,,
player,201910130den,den,DaviTo01,qb_hits,0,,,,,
player,201910130den,den,DaviTo01,fumbles_rec,0,,,,,
player,201910130den,den,DaviTo01,fumbles_rec_yds,0,,,,,
player,201910130den,den,DaviTo01,fumbles_rec_td,0,,,,,
player,201910130den,den,DaviTo01,fumbles_forced,0,,,,,
player,201910130den,den,PurcMi00,def_int,0,,,,,
player,201910130den,den,PurcMi00,def_int_yds,0,,,,,
player,201910130den,den,PurcMi00,def_int_td,0,,,,,
player,201910130den,den,PurcMi00,def_int_long,0,,,,,
player,201910130den,den,PurcMi00,pass_defended,0,,,,,
player,201910130den,den,PurcMi00,sacks,0.0,,,,,
player,201910130den,den,PurcMi00,tackles_combined,5,,,,,
player,201910130den,den,PurcMi00,tackles_solo,5,,,,,
player,201910130den,den,PurcMi00,tackles_assists,0,,,,,
player,201910130den,den,PurcMi00,tackles_loss,2,,,,,
player,201910130den,den,PurcMi00,qb_hits,0,,,,,
player,201910130den,den,PurcMi00,fumbles_rec,0,,,,,
player,201910130den,den,PurcMi00,fumbles_rec_yds,0,,,,,
player,201910130den,den,PurcMi00,fumbles_rec_td,0,,,,,
player,201910130den,den,PurcMi00,fumbles_forced,0,,,,,
player,201910130den,den,ParkWi01,def_int,0,,,,,
player,201910130den,den,ParkWi01,def_int_yds,0,,,,,
player,201910130den,den,ParkWi01,def_int_td,0,,,,,
player,201910130den,den,ParkWi01,def_int_long,0,,,,,
player,201910130den,den,ParkWi01,pass_defended,0,,,,,
player,201910130den,den,ParkWi01,sacks,0.0,,,,,
player,201910130den,den,ParkWi01,tackles_combined,4,,,,,
player,201910130den,den,ParkWi01,tackles_solo,4,,,,,
player,201910130den,den,ParkWi01,tackles_assists,0,,,,,
player,201910130den,den,ParkWi01,tackles_loss,0,,,,,
player,201910130den,den,ParkWi01,qb_hits,0,,,,,
player,201910130den,den,ParkWi01,fumbles_rec,0,,,,,
player,201910130den,den,ParkWi01,fumbles_rec_yds,0,,,,,
player,201910130den,den,ParkWi01,fumbles_rec_td,0,,,,,
player,201910130den,den,ParkWi01,fumbles_forced,0,,,,,
player,201910130den,den,HarrDa05,def_int,0,,,,,
player,201910130den,den,HarrDa05,def_int_yds,0,,,,,
player,201910130den,den,HarrDa05,def_int_td,0,,,,,
player,201910130den,den,HarrDa05,def_int_long,0,,,,,
player,201910130den,den,HarrDa05,pass_defended,0,,,,,
player,201910130den,den,HarrDa05,sacks,0.0,,,,,
player,201910130den,den,HarrDa05,tackles_combined,2,,,,,
player,201910130den,den,HarrDa05,tackles_solo,2,,,,,
player,201910130den,den,HarrDa05,tackles_assists,0,,,,,
player,201910130den,den,HarrDa05,tackles_loss,0,,,,,
player,201910130den,den,HarrDa05,qb_hits,0,,,,,
player,201910130den,den,HarrDa05,fumbles_rec,0,,,,,
player,201910130den,den,HarrDa05,fumbles_rec_yds,0,,,,,
player,201910130den,den,HarrDa05,fumbles_rec_td,0,,,,,
player,201910130den,den,HarrDa05,fumbles_forced,0,,,,,
player,201910130den,den,ReedMa01,def_int,0,,,,,
player,201910130den,den,ReedMa01,def_int_yds,0,,,,,
player,201910130den,den,ReedMa01,def_int_td,0,,,,,
player,201910130den,den,ReedMa01,def_int_long,0,,,,,
player,201910130den,den,ReedMa01,pass_defended,0,,,,,
player,201910130den,den,ReedMa01,sacks,0.0,,,,,
player,201910130den,den,ReedMa01,tackles_combined,2,,,,,
player,201910130den,den,ReedMa01,tackles_solo,1,,,,,
player,201910130den,den,ReedMa01,tackles_assists,1,,,,,
player,201910130den,den,ReedMa01,tackles_loss,0,,,,,
player,201910130den,den,ReedMa01,qb_hits,0,,,,,
player,201910130den,den,ReedMa01,fumbles_rec,0,,,,,
player,201910130den,den,ReedMa01,fumbles_rec_yds,0,,,,,
player,201910130den,den,ReedMa01,fumbles_rec_td,0,,,,,
player,201910130den,den,ReedMa01,fumbles_forced,0,,,,,
player,201910130den,den,FlacJo00,def_int,0,,,,,
player,201910130den,den,FlacJo00,def_int_yds,0,,,,,
player,201910130den,den,FlacJo00,def_int_td,0,,,,,
player,201910130den,den,FlacJo00,def_int_long,0,,,,,
player,201910130den,den,FlacJo00,pass_defended,0,,,,,
player,201910130den,den,FlacJo00,sacks,0.0,,,,,
player,201910130den,den,FlacJo00,tackles_combined,0,,,,,
player,201910130den,den,FlacJo00,tackles_solo,0,,,,,
player,201910130den,den,FlacJo00,tackles_assists,0,,,,,
player,201910130den,den,FlacJo00,tackles_loss,0,,,,,
player,201910130den,den,FlacJo00,qb_hits,0,,,,,
player,201910130den,den,FlacJo00,fumbles_rec,1,,,,,
player,201910130den,den,FlacJo00,fumbles_rec_yds,0,,,,,
player,201910130den,den,FlacJo00,fumbles_rec_td,0,,,,,
player,201910130den,den,FlacJo00,fumbles_forced,0,,,,,
player,201910130den,oti,HumpAd00,kick_ret,0,,,,,
player,201910130den,oti,HumpAd00,kick_ret_yds,0,,,,,
player,201910130den,oti,HumpAd00,kick_ret_yds_per_ret,,,,,,
player,201910130den,oti,HumpAd00,kick_ret_td,0,,,,,
player,201910130den,oti,HumpAd00,kick_ret_long,0,,,,,
player,201910130den,oti,HumpAd00,punt_ret,3,,,,,
player,201910130den,oti,HumpAd00,punt_ret_yds,19,,,,,
player,201910130den,oti,HumpAd00,punt_ret_yds_per_ret,6.3,,,,,
player,201910130den,oti,HumpAd00,punt_ret_td,0,,,,,
player,201910130den,oti,HumpAd00,punt_ret_long,11,,,,,
player,201910130den,oti,SmitJo01,kick_ret,1,,,,,
player,201910130den,oti,SmitJo01,kick_ret_yds,16,,,,,
player,201910130den,oti,SmitJo01,kick_ret_yds_per_ret,16.0,,,,,
player,201910130den,oti,SmitJo01,kick_ret_td,0,,,,,
player,201910130den,oti,SmitJo01,kick_ret_long,16,,,,,
player,201910130den,oti,SmitJo01,punt_ret,0,,,,,
player,201910130den,oti,SmitJo01,punt_ret_yds,0,,,,,
player,201910130den,oti,SmitJo01,punt_ret_yds_per_ret,,,,,,
player,201910130den,oti,SmitJo01,punt_ret_td,0,,,,,
player,201910130den,oti,SmitJo01,punt_ret_long,0,,,,,
player,201910130den,den,SpenDi00,kick_ret,0,,,,,
player,201910130den,den,SpenDi00,kick_ret_yds,0,,,,,
player,201910130den,den,SpenDi00,kick_ret_yds_per_ret,,,,,,
player,201910130den,den,SpenDi00,kick_ret_td,0,,,,,
player,201910130den,den,SpenDi00,kick_ret_long,0,,,,,
player,201910130den,den,SpenDi00,punt_ret,3,,,,,
player,201910130den,den,SpenDi00,punt_ret_yds,48,,,,,
player,201910130den,den,SpenDi00,punt_ret_yds_per_ret,16.0,,,,,
player,201910130den,den,SpenDi00,punt_ret_td,0,,,,,
player,201910130den,den,SpenDi00,punt_ret_long,42,,,,,
player,201910130den,oti,KernBr20,xpm,,,,,,
player,201910130den,oti,KernBr20,xpa,,,,,,
player,201910130den,oti,KernBr20,fgm,,,,,,
player,201910130den,oti,KernBr20,fga,,,,,,
player,201910130den,oti,KernBr20,punt,9,,,,,
player,201910130den,oti,KernBr20,punt_yds,424,,,,,
player,201910130den,oti,KernBr20,punt_yds_per_punt,47.1,,,,,
player,201910130den,oti,KernBr20,punt_long,61,,,,,
player,201910130den,den,McMaBr01,xpm,1,,,,,
player,201910130den,den,McMaBr01,xpa,1,,,,,
player,201910130den,den,McMaBr01,fgm,3,,,,,
player,201910130den,den,McMaBr01,fga,3,,,,,
player,201910130den,den,McMaBr01,punt,0,,,,,
player,201910130den,den,McMaBr01,punt_yds,0,,,,,
player,201910130den,den,McMaBr01,punt_yds_per_punt,,,,,,
player,201910130den,den,McMaBr01,punt_long,0,,,,,
player,201910130den,den,WadmCo00,xpm,,,,,,
player,201910130den,den,WadmCo00,xpa,,,,,,
player,201910130den,den,WadmCo00,fgm,,,,,,
player,201910130den,den,WadmCo00,fga,,,,,,
player,201910130den,den,WadmCo00,punt,8,,,,,
player,201910130den,den,WadmCo00,punt_yds,401,,,,,
player,201910130den,den,WadmCo00,punt_yds_per_punt,50.1,,,,,
player,201910130den,den,WadmCo00,punt_long,56,,,,,
player,201910130den,den,WilkEl00,pos,T,,,,,
player,201910130den,den,WilkEl00,offense,62,,,,,
player,201910130den,den,WilkEl00,off_pct,100%,,,,,
player,201910130den,den,WilkEl00,defense,0,,,,,
player,201910130den,den,WilkEl00,def_pct,0%,,,,,
player,201910130den,den,WilkEl00,special_teams,4,,,,,
player,201910130den,den,WilkEl00,st_pct,15%,,,,,
player,201910130den,den,BollGa00,pos,T,,,,,
player,201910130den,den,BollGa00,offense,62,,,,,
player,201910130den,den,BollGa00,off_pct,100%,,,,,
player,201910130den,den,BollGa00,defense,0,,,,,
player,201910130den,den,BollGa00,def_pct,0%,,,,,
player,201910130den,den,BollGa00,special_teams,4,,,,,
player,201910130den,den,BollGa00,st_pct,15%,,,,,
player,201910130den,den,RisnDa00,pos,G,,,,,
player,201910130den,den,RisnDa00,offense,62,,,,,
player,201910130den,den,RisnDa00,off_pct,100%,,,,,
player,201910130den,den,RisnDa00,defense,0,,,,,
