game,2019,9,20191103,201911030kan,min,"Minnesota Vikings",23,kan,"Kansas City Chiefs",26
team,201911030kan,min,First Downs,17,,,,,,
team,201911030kan,kan,First Downs,17,,,,,,
team,201911030kan,min,Rush-Yds-TDs,27-96-0,,,,,,
team,201911030kan,kan,Rush-Yds-TDs,18-147-1,,,,,,
team,201911030kan,min,Cmp-Att-Yd-TD-INT,19-38-220-3-0,,,,,,
team,201911030kan,kan,Cmp-Att-Yd-TD-INT,25-35-275-1-0,,,,,,
team,201911030kan,min,Sacked-Yards,1-8,,,,,,
team,201911030kan,kan,Sacked-Yards,5-45,,,,,,
team,201911030kan,min,Net Pass Yards,212,,,,,,
team,201911030kan,kan,Net Pass Yards,230,,,,,,
team,201911030kan,min,Total Yards,308,,,,,,
team,201911030kan,kan,Total Yards,377,,,,,,
team,201911030kan,min,Fumbles-Lost,1-0,,,,,,
team,201911030kan,kan,Fumbles-Lost,3-1,,,,,,
team,201911030kan,min,Turnovers,0,,,,,,
team,201911030kan,kan,Turnovers,1,,,,,,
team,201911030kan,min,Penalties-Yards,3-25,,,,,,
team,201911030kan,kan,Penalties-Yards,4-25,,,,,,
team,201911030kan,min,Third Down Conv.,5-15,,,,,,
team,201911030kan,kan,Third Down Conv.,4-13,,,,,,
team,201911030kan,min,Fourth Down Conv.,1-1,,,,,,
team,201911030kan,kan,Fourth Down Conv.,1-1,,,,,,
team,201911030kan,min,Time of Possession,28:12,,,,,,
team,201911030kan,kan,Time of Possession,31:48,,,,,,
player,201911030kan,min,CousKi00,pass_cmp,19,,,,,
player,201911030kan,min,CousKi00,pass_att,38,,,,,
player,201911030kan,min,CousKi00,pass_yds,220,,,,,
player,201911030kan,min,CousKi00,pass_td,3,,,,,
player,201911030kan,min,CousKi00,pass_int,0,,,,,
player,201911030kan,min,CousKi00,pass_sacked,1,,,,,
player,201911030kan,min,CousKi00,pass_sacked_yds,8,,,,,
player,201911030kan,min,CousKi00,pass_long,32,,,,,
player,201911030kan,min,CousKi00,pass_rating,94.2,,,,,
player,201911030kan,min,CousKi00,rush_att,1,,,,,
player,201911030kan,min,CousKi00,rush_yds,5,,,,,
player,201911030kan,min,CousKi00,rush_td,0,,,,,
player,201911030kan,min,CousKi00,rush_long,5,,,,,
player,201911030kan,min,CousKi00,targets,0,,,,,
player,201911030kan,min,CousKi00,rec,0,,,,,
player,201911030kan,min,CousKi00,rec_yds,0,,,,,
player,201911030kan,min,CousKi00,rec_td,0,,,,,
player,201911030kan,min,CousKi00,rec_long,0,,,,,
player,201911030kan,min,CousKi00,fumbles,0,,,,,
player,201911030kan,min,CousKi00,fumbles_lost,0,,,,,
player,201911030kan,min,CookDa01,pass_cmp,0,,,,,
player,201911030kan,min,CookDa01,pass_att,0,,,,,
player,201911030kan,min,CookDa01,pass_yds,0,,,,,
player,201911030kan,min,CookDa01,pass_td,0,,,,,
player,201911030kan,min,CookDa01,pass_int,0,,,,,
player,201911030kan,min,CookDa01,pass_sacked,0,,,,,
player,201911030kan,min,CookDa01,pass_sacked_yds,0,,,,,
player,201911030kan,min,CookDa01,pass_long,0,,,,,
player,201911030kan,min,CookDa01,pass_rating,,,,,,
player,201911030kan,min,CookDa01,rush_att,21,,,,,
player,201911030kan,min,CookDa01,rush_yds,71,,,,,
player,201911030kan,min,CookDa01,rush_td,0,,,,,
player,201911030kan,min,CookDa01,rush_long,12,,,,,
player,201911030kan,min,CookDa01,targets,7,,,,,
player,201911030kan,min,CookDa01,rec,4,,,,,
player,201911030kan,min,CookDa01,rec_yds,45,,,,,
player,201911030kan,min,CookDa01,rec_td,0,,,,,
player,201911030kan,min,CookDa01,rec_long,22,,,,,
player,201911030kan,min,CookDa01,fumbles,0,,,,,
player,201911030kan,min,CookDa01,fumbles_lost,0,,,,,
player,201911030kan,min,DiggSt00,pass_cmp,0,,,,,
player,201911030kan,min,DiggSt00,pass_att,0,,,,,
player,201911030kan,min,DiggSt00,pass_yds,0,,,,,
player,201911030kan,min,DiggSt00,pass_td,0,,,,,
player,201911030kan,min,DiggSt00,pass_int,0,,,,,
player,201911030kan,min,DiggSt00,pass_sacked,0,,,,,
player,201911030kan,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201911030kan,min,DiggSt00,pass_long,0,,,,,
player,201911030kan,min,DiggSt00,pass_rating,,,,,,
player,201911030kan,min,DiggSt00,rush_att,1,,,,,
player,201911030kan,min,DiggSt00,rush_yds,12,,,,,
player,201911030kan,min,DiggSt00,rush_td,0,,,,,
player,201911030kan,min,DiggSt00,rush_long,12,,,,,
player,201911030kan,min,DiggSt00,targets,4,,,,,
player,201911030kan,min,DiggSt00,rec,1,,,,,
player,201911030kan,min,DiggSt00,rec_yds,4,,,,,
player,201911030kan,min,DiggSt00,rec_td,0,,,,,
player,201911030kan,min,DiggSt00,rec_long,4,,,,,
player,201911030kan,min,DiggSt00,fumbles,0,,,,,
player,201911030kan,min,DiggSt00,fumbles_lost,0,,,,,
player,201911030kan,min,MattAl01,pass_cmp,0,,,,,
player,201911030kan,min,MattAl01,pass_att,0,,,,,
player,201911030kan,min,MattAl01,pass_yds,0,,,,,
player,201911030kan,min,MattAl01,pass_td,0,,,,,
player,201911030kan,min,MattAl01,pass_int,0,,,,,
player,201911030kan,min,MattAl01,pass_sacked,0,,,,,
player,201911030kan,min,MattAl01,pass_sacked_yds,0,,,,,
player,201911030kan,min,MattAl01,pass_long,0,,,,,
player,201911030kan,min,MattAl01,pass_rating,,,,,,
player,201911030kan,min,MattAl01,rush_att,3,,,,,
player,201911030kan,min,MattAl01,rush_yds,6,,,,,
player,201911030kan,min,MattAl01,rush_td,0,,,,,
player,201911030kan,min,MattAl01,rush_long,3,,,,,
player,201911030kan,min,MattAl01,targets,1,,,,,
player,201911030kan,min,MattAl01,rec,0,,,,,
player,201911030kan,min,MattAl01,rec_yds,0,,,,,
player,201911030kan,min,MattAl01,rec_td,0,,,,,
player,201911030kan,min,MattAl01,rec_long,0,,,,,
player,201911030kan,min,MattAl01,fumbles,0,,,,,
player,201911030kan,min,MattAl01,fumbles_lost,0,,,,,
player,201911030kan,min,AbduAm00,pass_cmp,0,,,,,
player,201911030kan,min,AbduAm00,pass_att,0,,,,,
player,201911030kan,min,AbduAm00,pass_yds,0,,,,,
player,201911030kan,min,AbduAm00,pass_td,0,,,,,
player,201911030kan,min,AbduAm00,pass_int,0,,,,,
player,201911030kan,min,AbduAm00,pass_sacked,0,,,,,
player,201911030kan,min,AbduAm00,pass_sacked_yds,0,,,,,
player,201911030kan,min,AbduAm00,pass_long,0,,,,,
player,201911030kan,min,AbduAm00,pass_rating,,,,,,
player,201911030kan,min,AbduAm00,rush_att,1,,,,,
player,201911030kan,min,AbduAm00,rush_yds,2,,,,,
player,201911030kan,min,AbduAm00,rush_td,0,,,,,
player,201911030kan,min,AbduAm00,rush_long,2,,,,,
player,201911030kan,min,AbduAm00,targets,1,,,,,
player,201911030kan,min,AbduAm00,rec,1,,,,,
player,201911030kan,min,AbduAm00,rec_yds,16,,,,,
player,201911030kan,min,AbduAm00,rec_td,1,,,,,
player,201911030kan,min,AbduAm00,rec_long,16,,,,,
player,201911030kan,min,AbduAm00,fumbles,0,,,,,
player,201911030kan,min,AbduAm00,fumbles_lost,0,,,,,
player,201911030kan,min,TreaLa00,pass_cmp,0,,,,,
player,201911030kan,min,TreaLa00,pass_att,0,,,,,
player,201911030kan,min,TreaLa00,pass_yds,0,,,,,
player,201911030kan,min,TreaLa00,pass_td,0,,,,,
player,201911030kan,min,TreaLa00,pass_int,0,,,,,
player,201911030kan,min,TreaLa00,pass_sacked,0,,,,,
player,201911030kan,min,TreaLa00,pass_sacked_yds,0,,,,,
player,201911030kan,min,TreaLa00,pass_long,0,,,,,
player,201911030kan,min,TreaLa00,pass_rating,,,,,,
player,201911030kan,min,TreaLa00,rush_att,0,,,,,
player,201911030kan,min,TreaLa00,rush_yds,0,,,,,
player,201911030kan,min,TreaLa00,rush_td,0,,,,,
player,201911030kan,min,TreaLa00,rush_long,0,,,,,
player,201911030kan,min,TreaLa00,targets,5,,,,,
player,201911030kan,min,TreaLa00,rec,3,,,,,
player,201911030kan,min,TreaLa00,rec_yds,58,,,,,
player,201911030kan,min,TreaLa00,rec_td,0,,,,,
player,201911030kan,min,TreaLa00,rec_long,26,,,,,
player,201911030kan,min,TreaLa00,fumbles,0,,,,,
player,201911030kan,min,TreaLa00,fumbles_lost,0,,,,,
player,201911030kan,min,HamxC.00,pass_cmp,0,,,,,
player,201911030kan,min,HamxC.00,pass_att,0,,,,,
player,201911030kan,min,HamxC.00,pass_yds,0,,,,,
player,201911030kan,min,HamxC.00,pass_td,0,,,,,
player,201911030kan,min,HamxC.00,pass_int,0,,,,,
player,201911030kan,min,HamxC.00,pass_sacked,0,,,,,
player,201911030kan,min,HamxC.00,pass_sacked_yds,0,,,,,
player,201911030kan,min,HamxC.00,pass_long,0,,,,,
player,201911030kan,min,HamxC.00,pass_rating,,,,,,
player,201911030kan,min,HamxC.00,rush_att,0,,,,,
player,201911030kan,min,HamxC.00,rush_yds,0,,,,,
player,201911030kan,min,HamxC.00,rush_td,0,,,,,
player,201911030kan,min,HamxC.00,rush_long,0,,,,,
player,201911030kan,min,HamxC.00,targets,4,,,,,
player,201911030kan,min,HamxC.00,rec,2,,,,,
player,201911030kan,min,HamxC.00,rec_yds,37,,,,,
player,201911030kan,min,HamxC.00,rec_td,0,,,,,
player,201911030kan,min,HamxC.00,rec_long,32,,,,,
player,201911030kan,min,HamxC.00,fumbles,0,,,,,
player,201911030kan,min,HamxC.00,fumbles_lost,0,,,,,
player,201911030kan,min,SmitIr01,pass_cmp,0,,,,,
player,201911030kan,min,SmitIr01,pass_att,0,,,,,
player,201911030kan,min,SmitIr01,pass_yds,0,,,,,
player,201911030kan,min,SmitIr01,pass_td,0,,,,,
player,201911030kan,min,SmitIr01,pass_int,0,,,,,
player,201911030kan,min,SmitIr01,pass_sacked,0,,,,,
player,201911030kan,min,SmitIr01,pass_sacked_yds,0,,,,,
player,201911030kan,min,SmitIr01,pass_long,0,,,,,
player,201911030kan,min,SmitIr01,pass_rating,,,,,,
player,201911030kan,min,SmitIr01,rush_att,0,,,,,
player,201911030kan,min,SmitIr01,rush_yds,0,,,,,
player,201911030kan,min,SmitIr01,rush_td,0,,,,,
player,201911030kan,min,SmitIr01,rush_long,0,,,,,
player,201911030kan,min,SmitIr01,targets,6,,,,,
player,201911030kan,min,SmitIr01,rec,4,,,,,
player,201911030kan,min,SmitIr01,rec_yds,33,,,,,
player,201911030kan,min,SmitIr01,rec_td,0,,,,,
player,201911030kan,min,SmitIr01,rec_long,21,,,,,
player,201911030kan,min,SmitIr01,fumbles,0,,,,,
player,201911030kan,min,SmitIr01,fumbles_lost,0,,,,,
player,201911030kan,min,RudoKy00,pass_cmp,0,,,,,
player,201911030kan,min,RudoKy00,pass_att,0,,,,,
player,201911030kan,min,RudoKy00,pass_yds,0,,,,,
player,201911030kan,min,RudoKy00,pass_td,0,,,,,
player,201911030kan,min,RudoKy00,pass_int,0,,,,,
player,201911030kan,min,RudoKy00,pass_sacked,0,,,,,
player,201911030kan,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201911030kan,min,RudoKy00,pass_long,0,,,,,
player,201911030kan,min,RudoKy00,pass_rating,,,,,,
player,201911030kan,min,RudoKy00,rush_att,0,,,,,
player,201911030kan,min,RudoKy00,rush_yds,0,,,,,
player,201911030kan,min,RudoKy00,rush_td,0,,,,,
player,201911030kan,min,RudoKy00,rush_long,0,,,,,
player,201911030kan,min,RudoKy00,targets,5,,,,,
player,201911030kan,min,RudoKy00,rec,3,,,,,
player,201911030kan,min,RudoKy00,rec_yds,23,,,,,
player,201911030kan,min,RudoKy00,rec_td,1,,,,,
player,201911030kan,min,RudoKy00,rec_long,15,,,,,
player,201911030kan,min,RudoKy00,fumbles,0,,,,,
player,201911030kan,min,RudoKy00,fumbles_lost,0,,,,,
player,201911030kan,min,JohnOl00,pass_cmp,0,,,,,
player,201911030kan,min,JohnOl00,pass_att,0,,,,,
player,201911030kan,min,JohnOl00,pass_yds,0,,,,,
player,201911030kan,min,JohnOl00,pass_td,0,,,,,
player,201911030kan,min,JohnOl00,pass_int,0,,,,,
player,201911030kan,min,JohnOl00,pass_sacked,0,,,,,
player,201911030kan,min,JohnOl00,pass_sacked_yds,0,,,,,
player,201911030kan,min,JohnOl00,pass_long,0,,,,,
player,201911030kan,min,JohnOl00,pass_rating,,,,,,
player,201911030kan,min,JohnOl00,rush_att,0,,,,,
player,201911030kan,min,JohnOl00,rush_yds,0,,,,,
player,201911030kan,min,JohnOl00,rush_td,0,,,,,
player,201911030kan,min,JohnOl00,rush_long,0,,,,,
player,201911030kan,min,JohnOl00,targets,2,,,,,
player,201911030kan,min,JohnOl00,rec,1,,,,,
player,201911030kan,min,JohnOl00,rec_yds,4,,,,,
player,201911030kan,min,JohnOl00,rec_td,1,,,,,
player,201911030kan,min,JohnOl00,rec_long,4,,,,,
player,201911030kan,min,JohnOl00,fumbles,0,,,,,
player,201911030kan,min,JohnOl00,fumbles_lost,0,,,,,
player,201911030kan,min,ThieAd00,pass_cmp,0,,,,,
player,201911030kan,min,ThieAd00,pass_att,0,,,,,
player,201911030kan,min,ThieAd00,pass_yds,0,,,,,
player,201911030kan,min,ThieAd00,pass_td,0,,,,,
player,201911030kan,min,ThieAd00,pass_int,0,,,,,
player,201911030kan,min,ThieAd00,pass_sacked,0,,,,,
player,201911030kan,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201911030kan,min,ThieAd00,pass_long,0,,,,,
player,201911030kan,min,ThieAd00,pass_rating,,,,,,
player,201911030kan,min,ThieAd00,rush_att,0,,,,,
player,201911030kan,min,ThieAd00,rush_yds,0,,,,,
player,201911030kan,min,ThieAd00,rush_td,0,,,,,
player,201911030kan,min,ThieAd00,rush_long,0,,,,,
player,201911030kan,min,ThieAd00,targets,1,,,,,
player,201911030kan,min,ThieAd00,rec,0,,,,,
player,201911030kan,min,ThieAd00,rec_yds,0,,,,,
player,201911030kan,min,ThieAd00,rec_td,0,,,,,
player,201911030kan,min,ThieAd00,rec_long,0,,,,,
player,201911030kan,min,ThieAd00,fumbles,0,,,,,
player,201911030kan,min,ThieAd00,fumbles_lost,0,,,,,
player,201911030kan,kan,MoorMa01,pass_cmp,25,,,,,
player,201911030kan,kan,MoorMa01,pass_att,35,,,,,
player,201911030kan,kan,MoorMa01,pass_yds,275,,,,,
player,201911030kan,kan,MoorMa01,pass_td,1,,,,,
player,201911030kan,kan,MoorMa01,pass_int,0,,,,,
player,201911030kan,kan,MoorMa01,pass_sacked,5,,,,,
player,201911030kan,kan,MoorMa01,pass_sacked_yds,45,,,,,
player,201911030kan,kan,MoorMa01,pass_long,41,,,,,
player,201911030kan,kan,MoorMa01,pass_rating,103.9,,,,,
player,201911030kan,kan,MoorMa01,rush_att,0,,,,,
player,201911030kan,kan,MoorMa01,rush_yds,0,,,,,
player,201911030kan,kan,MoorMa01,rush_td,0,,,,,
player,201911030kan,kan,MoorMa01,rush_long,0,,,,,
player,201911030kan,kan,MoorMa01,targets,0,,,,,
player,201911030kan,kan,MoorMa01,rec,0,,,,,
player,201911030kan,kan,MoorMa01,rec_yds,0,,,,,
player,201911030kan,kan,MoorMa01,rec_td,0,,,,,
player,201911030kan,kan,MoorMa01,rec_long,0,,,,,
player,201911030kan,kan,MoorMa01,fumbles,2,,,,,
player,201911030kan,kan,MoorMa01,fumbles_lost,0,,,,,
player,201911030kan,kan,WillDa05,pass_cmp,0,,,,,
player,201911030kan,kan,WillDa05,pass_att,0,,,,,
player,201911030kan,kan,WillDa05,pass_yds,0,,,,,
player,201911030kan,kan,WillDa05,pass_td,0,,,,,
player,201911030kan,kan,WillDa05,pass_int,0,,,,,
