game,2019,9,20191103,201911030kan,min,"Minnesota Vikings",23,kan,"Kansas City Chiefs",26
player,201911030kan,kan,WillDa05,pass_sacked,0,,,,,
player,201911030kan,kan,WillDa05,pass_sacked_yds,0,,,,,
player,201911030kan,kan,WillDa05,pass_long,0,,,,,
player,201911030kan,kan,WillDa05,pass_rating,,,,,,
player,201911030kan,kan,WillDa05,rush_att,12,,,,,
player,201911030kan,kan,WillDa05,rush_yds,125,,,,,
player,201911030kan,kan,WillDa05,rush_td,1,,,,,
player,201911030kan,kan,WillDa05,rush_long,91,,,,,
player,201911030kan,kan,WillDa05,targets,2,,,,,
player,201911030kan,kan,WillDa05,rec,2,,,,,
player,201911030kan,kan,WillDa05,rec_yds,3,,,,,
player,201911030kan,kan,WillDa05,rec_td,0,,,,,
player,201911030kan,kan,WillDa05,rec_long,5,,,,,
player,201911030kan,kan,WillDa05,fumbles,0,,,,,
player,201911030kan,kan,WillDa05,fumbles_lost,0,,,,,
player,201911030kan,kan,McCoLe01,pass_cmp,0,,,,,
player,201911030kan,kan,McCoLe01,pass_att,0,,,,,
player,201911030kan,kan,McCoLe01,pass_yds,0,,,,,
player,201911030kan,kan,McCoLe01,pass_td,0,,,,,
player,201911030kan,kan,McCoLe01,pass_int,0,,,,,
player,201911030kan,kan,McCoLe01,pass_sacked,0,,,,,
player,201911030kan,kan,McCoLe01,pass_sacked_yds,0,,,,,
player,201911030kan,kan,McCoLe01,pass_long,0,,,,,
player,201911030kan,kan,McCoLe01,pass_rating,,,,,,
player,201911030kan,kan,McCoLe01,rush_att,3,,,,,
player,201911030kan,kan,McCoLe01,rush_yds,9,,,,,
player,201911030kan,kan,McCoLe01,rush_td,0,,,,,
player,201911030kan,kan,McCoLe01,rush_long,7,,,,,
player,201911030kan,kan,McCoLe01,targets,1,,,,,
player,201911030kan,kan,McCoLe01,rec,1,,,,,
player,201911030kan,kan,McCoLe01,rec_yds,0,,,,,
player,201911030kan,kan,McCoLe01,rec_td,0,,,,,
player,201911030kan,kan,McCoLe01,rec_long,0,,,,,
player,201911030kan,kan,McCoLe01,fumbles,0,,,,,
player,201911030kan,kan,McCoLe01,fumbles_lost,0,,,,,
player,201911030kan,kan,HardMe00,pass_cmp,0,,,,,
player,201911030kan,kan,HardMe00,pass_att,0,,,,,
player,201911030kan,kan,HardMe00,pass_yds,0,,,,,
player,201911030kan,kan,HardMe00,pass_td,0,,,,,
player,201911030kan,kan,HardMe00,pass_int,0,,,,,
player,201911030kan,kan,HardMe00,pass_sacked,0,,,,,
player,201911030kan,kan,HardMe00,pass_sacked_yds,0,,,,,
player,201911030kan,kan,HardMe00,pass_long,0,,,,,
player,201911030kan,kan,HardMe00,pass_rating,,,,,,
player,201911030kan,kan,HardMe00,rush_att,1,,,,,
player,201911030kan,kan,HardMe00,rush_yds,7,,,,,
player,201911030kan,kan,HardMe00,rush_td,0,,,,,
player,201911030kan,kan,HardMe00,rush_long,7,,,,,
player,201911030kan,kan,HardMe00,targets,0,,,,,
player,201911030kan,kan,HardMe00,rec,0,,,,,
player,201911030kan,kan,HardMe00,rec_yds,0,,,,,
player,201911030kan,kan,HardMe00,rec_td,0,,,,,
player,201911030kan,kan,HardMe00,rec_long,0,,,,,
player,201911030kan,kan,HardMe00,fumbles,1,,,,,
player,201911030kan,kan,HardMe00,fumbles_lost,1,,,,,
player,201911030kan,kan,HillTy00,pass_cmp,0,,,,,
player,201911030kan,kan,HillTy00,pass_att,0,,,,,
player,201911030kan,kan,HillTy00,pass_yds,0,,,,,
player,201911030kan,kan,HillTy00,pass_td,0,,,,,
player,201911030kan,kan,HillTy00,pass_int,0,,,,,
player,201911030kan,kan,HillTy00,pass_sacked,0,,,,,
player,201911030kan,kan,HillTy00,pass_sacked_yds,0,,,,,
player,201911030kan,kan,HillTy00,pass_long,0,,,,,
player,201911030kan,kan,HillTy00,pass_rating,,,,,,
player,201911030kan,kan,HillTy00,rush_att,1,,,,,
player,201911030kan,kan,HillTy00,rush_yds,5,,,,,
player,201911030kan,kan,HillTy00,rush_td,0,,,,,
player,201911030kan,kan,HillTy00,rush_long,5,,,,,
player,201911030kan,kan,HillTy00,targets,8,,,,,
player,201911030kan,kan,HillTy00,rec,6,,,,,
player,201911030kan,kan,HillTy00,rec_yds,140,,,,,
player,201911030kan,kan,HillTy00,rec_td,1,,,,,
player,201911030kan,kan,HillTy00,rec_long,41,,,,,
player,201911030kan,kan,HillTy00,fumbles,0,,,,,
player,201911030kan,kan,HillTy00,fumbles_lost,0,,,,,
player,201911030kan,kan,WillDa10,pass_cmp,0,,,,,
player,201911030kan,kan,WillDa10,pass_att,0,,,,,
player,201911030kan,kan,WillDa10,pass_yds,0,,,,,
player,201911030kan,kan,WillDa10,pass_td,0,,,,,
player,201911030kan,kan,WillDa10,pass_int,0,,,,,
player,201911030kan,kan,WillDa10,pass_sacked,0,,,,,
player,201911030kan,kan,WillDa10,pass_sacked_yds,0,,,,,
player,201911030kan,kan,WillDa10,pass_long,0,,,,,
player,201911030kan,kan,WillDa10,pass_rating,,,,,,
player,201911030kan,kan,WillDa10,rush_att,1,,,,,
player,201911030kan,kan,WillDa10,rush_yds,1,,,,,
player,201911030kan,kan,WillDa10,rush_td,0,,,,,
player,201911030kan,kan,WillDa10,rush_long,1,,,,,
player,201911030kan,kan,WillDa10,targets,1,,,,,
player,201911030kan,kan,WillDa10,rec,0,,,,,
player,201911030kan,kan,WillDa10,rec_yds,0,,,,,
player,201911030kan,kan,WillDa10,rec_td,0,,,,,
player,201911030kan,kan,WillDa10,rec_long,0,,,,,
player,201911030kan,kan,WillDa10,fumbles,0,,,,,
player,201911030kan,kan,WillDa10,fumbles_lost,0,,,,,
player,201911030kan,kan,WatkSa00,pass_cmp,0,,,,,
player,201911030kan,kan,WatkSa00,pass_att,0,,,,,
player,201911030kan,kan,WatkSa00,pass_yds,0,,,,,
player,201911030kan,kan,WatkSa00,pass_td,0,,,,,
player,201911030kan,kan,WatkSa00,pass_int,0,,,,,
player,201911030kan,kan,WatkSa00,pass_sacked,0,,,,,
player,201911030kan,kan,WatkSa00,pass_sacked_yds,0,,,,,
player,201911030kan,kan,WatkSa00,pass_long,0,,,,,
player,201911030kan,kan,WatkSa00,pass_rating,,,,,,
player,201911030kan,kan,WatkSa00,rush_att,0,,,,,
player,201911030kan,kan,WatkSa00,rush_yds,0,,,,,
player,201911030kan,kan,WatkSa00,rush_td,0,,,,,
player,201911030kan,kan,WatkSa00,rush_long,0,,,,,
player,201911030kan,kan,WatkSa00,targets,10,,,,,
player,201911030kan,kan,WatkSa00,rec,7,,,,,
player,201911030kan,kan,WatkSa00,rec_yds,63,,,,,
player,201911030kan,kan,WatkSa00,rec_td,0,,,,,
player,201911030kan,kan,WatkSa00,rec_long,17,,,,,
player,201911030kan,kan,WatkSa00,fumbles,0,,,,,
player,201911030kan,kan,WatkSa00,fumbles_lost,0,,,,,
player,201911030kan,kan,KelcTr00,pass_cmp,0,,,,,
player,201911030kan,kan,KelcTr00,pass_att,0,,,,,
player,201911030kan,kan,KelcTr00,pass_yds,0,,,,,
player,201911030kan,kan,KelcTr00,pass_td,0,,,,,
player,201911030kan,kan,KelcTr00,pass_int,0,,,,,
player,201911030kan,kan,KelcTr00,pass_sacked,0,,,,,
player,201911030kan,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201911030kan,kan,KelcTr00,pass_long,0,,,,,
player,201911030kan,kan,KelcTr00,pass_rating,,,,,,
player,201911030kan,kan,KelcTr00,rush_att,0,,,,,
player,201911030kan,kan,KelcTr00,rush_yds,0,,,,,
player,201911030kan,kan,KelcTr00,rush_td,0,,,,,
player,201911030kan,kan,KelcTr00,rush_long,0,,,,,
player,201911030kan,kan,KelcTr00,targets,9,,,,,
player,201911030kan,kan,KelcTr00,rec,7,,,,,
player,201911030kan,kan,KelcTr00,rec_yds,62,,,,,
player,201911030kan,kan,KelcTr00,rec_td,0,,,,,
player,201911030kan,kan,KelcTr00,rec_long,17,,,,,
player,201911030kan,kan,KelcTr00,fumbles,0,,,,,
player,201911030kan,kan,KelcTr00,fumbles_lost,0,,,,,
player,201911030kan,kan,RobiDe01,pass_cmp,0,,,,,
player,201911030kan,kan,RobiDe01,pass_att,0,,,,,
player,201911030kan,kan,RobiDe01,pass_yds,0,,,,,
player,201911030kan,kan,RobiDe01,pass_td,0,,,,,
player,201911030kan,kan,RobiDe01,pass_int,0,,,,,
player,201911030kan,kan,RobiDe01,pass_sacked,0,,,,,
player,201911030kan,kan,RobiDe01,pass_sacked_yds,0,,,,,
player,201911030kan,kan,RobiDe01,pass_long,0,,,,,
player,201911030kan,kan,RobiDe01,pass_rating,,,,,,
player,201911030kan,kan,RobiDe01,rush_att,0,,,,,
player,201911030kan,kan,RobiDe01,rush_yds,0,,,,,
player,201911030kan,kan,RobiDe01,rush_td,0,,,,,
player,201911030kan,kan,RobiDe01,rush_long,0,,,,,
player,201911030kan,kan,RobiDe01,targets,2,,,,,
player,201911030kan,kan,RobiDe01,rec,1,,,,,
player,201911030kan,kan,RobiDe01,rec_yds,5,,,,,
player,201911030kan,kan,RobiDe01,rec_td,0,,,,,
player,201911030kan,kan,RobiDe01,rec_long,5,,,,,
player,201911030kan,kan,RobiDe01,fumbles,0,,,,,
player,201911030kan,kan,RobiDe01,fumbles_lost,0,,,,,
player,201911030kan,kan,BellBl00,pass_cmp,0,,,,,
player,201911030kan,kan,BellBl00,pass_att,0,,,,,
player,201911030kan,kan,BellBl00,pass_yds,0,,,,,
player,201911030kan,kan,BellBl00,pass_td,0,,,,,
player,201911030kan,kan,BellBl00,pass_int,0,,,,,
player,201911030kan,kan,BellBl00,pass_sacked,0,,,,,
player,201911030kan,kan,BellBl00,pass_sacked_yds,0,,,,,
player,201911030kan,kan,BellBl00,pass_long,0,,,,,
player,201911030kan,kan,BellBl00,pass_rating,,,,,,
player,201911030kan,kan,BellBl00,rush_att,0,,,,,
player,201911030kan,kan,BellBl00,rush_yds,0,,,,,
player,201911030kan,kan,BellBl00,rush_td,0,,,,,
player,201911030kan,kan,BellBl00,rush_long,0,,,,,
player,201911030kan,kan,BellBl00,targets,1,,,,,
player,201911030kan,kan,BellBl00,rec,1,,,,,
player,201911030kan,kan,BellBl00,rec_yds,2,,,,,
player,201911030kan,kan,BellBl00,rec_td,0,,,,,
player,201911030kan,kan,BellBl00,rec_long,2,,,,,
player,201911030kan,kan,BellBl00,fumbles,0,,,,,
player,201911030kan,kan,BellBl00,fumbles_lost,0,,,,,
player,201911030kan,min,SmitHa00,def_int,0,,,,,
player,201911030kan,min,SmitHa00,def_int_yds,0,,,,,
player,201911030kan,min,SmitHa00,def_int_td,0,,,,,
player,201911030kan,min,SmitHa00,def_int_long,0,,,,,
player,201911030kan,min,SmitHa00,pass_defended,1,,,,,
player,201911030kan,min,SmitHa00,sacks,1.0,,,,,
player,201911030kan,min,SmitHa00,tackles_combined,8,,,,,
player,201911030kan,min,SmitHa00,tackles_solo,6,,,,,
player,201911030kan,min,SmitHa00,tackles_assists,2,,,,,
player,201911030kan,min,SmitHa00,tackles_loss,0,,,,,
player,201911030kan,min,SmitHa00,qb_hits,0,,,,,
player,201911030kan,min,SmitHa00,fumbles_rec,0,,,,,
player,201911030kan,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201911030kan,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201911030kan,min,SmitHa00,fumbles_forced,1,,,,,
player,201911030kan,min,GrifEv99,def_int,0,,,,,
player,201911030kan,min,GrifEv99,def_int_yds,0,,,,,
player,201911030kan,min,GrifEv99,def_int_td,0,,,,,
player,201911030kan,min,GrifEv99,def_int_long,0,,,,,
player,201911030kan,min,GrifEv99,pass_defended,0,,,,,
player,201911030kan,min,GrifEv99,sacks,1.0,,,,,
player,201911030kan,min,GrifEv99,tackles_combined,6,,,,,
player,201911030kan,min,GrifEv99,tackles_solo,5,,,,,
