game,2019,15,20191215,201912150crd,cle,"Cleveland Browns",24,crd,"Arizona Cardinals",38
player,201912150crd,cle,RandDa00,def_int,0,,,,,
player,201912150crd,cle,RandDa00,def_int_yds,0,,,,,
player,201912150crd,cle,RandDa00,def_int_td,0,,,,,
player,201912150crd,cle,RandDa00,def_int_long,0,,,,,
player,201912150crd,cle,RandDa00,pass_defended,0,,,,,
player,201912150crd,cle,RandDa00,sacks,0.0,,,,,
player,201912150crd,cle,RandDa00,tackles_combined,8,,,,,
player,201912150crd,cle,RandDa00,tackles_solo,7,,,,,
player,201912150crd,cle,RandDa00,tackles_assists,1,,,,,
player,201912150crd,cle,RandDa00,tackles_loss,1,,,,,
player,201912150crd,cle,RandDa00,qb_hits,0,,,,,
player,201912150crd,cle,RandDa00,fumbles_rec,0,,,,,
player,201912150crd,cle,RandDa00,fumbles_rec_yds,0,,,,,
player,201912150crd,cle,RandDa00,fumbles_rec_td,0,,,,,
player,201912150crd,cle,RandDa00,fumbles_forced,0,,,,,
player,201912150crd,cle,RedwSh00,def_int,0,,,,,
player,201912150crd,cle,RedwSh00,def_int_yds,0,,,,,
player,201912150crd,cle,RedwSh00,def_int_td,0,,,,,
player,201912150crd,cle,RedwSh00,def_int_long,0,,,,,
player,201912150crd,cle,RedwSh00,pass_defended,0,,,,,
player,201912150crd,cle,RedwSh00,sacks,0.0,,,,,
player,201912150crd,cle,RedwSh00,tackles_combined,7,,,,,
player,201912150crd,cle,RedwSh00,tackles_solo,5,,,,,
player,201912150crd,cle,RedwSh00,tackles_assists,2,,,,,
player,201912150crd,cle,RedwSh00,tackles_loss,0,,,,,
player,201912150crd,cle,RedwSh00,qb_hits,0,,,,,
player,201912150crd,cle,RedwSh00,fumbles_rec,0,,,,,
player,201912150crd,cle,RedwSh00,fumbles_rec_yds,0,,,,,
player,201912150crd,cle,RedwSh00,fumbles_rec_td,0,,,,,
player,201912150crd,cle,RedwSh00,fumbles_forced,0,,,,,
player,201912150crd,cle,SchoJo00,def_int,0,,,,,
player,201912150crd,cle,SchoJo00,def_int_yds,0,,,,,
player,201912150crd,cle,SchoJo00,def_int_td,0,,,,,
player,201912150crd,cle,SchoJo00,def_int_long,0,,,,,
player,201912150crd,cle,SchoJo00,pass_defended,0,,,,,
player,201912150crd,cle,SchoJo00,sacks,0.0,,,,,
player,201912150crd,cle,SchoJo00,tackles_combined,5,,,,,
player,201912150crd,cle,SchoJo00,tackles_solo,3,,,,,
player,201912150crd,cle,SchoJo00,tackles_assists,2,,,,,
player,201912150crd,cle,SchoJo00,tackles_loss,0,,,,,
player,201912150crd,cle,SchoJo00,qb_hits,0,,,,,
player,201912150crd,cle,SchoJo00,fumbles_rec,0,,,,,
player,201912150crd,cle,SchoJo00,fumbles_rec_yds,0,,,,,
player,201912150crd,cle,SchoJo00,fumbles_rec_td,0,,,,,
player,201912150crd,cle,SchoJo00,fumbles_forced,0,,,,,
player,201912150crd,cle,OgunLa00,def_int,0,,,,,
player,201912150crd,cle,OgunLa00,def_int_yds,0,,,,,
player,201912150crd,cle,OgunLa00,def_int_td,0,,,,,
player,201912150crd,cle,OgunLa00,def_int_long,0,,,,,
player,201912150crd,cle,OgunLa00,pass_defended,0,,,,,
player,201912150crd,cle,OgunLa00,sacks,0.0,,,,,
player,201912150crd,cle,OgunLa00,tackles_combined,4,,,,,
player,201912150crd,cle,OgunLa00,tackles_solo,2,,,,,
player,201912150crd,cle,OgunLa00,tackles_assists,2,,,,,
player,201912150crd,cle,OgunLa00,tackles_loss,1,,,,,
player,201912150crd,cle,OgunLa00,qb_hits,0,,,,,
player,201912150crd,cle,OgunLa00,fumbles_rec,0,,,,,
player,201912150crd,cle,OgunLa00,fumbles_rec_yds,0,,,,,
player,201912150crd,cle,OgunLa00,fumbles_rec_td,0,,,,,
player,201912150crd,cle,OgunLa00,fumbles_forced,0,,,,,
player,201912150crd,cle,BurrJu00,def_int,0,,,,,
player,201912150crd,cle,BurrJu00,def_int_yds,0,,,,,
player,201912150crd,cle,BurrJu00,def_int_td,0,,,,,
player,201912150crd,cle,BurrJu00,def_int_long,0,,,,,
player,201912150crd,cle,BurrJu00,pass_defended,1,,,,,
player,201912150crd,cle,BurrJu00,sacks,0.0,,,,,
player,201912150crd,cle,BurrJu00,tackles_combined,3,,,,,
player,201912150crd,cle,BurrJu00,tackles_solo,3,,,,,
player,201912150crd,cle,BurrJu00,tackles_assists,0,,,,,
player,201912150crd,cle,BurrJu00,tackles_loss,1,,,,,
player,201912150crd,cle,BurrJu00,qb_hits,0,,,,,
player,201912150crd,cle,BurrJu00,fumbles_rec,0,,,,,
player,201912150crd,cle,BurrJu00,fumbles_rec_yds,0,,,,,
player,201912150crd,cle,BurrJu00,fumbles_rec_td,0,,,,,
player,201912150crd,cle,BurrJu00,fumbles_forced,0,,,,,
player,201912150crd,cle,CarrTr00,def_int,0,,,,,
player,201912150crd,cle,CarrTr00,def_int_yds,0,,,,,
player,201912150crd,cle,CarrTr00,def_int_td,0,,,,,
player,201912150crd,cle,CarrTr00,def_int_long,0,,,,,
player,201912150crd,cle,CarrTr00,pass_defended,0,,,,,
player,201912150crd,cle,CarrTr00,sacks,0.0,,,,,
player,201912150crd,cle,CarrTr00,tackles_combined,2,,,,,
player,201912150crd,cle,CarrTr00,tackles_solo,1,,,,,
player,201912150crd,cle,CarrTr00,tackles_assists,1,,,,,
player,201912150crd,cle,CarrTr00,tackles_loss,0,,,,,
player,201912150crd,cle,CarrTr00,qb_hits,0,,,,,
player,201912150crd,cle,CarrTr00,fumbles_rec,0,,,,,
player,201912150crd,cle,CarrTr00,fumbles_rec_yds,0,,,,,
player,201912150crd,cle,CarrTr00,fumbles_rec_td,0,,,,,
player,201912150crd,cle,CarrTr00,fumbles_forced,0,,,,,
player,201912150crd,cle,CoxxBr01,def_int,0,,,,,
player,201912150crd,cle,CoxxBr01,def_int_yds,0,,,,,
player,201912150crd,cle,CoxxBr01,def_int_td,0,,,,,
player,201912150crd,cle,CoxxBr01,def_int_long,0,,,,,
player,201912150crd,cle,CoxxBr01,pass_defended,0,,,,,
player,201912150crd,cle,CoxxBr01,sacks,0.0,,,,,
player,201912150crd,cle,CoxxBr01,tackles_combined,2,,,,,
player,201912150crd,cle,CoxxBr01,tackles_solo,1,,,,,
player,201912150crd,cle,CoxxBr01,tackles_assists,1,,,,,
player,201912150crd,cle,CoxxBr01,tackles_loss,0,,,,,
player,201912150crd,cle,CoxxBr01,qb_hits,0,,,,,
player,201912150crd,cle,CoxxBr01,fumbles_rec,0,,,,,
player,201912150crd,cle,CoxxBr01,fumbles_rec_yds,0,,,,,
player,201912150crd,cle,CoxxBr01,fumbles_rec_td,0,,,,,
player,201912150crd,cle,CoxxBr01,fumbles_forced,0,,,,,
player,201912150crd,cle,ThomCh06,def_int,0,,,,,
player,201912150crd,cle,ThomCh06,def_int_yds,0,,,,,
player,201912150crd,cle,ThomCh06,def_int_td,0,,,,,
player,201912150crd,cle,ThomCh06,def_int_long,0,,,,,
player,201912150crd,cle,ThomCh06,pass_defended,0,,,,,
player,201912150crd,cle,ThomCh06,sacks,0.0,,,,,
player,201912150crd,cle,ThomCh06,tackles_combined,2,,,,,
player,201912150crd,cle,ThomCh06,tackles_solo,2,,,,,
player,201912150crd,cle,ThomCh06,tackles_assists,0,,,,,
player,201912150crd,cle,ThomCh06,tackles_loss,0,,,,,
player,201912150crd,cle,ThomCh06,qb_hits,0,,,,,
player,201912150crd,cle,ThomCh06,fumbles_rec,0,,,,,
player,201912150crd,cle,ThomCh06,fumbles_rec_yds,0,,,,,
player,201912150crd,cle,ThomCh06,fumbles_rec_td,0,,,,,
player,201912150crd,cle,ThomCh06,fumbles_forced,0,,,,,
player,201912150crd,cle,AnkoEl00,def_int,0,,,,,
player,201912150crd,cle,AnkoEl00,def_int_yds,0,,,,,
player,201912150crd,cle,AnkoEl00,def_int_td,0,,,,,
player,201912150crd,cle,AnkoEl00,def_int_long,0,,,,,
player,201912150crd,cle,AnkoEl00,pass_defended,0,,,,,
player,201912150crd,cle,AnkoEl00,sacks,0.0,,,,,
player,201912150crd,cle,AnkoEl00,tackles_combined,1,,,,,
player,201912150crd,cle,AnkoEl00,tackles_solo,1,,,,,
player,201912150crd,cle,AnkoEl00,tackles_assists,0,,,,,
player,201912150crd,cle,AnkoEl00,tackles_loss,0,,,,,
player,201912150crd,cle,AnkoEl00,qb_hits,0,,,,,
player,201912150crd,cle,AnkoEl00,fumbles_rec,0,,,,,
player,201912150crd,cle,AnkoEl00,fumbles_rec_yds,0,,,,,
player,201912150crd,cle,AnkoEl00,fumbles_rec_td,0,,,,,
player,201912150crd,cle,AnkoEl00,fumbles_forced,0,,,,,
player,201912150crd,cle,BryaBr00,def_int,0,,,,,
player,201912150crd,cle,BryaBr00,def_int_yds,0,,,,,
player,201912150crd,cle,BryaBr00,def_int_td,0,,,,,
player,201912150crd,cle,BryaBr00,def_int_long,0,,,,,
player,201912150crd,cle,BryaBr00,pass_defended,0,,,,,
player,201912150crd,cle,BryaBr00,sacks,0.0,,,,,
player,201912150crd,cle,BryaBr00,tackles_combined,1,,,,,
player,201912150crd,cle,BryaBr00,tackles_solo,1,,,,,
player,201912150crd,cle,BryaBr00,tackles_assists,0,,,,,
player,201912150crd,cle,BryaBr00,tackles_loss,0,,,,,
player,201912150crd,cle,BryaBr00,qb_hits,0,,,,,
player,201912150crd,cle,BryaBr00,fumbles_rec,0,,,,,
player,201912150crd,cle,BryaBr00,fumbles_rec_yds,0,,,,,
player,201912150crd,cle,BryaBr00,fumbles_rec_td,0,,,,,
player,201912150crd,cle,BryaBr00,fumbles_forced,0,,,,,
player,201912150crd,cle,GustPo01,def_int,0,,,,,
player,201912150crd,cle,GustPo01,def_int_yds,0,,,,,
player,201912150crd,cle,GustPo01,def_int_td,0,,,,,
player,201912150crd,cle,GustPo01,def_int_long,0,,,,,
player,201912150crd,cle,GustPo01,pass_defended,0,,,,,
player,201912150crd,cle,GustPo01,sacks,0.0,,,,,
player,201912150crd,cle,GustPo01,tackles_combined,1,,,,,
player,201912150crd,cle,GustPo01,tackles_solo,0,,,,,
player,201912150crd,cle,GustPo01,tackles_assists,1,,,,,
player,201912150crd,cle,GustPo01,tackles_loss,0,,,,,
player,201912150crd,cle,GustPo01,qb_hits,0,,,,,
player,201912150crd,cle,GustPo01,fumbles_rec,0,,,,,
player,201912150crd,cle,GustPo01,fumbles_rec_yds,0,,,,,
player,201912150crd,cle,GustPo01,fumbles_rec_td,0,,,,,
player,201912150crd,cle,GustPo01,fumbles_forced,0,,,,,
player,201912150crd,cle,RichSh00,def_int,0,,,,,
player,201912150crd,cle,RichSh00,def_int_yds,0,,,,,
player,201912150crd,cle,RichSh00,def_int_td,0,,,,,
player,201912150crd,cle,RichSh00,def_int_long,0,,,,,
player,201912150crd,cle,RichSh00,pass_defended,0,,,,,
player,201912150crd,cle,RichSh00,sacks,0.0,,,,,
player,201912150crd,cle,RichSh00,tackles_combined,1,,,,,
player,201912150crd,cle,RichSh00,tackles_solo,0,,,,,
player,201912150crd,cle,RichSh00,tackles_assists,1,,,,,
player,201912150crd,cle,RichSh00,tackles_loss,0,,,,,
player,201912150crd,cle,RichSh00,qb_hits,0,,,,,
player,201912150crd,cle,RichSh00,fumbles_rec,0,,,,,
player,201912150crd,cle,RichSh00,fumbles_rec_yds,0,,,,,
player,201912150crd,cle,RichSh00,fumbles_rec_td,0,,,,,
player,201912150crd,cle,RichSh00,fumbles_forced,0,,,,,
player,201912150crd,cle,TakiSi00,def_int,0,,,,,
player,201912150crd,cle,TakiSi00,def_int_yds,0,,,,,
player,201912150crd,cle,TakiSi00,def_int_td,0,,,,,
player,201912150crd,cle,TakiSi00,def_int_long,0,,,,,
player,201912150crd,cle,TakiSi00,pass_defended,0,,,,,
player,201912150crd,cle,TakiSi00,sacks,0.0,,,,,
player,201912150crd,cle,TakiSi00,tackles_combined,1,,,,,
player,201912150crd,cle,TakiSi00,tackles_solo,1,,,,,
player,201912150crd,cle,TakiSi00,tackles_assists,0,,,,,
player,201912150crd,cle,TakiSi00,tackles_loss,0,,,,,
player,201912150crd,cle,TakiSi00,qb_hits,0,,,,,
player,201912150crd,cle,TakiSi00,fumbles_rec,0,,,,,
player,201912150crd,cle,TakiSi00,fumbles_rec_yds,0,,,,,
player,201912150crd,cle,TakiSi00,fumbles_rec_td,0,,,,,
player,201912150crd,cle,TakiSi00,fumbles_forced,0,,,,,
player,201912150crd,cle,WardDe02,def_int,0,,,,,
player,201912150crd,cle,WardDe02,def_int_yds,0,,,,,
player,201912150crd,cle,WardDe02,def_int_td,0,,,,,
player,201912150crd,cle,WardDe02,def_int_long,0,,,,,
player,201912150crd,cle,WardDe02,pass_defended,0,,,,,
player,201912150crd,cle,WardDe02,sacks,0.0,,,,,
player,201912150crd,cle,WardDe02,tackles_combined,1,,,,,
player,201912150crd,cle,WardDe02,tackles_solo,1,,,,,
player,201912150crd,cle,WardDe02,tackles_assists,0,,,,,
player,201912150crd,cle,WardDe02,tackles_loss,0,,,,,
player,201912150crd,cle,WardDe02,qb_hits,0,,,,,
player,201912150crd,cle,WardDe02,fumbles_rec,0,,,,,
player,201912150crd,cle,WardDe02,fumbles_rec_yds,0,,,,,
player,201912150crd,cle,WardDe02,fumbles_rec_td,0,,,,,
player,201912150crd,cle,WardDe02,fumbles_forced,0,,,,,
player,201912150crd,crd,PetePa00,def_int,1,,,,,
player,201912150crd,crd,PetePa00,def_int_yds,0,,,,,
player,201912150crd,crd,PetePa00,def_int_td,0,,,,,
player,201912150crd,crd,PetePa00,def_int_long,0,,,,,
player,201912150crd,crd,PetePa00,pass_defended,3,,,,,
player,201912150crd,crd,PetePa00,sacks,0.0,,,,,
player,201912150crd,crd,PetePa00,tackles_combined,7,,,,,
player,201912150crd,crd,PetePa00,tackles_solo,7,,,,,
player,201912150crd,crd,PetePa00,tackles_assists,0,,,,,
player,201912150crd,crd,PetePa00,tackles_loss,0,,,,,
player,201912150crd,crd,PetePa00,qb_hits,0,,,,,
player,201912150crd,crd,PetePa00,fumbles_rec,0,,,,,
player,201912150crd,crd,PetePa00,fumbles_rec_yds,0,,,,,
player,201912150crd,crd,PetePa00,fumbles_rec_td,0,,,,,
player,201912150crd,crd,PetePa00,fumbles_forced,0,,,,,
player,201912150crd,crd,JoneCh03,def_int,0,,,,,
player,201912150crd,crd,JoneCh03,def_int_yds,0,,,,,
player,201912150crd,crd,JoneCh03,def_int_td,0,,,,,
player,201912150crd,crd,JoneCh03,def_int_long,0,,,,,
player,201912150crd,crd,JoneCh03,pass_defended,0,,,,,
player,201912150crd,crd,JoneCh03,sacks,1.0,,,,,
player,201912150crd,crd,JoneCh03,tackles_combined,5,,,,,
player,201912150crd,crd,JoneCh03,tackles_solo,5,,,,,
player,201912150crd,crd,JoneCh03,tackles_assists,0,,,,,
player,201912150crd,crd,JoneCh03,tackles_loss,1,,,,,
player,201912150crd,crd,JoneCh03,qb_hits,1,,,,,
player,201912150crd,crd,JoneCh03,fumbles_rec,0,,,,,
player,201912150crd,crd,JoneCh03,fumbles_rec_yds,0,,,,,
player,201912150crd,crd,JoneCh03,fumbles_rec_td,0,,,,,
player,201912150crd,crd,JoneCh03,fumbles_forced,0,,,,,
player,201912150crd,crd,HickJo00,def_int,0,,,,,
player,201912150crd,crd,HickJo00,def_int_yds,0,,,,,
player,201912150crd,crd,HickJo00,def_int_td,0,,,,,
player,201912150crd,crd,HickJo00,def_int_long,0,,,,,
player,201912150crd,crd,HickJo00,pass_defended,0,,,,,
player,201912150crd,crd,HickJo00,sacks,0.0,,,,,
player,201912150crd,crd,HickJo00,tackles_combined,10,,,,,
player,201912150crd,crd,HickJo00,tackles_solo,9,,,,,
player,201912150crd,crd,HickJo00,tackles_assists,1,,,,,
player,201912150crd,crd,HickJo00,tackles_loss,1,,,,,
player,201912150crd,crd,HickJo00,qb_hits,0,,,,,
player,201912150crd,crd,HickJo00,fumbles_rec,0,,,,,
player,201912150crd,crd,HickJo00,fumbles_rec_yds,0,,,,,
player,201912150crd,crd,HickJo00,fumbles_rec_td,0,,,,,
player,201912150crd,crd,HickJo00,fumbles_forced,0,,,,,
player,201912150crd,crd,BakeBu00,def_int,0,,,,,
player,201912150crd,crd,BakeBu00,def_int_yds,0,,,,,
player,201912150crd,crd,BakeBu00,def_int_td,0,,,,,
player,201912150crd,crd,BakeBu00,def_int_long,0,,,,,
player,201912150crd,crd,BakeBu00,pass_defended,0,,,,,
player,201912150crd,crd,BakeBu00,sacks,0.0,,,,,
player,201912150crd,crd,BakeBu00,tackles_combined,7,,,,,
player,201912150crd,crd,BakeBu00,tackles_solo,5,,,,,
player,201912150crd,crd,BakeBu00,tackles_assists,2,,,,,
player,201912150crd,crd,BakeBu00,tackles_loss,0,,,,,
player,201912150crd,crd,BakeBu00,qb_hits,0,,,,,
player,201912150crd,crd,BakeBu00,fumbles_rec,0,,,,,
player,201912150crd,crd,BakeBu00,fumbles_rec_yds,0,,,,,
player,201912150crd,crd,BakeBu00,fumbles_rec_td,0,,,,,
player,201912150crd,crd,BakeBu00,fumbles_forced,0,,,,,
player,201912150crd,crd,WalkJo01,def_int,0,,,,,
player,201912150crd,crd,WalkJo01,def_int_yds,0,,,,,
player,201912150crd,crd,WalkJo01,def_int_td,0,,,,,
player,201912150crd,crd,WalkJo01,def_int_long,0,,,,,
player,201912150crd,crd,WalkJo01,pass_defended,0,,,,,
player,201912150crd,crd,WalkJo01,sacks,0.0,,,,,
player,201912150crd,crd,WalkJo01,tackles_combined,7,,,,,
player,201912150crd,crd,WalkJo01,tackles_solo,5,,,,,
player,201912150crd,crd,WalkJo01,tackles_assists,2,,,,,
player,201912150crd,crd,WalkJo01,tackles_loss,0,,,,,
player,201912150crd,crd,WalkJo01,qb_hits,0,,,,,
player,201912150crd,crd,WalkJo01,fumbles_rec,0,,,,,
player,201912150crd,crd,WalkJo01,fumbles_rec_yds,0,,,,,
player,201912150crd,crd,WalkJo01,fumbles_rec_td,0,,,,,
player,201912150crd,crd,WalkJo01,fumbles_forced,1,,,,,
player,201912150crd,crd,JoneCh06,def_int,0,,,,,
player,201912150crd,crd,JoneCh06,def_int_yds,0,,,,,
player,201912150crd,crd,JoneCh06,def_int_td,0,,,,,
player,201912150crd,crd,JoneCh06,def_int_long,0,,,,,
player,201912150crd,crd,JoneCh06,pass_defended,0,,,,,
player,201912150crd,crd,JoneCh06,sacks,0.0,,,,,
player,201912150crd,crd,JoneCh06,tackles_combined,4,,,,,
player,201912150crd,crd,JoneCh06,tackles_solo,3,,,,,
player,201912150crd,crd,JoneCh06,tackles_assists,1,,,,,
player,201912150crd,crd,JoneCh06,tackles_loss,0,,,,,
player,201912150crd,crd,JoneCh06,qb_hits,0,,,,,
player,201912150crd,crd,JoneCh06,fumbles_rec,0,,,,,
player,201912150crd,crd,JoneCh06,fumbles_rec_yds,0,,,,,
player,201912150crd,crd,JoneCh06,fumbles_rec_td,0,,,,,
player,201912150crd,crd,JoneCh06,fumbles_forced,0,,,,,
player,201912150crd,crd,MurpBy00,def_int,0,,,,,
player,201912150crd,crd,MurpBy00,def_int_yds,0,,,,,
player,201912150crd,crd,MurpBy00,def_int_td,0,,,,,
player,201912150crd,crd,MurpBy00,def_int_long,0,,,,,
player,201912150crd,crd,MurpBy00,pass_defended,0,,,,,
player,201912150crd,crd,MurpBy00,sacks,0.0,,,,,
player,201912150crd,crd,MurpBy00,tackles_combined,3,,,,,
player,201912150crd,crd,MurpBy00,tackles_solo,3,,,,,
player,201912150crd,crd,MurpBy00,tackles_assists,0,,,,,
player,201912150crd,crd,MurpBy00,tackles_loss,0,,,,,
player,201912150crd,crd,MurpBy00,qb_hits,0,,,,,
player,201912150crd,crd,MurpBy00,fumbles_rec,0,,,,,
player,201912150crd,crd,MurpBy00,fumbles_rec_yds,0,,,,,
player,201912150crd,crd,MurpBy00,fumbles_rec_td,0,,,,,
player,201912150crd,crd,MurpBy00,fumbles_forced,0,,,,,
player,201912150crd,crd,PeteCo00,def_int,0,,,,,
player,201912150crd,crd,PeteCo00,def_int_yds,0,,,,,
player,201912150crd,crd,PeteCo00,def_int_td,0,,,,,
player,201912150crd,crd,PeteCo00,def_int_long,0,,,,,
player,201912150crd,crd,PeteCo00,pass_defended,0,,,,,
player,201912150crd,crd,PeteCo00,sacks,0.0,,,,,
player,201912150crd,crd,PeteCo00,tackles_combined,3,,,,,
player,201912150crd,crd,PeteCo00,tackles_solo,2,,,,,
player,201912150crd,crd,PeteCo00,tackles_assists,1,,,,,
player,201912150crd,crd,PeteCo00,tackles_loss,0,,,,,
player,201912150crd,crd,PeteCo00,qb_hits,0,,,,,
player,201912150crd,crd,PeteCo00,fumbles_rec,0,,,,,
player,201912150crd,crd,PeteCo00,fumbles_rec_yds,0,,,,,
player,201912150crd,crd,PeteCo00,fumbles_rec_td,0,,,,,
player,201912150crd,crd,PeteCo00,fumbles_forced,0,,,,,
player,201912150crd,crd,ThomJa04,def_int,0,,,,,
player,201912150crd,crd,ThomJa04,def_int_yds,0,,,,,
player,201912150crd,crd,ThomJa04,def_int_td,0,,,,,
player,201912150crd,crd,ThomJa04,def_int_long,0,,,,,
player,201912150crd,crd,ThomJa04,pass_defended,0,,,,,
player,201912150crd,crd,ThomJa04,sacks,0.0,,,,,
player,201912150crd,crd,ThomJa04,tackles_combined,3,,,,,
player,201912150crd,crd,ThomJa04,tackles_solo,3,,,,,
player,201912150crd,crd,ThomJa04,tackles_assists,0,,,,,
player,201912150crd,crd,ThomJa04,tackles_loss,0,,,,,
player,201912150crd,crd,ThomJa04,qb_hits,0,,,,,
player,201912150crd,crd,ThomJa04,fumbles_rec,1,,,,,
player,201912150crd,crd,ThomJa04,fumbles_rec_yds,24,,,,,
player,201912150crd,crd,ThomJa04,fumbles_rec_td,0,,,,,
player,201912150crd,crd,ThomJa04,fumbles_forced,0,,,,,
player,201912150crd,crd,MarsCa00,def_int,0,,,,,
player,201912150crd,crd,MarsCa00,def_int_yds,0,,,,,
player,201912150crd,crd,MarsCa00,def_int_td,0,,,,,
player,201912150crd,crd,MarsCa00,def_int_long,0,,,,,
player,201912150crd,crd,MarsCa00,pass_defended,0,,,,,
player,201912150crd,crd,MarsCa00,sacks,0.0,,,,,
player,201912150crd,crd,MarsCa00,tackles_combined,2,,,,,
player,201912150crd,crd,MarsCa00,tackles_solo,1,,,,,
player,201912150crd,crd,MarsCa00,tackles_assists,1,,,,,
player,201912150crd,crd,MarsCa00,tackles_loss,0,,,,,
player,201912150crd,crd,MarsCa00,qb_hits,1,,,,,
player,201912150crd,crd,MarsCa00,fumbles_rec,0,,,,,
player,201912150crd,crd,MarsCa00,fumbles_rec_yds,0,,,,,
player,201912150crd,crd,MarsCa00,fumbles_rec_td,0,,,,,
player,201912150crd,crd,MarsCa00,fumbles_forced,0,,,,,
player,201912150crd,crd,ReddHa00,def_int,0,,,,,
player,201912150crd,crd,ReddHa00,def_int_yds,0,,,,,
player,201912150crd,crd,ReddHa00,def_int_td,0,,,,,
player,201912150crd,crd,ReddHa00,def_int_long,0,,,,,
player,201912150crd,crd,ReddHa00,pass_defended,0,,,,,
player,201912150crd,crd,ReddHa00,sacks,0.0,,,,,
player,201912150crd,crd,ReddHa00,tackles_combined,2,,,,,
player,201912150crd,crd,ReddHa00,tackles_solo,2,,,,,
player,201912150crd,crd,ReddHa00,tackles_assists,0,,,,,
player,201912150crd,crd,ReddHa00,tackles_loss,0,,,,,
player,201912150crd,crd,ReddHa00,qb_hits,0,,,,,
player,201912150crd,crd,ReddHa00,fumbles_rec,0,,,,,
player,201912150crd,crd,ReddHa00,fumbles_rec_yds,0,,,,,
player,201912150crd,crd,ReddHa00,fumbles_rec_td,0,,,,,
player,201912150crd,crd,ReddHa00,fumbles_forced,0,,,,,
player,201912150crd,crd,VallTa00,def_int,0,,,,,
player,201912150crd,crd,VallTa00,def_int_yds,0,,,,,
player,201912150crd,crd,VallTa00,def_int_td,0,,,,,
player,201912150crd,crd,VallTa00,def_int_long,0,,,,,
player,201912150crd,crd,VallTa00,pass_defended,0,,,,,
player,201912150crd,crd,VallTa00,sacks,0.0,,,,,
player,201912150crd,crd,VallTa00,tackles_combined,2,,,,,
player,201912150crd,crd,VallTa00,tackles_solo,2,,,,,
player,201912150crd,crd,VallTa00,tackles_assists,0,,,,,
player,201912150crd,crd,VallTa00,tackles_loss,1,,,,,
player,201912150crd,crd,VallTa00,qb_hits,0,,,,,
player,201912150crd,crd,VallTa00,fumbles_rec,0,,,,,
player,201912150crd,crd,VallTa00,fumbles_rec_yds,0,,,,,
player,201912150crd,crd,VallTa00,fumbles_rec_td,0,,,,,
player,201912150crd,crd,VallTa00,fumbles_forced,0,,,,,
player,201912150crd,crd,PeteKe01,def_int,0,,,,,
player,201912150crd,crd,PeteKe01,def_int_yds,0,,,,,
player,201912150crd,crd,PeteKe01,def_int_td,0,,,,,
player,201912150crd,crd,PeteKe01,def_int_long,0,,,,,
player,201912150crd,crd,PeteKe01,pass_defended,0,,,,,
player,201912150crd,crd,PeteKe01,sacks,0.0,,,,,
player,201912150crd,crd,PeteKe01,tackles_combined,1,,,,,
player,201912150crd,crd,PeteKe01,tackles_solo,1,,,,,
player,201912150crd,crd,PeteKe01,tackles_assists,0,,,,,
player,201912150crd,crd,PeteKe01,tackles_loss,0,,,,,
player,201912150crd,crd,PeteKe01,qb_hits,0,,,,,
player,201912150crd,crd,PeteKe01,fumbles_rec,0,,,,,
player,201912150crd,crd,PeteKe01,fumbles_rec_yds,0,,,,,
player,201912150crd,crd,PeteKe01,fumbles_rec_td,0,,,,,
player,201912150crd,crd,PeteKe01,fumbles_forced,0,,,,,
player,201912150crd,crd,ReidCa00,def_int,0,,,,,
player,201912150crd,crd,ReidCa00,def_int_yds,0,,,,,
player,201912150crd,crd,ReidCa00,def_int_td,0,,,,,
player,201912150crd,crd,ReidCa00,def_int_long,0,,,,,
player,201912150crd,crd,ReidCa00,pass_defended,0,,,,,
player,201912150crd,crd,ReidCa00,sacks,0.0,,,,,
player,201912150crd,crd,ReidCa00,tackles_combined,1,,,,,
player,201912150crd,crd,ReidCa00,tackles_solo,0,,,,,
player,201912150crd,crd,ReidCa00,tackles_assists,1,,,,,
player,201912150crd,crd,ReidCa00,tackles_loss,0,,,,,
player,201912150crd,crd,ReidCa00,qb_hits,0,,,,,
player,201912150crd,crd,ReidCa00,fumbles_rec,0,,,,,
player,201912150crd,crd,ReidCa00,fumbles_rec_yds,0,,,,,
player,201912150crd,crd,ReidCa00,fumbles_rec_td,0,,,,,
player,201912150crd,crd,ReidCa00,fumbles_forced,0,,,,,
player,201912150crd,cle,HillDo00,kick_ret,4,,,,,
player,201912150crd,cle,HillDo00,kick_ret_yds,67,,,,,
player,201912150crd,cle,HillDo00,kick_ret_yds_per_ret,16.8,,,,,
player,201912150crd,cle,HillDo00,kick_ret_td,0,,,,,
player,201912150crd,cle,HillDo00,kick_ret_long,20,,,,,
player,201912150crd,cle,HillDo00,punt_ret,1,,,,,
player,201912150crd,cle,HillDo00,punt_ret_yds,9,,,,,
player,201912150crd,cle,HillDo00,punt_ret_yds_per_ret,9.0,,,,,
player,201912150crd,cle,HillDo00,punt_ret_td,0,,,,,
player,201912150crd,cle,HillDo00,punt_ret_long,9,,,,,
player,201912150crd,crd,CoopPh00,kick_ret,3,,,,,
player,201912150crd,crd,CoopPh00,kick_ret_yds,57,,,,,
player,201912150crd,crd,CoopPh00,kick_ret_yds_per_ret,19.0,,,,,
player,201912150crd,crd,CoopPh00,kick_ret_td,0,,,,,
player,201912150crd,crd,CoopPh00,kick_ret_long,26,,,,,
player,201912150crd,crd,CoopPh00,punt_ret,1,,,,,
