game,2019,17,20191229,201912290ram,crd,"Arizona Cardinals",24,ram,"Los Angeles Rams",31
team,201912290ram,crd,First Downs,22,,,,,,
team,201912290ram,ram,First Downs,25,,,,,,
team,201912290ram,crd,Rush-Yds-TDs,17-71-1,,,,,,
team,201912290ram,ram,Rush-Yds-TDs,33-113-1,,,,,,
team,201912290ram,crd,Cmp-Att-Yd-TD-INT,27-43-325-2-2,,,,,,
team,201912290ram,ram,Cmp-Att-Yd-TD-INT,29-45-319-3-0,,,,,,
team,201912290ram,crd,Sacked-Yards,1-3,,,,,,
team,201912290ram,ram,Sacked-Yards,1-8,,,,,,
team,201912290ram,crd,Net Pass Yards,322,,,,,,
team,201912290ram,ram,Net Pass Yards,311,,,,,,
team,201912290ram,crd,Total Yards,393,,,,,,
team,201912290ram,ram,Total Yards,424,,,,,,
team,201912290ram,crd,Fumbles-Lost,3-3,,,,,,
team,201912290ram,ram,Fumbles-Lost,0-0,,,,,,
team,201912290ram,crd,Turnovers,5,,,,,,
team,201912290ram,ram,Turnovers,0,,,,,,
team,201912290ram,crd,Penalties-Yards,8-63,,,,,,
team,201912290ram,ram,Penalties-Yards,10-91,,,,,,
team,201912290ram,crd,Third Down Conv.,5-10,,,,,,
team,201912290ram,ram,Third Down Conv.,11-18,,,,,,
team,201912290ram,crd,Fourth Down Conv.,0-0,,,,,,
team,201912290ram,ram,Fourth Down Conv.,0-1,,,,,,
team,201912290ram,crd,Time of Possession,23:02,,,,,,
team,201912290ram,ram,Time of Possession,36:58,,,,,,
player,201912290ram,crd,MurrKy00,pass_cmp,26,,,,,
player,201912290ram,crd,MurrKy00,pass_att,42,,,,,
player,201912290ram,crd,MurrKy00,pass_yds,325,,,,,
player,201912290ram,crd,MurrKy00,pass_td,2,,,,,
player,201912290ram,crd,MurrKy00,pass_int,2,,,,,
player,201912290ram,crd,MurrKy00,pass_sacked,1,,,,,
player,201912290ram,crd,MurrKy00,pass_sacked_yds,3,,,,,
player,201912290ram,crd,MurrKy00,pass_long,37,,,,,
player,201912290ram,crd,MurrKy00,pass_rating,81.9,,,,,
player,201912290ram,crd,MurrKy00,rush_att,2,,,,,
player,201912290ram,crd,MurrKy00,rush_yds,0,,,,,
player,201912290ram,crd,MurrKy00,rush_td,0,,,,,
player,201912290ram,crd,MurrKy00,rush_long,0,,,,,
player,201912290ram,crd,MurrKy00,targets,0,,,,,
player,201912290ram,crd,MurrKy00,rec,0,,,,,
player,201912290ram,crd,MurrKy00,rec_yds,0,,,,,
player,201912290ram,crd,MurrKy00,rec_td,0,,,,,
player,201912290ram,crd,MurrKy00,rec_long,0,,,,,
player,201912290ram,crd,MurrKy00,fumbles,2,,,,,
player,201912290ram,crd,MurrKy00,fumbles_lost,2,,,,,
player,201912290ram,crd,HundBr00,pass_cmp,1,,,,,
player,201912290ram,crd,HundBr00,pass_att,1,,,,,
player,201912290ram,crd,HundBr00,pass_yds,0,,,,,
player,201912290ram,crd,HundBr00,pass_td,0,,,,,
player,201912290ram,crd,HundBr00,pass_int,0,,,,,
player,201912290ram,crd,HundBr00,pass_sacked,0,,,,,
player,201912290ram,crd,HundBr00,pass_sacked_yds,0,,,,,
player,201912290ram,crd,HundBr00,pass_long,0,,,,,
player,201912290ram,crd,HundBr00,pass_rating,79.2,,,,,
player,201912290ram,crd,HundBr00,rush_att,1,,,,,
player,201912290ram,crd,HundBr00,rush_yds,6,,,,,
player,201912290ram,crd,HundBr00,rush_td,0,,,,,
player,201912290ram,crd,HundBr00,rush_long,6,,,,,
player,201912290ram,crd,HundBr00,targets,0,,,,,
player,201912290ram,crd,HundBr00,rec,0,,,,,
player,201912290ram,crd,HundBr00,rec_yds,0,,,,,
player,201912290ram,crd,HundBr00,rec_td,0,,,,,
player,201912290ram,crd,HundBr00,rec_long,0,,,,,
player,201912290ram,crd,HundBr00,fumbles,0,,,,,
player,201912290ram,crd,HundBr00,fumbles_lost,0,,,,,
player,201912290ram,crd,DrakKe00,pass_cmp,0,,,,,
player,201912290ram,crd,DrakKe00,pass_att,0,,,,,
player,201912290ram,crd,DrakKe00,pass_yds,0,,,,,
player,201912290ram,crd,DrakKe00,pass_td,0,,,,,
player,201912290ram,crd,DrakKe00,pass_int,0,,,,,
player,201912290ram,crd,DrakKe00,pass_sacked,0,,,,,
player,201912290ram,crd,DrakKe00,pass_sacked_yds,0,,,,,
player,201912290ram,crd,DrakKe00,pass_long,0,,,,,
player,201912290ram,crd,DrakKe00,pass_rating,,,,,,
player,201912290ram,crd,DrakKe00,rush_att,12,,,,,
player,201912290ram,crd,DrakKe00,rush_yds,60,,,,,
player,201912290ram,crd,DrakKe00,rush_td,1,,,,,
player,201912290ram,crd,DrakKe00,rush_long,24,,,,,
player,201912290ram,crd,DrakKe00,targets,4,,,,,
player,201912290ram,crd,DrakKe00,rec,3,,,,,
player,201912290ram,crd,DrakKe00,rec_yds,23,,,,,
player,201912290ram,crd,DrakKe00,rec_td,0,,,,,
player,201912290ram,crd,DrakKe00,rec_long,11,,,,,
player,201912290ram,crd,DrakKe00,fumbles,0,,,,,
player,201912290ram,crd,DrakKe00,fumbles_lost,0,,,,,
player,201912290ram,crd,KirkCh01,pass_cmp,0,,,,,
player,201912290ram,crd,KirkCh01,pass_att,0,,,,,
player,201912290ram,crd,KirkCh01,pass_yds,0,,,,,
player,201912290ram,crd,KirkCh01,pass_td,0,,,,,
player,201912290ram,crd,KirkCh01,pass_int,0,,,,,
player,201912290ram,crd,KirkCh01,pass_sacked,0,,,,,
player,201912290ram,crd,KirkCh01,pass_sacked_yds,0,,,,,
player,201912290ram,crd,KirkCh01,pass_long,0,,,,,
player,201912290ram,crd,KirkCh01,pass_rating,,,,,,
player,201912290ram,crd,KirkCh01,rush_att,1,,,,,
player,201912290ram,crd,KirkCh01,rush_yds,6,,,,,
player,201912290ram,crd,KirkCh01,rush_td,0,,,,,
player,201912290ram,crd,KirkCh01,rush_long,6,,,,,
player,201912290ram,crd,KirkCh01,targets,10,,,,,
player,201912290ram,crd,KirkCh01,rec,7,,,,,
player,201912290ram,crd,KirkCh01,rec_yds,60,,,,,
player,201912290ram,crd,KirkCh01,rec_td,0,,,,,
player,201912290ram,crd,KirkCh01,rec_long,16,,,,,
player,201912290ram,crd,KirkCh01,fumbles,0,,,,,
player,201912290ram,crd,KirkCh01,fumbles_lost,0,,,,,
player,201912290ram,crd,ArnoDa00,pass_cmp,0,,,,,
player,201912290ram,crd,ArnoDa00,pass_att,0,,,,,
player,201912290ram,crd,ArnoDa00,pass_yds,0,,,,,
player,201912290ram,crd,ArnoDa00,pass_td,0,,,,,
player,201912290ram,crd,ArnoDa00,pass_int,0,,,,,
player,201912290ram,crd,ArnoDa00,pass_sacked,0,,,,,
player,201912290ram,crd,ArnoDa00,pass_sacked_yds,0,,,,,
player,201912290ram,crd,ArnoDa00,pass_long,0,,,,,
player,201912290ram,crd,ArnoDa00,pass_rating,,,,,,
player,201912290ram,crd,ArnoDa00,rush_att,0,,,,,
player,201912290ram,crd,ArnoDa00,rush_yds,0,,,,,
player,201912290ram,crd,ArnoDa00,rush_td,0,,,,,
player,201912290ram,crd,ArnoDa00,rush_long,0,,,,,
player,201912290ram,crd,ArnoDa00,targets,6,,,,,
player,201912290ram,crd,ArnoDa00,rec,4,,,,,
player,201912290ram,crd,ArnoDa00,rec_yds,76,,,,,
player,201912290ram,crd,ArnoDa00,rec_td,1,,,,,
player,201912290ram,crd,ArnoDa00,rec_long,37,,,,,
player,201912290ram,crd,ArnoDa00,fumbles,0,,,,,
player,201912290ram,crd,ArnoDa00,fumbles_lost,0,,,,,
player,201912290ram,crd,ByrdDa00,pass_cmp,0,,,,,
player,201912290ram,crd,ByrdDa00,pass_att,0,,,,,
player,201912290ram,crd,ByrdDa00,pass_yds,0,,,,,
player,201912290ram,crd,ByrdDa00,pass_td,0,,,,,
player,201912290ram,crd,ByrdDa00,pass_int,0,,,,,
player,201912290ram,crd,ByrdDa00,pass_sacked,0,,,,,
player,201912290ram,crd,ByrdDa00,pass_sacked_yds,0,,,,,
player,201912290ram,crd,ByrdDa00,pass_long,0,,,,,
player,201912290ram,crd,ByrdDa00,pass_rating,,,,,,
player,201912290ram,crd,ByrdDa00,rush_att,0,,,,,
player,201912290ram,crd,ByrdDa00,rush_yds,0,,,,,
player,201912290ram,crd,ByrdDa00,rush_td,0,,,,,
player,201912290ram,crd,ByrdDa00,rush_long,0,,,,,
player,201912290ram,crd,ByrdDa00,targets,8,,,,,
player,201912290ram,crd,ByrdDa00,rec,7,,,,,
player,201912290ram,crd,ByrdDa00,rec_yds,74,,,,,
player,201912290ram,crd,ByrdDa00,rec_td,1,,,,,
player,201912290ram,crd,ByrdDa00,rec_long,33,,,,,
player,201912290ram,crd,ByrdDa00,fumbles,1,,,,,
player,201912290ram,crd,ByrdDa00,fumbles_lost,1,,,,,
player,201912290ram,crd,FitzLa00,pass_cmp,0,,,,,
player,201912290ram,crd,FitzLa00,pass_att,0,,,,,
player,201912290ram,crd,FitzLa00,pass_yds,0,,,,,
player,201912290ram,crd,FitzLa00,pass_td,0,,,,,
player,201912290ram,crd,FitzLa00,pass_int,0,,,,,
player,201912290ram,crd,FitzLa00,pass_sacked,0,,,,,
player,201912290ram,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201912290ram,crd,FitzLa00,pass_long,0,,,,,
player,201912290ram,crd,FitzLa00,pass_rating,,,,,,
player,201912290ram,crd,FitzLa00,rush_att,0,,,,,
player,201912290ram,crd,FitzLa00,rush_yds,0,,,,,
player,201912290ram,crd,FitzLa00,rush_td,0,,,,,
player,201912290ram,crd,FitzLa00,rush_long,0,,,,,
player,201912290ram,crd,FitzLa00,targets,7,,,,,
