game,2019,17,20191229,201912290tam,atl,"Atlanta Falcons",28,tam,"Tampa Bay Buccaneers",22
team,201912290tam,atl,First Downs,28,,,,,,
team,201912290tam,tam,First Downs,14,,,,,,
team,201912290tam,atl,Rush-Yds-TDs,30-87-0,,,,,,
team,201912290tam,tam,Rush-Yds-TDs,21-136-0,,,,,,
team,201912290tam,atl,Cmp-Att-Yd-TD-INT,30-51-313-1-0,,,,,,
team,201912290tam,tam,Cmp-Att-Yd-TD-INT,13-24-201-2-2,,,,,,
team,201912290tam,atl,Sacked-Yards,6-27,,,,,,
team,201912290tam,tam,Sacked-Yards,1-8,,,,,,
team,201912290tam,atl,Net Pass Yards,286,,,,,,
team,201912290tam,tam,Net Pass Yards,193,,,,,,
team,201912290tam,atl,Total Yards,373,,,,,,
team,201912290tam,tam,Total Yards,329,,,,,,
team,201912290tam,atl,Fumbles-Lost,1-1,,,,,,
team,201912290tam,tam,Fumbles-Lost,3-1,,,,,,
team,201912290tam,atl,Turnovers,1,,,,,,
team,201912290tam,tam,Turnovers,3,,,,,,
team,201912290tam,atl,Penalties-Yards,5-53,,,,,,
team,201912290tam,tam,Penalties-Yards,12-97,,,,,,
team,201912290tam,atl,Third Down Conv.,7-18,,,,,,
team,201912290tam,tam,Third Down Conv.,1-8,,,,,,
team,201912290tam,atl,Fourth Down Conv.,1-3,,,,,,
team,201912290tam,tam,Fourth Down Conv.,1-1,,,,,,
team,201912290tam,atl,Time of Possession,36:22,,,,,,
team,201912290tam,tam,Time of Possession,23:45,,,,,,
player,201912290tam,atl,RyanMa00,pass_cmp,30,,,,,
player,201912290tam,atl,RyanMa00,pass_att,51,,,,,
player,201912290tam,atl,RyanMa00,pass_yds,313,,,,,
player,201912290tam,atl,RyanMa00,pass_td,1,,,,,
player,201912290tam,atl,RyanMa00,pass_int,0,,,,,
player,201912290tam,atl,RyanMa00,pass_sacked,6,,,,,
player,201912290tam,atl,RyanMa00,pass_sacked_yds,27,,,,,
player,201912290tam,atl,RyanMa00,pass_long,35,,,,,
player,201912290tam,atl,RyanMa00,pass_rating,83.2,,,,,
player,201912290tam,atl,RyanMa00,rush_att,2,,,,,
player,201912290tam,atl,RyanMa00,rush_yds,0,,,,,
player,201912290tam,atl,RyanMa00,rush_td,0,,,,,
player,201912290tam,atl,RyanMa00,rush_long,1,,,,,
player,201912290tam,atl,RyanMa00,targets,0,,,,,
player,201912290tam,atl,RyanMa00,rec,0,,,,,
player,201912290tam,atl,RyanMa00,rec_yds,0,,,,,
player,201912290tam,atl,RyanMa00,rec_td,0,,,,,
player,201912290tam,atl,RyanMa00,rec_long,0,,,,,
player,201912290tam,atl,RyanMa00,fumbles,1,,,,,
player,201912290tam,atl,RyanMa00,fumbles_lost,1,,,,,
player,201912290tam,atl,FreeDe00,pass_cmp,0,,,,,
player,201912290tam,atl,FreeDe00,pass_att,0,,,,,
player,201912290tam,atl,FreeDe00,pass_yds,0,,,,,
player,201912290tam,atl,FreeDe00,pass_td,0,,,,,
player,201912290tam,atl,FreeDe00,pass_int,0,,,,,
player,201912290tam,atl,FreeDe00,pass_sacked,0,,,,,
player,201912290tam,atl,FreeDe00,pass_sacked_yds,0,,,,,
player,201912290tam,atl,FreeDe00,pass_long,0,,,,,
player,201912290tam,atl,FreeDe00,pass_rating,,,,,,
player,201912290tam,atl,FreeDe00,rush_att,18,,,,,
player,201912290tam,atl,FreeDe00,rush_yds,58,,,,,
player,201912290tam,atl,FreeDe00,rush_td,0,,,,,
player,201912290tam,atl,FreeDe00,rush_long,12,,,,,
player,201912290tam,atl,FreeDe00,targets,4,,,,,
