game,2019,2,20190915,201909150den,chi,"Chicago Bears",16,den,"Denver Broncos",14
player,201909150den,chi,SmitRo07,fumbles_rec,0,,,,,
player,201909150den,chi,SmitRo07,fumbles_rec_yds,0,,,,,
player,201909150den,chi,SmitRo07,fumbles_rec_td,0,,,,,
player,201909150den,chi,SmitRo07,fumbles_forced,0,,,,,
player,201909150den,chi,TrevDa00,def_int,0,,,,,
player,201909150den,chi,TrevDa00,def_int_yds,0,,,,,
player,201909150den,chi,TrevDa00,def_int_td,0,,,,,
player,201909150den,chi,TrevDa00,def_int_long,0,,,,,
player,201909150den,chi,TrevDa00,pass_defended,0,,,,,
player,201909150den,chi,TrevDa00,sacks,0.0,,,,,
player,201909150den,chi,TrevDa00,tackles_combined,12,,,,,
player,201909150den,chi,TrevDa00,tackles_solo,9,,,,,
player,201909150den,chi,TrevDa00,tackles_assists,3,,,,,
player,201909150den,chi,TrevDa00,tackles_loss,0,,,,,
player,201909150den,chi,TrevDa00,qb_hits,1,,,,,
player,201909150den,chi,TrevDa00,fumbles_rec,0,,,,,
player,201909150den,chi,TrevDa00,fumbles_rec_yds,0,,,,,
player,201909150den,chi,TrevDa00,fumbles_rec_td,0,,,,,
player,201909150den,chi,TrevDa00,fumbles_forced,0,,,,,
player,201909150den,chi,JackEd01,def_int,0,,,,,
player,201909150den,chi,JackEd01,def_int_yds,0,,,,,
player,201909150den,chi,JackEd01,def_int_td,0,,,,,
player,201909150den,chi,JackEd01,def_int_long,0,,,,,
player,201909150den,chi,JackEd01,pass_defended,2,,,,,
player,201909150den,chi,JackEd01,sacks,0.0,,,,,
player,201909150den,chi,JackEd01,tackles_combined,10,,,,,
player,201909150den,chi,JackEd01,tackles_solo,6,,,,,
player,201909150den,chi,JackEd01,tackles_assists,4,,,,,
player,201909150den,chi,JackEd01,tackles_loss,0,,,,,
player,201909150den,chi,JackEd01,qb_hits,0,,,,,
player,201909150den,chi,JackEd01,fumbles_rec,0,,,,,
player,201909150den,chi,JackEd01,fumbles_rec_yds,0,,,,,
player,201909150den,chi,JackEd01,fumbles_rec_td,0,,,,,
player,201909150den,chi,JackEd01,fumbles_forced,0,,,,,
player,201909150den,chi,AmukPr00,def_int,0,,,,,
player,201909150den,chi,AmukPr00,def_int_yds,0,,,,,
player,201909150den,chi,AmukPr00,def_int_td,0,,,,,
player,201909150den,chi,AmukPr00,def_int_long,0,,,,,
player,201909150den,chi,AmukPr00,pass_defended,0,,,,,
player,201909150den,chi,AmukPr00,sacks,0.0,,,,,
player,201909150den,chi,AmukPr00,tackles_combined,7,,,,,
player,201909150den,chi,AmukPr00,tackles_solo,5,,,,,
player,201909150den,chi,AmukPr00,tackles_assists,2,,,,,
player,201909150den,chi,AmukPr00,tackles_loss,0,,,,,
player,201909150den,chi,AmukPr00,qb_hits,0,,,,,
player,201909150den,chi,AmukPr00,fumbles_rec,0,,,,,
player,201909150den,chi,AmukPr00,fumbles_rec_yds,0,,,,,
player,201909150den,chi,AmukPr00,fumbles_rec_td,0,,,,,
player,201909150den,chi,AmukPr00,fumbles_forced,0,,,,,
player,201909150den,chi,SkriBu00,def_int,0,,,,,
player,201909150den,chi,SkriBu00,def_int_yds,0,,,,,
player,201909150den,chi,SkriBu00,def_int_td,0,,,,,
player,201909150den,chi,SkriBu00,def_int_long,0,,,,,
player,201909150den,chi,SkriBu00,pass_defended,0,,,,,
player,201909150den,chi,SkriBu00,sacks,0.0,,,,,
player,201909150den,chi,SkriBu00,tackles_combined,4,,,,,
player,201909150den,chi,SkriBu00,tackles_solo,2,,,,,
player,201909150den,chi,SkriBu00,tackles_assists,2,,,,,
player,201909150den,chi,SkriBu00,tackles_loss,0,,,,,
player,201909150den,chi,SkriBu00,qb_hits,1,,,,,
player,201909150den,chi,SkriBu00,fumbles_rec,0,,,,,
player,201909150den,chi,SkriBu00,fumbles_rec_yds,0,,,,,
player,201909150den,chi,SkriBu00,fumbles_rec_td,0,,,,,
player,201909150den,chi,SkriBu00,fumbles_forced,0,,,,,
player,201909150den,chi,ClinHa00,def_int,0,,,,,
player,201909150den,chi,ClinHa00,def_int_yds,0,,,,,
player,201909150den,chi,ClinHa00,def_int_td,0,,,,,
player,201909150den,chi,ClinHa00,def_int_long,0,,,,,
player,201909150den,chi,ClinHa00,pass_defended,0,,,,,
player,201909150den,chi,ClinHa00,sacks,0.0,,,,,
player,201909150den,chi,ClinHa00,tackles_combined,3,,,,,
player,201909150den,chi,ClinHa00,tackles_solo,3,,,,,
player,201909150den,chi,ClinHa00,tackles_assists,0,,,,,
player,201909150den,chi,ClinHa00,tackles_loss,0,,,,,
player,201909150den,chi,ClinHa00,qb_hits,0,,,,,
player,201909150den,chi,ClinHa00,fumbles_rec,0,,,,,
player,201909150den,chi,ClinHa00,fumbles_rec_yds,0,,,,,
player,201909150den,chi,ClinHa00,fumbles_rec_td,0,,,,,
player,201909150den,chi,ClinHa00,fumbles_forced,0,,,,,
player,201909150den,chi,GoldEd00,def_int,0,,,,,
player,201909150den,chi,GoldEd00,def_int_yds,0,,,,,
player,201909150den,chi,GoldEd00,def_int_td,0,,,,,
player,201909150den,chi,GoldEd00,def_int_long,0,,,,,
player,201909150den,chi,GoldEd00,pass_defended,0,,,,,
player,201909150den,chi,GoldEd00,sacks,0.0,,,,,
player,201909150den,chi,GoldEd00,tackles_combined,3,,,,,
player,201909150den,chi,GoldEd00,tackles_solo,1,,,,,
player,201909150den,chi,GoldEd00,tackles_assists,2,,,,,
player,201909150den,chi,GoldEd00,tackles_loss,0,,,,,
player,201909150den,chi,GoldEd00,qb_hits,1,,,,,
player,201909150den,chi,GoldEd00,fumbles_rec,0,,,,,
player,201909150den,chi,GoldEd00,fumbles_rec_yds,0,,,,,
player,201909150den,chi,GoldEd00,fumbles_rec_td,0,,,,,
player,201909150den,chi,GoldEd00,fumbles_forced,0,,,,,
player,201909150den,chi,FloyLe00,def_int,0,,,,,
player,201909150den,chi,FloyLe00,def_int_yds,0,,,,,
player,201909150den,chi,FloyLe00,def_int_td,0,,,,,
player,201909150den,chi,FloyLe00,def_int_long,0,,,,,
player,201909150den,chi,FloyLe00,pass_defended,0,,,,,
player,201909150den,chi,FloyLe00,sacks,0.0,,,,,
player,201909150den,chi,FloyLe00,tackles_combined,2,,,,,
player,201909150den,chi,FloyLe00,tackles_solo,2,,,,,
player,201909150den,chi,FloyLe00,tackles_assists,0,,,,,
player,201909150den,chi,FloyLe00,tackles_loss,0,,,,,
player,201909150den,chi,FloyLe00,qb_hits,1,,,,,
player,201909150den,chi,FloyLe00,fumbles_rec,0,,,,,
player,201909150den,chi,FloyLe00,fumbles_rec_yds,0,,,,,
player,201909150den,chi,FloyLe00,fumbles_rec_td,0,,,,,
player,201909150den,chi,FloyLe00,fumbles_forced,0,,,,,
player,201909150den,chi,HickAk00,def_int,0,,,,,
player,201909150den,chi,HickAk00,def_int_yds,0,,,,,
player,201909150den,chi,HickAk00,def_int_td,0,,,,,
player,201909150den,chi,HickAk00,def_int_long,0,,,,,
player,201909150den,chi,HickAk00,pass_defended,0,,,,,
player,201909150den,chi,HickAk00,sacks,0.0,,,,,
player,201909150den,chi,HickAk00,tackles_combined,2,,,,,
player,201909150den,chi,HickAk00,tackles_solo,2,,,,,
player,201909150den,chi,HickAk00,tackles_assists,0,,,,,
player,201909150den,chi,HickAk00,tackles_loss,0,,,,,
player,201909150den,chi,HickAk00,qb_hits,0,,,,,
player,201909150den,chi,HickAk00,fumbles_rec,0,,,,,
player,201909150den,chi,HickAk00,fumbles_rec_yds,0,,,,,
player,201909150den,chi,HickAk00,fumbles_rec_td,0,,,,,
player,201909150den,chi,HickAk00,fumbles_forced,0,,,,,
player,201909150den,chi,IrviIs00,def_int,0,,,,,
player,201909150den,chi,IrviIs00,def_int_yds,0,,,,,
player,201909150den,chi,IrviIs00,def_int_td,0,,,,,
player,201909150den,chi,IrviIs00,def_int_long,0,,,,,
player,201909150den,chi,IrviIs00,pass_defended,0,,,,,
player,201909150den,chi,IrviIs00,sacks,0.0,,,,,
player,201909150den,chi,IrviIs00,tackles_combined,1,,,,,
player,201909150den,chi,IrviIs00,tackles_solo,0,,,,,
player,201909150den,chi,IrviIs00,tackles_assists,1,,,,,
player,201909150den,chi,IrviIs00,tackles_loss,0,,,,,
player,201909150den,chi,IrviIs00,qb_hits,0,,,,,
player,201909150den,chi,IrviIs00,fumbles_rec,0,,,,,
player,201909150den,chi,IrviIs00,fumbles_rec_yds,0,,,,,
player,201909150den,chi,IrviIs00,fumbles_rec_td,0,,,,,
player,201909150den,chi,IrviIs00,fumbles_forced,0,,,,,
player,201909150den,chi,LyncAa00,def_int,0,,,,,
player,201909150den,chi,LyncAa00,def_int_yds,0,,,,,
player,201909150den,chi,LyncAa00,def_int_td,0,,,,,
player,201909150den,chi,LyncAa00,def_int_long,0,,,,,
player,201909150den,chi,LyncAa00,pass_defended,1,,,,,
player,201909150den,chi,LyncAa00,sacks,0.0,,,,,
player,201909150den,chi,LyncAa00,tackles_combined,1,,,,,
player,201909150den,chi,LyncAa00,tackles_solo,1,,,,,
player,201909150den,chi,LyncAa00,tackles_assists,0,,,,,
player,201909150den,chi,LyncAa00,tackles_loss,1,,,,,
player,201909150den,chi,LyncAa00,qb_hits,0,,,,,
player,201909150den,chi,LyncAa00,fumbles_rec,0,,,,,
player,201909150den,chi,LyncAa00,fumbles_rec_yds,0,,,,,
player,201909150den,chi,LyncAa00,fumbles_rec_td,0,,,,,
player,201909150den,chi,LyncAa00,fumbles_forced,0,,,,,
player,201909150den,chi,NichBi00,def_int,0,,,,,
player,201909150den,chi,NichBi00,def_int_yds,0,,,,,
player,201909150den,chi,NichBi00,def_int_td,0,,,,,
player,201909150den,chi,NichBi00,def_int_long,0,,,,,
player,201909150den,chi,NichBi00,pass_defended,0,,,,,
player,201909150den,chi,NichBi00,sacks,0.0,,,,,
player,201909150den,chi,NichBi00,tackles_combined,1,,,,,
player,201909150den,chi,NichBi00,tackles_solo,1,,,,,
player,201909150den,chi,NichBi00,tackles_assists,0,,,,,
player,201909150den,chi,NichBi00,tackles_loss,0,,,,,
player,201909150den,chi,NichBi00,qb_hits,0,,,,,
player,201909150den,chi,NichBi00,fumbles_rec,0,,,,,
player,201909150den,chi,NichBi00,fumbles_rec_yds,0,,,,,
player,201909150den,chi,NichBi00,fumbles_rec_td,0,,,,,
player,201909150den,chi,NichBi00,fumbles_forced,0,,,,,
player,201909150den,chi,RobeRo00,def_int,0,,,,,
player,201909150den,chi,RobeRo00,def_int_yds,0,,,,,
player,201909150den,chi,RobeRo00,def_int_td,0,,,,,
player,201909150den,chi,RobeRo00,def_int_long,0,,,,,
player,201909150den,chi,RobeRo00,pass_defended,0,,,,,
player,201909150den,chi,RobeRo00,sacks,0.0,,,,,
player,201909150den,chi,RobeRo00,tackles_combined,1,,,,,
player,201909150den,chi,RobeRo00,tackles_solo,0,,,,,
player,201909150den,chi,RobeRo00,tackles_assists,1,,,,,
player,201909150den,chi,RobeRo00,tackles_loss,0,,,,,
player,201909150den,chi,RobeRo00,qb_hits,0,,,,,
player,201909150den,chi,RobeRo00,fumbles_rec,0,,,,,
player,201909150den,chi,RobeRo00,fumbles_rec_yds,0,,,,,
player,201909150den,chi,RobeRo00,fumbles_rec_td,0,,,,,
player,201909150den,chi,RobeRo00,fumbles_forced,0,,,,,
player,201909150den,chi,BushDe00,def_int,0,,,,,
player,201909150den,chi,BushDe00,def_int_yds,0,,,,,
player,201909150den,chi,BushDe00,def_int_td,0,,,,,
player,201909150den,chi,BushDe00,def_int_long,0,,,,,
player,201909150den,chi,BushDe00,pass_defended,1,,,,,
player,201909150den,chi,BushDe00,sacks,0.0,,,,,
player,201909150den,chi,BushDe00,tackles_combined,0,,,,,
player,201909150den,chi,BushDe00,tackles_solo,0,,,,,
player,201909150den,chi,BushDe00,tackles_assists,0,,,,,
player,201909150den,chi,BushDe00,tackles_loss,0,,,,,
player,201909150den,chi,BushDe00,qb_hits,0,,,,,
player,201909150den,chi,BushDe00,fumbles_rec,0,,,,,
player,201909150den,chi,BushDe00,fumbles_rec_yds,0,,,,,
player,201909150den,chi,BushDe00,fumbles_rec_td,0,,,,,
player,201909150den,chi,BushDe00,fumbles_forced,0,,,,,
player,201909150den,den,SimmJu00,def_int,0,,,,,
player,201909150den,den,SimmJu00,def_int_yds,0,,,,,
player,201909150den,den,SimmJu00,def_int_td,0,,,,,
player,201909150den,den,SimmJu00,def_int_long,0,,,,,
player,201909150den,den,SimmJu00,pass_defended,2,,,,,
player,201909150den,den,SimmJu00,sacks,0.0,,,,,
player,201909150den,den,SimmJu00,tackles_combined,9,,,,,
player,201909150den,den,SimmJu00,tackles_solo,8,,,,,
player,201909150den,den,SimmJu00,tackles_assists,1,,,,,
player,201909150den,den,SimmJu00,tackles_loss,0,,,,,
player,201909150den,den,SimmJu00,qb_hits,0,,,,,
player,201909150den,den,SimmJu00,fumbles_rec,0,,,,,
player,201909150den,den,SimmJu00,fumbles_rec_yds,0,,,,,
player,201909150den,den,SimmJu00,fumbles_rec_td,0,,,,,
player,201909150den,den,SimmJu00,fumbles_forced,0,,,,,
player,201909150den,den,ChubBr00,def_int,0,,,,,
player,201909150den,den,ChubBr00,def_int_yds,0,,,,,
player,201909150den,den,ChubBr00,def_int_td,0,,,,,
player,201909150den,den,ChubBr00,def_int_long,0,,,,,
player,201909150den,den,ChubBr00,pass_defended,0,,,,,
player,201909150den,den,ChubBr00,sacks,0.0,,,,,
player,201909150den,den,ChubBr00,tackles_combined,6,,,,,
player,201909150den,den,ChubBr00,tackles_solo,5,,,,,
player,201909150den,den,ChubBr00,tackles_assists,1,,,,,
player,201909150den,den,ChubBr00,tackles_loss,1,,,,,
player,201909150den,den,ChubBr00,qb_hits,2,,,,,
player,201909150den,den,ChubBr00,fumbles_rec,0,,,,,
player,201909150den,den,ChubBr00,fumbles_rec_yds,0,,,,,
player,201909150den,den,ChubBr00,fumbles_rec_td,0,,,,,
player,201909150den,den,ChubBr00,fumbles_forced,0,,,,,
player,201909150den,den,JeweJo00,def_int,0,,,,,
player,201909150den,den,JeweJo00,def_int_yds,0,,,,,
player,201909150den,den,JeweJo00,def_int_td,0,,,,,
player,201909150den,den,JeweJo00,def_int_long,0,,,,,
player,201909150den,den,JeweJo00,pass_defended,0,,,,,
player,201909150den,den,JeweJo00,sacks,0.0,,,,,
player,201909150den,den,JeweJo00,tackles_combined,6,,,,,
player,201909150den,den,JeweJo00,tackles_solo,3,,,,,
player,201909150den,den,JeweJo00,tackles_assists,3,,,,,
player,201909150den,den,JeweJo00,tackles_loss,0,,,,,
player,201909150den,den,JeweJo00,qb_hits,0,,,,,
player,201909150den,den,JeweJo00,fumbles_rec,0,,,,,
player,201909150den,den,JeweJo00,fumbles_rec_yds,0,,,,,
player,201909150den,den,JeweJo00,fumbles_rec_td,0,,,,,
player,201909150den,den,JeweJo00,fumbles_forced,0,,,,,
player,201909150den,den,HarrSh00,def_int,0,,,,,
player,201909150den,den,HarrSh00,def_int_yds,0,,,,,
player,201909150den,den,HarrSh00,def_int_td,0,,,,,
player,201909150den,den,HarrSh00,def_int_long,0,,,,,
player,201909150den,den,HarrSh00,pass_defended,0,,,,,
player,201909150den,den,HarrSh00,sacks,0.0,,,,,
player,201909150den,den,HarrSh00,tackles_combined,5,,,,,
player,201909150den,den,HarrSh00,tackles_solo,2,,,,,
player,201909150den,den,HarrSh00,tackles_assists,3,,,,,
player,201909150den,den,HarrSh00,tackles_loss,0,,,,,
player,201909150den,den,HarrSh00,qb_hits,0,,,,,
player,201909150den,den,HarrSh00,fumbles_rec,0,,,,,
player,201909150den,den,HarrSh00,fumbles_rec_yds,0,,,,,
player,201909150den,den,HarrSh00,fumbles_rec_td,0,,,,,
player,201909150den,den,HarrSh00,fumbles_forced,0,,,,,
player,201909150den,den,JackKa99,def_int,0,,,,,
player,201909150den,den,JackKa99,def_int_yds,0,,,,,
player,201909150den,den,JackKa99,def_int_td,0,,,,,
player,201909150den,den,JackKa99,def_int_long,0,,,,,
player,201909150den,den,JackKa99,pass_defended,1,,,,,
player,201909150den,den,JackKa99,sacks,0.0,,,,,
player,201909150den,den,JackKa99,tackles_combined,5,,,,,
player,201909150den,den,JackKa99,tackles_solo,5,,,,,
player,201909150den,den,JackKa99,tackles_assists,0,,,,,
player,201909150den,den,JackKa99,tackles_loss,0,,,,,
player,201909150den,den,JackKa99,qb_hits,0,,,,,
player,201909150den,den,JackKa99,fumbles_rec,0,,,,,
player,201909150den,den,JackKa99,fumbles_rec_yds,0,,,,,
player,201909150den,den,JackKa99,fumbles_rec_td,0,,,,,
player,201909150den,den,JackKa99,fumbles_forced,0,,,,,
player,201909150den,den,WolfDe00,def_int,0,,,,,
player,201909150den,den,WolfDe00,def_int_yds,0,,,,,
player,201909150den,den,WolfDe00,def_int_td,0,,,,,
player,201909150den,den,WolfDe00,def_int_long,0,,,,,
player,201909150den,den,WolfDe00,pass_defended,0,,,,,
player,201909150den,den,WolfDe00,sacks,0.0,,,,,
player,201909150den,den,WolfDe00,tackles_combined,5,,,,,
player,201909150den,den,WolfDe00,tackles_solo,4,,,,,
player,201909150den,den,WolfDe00,tackles_assists,1,,,,,
player,201909150den,den,WolfDe00,tackles_loss,1,,,,,
player,201909150den,den,WolfDe00,qb_hits,0,,,,,
player,201909150den,den,WolfDe00,fumbles_rec,0,,,,,
player,201909150den,den,WolfDe00,fumbles_rec_yds,0,,,,,
player,201909150den,den,WolfDe00,fumbles_rec_td,0,,,,,
player,201909150den,den,WolfDe00,fumbles_forced,0,,,,,
player,201909150den,den,HarrCh01,def_int,0,,,,,
player,201909150den,den,HarrCh01,def_int_yds,0,,,,,
player,201909150den,den,HarrCh01,def_int_td,0,,,,,
player,201909150den,den,HarrCh01,def_int_long,0,,,,,
player,201909150den,den,HarrCh01,pass_defended,1,,,,,
player,201909150den,den,HarrCh01,sacks,0.0,,,,,
player,201909150den,den,HarrCh01,tackles_combined,3,,,,,
player,201909150den,den,HarrCh01,tackles_solo,3,,,,,
player,201909150den,den,HarrCh01,tackles_assists,0,,,,,
player,201909150den,den,HarrCh01,tackles_loss,0,,,,,
player,201909150den,den,HarrCh01,qb_hits,0,,,,,
player,201909150den,den,HarrCh01,fumbles_rec,0,,,,,
player,201909150den,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201909150den,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201909150den,den,HarrCh01,fumbles_forced,0,,,,,
player,201909150den,den,NelsCo00,def_int,0,,,,,
player,201909150den,den,NelsCo00,def_int_yds,0,,,,,
player,201909150den,den,NelsCo00,def_int_td,0,,,,,
player,201909150den,den,NelsCo00,def_int_long,0,,,,,
player,201909150den,den,NelsCo00,pass_defended,0,,,,,
player,201909150den,den,NelsCo00,sacks,0.0,,,,,
player,201909150den,den,NelsCo00,tackles_combined,3,,,,,
player,201909150den,den,NelsCo00,tackles_solo,2,,,,,
player,201909150den,den,NelsCo00,tackles_assists,1,,,,,
player,201909150den,den,NelsCo00,tackles_loss,0,,,,,
player,201909150den,den,NelsCo00,qb_hits,0,,,,,
player,201909150den,den,NelsCo00,fumbles_rec,0,,,,,
player,201909150den,den,NelsCo00,fumbles_rec_yds,0,,,,,
player,201909150den,den,NelsCo00,fumbles_rec_td,0,,,,,
player,201909150den,den,NelsCo00,fumbles_forced,0,,,,,
player,201909150den,den,YiadIs00,def_int,0,,,,,
player,201909150den,den,YiadIs00,def_int_yds,0,,,,,
player,201909150den,den,YiadIs00,def_int_td,0,,,,,
player,201909150den,den,YiadIs00,def_int_long,0,,,,,
player,201909150den,den,YiadIs00,pass_defended,0,,,,,
player,201909150den,den,YiadIs00,sacks,0.0,,,,,
player,201909150den,den,YiadIs00,tackles_combined,3,,,,,
player,201909150den,den,YiadIs00,tackles_solo,3,,,,,
player,201909150den,den,YiadIs00,tackles_assists,0,,,,,
player,201909150den,den,YiadIs00,tackles_loss,1,,,,,
player,201909150den,den,YiadIs00,qb_hits,0,,,,,
player,201909150den,den,YiadIs00,fumbles_rec,0,,,,,
player,201909150den,den,YiadIs00,fumbles_rec_yds,0,,,,,
player,201909150den,den,YiadIs00,fumbles_rec_td,0,,,,,
player,201909150den,den,YiadIs00,fumbles_forced,0,,,,,
player,201909150den,den,GotsAd00,def_int,0,,,,,
player,201909150den,den,GotsAd00,def_int_yds,0,,,,,
player,201909150den,den,GotsAd00,def_int_td,0,,,,,
player,201909150den,den,GotsAd00,def_int_long,0,,,,,
player,201909150den,den,GotsAd00,pass_defended,0,,,,,
player,201909150den,den,GotsAd00,sacks,0.0,,,,,
player,201909150den,den,GotsAd00,tackles_combined,2,,,,,
player,201909150den,den,GotsAd00,tackles_solo,0,,,,,
player,201909150den,den,GotsAd00,tackles_assists,2,,,,,
player,201909150den,den,GotsAd00,tackles_loss,0,,,,,
player,201909150den,den,GotsAd00,qb_hits,0,,,,,
player,201909150den,den,GotsAd00,fumbles_rec,0,,,,,
player,201909150den,den,GotsAd00,fumbles_rec_yds,0,,,,,
player,201909150den,den,GotsAd00,fumbles_rec_td,0,,,,,
player,201909150den,den,GotsAd00,fumbles_forced,0,,,,,
player,201909150den,den,MillVo00,def_int,0,,,,,
player,201909150den,den,MillVo00,def_int_yds,0,,,,,
player,201909150den,den,MillVo00,def_int_td,0,,,,,
player,201909150den,den,MillVo00,def_int_long,0,,,,,
player,201909150den,den,MillVo00,pass_defended,0,,,,,
player,201909150den,den,MillVo00,sacks,0.0,,,,,
player,201909150den,den,MillVo00,tackles_combined,2,,,,,
player,201909150den,den,MillVo00,tackles_solo,1,,,,,
player,201909150den,den,MillVo00,tackles_assists,1,,,,,
player,201909150den,den,MillVo00,tackles_loss,0,,,,,
player,201909150den,den,MillVo00,qb_hits,0,,,,,
player,201909150den,den,MillVo00,fumbles_rec,0,,,,,
player,201909150den,den,MillVo00,fumbles_rec_yds,0,,,,,
player,201909150den,den,MillVo00,fumbles_rec_td,0,,,,,
player,201909150den,den,MillVo00,fumbles_forced,0,,,,,
player,201909150den,den,WalkDe03,def_int,0,,,,,
player,201909150den,den,WalkDe03,def_int_yds,0,,,,,
player,201909150den,den,WalkDe03,def_int_td,0,,,,,
player,201909150den,den,WalkDe03,def_int_long,0,,,,,
player,201909150den,den,WalkDe03,pass_defended,1,,,,,
player,201909150den,den,WalkDe03,sacks,0.0,,,,,
player,201909150den,den,WalkDe03,tackles_combined,1,,,,,
player,201909150den,den,WalkDe03,tackles_solo,0,,,,,
player,201909150den,den,WalkDe03,tackles_assists,1,,,,,
player,201909150den,den,WalkDe03,tackles_loss,0,,,,,
player,201909150den,den,WalkDe03,qb_hits,0,,,,,
player,201909150den,den,WalkDe03,fumbles_rec,0,,,,,
player,201909150den,den,WalkDe03,fumbles_rec_yds,0,,,,,
player,201909150den,den,WalkDe03,fumbles_rec_td,0,,,,,
player,201909150den,den,WalkDe03,fumbles_forced,0,,,,,
player,201909150den,chi,CoheTa00,kick_ret,0,,,,,
player,201909150den,chi,CoheTa00,kick_ret_yds,0,,,,,
player,201909150den,chi,CoheTa00,kick_ret_yds_per_ret,,,,,,
player,201909150den,chi,CoheTa00,kick_ret_td,0,,,,,
player,201909150den,chi,CoheTa00,kick_ret_long,0,,,,,
player,201909150den,chi,CoheTa00,punt_ret,1,,,,,
player,201909150den,chi,CoheTa00,punt_ret_yds,7,,,,,
player,201909150den,chi,CoheTa00,punt_ret_yds_per_ret,7.0,,,,,
player,201909150den,chi,CoheTa00,punt_ret_td,0,,,,,
player,201909150den,chi,CoheTa00,punt_ret_long,7,,,,,
player,201909150den,den,SpenDi00,kick_ret,0,,,,,
player,201909150den,den,SpenDi00,kick_ret_yds,0,,,,,
player,201909150den,den,SpenDi00,kick_ret_yds_per_ret,,,,,,
player,201909150den,den,SpenDi00,kick_ret_td,0,,,,,
player,201909150den,den,SpenDi00,kick_ret_long,0,,,,,
player,201909150den,den,SpenDi00,punt_ret,4,,,,,
player,201909150den,den,SpenDi00,punt_ret_yds,35,,,,,
player,201909150den,den,SpenDi00,punt_ret_yds_per_ret,8.8,,,,,
player,201909150den,den,SpenDi00,punt_ret_td,0,,,,,
player,201909150den,den,SpenDi00,punt_ret_long,17,,,,,
player,201909150den,chi,PineEd00,xpm,1,,,,,
player,201909150den,chi,PineEd00,xpa,1,,,,,
player,201909150den,chi,PineEd00,fgm,3,,,,,
player,201909150den,chi,PineEd00,fga,3,,,,,
player,201909150den,chi,PineEd00,punt,0,,,,,
player,201909150den,chi,PineEd00,punt_yds,0,,,,,
player,201909150den,chi,PineEd00,punt_yds_per_punt,,,,,,
player,201909150den,chi,PineEd00,punt_long,0,,,,,
player,201909150den,chi,ODonPa00,xpm,,,,,,
player,201909150den,chi,ODonPa00,xpa,,,,,,
player,201909150den,chi,ODonPa00,fgm,,,,,,
player,201909150den,chi,ODonPa00,fga,,,,,,
player,201909150den,chi,ODonPa00,punt,5,,,,,
player,201909150den,chi,ODonPa00,punt_yds,287,,,,,
player,201909150den,chi,ODonPa00,punt_yds_per_punt,57.4,,,,,
player,201909150den,chi,ODonPa00,punt_long,75,,,,,
player,201909150den,den,WadmCo00,xpm,,,,,,
player,201909150den,den,WadmCo00,xpa,,,,,,
player,201909150den,den,WadmCo00,fgm,,,,,,
player,201909150den,den,WadmCo00,fga,,,,,,
player,201909150den,den,WadmCo00,punt,5,,,,,
player,201909150den,den,WadmCo00,punt_yds,200,,,,,
player,201909150den,den,WadmCo00,punt_yds_per_punt,40.0,,,,,
player,201909150den,den,WadmCo00,punt_long,52,,,,,
player,201909150den,den,McMaBr01,xpm,,,,,,
player,201909150den,den,McMaBr01,xpa,,,,,,
player,201909150den,den,McMaBr01,fgm,2,,,,,
player,201909150den,den,McMaBr01,fga,2,,,,,
player,201909150den,den,McMaBr01,punt,0,,,,,
player,201909150den,den,McMaBr01,punt_yds,0,,,,,
player,201909150den,den,McMaBr01,punt_yds_per_punt,,,,,,
player,201909150den,den,McMaBr01,punt_long,0,,,,,
player,201909150den,chi,TrubMi00,pass_cmp,16,,,,,
player,201909150den,chi,TrubMi00,pass_att,27,,,,,
player,201909150den,chi,TrubMi00,pass_yds,120,,,,,
player,201909150den,chi,TrubMi00,pass_first_down,7,,,,,
player,201909150den,chi,TrubMi00,pass_air_yds,49,,,,,
player,201909150den,chi,TrubMi00,pass_air_yds_per_cmp,3.1,,,,,
player,201909150den,chi,TrubMi00,pass_air_yds_per_att,1.8,,,,,
player,201909150den,chi,TrubMi00,pass_tgt_yds_per_att,6.7,,,,,
player,201909150den,chi,TrubMi00,pass_yac,71,,,,,
player,201909150den,chi,TrubMi00,pass_yac_per_cmp,4.4,,,,,
player,201909150den,chi,TrubMi00,pass_drops,2,,,,,
player,201909150den,chi,TrubMi00,pass_drop_pct,7.4,,,,,
player,201909150den,chi,TrubMi00,pass_poor_throws,4,,,,,
player,201909150den,chi,TrubMi00,pass_poor_throw_pct,14.8,,,,,
player,201909150den,chi,TrubMi00,pass_blitzed,11,,,,,
player,201909150den,chi,TrubMi00,pass_hurried,11,,,,,
player,201909150den,chi,TrubMi00,pass_hits,1,,,,,
player,201909150den,chi,TrubMi00,rush_scrambles,0,,,,,
player,201909150den,chi,TrubMi00,rush_scrambles_yds_per_att,,,,,,
player,201909150den,den,FlacJo00,pass_cmp,35,,,,,
player,201909150den,den,FlacJo00,pass_att,50,,,,,
player,201909150den,den,FlacJo00,pass_yds,292,,,,,
player,201909150den,den,FlacJo00,pass_first_down,19,,,,,
player,201909150den,den,FlacJo00,pass_air_yds,155,,,,,
player,201909150den,den,FlacJo00,pass_air_yds_per_cmp,4.4,,,,,
player,201909150den,den,FlacJo00,pass_air_yds_per_att,3.1,,,,,
