game,2019,5,20191006,201910060rai,chi,"Chicago Bears",21,rai,"Oakland Raiders",24
player,201910060rai,chi,CoheTa00,pass_sacked_yds,0,,,,,
player,201910060rai,chi,CoheTa00,pass_long,0,,,,,
player,201910060rai,chi,CoheTa00,pass_rating,,,,,,
player,201910060rai,chi,CoheTa00,rush_att,4,,,,,
player,201910060rai,chi,CoheTa00,rush_yds,10,,,,,
player,201910060rai,chi,CoheTa00,rush_td,0,,,,,
player,201910060rai,chi,CoheTa00,rush_long,4,,,,,
player,201910060rai,chi,CoheTa00,targets,7,,,,,
player,201910060rai,chi,CoheTa00,rec,6,,,,,
player,201910060rai,chi,CoheTa00,rec_yds,39,,,,,
player,201910060rai,chi,CoheTa00,rec_td,0,,,,,
player,201910060rai,chi,CoheTa00,rec_long,12,,,,,
player,201910060rai,chi,CoheTa00,fumbles,0,,,,,
player,201910060rai,chi,CoheTa00,fumbles_lost,0,,,,,
player,201910060rai,chi,PattCo00,pass_cmp,0,,,,,
player,201910060rai,chi,PattCo00,pass_att,0,,,,,
player,201910060rai,chi,PattCo00,pass_yds,0,,,,,
player,201910060rai,chi,PattCo00,pass_td,0,,,,,
player,201910060rai,chi,PattCo00,pass_int,0,,,,,
player,201910060rai,chi,PattCo00,pass_sacked,0,,,,,
player,201910060rai,chi,PattCo00,pass_sacked_yds,0,,,,,
player,201910060rai,chi,PattCo00,pass_long,0,,,,,
player,201910060rai,chi,PattCo00,pass_rating,,,,,,
player,201910060rai,chi,PattCo00,rush_att,1,,,,,
player,201910060rai,chi,PattCo00,rush_yds,5,,,,,
player,201910060rai,chi,PattCo00,rush_td,0,,,,,
player,201910060rai,chi,PattCo00,rush_long,5,,,,,
player,201910060rai,chi,PattCo00,targets,0,,,,,
player,201910060rai,chi,PattCo00,rec,0,,,,,
player,201910060rai,chi,PattCo00,rec_yds,0,,,,,
player,201910060rai,chi,PattCo00,rec_td,0,,,,,
player,201910060rai,chi,PattCo00,rec_long,0,,,,,
player,201910060rai,chi,PattCo00,fumbles,0,,,,,
player,201910060rai,chi,PattCo00,fumbles_lost,0,,,,,
player,201910060rai,chi,RobiAl02,pass_cmp,0,,,,,
player,201910060rai,chi,RobiAl02,pass_att,0,,,,,
player,201910060rai,chi,RobiAl02,pass_yds,0,,,,,
player,201910060rai,chi,RobiAl02,pass_td,0,,,,,
player,201910060rai,chi,RobiAl02,pass_int,0,,,,,
player,201910060rai,chi,RobiAl02,pass_sacked,0,,,,,
player,201910060rai,chi,RobiAl02,pass_sacked_yds,0,,,,,
player,201910060rai,chi,RobiAl02,pass_long,0,,,,,
player,201910060rai,chi,RobiAl02,pass_rating,,,,,,
player,201910060rai,chi,RobiAl02,rush_att,0,,,,,
player,201910060rai,chi,RobiAl02,rush_yds,0,,,,,
player,201910060rai,chi,RobiAl02,rush_td,0,,,,,
player,201910060rai,chi,RobiAl02,rush_long,0,,,,,
player,201910060rai,chi,RobiAl02,targets,8,,,,,
player,201910060rai,chi,RobiAl02,rec,7,,,,,
player,201910060rai,chi,RobiAl02,rec_yds,97,,,,,
player,201910060rai,chi,RobiAl02,rec_td,2,,,,,
player,201910060rai,chi,RobiAl02,rec_long,32,,,,,
player,201910060rai,chi,RobiAl02,fumbles,0,,,,,
player,201910060rai,chi,RobiAl02,fumbles_lost,0,,,,,
player,201910060rai,chi,MillAn02,pass_cmp,0,,,,,
player,201910060rai,chi,MillAn02,pass_att,0,,,,,
player,201910060rai,chi,MillAn02,pass_yds,0,,,,,
player,201910060rai,chi,MillAn02,pass_td,0,,,,,
player,201910060rai,chi,MillAn02,pass_int,0,,,,,
player,201910060rai,chi,MillAn02,pass_sacked,0,,,,,
player,201910060rai,chi,MillAn02,pass_sacked_yds,0,,,,,
player,201910060rai,chi,MillAn02,pass_long,0,,,,,
player,201910060rai,chi,MillAn02,pass_rating,,,,,,
player,201910060rai,chi,MillAn02,rush_att,0,,,,,
player,201910060rai,chi,MillAn02,rush_yds,0,,,,,
player,201910060rai,chi,MillAn02,rush_td,0,,,,,
player,201910060rai,chi,MillAn02,rush_long,0,,,,,
player,201910060rai,chi,MillAn02,targets,7,,,,,
player,201910060rai,chi,MillAn02,rec,4,,,,,
player,201910060rai,chi,MillAn02,rec_yds,52,,,,,
player,201910060rai,chi,MillAn02,rec_td,0,,,,,
player,201910060rai,chi,MillAn02,rec_long,32,,,,,
player,201910060rai,chi,MillAn02,fumbles,0,,,,,
player,201910060rai,chi,MillAn02,fumbles_lost,0,,,,,
player,201910060rai,chi,BurtTr01,pass_cmp,0,,,,,
player,201910060rai,chi,BurtTr01,pass_att,0,,,,,
player,201910060rai,chi,BurtTr01,pass_yds,0,,,,,
player,201910060rai,chi,BurtTr01,pass_td,0,,,,,
player,201910060rai,chi,BurtTr01,pass_int,0,,,,,
player,201910060rai,chi,BurtTr01,pass_sacked,0,,,,,
player,201910060rai,chi,BurtTr01,pass_sacked_yds,0,,,,,
player,201910060rai,chi,BurtTr01,pass_long,0,,,,,
player,201910060rai,chi,BurtTr01,pass_rating,,,,,,
player,201910060rai,chi,BurtTr01,rush_att,0,,,,,
player,201910060rai,chi,BurtTr01,rush_yds,0,,,,,
player,201910060rai,chi,BurtTr01,rush_td,0,,,,,
player,201910060rai,chi,BurtTr01,rush_long,0,,,,,
player,201910060rai,chi,BurtTr01,targets,4,,,,,
player,201910060rai,chi,BurtTr01,rec,3,,,,,
player,201910060rai,chi,BurtTr01,rec_yds,16,,,,,
player,201910060rai,chi,BurtTr01,rec_td,0,,,,,
player,201910060rai,chi,BurtTr01,rec_long,11,,,,,
player,201910060rai,chi,BurtTr01,fumbles,0,,,,,
player,201910060rai,chi,BurtTr01,fumbles_lost,0,,,,,
player,201910060rai,chi,HoltJ.01,pass_cmp,0,,,,,
player,201910060rai,chi,HoltJ.01,pass_att,0,,,,,
player,201910060rai,chi,HoltJ.01,pass_yds,0,,,,,
player,201910060rai,chi,HoltJ.01,pass_td,0,,,,,
player,201910060rai,chi,HoltJ.01,pass_int,0,,,,,
player,201910060rai,chi,HoltJ.01,pass_sacked,0,,,,,
player,201910060rai,chi,HoltJ.01,pass_sacked_yds,0,,,,,
player,201910060rai,chi,HoltJ.01,pass_long,0,,,,,
player,201910060rai,chi,HoltJ.01,pass_rating,,,,,,
player,201910060rai,chi,HoltJ.01,rush_att,0,,,,,
player,201910060rai,chi,HoltJ.01,rush_yds,0,,,,,
player,201910060rai,chi,HoltJ.01,rush_td,0,,,,,
player,201910060rai,chi,HoltJ.01,rush_long,0,,,,,
player,201910060rai,chi,HoltJ.01,targets,2,,,,,
player,201910060rai,chi,HoltJ.01,rec,1,,,,,
player,201910060rai,chi,HoltJ.01,rec_yds,16,,,,,
player,201910060rai,chi,HoltJ.01,rec_td,0,,,,,
player,201910060rai,chi,HoltJ.01,rec_long,16,,,,,
player,201910060rai,chi,HoltJ.01,fumbles,0,,,,,
player,201910060rai,chi,HoltJ.01,fumbles_lost,0,,,,,
player,201910060rai,chi,WimsJa00,pass_cmp,0,,,,,
player,201910060rai,chi,WimsJa00,pass_att,0,,,,,
player,201910060rai,chi,WimsJa00,pass_yds,0,,,,,
player,201910060rai,chi,WimsJa00,pass_td,0,,,,,
player,201910060rai,chi,WimsJa00,pass_int,0,,,,,
player,201910060rai,chi,WimsJa00,pass_sacked,0,,,,,
player,201910060rai,chi,WimsJa00,pass_sacked_yds,0,,,,,
player,201910060rai,chi,WimsJa00,pass_long,0,,,,,
player,201910060rai,chi,WimsJa00,pass_rating,,,,,,
player,201910060rai,chi,WimsJa00,rush_att,0,,,,,
player,201910060rai,chi,WimsJa00,rush_yds,0,,,,,
player,201910060rai,chi,WimsJa00,rush_td,0,,,,,
player,201910060rai,chi,WimsJa00,rush_long,0,,,,,
player,201910060rai,chi,WimsJa00,targets,1,,,,,
player,201910060rai,chi,WimsJa00,rec,0,,,,,
player,201910060rai,chi,WimsJa00,rec_yds,0,,,,,
player,201910060rai,chi,WimsJa00,rec_td,0,,,,,
player,201910060rai,chi,WimsJa00,rec_long,0,,,,,
player,201910060rai,chi,WimsJa00,fumbles,0,,,,,
player,201910060rai,chi,WimsJa00,fumbles_lost,0,,,,,
player,201910060rai,rai,CarrDe02,pass_cmp,25,,,,,
player,201910060rai,rai,CarrDe02,pass_att,32,,,,,
player,201910060rai,rai,CarrDe02,pass_yds,229,,,,,
player,201910060rai,rai,CarrDe02,pass_td,0,,,,,
player,201910060rai,rai,CarrDe02,pass_int,0,,,,,
player,201910060rai,rai,CarrDe02,pass_sacked,0,,,,,
player,201910060rai,rai,CarrDe02,pass_sacked_yds,0,,,,,
player,201910060rai,rai,CarrDe02,pass_long,23,,,,,
player,201910060rai,rai,CarrDe02,pass_rating,96.5,,,,,
player,201910060rai,rai,CarrDe02,rush_att,3,,,,,
player,201910060rai,rai,CarrDe02,rush_yds,8,,,,,
player,201910060rai,rai,CarrDe02,rush_td,0,,,,,
player,201910060rai,rai,CarrDe02,rush_long,9,,,,,
player,201910060rai,rai,CarrDe02,targets,0,,,,,
player,201910060rai,rai,CarrDe02,rec,0,,,,,
player,201910060rai,rai,CarrDe02,rec_yds,0,,,,,
player,201910060rai,rai,CarrDe02,rec_td,0,,,,,
player,201910060rai,rai,CarrDe02,rec_long,0,,,,,
player,201910060rai,rai,CarrDe02,fumbles,1,,,,,
player,201910060rai,rai,CarrDe02,fumbles_lost,1,,,,,
player,201910060rai,rai,JacoJo01,pass_cmp,0,,,,,
player,201910060rai,rai,JacoJo01,pass_att,0,,,,,
player,201910060rai,rai,JacoJo01,pass_yds,0,,,,,
player,201910060rai,rai,JacoJo01,pass_td,0,,,,,
player,201910060rai,rai,JacoJo01,pass_int,0,,,,,
player,201910060rai,rai,JacoJo01,pass_sacked,0,,,,,
player,201910060rai,rai,JacoJo01,pass_sacked_yds,0,,,,,
player,201910060rai,rai,JacoJo01,pass_long,0,,,,,
player,201910060rai,rai,JacoJo01,pass_rating,,,,,,
player,201910060rai,rai,JacoJo01,rush_att,26,,,,,
player,201910060rai,rai,JacoJo01,rush_yds,123,,,,,
player,201910060rai,rai,JacoJo01,rush_td,2,,,,,
player,201910060rai,rai,JacoJo01,rush_long,21,,,,,
player,201910060rai,rai,JacoJo01,targets,4,,,,,
player,201910060rai,rai,JacoJo01,rec,3,,,,,
player,201910060rai,rai,JacoJo01,rec_yds,20,,,,,
player,201910060rai,rai,JacoJo01,rec_td,0,,,,,
player,201910060rai,rai,JacoJo01,rec_long,10,,,,,
player,201910060rai,rai,JacoJo01,fumbles,0,,,,,
player,201910060rai,rai,JacoJo01,fumbles_lost,0,,,,,
player,201910060rai,rai,WashDe00,pass_cmp,0,,,,,
player,201910060rai,rai,WashDe00,pass_att,0,,,,,
player,201910060rai,rai,WashDe00,pass_yds,0,,,,,
player,201910060rai,rai,WashDe00,pass_td,0,,,,,
player,201910060rai,rai,WashDe00,pass_int,0,,,,,
player,201910060rai,rai,WashDe00,pass_sacked,0,,,,,
player,201910060rai,rai,WashDe00,pass_sacked_yds,0,,,,,
player,201910060rai,rai,WashDe00,pass_long,0,,,,,
player,201910060rai,rai,WashDe00,pass_rating,,,,,,
player,201910060rai,rai,WashDe00,rush_att,6,,,,,
player,201910060rai,rai,WashDe00,rush_yds,17,,,,,
player,201910060rai,rai,WashDe00,rush_td,1,,,,,
player,201910060rai,rai,WashDe00,rush_long,5,,,,,
player,201910060rai,rai,WashDe00,targets,3,,,,,
player,201910060rai,rai,WashDe00,rec,3,,,,,
player,201910060rai,rai,WashDe00,rec_yds,19,,,,,
player,201910060rai,rai,WashDe00,rec_td,0,,,,,
player,201910060rai,rai,WashDe00,rec_long,10,,,,,
player,201910060rai,rai,WashDe00,fumbles,0,,,,,
player,201910060rai,rai,WashDe00,fumbles_lost,0,,,,,
player,201910060rai,rai,RichJa01,pass_cmp,0,,,,,
player,201910060rai,rai,RichJa01,pass_att,0,,,,,
player,201910060rai,rai,RichJa01,pass_yds,0,,,,,
player,201910060rai,rai,RichJa01,pass_td,0,,,,,
player,201910060rai,rai,RichJa01,pass_int,0,,,,,
player,201910060rai,rai,RichJa01,pass_sacked,0,,,,,
player,201910060rai,rai,RichJa01,pass_sacked_yds,0,,,,,
player,201910060rai,rai,RichJa01,pass_long,0,,,,,
player,201910060rai,rai,RichJa01,pass_rating,,,,,,
player,201910060rai,rai,RichJa01,rush_att,2,,,,,
player,201910060rai,rai,RichJa01,rush_yds,14,,,,,
player,201910060rai,rai,RichJa01,rush_td,0,,,,,
player,201910060rai,rai,RichJa01,rush_long,9,,,,,
player,201910060rai,rai,RichJa01,targets,2,,,,,
player,201910060rai,rai,RichJa01,rec,2,,,,,
player,201910060rai,rai,RichJa01,rec_yds,18,,,,,
player,201910060rai,rai,RichJa01,rec_td,0,,,,,
player,201910060rai,rai,RichJa01,rec_long,11,,,,,
player,201910060rai,rai,RichJa01,fumbles,0,,,,,
player,201910060rai,rai,RichJa01,fumbles_lost,0,,,,,
player,201910060rai,rai,HarrEr00,pass_cmp,0,,,,,
player,201910060rai,rai,HarrEr00,pass_att,0,,,,,
player,201910060rai,rai,HarrEr00,pass_yds,0,,,,,
player,201910060rai,rai,HarrEr00,pass_td,0,,,,,
player,201910060rai,rai,HarrEr00,pass_int,0,,,,,
player,201910060rai,rai,HarrEr00,pass_sacked,0,,,,,
player,201910060rai,rai,HarrEr00,pass_sacked_yds,0,,,,,
player,201910060rai,rai,HarrEr00,pass_long,0,,,,,
player,201910060rai,rai,HarrEr00,pass_rating,,,,,,
player,201910060rai,rai,HarrEr00,rush_att,1,,,,,
player,201910060rai,rai,HarrEr00,rush_yds,4,,,,,
player,201910060rai,rai,HarrEr00,rush_td,0,,,,,
player,201910060rai,rai,HarrEr00,rush_long,4,,,,,
player,201910060rai,rai,HarrEr00,targets,0,,,,,
player,201910060rai,rai,HarrEr00,rec,0,,,,,
player,201910060rai,rai,HarrEr00,rec_yds,0,,,,,
player,201910060rai,rai,HarrEr00,rec_td,0,,,,,
player,201910060rai,rai,HarrEr00,rec_long,0,,,,,
player,201910060rai,rai,HarrEr00,fumbles,0,,,,,
player,201910060rai,rai,HarrEr00,fumbles_lost,0,,,,,
player,201910060rai,rai,IngoAl01,pass_cmp,0,,,,,
player,201910060rai,rai,IngoAl01,pass_att,0,,,,,
player,201910060rai,rai,IngoAl01,pass_yds,0,,,,,
player,201910060rai,rai,IngoAl01,pass_td,0,,,,,
player,201910060rai,rai,IngoAl01,pass_int,0,,,,,
player,201910060rai,rai,IngoAl01,pass_sacked,0,,,,,
player,201910060rai,rai,IngoAl01,pass_sacked_yds,0,,,,,
player,201910060rai,rai,IngoAl01,pass_long,0,,,,,
player,201910060rai,rai,IngoAl01,pass_rating,,,,,,
player,201910060rai,rai,IngoAl01,rush_att,1,,,,,
player,201910060rai,rai,IngoAl01,rush_yds,3,,,,,
player,201910060rai,rai,IngoAl01,rush_td,0,,,,,
player,201910060rai,rai,IngoAl01,rush_long,3,,,,,
player,201910060rai,rai,IngoAl01,targets,0,,,,,
player,201910060rai,rai,IngoAl01,rec,0,,,,,
player,201910060rai,rai,IngoAl01,rec_yds,0,,,,,
player,201910060rai,rai,IngoAl01,rec_td,0,,,,,
player,201910060rai,rai,IngoAl01,rec_long,0,,,,,
player,201910060rai,rai,IngoAl01,fumbles,0,,,,,
player,201910060rai,rai,IngoAl01,fumbles_lost,0,,,,,
player,201910060rai,rai,MoreFo00,pass_cmp,0,,,,,
player,201910060rai,rai,MoreFo00,pass_att,0,,,,,
player,201910060rai,rai,MoreFo00,pass_yds,0,,,,,
player,201910060rai,rai,MoreFo00,pass_td,0,,,,,
player,201910060rai,rai,MoreFo00,pass_int,0,,,,,
player,201910060rai,rai,MoreFo00,pass_sacked,0,,,,,
player,201910060rai,rai,MoreFo00,pass_sacked_yds,0,,,,,
player,201910060rai,rai,MoreFo00,pass_long,0,,,,,
player,201910060rai,rai,MoreFo00,pass_rating,,,,,,
player,201910060rai,rai,MoreFo00,rush_att,0,,,,,
player,201910060rai,rai,MoreFo00,rush_yds,0,,,,,
player,201910060rai,rai,MoreFo00,rush_td,0,,,,,
player,201910060rai,rai,MoreFo00,rush_long,0,,,,,
player,201910060rai,rai,MoreFo00,targets,5,,,,,
player,201910060rai,rai,MoreFo00,rec,4,,,,,
player,201910060rai,rai,MoreFo00,rec_yds,46,,,,,
player,201910060rai,rai,MoreFo00,rec_td,0,,,,,
player,201910060rai,rai,MoreFo00,rec_long,23,,,,,
player,201910060rai,rai,MoreFo00,fumbles,0,,,,,
player,201910060rai,rai,MoreFo00,fumbles_lost,0,,,,,
player,201910060rai,rai,DaviTr03,pass_cmp,0,,,,,
player,201910060rai,rai,DaviTr03,pass_att,0,,,,,
player,201910060rai,rai,DaviTr03,pass_yds,0,,,,,
player,201910060rai,rai,DaviTr03,pass_td,0,,,,,
player,201910060rai,rai,DaviTr03,pass_int,0,,,,,
player,201910060rai,rai,DaviTr03,pass_sacked,0,,,,,
player,201910060rai,rai,DaviTr03,pass_sacked_yds,0,,,,,
player,201910060rai,rai,DaviTr03,pass_long,0,,,,,
player,201910060rai,rai,DaviTr03,pass_rating,,,,,,
player,201910060rai,rai,DaviTr03,rush_att,0,,,,,
player,201910060rai,rai,DaviTr03,rush_yds,0,,,,,
player,201910060rai,rai,DaviTr03,rush_td,0,,,,,
player,201910060rai,rai,DaviTr03,rush_long,0,,,,,
player,201910060rai,rai,DaviTr03,targets,4,,,,,
player,201910060rai,rai,DaviTr03,rec,4,,,,,
player,201910060rai,rai,DaviTr03,rec_yds,42,,,,,
player,201910060rai,rai,DaviTr03,rec_td,0,,,,,
player,201910060rai,rai,DaviTr03,rec_long,21,,,,,
player,201910060rai,rai,DaviTr03,fumbles,1,,,,,
player,201910060rai,rai,DaviTr03,fumbles_lost,1,,,,,
player,201910060rai,rai,WallDa01,pass_cmp,0,,,,,
player,201910060rai,rai,WallDa01,pass_att,0,,,,,
player,201910060rai,rai,WallDa01,pass_yds,0,,,,,
player,201910060rai,rai,WallDa01,pass_td,0,,,,,
player,201910060rai,rai,WallDa01,pass_int,0,,,,,
player,201910060rai,rai,WallDa01,pass_sacked,0,,,,,
player,201910060rai,rai,WallDa01,pass_sacked_yds,0,,,,,
player,201910060rai,rai,WallDa01,pass_long,0,,,,,
player,201910060rai,rai,WallDa01,pass_rating,,,,,,
player,201910060rai,rai,WallDa01,rush_att,0,,,,,
player,201910060rai,rai,WallDa01,rush_yds,0,,,,,
player,201910060rai,rai,WallDa01,rush_td,0,,,,,
player,201910060rai,rai,WallDa01,rush_long,0,,,,,
player,201910060rai,rai,WallDa01,targets,5,,,,,
player,201910060rai,rai,WallDa01,rec,4,,,,,
player,201910060rai,rai,WallDa01,rec_yds,39,,,,,
player,201910060rai,rai,WallDa01,rec_td,0,,,,,
player,201910060rai,rai,WallDa01,rec_long,13,,,,,
player,201910060rai,rai,WallDa01,fumbles,0,,,,,
player,201910060rai,rai,WallDa01,fumbles_lost,0,,,,,
player,201910060rai,rai,CarrDe00,pass_cmp,0,,,,,
player,201910060rai,rai,CarrDe00,pass_att,0,,,,,
player,201910060rai,rai,CarrDe00,pass_yds,0,,,,,
player,201910060rai,rai,CarrDe00,pass_td,0,,,,,
player,201910060rai,rai,CarrDe00,pass_int,0,,,,,
player,201910060rai,rai,CarrDe00,pass_sacked,0,,,,,
player,201910060rai,rai,CarrDe00,pass_sacked_yds,0,,,,,
player,201910060rai,rai,CarrDe00,pass_long,0,,,,,
player,201910060rai,rai,CarrDe00,pass_rating,,,,,,
player,201910060rai,rai,CarrDe00,rush_att,0,,,,,
player,201910060rai,rai,CarrDe00,rush_yds,0,,,,,
player,201910060rai,rai,CarrDe00,rush_td,0,,,,,
player,201910060rai,rai,CarrDe00,rush_long,0,,,,,
player,201910060rai,rai,CarrDe00,targets,2,,,,,
player,201910060rai,rai,CarrDe00,rec,2,,,,,
player,201910060rai,rai,CarrDe00,rec_yds,22,,,,,
player,201910060rai,rai,CarrDe00,rec_td,0,,,,,
player,201910060rai,rai,CarrDe00,rec_long,20,,,,,
player,201910060rai,rai,CarrDe00,fumbles,0,,,,,
player,201910060rai,rai,CarrDe00,fumbles_lost,0,,,,,
player,201910060rai,rai,RenfHu00,pass_cmp,0,,,,,
player,201910060rai,rai,RenfHu00,pass_att,0,,,,,
player,201910060rai,rai,RenfHu00,pass_yds,0,,,,,
player,201910060rai,rai,RenfHu00,pass_td,0,,,,,
player,201910060rai,rai,RenfHu00,pass_int,0,,,,,
player,201910060rai,rai,RenfHu00,pass_sacked,0,,,,,
player,201910060rai,rai,RenfHu00,pass_sacked_yds,0,,,,,
player,201910060rai,rai,RenfHu00,pass_long,0,,,,,
player,201910060rai,rai,RenfHu00,pass_rating,,,,,,
player,201910060rai,rai,RenfHu00,rush_att,0,,,,,
player,201910060rai,rai,RenfHu00,rush_yds,0,,,,,
player,201910060rai,rai,RenfHu00,rush_td,0,,,,,
player,201910060rai,rai,RenfHu00,rush_long,0,,,,,
player,201910060rai,rai,RenfHu00,targets,5,,,,,
player,201910060rai,rai,RenfHu00,rec,1,,,,,
player,201910060rai,rai,RenfHu00,rec_yds,12,,,,,
player,201910060rai,rai,RenfHu00,rec_td,0,,,,,
player,201910060rai,rai,RenfHu00,rec_long,12,,,,,
player,201910060rai,rai,RenfHu00,fumbles,0,,,,,
player,201910060rai,rai,RenfHu00,fumbles_lost,0,,,,,
player,201910060rai,rai,DossKe00,pass_cmp,0,,,,,
player,201910060rai,rai,DossKe00,pass_att,0,,,,,
player,201910060rai,rai,DossKe00,pass_yds,0,,,,,
player,201910060rai,rai,DossKe00,pass_td,0,,,,,
player,201910060rai,rai,DossKe00,pass_int,0,,,,,
player,201910060rai,rai,DossKe00,pass_sacked,0,,,,,
player,201910060rai,rai,DossKe00,pass_sacked_yds,0,,,,,
player,201910060rai,rai,DossKe00,pass_long,0,,,,,
player,201910060rai,rai,DossKe00,pass_rating,,,,,,
player,201910060rai,rai,DossKe00,rush_att,0,,,,,
player,201910060rai,rai,DossKe00,rush_yds,0,,,,,
player,201910060rai,rai,DossKe00,rush_td,0,,,,,
player,201910060rai,rai,DossKe00,rush_long,0,,,,,
player,201910060rai,rai,DossKe00,targets,2,,,,,
player,201910060rai,rai,DossKe00,rec,2,,,,,
player,201910060rai,rai,DossKe00,rec_yds,11,,,,,
player,201910060rai,rai,DossKe00,rec_td,0,,,,,
player,201910060rai,rai,DossKe00,rec_long,7,,,,,
player,201910060rai,rai,DossKe00,fumbles,0,,,,,
player,201910060rai,rai,DossKe00,fumbles_lost,0,,,,,
player,201910060rai,chi,TrevDa00,def_int,0,,,,,
player,201910060rai,chi,TrevDa00,def_int_yds,0,,,,,
player,201910060rai,chi,TrevDa00,def_int_td,0,,,,,
player,201910060rai,chi,TrevDa00,def_int_long,0,,,,,
player,201910060rai,chi,TrevDa00,pass_defended,0,,,,,
player,201910060rai,chi,TrevDa00,sacks,0.0,,,,,
player,201910060rai,chi,TrevDa00,tackles_combined,11,,,,,
player,201910060rai,chi,TrevDa00,tackles_solo,11,,,,,
player,201910060rai,chi,TrevDa00,tackles_assists,0,,,,,
player,201910060rai,chi,TrevDa00,tackles_loss,0,,,,,
player,201910060rai,chi,TrevDa00,qb_hits,0,,,,,
player,201910060rai,chi,TrevDa00,fumbles_rec,0,,,,,
player,201910060rai,chi,TrevDa00,fumbles_rec_yds,0,,,,,
player,201910060rai,chi,TrevDa00,fumbles_rec_td,0,,,,,
