game,2019,14,20191209,201912090phi,nyg,"New York Giants",17,phi,"Philadelphia Eagles",23
team,201912090phi,nyg,First Downs,11,,,,,,
team,201912090phi,phi,First Downs,27,,,,,,
team,201912090phi,nyg,Rush-Yds-TDs,20-73-0,,,,,,
team,201912090phi,phi,Rush-Yds-TDs,32-118-1,,,,,,
team,201912090phi,nyg,Cmp-Att-Yd-TD-INT,15-30-203-2-0,,,,,,
team,201912090phi,phi,Cmp-Att-Yd-TD-INT,33-50-325-2-0,,,,,,
team,201912090phi,nyg,Sacked-Yards,2-21,,,,,,
team,201912090phi,phi,Sacked-Yards,3-25,,,,,,
team,201912090phi,nyg,Net Pass Yards,182,,,,,,
team,201912090phi,phi,Net Pass Yards,300,,,,,,
team,201912090phi,nyg,Total Yards,255,,,,,,
team,201912090phi,phi,Total Yards,418,,,,,,
team,201912090phi,nyg,Fumbles-Lost,2-0,,,,,,
team,201912090phi,phi,Fumbles-Lost,2-1,,,,,,
team,201912090phi,nyg,Turnovers,0,,,,,,
team,201912090phi,phi,Turnovers,1,,,,,,
team,201912090phi,nyg,Penalties-Yards,7-54,,,,,,
team,201912090phi,phi,Penalties-Yards,4-30,,,,,,
team,201912090phi,nyg,Third Down Conv.,2-12,,,,,,
team,201912090phi,phi,Third Down Conv.,9-21,,,,,,
team,201912090phi,nyg,Fourth Down Conv.,0-0,,,,,,
team,201912090phi,phi,Fourth Down Conv.,1-2,,,,,,
team,201912090phi,nyg,Time of Possession,21:59,,,,,,
team,201912090phi,phi,Time of Possession,42:51,,,,,,
player,201912090phi,nyg,MannEl00,pass_cmp,15,,,,,
player,201912090phi,nyg,MannEl00,pass_att,30,,,,,
player,201912090phi,nyg,MannEl00,pass_yds,203,,,,,
player,201912090phi,nyg,MannEl00,pass_td,2,,,,,
player,201912090phi,nyg,MannEl00,pass_int,0,,,,,
player,201912090phi,nyg,MannEl00,pass_sacked,2,,,,,
player,201912090phi,nyg,MannEl00,pass_sacked_yds,21,,,,,
player,201912090phi,nyg,MannEl00,pass_long,55,,,,,
player,201912090phi,nyg,MannEl00,pass_rating,94.2,,,,,
player,201912090phi,nyg,MannEl00,rush_att,2,,,,,
player,201912090phi,nyg,MannEl00,rush_yds,-1,,,,,
player,201912090phi,nyg,MannEl00,rush_td,0,,,,,
player,201912090phi,nyg,MannEl00,rush_long,0,,,,,
player,201912090phi,nyg,MannEl00,targets,0,,,,,
player,201912090phi,nyg,MannEl00,rec,0,,,,,
player,201912090phi,nyg,MannEl00,rec_yds,0,,,,,
player,201912090phi,nyg,MannEl00,rec_td,0,,,,,
player,201912090phi,nyg,MannEl00,rec_long,0,,,,,
player,201912090phi,nyg,MannEl00,fumbles,1,,,,,
player,201912090phi,nyg,MannEl00,fumbles_lost,0,,,,,
player,201912090phi,nyg,BarkSa00,pass_cmp,0,,,,,
player,201912090phi,nyg,BarkSa00,pass_att,0,,,,,
player,201912090phi,nyg,BarkSa00,pass_yds,0,,,,,
player,201912090phi,nyg,BarkSa00,pass_td,0,,,,,
player,201912090phi,nyg,BarkSa00,pass_int,0,,,,,
player,201912090phi,nyg,BarkSa00,pass_sacked,0,,,,,
player,201912090phi,nyg,BarkSa00,pass_sacked_yds,0,,,,,
player,201912090phi,nyg,BarkSa00,pass_long,0,,,,,
player,201912090phi,nyg,BarkSa00,pass_rating,,,,,,
player,201912090phi,nyg,BarkSa00,rush_att,17,,,,,
player,201912090phi,nyg,BarkSa00,rush_yds,66,,,,,
player,201912090phi,nyg,BarkSa00,rush_td,0,,,,,
player,201912090phi,nyg,BarkSa00,rush_long,11,,,,,
player,201912090phi,nyg,BarkSa00,targets,4,,,,,
player,201912090phi,nyg,BarkSa00,rec,3,,,,,
player,201912090phi,nyg,BarkSa00,rec_yds,1,,,,,
player,201912090phi,nyg,BarkSa00,rec_td,0,,,,,
player,201912090phi,nyg,BarkSa00,rec_long,2,,,,,
player,201912090phi,nyg,BarkSa00,fumbles,0,,,,,
player,201912090phi,nyg,BarkSa00,fumbles_lost,0,,,,,
player,201912090phi,nyg,ShepSt00,pass_cmp,0,,,,,
player,201912090phi,nyg,ShepSt00,pass_att,0,,,,,
player,201912090phi,nyg,ShepSt00,pass_yds,0,,,,,
player,201912090phi,nyg,ShepSt00,pass_td,0,,,,,
player,201912090phi,nyg,ShepSt00,pass_int,0,,,,,
player,201912090phi,nyg,ShepSt00,pass_sacked,0,,,,,
player,201912090phi,nyg,ShepSt00,pass_sacked_yds,0,,,,,
player,201912090phi,nyg,ShepSt00,pass_long,0,,,,,
player,201912090phi,nyg,ShepSt00,pass_rating,,,,,,
player,201912090phi,nyg,ShepSt00,rush_att,1,,,,,
player,201912090phi,nyg,ShepSt00,rush_yds,8,,,,,
player,201912090phi,nyg,ShepSt00,rush_td,0,,,,,
player,201912090phi,nyg,ShepSt00,rush_long,8,,,,,
player,201912090phi,nyg,ShepSt00,targets,7,,,,,
player,201912090phi,nyg,ShepSt00,rec,4,,,,,
player,201912090phi,nyg,ShepSt00,rec_yds,28,,,,,
player,201912090phi,nyg,ShepSt00,rec_td,0,,,,,
player,201912090phi,nyg,ShepSt00,rec_long,8,,,,,
player,201912090phi,nyg,ShepSt00,fumbles,0,,,,,
player,201912090phi,nyg,ShepSt00,fumbles_lost,0,,,,,
player,201912090phi,nyg,SlayDa01,pass_cmp,0,,,,,
player,201912090phi,nyg,SlayDa01,pass_att,0,,,,,
player,201912090phi,nyg,SlayDa01,pass_yds,0,,,,,
player,201912090phi,nyg,SlayDa01,pass_td,0,,,,,
player,201912090phi,nyg,SlayDa01,pass_int,0,,,,,
player,201912090phi,nyg,SlayDa01,pass_sacked,0,,,,,
player,201912090phi,nyg,SlayDa01,pass_sacked_yds,0,,,,,
player,201912090phi,nyg,SlayDa01,pass_long,0,,,,,
player,201912090phi,nyg,SlayDa01,pass_rating,,,,,,
player,201912090phi,nyg,SlayDa01,rush_att,0,,,,,
player,201912090phi,nyg,SlayDa01,rush_yds,0,,,,,
player,201912090phi,nyg,SlayDa01,rush_td,0,,,,,
player,201912090phi,nyg,SlayDa01,rush_long,0,,,,,
player,201912090phi,nyg,SlayDa01,targets,8,,,,,
player,201912090phi,nyg,SlayDa01,rec,5,,,,,
player,201912090phi,nyg,SlayDa01,rec_yds,154,,,,,
player,201912090phi,nyg,SlayDa01,rec_td,2,,,,,
player,201912090phi,nyg,SlayDa01,rec_long,55,,,,,
player,201912090phi,nyg,SlayDa01,fumbles,0,,,,,
player,201912090phi,nyg,SlayDa01,fumbles_lost,0,,,,,
player,201912090phi,nyg,TateGo00,pass_cmp,0,,,,,
player,201912090phi,nyg,TateGo00,pass_att,0,,,,,
player,201912090phi,nyg,TateGo00,pass_yds,0,,,,,
player,201912090phi,nyg,TateGo00,pass_td,0,,,,,
player,201912090phi,nyg,TateGo00,pass_int,0,,,,,
player,201912090phi,nyg,TateGo00,pass_sacked,0,,,,,
player,201912090phi,nyg,TateGo00,pass_sacked_yds,0,,,,,
player,201912090phi,nyg,TateGo00,pass_long,0,,,,,
player,201912090phi,nyg,TateGo00,pass_rating,,,,,,
player,201912090phi,nyg,TateGo00,rush_att,0,,,,,
player,201912090phi,nyg,TateGo00,rush_yds,0,,,,,
player,201912090phi,nyg,TateGo00,rush_td,0,,,,,
player,201912090phi,nyg,TateGo00,rush_long,0,,,,,
player,201912090phi,nyg,TateGo00,targets,5,,,,,
player,201912090phi,nyg,TateGo00,rec,1,,,,,
player,201912090phi,nyg,TateGo00,rec_yds,11,,,,,
player,201912090phi,nyg,TateGo00,rec_td,0,,,,,
player,201912090phi,nyg,TateGo00,rec_long,11,,,,,
player,201912090phi,nyg,TateGo00,fumbles,0,,,,,
player,201912090phi,nyg,TateGo00,fumbles_lost,0,,,,,
player,201912090phi,nyg,SmitKa00,pass_cmp,0,,,,,
player,201912090phi,nyg,SmitKa00,pass_att,0,,,,,
player,201912090phi,nyg,SmitKa00,pass_yds,0,,,,,
player,201912090phi,nyg,SmitKa00,pass_td,0,,,,,
player,201912090phi,nyg,SmitKa00,pass_int,0,,,,,
player,201912090phi,nyg,SmitKa00,pass_sacked,0,,,,,
player,201912090phi,nyg,SmitKa00,pass_sacked_yds,0,,,,,
player,201912090phi,nyg,SmitKa00,pass_long,0,,,,,
player,201912090phi,nyg,SmitKa00,pass_rating,,,,,,
player,201912090phi,nyg,SmitKa00,rush_att,0,,,,,
player,201912090phi,nyg,SmitKa00,rush_yds,0,,,,,
player,201912090phi,nyg,SmitKa00,rush_td,0,,,,,
player,201912090phi,nyg,SmitKa00,rush_long,0,,,,,
player,201912090phi,nyg,SmitKa00,targets,5,,,,,
player,201912090phi,nyg,SmitKa00,rec,2,,,,,
player,201912090phi,nyg,SmitKa00,rec_yds,9,,,,,
player,201912090phi,nyg,SmitKa00,rec_td,0,,,,,
player,201912090phi,nyg,SmitKa00,rec_long,7,,,,,
player,201912090phi,nyg,SmitKa00,fumbles,1,,,,,
player,201912090phi,nyg,SmitKa00,fumbles_lost,0,,,,,
player,201912090phi,phi,WentCa00,pass_cmp,33,,,,,
player,201912090phi,phi,WentCa00,pass_att,50,,,,,
player,201912090phi,phi,WentCa00,pass_yds,325,,,,,
player,201912090phi,phi,WentCa00,pass_td,2,,,,,
player,201912090phi,phi,WentCa00,pass_int,0,,,,,
player,201912090phi,phi,WentCa00,pass_sacked,3,,,,,
player,201912090phi,phi,WentCa00,pass_sacked_yds,25,,,,,
player,201912090phi,phi,WentCa00,pass_long,30,,,,,
player,201912090phi,phi,WentCa00,pass_rating,97.5,,,,,
player,201912090phi,phi,WentCa00,rush_att,5,,,,,
player,201912090phi,phi,WentCa00,rush_yds,9,,,,,
player,201912090phi,phi,WentCa00,rush_td,0,,,,,
player,201912090phi,phi,WentCa00,rush_long,4,,,,,
player,201912090phi,phi,WentCa00,targets,0,,,,,
player,201912090phi,phi,WentCa00,rec,0,,,,,
player,201912090phi,phi,WentCa00,rec_yds,0,,,,,
player,201912090phi,phi,WentCa00,rec_td,0,,,,,
player,201912090phi,phi,WentCa00,rec_long,0,,,,,
player,201912090phi,phi,WentCa00,fumbles,2,,,,,
player,201912090phi,phi,WentCa00,fumbles_lost,1,,,,,
player,201912090phi,phi,ScotBo02,pass_cmp,0,,,,,
player,201912090phi,phi,ScotBo02,pass_att,0,,,,,
player,201912090phi,phi,ScotBo02,pass_yds,0,,,,,
player,201912090phi,phi,ScotBo02,pass_td,0,,,,,
