game,2019,15,20191215,201912150car,sea,"Seattle Seahawks",30,car,"Carolina Panthers",24
team,201912150car,sea,First Downs,21,,,,,,
team,201912150car,car,First Downs,28,,,,,,
team,201912150car,sea,Rush-Yds-TDs,34-154-2,,,,,,
team,201912150car,car,Rush-Yds-TDs,29-145-2,,,,,,
team,201912150car,sea,Cmp-Att-Yd-TD-INT,20-27-286-2-1,,,,,,
team,201912150car,car,Cmp-Att-Yd-TD-INT,25-42-277-1-3,,,,,,
team,201912150car,sea,Sacked-Yards,2-12,,,,,,
team,201912150car,car,Sacked-Yards,1-8,,,,,,
team,201912150car,sea,Net Pass Yards,274,,,,,,
team,201912150car,car,Net Pass Yards,269,,,,,,
team,201912150car,sea,Total Yards,428,,,,,,
team,201912150car,car,Total Yards,414,,,,,,
team,201912150car,sea,Fumbles-Lost,0-0,,,,,,
team,201912150car,car,Fumbles-Lost,2-0,,,,,,
team,201912150car,sea,Turnovers,1,,,,,,
team,201912150car,car,Turnovers,3,,,,,,
team,201912150car,sea,Penalties-Yards,5-40,,,,,,
team,201912150car,car,Penalties-Yards,2-15,,,,,,
team,201912150car,sea,Third Down Conv.,4-10,,,,,,
team,201912150car,car,Third Down Conv.,5-11,,,,,,
team,201912150car,sea,Fourth Down Conv.,1-1,,,,,,
team,201912150car,car,Fourth Down Conv.,0-0,,,,,,
team,201912150car,sea,Time of Possession,31:18,,,,,,
team,201912150car,car,Time of Possession,28:42,,,,,,
player,201912150car,sea,WilsRu00,pass_cmp,20,,,,,
player,201912150car,sea,WilsRu00,pass_att,26,,,,,
player,201912150car,sea,WilsRu00,pass_yds,286,,,,,
player,201912150car,sea,WilsRu00,pass_td,2,,,,,
player,201912150car,sea,WilsRu00,pass_int,0,,,,,
player,201912150car,sea,WilsRu00,pass_sacked,2,,,,,
player,201912150car,sea,WilsRu00,pass_sacked_yds,12,,,,,
player,201912150car,sea,WilsRu00,pass_long,58,,,,,
player,201912150car,sea,WilsRu00,pass_rating,137.7,,,,,
player,201912150car,sea,WilsRu00,rush_att,3,,,,,
player,201912150car,sea,WilsRu00,rush_yds,-1,,,,,
player,201912150car,sea,WilsRu00,rush_td,0,,,,,
player,201912150car,sea,WilsRu00,rush_long,1,,,,,
player,201912150car,sea,WilsRu00,targets,0,,,,,
player,201912150car,sea,WilsRu00,rec,0,,,,,
player,201912150car,sea,WilsRu00,rec_yds,0,,,,,
player,201912150car,sea,WilsRu00,rec_td,0,,,,,
player,201912150car,sea,WilsRu00,rec_long,0,,,,,
player,201912150car,sea,WilsRu00,fumbles,0,,,,,
player,201912150car,sea,WilsRu00,fumbles_lost,0,,,,,
player,201912150car,sea,GordJo02,pass_cmp,0,,,,,
player,201912150car,sea,GordJo02,pass_att,1,,,,,
player,201912150car,sea,GordJo02,pass_yds,0,,,,,
player,201912150car,sea,GordJo02,pass_td,0,,,,,
player,201912150car,sea,GordJo02,pass_int,1,,,,,
player,201912150car,sea,GordJo02,pass_sacked,0,,,,,
player,201912150car,sea,GordJo02,pass_sacked_yds,0,,,,,
player,201912150car,sea,GordJo02,pass_long,0,,,,,
player,201912150car,sea,GordJo02,pass_rating,0.0,,,,,
player,201912150car,sea,GordJo02,rush_att,0,,,,,
player,201912150car,sea,GordJo02,rush_yds,0,,,,,
player,201912150car,sea,GordJo02,rush_td,0,,,,,
player,201912150car,sea,GordJo02,rush_long,0,,,,,
player,201912150car,sea,GordJo02,targets,1,,,,,
player,201912150car,sea,GordJo02,rec,1,,,,,
player,201912150car,sea,GordJo02,rec_yds,58,,,,,
player,201912150car,sea,GordJo02,rec_td,0,,,,,
player,201912150car,sea,GordJo02,rec_long,58,,,,,
player,201912150car,sea,GordJo02,fumbles,0,,,,,
player,201912150car,sea,GordJo02,fumbles_lost,0,,,,,
player,201912150car,sea,CarsCh00,pass_cmp,0,,,,,
player,201912150car,sea,CarsCh00,pass_att,0,,,,,
player,201912150car,sea,CarsCh00,pass_yds,0,,,,,
player,201912150car,sea,CarsCh00,pass_td,0,,,,,
player,201912150car,sea,CarsCh00,pass_int,0,,,,,
player,201912150car,sea,CarsCh00,pass_sacked,0,,,,,
player,201912150car,sea,CarsCh00,pass_sacked_yds,0,,,,,
player,201912150car,sea,CarsCh00,pass_long,0,,,,,
player,201912150car,sea,CarsCh00,pass_rating,,,,,,
player,201912150car,sea,CarsCh00,rush_att,24,,,,,
player,201912150car,sea,CarsCh00,rush_yds,133,,,,,
player,201912150car,sea,CarsCh00,rush_td,2,,,,,
player,201912150car,sea,CarsCh00,rush_long,23,,,,,
player,201912150car,sea,CarsCh00,targets,2,,,,,
player,201912150car,sea,CarsCh00,rec,1,,,,,
player,201912150car,sea,CarsCh00,rec_yds,4,,,,,
player,201912150car,sea,CarsCh00,rec_td,0,,,,,
player,201912150car,sea,CarsCh00,rec_long,4,,,,,
player,201912150car,sea,CarsCh00,fumbles,0,,,,,
player,201912150car,sea,CarsCh00,fumbles_lost,0,,,,,
player,201912150car,sea,ProsC.00,pass_cmp,0,,,,,
player,201912150car,sea,ProsC.00,pass_att,0,,,,,
player,201912150car,sea,ProsC.00,pass_yds,0,,,,,
player,201912150car,sea,ProsC.00,pass_td,0,,,,,
player,201912150car,sea,ProsC.00,pass_int,0,,,,,
player,201912150car,sea,ProsC.00,pass_sacked,0,,,,,
player,201912150car,sea,ProsC.00,pass_sacked_yds,0,,,,,
player,201912150car,sea,ProsC.00,pass_long,0,,,,,
player,201912150car,sea,ProsC.00,pass_rating,,,,,,
player,201912150car,sea,ProsC.00,rush_att,5,,,,,
player,201912150car,sea,ProsC.00,rush_yds,15,,,,,
player,201912150car,sea,ProsC.00,rush_td,0,,,,,
player,201912150car,sea,ProsC.00,rush_long,7,,,,,
player,201912150car,sea,ProsC.00,targets,1,,,,,
player,201912150car,sea,ProsC.00,rec,1,,,,,
player,201912150car,sea,ProsC.00,rec_yds,10,,,,,
player,201912150car,sea,ProsC.00,rec_td,0,,,,,
player,201912150car,sea,ProsC.00,rec_long,10,,,,,
player,201912150car,sea,ProsC.00,fumbles,0,,,,,
player,201912150car,sea,ProsC.00,fumbles_lost,0,,,,,
player,201912150car,sea,HomeTr00,pass_cmp,0,,,,,
player,201912150car,sea,HomeTr00,pass_att,0,,,,,
player,201912150car,sea,HomeTr00,pass_yds,0,,,,,
player,201912150car,sea,HomeTr00,pass_td,0,,,,,
player,201912150car,sea,HomeTr00,pass_int,0,,,,,
player,201912150car,sea,HomeTr00,pass_sacked,0,,,,,
player,201912150car,sea,HomeTr00,pass_sacked_yds,0,,,,,
player,201912150car,sea,HomeTr00,pass_long,0,,,,,
player,201912150car,sea,HomeTr00,pass_rating,,,,,,
player,201912150car,sea,HomeTr00,rush_att,2,,,,,
player,201912150car,sea,HomeTr00,rush_yds,7,,,,,
player,201912150car,sea,HomeTr00,rush_td,0,,,,,
player,201912150car,sea,HomeTr00,rush_long,5,,,,,
player,201912150car,sea,HomeTr00,targets,0,,,,,
player,201912150car,sea,HomeTr00,rec,0,,,,,
player,201912150car,sea,HomeTr00,rec_yds,0,,,,,
player,201912150car,sea,HomeTr00,rec_td,0,,,,,
player,201912150car,sea,HomeTr00,rec_long,0,,,,,
player,201912150car,sea,HomeTr00,fumbles,0,,,,,
player,201912150car,sea,HomeTr00,fumbles_lost,0,,,,,
player,201912150car,sea,LockTy00,pass_cmp,0,,,,,
player,201912150car,sea,LockTy00,pass_att,0,,,,,
player,201912150car,sea,LockTy00,pass_yds,0,,,,,
player,201912150car,sea,LockTy00,pass_td,0,,,,,
player,201912150car,sea,LockTy00,pass_int,0,,,,,
player,201912150car,sea,LockTy00,pass_sacked,0,,,,,
player,201912150car,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201912150car,sea,LockTy00,pass_long,0,,,,,
player,201912150car,sea,LockTy00,pass_rating,,,,,,
player,201912150car,sea,LockTy00,rush_att,0,,,,,
player,201912150car,sea,LockTy00,rush_yds,0,,,,,
player,201912150car,sea,LockTy00,rush_td,0,,,,,
player,201912150car,sea,LockTy00,rush_long,0,,,,,
player,201912150car,sea,LockTy00,targets,9,,,,,
player,201912150car,sea,LockTy00,rec,8,,,,,
player,201912150car,sea,LockTy00,rec_yds,120,,,,,
player,201912150car,sea,LockTy00,rec_td,1,,,,,
player,201912150car,sea,LockTy00,rec_long,44,,,,,
player,201912150car,sea,LockTy00,fumbles,0,,,,,
player,201912150car,sea,LockTy00,fumbles_lost,0,,,,,
player,201912150car,sea,MetcDK00,pass_cmp,0,,,,,
player,201912150car,sea,MetcDK00,pass_att,0,,,,,
player,201912150car,sea,MetcDK00,pass_yds,0,,,,,
player,201912150car,sea,MetcDK00,pass_td,0,,,,,
player,201912150car,sea,MetcDK00,pass_int,0,,,,,
player,201912150car,sea,MetcDK00,pass_sacked,0,,,,,
player,201912150car,sea,MetcDK00,pass_sacked_yds,0,,,,,
player,201912150car,sea,MetcDK00,pass_long,0,,,,,
player,201912150car,sea,MetcDK00,pass_rating,,,,,,
player,201912150car,sea,MetcDK00,rush_att,0,,,,,
player,201912150car,sea,MetcDK00,rush_yds,0,,,,,
player,201912150car,sea,MetcDK00,rush_td,0,,,,,
player,201912150car,sea,MetcDK00,rush_long,0,,,,,
player,201912150car,sea,MetcDK00,targets,4,,,,,
player,201912150car,sea,MetcDK00,rec,2,,,,,
player,201912150car,sea,MetcDK00,rec_yds,36,,,,,
player,201912150car,sea,MetcDK00,rec_td,1,,,,,
player,201912150car,sea,MetcDK00,rec_long,19,,,,,
player,201912150car,sea,MetcDK00,fumbles,0,,,,,
player,201912150car,sea,MetcDK00,fumbles_lost,0,,,,,
player,201912150car,sea,TurnMa00,pass_cmp,0,,,,,
player,201912150car,sea,TurnMa00,pass_att,0,,,,,
player,201912150car,sea,TurnMa00,pass_yds,0,,,,,
player,201912150car,sea,TurnMa00,pass_td,0,,,,,
player,201912150car,sea,TurnMa00,pass_int,0,,,,,
player,201912150car,sea,TurnMa00,pass_sacked,0,,,,,
player,201912150car,sea,TurnMa00,pass_sacked_yds,0,,,,,
player,201912150car,sea,TurnMa00,pass_long,0,,,,,
player,201912150car,sea,TurnMa00,pass_rating,,,,,,
player,201912150car,sea,TurnMa00,rush_att,0,,,,,
player,201912150car,sea,TurnMa00,rush_yds,0,,,,,
player,201912150car,sea,TurnMa00,rush_td,0,,,,,
player,201912150car,sea,TurnMa00,rush_long,0,,,,,
player,201912150car,sea,TurnMa00,targets,3,,,,,
player,201912150car,sea,TurnMa00,rec,3,,,,,
player,201912150car,sea,TurnMa00,rec_yds,26,,,,,
player,201912150car,sea,TurnMa00,rec_td,0,,,,,
player,201912150car,sea,TurnMa00,rec_long,15,,,,,
player,201912150car,sea,TurnMa00,fumbles,0,,,,,
player,201912150car,sea,TurnMa00,fumbles_lost,0,,,,,
player,201912150car,sea,HollJa03,pass_cmp,0,,,,,
player,201912150car,sea,HollJa03,pass_att,0,,,,,
player,201912150car,sea,HollJa03,pass_yds,0,,,,,
player,201912150car,sea,HollJa03,pass_td,0,,,,,
player,201912150car,sea,HollJa03,pass_int,0,,,,,
player,201912150car,sea,HollJa03,pass_sacked,0,,,,,
player,201912150car,sea,HollJa03,pass_sacked_yds,0,,,,,
player,201912150car,sea,HollJa03,pass_long,0,,,,,
player,201912150car,sea,HollJa03,pass_rating,,,,,,
player,201912150car,sea,HollJa03,rush_att,0,,,,,
player,201912150car,sea,HollJa03,rush_yds,0,,,,,
player,201912150car,sea,HollJa03,rush_td,0,,,,,
player,201912150car,sea,HollJa03,rush_long,0,,,,,
player,201912150car,sea,HollJa03,targets,3,,,,,
player,201912150car,sea,HollJa03,rec,3,,,,,
