game,2019,16,20191222,201912220sea,crd,"Arizona Cardinals",27,sea,"Seattle Seahawks",13
team,201912220sea,crd,First Downs,21,,,,,,
team,201912220sea,sea,First Downs,13,,,,,,
team,201912220sea,crd,Rush-Yds-TDs,40-253-2,,,,,,
team,201912220sea,sea,Rush-Yds-TDs,20-91-0,,,,,,
team,201912220sea,crd,Cmp-Att-Yd-TD-INT,15-27-167-1-0,,,,,,
team,201912220sea,sea,Cmp-Att-Yd-TD-INT,16-31-169-1-0,,,,,,
team,201912220sea,crd,Sacked-Yards,2-8,,,,,,
team,201912220sea,sea,Sacked-Yards,5-36,,,,,,
team,201912220sea,crd,Net Pass Yards,159,,,,,,
team,201912220sea,sea,Net Pass Yards,133,,,,,,
team,201912220sea,crd,Total Yards,412,,,,,,
team,201912220sea,sea,Total Yards,224,,,,,,
team,201912220sea,crd,Fumbles-Lost,0-0,,,,,,
team,201912220sea,sea,Fumbles-Lost,2-1,,,,,,
team,201912220sea,crd,Turnovers,0,,,,,,
team,201912220sea,sea,Turnovers,1,,,,,,
team,201912220sea,crd,Penalties-Yards,5-47,,,,,,
team,201912220sea,sea,Penalties-Yards,7-55,,,,,,
team,201912220sea,crd,Third Down Conv.,5-15,,,,,,
team,201912220sea,sea,Third Down Conv.,1-12,,,,,,
team,201912220sea,crd,Fourth Down Conv.,1-1,,,,,,
team,201912220sea,sea,Fourth Down Conv.,0-1,,,,,,
team,201912220sea,crd,Time of Possession,34:53,,,,,,
team,201912220sea,sea,Time of Possession,25:07,,,,,,
player,201912220sea,crd,MurrKy00,pass_cmp,11,,,,,
player,201912220sea,crd,MurrKy00,pass_att,18,,,,,
player,201912220sea,crd,MurrKy00,pass_yds,118,,,,,
player,201912220sea,crd,MurrKy00,pass_td,1,,,,,
player,201912220sea,crd,MurrKy00,pass_int,0,,,,,
player,201912220sea,crd,MurrKy00,pass_sacked,1,,,,,
player,201912220sea,crd,MurrKy00,pass_sacked_yds,1,,,,,
player,201912220sea,crd,MurrKy00,pass_long,21,,,,,
player,201912220sea,crd,MurrKy00,pass_rating,98.8,,,,,
player,201912220sea,crd,MurrKy00,rush_att,6,,,,,
player,201912220sea,crd,MurrKy00,rush_yds,40,,,,,
player,201912220sea,crd,MurrKy00,rush_td,0,,,,,
player,201912220sea,crd,MurrKy00,rush_long,17,,,,,
player,201912220sea,crd,MurrKy00,targets,0,,,,,
player,201912220sea,crd,MurrKy00,rec,0,,,,,
player,201912220sea,crd,MurrKy00,rec_yds,0,,,,,
player,201912220sea,crd,MurrKy00,rec_td,0,,,,,
player,201912220sea,crd,MurrKy00,rec_long,0,,,,,
player,201912220sea,crd,MurrKy00,fumbles,0,,,,,
player,201912220sea,crd,MurrKy00,fumbles_lost,0,,,,,
player,201912220sea,crd,HundBr00,pass_cmp,4,,,,,
player,201912220sea,crd,HundBr00,pass_att,9,,,,,
player,201912220sea,crd,HundBr00,pass_yds,49,,,,,
player,201912220sea,crd,HundBr00,pass_td,0,,,,,
player,201912220sea,crd,HundBr00,pass_int,0,,,,,
player,201912220sea,crd,HundBr00,pass_sacked,1,,,,,
player,201912220sea,crd,HundBr00,pass_sacked_yds,7,,,,,
player,201912220sea,crd,HundBr00,pass_long,28,,,,,
player,201912220sea,crd,HundBr00,pass_rating,61.8,,,,,
player,201912220sea,crd,HundBr00,rush_att,6,,,,,
player,201912220sea,crd,HundBr00,rush_yds,35,,,,,
player,201912220sea,crd,HundBr00,rush_td,0,,,,,
player,201912220sea,crd,HundBr00,rush_long,14,,,,,
player,201912220sea,crd,HundBr00,targets,0,,,,,
player,201912220sea,crd,HundBr00,rec,0,,,,,
player,201912220sea,crd,HundBr00,rec_yds,0,,,,,
player,201912220sea,crd,HundBr00,rec_td,0,,,,,
player,201912220sea,crd,HundBr00,rec_long,0,,,,,
player,201912220sea,crd,HundBr00,fumbles,0,,,,,
player,201912220sea,crd,HundBr00,fumbles_lost,0,,,,,
player,201912220sea,crd,DrakKe00,pass_cmp,0,,,,,
player,201912220sea,crd,DrakKe00,pass_att,0,,,,,
player,201912220sea,crd,DrakKe00,pass_yds,0,,,,,
player,201912220sea,crd,DrakKe00,pass_td,0,,,,,
player,201912220sea,crd,DrakKe00,pass_int,0,,,,,
player,201912220sea,crd,DrakKe00,pass_sacked,0,,,,,
player,201912220sea,crd,DrakKe00,pass_sacked_yds,0,,,,,
player,201912220sea,crd,DrakKe00,pass_long,0,,,,,
player,201912220sea,crd,DrakKe00,pass_rating,,,,,,
player,201912220sea,crd,DrakKe00,rush_att,24,,,,,
player,201912220sea,crd,DrakKe00,rush_yds,166,,,,,
player,201912220sea,crd,DrakKe00,rush_td,2,,,,,
player,201912220sea,crd,DrakKe00,rush_long,80,,,,,
player,201912220sea,crd,DrakKe00,targets,4,,,,,
player,201912220sea,crd,DrakKe00,rec,3,,,,,
player,201912220sea,crd,DrakKe00,rec_yds,18,,,,,
player,201912220sea,crd,DrakKe00,rec_td,0,,,,,
player,201912220sea,crd,DrakKe00,rec_long,9,,,,,
player,201912220sea,crd,DrakKe00,fumbles,0,,,,,
player,201912220sea,crd,DrakKe00,fumbles_lost,0,,,,,
player,201912220sea,crd,KirkCh01,pass_cmp,0,,,,,
player,201912220sea,crd,KirkCh01,pass_att,0,,,,,
player,201912220sea,crd,KirkCh01,pass_yds,0,,,,,
player,201912220sea,crd,KirkCh01,pass_td,0,,,,,
player,201912220sea,crd,KirkCh01,pass_int,0,,,,,
player,201912220sea,crd,KirkCh01,pass_sacked,0,,,,,
player,201912220sea,crd,KirkCh01,pass_sacked_yds,0,,,,,
player,201912220sea,crd,KirkCh01,pass_long,0,,,,,
player,201912220sea,crd,KirkCh01,pass_rating,,,,,,
player,201912220sea,crd,KirkCh01,rush_att,2,,,,,
player,201912220sea,crd,KirkCh01,rush_yds,9,,,,,
player,201912220sea,crd,KirkCh01,rush_td,0,,,,,
player,201912220sea,crd,KirkCh01,rush_long,8,,,,,
player,201912220sea,crd,KirkCh01,targets,5,,,,,
player,201912220sea,crd,KirkCh01,rec,0,,,,,
player,201912220sea,crd,KirkCh01,rec_yds,0,,,,,
player,201912220sea,crd,KirkCh01,rec_td,0,,,,,
player,201912220sea,crd,KirkCh01,rec_long,0,,,,,
player,201912220sea,crd,KirkCh01,fumbles,0,,,,,
player,201912220sea,crd,KirkCh01,fumbles_lost,0,,,,,
player,201912220sea,crd,JohnDa08,pass_cmp,0,,,,,
player,201912220sea,crd,JohnDa08,pass_att,0,,,,,
player,201912220sea,crd,JohnDa08,pass_yds,0,,,,,
player,201912220sea,crd,JohnDa08,pass_td,0,,,,,
player,201912220sea,crd,JohnDa08,pass_int,0,,,,,
player,201912220sea,crd,JohnDa08,pass_sacked,0,,,,,
player,201912220sea,crd,JohnDa08,pass_sacked_yds,0,,,,,
player,201912220sea,crd,JohnDa08,pass_long,0,,,,,
player,201912220sea,crd,JohnDa08,pass_rating,,,,,,
player,201912220sea,crd,JohnDa08,rush_att,2,,,,,
player,201912220sea,crd,JohnDa08,rush_yds,3,,,,,
player,201912220sea,crd,JohnDa08,rush_td,0,,,,,
player,201912220sea,crd,JohnDa08,rush_long,2,,,,,
player,201912220sea,crd,JohnDa08,targets,1,,,,,
player,201912220sea,crd,JohnDa08,rec,1,,,,,
player,201912220sea,crd,JohnDa08,rec_yds,4,,,,,
player,201912220sea,crd,JohnDa08,rec_td,0,,,,,
player,201912220sea,crd,JohnDa08,rec_long,4,,,,,
player,201912220sea,crd,JohnDa08,fumbles,0,,,,,
player,201912220sea,crd,JohnDa08,fumbles_lost,0,,,,,
player,201912220sea,crd,FitzLa00,pass_cmp,0,,,,,
player,201912220sea,crd,FitzLa00,pass_att,0,,,,,
player,201912220sea,crd,FitzLa00,pass_yds,0,,,,,
player,201912220sea,crd,FitzLa00,pass_td,0,,,,,
player,201912220sea,crd,FitzLa00,pass_int,0,,,,,
player,201912220sea,crd,FitzLa00,pass_sacked,0,,,,,
player,201912220sea,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201912220sea,crd,FitzLa00,pass_long,0,,,,,
player,201912220sea,crd,FitzLa00,pass_rating,,,,,,
player,201912220sea,crd,FitzLa00,rush_att,0,,,,,
player,201912220sea,crd,FitzLa00,rush_yds,0,,,,,
player,201912220sea,crd,FitzLa00,rush_td,0,,,,,
player,201912220sea,crd,FitzLa00,rush_long,0,,,,,
player,201912220sea,crd,FitzLa00,targets,7,,,,,
player,201912220sea,crd,FitzLa00,rec,4,,,,,
player,201912220sea,crd,FitzLa00,rec_yds,48,,,,,
player,201912220sea,crd,FitzLa00,rec_td,1,,,,,
player,201912220sea,crd,FitzLa00,rec_long,21,,,,,
player,201912220sea,crd,FitzLa00,fumbles,0,,,,,
player,201912220sea,crd,FitzLa00,fumbles_lost,0,,,,,
player,201912220sea,crd,WillMa04,pass_cmp,0,,,,,
player,201912220sea,crd,WillMa04,pass_att,0,,,,,
player,201912220sea,crd,WillMa04,pass_yds,0,,,,,
player,201912220sea,crd,WillMa04,pass_td,0,,,,,
player,201912220sea,crd,WillMa04,pass_int,0,,,,,
player,201912220sea,crd,WillMa04,pass_sacked,0,,,,,
player,201912220sea,crd,WillMa04,pass_sacked_yds,0,,,,,
player,201912220sea,crd,WillMa04,pass_long,0,,,,,
player,201912220sea,crd,WillMa04,pass_rating,,,,,,
player,201912220sea,crd,WillMa04,rush_att,0,,,,,
player,201912220sea,crd,WillMa04,rush_yds,0,,,,,
player,201912220sea,crd,WillMa04,rush_td,0,,,,,
player,201912220sea,crd,WillMa04,rush_long,0,,,,,
player,201912220sea,crd,WillMa04,targets,2,,,,,
player,201912220sea,crd,WillMa04,rec,2,,,,,
player,201912220sea,crd,WillMa04,rec_yds,36,,,,,
player,201912220sea,crd,WillMa04,rec_td,0,,,,,
player,201912220sea,crd,WillMa04,rec_long,28,,,,,
player,201912220sea,crd,WillMa04,fumbles,0,,,,,
player,201912220sea,crd,WillMa04,fumbles_lost,0,,,,,
player,201912220sea,crd,ArnoDa00,pass_cmp,0,,,,,
player,201912220sea,crd,ArnoDa00,pass_att,0,,,,,
player,201912220sea,crd,ArnoDa00,pass_yds,0,,,,,
player,201912220sea,crd,ArnoDa00,pass_td,0,,,,,
player,201912220sea,crd,ArnoDa00,pass_int,0,,,,,
player,201912220sea,crd,ArnoDa00,pass_sacked,0,,,,,
player,201912220sea,crd,ArnoDa00,pass_sacked_yds,0,,,,,
player,201912220sea,crd,ArnoDa00,pass_long,0,,,,,
player,201912220sea,crd,ArnoDa00,pass_rating,,,,,,
player,201912220sea,crd,ArnoDa00,rush_att,0,,,,,
player,201912220sea,crd,ArnoDa00,rush_yds,0,,,,,
player,201912220sea,crd,ArnoDa00,rush_td,0,,,,,
player,201912220sea,crd,ArnoDa00,rush_long,0,,,,,
player,201912220sea,crd,ArnoDa00,targets,3,,,,,
player,201912220sea,crd,ArnoDa00,rec,1,,,,,
player,201912220sea,crd,ArnoDa00,rec_yds,20,,,,,
player,201912220sea,crd,ArnoDa00,rec_td,0,,,,,
player,201912220sea,crd,ArnoDa00,rec_long,20,,,,,
player,201912220sea,crd,ArnoDa00,fumbles,0,,,,,
player,201912220sea,crd,ArnoDa00,fumbles_lost,0,,,,,
player,201912220sea,crd,ClayCh00,pass_cmp,0,,,,,
player,201912220sea,crd,ClayCh00,pass_att,0,,,,,
player,201912220sea,crd,ClayCh00,pass_yds,0,,,,,
player,201912220sea,crd,ClayCh00,pass_td,0,,,,,
player,201912220sea,crd,ClayCh00,pass_int,0,,,,,
player,201912220sea,crd,ClayCh00,pass_sacked,0,,,,,
player,201912220sea,crd,ClayCh00,pass_sacked_yds,0,,,,,
player,201912220sea,crd,ClayCh00,pass_long,0,,,,,
player,201912220sea,crd,ClayCh00,pass_rating,,,,,,
player,201912220sea,crd,ClayCh00,rush_att,0,,,,,
