game,2019,12,20191124,201911240cle,mia,"Miami Dolphins",24,cle,"Cleveland Browns",41
player,201911240cle,mia,LewiRy01,fumbles_rec_td,0,,,,,
player,201911240cle,mia,LewiRy01,fumbles_forced,0,,,,,
player,201911240cle,mia,GodcDa00,def_int,0,,,,,
player,201911240cle,mia,GodcDa00,def_int_yds,0,,,,,
player,201911240cle,mia,GodcDa00,def_int_td,0,,,,,
player,201911240cle,mia,GodcDa00,def_int_long,0,,,,,
player,201911240cle,mia,GodcDa00,pass_defended,0,,,,,
player,201911240cle,mia,GodcDa00,sacks,0.5,,,,,
player,201911240cle,mia,GodcDa00,tackles_combined,7,,,,,
player,201911240cle,mia,GodcDa00,tackles_solo,4,,,,,
player,201911240cle,mia,GodcDa00,tackles_assists,3,,,,,
player,201911240cle,mia,GodcDa00,tackles_loss,0,,,,,
player,201911240cle,mia,GodcDa00,qb_hits,1,,,,,
player,201911240cle,mia,GodcDa00,fumbles_rec,0,,,,,
player,201911240cle,mia,GodcDa00,fumbles_rec_yds,0,,,,,
player,201911240cle,mia,GodcDa00,fumbles_rec_td,0,,,,,
player,201911240cle,mia,GodcDa00,fumbles_forced,0,,,,,
player,201911240cle,mia,HarrCh03,def_int,0,,,,,
player,201911240cle,mia,HarrCh03,def_int_yds,0,,,,,
player,201911240cle,mia,HarrCh03,def_int_td,0,,,,,
player,201911240cle,mia,HarrCh03,def_int_long,0,,,,,
player,201911240cle,mia,HarrCh03,pass_defended,0,,,,,
player,201911240cle,mia,HarrCh03,sacks,0.5,,,,,
player,201911240cle,mia,HarrCh03,tackles_combined,3,,,,,
player,201911240cle,mia,HarrCh03,tackles_solo,1,,,,,
player,201911240cle,mia,HarrCh03,tackles_assists,2,,,,,
player,201911240cle,mia,HarrCh03,tackles_loss,0,,,,,
player,201911240cle,mia,HarrCh03,qb_hits,1,,,,,
player,201911240cle,mia,HarrCh03,fumbles_rec,0,,,,,
player,201911240cle,mia,HarrCh03,fumbles_rec_yds,0,,,,,
player,201911240cle,mia,HarrCh03,fumbles_rec_td,0,,,,,
player,201911240cle,mia,HarrCh03,fumbles_forced,0,,,,,
player,201911240cle,mia,BakeJe00,def_int,0,,,,,
player,201911240cle,mia,BakeJe00,def_int_yds,0,,,,,
player,201911240cle,mia,BakeJe00,def_int_td,0,,,,,
player,201911240cle,mia,BakeJe00,def_int_long,0,,,,,
player,201911240cle,mia,BakeJe00,pass_defended,0,,,,,
player,201911240cle,mia,BakeJe00,sacks,0.0,,,,,
player,201911240cle,mia,BakeJe00,tackles_combined,7,,,,,
player,201911240cle,mia,BakeJe00,tackles_solo,4,,,,,
player,201911240cle,mia,BakeJe00,tackles_assists,3,,,,,
player,201911240cle,mia,BakeJe00,tackles_loss,0,,,,,
player,201911240cle,mia,BakeJe00,qb_hits,0,,,,,
player,201911240cle,mia,BakeJe00,fumbles_rec,0,,,,,
player,201911240cle,mia,BakeJe00,fumbles_rec_yds,0,,,,,
player,201911240cle,mia,BakeJe00,fumbles_rec_td,0,,,,,
player,201911240cle,mia,BakeJe00,fumbles_forced,0,,,,,
player,201911240cle,mia,JenkJo00,def_int,0,,,,,
player,201911240cle,mia,JenkJo00,def_int_yds,0,,,,,
player,201911240cle,mia,JenkJo00,def_int_td,0,,,,,
player,201911240cle,mia,JenkJo00,def_int_long,0,,,,,
player,201911240cle,mia,JenkJo00,pass_defended,0,,,,,
player,201911240cle,mia,JenkJo00,sacks,0.0,,,,,
player,201911240cle,mia,JenkJo00,tackles_combined,7,,,,,
player,201911240cle,mia,JenkJo00,tackles_solo,4,,,,,
player,201911240cle,mia,JenkJo00,tackles_assists,3,,,,,
player,201911240cle,mia,JenkJo00,tackles_loss,0,,,,,
player,201911240cle,mia,JenkJo00,qb_hits,0,,,,,
player,201911240cle,mia,JenkJo00,fumbles_rec,0,,,,,
player,201911240cle,mia,JenkJo00,fumbles_rec_yds,0,,,,,
player,201911240cle,mia,JenkJo00,fumbles_rec_td,0,,,,,
player,201911240cle,mia,JenkJo00,fumbles_forced,0,,,,,
player,201911240cle,mia,ParkSt00,def_int,0,,,,,
player,201911240cle,mia,ParkSt00,def_int_yds,0,,,,,
player,201911240cle,mia,ParkSt00,def_int_td,0,,,,,
player,201911240cle,mia,ParkSt00,def_int_long,0,,,,,
player,201911240cle,mia,ParkSt00,pass_defended,0,,,,,
player,201911240cle,mia,ParkSt00,sacks,0.0,,,,,
player,201911240cle,mia,ParkSt00,tackles_combined,7,,,,,
player,201911240cle,mia,ParkSt00,tackles_solo,4,,,,,
player,201911240cle,mia,ParkSt00,tackles_assists,3,,,,,
player,201911240cle,mia,ParkSt00,tackles_loss,0,,,,,
player,201911240cle,mia,ParkSt00,qb_hits,0,,,,,
player,201911240cle,mia,ParkSt00,fumbles_rec,0,,,,,
player,201911240cle,mia,ParkSt00,fumbles_rec_yds,0,,,,,
player,201911240cle,mia,ParkSt00,fumbles_rec_td,0,,,,,
player,201911240cle,mia,ParkSt00,fumbles_forced,0,,,,,
player,201911240cle,mia,WilkCh00,def_int,0,,,,,
player,201911240cle,mia,WilkCh00,def_int_yds,0,,,,,
player,201911240cle,mia,WilkCh00,def_int_td,0,,,,,
player,201911240cle,mia,WilkCh00,def_int_long,0,,,,,
player,201911240cle,mia,WilkCh00,pass_defended,0,,,,,
player,201911240cle,mia,WilkCh00,sacks,0.0,,,,,
player,201911240cle,mia,WilkCh00,tackles_combined,6,,,,,
player,201911240cle,mia,WilkCh00,tackles_solo,4,,,,,
player,201911240cle,mia,WilkCh00,tackles_assists,2,,,,,
player,201911240cle,mia,WilkCh00,tackles_loss,0,,,,,
player,201911240cle,mia,WilkCh00,qb_hits,0,,,,,
player,201911240cle,mia,WilkCh00,fumbles_rec,0,,,,,
player,201911240cle,mia,WilkCh00,fumbles_rec_yds,0,,,,,
player,201911240cle,mia,WilkCh00,fumbles_rec_td,0,,,,,
player,201911240cle,mia,WilkCh00,fumbles_forced,0,,,,,
player,201911240cle,mia,BiegVi00,def_int,0,,,,,
player,201911240cle,mia,BiegVi00,def_int_yds,0,,,,,
player,201911240cle,mia,BiegVi00,def_int_td,0,,,,,
player,201911240cle,mia,BiegVi00,def_int_long,0,,,,,
player,201911240cle,mia,BiegVi00,pass_defended,0,,,,,
player,201911240cle,mia,BiegVi00,sacks,0.0,,,,,
player,201911240cle,mia,BiegVi00,tackles_combined,5,,,,,
player,201911240cle,mia,BiegVi00,tackles_solo,3,,,,,
player,201911240cle,mia,BiegVi00,tackles_assists,2,,,,,
player,201911240cle,mia,BiegVi00,tackles_loss,0,,,,,
player,201911240cle,mia,BiegVi00,qb_hits,0,,,,,
player,201911240cle,mia,BiegVi00,fumbles_rec,0,,,,,
player,201911240cle,mia,BiegVi00,fumbles_rec_yds,0,,,,,
player,201911240cle,mia,BiegVi00,fumbles_rec_td,0,,,,,
player,201911240cle,mia,BiegVi00,fumbles_forced,0,,,,,
player,201911240cle,mia,NeedNi00,def_int,0,,,,,
player,201911240cle,mia,NeedNi00,def_int_yds,0,,,,,
player,201911240cle,mia,NeedNi00,def_int_td,0,,,,,
player,201911240cle,mia,NeedNi00,def_int_long,0,,,,,
player,201911240cle,mia,NeedNi00,pass_defended,0,,,,,
player,201911240cle,mia,NeedNi00,sacks,0.0,,,,,
player,201911240cle,mia,NeedNi00,tackles_combined,4,,,,,
player,201911240cle,mia,NeedNi00,tackles_solo,3,,,,,
player,201911240cle,mia,NeedNi00,tackles_assists,1,,,,,
player,201911240cle,mia,NeedNi00,tackles_loss,0,,,,,
player,201911240cle,mia,NeedNi00,qb_hits,0,,,,,
player,201911240cle,mia,NeedNi00,fumbles_rec,0,,,,,
player,201911240cle,mia,NeedNi00,fumbles_rec_yds,0,,,,,
player,201911240cle,mia,NeedNi00,fumbles_rec_td,0,,,,,
player,201911240cle,mia,NeedNi00,fumbles_forced,0,,,,,
player,201911240cle,mia,WiltJo01,def_int,0,,,,,
player,201911240cle,mia,WiltJo01,def_int_yds,0,,,,,
player,201911240cle,mia,WiltJo01,def_int_td,0,,,,,
player,201911240cle,mia,WiltJo01,def_int_long,0,,,,,
player,201911240cle,mia,WiltJo01,pass_defended,0,,,,,
player,201911240cle,mia,WiltJo01,sacks,0.0,,,,,
player,201911240cle,mia,WiltJo01,tackles_combined,3,,,,,
player,201911240cle,mia,WiltJo01,tackles_solo,3,,,,,
player,201911240cle,mia,WiltJo01,tackles_assists,0,,,,,
player,201911240cle,mia,WiltJo01,tackles_loss,1,,,,,
player,201911240cle,mia,WiltJo01,qb_hits,0,,,,,
player,201911240cle,mia,WiltJo01,fumbles_rec,0,,,,,
player,201911240cle,mia,WiltJo01,fumbles_rec_yds,0,,,,,
player,201911240cle,mia,WiltJo01,fumbles_rec_td,0,,,,,
player,201911240cle,mia,WiltJo01,fumbles_forced,0,,,,,
player,201911240cle,mia,CrawKe02,def_int,0,,,,,
player,201911240cle,mia,CrawKe02,def_int_yds,0,,,,,
player,201911240cle,mia,CrawKe02,def_int_td,0,,,,,
player,201911240cle,mia,CrawKe02,def_int_long,0,,,,,
player,201911240cle,mia,CrawKe02,pass_defended,0,,,,,
player,201911240cle,mia,CrawKe02,sacks,0.0,,,,,
player,201911240cle,mia,CrawKe02,tackles_combined,2,,,,,
player,201911240cle,mia,CrawKe02,tackles_solo,2,,,,,
player,201911240cle,mia,CrawKe02,tackles_assists,0,,,,,
player,201911240cle,mia,CrawKe02,tackles_loss,0,,,,,
player,201911240cle,mia,CrawKe02,qb_hits,0,,,,,
player,201911240cle,mia,CrawKe02,fumbles_rec,0,,,,,
player,201911240cle,mia,CrawKe02,fumbles_rec_yds,0,,,,,
player,201911240cle,mia,CrawKe02,fumbles_rec_td,0,,,,,
player,201911240cle,mia,CrawKe02,fumbles_forced,0,,,,,
player,201911240cle,mia,MossAv00,def_int,0,,,,,
player,201911240cle,mia,MossAv00,def_int_yds,0,,,,,
player,201911240cle,mia,MossAv00,def_int_td,0,,,,,
player,201911240cle,mia,MossAv00,def_int_long,0,,,,,
player,201911240cle,mia,MossAv00,pass_defended,0,,,,,
player,201911240cle,mia,MossAv00,sacks,0.0,,,,,
player,201911240cle,mia,MossAv00,tackles_combined,2,,,,,
player,201911240cle,mia,MossAv00,tackles_solo,0,,,,,
player,201911240cle,mia,MossAv00,tackles_assists,2,,,,,
player,201911240cle,mia,MossAv00,tackles_loss,0,,,,,
player,201911240cle,mia,MossAv00,qb_hits,0,,,,,
player,201911240cle,mia,MossAv00,fumbles_rec,0,,,,,
player,201911240cle,mia,MossAv00,fumbles_rec_yds,0,,,,,
player,201911240cle,mia,MossAv00,fumbles_rec_td,0,,,,,
player,201911240cle,mia,MossAv00,fumbles_forced,0,,,,,
player,201911240cle,mia,ColbAd00,def_int,0,,,,,
player,201911240cle,mia,ColbAd00,def_int_yds,0,,,,,
player,201911240cle,mia,ColbAd00,def_int_td,0,,,,,
player,201911240cle,mia,ColbAd00,def_int_long,0,,,,,
player,201911240cle,mia,ColbAd00,pass_defended,0,,,,,
player,201911240cle,mia,ColbAd00,sacks,0.0,,,,,
player,201911240cle,mia,ColbAd00,tackles_combined,1,,,,,
player,201911240cle,mia,ColbAd00,tackles_solo,1,,,,,
player,201911240cle,mia,ColbAd00,tackles_assists,0,,,,,
player,201911240cle,mia,ColbAd00,tackles_loss,0,,,,,
player,201911240cle,mia,ColbAd00,qb_hits,0,,,,,
player,201911240cle,mia,ColbAd00,fumbles_rec,0,,,,,
player,201911240cle,mia,ColbAd00,fumbles_rec_yds,0,,,,,
player,201911240cle,mia,ColbAd00,fumbles_rec_td,0,,,,,
player,201911240cle,mia,ColbAd00,fumbles_forced,0,,,,,
player,201911240cle,mia,McMiRa02,def_int,0,,,,,
player,201911240cle,mia,McMiRa02,def_int_yds,0,,,,,
player,201911240cle,mia,McMiRa02,def_int_td,0,,,,,
player,201911240cle,mia,McMiRa02,def_int_long,0,,,,,
player,201911240cle,mia,McMiRa02,pass_defended,0,,,,,
player,201911240cle,mia,McMiRa02,sacks,0.0,,,,,
player,201911240cle,mia,McMiRa02,tackles_combined,1,,,,,
player,201911240cle,mia,McMiRa02,tackles_solo,1,,,,,
player,201911240cle,mia,McMiRa02,tackles_assists,0,,,,,
player,201911240cle,mia,McMiRa02,tackles_loss,1,,,,,
player,201911240cle,mia,McMiRa02,qb_hits,0,,,,,
player,201911240cle,mia,McMiRa02,fumbles_rec,0,,,,,
player,201911240cle,mia,McMiRa02,fumbles_rec_yds,0,,,,,
player,201911240cle,mia,McMiRa02,fumbles_rec_td,0,,,,,
player,201911240cle,mia,McMiRa02,fumbles_forced,0,,,,,
player,201911240cle,mia,RoweEr00,def_int,0,,,,,
player,201911240cle,mia,RoweEr00,def_int_yds,0,,,,,
player,201911240cle,mia,RoweEr00,def_int_td,0,,,,,
player,201911240cle,mia,RoweEr00,def_int_long,0,,,,,
player,201911240cle,mia,RoweEr00,pass_defended,0,,,,,
player,201911240cle,mia,RoweEr00,sacks,0.0,,,,,
player,201911240cle,mia,RoweEr00,tackles_combined,1,,,,,
player,201911240cle,mia,RoweEr00,tackles_solo,1,,,,,
player,201911240cle,mia,RoweEr00,tackles_assists,0,,,,,
player,201911240cle,mia,RoweEr00,tackles_loss,0,,,,,
player,201911240cle,mia,RoweEr00,qb_hits,0,,,,,
player,201911240cle,mia,RoweEr00,fumbles_rec,0,,,,,
player,201911240cle,mia,RoweEr00,fumbles_rec_yds,0,,,,,
player,201911240cle,mia,RoweEr00,fumbles_rec_td,0,,,,,
player,201911240cle,mia,RoweEr00,fumbles_forced,0,,,,,
player,201911240cle,mia,VanGAn00,def_int,0,,,,,
player,201911240cle,mia,VanGAn00,def_int_yds,0,,,,,
player,201911240cle,mia,VanGAn00,def_int_td,0,,,,,
player,201911240cle,mia,VanGAn00,def_int_long,0,,,,,
player,201911240cle,mia,VanGAn00,pass_defended,0,,,,,
player,201911240cle,mia,VanGAn00,sacks,0.0,,,,,
player,201911240cle,mia,VanGAn00,tackles_combined,1,,,,,
player,201911240cle,mia,VanGAn00,tackles_solo,0,,,,,
player,201911240cle,mia,VanGAn00,tackles_assists,1,,,,,
player,201911240cle,mia,VanGAn00,tackles_loss,0,,,,,
player,201911240cle,mia,VanGAn00,qb_hits,0,,,,,
player,201911240cle,mia,VanGAn00,fumbles_rec,0,,,,,
player,201911240cle,mia,VanGAn00,fumbles_rec_yds,0,,,,,
player,201911240cle,mia,VanGAn00,fumbles_rec_td,0,,,,,
player,201911240cle,mia,VanGAn00,fumbles_forced,0,,,,,
player,201911240cle,mia,FitzRy00,def_int,0,,,,,
player,201911240cle,mia,FitzRy00,def_int_yds,0,,,,,
player,201911240cle,mia,FitzRy00,def_int_td,0,,,,,
player,201911240cle,mia,FitzRy00,def_int_long,0,,,,,
player,201911240cle,mia,FitzRy00,pass_defended,0,,,,,
player,201911240cle,mia,FitzRy00,sacks,0.0,,,,,
player,201911240cle,mia,FitzRy00,tackles_combined,0,,,,,
player,201911240cle,mia,FitzRy00,tackles_solo,0,,,,,
player,201911240cle,mia,FitzRy00,tackles_assists,0,,,,,
player,201911240cle,mia,FitzRy00,tackles_loss,0,,,,,
player,201911240cle,mia,FitzRy00,qb_hits,0,,,,,
player,201911240cle,mia,FitzRy00,fumbles_rec,1,,,,,
player,201911240cle,mia,FitzRy00,fumbles_rec_yds,0,,,,,
player,201911240cle,mia,FitzRy00,fumbles_rec_td,0,,,,,
player,201911240cle,mia,FitzRy00,fumbles_forced,0,,,,,
player,201911240cle,cle,SchoJo00,def_int,2,,,,,
player,201911240cle,cle,SchoJo00,def_int_yds,4,,,,,
player,201911240cle,cle,SchoJo00,def_int_td,0,,,,,
player,201911240cle,cle,SchoJo00,def_int_long,2,,,,,
player,201911240cle,cle,SchoJo00,pass_defended,4,,,,,
player,201911240cle,cle,SchoJo00,sacks,0.0,,,,,
player,201911240cle,cle,SchoJo00,tackles_combined,5,,,,,
player,201911240cle,cle,SchoJo00,tackles_solo,3,,,,,
player,201911240cle,cle,SchoJo00,tackles_assists,2,,,,,
player,201911240cle,cle,SchoJo00,tackles_loss,0,,,,,
player,201911240cle,cle,SchoJo00,qb_hits,0,,,,,
player,201911240cle,cle,SchoJo00,fumbles_rec,0,,,,,
player,201911240cle,cle,SchoJo00,fumbles_rec_yds,0,,,,,
player,201911240cle,cle,SchoJo00,fumbles_rec_td,0,,,,,
player,201911240cle,cle,SchoJo00,fumbles_forced,0,,,,,
player,201911240cle,cle,RichSh00,def_int,0,,,,,
player,201911240cle,cle,RichSh00,def_int_yds,0,,,,,
player,201911240cle,cle,RichSh00,def_int_td,0,,,,,
player,201911240cle,cle,RichSh00,def_int_long,0,,,,,
player,201911240cle,cle,RichSh00,pass_defended,1,,,,,
player,201911240cle,cle,RichSh00,sacks,2.0,,,,,
player,201911240cle,cle,RichSh00,tackles_combined,5,,,,,
player,201911240cle,cle,RichSh00,tackles_solo,4,,,,,
player,201911240cle,cle,RichSh00,tackles_assists,1,,,,,
player,201911240cle,cle,RichSh00,tackles_loss,1,,,,,
player,201911240cle,cle,RichSh00,qb_hits,2,,,,,
player,201911240cle,cle,RichSh00,fumbles_rec,0,,,,,
player,201911240cle,cle,RichSh00,fumbles_rec_yds,0,,,,,
player,201911240cle,cle,RichSh00,fumbles_rec_td,0,,,,,
player,201911240cle,cle,RichSh00,fumbles_forced,1,,,,,
player,201911240cle,cle,CarrTr00,def_int,0,,,,,
player,201911240cle,cle,CarrTr00,def_int_yds,0,,,,,
player,201911240cle,cle,CarrTr00,def_int_td,0,,,,,
player,201911240cle,cle,CarrTr00,def_int_long,0,,,,,
player,201911240cle,cle,CarrTr00,pass_defended,0,,,,,
player,201911240cle,cle,CarrTr00,sacks,1.0,,,,,
player,201911240cle,cle,CarrTr00,tackles_combined,4,,,,,
player,201911240cle,cle,CarrTr00,tackles_solo,4,,,,,
player,201911240cle,cle,CarrTr00,tackles_assists,0,,,,,
player,201911240cle,cle,CarrTr00,tackles_loss,1,,,,,
player,201911240cle,cle,CarrTr00,qb_hits,2,,,,,
player,201911240cle,cle,CarrTr00,fumbles_rec,0,,,,,
player,201911240cle,cle,CarrTr00,fumbles_rec_yds,0,,,,,
player,201911240cle,cle,CarrTr00,fumbles_rec_td,0,,,,,
player,201911240cle,cle,CarrTr00,fumbles_forced,0,,,,,
player,201911240cle,cle,GustPo01,def_int,0,,,,,
player,201911240cle,cle,GustPo01,def_int_yds,0,,,,,
player,201911240cle,cle,GustPo01,def_int_td,0,,,,,
player,201911240cle,cle,GustPo01,def_int_long,0,,,,,
player,201911240cle,cle,GustPo01,pass_defended,0,,,,,
player,201911240cle,cle,GustPo01,sacks,1.0,,,,,
player,201911240cle,cle,GustPo01,tackles_combined,1,,,,,
player,201911240cle,cle,GustPo01,tackles_solo,1,,,,,
player,201911240cle,cle,GustPo01,tackles_assists,0,,,,,
player,201911240cle,cle,GustPo01,tackles_loss,1,,,,,
player,201911240cle,cle,GustPo01,qb_hits,1,,,,,
player,201911240cle,cle,GustPo01,fumbles_rec,0,,,,,
player,201911240cle,cle,GustPo01,fumbles_rec_yds,0,,,,,
player,201911240cle,cle,GustPo01,fumbles_rec_td,0,,,,,
player,201911240cle,cle,GustPo01,fumbles_forced,0,,,,,
player,201911240cle,cle,RandDa00,def_int,0,,,,,
player,201911240cle,cle,RandDa00,def_int_yds,0,,,,,
player,201911240cle,cle,RandDa00,def_int_td,0,,,,,
player,201911240cle,cle,RandDa00,def_int_long,0,,,,,
player,201911240cle,cle,RandDa00,pass_defended,0,,,,,
player,201911240cle,cle,RandDa00,sacks,0.0,,,,,
player,201911240cle,cle,RandDa00,tackles_combined,6,,,,,
player,201911240cle,cle,RandDa00,tackles_solo,5,,,,,
player,201911240cle,cle,RandDa00,tackles_assists,1,,,,,
player,201911240cle,cle,RandDa00,tackles_loss,0,,,,,
player,201911240cle,cle,RandDa00,qb_hits,0,,,,,
player,201911240cle,cle,RandDa00,fumbles_rec,0,,,,,
player,201911240cle,cle,RandDa00,fumbles_rec_yds,0,,,,,
player,201911240cle,cle,RandDa00,fumbles_rec_td,0,,,,,
player,201911240cle,cle,RandDa00,fumbles_forced,0,,,,,
player,201911240cle,cle,ThomCh06,def_int,0,,,,,
player,201911240cle,cle,ThomCh06,def_int_yds,0,,,,,
player,201911240cle,cle,ThomCh06,def_int_td,0,,,,,
player,201911240cle,cle,ThomCh06,def_int_long,0,,,,,
player,201911240cle,cle,ThomCh06,pass_defended,0,,,,,
player,201911240cle,cle,ThomCh06,sacks,0.0,,,,,
player,201911240cle,cle,ThomCh06,tackles_combined,5,,,,,
player,201911240cle,cle,ThomCh06,tackles_solo,5,,,,,
player,201911240cle,cle,ThomCh06,tackles_assists,0,,,,,
player,201911240cle,cle,ThomCh06,tackles_loss,2,,,,,
player,201911240cle,cle,ThomCh06,qb_hits,0,,,,,
player,201911240cle,cle,ThomCh06,fumbles_rec,0,,,,,
player,201911240cle,cle,ThomCh06,fumbles_rec_yds,0,,,,,
player,201911240cle,cle,ThomCh06,fumbles_rec_td,0,,,,,
player,201911240cle,cle,ThomCh06,fumbles_forced,0,,,,,
player,201911240cle,cle,CoxxBr01,def_int,0,,,,,
player,201911240cle,cle,CoxxBr01,def_int_yds,0,,,,,
player,201911240cle,cle,CoxxBr01,def_int_td,0,,,,,
player,201911240cle,cle,CoxxBr01,def_int_long,0,,,,,
player,201911240cle,cle,CoxxBr01,pass_defended,0,,,,,
player,201911240cle,cle,CoxxBr01,sacks,0.0,,,,,
player,201911240cle,cle,CoxxBr01,tackles_combined,3,,,,,
player,201911240cle,cle,CoxxBr01,tackles_solo,3,,,,,
player,201911240cle,cle,CoxxBr01,tackles_assists,0,,,,,
player,201911240cle,cle,CoxxBr01,tackles_loss,1,,,,,
player,201911240cle,cle,CoxxBr01,qb_hits,1,,,,,
player,201911240cle,cle,CoxxBr01,fumbles_rec,0,,,,,
player,201911240cle,cle,CoxxBr01,fumbles_rec_yds,0,,,,,
player,201911240cle,cle,CoxxBr01,fumbles_rec_td,0,,,,,
player,201911240cle,cle,CoxxBr01,fumbles_forced,0,,,,,
player,201911240cle,cle,RedwSh00,def_int,0,,,,,
player,201911240cle,cle,RedwSh00,def_int_yds,0,,,,,
player,201911240cle,cle,RedwSh00,def_int_td,0,,,,,
player,201911240cle,cle,RedwSh00,def_int_long,0,,,,,
player,201911240cle,cle,RedwSh00,pass_defended,0,,,,,
player,201911240cle,cle,RedwSh00,sacks,0.0,,,,,
player,201911240cle,cle,RedwSh00,tackles_combined,3,,,,,
player,201911240cle,cle,RedwSh00,tackles_solo,2,,,,,
player,201911240cle,cle,RedwSh00,tackles_assists,1,,,,,
player,201911240cle,cle,RedwSh00,tackles_loss,0,,,,,
player,201911240cle,cle,RedwSh00,qb_hits,0,,,,,
player,201911240cle,cle,RedwSh00,fumbles_rec,0,,,,,
player,201911240cle,cle,RedwSh00,fumbles_rec_yds,0,,,,,
player,201911240cle,cle,RedwSh00,fumbles_rec_td,0,,,,,
player,201911240cle,cle,RedwSh00,fumbles_forced,0,,,,,
player,201911240cle,cle,WardDe02,def_int,0,,,,,
player,201911240cle,cle,WardDe02,def_int_yds,0,,,,,
player,201911240cle,cle,WardDe02,def_int_td,0,,,,,
player,201911240cle,cle,WardDe02,def_int_long,0,,,,,
player,201911240cle,cle,WardDe02,pass_defended,1,,,,,
player,201911240cle,cle,WardDe02,sacks,0.0,,,,,
player,201911240cle,cle,WardDe02,tackles_combined,3,,,,,
player,201911240cle,cle,WardDe02,tackles_solo,3,,,,,
player,201911240cle,cle,WardDe02,tackles_assists,0,,,,,
player,201911240cle,cle,WardDe02,tackles_loss,1,,,,,
player,201911240cle,cle,WardDe02,qb_hits,0,,,,,
player,201911240cle,cle,WardDe02,fumbles_rec,0,,,,,
player,201911240cle,cle,WardDe02,fumbles_rec_yds,0,,,,,
player,201911240cle,cle,WardDe02,fumbles_rec_td,0,,,,,
player,201911240cle,cle,WardDe02,fumbles_forced,0,,,,,
player,201911240cle,cle,WilsMa03,def_int,0,,,,,
player,201911240cle,cle,WilsMa03,def_int_yds,0,,,,,
player,201911240cle,cle,WilsMa03,def_int_td,0,,,,,
player,201911240cle,cle,WilsMa03,def_int_long,0,,,,,
player,201911240cle,cle,WilsMa03,pass_defended,0,,,,,
player,201911240cle,cle,WilsMa03,sacks,0.0,,,,,
player,201911240cle,cle,WilsMa03,tackles_combined,3,,,,,
player,201911240cle,cle,WilsMa03,tackles_solo,3,,,,,
player,201911240cle,cle,WilsMa03,tackles_assists,0,,,,,
player,201911240cle,cle,WilsMa03,tackles_loss,0,,,,,
player,201911240cle,cle,WilsMa03,qb_hits,0,,,,,
player,201911240cle,cle,WilsMa03,fumbles_rec,0,,,,,
player,201911240cle,cle,WilsMa03,fumbles_rec_yds,0,,,,,
player,201911240cle,cle,WilsMa03,fumbles_rec_td,0,,,,,
player,201911240cle,cle,WilsMa03,fumbles_forced,0,,,,,
player,201911240cle,cle,BurrJu00,def_int,0,,,,,
player,201911240cle,cle,BurrJu00,def_int_yds,0,,,,,
player,201911240cle,cle,BurrJu00,def_int_td,0,,,,,
player,201911240cle,cle,BurrJu00,def_int_long,0,,,,,
player,201911240cle,cle,BurrJu00,pass_defended,2,,,,,
player,201911240cle,cle,BurrJu00,sacks,0.0,,,,,
player,201911240cle,cle,BurrJu00,tackles_combined,2,,,,,
player,201911240cle,cle,BurrJu00,tackles_solo,1,,,,,
player,201911240cle,cle,BurrJu00,tackles_assists,1,,,,,
player,201911240cle,cle,BurrJu00,tackles_loss,0,,,,,
player,201911240cle,cle,BurrJu00,qb_hits,0,,,,,
player,201911240cle,cle,BurrJu00,fumbles_rec,0,,,,,
player,201911240cle,cle,BurrJu00,fumbles_rec_yds,0,,,,,
player,201911240cle,cle,BurrJu00,fumbles_rec_td,0,,,,,
player,201911240cle,cle,BurrJu00,fumbles_forced,0,,,,,
player,201911240cle,cle,MitcTe00,def_int,0,,,,,
player,201911240cle,cle,MitcTe00,def_int_yds,0,,,,,
player,201911240cle,cle,MitcTe00,def_int_td,0,,,,,
player,201911240cle,cle,MitcTe00,def_int_long,0,,,,,
player,201911240cle,cle,MitcTe00,pass_defended,0,,,,,
player,201911240cle,cle,MitcTe00,sacks,0.0,,,,,
player,201911240cle,cle,MitcTe00,tackles_combined,2,,,,,
player,201911240cle,cle,MitcTe00,tackles_solo,2,,,,,
player,201911240cle,cle,MitcTe00,tackles_assists,0,,,,,
player,201911240cle,cle,MitcTe00,tackles_loss,0,,,,,
player,201911240cle,cle,MitcTe00,qb_hits,0,,,,,
player,201911240cle,cle,MitcTe00,fumbles_rec,0,,,,,
player,201911240cle,cle,MitcTe00,fumbles_rec_yds,0,,,,,
player,201911240cle,cle,MitcTe00,fumbles_rec_td,0,,,,,
player,201911240cle,cle,MitcTe00,fumbles_forced,0,,,,,
player,201911240cle,cle,TakiSi00,def_int,0,,,,,
player,201911240cle,cle,TakiSi00,def_int_yds,0,,,,,
player,201911240cle,cle,TakiSi00,def_int_td,0,,,,,
player,201911240cle,cle,TakiSi00,def_int_long,0,,,,,
player,201911240cle,cle,TakiSi00,pass_defended,0,,,,,
player,201911240cle,cle,TakiSi00,sacks,0.0,,,,,
player,201911240cle,cle,TakiSi00,tackles_combined,2,,,,,
player,201911240cle,cle,TakiSi00,tackles_solo,1,,,,,
player,201911240cle,cle,TakiSi00,tackles_assists,1,,,,,
player,201911240cle,cle,TakiSi00,tackles_loss,0,,,,,
player,201911240cle,cle,TakiSi00,qb_hits,0,,,,,
player,201911240cle,cle,TakiSi00,fumbles_rec,0,,,,,
player,201911240cle,cle,TakiSi00,fumbles_rec_yds,0,,,,,
player,201911240cle,cle,TakiSi00,fumbles_rec_td,0,,,,,
