game,2019,4,20190929,201909290htx,car,"Carolina Panthers",16,htx,"Houston Texans",10
team,201909290htx,car,First Downs,19,,,,,,
team,201909290htx,htx,First Downs,18,,,,,,
team,201909290htx,car,Rush-Yds-TDs,28-94-1,,,,,,
team,201909290htx,htx,Rush-Yds-TDs,22-136-1,,,,,,
team,201909290htx,car,Cmp-Att-Yd-TD-INT,24-34-232-0-0,,,,,,
team,201909290htx,htx,Cmp-Att-Yd-TD-INT,21-34-160-0-1,,,,,,
team,201909290htx,car,Sacked-Yards,3-29,,,,,,
team,201909290htx,htx,Sacked-Yards,6-32,,,,,,
team,201909290htx,car,Net Pass Yards,203,,,,,,
team,201909290htx,htx,Net Pass Yards,128,,,,,,
team,201909290htx,car,Total Yards,297,,,,,,
team,201909290htx,htx,Total Yards,264,,,,,,
team,201909290htx,car,Fumbles-Lost,3-3,,,,,,
team,201909290htx,htx,Fumbles-Lost,1-1,,,,,,
team,201909290htx,car,Turnovers,3,,,,,,
team,201909290htx,htx,Turnovers,2,,,,,,
team,201909290htx,car,Penalties-Yards,6-35,,,,,,
team,201909290htx,htx,Penalties-Yards,7-81,,,,,,
team,201909290htx,car,Third Down Conv.,7-14,,,,,,
team,201909290htx,htx,Third Down Conv.,4-11,,,,,,
team,201909290htx,car,Fourth Down Conv.,0-0,,,,,,
team,201909290htx,htx,Fourth Down Conv.,0-0,,,,,,
team,201909290htx,car,Time of Possession,30:38,,,,,,
team,201909290htx,htx,Time of Possession,29:22,,,,,,
player,201909290htx,car,AlleKy00,pass_cmp,24,,,,,
player,201909290htx,car,AlleKy00,pass_att,34,,,,,
player,201909290htx,car,AlleKy00,pass_yds,232,,,,,
player,201909290htx,car,AlleKy00,pass_td,0,,,,,
player,201909290htx,car,AlleKy00,pass_int,0,,,,,
player,201909290htx,car,AlleKy00,pass_sacked,3,,,,,
player,201909290htx,car,AlleKy00,pass_sacked_yds,29,,,,,
player,201909290htx,car,AlleKy00,pass_long,27,,,,,
player,201909290htx,car,AlleKy00,pass_rating,89.3,,,,,
player,201909290htx,car,AlleKy00,rush_att,0,,,,,
player,201909290htx,car,AlleKy00,rush_yds,0,,,,,
player,201909290htx,car,AlleKy00,rush_td,0,,,,,
player,201909290htx,car,AlleKy00,rush_long,0,,,,,
player,201909290htx,car,AlleKy00,targets,0,,,,,
player,201909290htx,car,AlleKy00,rec,0,,,,,
player,201909290htx,car,AlleKy00,rec_yds,0,,,,,
player,201909290htx,car,AlleKy00,rec_td,0,,,,,
player,201909290htx,car,AlleKy00,rec_long,0,,,,,
player,201909290htx,car,AlleKy00,fumbles,3,,,,,
player,201909290htx,car,AlleKy00,fumbles_lost,3,,,,,
player,201909290htx,car,McCaCh01,pass_cmp,0,,,,,
player,201909290htx,car,McCaCh01,pass_att,0,,,,,
player,201909290htx,car,McCaCh01,pass_yds,0,,,,,
player,201909290htx,car,McCaCh01,pass_td,0,,,,,
player,201909290htx,car,McCaCh01,pass_int,0,,,,,
player,201909290htx,car,McCaCh01,pass_sacked,0,,,,,
player,201909290htx,car,McCaCh01,pass_sacked_yds,0,,,,,
player,201909290htx,car,McCaCh01,pass_long,0,,,,,
player,201909290htx,car,McCaCh01,pass_rating,,,,,,
player,201909290htx,car,McCaCh01,rush_att,27,,,,,
player,201909290htx,car,McCaCh01,rush_yds,93,,,,,
player,201909290htx,car,McCaCh01,rush_td,1,,,,,
player,201909290htx,car,McCaCh01,rush_long,13,,,,,
player,201909290htx,car,McCaCh01,targets,10,,,,,
player,201909290htx,car,McCaCh01,rec,10,,,,,
player,201909290htx,car,McCaCh01,rec_yds,86,,,,,
player,201909290htx,car,McCaCh01,rec_td,0,,,,,
player,201909290htx,car,McCaCh01,rec_long,21,,,,,
player,201909290htx,car,McCaCh01,fumbles,0,,,,,
player,201909290htx,car,McCaCh01,fumbles_lost,0,,,,,
player,201909290htx,car,SamuCu00,pass_cmp,0,,,,,
player,201909290htx,car,SamuCu00,pass_att,0,,,,,
player,201909290htx,car,SamuCu00,pass_yds,0,,,,,
player,201909290htx,car,SamuCu00,pass_td,0,,,,,
player,201909290htx,car,SamuCu00,pass_int,0,,,,,
player,201909290htx,car,SamuCu00,pass_sacked,0,,,,,
player,201909290htx,car,SamuCu00,pass_sacked_yds,0,,,,,
player,201909290htx,car,SamuCu00,pass_long,0,,,,,
player,201909290htx,car,SamuCu00,pass_rating,,,,,,
player,201909290htx,car,SamuCu00,rush_att,1,,,,,
player,201909290htx,car,SamuCu00,rush_yds,1,,,,,
player,201909290htx,car,SamuCu00,rush_td,0,,,,,
player,201909290htx,car,SamuCu00,rush_long,1,,,,,
player,201909290htx,car,SamuCu00,targets,7,,,,,
player,201909290htx,car,SamuCu00,rec,3,,,,,
player,201909290htx,car,SamuCu00,rec_yds,32,,,,,
player,201909290htx,car,SamuCu00,rec_td,0,,,,,
player,201909290htx,car,SamuCu00,rec_long,12,,,,,
player,201909290htx,car,SamuCu00,fumbles,0,,,,,
player,201909290htx,car,SamuCu00,fumbles_lost,0,,,,,
player,201909290htx,car,WrigJa02,pass_cmp,0,,,,,
player,201909290htx,car,WrigJa02,pass_att,0,,,,,
player,201909290htx,car,WrigJa02,pass_yds,0,,,,,
player,201909290htx,car,WrigJa02,pass_td,0,,,,,
player,201909290htx,car,WrigJa02,pass_int,0,,,,,
player,201909290htx,car,WrigJa02,pass_sacked,0,,,,,
player,201909290htx,car,WrigJa02,pass_sacked_yds,0,,,,,
player,201909290htx,car,WrigJa02,pass_long,0,,,,,
player,201909290htx,car,WrigJa02,pass_rating,,,,,,
player,201909290htx,car,WrigJa02,rush_att,0,,,,,
player,201909290htx,car,WrigJa02,rush_yds,0,,,,,
player,201909290htx,car,WrigJa02,rush_td,0,,,,,
player,201909290htx,car,WrigJa02,rush_long,0,,,,,
player,201909290htx,car,WrigJa02,targets,6,,,,,
player,201909290htx,car,WrigJa02,rec,5,,,,,
player,201909290htx,car,WrigJa02,rec_yds,59,,,,,
player,201909290htx,car,WrigJa02,rec_td,0,,,,,
player,201909290htx,car,WrigJa02,rec_long,27,,,,,
player,201909290htx,car,WrigJa02,fumbles,0,,,,,
player,201909290htx,car,WrigJa02,fumbles_lost,0,,,,,
player,201909290htx,car,MoorD.00,pass_cmp,0,,,,,
player,201909290htx,car,MoorD.00,pass_att,0,,,,,
player,201909290htx,car,MoorD.00,pass_yds,0,,,,,
player,201909290htx,car,MoorD.00,pass_td,0,,,,,
player,201909290htx,car,MoorD.00,pass_int,0,,,,,
player,201909290htx,car,MoorD.00,pass_sacked,0,,,,,
player,201909290htx,car,MoorD.00,pass_sacked_yds,0,,,,,
player,201909290htx,car,MoorD.00,pass_long,0,,,,,
player,201909290htx,car,MoorD.00,pass_rating,,,,,,
player,201909290htx,car,MoorD.00,rush_att,0,,,,,
player,201909290htx,car,MoorD.00,rush_yds,0,,,,,
player,201909290htx,car,MoorD.00,rush_td,0,,,,,
player,201909290htx,car,MoorD.00,rush_long,0,,,,,
player,201909290htx,car,MoorD.00,targets,5,,,,,
player,201909290htx,car,MoorD.00,rec,3,,,,,
player,201909290htx,car,MoorD.00,rec_yds,44,,,,,
player,201909290htx,car,MoorD.00,rec_td,0,,,,,
player,201909290htx,car,MoorD.00,rec_long,16,,,,,
player,201909290htx,car,MoorD.00,fumbles,0,,,,,
player,201909290htx,car,MoorD.00,fumbles_lost,0,,,,,
player,201909290htx,car,HogaCh00,pass_cmp,0,,,,,
player,201909290htx,car,HogaCh00,pass_att,0,,,,,
player,201909290htx,car,HogaCh00,pass_yds,0,,,,,
player,201909290htx,car,HogaCh00,pass_td,0,,,,,
player,201909290htx,car,HogaCh00,pass_int,0,,,,,
player,201909290htx,car,HogaCh00,pass_sacked,0,,,,,
player,201909290htx,car,HogaCh00,pass_sacked_yds,0,,,,,
player,201909290htx,car,HogaCh00,pass_long,0,,,,,
player,201909290htx,car,HogaCh00,pass_rating,,,,,,
player,201909290htx,car,HogaCh00,rush_att,0,,,,,
player,201909290htx,car,HogaCh00,rush_yds,0,,,,,
player,201909290htx,car,HogaCh00,rush_td,0,,,,,
player,201909290htx,car,HogaCh00,rush_long,0,,,,,
player,201909290htx,car,HogaCh00,targets,1,,,,,
player,201909290htx,car,HogaCh00,rec,1,,,,,
player,201909290htx,car,HogaCh00,rec_yds,6,,,,,
player,201909290htx,car,HogaCh00,rec_td,0,,,,,
player,201909290htx,car,HogaCh00,rec_long,6,,,,,
player,201909290htx,car,HogaCh00,fumbles,0,,,,,
player,201909290htx,car,HogaCh00,fumbles_lost,0,,,,,
player,201909290htx,car,OlseGr00,pass_cmp,0,,,,,
player,201909290htx,car,OlseGr00,pass_att,0,,,,,
player,201909290htx,car,OlseGr00,pass_yds,0,,,,,
player,201909290htx,car,OlseGr00,pass_td,0,,,,,
player,201909290htx,car,OlseGr00,pass_int,0,,,,,
player,201909290htx,car,OlseGr00,pass_sacked,0,,,,,
player,201909290htx,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201909290htx,car,OlseGr00,pass_long,0,,,,,
player,201909290htx,car,OlseGr00,pass_rating,,,,,,
player,201909290htx,car,OlseGr00,rush_att,0,,,,,
player,201909290htx,car,OlseGr00,rush_yds,0,,,,,
player,201909290htx,car,OlseGr00,rush_td,0,,,,,
player,201909290htx,car,OlseGr00,rush_long,0,,,,,
player,201909290htx,car,OlseGr00,targets,4,,,,,
player,201909290htx,car,OlseGr00,rec,2,,,,,
player,201909290htx,car,OlseGr00,rec_yds,5,,,,,
player,201909290htx,car,OlseGr00,rec_td,0,,,,,
player,201909290htx,car,OlseGr00,rec_long,3,,,,,
player,201909290htx,car,OlseGr00,fumbles,0,,,,,
player,201909290htx,car,OlseGr00,fumbles_lost,0,,,,,
player,201909290htx,htx,WatsDe00,pass_cmp,21,,,,,
player,201909290htx,htx,WatsDe00,pass_att,33,,,,,
player,201909290htx,htx,WatsDe00,pass_yds,160,,,,,
player,201909290htx,htx,WatsDe00,pass_td,0,,,,,
player,201909290htx,htx,WatsDe00,pass_int,0,,,,,
player,201909290htx,htx,WatsDe00,pass_sacked,6,,,,,
player,201909290htx,htx,WatsDe00,pass_sacked_yds,32,,,,,
player,201909290htx,htx,WatsDe00,pass_long,14,,,,,
player,201909290htx,htx,WatsDe00,pass_rating,75.3,,,,,
player,201909290htx,htx,WatsDe00,rush_att,3,,,,,
player,201909290htx,htx,WatsDe00,rush_yds,12,,,,,
player,201909290htx,htx,WatsDe00,rush_td,1,,,,,
player,201909290htx,htx,WatsDe00,rush_long,10,,,,,
player,201909290htx,htx,WatsDe00,targets,0,,,,,
player,201909290htx,htx,WatsDe00,rec,0,,,,,
player,201909290htx,htx,WatsDe00,rec_yds,0,,,,,
player,201909290htx,htx,WatsDe00,rec_td,0,,,,,
player,201909290htx,htx,WatsDe00,rec_long,0,,,,,
player,201909290htx,htx,WatsDe00,fumbles,1,,,,,
player,201909290htx,htx,WatsDe00,fumbles_lost,1,,,,,
player,201909290htx,htx,HopkDe00,pass_cmp,0,,,,,
player,201909290htx,htx,HopkDe00,pass_att,1,,,,,
player,201909290htx,htx,HopkDe00,pass_yds,0,,,,,
player,201909290htx,htx,HopkDe00,pass_td,0,,,,,
player,201909290htx,htx,HopkDe00,pass_int,1,,,,,
player,201909290htx,htx,HopkDe00,pass_sacked,0,,,,,
player,201909290htx,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201909290htx,htx,HopkDe00,pass_long,0,,,,,
player,201909290htx,htx,HopkDe00,pass_rating,0.0,,,,,
player,201909290htx,htx,HopkDe00,rush_att,0,,,,,
player,201909290htx,htx,HopkDe00,rush_yds,0,,,,,
player,201909290htx,htx,HopkDe00,rush_td,0,,,,,
player,201909290htx,htx,HopkDe00,rush_long,0,,,,,
player,201909290htx,htx,HopkDe00,targets,8,,,,,
player,201909290htx,htx,HopkDe00,rec,5,,,,,
player,201909290htx,htx,HopkDe00,rec_yds,41,,,,,
player,201909290htx,htx,HopkDe00,rec_td,0,,,,,
player,201909290htx,htx,HopkDe00,rec_long,14,,,,,
player,201909290htx,htx,HopkDe00,fumbles,0,,,,,
player,201909290htx,htx,HopkDe00,fumbles_lost,0,,,,,
player,201909290htx,htx,HydeCa00,pass_cmp,0,,,,,
player,201909290htx,htx,HydeCa00,pass_att,0,,,,,
player,201909290htx,htx,HydeCa00,pass_yds,0,,,,,
player,201909290htx,htx,HydeCa00,pass_td,0,,,,,
player,201909290htx,htx,HydeCa00,pass_int,0,,,,,
player,201909290htx,htx,HydeCa00,pass_sacked,0,,,,,
player,201909290htx,htx,HydeCa00,pass_sacked_yds,0,,,,,
player,201909290htx,htx,HydeCa00,pass_long,0,,,,,
player,201909290htx,htx,HydeCa00,pass_rating,,,,,,
player,201909290htx,htx,HydeCa00,rush_att,12,,,,,
player,201909290htx,htx,HydeCa00,rush_yds,58,,,,,
player,201909290htx,htx,HydeCa00,rush_td,0,,,,,
player,201909290htx,htx,HydeCa00,rush_long,25,,,,,
player,201909290htx,htx,HydeCa00,targets,5,,,,,
player,201909290htx,htx,HydeCa00,rec,4,,,,,
player,201909290htx,htx,HydeCa00,rec_yds,6,,,,,
player,201909290htx,htx,HydeCa00,rec_td,0,,,,,
player,201909290htx,htx,HydeCa00,rec_long,6,,,,,
player,201909290htx,htx,HydeCa00,fumbles,0,,,,,
player,201909290htx,htx,HydeCa00,fumbles_lost,0,,,,,
player,201909290htx,htx,JohnDu00,pass_cmp,0,,,,,
player,201909290htx,htx,JohnDu00,pass_att,0,,,,,
player,201909290htx,htx,JohnDu00,pass_yds,0,,,,,
player,201909290htx,htx,JohnDu00,pass_td,0,,,,,
player,201909290htx,htx,JohnDu00,pass_int,0,,,,,
player,201909290htx,htx,JohnDu00,pass_sacked,0,,,,,
player,201909290htx,htx,JohnDu00,pass_sacked_yds,0,,,,,
player,201909290htx,htx,JohnDu00,pass_long,0,,,,,
player,201909290htx,htx,JohnDu00,pass_rating,,,,,,
player,201909290htx,htx,JohnDu00,rush_att,6,,,,,
player,201909290htx,htx,JohnDu00,rush_yds,56,,,,,
player,201909290htx,htx,JohnDu00,rush_td,0,,,,,
player,201909290htx,htx,JohnDu00,rush_long,40,,,,,
player,201909290htx,htx,JohnDu00,targets,3,,,,,
player,201909290htx,htx,JohnDu00,rec,2,,,,,
player,201909290htx,htx,JohnDu00,rec_yds,22,,,,,
player,201909290htx,htx,JohnDu00,rec_td,0,,,,,
player,201909290htx,htx,JohnDu00,rec_long,12,,,,,
player,201909290htx,htx,JohnDu00,fumbles,0,,,,,
player,201909290htx,htx,JohnDu00,fumbles_lost,0,,,,,
player,201909290htx,htx,CoutKe00,pass_cmp,0,,,,,
player,201909290htx,htx,CoutKe00,pass_att,0,,,,,
player,201909290htx,htx,CoutKe00,pass_yds,0,,,,,
player,201909290htx,htx,CoutKe00,pass_td,0,,,,,
player,201909290htx,htx,CoutKe00,pass_int,0,,,,,
player,201909290htx,htx,CoutKe00,pass_sacked,0,,,,,
player,201909290htx,htx,CoutKe00,pass_sacked_yds,0,,,,,
player,201909290htx,htx,CoutKe00,pass_long,0,,,,,
player,201909290htx,htx,CoutKe00,pass_rating,,,,,,
player,201909290htx,htx,CoutKe00,rush_att,1,,,,,
player,201909290htx,htx,CoutKe00,rush_yds,10,,,,,
player,201909290htx,htx,CoutKe00,rush_td,0,,,,,
player,201909290htx,htx,CoutKe00,rush_long,10,,,,,
player,201909290htx,htx,CoutKe00,targets,3,,,,,
player,201909290htx,htx,CoutKe00,rec,1,,,,,
player,201909290htx,htx,CoutKe00,rec_yds,11,,,,,
player,201909290htx,htx,CoutKe00,rec_td,0,,,,,
player,201909290htx,htx,CoutKe00,rec_long,11,,,,,
player,201909290htx,htx,CoutKe00,fumbles,0,,,,,
player,201909290htx,htx,CoutKe00,fumbles_lost,0,,,,,
player,201909290htx,htx,StilKe00,pass_cmp,0,,,,,
player,201909290htx,htx,StilKe00,pass_att,0,,,,,
player,201909290htx,htx,StilKe00,pass_yds,0,,,,,
player,201909290htx,htx,StilKe00,pass_td,0,,,,,
player,201909290htx,htx,StilKe00,pass_int,0,,,,,
player,201909290htx,htx,StilKe00,pass_sacked,0,,,,,
player,201909290htx,htx,StilKe00,pass_sacked_yds,0,,,,,
player,201909290htx,htx,StilKe00,pass_long,0,,,,,
player,201909290htx,htx,StilKe00,pass_rating,,,,,,
player,201909290htx,htx,StilKe00,rush_att,0,,,,,
player,201909290htx,htx,StilKe00,rush_yds,0,,,,,
player,201909290htx,htx,StilKe00,rush_td,0,,,,,
player,201909290htx,htx,StilKe00,rush_long,0,,,,,
player,201909290htx,htx,StilKe00,targets,2,,,,,
player,201909290htx,htx,StilKe00,rec,2,,,,,
player,201909290htx,htx,StilKe00,rec_yds,24,,,,,
