game,2019,13,20191201,201912010crd,ram,"Los Angeles Rams",34,crd,"Arizona Cardinals",7
team,201912010crd,ram,First Downs,27,,,,,,
team,201912010crd,crd,First Downs,13,,,,,,
team,201912010crd,ram,Rush-Yds-TDs,30-132-1,,,,,,
team,201912010crd,crd,Rush-Yds-TDs,21-74-1,,,,,,
team,201912010crd,ram,Cmp-Att-Yd-TD-INT,33-45-427-2-0,,,,,,
team,201912010crd,crd,Cmp-Att-Yd-TD-INT,19-34-163-0-1,,,,,,
team,201912010crd,ram,Sacked-Yards,1-10,,,,,,
team,201912010crd,crd,Sacked-Yards,6-39,,,,,,
team,201912010crd,ram,Net Pass Yards,417,,,,,,
team,201912010crd,crd,Net Pass Yards,124,,,,,,
team,201912010crd,ram,Total Yards,549,,,,,,
team,201912010crd,crd,Total Yards,198,,,,,,
team,201912010crd,ram,Fumbles-Lost,0-0,,,,,,
team,201912010crd,crd,Fumbles-Lost,0-0,,,,,,
team,201912010crd,ram,Turnovers,0,,,,,,
team,201912010crd,crd,Turnovers,1,,,,,,
team,201912010crd,ram,Penalties-Yards,8-81,,,,,,
team,201912010crd,crd,Penalties-Yards,2-7,,,,,,
team,201912010crd,ram,Third Down Conv.,8-15,,,,,,
team,201912010crd,crd,Third Down Conv.,2-13,,,,,,
team,201912010crd,ram,Fourth Down Conv.,0-1,,,,,,
team,201912010crd,crd,Fourth Down Conv.,2-4,,,,,,
team,201912010crd,ram,Time of Possession,34:37,,,,,,
team,201912010crd,crd,Time of Possession,25:23,,,,,,
player,201912010crd,ram,GoffJa00,pass_cmp,32,,,,,
player,201912010crd,ram,GoffJa00,pass_att,43,,,,,
player,201912010crd,ram,GoffJa00,pass_yds,424,,,,,
player,201912010crd,ram,GoffJa00,pass_td,2,,,,,
player,201912010crd,ram,GoffJa00,pass_int,0,,,,,
player,201912010crd,ram,GoffJa00,pass_sacked,1,,,,,
player,201912010crd,ram,GoffJa00,pass_sacked_yds,10,,,,,
player,201912010crd,ram,GoffJa00,pass_long,48,,,,,
player,201912010crd,ram,GoffJa00,pass_rating,120.7,,,,,
player,201912010crd,ram,GoffJa00,rush_att,0,,,,,
player,201912010crd,ram,GoffJa00,rush_yds,0,,,,,
player,201912010crd,ram,GoffJa00,rush_td,0,,,,,
player,201912010crd,ram,GoffJa00,rush_long,0,,,,,
player,201912010crd,ram,GoffJa00,targets,0,,,,,
player,201912010crd,ram,GoffJa00,rec,0,,,,,
player,201912010crd,ram,GoffJa00,rec_yds,0,,,,,
player,201912010crd,ram,GoffJa00,rec_td,0,,,,,
player,201912010crd,ram,GoffJa00,rec_long,0,,,,,
player,201912010crd,ram,GoffJa00,fumbles,0,,,,,
player,201912010crd,ram,GoffJa00,fumbles_lost,0,,,,,
player,201912010crd,ram,BortBl00,pass_cmp,1,,,,,
player,201912010crd,ram,BortBl00,pass_att,2,,,,,
player,201912010crd,ram,BortBl00,pass_yds,3,,,,,
player,201912010crd,ram,BortBl00,pass_td,0,,,,,
player,201912010crd,ram,BortBl00,pass_int,0,,,,,
player,201912010crd,ram,BortBl00,pass_sacked,0,,,,,
player,201912010crd,ram,BortBl00,pass_sacked_yds,0,,,,,
player,201912010crd,ram,BortBl00,pass_long,3,,,,,
player,201912010crd,ram,BortBl00,pass_rating,56.2,,,,,
player,201912010crd,ram,BortBl00,rush_att,1,,,,,
player,201912010crd,ram,BortBl00,rush_yds,-10,,,,,
player,201912010crd,ram,BortBl00,rush_td,0,,,,,
player,201912010crd,ram,BortBl00,rush_long,-10,,,,,
player,201912010crd,ram,BortBl00,targets,0,,,,,
player,201912010crd,ram,BortBl00,rec,0,,,,,
player,201912010crd,ram,BortBl00,rec_yds,0,,,,,
player,201912010crd,ram,BortBl00,rec_td,0,,,,,
player,201912010crd,ram,BortBl00,rec_long,0,,,,,
player,201912010crd,ram,BortBl00,fumbles,0,,,,,
player,201912010crd,ram,BortBl00,fumbles_lost,0,,,,,
player,201912010crd,ram,GurlTo01,pass_cmp,0,,,,,
player,201912010crd,ram,GurlTo01,pass_att,0,,,,,
player,201912010crd,ram,GurlTo01,pass_yds,0,,,,,
player,201912010crd,ram,GurlTo01,pass_td,0,,,,,
player,201912010crd,ram,GurlTo01,pass_int,0,,,,,
player,201912010crd,ram,GurlTo01,pass_sacked,0,,,,,
player,201912010crd,ram,GurlTo01,pass_sacked_yds,0,,,,,
player,201912010crd,ram,GurlTo01,pass_long,0,,,,,
player,201912010crd,ram,GurlTo01,pass_rating,,,,,,
player,201912010crd,ram,GurlTo01,rush_att,19,,,,,
