game,2019,6,20191014,201910140gnb,det,"Detroit Lions",22,gnb,"Green Bay Packers",23
team,201910140gnb,det,First Downs,13,,,,,,
team,201910140gnb,gnb,First Downs,22,,,,,,
team,201910140gnb,det,Rush-Yds-TDs,20-56-1,,,,,,
team,201910140gnb,gnb,Rush-Yds-TDs,29-170-0,,,,,,
team,201910140gnb,det,Cmp-Att-Yd-TD-INT,18-32-265-0-0,,,,,,
team,201910140gnb,gnb,Cmp-Att-Yd-TD-INT,24-39-283-2-1,,,,,,
team,201910140gnb,det,Sacked-Yards,3-22,,,,,,
team,201910140gnb,gnb,Sacked-Yards,1-6,,,,,,
team,201910140gnb,det,Net Pass Yards,243,,,,,,
team,201910140gnb,gnb,Net Pass Yards,277,,,,,,
team,201910140gnb,det,Total Yards,299,,,,,,
team,201910140gnb,gnb,Total Yards,447,,,,,,
team,201910140gnb,det,Fumbles-Lost,1-0,,,,,,
team,201910140gnb,gnb,Fumbles-Lost,2-2,,,,,,
team,201910140gnb,det,Turnovers,0,,,,,,
team,201910140gnb,gnb,Turnovers,3,,,,,,
team,201910140gnb,det,Penalties-Yards,8-50,,,,,,
team,201910140gnb,gnb,Penalties-Yards,6-48,,,,,,
team,201910140gnb,det,Third Down Conv.,3-13,,,,,,
team,201910140gnb,gnb,Third Down Conv.,4-12,,,,,,
team,201910140gnb,det,Fourth Down Conv.,1-1,,,,,,
team,201910140gnb,gnb,Fourth Down Conv.,0-0,,,,,,
team,201910140gnb,det,Time of Possession,26:56,,,,,,
team,201910140gnb,gnb,Time of Possession,33:04,,,,,,
player,201910140gnb,det,StafMa00,pass_cmp,18,,,,,
player,201910140gnb,det,StafMa00,pass_att,32,,,,,
player,201910140gnb,det,StafMa00,pass_yds,265,,,,,
player,201910140gnb,det,StafMa00,pass_td,0,,,,,
player,201910140gnb,det,StafMa00,pass_int,0,,,,,
player,201910140gnb,det,StafMa00,pass_sacked,3,,,,,
player,201910140gnb,det,StafMa00,pass_sacked_yds,22,,,,,
player,201910140gnb,det,StafMa00,pass_long,66,,,,,
player,201910140gnb,det,StafMa00,pass_rating,83.5,,,,,
player,201910140gnb,det,StafMa00,rush_att,3,,,,,
player,201910140gnb,det,StafMa00,rush_yds,9,,,,,
player,201910140gnb,det,StafMa00,rush_td,0,,,,,
player,201910140gnb,det,StafMa00,rush_long,10,,,,,
player,201910140gnb,det,StafMa00,targets,0,,,,,
player,201910140gnb,det,StafMa00,rec,0,,,,,
player,201910140gnb,det,StafMa00,rec_yds,0,,,,,
player,201910140gnb,det,StafMa00,rec_td,0,,,,,
player,201910140gnb,det,StafMa00,rec_long,0,,,,,
player,201910140gnb,det,StafMa00,fumbles,1,,,,,
player,201910140gnb,det,StafMa00,fumbles_lost,0,,,,,
player,201910140gnb,det,JohnKe06,pass_cmp,0,,,,,
player,201910140gnb,det,JohnKe06,pass_att,0,,,,,
player,201910140gnb,det,JohnKe06,pass_yds,0,,,,,
player,201910140gnb,det,JohnKe06,pass_td,0,,,,,
player,201910140gnb,det,JohnKe06,pass_int,0,,,,,
player,201910140gnb,det,JohnKe06,pass_sacked,0,,,,,
