game,2019,13,20191128,201911280det,chi,"Chicago Bears",24,det,"Detroit Lions",20
team,201911280det,chi,First Downs,22,,,,,,
team,201911280det,det,First Downs,19,,,,,,
team,201911280det,chi,Rush-Yds-TDs,23-88-0,,,,,,
team,201911280det,det,Rush-Yds-TDs,27-105-0,,,,,,
team,201911280det,chi,Cmp-Att-Yd-TD-INT,29-38-338-3-1,,,,,,
team,201911280det,det,Cmp-Att-Yd-TD-INT,22-38-280-2-1,,,,,,
team,201911280det,chi,Sacked-Yards,1-7,,,,,,
team,201911280det,det,Sacked-Yards,2-21,,,,,,
team,201911280det,chi,Net Pass Yards,331,,,,,,
team,201911280det,det,Net Pass Yards,259,,,,,,
team,201911280det,chi,Total Yards,419,,,,,,
team,201911280det,det,Total Yards,364,,,,,,
team,201911280det,chi,Fumbles-Lost,0-0,,,,,,
team,201911280det,det,Fumbles-Lost,0-0,,,,,,
team,201911280det,chi,Turnovers,1,,,,,,
team,201911280det,det,Turnovers,1,,,,,,
team,201911280det,chi,Penalties-Yards,10-89,,,,,,
team,201911280det,det,Penalties-Yards,9-85,,,,,,
team,201911280det,chi,Third Down Conv.,5-10,,,,,,
team,201911280det,det,Third Down Conv.,8-16,,,,,,
team,201911280det,chi,Fourth Down Conv.,0-1,,,,,,
team,201911280det,det,Fourth Down Conv.,0-1,,,,,,
team,201911280det,chi,Time of Possession,30:50,,,,,,
team,201911280det,det,Time of Possession,29:10,,,,,,
player,201911280det,chi,TrubMi00,pass_cmp,29,,,,,
player,201911280det,chi,TrubMi00,pass_att,38,,,,,
player,201911280det,chi,TrubMi00,pass_yds,338,,,,,
player,201911280det,chi,TrubMi00,pass_td,3,,,,,
player,201911280det,chi,TrubMi00,pass_int,1,,,,,
player,201911280det,chi,TrubMi00,pass_sacked,1,,,,,
player,201911280det,chi,TrubMi00,pass_sacked_yds,7,,,,,
player,201911280det,chi,TrubMi00,pass_long,35,,,,,
player,201911280det,chi,TrubMi00,pass_rating,118.1,,,,,
player,201911280det,chi,TrubMi00,rush_att,4,,,,,
player,201911280det,chi,TrubMi00,rush_yds,4,,,,,
player,201911280det,chi,TrubMi00,rush_td,0,,,,,
player,201911280det,chi,TrubMi00,rush_long,2,,,,,
player,201911280det,chi,TrubMi00,targets,0,,,,,
player,201911280det,chi,TrubMi00,rec,0,,,,,
player,201911280det,chi,TrubMi00,rec_yds,0,,,,,
player,201911280det,chi,TrubMi00,rec_td,0,,,,,
player,201911280det,chi,TrubMi00,rec_long,0,,,,,
player,201911280det,chi,TrubMi00,fumbles,0,,,,,
player,201911280det,chi,TrubMi00,fumbles_lost,0,,,,,
player,201911280det,chi,MontDa01,pass_cmp,0,,,,,
player,201911280det,chi,MontDa01,pass_att,0,,,,,
player,201911280det,chi,MontDa01,pass_yds,0,,,,,
player,201911280det,chi,MontDa01,pass_td,0,,,,,
player,201911280det,chi,MontDa01,pass_int,0,,,,,
player,201911280det,chi,MontDa01,pass_sacked,0,,,,,
player,201911280det,chi,MontDa01,pass_sacked_yds,0,,,,,
player,201911280det,chi,MontDa01,pass_long,0,,,,,
player,201911280det,chi,MontDa01,pass_rating,,,,,,
player,201911280det,chi,MontDa01,rush_att,16,,,,,
player,201911280det,chi,MontDa01,rush_yds,75,,,,,
player,201911280det,chi,MontDa01,rush_td,0,,,,,
player,201911280det,chi,MontDa01,rush_long,14,,,,,
player,201911280det,chi,MontDa01,targets,2,,,,,
player,201911280det,chi,MontDa01,rec,2,,,,,
player,201911280det,chi,MontDa01,rec_yds,12,,,,,
player,201911280det,chi,MontDa01,rec_td,1,,,,,
player,201911280det,chi,MontDa01,rec_long,9,,,,,
player,201911280det,chi,MontDa01,fumbles,0,,,,,
player,201911280det,chi,MontDa01,fumbles_lost,0,,,,,
player,201911280det,chi,CoheTa00,pass_cmp,0,,,,,
player,201911280det,chi,CoheTa00,pass_att,0,,,,,
player,201911280det,chi,CoheTa00,pass_yds,0,,,,,
player,201911280det,chi,CoheTa00,pass_td,0,,,,,
player,201911280det,chi,CoheTa00,pass_int,0,,,,,
player,201911280det,chi,CoheTa00,pass_sacked,0,,,,,
player,201911280det,chi,CoheTa00,pass_sacked_yds,0,,,,,
player,201911280det,chi,CoheTa00,pass_long,0,,,,,
player,201911280det,chi,CoheTa00,pass_rating,,,,,,
player,201911280det,chi,CoheTa00,rush_att,3,,,,,
player,201911280det,chi,CoheTa00,rush_yds,9,,,,,
player,201911280det,chi,CoheTa00,rush_td,0,,,,,
player,201911280det,chi,CoheTa00,rush_long,5,,,,,
player,201911280det,chi,CoheTa00,targets,4,,,,,
player,201911280det,chi,CoheTa00,rec,4,,,,,
player,201911280det,chi,CoheTa00,rec_yds,26,,,,,
player,201911280det,chi,CoheTa00,rec_td,0,,,,,
player,201911280det,chi,CoheTa00,rec_long,9,,,,,
player,201911280det,chi,CoheTa00,fumbles,0,,,,,
player,201911280det,chi,CoheTa00,fumbles_lost,0,,,,,
player,201911280det,chi,MillAn02,pass_cmp,0,,,,,
player,201911280det,chi,MillAn02,pass_att,0,,,,,
player,201911280det,chi,MillAn02,pass_yds,0,,,,,
player,201911280det,chi,MillAn02,pass_td,0,,,,,
player,201911280det,chi,MillAn02,pass_int,0,,,,,
player,201911280det,chi,MillAn02,pass_sacked,0,,,,,
player,201911280det,chi,MillAn02,pass_sacked_yds,0,,,,,
player,201911280det,chi,MillAn02,pass_long,0,,,,,
player,201911280det,chi,MillAn02,pass_rating,,,,,,
player,201911280det,chi,MillAn02,rush_att,0,,,,,
player,201911280det,chi,MillAn02,rush_yds,0,,,,,
player,201911280det,chi,MillAn02,rush_td,0,,,,,
player,201911280det,chi,MillAn02,rush_long,0,,,,,
player,201911280det,chi,MillAn02,targets,13,,,,,
player,201911280det,chi,MillAn02,rec,9,,,,,
player,201911280det,chi,MillAn02,rec_yds,140,,,,,
player,201911280det,chi,MillAn02,rec_td,0,,,,,
player,201911280det,chi,MillAn02,rec_long,35,,,,,
player,201911280det,chi,MillAn02,fumbles,0,,,,,
player,201911280det,chi,MillAn02,fumbles_lost,0,,,,,
player,201911280det,chi,RobiAl02,pass_cmp,0,,,,,
player,201911280det,chi,RobiAl02,pass_att,0,,,,,
player,201911280det,chi,RobiAl02,pass_yds,0,,,,,
player,201911280det,chi,RobiAl02,pass_td,0,,,,,
player,201911280det,chi,RobiAl02,pass_int,0,,,,,
player,201911280det,chi,RobiAl02,pass_sacked,0,,,,,
player,201911280det,chi,RobiAl02,pass_sacked_yds,0,,,,,
player,201911280det,chi,RobiAl02,pass_long,0,,,,,
player,201911280det,chi,RobiAl02,pass_rating,,,,,,
player,201911280det,chi,RobiAl02,rush_att,0,,,,,
player,201911280det,chi,RobiAl02,rush_yds,0,,,,,
player,201911280det,chi,RobiAl02,rush_td,0,,,,,
player,201911280det,chi,RobiAl02,rush_long,0,,,,,
player,201911280det,chi,RobiAl02,targets,12,,,,,
player,201911280det,chi,RobiAl02,rec,8,,,,,
player,201911280det,chi,RobiAl02,rec_yds,86,,,,,
player,201911280det,chi,RobiAl02,rec_td,1,,,,,
player,201911280det,chi,RobiAl02,rec_long,16,,,,,
player,201911280det,chi,RobiAl02,fumbles,0,,,,,
player,201911280det,chi,RobiAl02,fumbles_lost,0,,,,,
player,201911280det,chi,WimsJa00,pass_cmp,0,,,,,
player,201911280det,chi,WimsJa00,pass_att,0,,,,,
player,201911280det,chi,WimsJa00,pass_yds,0,,,,,
player,201911280det,chi,WimsJa00,pass_td,0,,,,,
player,201911280det,chi,WimsJa00,pass_int,0,,,,,
player,201911280det,chi,WimsJa00,pass_sacked,0,,,,,
player,201911280det,chi,WimsJa00,pass_sacked_yds,0,,,,,
player,201911280det,chi,WimsJa00,pass_long,0,,,,,
player,201911280det,chi,WimsJa00,pass_rating,,,,,,
player,201911280det,chi,WimsJa00,rush_att,0,,,,,
player,201911280det,chi,WimsJa00,rush_yds,0,,,,,
player,201911280det,chi,WimsJa00,rush_td,0,,,,,
player,201911280det,chi,WimsJa00,rush_long,0,,,,,
player,201911280det,chi,WimsJa00,targets,6,,,,,
player,201911280det,chi,WimsJa00,rec,5,,,,,
player,201911280det,chi,WimsJa00,rec_yds,56,,,,,
player,201911280det,chi,WimsJa00,rec_td,0,,,,,
player,201911280det,chi,WimsJa00,rec_long,19,,,,,
player,201911280det,chi,WimsJa00,fumbles,0,,,,,
player,201911280det,chi,WimsJa00,fumbles_lost,0,,,,,
player,201911280det,chi,HorsJe00,pass_cmp,0,,,,,
player,201911280det,chi,HorsJe00,pass_att,0,,,,,
player,201911280det,chi,HorsJe00,pass_yds,0,,,,,
player,201911280det,chi,HorsJe00,pass_td,0,,,,,
player,201911280det,chi,HorsJe00,pass_int,0,,,,,
player,201911280det,chi,HorsJe00,pass_sacked,0,,,,,
player,201911280det,chi,HorsJe00,pass_sacked_yds,0,,,,,
player,201911280det,chi,HorsJe00,pass_long,0,,,,,
player,201911280det,chi,HorsJe00,pass_rating,,,,,,
player,201911280det,chi,HorsJe00,rush_att,0,,,,,
player,201911280det,chi,HorsJe00,rush_yds,0,,,,,
player,201911280det,chi,HorsJe00,rush_td,0,,,,,
player,201911280det,chi,HorsJe00,rush_long,0,,,,,
player,201911280det,chi,HorsJe00,targets,1,,,,,
player,201911280det,chi,HorsJe00,rec,1,,,,,
player,201911280det,chi,HorsJe00,rec_yds,18,,,,,
player,201911280det,chi,HorsJe00,rec_td,1,,,,,
player,201911280det,chi,HorsJe00,rec_long,18,,,,,
player,201911280det,chi,HorsJe00,fumbles,0,,,,,
player,201911280det,chi,HorsJe00,fumbles_lost,0,,,,,
player,201911280det,det,BlouDa00,pass_cmp,22,,,,,
player,201911280det,det,BlouDa00,pass_att,38,,,,,
player,201911280det,det,BlouDa00,pass_yds,280,,,,,
player,201911280det,det,BlouDa00,pass_td,2,,,,,
player,201911280det,det,BlouDa00,pass_int,1,,,,,
player,201911280det,det,BlouDa00,pass_sacked,2,,,,,
player,201911280det,det,BlouDa00,pass_sacked_yds,21,,,,,
player,201911280det,det,BlouDa00,pass_long,75,,,,,
player,201911280det,det,BlouDa00,pass_rating,87.6,,,,,
player,201911280det,det,BlouDa00,rush_att,1,,,,,
player,201911280det,det,BlouDa00,rush_yds,1,,,,,
player,201911280det,det,BlouDa00,rush_td,0,,,,,
player,201911280det,det,BlouDa00,rush_long,1,,,,,
player,201911280det,det,BlouDa00,targets,0,,,,,
player,201911280det,det,BlouDa00,rec,0,,,,,
player,201911280det,det,BlouDa00,rec_yds,0,,,,,
player,201911280det,det,BlouDa00,rec_td,0,,,,,
player,201911280det,det,BlouDa00,rec_long,0,,,,,
player,201911280det,det,BlouDa00,fumbles,0,,,,,
player,201911280det,det,BlouDa00,fumbles_lost,0,,,,,
player,201911280det,det,ScarBo01,pass_cmp,0,,,,,
player,201911280det,det,ScarBo01,pass_att,0,,,,,
player,201911280det,det,ScarBo01,pass_yds,0,,,,,
player,201911280det,det,ScarBo01,pass_td,0,,,,,
player,201911280det,det,ScarBo01,pass_int,0,,,,,
player,201911280det,det,ScarBo01,pass_sacked,0,,,,,
player,201911280det,det,ScarBo01,pass_sacked_yds,0,,,,,
player,201911280det,det,ScarBo01,pass_long,0,,,,,
player,201911280det,det,ScarBo01,pass_rating,,,,,,
player,201911280det,det,ScarBo01,rush_att,21,,,,,
player,201911280det,det,ScarBo01,rush_yds,83,,,,,
player,201911280det,det,ScarBo01,rush_td,0,,,,,
player,201911280det,det,ScarBo01,rush_long,15,,,,,
player,201911280det,det,ScarBo01,targets,0,,,,,
player,201911280det,det,ScarBo01,rec,0,,,,,
player,201911280det,det,ScarBo01,rec_yds,0,,,,,
player,201911280det,det,ScarBo01,rec_td,0,,,,,
player,201911280det,det,ScarBo01,rec_long,0,,,,,
player,201911280det,det,ScarBo01,fumbles,0,,,,,
player,201911280det,det,ScarBo01,fumbles_lost,0,,,,,
player,201911280det,det,JohnTy02,pass_cmp,0,,,,,
player,201911280det,det,JohnTy02,pass_att,0,,,,,
player,201911280det,det,JohnTy02,pass_yds,0,,,,,
player,201911280det,det,JohnTy02,pass_td,0,,,,,
player,201911280det,det,JohnTy02,pass_int,0,,,,,
player,201911280det,det,JohnTy02,pass_sacked,0,,,,,
player,201911280det,det,JohnTy02,pass_sacked_yds,0,,,,,
player,201911280det,det,JohnTy02,pass_long,0,,,,,
player,201911280det,det,JohnTy02,pass_rating,,,,,,
player,201911280det,det,JohnTy02,rush_att,3,,,,,
player,201911280det,det,JohnTy02,rush_yds,12,,,,,
player,201911280det,det,JohnTy02,rush_td,0,,,,,
player,201911280det,det,JohnTy02,rush_long,5,,,,,
player,201911280det,det,JohnTy02,targets,3,,,,,
player,201911280det,det,JohnTy02,rec,3,,,,,
player,201911280det,det,JohnTy02,rec_yds,17,,,,,
player,201911280det,det,JohnTy02,rec_td,0,,,,,
player,201911280det,det,JohnTy02,rec_long,9,,,,,
