game,2019,9,20191103,201911030phi,chi,"Chicago Bears",14,phi,"Philadelphia Eagles",22
team,201911030phi,chi,First Downs,10,,,,,,
team,201911030phi,phi,First Downs,26,,,,,,
team,201911030phi,chi,Rush-Yds-TDs,18-62-2,,,,,,
team,201911030phi,phi,Rush-Yds-TDs,35-146-1,,,,,,
team,201911030phi,chi,Cmp-Att-Yd-TD-INT,10-21-125-0-0,,,,,,
team,201911030phi,phi,Cmp-Att-Yd-TD-INT,26-39-239-1-0,,,,,,
team,201911030phi,chi,Sacked-Yards,3-23,,,,,,
team,201911030phi,phi,Sacked-Yards,4-12,,,,,,
team,201911030phi,chi,Net Pass Yards,102,,,,,,
team,201911030phi,phi,Net Pass Yards,227,,,,,,
team,201911030phi,chi,Total Yards,164,,,,,,
team,201911030phi,phi,Total Yards,373,,,,,,
team,201911030phi,chi,Fumbles-Lost,1-1,,,,,,
team,201911030phi,phi,Fumbles-Lost,1-0,,,,,,
team,201911030phi,chi,Turnovers,1,,,,,,
team,201911030phi,phi,Turnovers,0,,,,,,
team,201911030phi,chi,Penalties-Yards,9-70,,,,,,
team,201911030phi,phi,Penalties-Yards,8-75,,,,,,
team,201911030phi,chi,Third Down Conv.,2-10,,,,,,
team,201911030phi,phi,Third Down Conv.,8-18,,,,,,
team,201911030phi,chi,Fourth Down Conv.,0-0,,,,,,
team,201911030phi,phi,Fourth Down Conv.,1-1,,,,,,
team,201911030phi,chi,Time of Possession,19:42,,,,,,
team,201911030phi,phi,Time of Possession,40:18,,,,,,
player,201911030phi,chi,TrubMi00,pass_cmp,10,,,,,
player,201911030phi,chi,TrubMi00,pass_att,21,,,,,
player,201911030phi,chi,TrubMi00,pass_yds,125,,,,,
player,201911030phi,chi,TrubMi00,pass_td,0,,,,,
player,201911030phi,chi,TrubMi00,pass_int,0,,,,,
player,201911030phi,chi,TrubMi00,pass_sacked,3,,,,,
player,201911030phi,chi,TrubMi00,pass_sacked_yds,23,,,,,
player,201911030phi,chi,TrubMi00,pass_long,53,,,,,
player,201911030phi,chi,TrubMi00,pass_rating,66.6,,,,,
player,201911030phi,chi,TrubMi00,rush_att,2,,,,,
player,201911030phi,chi,TrubMi00,rush_yds,15,,,,,
player,201911030phi,chi,TrubMi00,rush_td,0,,,,,
player,201911030phi,chi,TrubMi00,rush_long,8,,,,,
player,201911030phi,chi,TrubMi00,targets,0,,,,,
player,201911030phi,chi,TrubMi00,rec,0,,,,,
player,201911030phi,chi,TrubMi00,rec_yds,0,,,,,
player,201911030phi,chi,TrubMi00,rec_td,0,,,,,
player,201911030phi,chi,TrubMi00,rec_long,0,,,,,
player,201911030phi,chi,TrubMi00,fumbles,0,,,,,
player,201911030phi,chi,TrubMi00,fumbles_lost,0,,,,,
player,201911030phi,chi,MontDa01,pass_cmp,0,,,,,
player,201911030phi,chi,MontDa01,pass_att,0,,,,,
player,201911030phi,chi,MontDa01,pass_yds,0,,,,,
player,201911030phi,chi,MontDa01,pass_td,0,,,,,
player,201911030phi,chi,MontDa01,pass_int,0,,,,,
player,201911030phi,chi,MontDa01,pass_sacked,0,,,,,
player,201911030phi,chi,MontDa01,pass_sacked_yds,0,,,,,
player,201911030phi,chi,MontDa01,pass_long,0,,,,,
player,201911030phi,chi,MontDa01,pass_rating,,,,,,
player,201911030phi,chi,MontDa01,rush_att,14,,,,,
player,201911030phi,chi,MontDa01,rush_yds,40,,,,,
player,201911030phi,chi,MontDa01,rush_td,2,,,,,
player,201911030phi,chi,MontDa01,rush_long,17,,,,,
player,201911030phi,chi,MontDa01,targets,4,,,,,
player,201911030phi,chi,MontDa01,rec,3,,,,,
player,201911030phi,chi,MontDa01,rec_yds,36,,,,,
player,201911030phi,chi,MontDa01,rec_td,0,,,,,
player,201911030phi,chi,MontDa01,rec_long,30,,,,,
player,201911030phi,chi,MontDa01,fumbles,0,,,,,
player,201911030phi,chi,MontDa01,fumbles_lost,0,,,,,
player,201911030phi,chi,CoheTa00,pass_cmp,0,,,,,
player,201911030phi,chi,CoheTa00,pass_att,0,,,,,
player,201911030phi,chi,CoheTa00,pass_yds,0,,,,,
player,201911030phi,chi,CoheTa00,pass_td,0,,,,,
player,201911030phi,chi,CoheTa00,pass_int,0,,,,,
player,201911030phi,chi,CoheTa00,pass_sacked,0,,,,,
player,201911030phi,chi,CoheTa00,pass_sacked_yds,0,,,,,
player,201911030phi,chi,CoheTa00,pass_long,0,,,,,
player,201911030phi,chi,CoheTa00,pass_rating,,,,,,
player,201911030phi,chi,CoheTa00,rush_att,2,,,,,
player,201911030phi,chi,CoheTa00,rush_yds,7,,,,,
player,201911030phi,chi,CoheTa00,rush_td,0,,,,,
player,201911030phi,chi,CoheTa00,rush_long,7,,,,,
player,201911030phi,chi,CoheTa00,targets,5,,,,,
player,201911030phi,chi,CoheTa00,rec,2,,,,,
player,201911030phi,chi,CoheTa00,rec_yds,9,,,,,
player,201911030phi,chi,CoheTa00,rec_td,0,,,,,
player,201911030phi,chi,CoheTa00,rec_long,6,,,,,
player,201911030phi,chi,CoheTa00,fumbles,0,,,,,
player,201911030phi,chi,CoheTa00,fumbles_lost,0,,,,,
player,201911030phi,chi,GabrTa00,pass_cmp,0,,,,,
player,201911030phi,chi,GabrTa00,pass_att,0,,,,,
player,201911030phi,chi,GabrTa00,pass_yds,0,,,,,
player,201911030phi,chi,GabrTa00,pass_td,0,,,,,
player,201911030phi,chi,GabrTa00,pass_int,0,,,,,
player,201911030phi,chi,GabrTa00,pass_sacked,0,,,,,
player,201911030phi,chi,GabrTa00,pass_sacked_yds,0,,,,,
player,201911030phi,chi,GabrTa00,pass_long,0,,,,,
player,201911030phi,chi,GabrTa00,pass_rating,,,,,,
player,201911030phi,chi,GabrTa00,rush_att,0,,,,,
player,201911030phi,chi,GabrTa00,rush_yds,0,,,,,
player,201911030phi,chi,GabrTa00,rush_td,0,,,,,
player,201911030phi,chi,GabrTa00,rush_long,0,,,,,
player,201911030phi,chi,GabrTa00,targets,3,,,,,
player,201911030phi,chi,GabrTa00,rec,3,,,,,
player,201911030phi,chi,GabrTa00,rec_yds,69,,,,,
player,201911030phi,chi,GabrTa00,rec_td,0,,,,,
player,201911030phi,chi,GabrTa00,rec_long,53,,,,,
player,201911030phi,chi,GabrTa00,fumbles,0,,,,,
player,201911030phi,chi,GabrTa00,fumbles_lost,0,,,,,
player,201911030phi,chi,RobiAl02,pass_cmp,0,,,,,
player,201911030phi,chi,RobiAl02,pass_att,0,,,,,
player,201911030phi,chi,RobiAl02,pass_yds,0,,,,,
player,201911030phi,chi,RobiAl02,pass_td,0,,,,,
player,201911030phi,chi,RobiAl02,pass_int,0,,,,,
