game,2019,7,20191020,201910200oti,sdg,"Los Angeles Chargers",20,oti,"Tennessee Titans",23
player,201910200oti,oti,CaseJu00,def_int,0,,,,,
player,201910200oti,oti,CaseJu00,def_int_yds,0,,,,,
player,201910200oti,oti,CaseJu00,def_int_td,0,,,,,
player,201910200oti,oti,CaseJu00,def_int_long,0,,,,,
player,201910200oti,oti,CaseJu00,pass_defended,0,,,,,
player,201910200oti,oti,CaseJu00,sacks,0.0,,,,,
player,201910200oti,oti,CaseJu00,tackles_combined,0,,,,,
player,201910200oti,oti,CaseJu00,tackles_solo,0,,,,,
player,201910200oti,oti,CaseJu00,tackles_assists,0,,,,,
player,201910200oti,oti,CaseJu00,tackles_loss,0,,,,,
player,201910200oti,oti,CaseJu00,qb_hits,0,,,,,
player,201910200oti,oti,CaseJu00,fumbles_rec,1,,,,,
player,201910200oti,oti,CaseJu00,fumbles_rec_yds,0,,,,,
player,201910200oti,oti,CaseJu00,fumbles_rec_td,0,,,,,
player,201910200oti,oti,CaseJu00,fumbles_forced,0,,,,,
player,201910200oti,oti,SaffRo20,def_int,0,,,,,
player,201910200oti,oti,SaffRo20,def_int_yds,0,,,,,
player,201910200oti,oti,SaffRo20,def_int_td,0,,,,,
player,201910200oti,oti,SaffRo20,def_int_long,0,,,,,
player,201910200oti,oti,SaffRo20,pass_defended,0,,,,,
player,201910200oti,oti,SaffRo20,sacks,0.0,,,,,
player,201910200oti,oti,SaffRo20,tackles_combined,0,,,,,
player,201910200oti,oti,SaffRo20,tackles_solo,0,,,,,
player,201910200oti,oti,SaffRo20,tackles_assists,0,,,,,
player,201910200oti,oti,SaffRo20,tackles_loss,0,,,,,
player,201910200oti,oti,SaffRo20,qb_hits,0,,,,,
player,201910200oti,oti,SaffRo20,fumbles_rec,1,,,,,
player,201910200oti,oti,SaffRo20,fumbles_rec_yds,0,,,,,
player,201910200oti,oti,SaffRo20,fumbles_rec_td,0,,,,,
player,201910200oti,oti,SaffRo20,fumbles_forced,0,,,,,
player,201910200oti,oti,TannRy00,def_int,0,,,,,
player,201910200oti,oti,TannRy00,def_int_yds,0,,,,,
player,201910200oti,oti,TannRy00,def_int_td,0,,,,,
player,201910200oti,oti,TannRy00,def_int_long,0,,,,,
player,201910200oti,oti,TannRy00,pass_defended,0,,,,,
player,201910200oti,oti,TannRy00,sacks,0.0,,,,,
player,201910200oti,oti,TannRy00,tackles_combined,0,,,,,
player,201910200oti,oti,TannRy00,tackles_solo,0,,,,,
player,201910200oti,oti,TannRy00,tackles_assists,0,,,,,
player,201910200oti,oti,TannRy00,tackles_loss,0,,,,,
player,201910200oti,oti,TannRy00,qb_hits,0,,,,,
player,201910200oti,oti,TannRy00,fumbles_rec,1,,,,,
player,201910200oti,oti,TannRy00,fumbles_rec_yds,-1,,,,,
player,201910200oti,oti,TannRy00,fumbles_rec_td,0,,,,,
player,201910200oti,oti,TannRy00,fumbles_forced,0,,,,,
player,201910200oti,oti,WakeCa00,def_int,0,,,,,
player,201910200oti,oti,WakeCa00,def_int_yds,0,,,,,
player,201910200oti,oti,WakeCa00,def_int_td,0,,,,,
player,201910200oti,oti,WakeCa00,def_int_long,0,,,,,
player,201910200oti,oti,WakeCa00,pass_defended,0,,,,,
player,201910200oti,oti,WakeCa00,sacks,0.0,,,,,
player,201910200oti,oti,WakeCa00,tackles_combined,0,,,,,
player,201910200oti,oti,WakeCa00,tackles_solo,0,,,,,
player,201910200oti,oti,WakeCa00,tackles_assists,0,,,,,
player,201910200oti,oti,WakeCa00,tackles_loss,0,,,,,
player,201910200oti,oti,WakeCa00,qb_hits,1,,,,,
player,201910200oti,oti,WakeCa00,fumbles_rec,0,,,,,
player,201910200oti,oti,WakeCa00,fumbles_rec_yds,0,,,,,
player,201910200oti,oti,WakeCa00,fumbles_rec_td,0,,,,,
player,201910200oti,oti,WakeCa00,fumbles_forced,0,,,,,
player,201910200oti,sdg,KingDe01,kick_ret,1,,,,,
player,201910200oti,sdg,KingDe01,kick_ret_yds,8,,,,,
player,201910200oti,sdg,KingDe01,kick_ret_yds_per_ret,8.0,,,,,
player,201910200oti,sdg,KingDe01,kick_ret_td,0,,,,,
player,201910200oti,sdg,KingDe01,kick_ret_long,8,,,,,
player,201910200oti,sdg,KingDe01,punt_ret,0,,,,,
player,201910200oti,sdg,KingDe01,punt_ret_yds,0,,,,,
player,201910200oti,sdg,KingDe01,punt_ret_yds_per_ret,,,,,,
player,201910200oti,sdg,KingDe01,punt_ret_td,0,,,,,
player,201910200oti,sdg,KingDe01,punt_ret_long,0,,,,,
player,201910200oti,oti,HumpAd00,kick_ret,0,,,,,
player,201910200oti,oti,HumpAd00,kick_ret_yds,0,,,,,
player,201910200oti,oti,HumpAd00,kick_ret_yds_per_ret,,,,,,
player,201910200oti,oti,HumpAd00,kick_ret_td,0,,,,,
player,201910200oti,oti,HumpAd00,kick_ret_long,0,,,,,
player,201910200oti,oti,HumpAd00,punt_ret,1,,,,,
player,201910200oti,oti,HumpAd00,punt_ret_yds,14,,,,,
player,201910200oti,oti,HumpAd00,punt_ret_yds_per_ret,14.0,,,,,
player,201910200oti,oti,HumpAd00,punt_ret_td,0,,,,,
player,201910200oti,oti,HumpAd00,punt_ret_long,14,,,,,
player,201910200oti,oti,JennDa00,kick_ret,3,,,,,
player,201910200oti,oti,JennDa00,kick_ret_yds,69,,,,,
player,201910200oti,oti,JennDa00,kick_ret_yds_per_ret,23.0,,,,,
player,201910200oti,oti,JennDa00,kick_ret_td,0,,,,,
player,201910200oti,oti,JennDa00,kick_ret_long,24,,,,,
player,201910200oti,oti,JennDa00,punt_ret,0,,,,,
player,201910200oti,oti,JennDa00,punt_ret_yds,0,,,,,
player,201910200oti,oti,JennDa00,punt_ret_yds_per_ret,,,,,,
player,201910200oti,oti,JennDa00,punt_ret_td,0,,,,,
player,201910200oti,oti,JennDa00,punt_ret_long,0,,,,,
player,201910200oti,sdg,McLaCh00,xpm,2,,,,,
player,201910200oti,sdg,McLaCh00,xpa,2,,,,,
player,201910200oti,sdg,McLaCh00,fgm,2,,,,,
player,201910200oti,sdg,McLaCh00,fga,2,,,,,
player,201910200oti,sdg,McLaCh00,punt,0,,,,,
player,201910200oti,sdg,McLaCh00,punt_yds,0,,,,,
player,201910200oti,sdg,McLaCh00,punt_yds_per_punt,,,,,,
player,201910200oti,sdg,McLaCh00,punt_long,0,,,,,
player,201910200oti,sdg,LongTy00,xpm,,,,,,
player,201910200oti,sdg,LongTy00,xpa,,,,,,
player,201910200oti,sdg,LongTy00,fgm,,,,,,
player,201910200oti,sdg,LongTy00,fga,,,,,,
player,201910200oti,sdg,LongTy00,punt,2,,,,,
player,201910200oti,sdg,LongTy00,punt_yds,93,,,,,
player,201910200oti,sdg,LongTy00,punt_yds_per_punt,46.5,,,,,
player,201910200oti,sdg,LongTy00,punt_long,58,,,,,
player,201910200oti,oti,ParkCo03,xpm,2,,,,,
player,201910200oti,oti,ParkCo03,xpa,3,,,,,
player,201910200oti,oti,ParkCo03,fgm,1,,,,,
player,201910200oti,oti,ParkCo03,fga,1,,,,,
player,201910200oti,oti,ParkCo03,punt,0,,,,,
player,201910200oti,oti,ParkCo03,punt_yds,0,,,,,
player,201910200oti,oti,ParkCo03,punt_yds_per_punt,,,,,,
player,201910200oti,oti,ParkCo03,punt_long,0,,,,,
player,201910200oti,oti,KernBr20,xpm,,,,,,
player,201910200oti,oti,KernBr20,xpa,,,,,,
player,201910200oti,oti,KernBr20,fgm,,,,,,
player,201910200oti,oti,KernBr20,fga,,,,,,
player,201910200oti,oti,KernBr20,punt,2,,,,,
player,201910200oti,oti,KernBr20,punt_yds,84,,,,,
player,201910200oti,oti,KernBr20,punt_yds_per_punt,42.0,,,,,
player,201910200oti,oti,KernBr20,punt_long,50,,,,,
player,201910200oti,oti,LewaTa00,pos,T,,,,,
player,201910200oti,oti,LewaTa00,offense,64,,,,,
player,201910200oti,oti,LewaTa00,off_pct,100%,,,,,
player,201910200oti,oti,LewaTa00,defense,0,,,,,
player,201910200oti,oti,LewaTa00,def_pct,0%,,,,,
player,201910200oti,oti,LewaTa00,special_teams,4,,,,,
player,201910200oti,oti,LewaTa00,st_pct,17%,,,,,
player,201910200oti,oti,SaffRo20,pos,G,,,,,
player,201910200oti,oti,SaffRo20,offense,64,,,,,
player,201910200oti,oti,SaffRo20,off_pct,100%,,,,,
player,201910200oti,oti,SaffRo20,defense,0,,,,,
player,201910200oti,oti,SaffRo20,def_pct,0%,,,,,
player,201910200oti,oti,SaffRo20,special_teams,4,,,,,
player,201910200oti,oti,SaffRo20,st_pct,17%,,,,,
player,201910200oti,oti,JoneBe01,pos,C,,,,,
player,201910200oti,oti,JoneBe01,offense,64,,,,,
player,201910200oti,oti,JoneBe01,off_pct,100%,,,,,
player,201910200oti,oti,JoneBe01,defense,0,,,,,
player,201910200oti,oti,JoneBe01,def_pct,0%,,,,,
player,201910200oti,oti,JoneBe01,special_teams,3,,,,,
player,201910200oti,oti,JoneBe01,st_pct,12%,,,,,
player,201910200oti,oti,TannRy00,pos,QB,,,,,
player,201910200oti,oti,TannRy00,offense,64,,,,,
player,201910200oti,oti,TannRy00,off_pct,100%,,,,,
player,201910200oti,oti,TannRy00,defense,0,,,,,
player,201910200oti,oti,TannRy00,def_pct,0%,,,,,
player,201910200oti,oti,TannRy00,special_teams,0,,,,,
player,201910200oti,oti,TannRy00,st_pct,0%,,,,,
player,201910200oti,oti,KellDe00,pos,T,,,,,
player,201910200oti,oti,KellDe00,offense,56,,,,,
player,201910200oti,oti,KellDe00,off_pct,88%,,,,,
player,201910200oti,oti,KellDe00,defense,0,,,,,
player,201910200oti,oti,KellDe00,def_pct,0%,,,,,
player,201910200oti,oti,KellDe00,special_teams,4,,,,,
player,201910200oti,oti,KellDe00,st_pct,17%,,,,,
player,201910200oti,oti,SmitJo01,pos,TE,,,,,
player,201910200oti,oti,SmitJo01,offense,53,,,,,
player,201910200oti,oti,SmitJo01,off_pct,83%,,,,,
player,201910200oti,oti,SmitJo01,defense,0,,,,,
player,201910200oti,oti,SmitJo01,def_pct,0%,,,,,
player,201910200oti,oti,SmitJo01,special_teams,5,,,,,
player,201910200oti,oti,SmitJo01,st_pct,21%,,,,,
player,201910200oti,oti,DougJa00,pos,G,,,,,
player,201910200oti,oti,DougJa00,offense,49,,,,,
player,201910200oti,oti,DougJa00,off_pct,77%,,,,,
player,201910200oti,oti,DougJa00,defense,0,,,,,
player,201910200oti,oti,DougJa00,def_pct,0%,,,,,
player,201910200oti,oti,DougJa00,special_teams,4,,,,,
player,201910200oti,oti,DougJa00,st_pct,17%,,,,,
player,201910200oti,oti,HenrDe00,pos,RB,,,,,
player,201910200oti,oti,HenrDe00,offense,48,,,,,
player,201910200oti,oti,HenrDe00,off_pct,75%,,,,,
player,201910200oti,oti,HenrDe00,defense,0,,,,,
player,201910200oti,oti,HenrDe00,def_pct,0%,,,,,
player,201910200oti,oti,HenrDe00,special_teams,0,,,,,
player,201910200oti,oti,HenrDe00,st_pct,0%,,,,,
player,201910200oti,oti,DaviCo03,pos,WR,,,,,
player,201910200oti,oti,DaviCo03,offense,48,,,,,
player,201910200oti,oti,DaviCo03,off_pct,75%,,,,,
player,201910200oti,oti,DaviCo03,defense,0,,,,,
player,201910200oti,oti,DaviCo03,def_pct,0%,,,,,
player,201910200oti,oti,DaviCo03,special_teams,0,,,,,
player,201910200oti,oti,DaviCo03,st_pct,0%,,,,,
player,201910200oti,oti,BrowAJ00,pos,WR,,,,,
player,201910200oti,oti,BrowAJ00,offense,39,,,,,
player,201910200oti,oti,BrowAJ00,off_pct,61%,,,,,
player,201910200oti,oti,BrowAJ00,defense,0,,,,,
player,201910200oti,oti,BrowAJ00,def_pct,0%,,,,,
player,201910200oti,oti,BrowAJ00,special_teams,0,,,,,
player,201910200oti,oti,BrowAJ00,st_pct,0%,,,,,
player,201910200oti,oti,PruiMy00,pos,TE,,,,,
player,201910200oti,oti,PruiMy00,offense,32,,,,,
player,201910200oti,oti,PruiMy00,off_pct,50%,,,,,
player,201910200oti,oti,PruiMy00,defense,0,,,,,
player,201910200oti,oti,PruiMy00,def_pct,0%,,,,,
player,201910200oti,oti,PruiMy00,special_teams,18,,,,,
player,201910200oti,oti,PruiMy00,st_pct,75%,,,,,
player,201910200oti,oti,HumpAd00,pos,WR,,,,,
player,201910200oti,oti,HumpAd00,offense,31,,,,,
player,201910200oti,oti,HumpAd00,off_pct,48%,,,,,
player,201910200oti,oti,HumpAd00,defense,0,,,,,
player,201910200oti,oti,HumpAd00,def_pct,0%,,,,,
player,201910200oti,oti,HumpAd00,special_teams,2,,,,,
player,201910200oti,oti,HumpAd00,st_pct,8%,,,,,
player,201910200oti,oti,SharTa00,pos,WR,,,,,
player,201910200oti,oti,SharTa00,offense,25,,,,,
player,201910200oti,oti,SharTa00,off_pct,39%,,,,,
player,201910200oti,oti,SharTa00,defense,0,,,,,
player,201910200oti,oti,SharTa00,def_pct,0%,,,,,
player,201910200oti,oti,SharTa00,special_teams,0,,,,,
player,201910200oti,oti,SharTa00,st_pct,0%,,,,,
player,201910200oti,oti,LewiDi00,pos,RB,,,,,
player,201910200oti,oti,LewiDi00,offense,17,,,,,
player,201910200oti,oti,LewiDi00,off_pct,27%,,,,,
player,201910200oti,oti,LewiDi00,defense,0,,,,,
player,201910200oti,oti,LewiDi00,def_pct,0%,,,,,
player,201910200oti,oti,LewiDi00,special_teams,0,,,,,
player,201910200oti,oti,LewiDi00,st_pct,0%,,,,,
player,201910200oti,oti,FirkAn00,pos,TE,,,,,
player,201910200oti,oti,FirkAn00,offense,15,,,,,
player,201910200oti,oti,FirkAn00,off_pct,23%,,,,,
player,201910200oti,oti,FirkAn00,defense,0,,,,,
player,201910200oti,oti,FirkAn00,def_pct,0%,,,,,
player,201910200oti,oti,FirkAn00,special_teams,7,,,,,
player,201910200oti,oti,FirkAn00,st_pct,29%,,,,,
player,201910200oti,oti,DaviNa01,pos,G,,,,,
player,201910200oti,oti,DaviNa01,offense,15,,,,,
player,201910200oti,oti,DaviNa01,off_pct,23%,,,,,
player,201910200oti,oti,DaviNa01,defense,0,,,,,
player,201910200oti,oti,DaviNa01,def_pct,0%,,,,,
player,201910200oti,oti,DaviNa01,special_teams,1,,,,,
player,201910200oti,oti,DaviNa01,st_pct,4%,,,,,
player,201910200oti,oti,ConkJa00,pos,T,,,,,
player,201910200oti,oti,ConkJa00,offense,8,,,,,
player,201910200oti,oti,ConkJa00,off_pct,12%,,,,,
player,201910200oti,oti,ConkJa00,defense,0,,,,,
player,201910200oti,oti,ConkJa00,def_pct,0%,,,,,
player,201910200oti,oti,ConkJa00,special_teams,1,,,,,
player,201910200oti,oti,ConkJa00,st_pct,4%,,,,,
player,201910200oti,oti,JennDa00,pos,WR,,,,,
player,201910200oti,oti,JennDa00,offense,7,,,,,
player,201910200oti,oti,JennDa00,off_pct,11%,,,,,
player,201910200oti,oti,JennDa00,defense,0,,,,,
player,201910200oti,oti,JennDa00,def_pct,0%,,,,,
player,201910200oti,oti,JennDa00,special_teams,12,,,,,
player,201910200oti,oti,JennDa00,st_pct,50%,,,,,
player,201910200oti,oti,WalkHu00,pos,TE,,,,,
player,201910200oti,oti,WalkHu00,offense,5,,,,,
player,201910200oti,oti,WalkHu00,off_pct,8%,,,,,
player,201910200oti,oti,WalkHu00,defense,0,,,,,
player,201910200oti,oti,WalkHu00,def_pct,0%,,,,,
player,201910200oti,oti,WalkHu00,special_teams,0,,,,,
player,201910200oti,oti,WalkHu00,st_pct,0%,,,,,
player,201910200oti,oti,VaccKe00,pos,SS,,,,,
player,201910200oti,oti,VaccKe00,offense,0,,,,,
player,201910200oti,oti,VaccKe00,off_pct,0%,,,,,
player,201910200oti,oti,VaccKe00,defense,64,,,,,
player,201910200oti,oti,VaccKe00,def_pct,100%,,,,,
player,201910200oti,oti,VaccKe00,special_teams,5,,,,,
player,201910200oti,oti,VaccKe00,st_pct,21%,,,,,
player,201910200oti,oti,ByarKe01,pos,FS,,,,,
player,201910200oti,oti,ByarKe01,offense,0,,,,,
player,201910200oti,oti,ByarKe01,off_pct,0%,,,,,
player,201910200oti,oti,ByarKe01,defense,64,,,,,
player,201910200oti,oti,ByarKe01,def_pct,100%,,,,,
player,201910200oti,oti,ByarKe01,special_teams,3,,,,,
player,201910200oti,oti,ByarKe01,st_pct,12%,,,,,
player,201910200oti,oti,RyanLo00,pos,CB,,,,,
player,201910200oti,oti,RyanLo00,offense,0,,,,,
player,201910200oti,oti,RyanLo00,off_pct,0%,,,,,
player,201910200oti,oti,RyanLo00,defense,64,,,,,
player,201910200oti,oti,RyanLo00,def_pct,100%,,,,,
player,201910200oti,oti,RyanLo00,special_teams,2,,,,,
player,201910200oti,oti,RyanLo00,st_pct,8%,,,,,
player,201910200oti,oti,ButlMa01,pos,CB,,,,,
player,201910200oti,oti,ButlMa01,offense,0,,,,,
player,201910200oti,oti,ButlMa01,off_pct,0%,,,,,
player,201910200oti,oti,ButlMa01,defense,63,,,,,
player,201910200oti,oti,ButlMa01,def_pct,98%,,,,,
player,201910200oti,oti,ButlMa01,special_teams,1,,,,,
player,201910200oti,oti,ButlMa01,st_pct,4%,,,,,
player,201910200oti,oti,EvanRa01,pos,LB,,,,,
player,201910200oti,oti,EvanRa01,offense,0,,,,,
player,201910200oti,oti,EvanRa01,off_pct,0%,,,,,
player,201910200oti,oti,EvanRa01,defense,62,,,,,
player,201910200oti,oti,EvanRa01,def_pct,97%,,,,,
player,201910200oti,oti,EvanRa01,special_teams,0,,,,,
player,201910200oti,oti,EvanRa01,st_pct,0%,,,,,
player,201910200oti,oti,LandHa00,pos,LB,,,,,
player,201910200oti,oti,LandHa00,offense,0,,,,,
player,201910200oti,oti,LandHa00,off_pct,0%,,,,,
player,201910200oti,oti,LandHa00,defense,59,,,,,
player,201910200oti,oti,LandHa00,def_pct,92%,,,,,
player,201910200oti,oti,LandHa00,special_teams,0,,,,,
player,201910200oti,oti,LandHa00,st_pct,0%,,,,,
player,201910200oti,oti,WoodWe20,pos,LB,,,,,
player,201910200oti,oti,WoodWe20,offense,0,,,,,
player,201910200oti,oti,WoodWe20,off_pct,0%,,,,,
player,201910200oti,oti,WoodWe20,defense,57,,,,,
player,201910200oti,oti,WoodWe20,def_pct,89%,,,,,
player,201910200oti,oti,WoodWe20,special_teams,3,,,,,
player,201910200oti,oti,WoodWe20,st_pct,12%,,,,,
player,201910200oti,oti,CaseJu00,pos,DT,,,,,
player,201910200oti,oti,CaseJu00,offense,0,,,,,
player,201910200oti,oti,CaseJu00,off_pct,0%,,,,,
player,201910200oti,oti,CaseJu00,defense,50,,,,,
player,201910200oti,oti,CaseJu00,def_pct,78%,,,,,
player,201910200oti,oti,CaseJu00,special_teams,0,,,,,
player,201910200oti,oti,CaseJu00,st_pct,0%,,,,,
player,201910200oti,oti,JackAd00,pos,CB,,,,,
player,201910200oti,oti,JackAd00,offense,0,,,,,
player,201910200oti,oti,JackAd00,off_pct,0%,,,,,
player,201910200oti,oti,JackAd00,defense,40,,,,,
player,201910200oti,oti,JackAd00,def_pct,62%,,,,,
player,201910200oti,oti,JackAd00,special_teams,0,,,,,
player,201910200oti,oti,JackAd00,st_pct,0%,,,,,
player,201910200oti,oti,JoneDa04,pos,NT,,,,,
player,201910200oti,oti,JoneDa04,offense,0,,,,,
player,201910200oti,oti,JoneDa04,off_pct,0%,,,,,
player,201910200oti,oti,JoneDa04,defense,39,,,,,
player,201910200oti,oti,JoneDa04,def_pct,61%,,,,,
player,201910200oti,oti,JoneDa04,special_teams,8,,,,,
player,201910200oti,oti,JoneDa04,st_pct,33%,,,,,
player,201910200oti,oti,GilbRe01,pos,DE,,,,,
player,201910200oti,oti,GilbRe01,offense,0,,,,,
player,201910200oti,oti,GilbRe01,off_pct,0%,,,,,
player,201910200oti,oti,GilbRe01,defense,22,,,,,
player,201910200oti,oti,GilbRe01,def_pct,34%,,,,,
player,201910200oti,oti,GilbRe01,special_teams,13,,,,,
player,201910200oti,oti,GilbRe01,st_pct,54%,,,,,
player,201910200oti,oti,WakeCa00,pos,DE,,,,,
player,201910200oti,oti,WakeCa00,offense,0,,,,,
player,201910200oti,oti,WakeCa00,off_pct,0%,,,,,
player,201910200oti,oti,WakeCa00,defense,22,,,,,
player,201910200oti,oti,WakeCa00,def_pct,34%,,,,,
player,201910200oti,oti,WakeCa00,special_teams,0,,,,,
player,201910200oti,oti,WakeCa00,st_pct,0%,,,,,
player,201910200oti,oti,SimmJe01,pos,DT,,,,,
player,201910200oti,oti,SimmJe01,offense,0,,,,,
player,201910200oti,oti,SimmJe01,off_pct,0%,,,,,
player,201910200oti,oti,SimmJe01,defense,21,,,,,
player,201910200oti,oti,SimmJe01,def_pct,33%,,,,,
player,201910200oti,oti,SimmJe01,special_teams,5,,,,,
player,201910200oti,oti,SimmJe01,st_pct,21%,,,,,
player,201910200oti,oti,SimsLe00,pos,CB,,,,,
player,201910200oti,oti,SimsLe00,offense,0,,,,,
player,201910200oti,oti,SimsLe00,off_pct,0%,,,,,
player,201910200oti,oti,SimsLe00,defense,18,,,,,
player,201910200oti,oti,SimsLe00,def_pct,28%,,,,,
player,201910200oti,oti,SimsLe00,special_teams,18,,,,,
player,201910200oti,oti,SimsLe00,st_pct,75%,,,,,
player,201910200oti,oti,HookAm00,pos,FS,,,,,
player,201910200oti,oti,HookAm00,offense,0,,,,,
player,201910200oti,oti,HookAm00,off_pct,0%,,,,,
player,201910200oti,oti,HookAm00,defense,17,,,,,
player,201910200oti,oti,HookAm00,def_pct,27%,,,,,
player,201910200oti,oti,HookAm00,special_teams,20,,,,,
player,201910200oti,oti,HookAm00,st_pct,83%,,,,,
player,201910200oti,oti,CorrKa00,pos,LB,,,,,
player,201910200oti,oti,CorrKa00,offense,0,,,,,
player,201910200oti,oti,CorrKa00,off_pct,0%,,,,,
player,201910200oti,oti,CorrKa00,defense,15,,,,,
player,201910200oti,oti,CorrKa00,def_pct,23%,,,,,
player,201910200oti,oti,CorrKa00,special_teams,13,,,,,
player,201910200oti,oti,CorrKa00,st_pct,54%,,,,,
player,201910200oti,oti,LongDa04,pos,LB,,,,,
player,201910200oti,oti,LongDa04,offense,0,,,,,
player,201910200oti,oti,LongDa04,off_pct,0%,,,,,
player,201910200oti,oti,LongDa04,defense,9,,,,,
player,201910200oti,oti,LongDa04,def_pct,14%,,,,,
player,201910200oti,oti,LongDa04,special_teams,12,,,,,
player,201910200oti,oti,LongDa04,st_pct,50%,,,,,
player,201910200oti,oti,JohnAu01,pos,NT,,,,,
player,201910200oti,oti,JohnAu01,offense,0,,,,,
player,201910200oti,oti,JohnAu01,off_pct,0%,,,,,
player,201910200oti,oti,JohnAu01,defense,9,,,,,
player,201910200oti,oti,JohnAu01,def_pct,14%,,,,,
player,201910200oti,oti,JohnAu01,special_teams,9,,,,,
player,201910200oti,oti,JohnAu01,st_pct,38%,,,,,
player,201910200oti,oti,MackIs00,pos,DT,,,,,
player,201910200oti,oti,MackIs00,offense,0,,,,,
player,201910200oti,oti,MackIs00,off_pct,0%,,,,,
player,201910200oti,oti,MackIs00,defense,9,,,,,
player,201910200oti,oti,MackIs00,def_pct,14%,,,,,
player,201910200oti,oti,MackIs00,special_teams,6,,,,,
player,201910200oti,oti,MackIs00,st_pct,25%,,,,,
player,201910200oti,oti,BateDa00,pos,LB,,,,,
player,201910200oti,oti,BateDa00,offense,0,,,,,
player,201910200oti,oti,BateDa00,off_pct,0%,,,,,
player,201910200oti,oti,BateDa00,defense,0,,,,,
player,201910200oti,oti,BateDa00,def_pct,0%,,,,,
player,201910200oti,oti,BateDa00,special_teams,20,,,,,
player,201910200oti,oti,BateDa00,st_pct,83%,,,,,
player,201910200oti,oti,CruiDa00,pos,SS,,,,,
player,201910200oti,oti,CruiDa00,offense,0,,,,,
player,201910200oti,oti,CruiDa00,off_pct,0%,,,,,
player,201910200oti,oti,CruiDa00,defense,0,,,,,
player,201910200oti,oti,CruiDa00,def_pct,0%,,,,,
player,201910200oti,oti,CruiDa00,special_teams,20,,,,,
player,201910200oti,oti,CruiDa00,st_pct,83%,,,,,
player,201910200oti,oti,SmitTy01,pos,CB,,,,,
player,201910200oti,oti,SmitTy01,offense,0,,,,,
player,201910200oti,oti,SmitTy01,off_pct,0%,,,,,
player,201910200oti,oti,SmitTy01,defense,0,,,,,
player,201910200oti,oti,SmitTy01,def_pct,0%,,,,,
player,201910200oti,oti,SmitTy01,special_teams,18,,,,,
player,201910200oti,oti,SmitTy01,st_pct,75%,,,,,
player,201910200oti,oti,ParkCo03,pos,K,,,,,
player,201910200oti,oti,ParkCo03,offense,0,,,,,
player,201910200oti,oti,ParkCo03,off_pct,0%,,,,,
player,201910200oti,oti,ParkCo03,defense,0,,,,,
player,201910200oti,oti,ParkCo03,def_pct,0%,,,,,
player,201910200oti,oti,ParkCo03,special_teams,9,,,,,
player,201910200oti,oti,ParkCo03,st_pct,38%,,,,,
player,201910200oti,oti,BrinBe00,pos,LS,,,,,
player,201910200oti,oti,BrinBe00,offense,0,,,,,
player,201910200oti,oti,BrinBe00,off_pct,0%,,,,,
player,201910200oti,oti,BrinBe00,defense,0,,,,,
player,201910200oti,oti,BrinBe00,def_pct,0%,,,,,
player,201910200oti,oti,BrinBe00,special_teams,7,,,,,
player,201910200oti,oti,BrinBe00,st_pct,29%,,,,,
player,201910200oti,oti,KernBr20,pos,P,,,,,
player,201910200oti,oti,KernBr20,offense,0,,,,,
player,201910200oti,oti,KernBr20,off_pct,0%,,,,,
player,201910200oti,oti,KernBr20,defense,0,,,,,
player,201910200oti,oti,KernBr20,def_pct,0%,,,,,
player,201910200oti,oti,KernBr20,special_teams,7,,,,,
player,201910200oti,oti,KernBr20,st_pct,29%,,,,,
player,201910200oti,sdg,FeenDa00,pos,G,,,,,
player,201910200oti,sdg,FeenDa00,offense,64,,,,,
player,201910200oti,sdg,FeenDa00,off_pct,100%,,,,,
player,201910200oti,sdg,FeenDa00,defense,0,,,,,
player,201910200oti,sdg,FeenDa00,def_pct,0%,,,,,
player,201910200oti,sdg,FeenDa00,special_teams,5,,,,,
player,201910200oti,sdg,FeenDa00,st_pct,21%,,,,,
player,201910200oti,sdg,TeviSa00,pos,T,,,,,
player,201910200oti,sdg,TeviSa00,offense,64,,,,,
player,201910200oti,sdg,TeviSa00,off_pct,100%,,,,,
player,201910200oti,sdg,TeviSa00,defense,0,,,,,
player,201910200oti,sdg,TeviSa00,def_pct,0%,,,,,
player,201910200oti,sdg,TeviSa00,special_teams,5,,,,,
player,201910200oti,sdg,TeviSa00,st_pct,21%,,,,,
player,201910200oti,sdg,ScotTr01,pos,T,,,,,
player,201910200oti,sdg,ScotTr01,offense,64,,,,,
player,201910200oti,sdg,ScotTr01,off_pct,100%,,,,,
player,201910200oti,sdg,ScotTr01,defense,0,,,,,
player,201910200oti,sdg,ScotTr01,def_pct,0%,,,,,
player,201910200oti,sdg,ScotTr01,special_teams,5,,,,,
player,201910200oti,sdg,ScotTr01,st_pct,21%,,,,,
player,201910200oti,sdg,SchoMi00,pos,G,,,,,
player,201910200oti,sdg,SchoMi00,offense,64,,,,,
player,201910200oti,sdg,SchoMi00,off_pct,100%,,,,,
player,201910200oti,sdg,SchoMi00,defense,0,,,,,
player,201910200oti,sdg,SchoMi00,def_pct,0%,,,,,
player,201910200oti,sdg,SchoMi00,special_teams,5,,,,,
player,201910200oti,sdg,SchoMi00,st_pct,21%,,,,,
player,201910200oti,sdg,RivePh00,pos,QB,,,,,
player,201910200oti,sdg,RivePh00,offense,64,,,,,
player,201910200oti,sdg,RivePh00,off_pct,100%,,,,,
player,201910200oti,sdg,RivePh00,defense,0,,,,,
player,201910200oti,sdg,RivePh00,def_pct,0%,,,,,
