game,2019,7,20191020,201910200clt,htx,"Houston Texans",23,clt,"Indianapolis Colts",30
team,201910200clt,htx,First Downs,21,,,,,,
team,201910200clt,clt,First Downs,23,,,,,,
team,201910200clt,htx,Rush-Yds-TDs,24-100-1,,,,,,
team,201910200clt,clt,Rush-Yds-TDs,26-62-0,,,,,,
team,201910200clt,htx,Cmp-Att-Yd-TD-INT,23-34-308-1-2,,,,,,
team,201910200clt,clt,Cmp-Att-Yd-TD-INT,26-40-326-4-0,,,,,,
team,201910200clt,htx,Sacked-Yards,3-17,,,,,,
team,201910200clt,clt,Sacked-Yards,1-5,,,,,,
team,201910200clt,htx,Net Pass Yards,291,,,,,,
team,201910200clt,clt,Net Pass Yards,321,,,,,,
team,201910200clt,htx,Total Yards,391,,,,,,
team,201910200clt,clt,Total Yards,383,,,,,,
team,201910200clt,htx,Fumbles-Lost,0-0,,,,,,
team,201910200clt,clt,Fumbles-Lost,1-1,,,,,,
team,201910200clt,htx,Turnovers,2,,,,,,
team,201910200clt,clt,Turnovers,1,,,,,,
team,201910200clt,htx,Penalties-Yards,10-54,,,,,,
team,201910200clt,clt,Penalties-Yards,6-45,,,,,,
team,201910200clt,htx,Third Down Conv.,4-12,,,,,,
team,201910200clt,clt,Third Down Conv.,8-16,,,,,,
team,201910200clt,htx,Fourth Down Conv.,1-3,,,,,,
team,201910200clt,clt,Fourth Down Conv.,0-1,,,,,,
team,201910200clt,htx,Time of Possession,27:08,,,,,,
team,201910200clt,clt,Time of Possession,32:52,,,,,,
player,201910200clt,htx,WatsDe00,pass_cmp,23,,,,,
player,201910200clt,htx,WatsDe00,pass_att,34,,,,,
player,201910200clt,htx,WatsDe00,pass_yds,308,,,,,
player,201910200clt,htx,WatsDe00,pass_td,1,,,,,
player,201910200clt,htx,WatsDe00,pass_int,2,,,,,
player,201910200clt,htx,WatsDe00,pass_sacked,3,,,,,
player,201910200clt,htx,WatsDe00,pass_sacked_yds,17,,,,,
player,201910200clt,htx,WatsDe00,pass_long,45,,,,,
player,201910200clt,htx,WatsDe00,pass_rating,81.5,,,,,
player,201910200clt,htx,WatsDe00,rush_att,3,,,,,
player,201910200clt,htx,WatsDe00,rush_yds,32,,,,,
player,201910200clt,htx,WatsDe00,rush_td,0,,,,,
player,201910200clt,htx,WatsDe00,rush_long,19,,,,,
player,201910200clt,htx,WatsDe00,targets,0,,,,,
player,201910200clt,htx,WatsDe00,rec,0,,,,,
player,201910200clt,htx,WatsDe00,rec_yds,0,,,,,
player,201910200clt,htx,WatsDe00,rec_td,0,,,,,
player,201910200clt,htx,WatsDe00,rec_long,0,,,,,
player,201910200clt,htx,WatsDe00,fumbles,0,,,,,
player,201910200clt,htx,WatsDe00,fumbles_lost,0,,,,,
player,201910200clt,htx,HydeCa00,pass_cmp,0,,,,,
player,201910200clt,htx,HydeCa00,pass_att,0,,,,,
player,201910200clt,htx,HydeCa00,pass_yds,0,,,,,
player,201910200clt,htx,HydeCa00,pass_td,0,,,,,
player,201910200clt,htx,HydeCa00,pass_int,0,,,,,
player,201910200clt,htx,HydeCa00,pass_sacked,0,,,,,
player,201910200clt,htx,HydeCa00,pass_sacked_yds,0,,,,,
player,201910200clt,htx,HydeCa00,pass_long,0,,,,,
player,201910200clt,htx,HydeCa00,pass_rating,,,,,,
player,201910200clt,htx,HydeCa00,rush_att,12,,,,,
player,201910200clt,htx,HydeCa00,rush_yds,35,,,,,
player,201910200clt,htx,HydeCa00,rush_td,0,,,,,
player,201910200clt,htx,HydeCa00,rush_long,10,,,,,
player,201910200clt,htx,HydeCa00,targets,1,,,,,
player,201910200clt,htx,HydeCa00,rec,0,,,,,
player,201910200clt,htx,HydeCa00,rec_yds,0,,,,,
player,201910200clt,htx,HydeCa00,rec_td,0,,,,,
player,201910200clt,htx,HydeCa00,rec_long,0,,,,,
player,201910200clt,htx,HydeCa00,fumbles,0,,,,,
player,201910200clt,htx,HydeCa00,fumbles_lost,0,,,,,
player,201910200clt,htx,JohnDu00,pass_cmp,0,,,,,
player,201910200clt,htx,JohnDu00,pass_att,0,,,,,
player,201910200clt,htx,JohnDu00,pass_yds,0,,,,,
player,201910200clt,htx,JohnDu00,pass_td,0,,,,,
player,201910200clt,htx,JohnDu00,pass_int,0,,,,,
player,201910200clt,htx,JohnDu00,pass_sacked,0,,,,,
player,201910200clt,htx,JohnDu00,pass_sacked_yds,0,,,,,
player,201910200clt,htx,JohnDu00,pass_long,0,,,,,
player,201910200clt,htx,JohnDu00,pass_rating,,,,,,
player,201910200clt,htx,JohnDu00,rush_att,7,,,,,
player,201910200clt,htx,JohnDu00,rush_yds,34,,,,,
player,201910200clt,htx,JohnDu00,rush_td,0,,,,,
player,201910200clt,htx,JohnDu00,rush_long,11,,,,,
player,201910200clt,htx,JohnDu00,targets,5,,,,,
player,201910200clt,htx,JohnDu00,rec,2,,,,,
player,201910200clt,htx,JohnDu00,rec_yds,22,,,,,
player,201910200clt,htx,JohnDu00,rec_td,0,,,,,
player,201910200clt,htx,JohnDu00,rec_long,12,,,,,
player,201910200clt,htx,JohnDu00,fumbles,0,,,,,
player,201910200clt,htx,JohnDu00,fumbles_lost,0,,,,,
player,201910200clt,htx,CoutKe00,pass_cmp,0,,,,,
player,201910200clt,htx,CoutKe00,pass_att,0,,,,,
player,201910200clt,htx,CoutKe00,pass_yds,0,,,,,
player,201910200clt,htx,CoutKe00,pass_td,0,,,,,
player,201910200clt,htx,CoutKe00,pass_int,0,,,,,
player,201910200clt,htx,CoutKe00,pass_sacked,0,,,,,
player,201910200clt,htx,CoutKe00,pass_sacked_yds,0,,,,,
player,201910200clt,htx,CoutKe00,pass_long,0,,,,,
player,201910200clt,htx,CoutKe00,pass_rating,,,,,,
player,201910200clt,htx,CoutKe00,rush_att,1,,,,,
player,201910200clt,htx,CoutKe00,rush_yds,4,,,,,
player,201910200clt,htx,CoutKe00,rush_td,1,,,,,
player,201910200clt,htx,CoutKe00,rush_long,4,,,,,
player,201910200clt,htx,CoutKe00,targets,5,,,,,
player,201910200clt,htx,CoutKe00,rec,3,,,,,
player,201910200clt,htx,CoutKe00,rec_yds,25,,,,,
player,201910200clt,htx,CoutKe00,rec_td,0,,,,,
player,201910200clt,htx,CoutKe00,rec_long,13,,,,,
player,201910200clt,htx,CoutKe00,fumbles,0,,,,,
player,201910200clt,htx,CoutKe00,fumbles_lost,0,,,,,
player,201910200clt,htx,HopkDe00,pass_cmp,0,,,,,
player,201910200clt,htx,HopkDe00,pass_att,0,,,,,
player,201910200clt,htx,HopkDe00,pass_yds,0,,,,,
player,201910200clt,htx,HopkDe00,pass_td,0,,,,,
player,201910200clt,htx,HopkDe00,pass_int,0,,,,,
player,201910200clt,htx,HopkDe00,pass_sacked,0,,,,,
player,201910200clt,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201910200clt,htx,HopkDe00,pass_long,0,,,,,
player,201910200clt,htx,HopkDe00,pass_rating,,,,,,
player,201910200clt,htx,HopkDe00,rush_att,0,,,,,
player,201910200clt,htx,HopkDe00,rush_yds,0,,,,,
player,201910200clt,htx,HopkDe00,rush_td,0,,,,,
player,201910200clt,htx,HopkDe00,rush_long,0,,,,,
player,201910200clt,htx,HopkDe00,targets,12,,,,,
player,201910200clt,htx,HopkDe00,rec,9,,,,,
player,201910200clt,htx,HopkDe00,rec_yds,106,,,,,
player,201910200clt,htx,HopkDe00,rec_td,1,,,,,
player,201910200clt,htx,HopkDe00,rec_long,21,,,,,
player,201910200clt,htx,HopkDe00,fumbles,0,,,,,
player,201910200clt,htx,HopkDe00,fumbles_lost,0,,,,,
player,201910200clt,htx,StilKe00,pass_cmp,0,,,,,
player,201910200clt,htx,StilKe00,pass_att,0,,,,,
player,201910200clt,htx,StilKe00,pass_yds,0,,,,,
player,201910200clt,htx,StilKe00,pass_td,0,,,,,
player,201910200clt,htx,StilKe00,pass_int,0,,,,,
player,201910200clt,htx,StilKe00,pass_sacked,0,,,,,
player,201910200clt,htx,StilKe00,pass_sacked_yds,0,,,,,
player,201910200clt,htx,StilKe00,pass_long,0,,,,,
player,201910200clt,htx,StilKe00,pass_rating,,,,,,
player,201910200clt,htx,StilKe00,rush_att,0,,,,,
player,201910200clt,htx,StilKe00,rush_yds,0,,,,,
player,201910200clt,htx,StilKe00,rush_td,0,,,,,
player,201910200clt,htx,StilKe00,rush_long,0,,,,,
player,201910200clt,htx,StilKe00,targets,5,,,,,
player,201910200clt,htx,StilKe00,rec,4,,,,,
player,201910200clt,htx,StilKe00,rec_yds,105,,,,,
player,201910200clt,htx,StilKe00,rec_td,0,,,,,
player,201910200clt,htx,StilKe00,rec_long,45,,,,,
player,201910200clt,htx,StilKe00,fumbles,0,,,,,
player,201910200clt,htx,StilKe00,fumbles_lost,0,,,,,
player,201910200clt,htx,FellDa01,pass_cmp,0,,,,,
player,201910200clt,htx,FellDa01,pass_att,0,,,,,
player,201910200clt,htx,FellDa01,pass_yds,0,,,,,
player,201910200clt,htx,FellDa01,pass_td,0,,,,,
player,201910200clt,htx,FellDa01,pass_int,0,,,,,
player,201910200clt,htx,FellDa01,pass_sacked,0,,,,,
player,201910200clt,htx,FellDa01,pass_sacked_yds,0,,,,,
player,201910200clt,htx,FellDa01,pass_long,0,,,,,
player,201910200clt,htx,FellDa01,pass_rating,,,,,,
player,201910200clt,htx,FellDa01,rush_att,0,,,,,
player,201910200clt,htx,FellDa01,rush_yds,0,,,,,
player,201910200clt,htx,FellDa01,rush_td,0,,,,,
player,201910200clt,htx,FellDa01,rush_long,0,,,,,
player,201910200clt,htx,FellDa01,targets,2,,,,,
player,201910200clt,htx,FellDa01,rec,2,,,,,
player,201910200clt,htx,FellDa01,rec_yds,27,,,,,
player,201910200clt,htx,FellDa01,rec_td,0,,,,,
player,201910200clt,htx,FellDa01,rec_long,19,,,,,
player,201910200clt,htx,FellDa01,fumbles,0,,,,,
player,201910200clt,htx,FellDa01,fumbles_lost,0,,,,,
player,201910200clt,htx,AkinJo00,pass_cmp,0,,,,,
player,201910200clt,htx,AkinJo00,pass_att,0,,,,,
player,201910200clt,htx,AkinJo00,pass_yds,0,,,,,
player,201910200clt,htx,AkinJo00,pass_td,0,,,,,
player,201910200clt,htx,AkinJo00,pass_int,0,,,,,
player,201910200clt,htx,AkinJo00,pass_sacked,0,,,,,
player,201910200clt,htx,AkinJo00,pass_sacked_yds,0,,,,,
player,201910200clt,htx,AkinJo00,pass_long,0,,,,,
player,201910200clt,htx,AkinJo00,pass_rating,,,,,,
