game,2019,1,20190908,201909080car,ram,"Los Angeles Rams",30,car,"Carolina Panthers",27
player,201909080car,car,ShorKa00,defense,35,,,,,
player,201909080car,car,ShorKa00,def_pct,46%,,,,,
player,201909080car,car,ShorKa00,special_teams,8,,,,,
player,201909080car,car,ShorKa00,st_pct,24%,,,,,
player,201909080car,car,ElliJa01,pos,CB,,,,,
player,201909080car,car,ElliJa01,offense,0,,,,,
player,201909080car,car,ElliJa01,off_pct,0%,,,,,
player,201909080car,car,ElliJa01,defense,35,,,,,
player,201909080car,car,ElliJa01,def_pct,46%,,,,,
player,201909080car,car,ElliJa01,special_teams,3,,,,,
player,201909080car,car,ElliJa01,st_pct,9%,,,,,
player,201909080car,car,PoexDo00,pos,NT,,,,,
player,201909080car,car,PoexDo00,offense,0,,,,,
player,201909080car,car,PoexDo00,off_pct,0%,,,,,
player,201909080car,car,PoexDo00,defense,34,,,,,
player,201909080car,car,PoexDo00,def_pct,45%,,,,,
player,201909080car,car,PoexDo00,special_teams,7,,,,,
player,201909080car,car,PoexDo00,st_pct,21%,,,,,
player,201909080car,car,LoveKy00,pos,NT,,,,,
player,201909080car,car,LoveKy00,offense,0,,,,,
player,201909080car,car,LoveKy00,off_pct,0%,,,,,
player,201909080car,car,LoveKy00,defense,29,,,,,
player,201909080car,car,LoveKy00,def_pct,38%,,,,,
player,201909080car,car,LoveKy00,special_teams,0,,,,,
player,201909080car,car,LoveKy00,st_pct,0%,,,,,
player,201909080car,car,HaynMa01,pos,LB,,,,,
player,201909080car,car,HaynMa01,offense,0,,,,,
player,201909080car,car,HaynMa01,off_pct,0%,,,,,
player,201909080car,car,HaynMa01,defense,28,,,,,
player,201909080car,car,HaynMa01,def_pct,37%,,,,,
player,201909080car,car,HaynMa01,special_teams,23,,,,,
player,201909080car,car,HaynMa01,st_pct,70%,,,,,
player,201909080car,car,ObadEf00,pos,DE,,,,,
player,201909080car,car,ObadEf00,offense,0,,,,,
player,201909080car,car,ObadEf00,off_pct,0%,,,,,
player,201909080car,car,ObadEf00,defense,28,,,,,
player,201909080car,car,ObadEf00,def_pct,37%,,,,,
player,201909080car,car,ObadEf00,special_teams,6,,,,,
player,201909080car,car,ObadEf00,st_pct,18%,,,,,
player,201909080car,car,CartJe00,pos,LB,,,,,
player,201909080car,car,CartJe00,offense,0,,,,,
player,201909080car,car,CartJe00,off_pct,0%,,,,,
player,201909080car,car,CartJe00,defense,26,,,,,
player,201909080car,car,CartJe00,def_pct,34%,,,,,
player,201909080car,car,CartJe00,special_teams,19,,,,,
player,201909080car,car,CartJe00,st_pct,58%,,,,,
player,201909080car,car,GaulRa00,pos,SS,,,,,
player,201909080car,car,GaulRa00,offense,0,,,,,
player,201909080car,car,GaulRa00,off_pct,0%,,,,,
player,201909080car,car,GaulRa00,defense,17,,,,,
player,201909080car,car,GaulRa00,def_pct,22%,,,,,
player,201909080car,car,GaulRa00,special_teams,16,,,,,
player,201909080car,car,GaulRa00,st_pct,48%,,,,,
player,201909080car,car,CockRo00,pos,CB,,,,,
player,201909080car,car,CockRo00,offense,0,,,,,
player,201909080car,car,CockRo00,off_pct,0%,,,,,
player,201909080car,car,CockRo00,defense,11,,,,,
player,201909080car,car,CockRo00,def_pct,14%,,,,,
player,201909080car,car,CockRo00,special_teams,14,,,,,
player,201909080car,car,CockRo00,st_pct,42%,,,,,
player,201909080car,car,MillCh04,pos,LB,,,,,
player,201909080car,car,MillCh04,offense,0,,,,,
player,201909080car,car,MillCh04,off_pct,0%,,,,,
player,201909080car,car,MillCh04,defense,7,,,,,
player,201909080car,car,MillCh04,def_pct,9%,,,,,
player,201909080car,car,MillCh04,special_teams,0,,,,,
player,201909080car,car,MillCh04,st_pct,0%,,,,,
player,201909080car,car,JoneCo01,pos,FS,,,,,
player,201909080car,car,JoneCo01,offense,0,,,,,
player,201909080car,car,JoneCo01,off_pct,0%,,,,,
player,201909080car,car,JoneCo01,defense,0,,,,,
player,201909080car,car,JoneCo01,def_pct,0%,,,,,
player,201909080car,car,JoneCo01,special_teams,27,,,,,
player,201909080car,car,JoneCo01,st_pct,82%,,,,,
player,201909080car,car,McClRa00,pos,WR,,,,,
player,201909080car,car,McClRa00,offense,0,,,,,
player,201909080car,car,McClRa00,off_pct,0%,,,,,
player,201909080car,car,McClRa00,defense,0,,,,,
player,201909080car,car,McClRa00,def_pct,0%,,,,,
player,201909080car,car,McClRa00,special_teams,20,,,,,
player,201909080car,car,McClRa00,st_pct,61%,,,,,
player,201909080car,car,SmitAn04,pos,LB,,,,,
player,201909080car,car,SmitAn04,offense,0,,,,,
player,201909080car,car,SmitAn04,off_pct,0%,,,,,
player,201909080car,car,SmitAn04,defense,0,,,,,
player,201909080car,car,SmitAn04,def_pct,0%,,,,,
player,201909080car,car,SmitAn04,special_teams,19,,,,,
player,201909080car,car,SmitAn04,st_pct,58%,,,,,
player,201909080car,car,JameNa00,pos,CB,,,,,
player,201909080car,car,JameNa00,offense,0,,,,,
player,201909080car,car,JameNa00,off_pct,0%,,,,,
player,201909080car,car,JameNa00,defense,0,,,,,
player,201909080car,car,JameNa00,def_pct,0%,,,,,
player,201909080car,car,JameNa00,special_teams,15,,,,,
player,201909080car,car,JameNa00,st_pct,45%,,,,,
player,201909080car,car,SlyeJo00,pos,K,,,,,
player,201909080car,car,SlyeJo00,offense,0,,,,,
player,201909080car,car,SlyeJo00,off_pct,0%,,,,,
player,201909080car,car,SlyeJo00,defense,0,,,,,
player,201909080car,car,SlyeJo00,def_pct,0%,,,,,
player,201909080car,car,SlyeJo00,special_teams,11,,,,,
player,201909080car,car,SlyeJo00,st_pct,33%,,,,,
player,201909080car,car,PalaMi00,pos,P,,,,,
player,201909080car,car,PalaMi00,offense,0,,,,,
player,201909080car,car,PalaMi00,off_pct,0%,,,,,
player,201909080car,car,PalaMi00,defense,0,,,,,
player,201909080car,car,PalaMi00,def_pct,0%,,,,,
player,201909080car,car,PalaMi00,special_teams,10,,,,,
player,201909080car,car,PalaMi00,st_pct,30%,,,,,
player,201909080car,car,JansJ.00,pos,LS,,,,,
player,201909080car,car,JansJ.00,offense,0,,,,,
player,201909080car,car,JansJ.00,off_pct,0%,,,,,
player,201909080car,car,JansJ.00,defense,0,,,,,
player,201909080car,car,JansJ.00,def_pct,0%,,,,,
player,201909080car,car,JansJ.00,special_teams,10,,,,,
player,201909080car,car,JansJ.00,st_pct,30%,,,,,
player,201909080car,car,BonnRe00,pos,RB,,,,,
player,201909080car,car,BonnRe00,offense,0,,,,,
player,201909080car,car,BonnRe00,off_pct,0%,,,,,
player,201909080car,car,BonnRe00,defense,0,,,,,
player,201909080car,car,BonnRe00,def_pct,0%,,,,,
player,201909080car,car,BonnRe00,special_teams,7,,,,,
player,201909080car,car,BonnRe00,st_pct,21%,,,,,
player,201909080car,car,LarsTy00,pos,C,,,,,
player,201909080car,car,LarsTy00,offense,0,,,,,
player,201909080car,car,LarsTy00,off_pct,0%,,,,,
player,201909080car,car,LarsTy00,defense,0,,,,,
player,201909080car,car,LarsTy00,def_pct,0%,,,,,
player,201909080car,car,LarsTy00,special_teams,6,,,,,
player,201909080car,car,LarsTy00,st_pct,18%,,,,,
player,201909080car,car,ScarJo00,pos,RB,,,,,
player,201909080car,car,ScarJo00,offense,0,,,,,
player,201909080car,car,ScarJo00,off_pct,0%,,,,,
player,201909080car,car,ScarJo00,defense,0,,,,,
player,201909080car,car,ScarJo00,def_pct,0%,,,,,
player,201909080car,car,ScarJo00,special_teams,4,,,,,
player,201909080car,car,ScarJo00,st_pct,12%,,,,,
player,201909080car,ram,BlytAu00,pos,G,,,,,
player,201909080car,ram,BlytAu00,offense,76,,,,,
player,201909080car,ram,BlytAu00,off_pct,100%,,,,,
player,201909080car,ram,BlytAu00,defense,0,,,,,
player,201909080car,ram,BlytAu00,def_pct,0%,,,,,
player,201909080car,ram,BlytAu00,special_teams,7,,,,,
player,201909080car,ram,BlytAu00,st_pct,21%,,,,,
player,201909080car,ram,NoteJo00,pos,G,,,,,
player,201909080car,ram,NoteJo00,offense,76,,,,,
player,201909080car,ram,NoteJo00,off_pct,100%,,,,,
player,201909080car,ram,NoteJo00,defense,0,,,,,
player,201909080car,ram,NoteJo00,def_pct,0%,,,,,
player,201909080car,ram,NoteJo00,special_teams,7,,,,,
player,201909080car,ram,NoteJo00,st_pct,21%,,,,,
player,201909080car,ram,HaveRo00,pos,T,,,,,
player,201909080car,ram,HaveRo00,offense,76,,,,,
player,201909080car,ram,HaveRo00,off_pct,100%,,,,,
player,201909080car,ram,HaveRo00,defense,0,,,,,
player,201909080car,ram,HaveRo00,def_pct,0%,,,,,
player,201909080car,ram,HaveRo00,special_teams,7,,,,,
player,201909080car,ram,HaveRo00,st_pct,21%,,,,,
player,201909080car,ram,WhitAn20,pos,T,,,,,
player,201909080car,ram,WhitAn20,offense,76,,,,,
player,201909080car,ram,WhitAn20,off_pct,100%,,,,,
player,201909080car,ram,WhitAn20,defense,0,,,,,
player,201909080car,ram,WhitAn20,def_pct,0%,,,,,
player,201909080car,ram,WhitAn20,special_teams,7,,,,,
player,201909080car,ram,WhitAn20,st_pct,21%,,,,,
player,201909080car,ram,AlleBr02,pos,C,,,,,
player,201909080car,ram,AlleBr02,offense,76,,,,,
player,201909080car,ram,AlleBr02,off_pct,100%,,,,,
player,201909080car,ram,AlleBr02,defense,0,,,,,
player,201909080car,ram,AlleBr02,def_pct,0%,,,,,
player,201909080car,ram,AlleBr02,special_teams,0,,,,,
player,201909080car,ram,AlleBr02,st_pct,0%,,,,,
player,201909080car,ram,GoffJa00,pos,QB,,,,,
player,201909080car,ram,GoffJa00,offense,76,,,,,
player,201909080car,ram,GoffJa00,off_pct,100%,,,,,
player,201909080car,ram,GoffJa00,defense,0,,,,,
player,201909080car,ram,GoffJa00,def_pct,0%,,,,,
player,201909080car,ram,GoffJa00,special_teams,0,,,,,
player,201909080car,ram,GoffJa00,st_pct,0%,,,,,
player,201909080car,ram,WoodRo02,pos,WR,,,,,
player,201909080car,ram,WoodRo02,offense,72,,,,,
player,201909080car,ram,WoodRo02,off_pct,95%,,,,,
player,201909080car,ram,WoodRo02,defense,0,,,,,
player,201909080car,ram,WoodRo02,def_pct,0%,,,,,
player,201909080car,ram,WoodRo02,special_teams,1,,,,,
player,201909080car,ram,WoodRo02,st_pct,3%,,,,,
player,201909080car,ram,CookBr00,pos,WR,,,,,
player,201909080car,ram,CookBr00,offense,70,,,,,
player,201909080car,ram,CookBr00,off_pct,92%,,,,,
player,201909080car,ram,CookBr00,defense,0,,,,,
player,201909080car,ram,CookBr00,def_pct,0%,,,,,
player,201909080car,ram,CookBr00,special_teams,1,,,,,
player,201909080car,ram,CookBr00,st_pct,3%,,,,,
player,201909080car,ram,KuppCo00,pos,WR,,,,,
player,201909080car,ram,KuppCo00,offense,68,,,,,
player,201909080car,ram,KuppCo00,off_pct,89%,,,,,
player,201909080car,ram,KuppCo00,defense,0,,,,,
player,201909080car,ram,KuppCo00,def_pct,0%,,,,,
player,201909080car,ram,KuppCo00,special_teams,0,,,,,
player,201909080car,ram,KuppCo00,st_pct,0%,,,,,
player,201909080car,ram,GurlTo01,pos,RB,,,,,
player,201909080car,ram,GurlTo01,offense,53,,,,,
player,201909080car,ram,GurlTo01,off_pct,70%,,,,,
player,201909080car,ram,GurlTo01,defense,0,,,,,
player,201909080car,ram,GurlTo01,def_pct,0%,,,,,
player,201909080car,ram,GurlTo01,special_teams,0,,,,,
player,201909080car,ram,GurlTo01,st_pct,0%,,,,,
player,201909080car,ram,HigbTy00,pos,TE,,,,,
player,201909080car,ram,HigbTy00,offense,39,,,,,
player,201909080car,ram,HigbTy00,off_pct,51%,,,,,
player,201909080car,ram,HigbTy00,defense,0,,,,,
player,201909080car,ram,HigbTy00,def_pct,0%,,,,,
player,201909080car,ram,HigbTy00,special_teams,8,,,,,
player,201909080car,ram,HigbTy00,st_pct,24%,,,,,
player,201909080car,ram,EverGe00,pos,TE,,,,,
player,201909080car,ram,EverGe00,offense,30,,,,,
player,201909080car,ram,EverGe00,off_pct,39%,,,,,
player,201909080car,ram,EverGe00,defense,0,,,,,
player,201909080car,ram,EverGe00,def_pct,0%,,,,,
player,201909080car,ram,EverGe00,special_teams,0,,,,,
player,201909080car,ram,EverGe00,st_pct,0%,,,,,
player,201909080car,ram,ReynJo00,pos,WR,,,,,
player,201909080car,ram,ReynJo00,offense,25,,,,,
player,201909080car,ram,ReynJo00,off_pct,33%,,,,,
player,201909080car,ram,ReynJo00,defense,0,,,,,
player,201909080car,ram,ReynJo00,def_pct,0%,,,,,
player,201909080car,ram,ReynJo00,special_teams,0,,,,,
player,201909080car,ram,ReynJo00,st_pct,0%,,,,,
player,201909080car,ram,BrowMa03,pos,RB,,,,,
player,201909080car,ram,BrowMa03,offense,21,,,,,
player,201909080car,ram,BrowMa03,off_pct,28%,,,,,
player,201909080car,ram,BrowMa03,defense,0,,,,,
player,201909080car,ram,BrowMa03,def_pct,0%,,,,,
player,201909080car,ram,BrowMa03,special_teams,7,,,,,
player,201909080car,ram,BrowMa03,st_pct,21%,,,,,
player,201909080car,ram,HendDa00,pos,RB,,,,,
player,201909080car,ram,HendDa00,offense,2,,,,,
player,201909080car,ram,HendDa00,off_pct,3%,,,,,
player,201909080car,ram,HendDa00,defense,0,,,,,
player,201909080car,ram,HendDa00,def_pct,0%,,,,,
player,201909080car,ram,HendDa00,special_teams,0,,,,,
player,201909080car,ram,HendDa00,st_pct,0%,,,,,
player,201909080car,ram,LittCo01,pos,LB,,,,,
player,201909080car,ram,LittCo01,offense,0,,,,,
player,201909080car,ram,LittCo01,off_pct,0%,,,,,
player,201909080car,ram,LittCo01,defense,66,,,,,
player,201909080car,ram,LittCo01,def_pct,100%,,,,,
player,201909080car,ram,LittCo01,special_teams,8,,,,,
player,201909080car,ram,LittCo01,st_pct,24%,,,,,
player,201909080car,ram,JohnJo10,pos,SS,,,,,
player,201909080car,ram,JohnJo10,offense,0,,,,,
player,201909080car,ram,JohnJo10,off_pct,0%,,,,,
player,201909080car,ram,JohnJo10,defense,66,,,,,
player,201909080car,ram,JohnJo10,def_pct,100%,,,,,
player,201909080car,ram,JohnJo10,special_teams,4,,,,,
player,201909080car,ram,JohnJo10,st_pct,12%,,,,,
player,201909080car,ram,TaliAq99,pos,CB,,,,,
player,201909080car,ram,TaliAq99,offense,0,,,,,
player,201909080car,ram,TaliAq99,off_pct,0%,,,,,
player,201909080car,ram,TaliAq99,defense,65,,,,,
player,201909080car,ram,TaliAq99,def_pct,98%,,,,,
player,201909080car,ram,TaliAq99,special_teams,0,,,,,
player,201909080car,ram,TaliAq99,st_pct,0%,,,,,
player,201909080car,ram,PeteMa00,pos,CB,,,,,
player,201909080car,ram,PeteMa00,offense,0,,,,,
player,201909080car,ram,PeteMa00,off_pct,0%,,,,,
player,201909080car,ram,PeteMa00,defense,65,,,,,
player,201909080car,ram,PeteMa00,def_pct,98%,,,,,
player,201909080car,ram,PeteMa00,special_teams,0,,,,,
player,201909080car,ram,PeteMa00,st_pct,0%,,,,,
player,201909080car,ram,DonaAa00,pos,DT,,,,,
player,201909080car,ram,DonaAa00,offense,0,,,,,
player,201909080car,ram,DonaAa00,off_pct,0%,,,,,
player,201909080car,ram,DonaAa00,defense,55,,,,,
player,201909080car,ram,DonaAa00,def_pct,83%,,,,,
player,201909080car,ram,DonaAa00,special_teams,6,,,,,
player,201909080car,ram,DonaAa00,st_pct,18%,,,,,
player,201909080car,ram,FowlDa00,pos,LB,,,,,
player,201909080car,ram,FowlDa00,offense,0,,,,,
player,201909080car,ram,FowlDa00,off_pct,0%,,,,,
player,201909080car,ram,FowlDa00,defense,54,,,,,
player,201909080car,ram,FowlDa00,def_pct,82%,,,,,
player,201909080car,ram,FowlDa00,special_teams,6,,,,,
player,201909080car,ram,FowlDa00,st_pct,18%,,,,,
player,201909080car,ram,BrocMi00,pos,DE,,,,,
player,201909080car,ram,BrocMi00,offense,0,,,,,
player,201909080car,ram,BrocMi00,off_pct,0%,,,,,
player,201909080car,ram,BrocMi00,defense,48,,,,,
player,201909080car,ram,BrocMi00,def_pct,73%,,,,,
player,201909080car,ram,BrocMi00,special_teams,5,,,,,
player,201909080car,ram,BrocMi00,st_pct,15%,,,,,
player,201909080car,ram,MattCl99,pos,LB,,,,,
player,201909080car,ram,MattCl99,offense,0,,,,,
player,201909080car,ram,MattCl99,off_pct,0%,,,,,
player,201909080car,ram,MattCl99,defense,45,,,,,
player,201909080car,ram,MattCl99,def_pct,68%,,,,,
player,201909080car,ram,MattCl99,special_teams,0,,,,,
player,201909080car,ram,MattCl99,st_pct,0%,,,,,
player,201909080car,ram,ChriMa00,pos,FS,,,,,
player,201909080car,ram,ChriMa00,offense,0,,,,,
player,201909080car,ram,ChriMa00,off_pct,0%,,,,,
player,201909080car,ram,ChriMa00,defense,41,,,,,
player,201909080car,ram,ChriMa00,def_pct,62%,,,,,
player,201909080car,ram,ChriMa00,special_teams,16,,,,,
player,201909080car,ram,ChriMa00,st_pct,48%,,,,,
player,201909080car,ram,RobeNi00,pos,CB,,,,,
player,201909080car,ram,RobeNi00,offense,0,,,,,
player,201909080car,ram,RobeNi00,off_pct,0%,,,,,
player,201909080car,ram,RobeNi00,defense,41,,,,,
player,201909080car,ram,RobeNi00,def_pct,62%,,,,,
player,201909080car,ram,RobeNi00,special_teams,7,,,,,
player,201909080car,ram,RobeNi00,st_pct,21%,,,,,
player,201909080car,ram,JoseSe00,pos,NT,,,,,
player,201909080car,ram,JoseSe00,offense,0,,,,,
player,201909080car,ram,JoseSe00,off_pct,0%,,,,,
player,201909080car,ram,JoseSe00,defense,36,,,,,
player,201909080car,ram,JoseSe00,def_pct,55%,,,,,
player,201909080car,ram,JoseSe00,special_teams,6,,,,,
player,201909080car,ram,JoseSe00,st_pct,18%,,,,,
player,201909080car,ram,EbukSa00,pos,LB,,,,,
player,201909080car,ram,EbukSa00,offense,0,,,,,
player,201909080car,ram,EbukSa00,off_pct,0%,,,,,
player,201909080car,ram,EbukSa00,defense,33,,,,,
player,201909080car,ram,EbukSa00,def_pct,50%,,,,,
player,201909080car,ram,EbukSa00,special_teams,17,,,,,
player,201909080car,ram,EbukSa00,st_pct,52%,,,,,
player,201909080car,ram,RappTa00,pos,SS,,,,,
player,201909080car,ram,RappTa00,offense,0,,,,,
player,201909080car,ram,RappTa00,off_pct,0%,,,,,
player,201909080car,ram,RappTa00,defense,31,,,,,
player,201909080car,ram,RappTa00,def_pct,47%,,,,,
player,201909080car,ram,RappTa00,special_teams,15,,,,,
player,201909080car,ram,RappTa00,st_pct,45%,,,,,
player,201909080car,ram,HageBr00,pos,LB,,,,,
player,201909080car,ram,HageBr00,offense,0,,,,,
player,201909080car,ram,HageBr00,off_pct,0%,,,,,
player,201909080car,ram,HageBr00,defense,25,,,,,
player,201909080car,ram,HageBr00,def_pct,38%,,,,,
player,201909080car,ram,HageBr00,special_teams,17,,,,,
player,201909080car,ram,HageBr00,st_pct,52%,,,,,
player,201909080car,ram,WeddEr99,pos,FS,,,,,
player,201909080car,ram,WeddEr99,offense,0,,,,,
player,201909080car,ram,WeddEr99,off_pct,0%,,,,,
player,201909080car,ram,WeddEr99,defense,25,,,,,
player,201909080car,ram,WeddEr99,def_pct,38%,,,,,
player,201909080car,ram,WeddEr99,special_teams,0,,,,,
player,201909080car,ram,WeddEr99,st_pct,0%,,,,,
player,201909080car,ram,FoxxMo00,pos,DE,,,,,
player,201909080car,ram,FoxxMo00,offense,0,,,,,
player,201909080car,ram,FoxxMo00,off_pct,0%,,,,,
player,201909080car,ram,FoxxMo00,defense,15,,,,,
player,201909080car,ram,FoxxMo00,def_pct,23%,,,,,
player,201909080car,ram,FoxxMo00,special_teams,8,,,,,
player,201909080car,ram,FoxxMo00,st_pct,24%,,,,,
player,201909080car,ram,SmarTa00,pos,DT,,,,,
player,201909080car,ram,SmarTa00,offense,0,,,,,
player,201909080car,ram,SmarTa00,off_pct,0%,,,,,
player,201909080car,ram,SmarTa00,defense,14,,,,,
player,201909080car,ram,SmarTa00,def_pct,21%,,,,,
player,201909080car,ram,SmarTa00,special_teams,0,,,,,
player,201909080car,ram,SmarTa00,st_pct,0%,,,,,
player,201909080car,ram,HowaTr00,pos,LB,,,,,
player,201909080car,ram,HowaTr00,offense,0,,,,,
player,201909080car,ram,HowaTr00,off_pct,0%,,,,,
player,201909080car,ram,HowaTr00,defense,1,,,,,
player,201909080car,ram,HowaTr00,def_pct,2%,,,,,
player,201909080car,ram,HowaTr00,special_teams,20,,,,,
player,201909080car,ram,HowaTr00,st_pct,61%,,,,,
player,201909080car,ram,ScotNi01,pos,FS,,,,,
player,201909080car,ram,ScotNi01,offense,0,,,,,
player,201909080car,ram,ScotNi01,off_pct,0%,,,,,
player,201909080car,ram,ScotNi01,defense,0,,,,,
player,201909080car,ram,ScotNi01,def_pct,0%,,,,,
player,201909080car,ram,ScotNi01,special_teams,26,,,,,
player,201909080car,ram,ScotNi01,st_pct,79%,,,,,
player,201909080car,ram,HillTr01,pos,CB,,,,,
player,201909080car,ram,HillTr01,offense,0,,,,,
player,201909080car,ram,HillTr01,off_pct,0%,,,,,
player,201909080car,ram,HillTr01,defense,0,,,,,
player,201909080car,ram,HillTr01,def_pct,0%,,,,,
player,201909080car,ram,HillTr01,special_teams,25,,,,,
player,201909080car,ram,HillTr01,st_pct,76%,,,,,
player,201909080car,ram,WillDa09,pos,CB,,,,,
player,201909080car,ram,WillDa09,offense,0,,,,,
player,201909080car,ram,WillDa09,off_pct,0%,,,,,
player,201909080car,ram,WillDa09,defense,0,,,,,
player,201909080car,ram,WillDa09,def_pct,0%,,,,,
player,201909080car,ram,WillDa09,special_teams,21,,,,,
player,201909080car,ram,WillDa09,st_pct,64%,,,,,
player,201909080car,ram,PatrNa00,pos,LB,,,,,
player,201909080car,ram,PatrNa00,offense,0,,,,,
player,201909080car,ram,PatrNa00,off_pct,0%,,,,,
player,201909080car,ram,PatrNa00,defense,0,,,,,
player,201909080car,ram,PatrNa00,def_pct,0%,,,,,
player,201909080car,ram,PatrNa00,special_teams,18,,,,,
player,201909080car,ram,PatrNa00,st_pct,55%,,,,,
player,201909080car,ram,ReedTr01,pos,LB,,,,,
player,201909080car,ram,ReedTr01,offense,0,,,,,
player,201909080car,ram,ReedTr01,off_pct,0%,,,,,
player,201909080car,ram,ReedTr01,defense,0,,,,,
player,201909080car,ram,ReedTr01,def_pct,0%,,,,,
player,201909080car,ram,ReedTr01,special_teams,17,,,,,
player,201909080car,ram,ReedTr01,st_pct,52%,,,,,
player,201909080car,ram,ThomMi04,pos,WR,,,,,
player,201909080car,ram,ThomMi04,offense,0,,,,,
player,201909080car,ram,ThomMi04,off_pct,0%,,,,,
player,201909080car,ram,ThomMi04,defense,0,,,,,
player,201909080car,ram,ThomMi04,def_pct,0%,,,,,
player,201909080car,ram,ThomMi04,special_teams,16,,,,,
player,201909080car,ram,ThomMi04,st_pct,48%,,,,,
player,201909080car,ram,ZuerGr00,pos,K,,,,,
player,201909080car,ram,ZuerGr00,offense,0,,,,,
player,201909080car,ram,ZuerGr00,off_pct,0%,,,,,
player,201909080car,ram,ZuerGr00,defense,0,,,,,
player,201909080car,ram,ZuerGr00,def_pct,0%,,,,,
player,201909080car,ram,ZuerGr00,special_teams,14,,,,,
player,201909080car,ram,ZuerGr00,st_pct,42%,,,,,
player,201909080car,ram,HekkJo00,pos,P,,,,,
player,201909080car,ram,HekkJo00,offense,0,,,,,
player,201909080car,ram,HekkJo00,off_pct,0%,,,,,
player,201909080car,ram,HekkJo00,defense,0,,,,,
player,201909080car,ram,HekkJo00,def_pct,0%,,,,,
player,201909080car,ram,HekkJo00,special_teams,11,,,,,
player,201909080car,ram,HekkJo00,st_pct,33%,,,,,
player,201909080car,ram,McQuJa00,pos,LS,,,,,
player,201909080car,ram,McQuJa00,offense,0,,,,,
player,201909080car,ram,McQuJa00,off_pct,0%,,,,,
player,201909080car,ram,McQuJa00,defense,0,,,,,
player,201909080car,ram,McQuJa00,def_pct,0%,,,,,
player,201909080car,ram,McQuJa00,special_teams,11,,,,,
player,201909080car,ram,McQuJa00,st_pct,33%,,,,,
player,201909080car,ram,NatsJo00,pos,WR,,,,,
player,201909080car,ram,NatsJo00,offense,0,,,,,
player,201909080car,ram,NatsJo00,off_pct,0%,,,,,
player,201909080car,ram,NatsJo00,defense,0,,,,,
player,201909080car,ram,NatsJo00,def_pct,0%,,,,,
player,201909080car,ram,NatsJo00,special_teams,9,,,,,
player,201909080car,ram,NatsJo00,st_pct,27%,,,,,
player,201909080car,ram,EdwaDa01,pos,T,,,,,
player,201909080car,ram,EdwaDa01,offense,0,,,,,
player,201909080car,ram,EdwaDa01,off_pct,0%,,,,,
player,201909080car,ram,EdwaDa01,defense,0,,,,,
player,201909080car,ram,EdwaDa01,def_pct,0%,,,,,
player,201909080car,ram,EdwaDa01,special_teams,7,,,,,
player,201909080car,ram,EdwaDa01,st_pct,21%,,,,,
player,201909080car,ram,DembJa00,pos,G,,,,,
player,201909080car,ram,DembJa00,offense,0,,,,,
player,201909080car,ram,DembJa00,off_pct,0%,,,,,
player,201909080car,ram,DembJa00,defense,0,,,,,
player,201909080car,ram,DembJa00,def_pct,0%,,,,,
player,201909080car,ram,DembJa00,special_teams,7,,,,,
player,201909080car,ram,DembJa00,st_pct,21%,,,,,
