game,2019,16,20191222,201912220phi,dal,"Dallas Cowboys",9,phi,"Philadelphia Eagles",17
team,201912220phi,dal,First Downs,16,,,,,,
team,201912220phi,phi,First Downs,23,,,,,,
team,201912220phi,dal,Rush-Yds-TDs,16-54-0,,,,,,
team,201912220phi,phi,Rush-Yds-TDs,30-118-1,,,,,,
team,201912220phi,dal,Cmp-Att-Yd-TD-INT,25-44-265-0-0,,,,,,
team,201912220phi,phi,Cmp-Att-Yd-TD-INT,31-40-319-1-0,,,,,,
team,201912220phi,dal,Sacked-Yards,2-8,,,,,,
team,201912220phi,phi,Sacked-Yards,1-6,,,,,,
team,201912220phi,dal,Net Pass Yards,257,,,,,,
team,201912220phi,phi,Net Pass Yards,313,,,,,,
team,201912220phi,dal,Total Yards,311,,,,,,
team,201912220phi,phi,Total Yards,431,,,,,,
team,201912220phi,dal,Fumbles-Lost,1-1,,,,,,
team,201912220phi,phi,Fumbles-Lost,1-0,,,,,,
team,201912220phi,dal,Turnovers,1,,,,,,
team,201912220phi,phi,Turnovers,0,,,,,,
team,201912220phi,dal,Penalties-Yards,2-20,,,,,,
team,201912220phi,phi,Penalties-Yards,4-30,,,,,,
team,201912220phi,dal,Third Down Conv.,3-14,,,,,,
team,201912220phi,phi,Third Down Conv.,6-14,,,,,,
team,201912220phi,dal,Fourth Down Conv.,1-2,,,,,,
team,201912220phi,phi,Fourth Down Conv.,0-1,,,,,,
team,201912220phi,dal,Time of Possession,23:48,,,,,,
team,201912220phi,phi,Time of Possession,36:12,,,,,,
player,201912220phi,dal,PresDa01,pass_cmp,25,,,,,
player,201912220phi,dal,PresDa01,pass_att,44,,,,,
player,201912220phi,dal,PresDa01,pass_yds,265,,,,,
player,201912220phi,dal,PresDa01,pass_td,0,,,,,
player,201912220phi,dal,PresDa01,pass_int,0,,,,,
player,201912220phi,dal,PresDa01,pass_sacked,2,,,,,
player,201912220phi,dal,PresDa01,pass_sacked_yds,8,,,,,
player,201912220phi,dal,PresDa01,pass_long,41,,,,,
player,201912220phi,dal,PresDa01,pass_rating,74.5,,,,,
player,201912220phi,dal,PresDa01,rush_att,1,,,,,
player,201912220phi,dal,PresDa01,rush_yds,7,,,,,
player,201912220phi,dal,PresDa01,rush_td,0,,,,,
player,201912220phi,dal,PresDa01,rush_long,7,,,,,
player,201912220phi,dal,PresDa01,targets,0,,,,,
player,201912220phi,dal,PresDa01,rec,0,,,,,
player,201912220phi,dal,PresDa01,rec_yds,0,,,,,
player,201912220phi,dal,PresDa01,rec_td,0,,,,,
player,201912220phi,dal,PresDa01,rec_long,0,,,,,
player,201912220phi,dal,PresDa01,fumbles,0,,,,,
player,201912220phi,dal,PresDa01,fumbles_lost,0,,,,,
player,201912220phi,dal,ElliEz00,pass_cmp,0,,,,,
