game,2019,17,20191229,201912290dal,was,"Washington Redskins",16,dal,"Dallas Cowboys",47
team,201912290dal,was,First Downs,13,,,,,,
team,201912290dal,dal,First Downs,22,,,,,,
team,201912290dal,was,Rush-Yds-TDs,20-88-0,,,,,,
team,201912290dal,dal,Rush-Yds-TDs,36-223-1,,,,,,
team,201912290dal,was,Cmp-Att-Yd-TD-INT,18-37-206-1-1,,,,,,
team,201912290dal,dal,Cmp-Att-Yd-TD-INT,23-33-303-4-0,,,,,,
team,201912290dal,was,Sacked-Yards,2-23,,,,,,
team,201912290dal,dal,Sacked-Yards,3-9,,,,,,
team,201912290dal,was,Net Pass Yards,183,,,,,,
team,201912290dal,dal,Net Pass Yards,294,,,,,,
team,201912290dal,was,Total Yards,271,,,,,,
team,201912290dal,dal,Total Yards,517,,,,,,
team,201912290dal,was,Fumbles-Lost,1-1,,,,,,
team,201912290dal,dal,Fumbles-Lost,1-1,,,,,,
team,201912290dal,was,Turnovers,2,,,,,,
team,201912290dal,dal,Turnovers,1,,,,,,
team,201912290dal,was,Penalties-Yards,2-10,,,,,,
team,201912290dal,dal,Penalties-Yards,10-81,,,,,,
team,201912290dal,was,Third Down Conv.,1-12,,,,,,
team,201912290dal,dal,Third Down Conv.,8-15,,,,,,
team,201912290dal,was,Fourth Down Conv.,0-3,,,,,,
team,201912290dal,dal,Fourth Down Conv.,1-1,,,,,,
team,201912290dal,was,Time of Possession,25:45,,,,,,
team,201912290dal,dal,Time of Possession,34:15,,,,,,
player,201912290dal,was,KeenCa00,pass_cmp,18,,,,,
player,201912290dal,was,KeenCa00,pass_att,37,,,,,
player,201912290dal,was,KeenCa00,pass_yds,206,,,,,
player,201912290dal,was,KeenCa00,pass_td,1,,,,,
player,201912290dal,was,KeenCa00,pass_int,1,,,,,
player,201912290dal,was,KeenCa00,pass_sacked,2,,,,,
player,201912290dal,was,KeenCa00,pass_sacked_yds,23,,,,,
player,201912290dal,was,KeenCa00,pass_long,65,,,,,
player,201912290dal,was,KeenCa00,pass_rating,63.6,,,,,
player,201912290dal,was,KeenCa00,rush_att,0,,,,,
player,201912290dal,was,KeenCa00,rush_yds,0,,,,,
player,201912290dal,was,KeenCa00,rush_td,0,,,,,
player,201912290dal,was,KeenCa00,rush_long,0,,,,,
player,201912290dal,was,KeenCa00,targets,0,,,,,
player,201912290dal,was,KeenCa00,rec,0,,,,,
player,201912290dal,was,KeenCa00,rec_yds,0,,,,,
player,201912290dal,was,KeenCa00,rec_td,0,,,,,
player,201912290dal,was,KeenCa00,rec_long,0,,,,,
player,201912290dal,was,KeenCa00,fumbles,0,,,,,
player,201912290dal,was,KeenCa00,fumbles_lost,0,,,,,
player,201912290dal,was,PeteAd01,pass_cmp,0,,,,,
player,201912290dal,was,PeteAd01,pass_att,0,,,,,
player,201912290dal,was,PeteAd01,pass_yds,0,,,,,
player,201912290dal,was,PeteAd01,pass_td,0,,,,,
player,201912290dal,was,PeteAd01,pass_int,0,,,,,
player,201912290dal,was,PeteAd01,pass_sacked,0,,,,,
player,201912290dal,was,PeteAd01,pass_sacked_yds,0,,,,,
player,201912290dal,was,PeteAd01,pass_long,0,,,,,
player,201912290dal,was,PeteAd01,pass_rating,,,,,,
player,201912290dal,was,PeteAd01,rush_att,13,,,,,
player,201912290dal,was,PeteAd01,rush_yds,78,,,,,
player,201912290dal,was,PeteAd01,rush_td,0,,,,,
player,201912290dal,was,PeteAd01,rush_long,32,,,,,
player,201912290dal,was,PeteAd01,targets,4,,,,,
player,201912290dal,was,PeteAd01,rec,1,,,,,
player,201912290dal,was,PeteAd01,rec_yds,0,,,,,
player,201912290dal,was,PeteAd01,rec_td,0,,,,,
player,201912290dal,was,PeteAd01,rec_long,0,,,,,
player,201912290dal,was,PeteAd01,fumbles,1,,,,,
player,201912290dal,was,PeteAd01,fumbles_lost,1,,,,,
player,201912290dal,was,ThomCh03,pass_cmp,0,,,,,
player,201912290dal,was,ThomCh03,pass_att,0,,,,,
player,201912290dal,was,ThomCh03,pass_yds,0,,,,,
player,201912290dal,was,ThomCh03,pass_td,0,,,,,
player,201912290dal,was,ThomCh03,pass_int,0,,,,,
player,201912290dal,was,ThomCh03,pass_sacked,0,,,,,
player,201912290dal,was,ThomCh03,pass_sacked_yds,0,,,,,
player,201912290dal,was,ThomCh03,pass_long,0,,,,,
player,201912290dal,was,ThomCh03,pass_rating,,,,,,
player,201912290dal,was,ThomCh03,rush_att,3,,,,,
player,201912290dal,was,ThomCh03,rush_yds,11,,,,,
player,201912290dal,was,ThomCh03,rush_td,0,,,,,
player,201912290dal,was,ThomCh03,rush_long,16,,,,,
player,201912290dal,was,ThomCh03,targets,3,,,,,
player,201912290dal,was,ThomCh03,rec,1,,,,,
player,201912290dal,was,ThomCh03,rec_yds,0,,,,,
player,201912290dal,was,ThomCh03,rec_td,0,,,,,
player,201912290dal,was,ThomCh03,rec_long,0,,,,,
player,201912290dal,was,ThomCh03,fumbles,0,,,,,
player,201912290dal,was,ThomCh03,fumbles_lost,0,,,,,
player,201912290dal,was,SmalWe00,pass_cmp,0,,,,,
player,201912290dal,was,SmalWe00,pass_att,0,,,,,
player,201912290dal,was,SmalWe00,pass_yds,0,,,,,
player,201912290dal,was,SmalWe00,pass_td,0,,,,,
player,201912290dal,was,SmalWe00,pass_int,0,,,,,
player,201912290dal,was,SmalWe00,pass_sacked,0,,,,,
player,201912290dal,was,SmalWe00,pass_sacked_yds,0,,,,,
player,201912290dal,was,SmalWe00,pass_long,0,,,,,
player,201912290dal,was,SmalWe00,pass_rating,,,,,,
player,201912290dal,was,SmalWe00,rush_att,3,,,,,
player,201912290dal,was,SmalWe00,rush_yds,5,,,,,
player,201912290dal,was,SmalWe00,rush_td,0,,,,,
player,201912290dal,was,SmalWe00,rush_long,6,,,,,
player,201912290dal,was,SmalWe00,targets,0,,,,,
player,201912290dal,was,SmalWe00,rec,0,,,,,
player,201912290dal,was,SmalWe00,rec_yds,0,,,,,
player,201912290dal,was,SmalWe00,rec_td,0,,,,,
player,201912290dal,was,SmalWe00,rec_long,0,,,,,
player,201912290dal,was,SmalWe00,fumbles,0,,,,,
player,201912290dal,was,SmalWe00,fumbles_lost,0,,,,,
player,201912290dal,was,HentHa00,pass_cmp,0,,,,,
player,201912290dal,was,HentHa00,pass_att,0,,,,,
player,201912290dal,was,HentHa00,pass_yds,0,,,,,
player,201912290dal,was,HentHa00,pass_td,0,,,,,
player,201912290dal,was,HentHa00,pass_int,0,,,,,
player,201912290dal,was,HentHa00,pass_sacked,0,,,,,
player,201912290dal,was,HentHa00,pass_sacked_yds,0,,,,,
player,201912290dal,was,HentHa00,pass_long,0,,,,,
player,201912290dal,was,HentHa00,pass_rating,,,,,,
player,201912290dal,was,HentHa00,rush_att,0,,,,,
player,201912290dal,was,HentHa00,rush_yds,0,,,,,
player,201912290dal,was,HentHa00,rush_td,0,,,,,
player,201912290dal,was,HentHa00,rush_long,0,,,,,
player,201912290dal,was,HentHa00,targets,7,,,,,
player,201912290dal,was,HentHa00,rec,4,,,,,
player,201912290dal,was,HentHa00,rec_yds,62,,,,,
player,201912290dal,was,HentHa00,rec_td,0,,,,,
player,201912290dal,was,HentHa00,rec_long,24,,,,,
player,201912290dal,was,HentHa00,fumbles,0,,,,,
player,201912290dal,was,HentHa00,fumbles_lost,0,,,,,
player,201912290dal,was,HarmKe00,pass_cmp,0,,,,,
player,201912290dal,was,HarmKe00,pass_att,0,,,,,
player,201912290dal,was,HarmKe00,pass_yds,0,,,,,
player,201912290dal,was,HarmKe00,pass_td,0,,,,,
player,201912290dal,was,HarmKe00,pass_int,0,,,,,
player,201912290dal,was,HarmKe00,pass_sacked,0,,,,,
player,201912290dal,was,HarmKe00,pass_sacked_yds,0,,,,,
player,201912290dal,was,HarmKe00,pass_long,0,,,,,
player,201912290dal,was,HarmKe00,pass_rating,,,,,,
player,201912290dal,was,HarmKe00,rush_att,0,,,,,
player,201912290dal,was,HarmKe00,rush_yds,0,,,,,
player,201912290dal,was,HarmKe00,rush_td,0,,,,,
player,201912290dal,was,HarmKe00,rush_long,0,,,,,
player,201912290dal,was,HarmKe00,targets,5,,,,,
player,201912290dal,was,HarmKe00,rec,3,,,,,
player,201912290dal,was,HarmKe00,rec_yds,33,,,,,
player,201912290dal,was,HarmKe00,rec_td,0,,,,,
player,201912290dal,was,HarmKe00,rec_long,25,,,,,
player,201912290dal,was,HarmKe00,fumbles,0,,,,,
player,201912290dal,was,HarmKe00,fumbles_lost,0,,,,,
player,201912290dal,was,SpriJe00,pass_cmp,0,,,,,
player,201912290dal,was,SpriJe00,pass_att,0,,,,,
player,201912290dal,was,SpriJe00,pass_yds,0,,,,,
player,201912290dal,was,SpriJe00,pass_td,0,,,,,
player,201912290dal,was,SpriJe00,pass_int,0,,,,,
player,201912290dal,was,SpriJe00,pass_sacked,0,,,,,
player,201912290dal,was,SpriJe00,pass_sacked_yds,0,,,,,
player,201912290dal,was,SpriJe00,pass_long,0,,,,,
player,201912290dal,was,SpriJe00,pass_rating,,,,,,
player,201912290dal,was,SpriJe00,rush_att,0,,,,,
player,201912290dal,was,SpriJe00,rush_yds,0,,,,,
player,201912290dal,was,SpriJe00,rush_td,0,,,,,
player,201912290dal,was,SpriJe00,rush_long,0,,,,,
player,201912290dal,was,SpriJe00,targets,6,,,,,
player,201912290dal,was,SpriJe00,rec,3,,,,,
player,201912290dal,was,SpriJe00,rec_yds,18,,,,,
player,201912290dal,was,SpriJe00,rec_td,0,,,,,
player,201912290dal,was,SpriJe00,rec_long,8,,,,,
player,201912290dal,was,SpriJe00,fumbles,0,,,,,
player,201912290dal,was,SpriJe00,fumbles_lost,0,,,,,
player,201912290dal,was,SimsCa00,pass_cmp,0,,,,,
player,201912290dal,was,SimsCa00,pass_att,0,,,,,
player,201912290dal,was,SimsCa00,pass_yds,0,,,,,
player,201912290dal,was,SimsCa00,pass_td,0,,,,,
player,201912290dal,was,SimsCa00,pass_int,0,,,,,
player,201912290dal,was,SimsCa00,pass_sacked,0,,,,,
player,201912290dal,was,SimsCa00,pass_sacked_yds,0,,,,,
player,201912290dal,was,SimsCa00,pass_long,0,,,,,
player,201912290dal,was,SimsCa00,pass_rating,,,,,,
player,201912290dal,was,SimsCa00,rush_att,0,,,,,
player,201912290dal,was,SimsCa00,rush_yds,0,,,,,
player,201912290dal,was,SimsCa00,rush_td,0,,,,,
player,201912290dal,was,SimsCa00,rush_long,0,,,,,
player,201912290dal,was,SimsCa00,targets,2,,,,,
player,201912290dal,was,SimsCa00,rec,1,,,,,
player,201912290dal,was,SimsCa00,rec_yds,12,,,,,
player,201912290dal,was,SimsCa00,rec_td,0,,,,,
player,201912290dal,was,SimsCa00,rec_long,12,,,,,
player,201912290dal,was,SimsCa00,fumbles,0,,,,,
player,201912290dal,was,SimsCa00,fumbles_lost,0,,,,,
player,201912290dal,was,SimsSt00,pass_cmp,0,,,,,
player,201912290dal,was,SimsSt00,pass_att,0,,,,,
player,201912290dal,was,SimsSt00,pass_yds,0,,,,,
player,201912290dal,was,SimsSt00,pass_td,0,,,,,
player,201912290dal,was,SimsSt00,pass_int,0,,,,,
player,201912290dal,was,SimsSt00,pass_sacked,0,,,,,
player,201912290dal,was,SimsSt00,pass_sacked_yds,0,,,,,
player,201912290dal,was,SimsSt00,pass_long,0,,,,,
player,201912290dal,was,SimsSt00,pass_rating,,,,,,
player,201912290dal,was,SimsSt00,rush_att,1,,,,,
player,201912290dal,was,SimsSt00,rush_yds,-6,,,,,
player,201912290dal,was,SimsSt00,rush_td,0,,,,,
player,201912290dal,was,SimsSt00,rush_long,-6,,,,,
player,201912290dal,was,SimsSt00,targets,8,,,,,
player,201912290dal,was,SimsSt00,rec,5,,,,,
player,201912290dal,was,SimsSt00,rec_yds,81,,,,,
player,201912290dal,was,SimsSt00,rec_td,1,,,,,
player,201912290dal,was,SimsSt00,rec_long,65,,,,,
player,201912290dal,was,SimsSt00,fumbles,0,,,,,
player,201912290dal,was,SimsSt00,fumbles_lost,0,,,,,
player,201912290dal,dal,PresDa01,pass_cmp,23,,,,,
player,201912290dal,dal,PresDa01,pass_att,33,,,,,
