game,2019,10,20191110,201911100gnb,car,"Carolina Panthers",16,gnb,"Green Bay Packers",24
player,201911100gnb,gnb,ScotJK00,fga,,,,,,
player,201911100gnb,gnb,ScotJK00,punt,4,,,,,
player,201911100gnb,gnb,ScotJK00,punt_yds,141,,,,,
player,201911100gnb,gnb,ScotJK00,punt_yds_per_punt,35.3,,,,,
player,201911100gnb,gnb,ScotJK00,punt_long,41,,,,,
player,201911100gnb,gnb,JenkEl00,pos,G,,,,,
player,201911100gnb,gnb,JenkEl00,offense,68,,,,,
player,201911100gnb,gnb,JenkEl00,off_pct,100%,,,,,
player,201911100gnb,gnb,JenkEl00,defense,0,,,,,
player,201911100gnb,gnb,JenkEl00,def_pct,0%,,,,,
player,201911100gnb,gnb,JenkEl00,special_teams,5,,,,,
player,201911100gnb,gnb,JenkEl00,st_pct,22%,,,,,
player,201911100gnb,gnb,BakhDa00,pos,T,,,,,
player,201911100gnb,gnb,BakhDa00,offense,68,,,,,
player,201911100gnb,gnb,BakhDa00,off_pct,100%,,,,,
player,201911100gnb,gnb,BakhDa00,defense,0,,,,,
player,201911100gnb,gnb,BakhDa00,def_pct,0%,,,,,
player,201911100gnb,gnb,BakhDa00,special_teams,5,,,,,
player,201911100gnb,gnb,BakhDa00,st_pct,22%,,,,,
player,201911100gnb,gnb,TurnBi00,pos,G,,,,,
player,201911100gnb,gnb,TurnBi00,offense,68,,,,,
player,201911100gnb,gnb,TurnBi00,off_pct,100%,,,,,
player,201911100gnb,gnb,TurnBi00,defense,0,,,,,
player,201911100gnb,gnb,TurnBi00,def_pct,0%,,,,,
player,201911100gnb,gnb,TurnBi00,special_teams,5,,,,,
player,201911100gnb,gnb,TurnBi00,st_pct,22%,,,,,
player,201911100gnb,gnb,BulaBr20,pos,T,,,,,
player,201911100gnb,gnb,BulaBr20,offense,68,,,,,
player,201911100gnb,gnb,BulaBr20,off_pct,100%,,,,,
player,201911100gnb,gnb,BulaBr20,defense,0,,,,,
player,201911100gnb,gnb,BulaBr20,def_pct,0%,,,,,
player,201911100gnb,gnb,BulaBr20,special_teams,5,,,,,
player,201911100gnb,gnb,BulaBr20,st_pct,22%,,,,,
player,201911100gnb,gnb,RodgAa00,pos,QB,,,,,
player,201911100gnb,gnb,RodgAa00,offense,68,,,,,
player,201911100gnb,gnb,RodgAa00,off_pct,100%,,,,,
player,201911100gnb,gnb,RodgAa00,defense,0,,,,,
player,201911100gnb,gnb,RodgAa00,def_pct,0%,,,,,
player,201911100gnb,gnb,RodgAa00,special_teams,0,,,,,
player,201911100gnb,gnb,RodgAa00,st_pct,0%,,,,,
player,201911100gnb,gnb,LinsCo00,pos,C,,,,,
player,201911100gnb,gnb,LinsCo00,offense,68,,,,,
player,201911100gnb,gnb,LinsCo00,off_pct,100%,,,,,
player,201911100gnb,gnb,LinsCo00,defense,0,,,,,
player,201911100gnb,gnb,LinsCo00,def_pct,0%,,,,,
player,201911100gnb,gnb,LinsCo00,special_teams,0,,,,,
player,201911100gnb,gnb,LinsCo00,st_pct,0%,,,,,
player,201911100gnb,gnb,AdamDa01,pos,WR,,,,,
player,201911100gnb,gnb,AdamDa01,offense,54,,,,,
player,201911100gnb,gnb,AdamDa01,off_pct,79%,,,,,
player,201911100gnb,gnb,AdamDa01,defense,0,,,,,
player,201911100gnb,gnb,AdamDa01,def_pct,0%,,,,,
player,201911100gnb,gnb,AdamDa01,special_teams,0,,,,,
player,201911100gnb,gnb,AdamDa01,st_pct,0%,,,,,
player,201911100gnb,gnb,GrahJi00,pos,TE,,,,,
player,201911100gnb,gnb,GrahJi00,offense,44,,,,,
player,201911100gnb,gnb,GrahJi00,off_pct,65%,,,,,
player,201911100gnb,gnb,GrahJi00,defense,0,,,,,
player,201911100gnb,gnb,GrahJi00,def_pct,0%,,,,,
player,201911100gnb,gnb,GrahJi00,special_teams,0,,,,,
player,201911100gnb,gnb,GrahJi00,st_pct,0%,,,,,
player,201911100gnb,gnb,AlliGe01,pos,WR,,,,,
player,201911100gnb,gnb,AlliGe01,offense,42,,,,,
player,201911100gnb,gnb,AlliGe01,off_pct,62%,,,,,
player,201911100gnb,gnb,AlliGe01,defense,0,,,,,
player,201911100gnb,gnb,AlliGe01,def_pct,0%,,,,,
player,201911100gnb,gnb,AlliGe01,special_teams,1,,,,,
player,201911100gnb,gnb,AlliGe01,st_pct,4%,,,,,
player,201911100gnb,gnb,LewiMa00,pos,TE,,,,,
player,201911100gnb,gnb,LewiMa00,offense,38,,,,,
player,201911100gnb,gnb,LewiMa00,off_pct,56%,,,,,
player,201911100gnb,gnb,LewiMa00,defense,0,,,,,
player,201911100gnb,gnb,LewiMa00,def_pct,0%,,,,,
player,201911100gnb,gnb,LewiMa00,special_teams,5,,,,,
player,201911100gnb,gnb,LewiMa00,st_pct,22%,,,,,
player,201911100gnb,gnb,WillJa06,pos,RB,,,,,
player,201911100gnb,gnb,WillJa06,offense,34,,,,,
player,201911100gnb,gnb,WillJa06,off_pct,50%,,,,,
player,201911100gnb,gnb,WillJa06,defense,0,,,,,
player,201911100gnb,gnb,WillJa06,def_pct,0%,,,,,
player,201911100gnb,gnb,WillJa06,special_teams,8,,,,,
player,201911100gnb,gnb,WillJa06,st_pct,35%,,,,,
player,201911100gnb,gnb,JoneAa00,pos,RB,,,,,
player,201911100gnb,gnb,JoneAa00,offense,34,,,,,
player,201911100gnb,gnb,JoneAa00,off_pct,50%,,,,,
player,201911100gnb,gnb,JoneAa00,defense,0,,,,,
player,201911100gnb,gnb,JoneAa00,def_pct,0%,,,,,
player,201911100gnb,gnb,JoneAa00,special_teams,0,,,,,
player,201911100gnb,gnb,JoneAa00,st_pct,0%,,,,,
player,201911100gnb,gnb,LazaAl00,pos,WR,,,,,
player,201911100gnb,gnb,LazaAl00,offense,30,,,,,
player,201911100gnb,gnb,LazaAl00,off_pct,44%,,,,,
player,201911100gnb,gnb,LazaAl00,defense,0,,,,,
player,201911100gnb,gnb,LazaAl00,def_pct,0%,,,,,
player,201911100gnb,gnb,LazaAl00,special_teams,11,,,,,
player,201911100gnb,gnb,LazaAl00,st_pct,48%,,,,,
player,201911100gnb,gnb,KumeJa00,pos,WR,,,,,
player,201911100gnb,gnb,KumeJa00,offense,23,,,,,
player,201911100gnb,gnb,KumeJa00,off_pct,34%,,,,,
player,201911100gnb,gnb,KumeJa00,defense,0,,,,,
player,201911100gnb,gnb,KumeJa00,def_pct,0%,,,,,
player,201911100gnb,gnb,KumeJa00,special_teams,10,,,,,
player,201911100gnb,gnb,KumeJa00,st_pct,43%,,,,,
player,201911100gnb,gnb,SterJa00,pos,TE,,,,,
player,201911100gnb,gnb,SterJa00,offense,15,,,,,
player,201911100gnb,gnb,SterJa00,off_pct,22%,,,,,
player,201911100gnb,gnb,SterJa00,defense,0,,,,,
player,201911100gnb,gnb,SterJa00,def_pct,0%,,,,,
player,201911100gnb,gnb,SterJa00,special_teams,10,,,,,
player,201911100gnb,gnb,SterJa00,st_pct,43%,,,,,
player,201911100gnb,gnb,VitaDa00,pos,FB,,,,,
player,201911100gnb,gnb,VitaDa00,offense,13,,,,,
player,201911100gnb,gnb,VitaDa00,off_pct,19%,,,,,
player,201911100gnb,gnb,VitaDa00,defense,0,,,,,
player,201911100gnb,gnb,VitaDa00,def_pct,0%,,,,,
player,201911100gnb,gnb,VitaDa00,special_teams,9,,,,,
player,201911100gnb,gnb,VitaDa00,st_pct,39%,,,,,
player,201911100gnb,gnb,ValdMa00,pos,WR,,,,,
player,201911100gnb,gnb,ValdMa00,offense,11,,,,,
player,201911100gnb,gnb,ValdMa00,off_pct,16%,,,,,
player,201911100gnb,gnb,ValdMa00,defense,0,,,,,
player,201911100gnb,gnb,ValdMa00,def_pct,0%,,,,,
player,201911100gnb,gnb,ValdMa00,special_teams,0,,,,,
player,201911100gnb,gnb,ValdMa00,st_pct,0%,,,,,
player,201911100gnb,gnb,PatrLu00,pos,C,,,,,
player,201911100gnb,gnb,PatrLu00,offense,2,,,,,
player,201911100gnb,gnb,PatrLu00,off_pct,3%,,,,,
player,201911100gnb,gnb,PatrLu00,defense,0,,,,,
player,201911100gnb,gnb,PatrLu00,def_pct,0%,,,,,
player,201911100gnb,gnb,PatrLu00,special_teams,5,,,,,
player,201911100gnb,gnb,PatrLu00,st_pct,22%,,,,,
player,201911100gnb,gnb,SavaDa00,pos,SS,,,,,
player,201911100gnb,gnb,SavaDa00,offense,0,,,,,
player,201911100gnb,gnb,SavaDa00,off_pct,0%,,,,,
player,201911100gnb,gnb,SavaDa00,defense,73,,,,,
player,201911100gnb,gnb,SavaDa00,def_pct,100%,,,,,
player,201911100gnb,gnb,SavaDa00,special_teams,5,,,,,
player,201911100gnb,gnb,SavaDa00,st_pct,22%,,,,,
player,201911100gnb,gnb,MartBl01,pos,LB,,,,,
player,201911100gnb,gnb,MartBl01,offense,0,,,,,
player,201911100gnb,gnb,MartBl01,off_pct,0%,,,,,
player,201911100gnb,gnb,MartBl01,defense,73,,,,,
player,201911100gnb,gnb,MartBl01,def_pct,100%,,,,,
player,201911100gnb,gnb,MartBl01,special_teams,4,,,,,
player,201911100gnb,gnb,MartBl01,st_pct,17%,,,,,
player,201911100gnb,gnb,KingKe01,pos,CB,,,,,
player,201911100gnb,gnb,KingKe01,offense,0,,,,,
player,201911100gnb,gnb,KingKe01,off_pct,0%,,,,,
player,201911100gnb,gnb,KingKe01,defense,73,,,,,
player,201911100gnb,gnb,KingKe01,def_pct,100%,,,,,
player,201911100gnb,gnb,KingKe01,special_teams,2,,,,,
player,201911100gnb,gnb,KingKe01,st_pct,9%,,,,,
player,201911100gnb,gnb,AmosAd00,pos,FS,,,,,
player,201911100gnb,gnb,AmosAd00,offense,0,,,,,
player,201911100gnb,gnb,AmosAd00,off_pct,0%,,,,,
player,201911100gnb,gnb,AmosAd00,defense,73,,,,,
player,201911100gnb,gnb,AmosAd00,def_pct,100%,,,,,
player,201911100gnb,gnb,AmosAd00,special_teams,1,,,,,
player,201911100gnb,gnb,AmosAd00,st_pct,4%,,,,,
player,201911100gnb,gnb,AlexJa00,pos,CB,,,,,
player,201911100gnb,gnb,AlexJa00,offense,0,,,,,
player,201911100gnb,gnb,AlexJa00,off_pct,0%,,,,,
player,201911100gnb,gnb,AlexJa00,defense,73,,,,,
player,201911100gnb,gnb,AlexJa00,def_pct,100%,,,,,
player,201911100gnb,gnb,AlexJa00,special_teams,0,,,,,
player,201911100gnb,gnb,AlexJa00,st_pct,0%,,,,,
player,201911100gnb,gnb,SmitZa00,pos,LB,,,,,
player,201911100gnb,gnb,SmitZa00,offense,0,,,,,
player,201911100gnb,gnb,SmitZa00,off_pct,0%,,,,,
player,201911100gnb,gnb,SmitZa00,defense,64,,,,,
player,201911100gnb,gnb,SmitZa00,def_pct,88%,,,,,
player,201911100gnb,gnb,SmitZa00,special_teams,4,,,,,
player,201911100gnb,gnb,SmitZa00,st_pct,17%,,,,,
player,201911100gnb,gnb,ClarKe01,pos,NT,,,,,
player,201911100gnb,gnb,ClarKe01,offense,0,,,,,
player,201911100gnb,gnb,ClarKe01,off_pct,0%,,,,,
player,201911100gnb,gnb,ClarKe01,defense,63,,,,,
player,201911100gnb,gnb,ClarKe01,def_pct,86%,,,,,
player,201911100gnb,gnb,ClarKe01,special_teams,0,,,,,
player,201911100gnb,gnb,ClarKe01,st_pct,0%,,,,,
player,201911100gnb,gnb,SmitPr00,pos,LB,,,,,
player,201911100gnb,gnb,SmitPr00,offense,0,,,,,
player,201911100gnb,gnb,SmitPr00,off_pct,0%,,,,,
player,201911100gnb,gnb,SmitPr00,defense,62,,,,,
player,201911100gnb,gnb,SmitPr00,def_pct,85%,,,,,
player,201911100gnb,gnb,SmitPr00,special_teams,2,,,,,
player,201911100gnb,gnb,SmitPr00,st_pct,9%,,,,,
player,201911100gnb,gnb,WillTr99,pos,CB,,,,,
player,201911100gnb,gnb,WillTr99,offense,0,,,,,
player,201911100gnb,gnb,WillTr99,off_pct,0%,,,,,
player,201911100gnb,gnb,WillTr99,defense,53,,,,,
player,201911100gnb,gnb,WillTr99,def_pct,73%,,,,,
player,201911100gnb,gnb,WillTr99,special_teams,3,,,,,
player,201911100gnb,gnb,WillTr99,st_pct,13%,,,,,
player,201911100gnb,gnb,CampIb00,pos,FS,,,,,
player,201911100gnb,gnb,CampIb00,offense,0,,,,,
player,201911100gnb,gnb,CampIb00,off_pct,0%,,,,,
player,201911100gnb,gnb,CampIb00,defense,42,,,,,
player,201911100gnb,gnb,CampIb00,def_pct,58%,,,,,
player,201911100gnb,gnb,CampIb00,special_teams,15,,,,,
player,201911100gnb,gnb,CampIb00,st_pct,65%,,,,,
player,201911100gnb,gnb,LowrDe00,pos,DE,,,,,
player,201911100gnb,gnb,LowrDe00,offense,0,,,,,
player,201911100gnb,gnb,LowrDe00,off_pct,0%,,,,,
player,201911100gnb,gnb,LowrDe00,defense,35,,,,,
player,201911100gnb,gnb,LowrDe00,def_pct,48%,,,,,
player,201911100gnb,gnb,LowrDe00,special_teams,7,,,,,
player,201911100gnb,gnb,LowrDe00,st_pct,30%,,,,,
player,201911100gnb,gnb,FackKy00,pos,LB,,,,,
player,201911100gnb,gnb,FackKy00,offense,0,,,,,
player,201911100gnb,gnb,FackKy00,off_pct,0%,,,,,
player,201911100gnb,gnb,FackKy00,defense,29,,,,,
player,201911100gnb,gnb,FackKy00,def_pct,40%,,,,,
player,201911100gnb,gnb,FackKy00,special_teams,12,,,,,
player,201911100gnb,gnb,FackKy00,st_pct,52%,,,,,
player,201911100gnb,gnb,GoodB.00,pos,LB,,,,,
player,201911100gnb,gnb,GoodB.00,offense,0,,,,,
player,201911100gnb,gnb,GoodB.00,off_pct,0%,,,,,
player,201911100gnb,gnb,GoodB.00,defense,20,,,,,
player,201911100gnb,gnb,GoodB.00,def_pct,27%,,,,,
player,201911100gnb,gnb,GoodB.00,special_teams,10,,,,,
player,201911100gnb,gnb,GoodB.00,st_pct,43%,,,,,
player,201911100gnb,gnb,LancTy00,pos,NT,,,,,
player,201911100gnb,gnb,LancTy00,offense,0,,,,,
player,201911100gnb,gnb,LancTy00,off_pct,0%,,,,,
player,201911100gnb,gnb,LancTy00,defense,19,,,,,
player,201911100gnb,gnb,LancTy00,def_pct,26%,,,,,
player,201911100gnb,gnb,LancTy00,special_teams,4,,,,,
player,201911100gnb,gnb,LancTy00,st_pct,17%,,,,,
player,201911100gnb,gnb,GaryRa00,pos,LB,,,,,
player,201911100gnb,gnb,GaryRa00,offense,0,,,,,
player,201911100gnb,gnb,GaryRa00,off_pct,0%,,,,,
player,201911100gnb,gnb,GaryRa00,defense,16,,,,,
player,201911100gnb,gnb,GaryRa00,def_pct,22%,,,,,
player,201911100gnb,gnb,GaryRa00,special_teams,1,,,,,
player,201911100gnb,gnb,GaryRa00,st_pct,4%,,,,,
player,201911100gnb,gnb,AdamMo00,pos,DE,,,,,
player,201911100gnb,gnb,AdamMo00,offense,0,,,,,
player,201911100gnb,gnb,AdamMo00,off_pct,0%,,,,,
player,201911100gnb,gnb,AdamMo00,defense,15,,,,,
player,201911100gnb,gnb,AdamMo00,def_pct,21%,,,,,
player,201911100gnb,gnb,AdamMo00,special_teams,2,,,,,
player,201911100gnb,gnb,AdamMo00,st_pct,9%,,,,,
player,201911100gnb,gnb,KekeKi00,pos,DE,,,,,
player,201911100gnb,gnb,KekeKi00,offense,0,,,,,
player,201911100gnb,gnb,KekeKi00,off_pct,0%,,,,,
player,201911100gnb,gnb,KekeKi00,defense,11,,,,,
player,201911100gnb,gnb,KekeKi00,def_pct,15%,,,,,
player,201911100gnb,gnb,KekeKi00,special_teams,0,,,,,
player,201911100gnb,gnb,KekeKi00,st_pct,0%,,,,,
player,201911100gnb,gnb,RedmWi00,pos,SS,,,,,
player,201911100gnb,gnb,RedmWi00,offense,0,,,,,
player,201911100gnb,gnb,RedmWi00,off_pct,0%,,,,,
player,201911100gnb,gnb,RedmWi00,defense,5,,,,,
player,201911100gnb,gnb,RedmWi00,def_pct,7%,,,,,
player,201911100gnb,gnb,RedmWi00,special_teams,12,,,,,
player,201911100gnb,gnb,RedmWi00,st_pct,52%,,,,,
player,201911100gnb,gnb,BurkOr00,pos,LB,,,,,
player,201911100gnb,gnb,BurkOr00,offense,0,,,,,
player,201911100gnb,gnb,BurkOr00,off_pct,0%,,,,,
player,201911100gnb,gnb,BurkOr00,defense,4,,,,,
player,201911100gnb,gnb,BurkOr00,def_pct,5%,,,,,
player,201911100gnb,gnb,BurkOr00,special_teams,16,,,,,
player,201911100gnb,gnb,BurkOr00,st_pct,70%,,,,,
player,201911100gnb,gnb,BrowTo01,pos,CB,,,,,
player,201911100gnb,gnb,BrowTo01,offense,0,,,,,
player,201911100gnb,gnb,BrowTo01,off_pct,0%,,,,,
player,201911100gnb,gnb,BrowTo01,defense,0,,,,,
player,201911100gnb,gnb,BrowTo01,def_pct,0%,,,,,
player,201911100gnb,gnb,BrowTo01,special_teams,14,,,,,
player,201911100gnb,gnb,BrowTo01,st_pct,61%,,,,,
player,201911100gnb,gnb,SullCh00,pos,CB,,,,,
player,201911100gnb,gnb,SullCh00,offense,0,,,,,
player,201911100gnb,gnb,SullCh00,off_pct,0%,,,,,
player,201911100gnb,gnb,SullCh00,defense,0,,,,,
player,201911100gnb,gnb,SullCh00,def_pct,0%,,,,,
player,201911100gnb,gnb,SullCh00,special_teams,10,,,,,
player,201911100gnb,gnb,SullCh00,st_pct,43%,,,,,
player,201911100gnb,gnb,CrosMa20,pos,K,,,,,
player,201911100gnb,gnb,CrosMa20,offense,0,,,,,
player,201911100gnb,gnb,CrosMa20,off_pct,0%,,,,,
player,201911100gnb,gnb,CrosMa20,defense,0,,,,,
player,201911100gnb,gnb,CrosMa20,def_pct,0%,,,,,
player,201911100gnb,gnb,CrosMa20,special_teams,10,,,,,
player,201911100gnb,gnb,CrosMa20,st_pct,43%,,,,,
player,201911100gnb,gnb,ScotJK00,pos,P,,,,,
player,201911100gnb,gnb,ScotJK00,offense,0,,,,,
player,201911100gnb,gnb,ScotJK00,off_pct,0%,,,,,
player,201911100gnb,gnb,ScotJK00,defense,0,,,,,
player,201911100gnb,gnb,ScotJK00,def_pct,0%,,,,,
player,201911100gnb,gnb,ScotJK00,special_teams,9,,,,,
player,201911100gnb,gnb,ScotJK00,st_pct,39%,,,,,
player,201911100gnb,gnb,SummTy00,pos,LB,,,,,
player,201911100gnb,gnb,SummTy00,offense,0,,,,,
player,201911100gnb,gnb,SummTy00,off_pct,0%,,,,,
player,201911100gnb,gnb,SummTy00,defense,0,,,,,
player,201911100gnb,gnb,SummTy00,def_pct,0%,,,,,
player,201911100gnb,gnb,SummTy00,special_teams,9,,,,,
player,201911100gnb,gnb,SummTy00,st_pct,39%,,,,,
player,201911100gnb,gnb,BradHu00,pos,LS,,,,,
player,201911100gnb,gnb,BradHu00,offense,0,,,,,
player,201911100gnb,gnb,BradHu00,off_pct,0%,,,,,
player,201911100gnb,gnb,BradHu00,defense,0,,,,,
player,201911100gnb,gnb,BradHu00,def_pct,0%,,,,,
player,201911100gnb,gnb,BradHu00,special_teams,9,,,,,
player,201911100gnb,gnb,BradHu00,st_pct,39%,,,,,
player,201911100gnb,gnb,SmitTr04,pos,CB,,,,,
player,201911100gnb,gnb,SmitTr04,offense,0,,,,,
player,201911100gnb,gnb,SmitTr04,off_pct,0%,,,,,
player,201911100gnb,gnb,SmitTr04,defense,0,,,,,
player,201911100gnb,gnb,SmitTr04,def_pct,0%,,,,,
player,201911100gnb,gnb,SmitTr04,special_teams,8,,,,,
player,201911100gnb,gnb,SmitTr04,st_pct,35%,,,,,
player,201911100gnb,gnb,LighAl00,pos,T,,,,,
player,201911100gnb,gnb,LighAl00,offense,0,,,,,
player,201911100gnb,gnb,LighAl00,off_pct,0%,,,,,
player,201911100gnb,gnb,LighAl00,defense,0,,,,,
player,201911100gnb,gnb,LighAl00,def_pct,0%,,,,,
player,201911100gnb,gnb,LighAl00,special_teams,5,,,,,
player,201911100gnb,gnb,LighAl00,st_pct,22%,,,,,
player,201911100gnb,car,MoorD.00,pos,WR,,,,,
player,201911100gnb,car,MoorD.00,offense,73,,,,,
player,201911100gnb,car,MoorD.00,off_pct,100%,,,,,
player,201911100gnb,car,MoorD.00,defense,0,,,,,
player,201911100gnb,car,MoorD.00,def_pct,0%,,,,,
player,201911100gnb,car,MoorD.00,special_teams,4,,,,,
player,201911100gnb,car,MoorD.00,st_pct,17%,,,,,
player,201911100gnb,car,VanRGr00,pos,G,,,,,
player,201911100gnb,car,VanRGr00,offense,73,,,,,
player,201911100gnb,car,VanRGr00,off_pct,100%,,,,,
player,201911100gnb,car,VanRGr00,defense,0,,,,,
player,201911100gnb,car,VanRGr00,def_pct,0%,,,,,
player,201911100gnb,car,VanRGr00,special_teams,2,,,,,
player,201911100gnb,car,VanRGr00,st_pct,9%,,,,,
player,201911100gnb,car,ParaMa00,pos,C,,,,,
player,201911100gnb,car,ParaMa00,offense,73,,,,,
player,201911100gnb,car,ParaMa00,off_pct,100%,,,,,
player,201911100gnb,car,ParaMa00,defense,0,,,,,
player,201911100gnb,car,ParaMa00,def_pct,0%,,,,,
player,201911100gnb,car,ParaMa00,special_teams,2,,,,,
player,201911100gnb,car,ParaMa00,st_pct,9%,,,,,
player,201911100gnb,car,MotoTa00,pos,T,,,,,
player,201911100gnb,car,MotoTa00,offense,73,,,,,
player,201911100gnb,car,MotoTa00,off_pct,100%,,,,,
player,201911100gnb,car,MotoTa00,defense,0,,,,,
player,201911100gnb,car,MotoTa00,def_pct,0%,,,,,
player,201911100gnb,car,MotoTa00,special_teams,2,,,,,
player,201911100gnb,car,MotoTa00,st_pct,9%,,,,,
player,201911100gnb,car,AlleKy00,pos,QB,,,,,
player,201911100gnb,car,AlleKy00,offense,73,,,,,
player,201911100gnb,car,AlleKy00,off_pct,100%,,,,,
player,201911100gnb,car,AlleKy00,defense,0,,,,,
player,201911100gnb,car,AlleKy00,def_pct,0%,,,,,
player,201911100gnb,car,AlleKy00,special_teams,0,,,,,
player,201911100gnb,car,AlleKy00,st_pct,0%,,,,,
player,201911100gnb,car,TurnTr01,pos,G,,,,,
player,201911100gnb,car,TurnTr01,offense,73,,,,,
player,201911100gnb,car,TurnTr01,off_pct,100%,,,,,
player,201911100gnb,car,TurnTr01,defense,0,,,,,
player,201911100gnb,car,TurnTr01,def_pct,0%,,,,,
player,201911100gnb,car,TurnTr01,special_teams,0,,,,,
player,201911100gnb,car,TurnTr01,st_pct,0%,,,,,
player,201911100gnb,car,OlseGr00,pos,TE,,,,,
player,201911100gnb,car,OlseGr00,offense,73,,,,,
player,201911100gnb,car,OlseGr00,off_pct,100%,,,,,
player,201911100gnb,car,OlseGr00,defense,0,,,,,
player,201911100gnb,car,OlseGr00,def_pct,0%,,,,,
player,201911100gnb,car,OlseGr00,special_teams,0,,,,,
player,201911100gnb,car,OlseGr00,st_pct,0%,,,,,
player,201911100gnb,car,McCaCh01,pos,RB,,,,,
player,201911100gnb,car,McCaCh01,offense,73,,,,,
player,201911100gnb,car,McCaCh01,off_pct,100%,,,,,
player,201911100gnb,car,McCaCh01,defense,0,,,,,
player,201911100gnb,car,McCaCh01,def_pct,0%,,,,,
player,201911100gnb,car,McCaCh01,special_teams,0,,,,,
player,201911100gnb,car,McCaCh01,st_pct,0%,,,,,
player,201911100gnb,car,SamuCu00,pos,WR,,,,,
player,201911100gnb,car,SamuCu00,offense,61,,,,,
player,201911100gnb,car,SamuCu00,off_pct,84%,,,,,
player,201911100gnb,car,SamuCu00,defense,0,,,,,
player,201911100gnb,car,SamuCu00,def_pct,0%,,,,,
player,201911100gnb,car,SamuCu00,special_teams,0,,,,,
player,201911100gnb,car,SamuCu00,st_pct,0%,,,,,
player,201911100gnb,car,WrigJa02,pos,WR,,,,,
player,201911100gnb,car,WrigJa02,offense,45,,,,,
player,201911100gnb,car,WrigJa02,off_pct,62%,,,,,
player,201911100gnb,car,WrigJa02,defense,0,,,,,
player,201911100gnb,car,WrigJa02,def_pct,0%,,,,,
player,201911100gnb,car,WrigJa02,special_teams,0,,,,,
player,201911100gnb,car,WrigJa02,st_pct,0%,,,,,
player,201911100gnb,car,DaleDe00,pos,G,,,,,
player,201911100gnb,car,DaleDe00,offense,44,,,,,
player,201911100gnb,car,DaleDe00,off_pct,60%,,,,,
player,201911100gnb,car,DaleDe00,defense,0,,,,,
player,201911100gnb,car,DaleDe00,def_pct,0%,,,,,
player,201911100gnb,car,DaleDe00,special_teams,2,,,,,
player,201911100gnb,car,DaleDe00,st_pct,9%,,,,,
player,201911100gnb,car,WillDa06,pos,T,,,,,
player,201911100gnb,car,WillDa06,offense,29,,,,,
player,201911100gnb,car,WillDa06,off_pct,40%,,,,,
player,201911100gnb,car,WillDa06,defense,0,,,,,
player,201911100gnb,car,WillDa06,def_pct,0%,,,,,
player,201911100gnb,car,WillDa06,special_teams,2,,,,,
player,201911100gnb,car,WillDa06,st_pct,9%,,,,,
player,201911100gnb,car,ManhCh00,pos,TE,,,,,
player,201911100gnb,car,ManhCh00,offense,23,,,,,
player,201911100gnb,car,ManhCh00,off_pct,32%,,,,,
player,201911100gnb,car,ManhCh00,defense,0,,,,,
player,201911100gnb,car,ManhCh00,def_pct,0%,,,,,
player,201911100gnb,car,ManhCh00,special_teams,2,,,,,
player,201911100gnb,car,ManhCh00,st_pct,9%,,,,,
player,201911100gnb,car,ArmaAl00,pos,FB,,,,,
player,201911100gnb,car,ArmaAl00,offense,11,,,,,
player,201911100gnb,car,ArmaAl00,off_pct,15%,,,,,
player,201911100gnb,car,ArmaAl00,defense,0,,,,,
player,201911100gnb,car,ArmaAl00,def_pct,0%,,,,,
player,201911100gnb,car,ArmaAl00,special_teams,12,,,,,
player,201911100gnb,car,ArmaAl00,st_pct,52%,,,,,
player,201911100gnb,car,ThomIa00,pos,TE,,,,,
player,201911100gnb,car,ThomIa00,offense,4,,,,,
player,201911100gnb,car,ThomIa00,off_pct,5%,,,,,
player,201911100gnb,car,ThomIa00,defense,0,,,,,
player,201911100gnb,car,ThomIa00,def_pct,0%,,,,,
player,201911100gnb,car,ThomIa00,special_teams,0,,,,,
player,201911100gnb,car,ThomIa00,st_pct,0%,,,,,
player,201911100gnb,car,WhitDe01,pos,WR,,,,,
player,201911100gnb,car,WhitDe01,offense,2,,,,,
player,201911100gnb,car,WhitDe01,off_pct,3%,,,,,
player,201911100gnb,car,WhitDe01,defense,0,,,,,
player,201911100gnb,car,WhitDe01,def_pct,0%,,,,,
player,201911100gnb,car,WhitDe01,special_teams,16,,,,,
player,201911100gnb,car,WhitDe01,st_pct,70%,,,,,
player,201911100gnb,car,ReidEr00,pos,SS,,,,,
player,201911100gnb,car,ReidEr00,offense,0,,,,,
player,201911100gnb,car,ReidEr00,off_pct,0%,,,,,
player,201911100gnb,car,ReidEr00,defense,68,,,,,
player,201911100gnb,car,ReidEr00,def_pct,100%,,,,,
player,201911100gnb,car,ReidEr00,special_teams,5,,,,,
player,201911100gnb,car,ReidEr00,st_pct,22%,,,,,
player,201911100gnb,car,KuecLu00,pos,LB,,,,,
player,201911100gnb,car,KuecLu00,offense,0,,,,,
player,201911100gnb,car,KuecLu00,off_pct,0%,,,,,
player,201911100gnb,car,KuecLu00,defense,68,,,,,
player,201911100gnb,car,KuecLu00,def_pct,100%,,,,,
player,201911100gnb,car,KuecLu00,special_teams,5,,,,,
player,201911100gnb,car,KuecLu00,st_pct,22%,,,,,
player,201911100gnb,car,ThomSh01,pos,LB,,,,,
player,201911100gnb,car,ThomSh01,offense,0,,,,,
player,201911100gnb,car,ThomSh01,off_pct,0%,,,,,
player,201911100gnb,car,ThomSh01,defense,68,,,,,
player,201911100gnb,car,ThomSh01,def_pct,100%,,,,,
