game,2019,11,20191117,201911170ram,chi,"Chicago Bears",7,ram,"Los Angeles Rams",17
player,201911170ram,ram,EvanBo00,st_pct,12%,,,,,
player,201911170ram,ram,EdwaDa01,pos,T,,,,,
player,201911170ram,ram,EdwaDa01,offense,55,,,,,
player,201911170ram,ram,EdwaDa01,off_pct,100%,,,,,
player,201911170ram,ram,EdwaDa01,defense,0,,,,,
player,201911170ram,ram,EdwaDa01,def_pct,0%,,,,,
player,201911170ram,ram,EdwaDa01,special_teams,3,,,,,
player,201911170ram,ram,EdwaDa01,st_pct,12%,,,,,
player,201911170ram,ram,CorbAu00,pos,C,,,,,
player,201911170ram,ram,CorbAu00,offense,55,,,,,
player,201911170ram,ram,CorbAu00,off_pct,100%,,,,,
player,201911170ram,ram,CorbAu00,defense,0,,,,,
player,201911170ram,ram,CorbAu00,def_pct,0%,,,,,
player,201911170ram,ram,CorbAu00,special_teams,3,,,,,
player,201911170ram,ram,CorbAu00,st_pct,12%,,,,,
player,201911170ram,ram,GoffJa00,pos,QB,,,,,
player,201911170ram,ram,GoffJa00,offense,55,,,,,
player,201911170ram,ram,GoffJa00,off_pct,100%,,,,,
player,201911170ram,ram,GoffJa00,defense,0,,,,,
player,201911170ram,ram,GoffJa00,def_pct,0%,,,,,
player,201911170ram,ram,GoffJa00,special_teams,0,,,,,
player,201911170ram,ram,GoffJa00,st_pct,0%,,,,,
player,201911170ram,ram,KuppCo00,pos,WR,,,,,
player,201911170ram,ram,KuppCo00,offense,54,,,,,
player,201911170ram,ram,KuppCo00,off_pct,98%,,,,,
player,201911170ram,ram,KuppCo00,defense,0,,,,,
player,201911170ram,ram,KuppCo00,def_pct,0%,,,,,
player,201911170ram,ram,KuppCo00,special_teams,0,,,,,
player,201911170ram,ram,KuppCo00,st_pct,0%,,,,,
player,201911170ram,ram,ReynJo00,pos,WR,,,,,
player,201911170ram,ram,ReynJo00,offense,52,,,,,
player,201911170ram,ram,ReynJo00,off_pct,95%,,,,,
player,201911170ram,ram,ReynJo00,defense,0,,,,,
player,201911170ram,ram,ReynJo00,def_pct,0%,,,,,
player,201911170ram,ram,ReynJo00,special_teams,0,,,,,
player,201911170ram,ram,ReynJo00,st_pct,0%,,,,,
player,201911170ram,ram,HigbTy00,pos,TE,,,,,
player,201911170ram,ram,HigbTy00,offense,42,,,,,
player,201911170ram,ram,HigbTy00,off_pct,76%,,,,,
player,201911170ram,ram,HigbTy00,defense,0,,,,,
player,201911170ram,ram,HigbTy00,def_pct,0%,,,,,
player,201911170ram,ram,HigbTy00,special_teams,0,,,,,
player,201911170ram,ram,HigbTy00,st_pct,0%,,,,,
player,201911170ram,ram,GurlTo01,pos,RB,,,,,
player,201911170ram,ram,GurlTo01,offense,41,,,,,
player,201911170ram,ram,GurlTo01,off_pct,75%,,,,,
player,201911170ram,ram,GurlTo01,defense,0,,,,,
player,201911170ram,ram,GurlTo01,def_pct,0%,,,,,
player,201911170ram,ram,GurlTo01,special_teams,0,,,,,
player,201911170ram,ram,GurlTo01,st_pct,0%,,,,,
player,201911170ram,ram,MundJo00,pos,TE,,,,,
player,201911170ram,ram,MundJo00,offense,38,,,,,
player,201911170ram,ram,MundJo00,off_pct,69%,,,,,
player,201911170ram,ram,MundJo00,defense,0,,,,,
player,201911170ram,ram,MundJo00,def_pct,0%,,,,,
player,201911170ram,ram,MundJo00,special_teams,5,,,,,
player,201911170ram,ram,MundJo00,st_pct,20%,,,,,
player,201911170ram,ram,ThomMi04,pos,WR,,,,,
player,201911170ram,ram,ThomMi04,offense,20,,,,,
player,201911170ram,ram,ThomMi04,off_pct,36%,,,,,
player,201911170ram,ram,ThomMi04,defense,0,,,,,
player,201911170ram,ram,ThomMi04,def_pct,0%,,,,,
player,201911170ram,ram,ThomMi04,special_teams,0,,,,,
player,201911170ram,ram,ThomMi04,st_pct,0%,,,,,
player,201911170ram,ram,EverGe00,pos,TE,,,,,
player,201911170ram,ram,EverGe00,offense,14,,,,,
player,201911170ram,ram,EverGe00,off_pct,25%,,,,,
player,201911170ram,ram,EverGe00,defense,0,,,,,
player,201911170ram,ram,EverGe00,def_pct,0%,,,,,
player,201911170ram,ram,EverGe00,special_teams,0,,,,,
player,201911170ram,ram,EverGe00,st_pct,0%,,,,,
player,201911170ram,ram,BrowMa03,pos,RB,,,,,
player,201911170ram,ram,BrowMa03,offense,11,,,,,
player,201911170ram,ram,BrowMa03,off_pct,20%,,,,,
player,201911170ram,ram,BrowMa03,defense,0,,,,,
player,201911170ram,ram,BrowMa03,def_pct,0%,,,,,
player,201911170ram,ram,BrowMa03,special_teams,15,,,,,
player,201911170ram,ram,BrowMa03,st_pct,60%,,,,,
player,201911170ram,ram,HendDa00,pos,RB,,,,,
player,201911170ram,ram,HendDa00,offense,3,,,,,
player,201911170ram,ram,HendDa00,off_pct,5%,,,,,
player,201911170ram,ram,HendDa00,defense,0,,,,,
player,201911170ram,ram,HendDa00,def_pct,0%,,,,,
player,201911170ram,ram,HendDa00,special_teams,2,,,,,
player,201911170ram,ram,HendDa00,st_pct,8%,,,,,
player,201911170ram,ram,LittCo01,pos,LB,,,,,
player,201911170ram,ram,LittCo01,offense,0,,,,,
player,201911170ram,ram,LittCo01,off_pct,0%,,,,,
player,201911170ram,ram,LittCo01,defense,76,,,,,
player,201911170ram,ram,LittCo01,def_pct,100%,,,,,
player,201911170ram,ram,LittCo01,special_teams,6,,,,,
player,201911170ram,ram,LittCo01,st_pct,24%,,,,,
player,201911170ram,ram,WeddEr99,pos,FS,,,,,
player,201911170ram,ram,WeddEr99,offense,0,,,,,
player,201911170ram,ram,WeddEr99,off_pct,0%,,,,,
player,201911170ram,ram,WeddEr99,defense,76,,,,,
player,201911170ram,ram,WeddEr99,def_pct,100%,,,,,
player,201911170ram,ram,WeddEr99,special_teams,1,,,,,
player,201911170ram,ram,WeddEr99,st_pct,4%,,,,,
player,201911170ram,ram,HillTr01,pos,CB,,,,,
player,201911170ram,ram,HillTr01,offense,0,,,,,
player,201911170ram,ram,HillTr01,off_pct,0%,,,,,
player,201911170ram,ram,HillTr01,defense,76,,,,,
player,201911170ram,ram,HillTr01,def_pct,100%,,,,,
player,201911170ram,ram,HillTr01,special_teams,1,,,,,
player,201911170ram,ram,HillTr01,st_pct,4%,,,,,
player,201911170ram,ram,RamsJa00,pos,CB,,,,,
player,201911170ram,ram,RamsJa00,offense,0,,,,,
player,201911170ram,ram,RamsJa00,off_pct,0%,,,,,
player,201911170ram,ram,RamsJa00,defense,76,,,,,
player,201911170ram,ram,RamsJa00,def_pct,100%,,,,,
player,201911170ram,ram,RamsJa00,special_teams,1,,,,,
player,201911170ram,ram,RamsJa00,st_pct,4%,,,,,
player,201911170ram,ram,DonaAa00,pos,DT,,,,,
player,201911170ram,ram,DonaAa00,offense,0,,,,,
player,201911170ram,ram,DonaAa00,off_pct,0%,,,,,
player,201911170ram,ram,DonaAa00,defense,69,,,,,
player,201911170ram,ram,DonaAa00,def_pct,91%,,,,,
player,201911170ram,ram,DonaAa00,special_teams,5,,,,,
player,201911170ram,ram,DonaAa00,st_pct,20%,,,,,
player,201911170ram,ram,RobeNi00,pos,CB,,,,,
player,201911170ram,ram,RobeNi00,offense,0,,,,,
player,201911170ram,ram,RobeNi00,off_pct,0%,,,,,
player,201911170ram,ram,RobeNi00,defense,67,,,,,
player,201911170ram,ram,RobeNi00,def_pct,88%,,,,,
player,201911170ram,ram,RobeNi00,special_teams,1,,,,,
player,201911170ram,ram,RobeNi00,st_pct,4%,,,,,
player,201911170ram,ram,FowlDa00,pos,LB,,,,,
player,201911170ram,ram,FowlDa00,offense,0,,,,,
player,201911170ram,ram,FowlDa00,off_pct,0%,,,,,
player,201911170ram,ram,FowlDa00,defense,66,,,,,
player,201911170ram,ram,FowlDa00,def_pct,87%,,,,,
player,201911170ram,ram,FowlDa00,special_teams,3,,,,,
player,201911170ram,ram,FowlDa00,st_pct,12%,,,,,
player,201911170ram,ram,MattCl99,pos,LB,,,,,
player,201911170ram,ram,MattCl99,offense,0,,,,,
player,201911170ram,ram,MattCl99,off_pct,0%,,,,,
player,201911170ram,ram,MattCl99,defense,62,,,,,
player,201911170ram,ram,MattCl99,def_pct,82%,,,,,
player,201911170ram,ram,MattCl99,special_teams,1,,,,,
player,201911170ram,ram,MattCl99,st_pct,4%,,,,,
player,201911170ram,ram,RappTa00,pos,SS,,,,,
player,201911170ram,ram,RappTa00,offense,0,,,,,
player,201911170ram,ram,RappTa00,off_pct,0%,,,,,
player,201911170ram,ram,RappTa00,defense,61,,,,,
player,201911170ram,ram,RappTa00,def_pct,80%,,,,,
player,201911170ram,ram,RappTa00,special_teams,1,,,,,
player,201911170ram,ram,RappTa00,st_pct,4%,,,,,
player,201911170ram,ram,BrocMi00,pos,DE,,,,,
player,201911170ram,ram,BrocMi00,offense,0,,,,,
player,201911170ram,ram,BrocMi00,off_pct,0%,,,,,
player,201911170ram,ram,BrocMi00,defense,52,,,,,
player,201911170ram,ram,BrocMi00,def_pct,68%,,,,,
player,201911170ram,ram,BrocMi00,special_teams,5,,,,,
player,201911170ram,ram,BrocMi00,st_pct,20%,,,,,
player,201911170ram,ram,ChriMa00,pos,FS,,,,,
player,201911170ram,ram,ChriMa00,offense,0,,,,,
player,201911170ram,ram,ChriMa00,off_pct,0%,,,,,
player,201911170ram,ram,ChriMa00,defense,42,,,,,
player,201911170ram,ram,ChriMa00,def_pct,55%,,,,,
player,201911170ram,ram,ChriMa00,special_teams,21,,,,,
player,201911170ram,ram,ChriMa00,st_pct,84%,,,,,
player,201911170ram,ram,JoseSe00,pos,NT,,,,,
player,201911170ram,ram,JoseSe00,offense,0,,,,,
player,201911170ram,ram,JoseSe00,off_pct,0%,,,,,
player,201911170ram,ram,JoseSe00,defense,34,,,,,
player,201911170ram,ram,JoseSe00,def_pct,45%,,,,,
player,201911170ram,ram,JoseSe00,special_teams,4,,,,,
player,201911170ram,ram,JoseSe00,st_pct,16%,,,,,
player,201911170ram,ram,FoxxMo00,pos,DE,,,,,
player,201911170ram,ram,FoxxMo00,offense,0,,,,,
player,201911170ram,ram,FoxxMo00,off_pct,0%,,,,,
player,201911170ram,ram,FoxxMo00,defense,24,,,,,
player,201911170ram,ram,FoxxMo00,def_pct,32%,,,,,
player,201911170ram,ram,FoxxMo00,special_teams,0,,,,,
player,201911170ram,ram,FoxxMo00,st_pct,0%,,,,,
player,201911170ram,ram,EbukSa00,pos,LB,,,,,
player,201911170ram,ram,EbukSa00,offense,0,,,,,
player,201911170ram,ram,EbukSa00,off_pct,0%,,,,,
player,201911170ram,ram,EbukSa00,defense,19,,,,,
player,201911170ram,ram,EbukSa00,def_pct,25%,,,,,
player,201911170ram,ram,EbukSa00,special_teams,6,,,,,
player,201911170ram,ram,EbukSa00,st_pct,24%,,,,,
player,201911170ram,ram,LongDa02,pos,CB,,,,,
player,201911170ram,ram,LongDa02,offense,0,,,,,
player,201911170ram,ram,LongDa02,off_pct,0%,,,,,
player,201911170ram,ram,LongDa02,defense,15,,,,,
player,201911170ram,ram,LongDa02,def_pct,20%,,,,,
player,201911170ram,ram,LongDa02,special_teams,19,,,,,
player,201911170ram,ram,LongDa02,st_pct,76%,,,,,
player,201911170ram,ram,SmarTa00,pos,DT,,,,,
player,201911170ram,ram,SmarTa00,offense,0,,,,,
player,201911170ram,ram,SmarTa00,off_pct,0%,,,,,
player,201911170ram,ram,SmarTa00,defense,11,,,,,
player,201911170ram,ram,SmarTa00,def_pct,14%,,,,,
player,201911170ram,ram,SmarTa00,special_teams,0,,,,,
player,201911170ram,ram,SmarTa00,st_pct,0%,,,,,
player,201911170ram,ram,ReedTr01,pos,LB,,,,,
player,201911170ram,ram,ReedTr01,offense,0,,,,,
player,201911170ram,ram,ReedTr01,off_pct,0%,,,,,
player,201911170ram,ram,ReedTr01,defense,5,,,,,
player,201911170ram,ram,ReedTr01,def_pct,7%,,,,,
player,201911170ram,ram,ReedTr01,special_teams,17,,,,,
player,201911170ram,ram,ReedTr01,st_pct,68%,,,,,
player,201911170ram,ram,OkorOg00,pos,LB,,,,,
player,201911170ram,ram,OkorOg00,offense,0,,,,,
player,201911170ram,ram,OkorOg00,off_pct,0%,,,,,
player,201911170ram,ram,OkorOg00,defense,5,,,,,
player,201911170ram,ram,OkorOg00,def_pct,7%,,,,,
player,201911170ram,ram,OkorOg00,special_teams,11,,,,,
player,201911170ram,ram,OkorOg00,st_pct,44%,,,,,
player,201911170ram,ram,ScotNi01,pos,FS,,,,,
player,201911170ram,ram,ScotNi01,offense,0,,,,,
player,201911170ram,ram,ScotNi01,off_pct,0%,,,,,
player,201911170ram,ram,ScotNi01,defense,0,,,,,
player,201911170ram,ram,ScotNi01,def_pct,0%,,,,,
player,201911170ram,ram,ScotNi01,special_teams,20,,,,,
player,201911170ram,ram,ScotNi01,st_pct,80%,,,,,
player,201911170ram,ram,HowaTr00,pos,LB,,,,,
player,201911170ram,ram,HowaTr00,offense,0,,,,,
player,201911170ram,ram,HowaTr00,off_pct,0%,,,,,
player,201911170ram,ram,HowaTr00,defense,0,,,,,
player,201911170ram,ram,HowaTr00,def_pct,0%,,,,,
player,201911170ram,ram,HowaTr00,special_teams,17,,,,,
player,201911170ram,ram,HowaTr00,st_pct,68%,,,,,
player,201911170ram,ram,YounKe03,pos,LB,,,,,
player,201911170ram,ram,YounKe03,offense,0,,,,,
player,201911170ram,ram,YounKe03,off_pct,0%,,,,,
player,201911170ram,ram,YounKe03,defense,0,,,,,
player,201911170ram,ram,YounKe03,def_pct,0%,,,,,
player,201911170ram,ram,YounKe03,special_teams,17,,,,,
player,201911170ram,ram,YounKe03,st_pct,68%,,,,,
player,201911170ram,ram,PatrNa00,pos,LB,,,,,
player,201911170ram,ram,PatrNa00,offense,0,,,,,
player,201911170ram,ram,PatrNa00,off_pct,0%,,,,,
player,201911170ram,ram,PatrNa00,defense,0,,,,,
player,201911170ram,ram,PatrNa00,def_pct,0%,,,,,
player,201911170ram,ram,PatrNa00,special_teams,15,,,,,
player,201911170ram,ram,PatrNa00,st_pct,60%,,,,,
player,201911170ram,ram,WebsNs00,pos,WR,,,,,
player,201911170ram,ram,WebsNs00,offense,0,,,,,
player,201911170ram,ram,WebsNs00,off_pct,0%,,,,,
player,201911170ram,ram,WebsNs00,defense,0,,,,,
player,201911170ram,ram,WebsNs00,def_pct,0%,,,,,
player,201911170ram,ram,WebsNs00,special_teams,13,,,,,
player,201911170ram,ram,WebsNs00,st_pct,52%,,,,,
player,201911170ram,ram,DeayDo01,pos,CB,,,,,
player,201911170ram,ram,DeayDo01,offense,0,,,,,
player,201911170ram,ram,DeayDo01,off_pct,0%,,,,,
player,201911170ram,ram,DeayDo01,defense,0,,,,,
player,201911170ram,ram,DeayDo01,def_pct,0%,,,,,
player,201911170ram,ram,DeayDo01,special_teams,13,,,,,
player,201911170ram,ram,DeayDo01,st_pct,52%,,,,,
player,201911170ram,ram,NatsJo00,pos,WR,,,,,
player,201911170ram,ram,NatsJo00,offense,0,,,,,
player,201911170ram,ram,NatsJo00,off_pct,0%,,,,,
player,201911170ram,ram,NatsJo00,defense,0,,,,,
player,201911170ram,ram,NatsJo00,def_pct,0%,,,,,
player,201911170ram,ram,NatsJo00,special_teams,9,,,,,
player,201911170ram,ram,NatsJo00,st_pct,36%,,,,,
player,201911170ram,ram,McQuJa00,pos,LS,,,,,
player,201911170ram,ram,McQuJa00,offense,0,,,,,
player,201911170ram,ram,McQuJa00,off_pct,0%,,,,,
player,201911170ram,ram,McQuJa00,defense,0,,,,,
player,201911170ram,ram,McQuJa00,def_pct,0%,,,,,
player,201911170ram,ram,McQuJa00,special_teams,9,,,,,
player,201911170ram,ram,McQuJa00,st_pct,36%,,,,,
player,201911170ram,ram,HekkJo00,pos,P,,,,,
player,201911170ram,ram,HekkJo00,offense,0,,,,,
player,201911170ram,ram,HekkJo00,off_pct,0%,,,,,
player,201911170ram,ram,HekkJo00,defense,0,,,,,
player,201911170ram,ram,HekkJo00,def_pct,0%,,,,,
player,201911170ram,ram,HekkJo00,special_teams,9,,,,,
player,201911170ram,ram,HekkJo00,st_pct,36%,,,,,
player,201911170ram,ram,ZuerGr00,pos,K,,,,,
player,201911170ram,ram,ZuerGr00,offense,0,,,,,
player,201911170ram,ram,ZuerGr00,off_pct,0%,,,,,
player,201911170ram,ram,ZuerGr00,defense,0,,,,,
player,201911170ram,ram,ZuerGr00,def_pct,0%,,,,,
player,201911170ram,ram,ZuerGr00,special_teams,7,,,,,
player,201911170ram,ram,ZuerGr00,st_pct,28%,,,,,
player,201911170ram,ram,ShelCo00,pos,C,,,,,
player,201911170ram,ram,ShelCo00,offense,0,,,,,
player,201911170ram,ram,ShelCo00,off_pct,0%,,,,,
player,201911170ram,ram,ShelCo00,defense,0,,,,,
player,201911170ram,ram,ShelCo00,def_pct,0%,,,,,
player,201911170ram,ram,ShelCo00,special_teams,3,,,,,
player,201911170ram,ram,ShelCo00,st_pct,12%,,,,,
player,201911170ram,ram,BrewCh01,pos,T,,,,,
player,201911170ram,ram,BrewCh01,offense,0,,,,,
player,201911170ram,ram,BrewCh01,off_pct,0%,,,,,
player,201911170ram,ram,BrewCh01,defense,0,,,,,
player,201911170ram,ram,BrewCh01,def_pct,0%,,,,,
player,201911170ram,ram,BrewCh01,special_teams,3,,,,,
player,201911170ram,ram,BrewCh01,st_pct,12%,,,,,
player,201911170ram,chi,CowaRa00,pos,T,,,,,
player,201911170ram,chi,CowaRa00,offense,76,,,,,
player,201911170ram,chi,CowaRa00,off_pct,100%,,,,,
player,201911170ram,chi,CowaRa00,defense,0,,,,,
player,201911170ram,chi,CowaRa00,def_pct,0%,,,,,
player,201911170ram,chi,CowaRa00,special_teams,3,,,,,
player,201911170ram,chi,CowaRa00,st_pct,12%,,,,,
player,201911170ram,chi,LenoCh00,pos,T,,,,,
player,201911170ram,chi,LenoCh00,offense,76,,,,,
player,201911170ram,chi,LenoCh00,off_pct,100%,,,,,
player,201911170ram,chi,LenoCh00,defense,0,,,,,
player,201911170ram,chi,LenoCh00,def_pct,0%,,,,,
player,201911170ram,chi,LenoCh00,special_teams,3,,,,,
player,201911170ram,chi,LenoCh00,st_pct,12%,,,,,
player,201911170ram,chi,DaniJa01,pos,C,,,,,
player,201911170ram,chi,DaniJa01,offense,76,,,,,
player,201911170ram,chi,DaniJa01,off_pct,100%,,,,,
player,201911170ram,chi,DaniJa01,defense,0,,,,,
player,201911170ram,chi,DaniJa01,def_pct,0%,,,,,
player,201911170ram,chi,DaniJa01,special_teams,3,,,,,
player,201911170ram,chi,DaniJa01,st_pct,12%,,,,,
player,201911170ram,chi,WhitCo03,pos,G,,,,,
player,201911170ram,chi,WhitCo03,offense,76,,,,,
player,201911170ram,chi,WhitCo03,off_pct,100%,,,,,
player,201911170ram,chi,WhitCo03,defense,0,,,,,
player,201911170ram,chi,WhitCo03,def_pct,0%,,,,,
player,201911170ram,chi,WhitCo03,special_teams,3,,,,,
player,201911170ram,chi,WhitCo03,st_pct,12%,,,,,
player,201911170ram,chi,RobiAl02,pos,WR,,,,,
player,201911170ram,chi,RobiAl02,offense,75,,,,,
player,201911170ram,chi,RobiAl02,off_pct,99%,,,,,
player,201911170ram,chi,RobiAl02,defense,0,,,,,
player,201911170ram,chi,RobiAl02,def_pct,0%,,,,,
player,201911170ram,chi,RobiAl02,special_teams,0,,,,,
player,201911170ram,chi,RobiAl02,st_pct,0%,,,,,
player,201911170ram,chi,TrubMi00,pos,QB,,,,,
player,201911170ram,chi,TrubMi00,offense,69,,,,,
player,201911170ram,chi,TrubMi00,off_pct,91%,,,,,
player,201911170ram,chi,TrubMi00,defense,0,,,,,
player,201911170ram,chi,TrubMi00,def_pct,0%,,,,,
player,201911170ram,chi,TrubMi00,special_teams,0,,,,,
player,201911170ram,chi,TrubMi00,st_pct,0%,,,,,
player,201911170ram,chi,GabrTa00,pos,WR,,,,,
player,201911170ram,chi,GabrTa00,offense,69,,,,,
player,201911170ram,chi,GabrTa00,off_pct,91%,,,,,
player,201911170ram,chi,GabrTa00,defense,0,,,,,
player,201911170ram,chi,GabrTa00,def_pct,0%,,,,,
player,201911170ram,chi,GabrTa00,special_teams,0,,,,,
player,201911170ram,chi,GabrTa00,st_pct,0%,,,,,
player,201911170ram,chi,MillAn02,pos,WR,,,,,
player,201911170ram,chi,MillAn02,offense,65,,,,,
player,201911170ram,chi,MillAn02,off_pct,86%,,,,,
player,201911170ram,chi,MillAn02,defense,0,,,,,
player,201911170ram,chi,MillAn02,def_pct,0%,,,,,
player,201911170ram,chi,MillAn02,special_teams,2,,,,,
player,201911170ram,chi,MillAn02,st_pct,8%,,,,,
player,201911170ram,chi,MassBo00,pos,T,,,,,
player,201911170ram,chi,MassBo00,offense,57,,,,,
player,201911170ram,chi,MassBo00,off_pct,75%,,,,,
player,201911170ram,chi,MassBo00,defense,0,,,,,
player,201911170ram,chi,MassBo00,def_pct,0%,,,,,
player,201911170ram,chi,MassBo00,special_teams,3,,,,,
player,201911170ram,chi,MassBo00,st_pct,12%,,,,,
player,201911170ram,chi,BrauBe00,pos,TE,,,,,
player,201911170ram,chi,BrauBe00,offense,50,,,,,
player,201911170ram,chi,BrauBe00,off_pct,66%,,,,,
player,201911170ram,chi,BrauBe00,defense,0,,,,,
player,201911170ram,chi,BrauBe00,def_pct,0%,,,,,
player,201911170ram,chi,BrauBe00,special_teams,11,,,,,
player,201911170ram,chi,BrauBe00,st_pct,44%,,,,,
player,201911170ram,chi,CoheTa00,pos,RB,,,,,
player,201911170ram,chi,CoheTa00,offense,45,,,,,
player,201911170ram,chi,CoheTa00,off_pct,59%,,,,,
player,201911170ram,chi,CoheTa00,defense,0,,,,,
player,201911170ram,chi,CoheTa00,def_pct,0%,,,,,
player,201911170ram,chi,CoheTa00,special_teams,6,,,,,
player,201911170ram,chi,CoheTa00,st_pct,24%,,,,,
player,201911170ram,chi,MontDa01,pos,RB,,,,,
player,201911170ram,chi,MontDa01,offense,35,,,,,
player,201911170ram,chi,MontDa01,off_pct,46%,,,,,
player,201911170ram,chi,MontDa01,defense,0,,,,,
player,201911170ram,chi,MontDa01,def_pct,0%,,,,,
player,201911170ram,chi,MontDa01,special_teams,0,,,,,
player,201911170ram,chi,MontDa01,st_pct,0%,,,,,
player,201911170ram,chi,LucaCo01,pos,T,,,,,
player,201911170ram,chi,LucaCo01,offense,20,,,,,
player,201911170ram,chi,LucaCo01,off_pct,26%,,,,,
player,201911170ram,chi,LucaCo01,defense,0,,,,,
player,201911170ram,chi,LucaCo01,def_pct,0%,,,,,
player,201911170ram,chi,LucaCo01,special_teams,3,,,,,
player,201911170ram,chi,LucaCo01,st_pct,12%,,,,,
player,201911170ram,chi,HoltJ.01,pos,TE,,,,,
player,201911170ram,chi,HoltJ.01,offense,18,,,,,
player,201911170ram,chi,HoltJ.01,off_pct,24%,,,,,
player,201911170ram,chi,HoltJ.01,defense,0,,,,,
player,201911170ram,chi,HoltJ.01,def_pct,0%,,,,,
player,201911170ram,chi,HoltJ.01,special_teams,6,,,,,
player,201911170ram,chi,HoltJ.01,st_pct,24%,,,,,
player,201911170ram,chi,WimsJa00,pos,WR,,,,,
player,201911170ram,chi,WimsJa00,offense,15,,,,,
player,201911170ram,chi,WimsJa00,off_pct,20%,,,,,
player,201911170ram,chi,WimsJa00,defense,0,,,,,
player,201911170ram,chi,WimsJa00,def_pct,0%,,,,,
player,201911170ram,chi,WimsJa00,special_teams,0,,,,,
player,201911170ram,chi,WimsJa00,st_pct,0%,,,,,
player,201911170ram,chi,DaniCh00,pos,QB,,,,,
player,201911170ram,chi,DaniCh00,offense,7,,,,,
player,201911170ram,chi,DaniCh00,off_pct,9%,,,,,
player,201911170ram,chi,DaniCh00,defense,0,,,,,
player,201911170ram,chi,DaniCh00,def_pct,0%,,,,,
player,201911170ram,chi,DaniCh00,special_teams,0,,,,,
player,201911170ram,chi,DaniCh00,st_pct,0%,,,,,
player,201911170ram,chi,NallRy00,pos,RB,,,,,
player,201911170ram,chi,NallRy00,offense,3,,,,,
player,201911170ram,chi,NallRy00,off_pct,4%,,,,,
player,201911170ram,chi,NallRy00,defense,0,,,,,
player,201911170ram,chi,NallRy00,def_pct,0%,,,,,
player,201911170ram,chi,NallRy00,special_teams,14,,,,,
player,201911170ram,chi,NallRy00,st_pct,56%,,,,,
player,201911170ram,chi,PattCo00,pos,WR,,,,,
player,201911170ram,chi,PattCo00,offense,2,,,,,
player,201911170ram,chi,PattCo00,off_pct,3%,,,,,
player,201911170ram,chi,PattCo00,defense,0,,,,,
player,201911170ram,chi,PattCo00,def_pct,0%,,,,,
player,201911170ram,chi,PattCo00,special_teams,12,,,,,
player,201911170ram,chi,PattCo00,st_pct,48%,,,,,
player,201911170ram,chi,SoweBr00,pos,TE,,,,,
player,201911170ram,chi,SoweBr00,offense,2,,,,,
player,201911170ram,chi,SoweBr00,off_pct,3%,,,,,
player,201911170ram,chi,SoweBr00,defense,0,,,,,
player,201911170ram,chi,SoweBr00,def_pct,0%,,,,,
player,201911170ram,chi,SoweBr00,special_teams,0,,,,,
player,201911170ram,chi,SoweBr00,st_pct,0%,,,,,
player,201911170ram,chi,FullKy00,pos,CB,,,,,
player,201911170ram,chi,FullKy00,offense,0,,,,,
player,201911170ram,chi,FullKy00,off_pct,0%,,,,,
player,201911170ram,chi,FullKy00,defense,55,,,,,
player,201911170ram,chi,FullKy00,def_pct,100%,,,,,
player,201911170ram,chi,FullKy00,special_teams,8,,,,,
player,201911170ram,chi,FullKy00,st_pct,32%,,,,,
player,201911170ram,chi,JackEd01,pos,FS,,,,,
player,201911170ram,chi,JackEd01,offense,0,,,,,
player,201911170ram,chi,JackEd01,off_pct,0%,,,,,
player,201911170ram,chi,JackEd01,defense,55,,,,,
player,201911170ram,chi,JackEd01,def_pct,100%,,,,,
player,201911170ram,chi,JackEd01,special_teams,5,,,,,
player,201911170ram,chi,JackEd01,st_pct,20%,,,,,
player,201911170ram,chi,ClinHa00,pos,SS,,,,,
player,201911170ram,chi,ClinHa00,offense,0,,,,,
player,201911170ram,chi,ClinHa00,off_pct,0%,,,,,
player,201911170ram,chi,ClinHa00,defense,55,,,,,
player,201911170ram,chi,ClinHa00,def_pct,100%,,,,,
player,201911170ram,chi,ClinHa00,special_teams,5,,,,,
player,201911170ram,chi,ClinHa00,st_pct,20%,,,,,
player,201911170ram,chi,AmukPr00,pos,CB,,,,,
player,201911170ram,chi,AmukPr00,offense,0,,,,,
player,201911170ram,chi,AmukPr00,off_pct,0%,,,,,
player,201911170ram,chi,AmukPr00,defense,55,,,,,
player,201911170ram,chi,AmukPr00,def_pct,100%,,,,,
player,201911170ram,chi,AmukPr00,special_teams,5,,,,,
player,201911170ram,chi,AmukPr00,st_pct,20%,,,,,
player,201911170ram,chi,SmitRo07,pos,LB,,,,,
player,201911170ram,chi,SmitRo07,offense,0,,,,,
player,201911170ram,chi,SmitRo07,off_pct,0%,,,,,
player,201911170ram,chi,SmitRo07,defense,52,,,,,
player,201911170ram,chi,SmitRo07,def_pct,95%,,,,,
player,201911170ram,chi,SmitRo07,special_teams,0,,,,,
player,201911170ram,chi,SmitRo07,st_pct,0%,,,,,
player,201911170ram,chi,MackKh00,pos,LB,,,,,
player,201911170ram,chi,MackKh00,offense,0,,,,,
player,201911170ram,chi,MackKh00,off_pct,0%,,,,,
player,201911170ram,chi,MackKh00,defense,47,,,,,
player,201911170ram,chi,MackKh00,def_pct,85%,,,,,
player,201911170ram,chi,MackKh00,special_teams,5,,,,,
player,201911170ram,chi,MackKh00,st_pct,20%,,,,,
player,201911170ram,chi,FloyLe00,pos,LB,,,,,
player,201911170ram,chi,FloyLe00,offense,0,,,,,
player,201911170ram,chi,FloyLe00,off_pct,0%,,,,,
