game,2019,5,20191006,201910060nyg,min,"Minnesota Vikings",28,nyg,"New York Giants",10
player,201910060nyg,nyg,ShepSt00,st_pct,0%,,,,,
player,201910060nyg,nyg,TateGo00,pos,WR,,,,,
player,201910060nyg,nyg,TateGo00,offense,46,,,,,
player,201910060nyg,nyg,TateGo00,off_pct,67%,,,,,
player,201910060nyg,nyg,TateGo00,defense,0,,,,,
player,201910060nyg,nyg,TateGo00,def_pct,0%,,,,,
player,201910060nyg,nyg,TateGo00,special_teams,1,,,,,
player,201910060nyg,nyg,TateGo00,st_pct,4%,,,,,
player,201910060nyg,nyg,SlayDa01,pos,WR,,,,,
player,201910060nyg,nyg,SlayDa01,offense,45,,,,,
player,201910060nyg,nyg,SlayDa01,off_pct,65%,,,,,
player,201910060nyg,nyg,SlayDa01,defense,0,,,,,
player,201910060nyg,nyg,SlayDa01,def_pct,0%,,,,,
player,201910060nyg,nyg,SlayDa01,special_teams,0,,,,,
player,201910060nyg,nyg,SlayDa01,st_pct,0%,,,,,
player,201910060nyg,nyg,HillJo03,pos,RB,,,,,
player,201910060nyg,nyg,HillJo03,offense,44,,,,,
player,201910060nyg,nyg,HillJo03,off_pct,64%,,,,,
player,201910060nyg,nyg,HillJo03,defense,0,,,,,
player,201910060nyg,nyg,HillJo03,def_pct,0%,,,,,
player,201910060nyg,nyg,HillJo03,special_teams,4,,,,,
player,201910060nyg,nyg,HillJo03,st_pct,17%,,,,,
player,201910060nyg,nyg,LatiCo00,pos,WR,,,,,
player,201910060nyg,nyg,LatiCo00,offense,32,,,,,
player,201910060nyg,nyg,LatiCo00,off_pct,46%,,,,,
player,201910060nyg,nyg,LatiCo00,defense,0,,,,,
player,201910060nyg,nyg,LatiCo00,def_pct,0%,,,,,
player,201910060nyg,nyg,LatiCo00,special_teams,0,,,,,
player,201910060nyg,nyg,LatiCo00,st_pct,0%,,,,,
player,201910060nyg,nyg,ElliRh00,pos,TE,,,,,
player,201910060nyg,nyg,ElliRh00,offense,29,,,,,
player,201910060nyg,nyg,ElliRh00,off_pct,42%,,,,,
player,201910060nyg,nyg,ElliRh00,defense,0,,,,,
player,201910060nyg,nyg,ElliRh00,def_pct,0%,,,,,
player,201910060nyg,nyg,ElliRh00,special_teams,13,,,,,
player,201910060nyg,nyg,ElliRh00,st_pct,54%,,,,,
player,201910060nyg,nyg,PennEl00,pos,RB,,,,,
player,201910060nyg,nyg,PennEl00,offense,25,,,,,
player,201910060nyg,nyg,PennEl00,off_pct,36%,,,,,
player,201910060nyg,nyg,PennEl00,defense,0,,,,,
player,201910060nyg,nyg,PennEl00,def_pct,0%,,,,,
player,201910060nyg,nyg,PennEl00,special_teams,15,,,,,
player,201910060nyg,nyg,PennEl00,st_pct,62%,,,,,
player,201910060nyg,nyg,GallWa00,pos,RB,,,,,
player,201910060nyg,nyg,GallWa00,offense,6,,,,,
player,201910060nyg,nyg,GallWa00,off_pct,9%,,,,,
player,201910060nyg,nyg,GallWa00,defense,0,,,,,
player,201910060nyg,nyg,GallWa00,def_pct,0%,,,,,
player,201910060nyg,nyg,GallWa00,special_teams,0,,,,,
player,201910060nyg,nyg,GallWa00,st_pct,0%,,,,,
player,201910060nyg,nyg,DickGa00,pos,TE,,,,,
player,201910060nyg,nyg,DickGa00,offense,3,,,,,
player,201910060nyg,nyg,DickGa00,off_pct,4%,,,,,
player,201910060nyg,nyg,DickGa00,defense,0,,,,,
player,201910060nyg,nyg,DickGa00,def_pct,0%,,,,,
player,201910060nyg,nyg,DickGa00,special_teams,0,,,,,
player,201910060nyg,nyg,DickGa00,st_pct,0%,,,,,
player,201910060nyg,nyg,GateNi00,pos,G,,,,,
player,201910060nyg,nyg,GateNi00,offense,1,,,,,
player,201910060nyg,nyg,GateNi00,off_pct,1%,,,,,
player,201910060nyg,nyg,GateNi00,defense,0,,,,,
player,201910060nyg,nyg,GateNi00,def_pct,0%,,,,,
player,201910060nyg,nyg,GateNi00,special_teams,3,,,,,
player,201910060nyg,nyg,GateNi00,st_pct,12%,,,,,
player,201910060nyg,nyg,BethAn20,pos,FS,,,,,
player,201910060nyg,nyg,BethAn20,offense,0,,,,,
player,201910060nyg,nyg,BethAn20,off_pct,0%,,,,,
player,201910060nyg,nyg,BethAn20,defense,71,,,,,
player,201910060nyg,nyg,BethAn20,def_pct,100%,,,,,
player,201910060nyg,nyg,BethAn20,special_teams,0,,,,,
player,201910060nyg,nyg,BethAn20,st_pct,0%,,,,,
player,201910060nyg,nyg,JenkJa03,pos,CB,,,,,
player,201910060nyg,nyg,JenkJa03,offense,0,,,,,
player,201910060nyg,nyg,JenkJa03,off_pct,0%,,,,,
player,201910060nyg,nyg,JenkJa03,defense,71,,,,,
player,201910060nyg,nyg,JenkJa03,def_pct,100%,,,,,
player,201910060nyg,nyg,JenkJa03,special_teams,0,,,,,
player,201910060nyg,nyg,JenkJa03,st_pct,0%,,,,,
player,201910060nyg,nyg,BakeDe00,pos,CB,,,,,
player,201910060nyg,nyg,BakeDe00,offense,0,,,,,
player,201910060nyg,nyg,BakeDe00,off_pct,0%,,,,,
player,201910060nyg,nyg,BakeDe00,defense,71,,,,,
player,201910060nyg,nyg,BakeDe00,def_pct,100%,,,,,
player,201910060nyg,nyg,BakeDe00,special_teams,0,,,,,
player,201910060nyg,nyg,BakeDe00,st_pct,0%,,,,,
player,201910060nyg,nyg,MayoDa00,pos,LB,,,,,
player,201910060nyg,nyg,MayoDa00,offense,0,,,,,
player,201910060nyg,nyg,MayoDa00,off_pct,0%,,,,,
player,201910060nyg,nyg,MayoDa00,defense,69,,,,,
player,201910060nyg,nyg,MayoDa00,def_pct,97%,,,,,
player,201910060nyg,nyg,MayoDa00,special_teams,9,,,,,
player,201910060nyg,nyg,MayoDa00,st_pct,38%,,,,,
player,201910060nyg,nyg,PeppJa00,pos,SS,,,,,
player,201910060nyg,nyg,PeppJa00,offense,0,,,,,
player,201910060nyg,nyg,PeppJa00,off_pct,0%,,,,,
player,201910060nyg,nyg,PeppJa00,defense,69,,,,,
player,201910060nyg,nyg,PeppJa00,def_pct,97%,,,,,
player,201910060nyg,nyg,PeppJa00,special_teams,0,,,,,
player,201910060nyg,nyg,PeppJa00,st_pct,0%,,,,,
player,201910060nyg,nyg,XimiOs00,pos,LB,,,,,
player,201910060nyg,nyg,XimiOs00,offense,0,,,,,
player,201910060nyg,nyg,XimiOs00,off_pct,0%,,,,,
player,201910060nyg,nyg,XimiOs00,defense,67,,,,,
player,201910060nyg,nyg,XimiOs00,def_pct,94%,,,,,
player,201910060nyg,nyg,XimiOs00,special_teams,14,,,,,
player,201910060nyg,nyg,XimiOs00,st_pct,58%,,,,,
player,201910060nyg,nyg,GoldMa00,pos,DE,,,,,
player,201910060nyg,nyg,GoldMa00,offense,0,,,,,
player,201910060nyg,nyg,GoldMa00,off_pct,0%,,,,,
player,201910060nyg,nyg,GoldMa00,defense,63,,,,,
player,201910060nyg,nyg,GoldMa00,def_pct,89%,,,,,
player,201910060nyg,nyg,GoldMa00,special_teams,0,,,,,
player,201910060nyg,nyg,GoldMa00,st_pct,0%,,,,,
player,201910060nyg,nyg,LawrDe03,pos,DE,,,,,
player,201910060nyg,nyg,LawrDe03,offense,0,,,,,
player,201910060nyg,nyg,LawrDe03,off_pct,0%,,,,,
player,201910060nyg,nyg,LawrDe03,defense,53,,,,,
player,201910060nyg,nyg,LawrDe03,def_pct,75%,,,,,
player,201910060nyg,nyg,LawrDe03,special_teams,9,,,,,
player,201910060nyg,nyg,LawrDe03,st_pct,38%,,,,,
player,201910060nyg,nyg,HillB.00,pos,DE,,,,,
player,201910060nyg,nyg,HillB.00,offense,0,,,,,
player,201910060nyg,nyg,HillB.00,off_pct,0%,,,,,
player,201910060nyg,nyg,HillB.00,defense,49,,,,,
player,201910060nyg,nyg,HillB.00,def_pct,69%,,,,,
player,201910060nyg,nyg,HillB.00,special_teams,6,,,,,
player,201910060nyg,nyg,HillB.00,st_pct,25%,,,,,
player,201910060nyg,nyg,StupNa01,pos,LB,,,,,
player,201910060nyg,nyg,StupNa01,offense,0,,,,,
player,201910060nyg,nyg,StupNa01,off_pct,0%,,,,,
player,201910060nyg,nyg,StupNa01,defense,37,,,,,
player,201910060nyg,nyg,StupNa01,def_pct,52%,,,,,
player,201910060nyg,nyg,StupNa01,special_teams,21,,,,,
player,201910060nyg,nyg,StupNa01,st_pct,88%,,,,,
player,201910060nyg,nyg,TomlDa00,pos,NT,,,,,
player,201910060nyg,nyg,TomlDa00,offense,0,,,,,
player,201910060nyg,nyg,TomlDa00,off_pct,0%,,,,,
player,201910060nyg,nyg,TomlDa00,defense,35,,,,,
player,201910060nyg,nyg,TomlDa00,def_pct,49%,,,,,
player,201910060nyg,nyg,TomlDa00,special_teams,9,,,,,
player,201910060nyg,nyg,TomlDa00,st_pct,38%,,,,,
player,201910060nyg,nyg,HaleGr00,pos,CB,,,,,
player,201910060nyg,nyg,HaleGr00,offense,0,,,,,
player,201910060nyg,nyg,HaleGr00,off_pct,0%,,,,,
player,201910060nyg,nyg,HaleGr00,defense,30,,,,,
player,201910060nyg,nyg,HaleGr00,def_pct,42%,,,,,
player,201910060nyg,nyg,HaleGr00,special_teams,0,,,,,
player,201910060nyg,nyg,HaleGr00,st_pct,0%,,,,,
player,201910060nyg,nyg,TauaJo00,pos,LB,,,,,
player,201910060nyg,nyg,TauaJo00,offense,0,,,,,
player,201910060nyg,nyg,TauaJo00,off_pct,0%,,,,,
player,201910060nyg,nyg,TauaJo00,defense,23,,,,,
player,201910060nyg,nyg,TauaJo00,def_pct,32%,,,,,
player,201910060nyg,nyg,TauaJo00,special_teams,10,,,,,
player,201910060nyg,nyg,TauaJo00,st_pct,42%,,,,,
player,201910060nyg,nyg,PierOl00,pos,DE,,,,,
player,201910060nyg,nyg,PierOl00,offense,0,,,,,
player,201910060nyg,nyg,PierOl00,off_pct,0%,,,,,
player,201910060nyg,nyg,PierOl00,defense,22,,,,,
player,201910060nyg,nyg,PierOl00,def_pct,31%,,,,,
player,201910060nyg,nyg,PierOl00,special_teams,0,,,,,
player,201910060nyg,nyg,PierOl00,st_pct,0%,,,,,
player,201910060nyg,nyg,McInR.00,pos,DE,,,,,
player,201910060nyg,nyg,McInR.00,offense,0,,,,,
player,201910060nyg,nyg,McInR.00,off_pct,0%,,,,,
player,201910060nyg,nyg,McInR.00,defense,16,,,,,
player,201910060nyg,nyg,McInR.00,def_pct,23%,,,,,
player,201910060nyg,nyg,McInR.00,special_teams,6,,,,,
player,201910060nyg,nyg,McInR.00,st_pct,25%,,,,,
player,201910060nyg,nyg,ThomMi02,pos,SS,,,,,
player,201910060nyg,nyg,ThomMi02,offense,0,,,,,
player,201910060nyg,nyg,ThomMi02,off_pct,0%,,,,,
player,201910060nyg,nyg,ThomMi02,defense,13,,,,,
player,201910060nyg,nyg,ThomMi02,def_pct,18%,,,,,
player,201910060nyg,nyg,ThomMi02,special_teams,21,,,,,
player,201910060nyg,nyg,ThomMi02,st_pct,88%,,,,,
player,201910060nyg,nyg,SkipTu00,pos,LB,,,,,
player,201910060nyg,nyg,SkipTu00,offense,0,,,,,
player,201910060nyg,nyg,SkipTu00,off_pct,0%,,,,,
player,201910060nyg,nyg,SkipTu00,defense,12,,,,,
player,201910060nyg,nyg,SkipTu00,def_pct,17%,,,,,
player,201910060nyg,nyg,SkipTu00,special_teams,5,,,,,
player,201910060nyg,nyg,SkipTu00,st_pct,21%,,,,,
player,201910060nyg,nyg,ChanSe00,pos,FS,,,,,
player,201910060nyg,nyg,ChanSe00,offense,0,,,,,
player,201910060nyg,nyg,ChanSe00,off_pct,0%,,,,,
player,201910060nyg,nyg,ChanSe00,defense,10,,,,,
player,201910060nyg,nyg,ChanSe00,def_pct,14%,,,,,
player,201910060nyg,nyg,ChanSe00,special_teams,18,,,,,
player,201910060nyg,nyg,ChanSe00,st_pct,75%,,,,,
player,201910060nyg,nyg,HamiAn01,pos,CB,,,,,
player,201910060nyg,nyg,HamiAn01,offense,0,,,,,
player,201910060nyg,nyg,HamiAn01,off_pct,0%,,,,,
player,201910060nyg,nyg,HamiAn01,defense,0,,,,,
player,201910060nyg,nyg,HamiAn01,def_pct,0%,,,,,
player,201910060nyg,nyg,HamiAn01,special_teams,21,,,,,
player,201910060nyg,nyg,HamiAn01,st_pct,88%,,,,,
player,201910060nyg,nyg,BallCo00,pos,CB,,,,,
player,201910060nyg,nyg,BallCo00,offense,0,,,,,
player,201910060nyg,nyg,BallCo00,off_pct,0%,,,,,
player,201910060nyg,nyg,BallCo00,defense,0,,,,,
player,201910060nyg,nyg,BallCo00,def_pct,0%,,,,,
player,201910060nyg,nyg,BallCo00,special_teams,18,,,,,
player,201910060nyg,nyg,BallCo00,st_pct,75%,,,,,
player,201910060nyg,nyg,CoreCo00,pos,WR,,,,,
player,201910060nyg,nyg,CoreCo00,offense,0,,,,,
player,201910060nyg,nyg,CoreCo00,off_pct,0%,,,,,
player,201910060nyg,nyg,CoreCo00,defense,0,,,,,
player,201910060nyg,nyg,CoreCo00,def_pct,0%,,,,,
player,201910060nyg,nyg,CoreCo00,special_teams,15,,,,,
player,201910060nyg,nyg,CoreCo00,st_pct,62%,,,,,
player,201910060nyg,nyg,LoveJu00,pos,CB,,,,,
player,201910060nyg,nyg,LoveJu00,offense,0,,,,,
player,201910060nyg,nyg,LoveJu00,off_pct,0%,,,,,
player,201910060nyg,nyg,LoveJu00,defense,0,,,,,
player,201910060nyg,nyg,LoveJu00,def_pct,0%,,,,,
player,201910060nyg,nyg,LoveJu00,special_teams,12,,,,,
player,201910060nyg,nyg,LoveJu00,st_pct,50%,,,,,
player,201910060nyg,nyg,DixoRi00,pos,P,,,,,
player,201910060nyg,nyg,DixoRi00,offense,0,,,,,
player,201910060nyg,nyg,DixoRi00,off_pct,0%,,,,,
player,201910060nyg,nyg,DixoRi00,defense,0,,,,,
player,201910060nyg,nyg,DixoRi00,def_pct,0%,,,,,
player,201910060nyg,nyg,DixoRi00,special_teams,7,,,,,
player,201910060nyg,nyg,DixoRi00,st_pct,29%,,,,,
player,201910060nyg,nyg,RosaAl00,pos,K,,,,,
player,201910060nyg,nyg,RosaAl00,offense,0,,,,,
player,201910060nyg,nyg,RosaAl00,off_pct,0%,,,,,
player,201910060nyg,nyg,RosaAl00,defense,0,,,,,
player,201910060nyg,nyg,RosaAl00,def_pct,0%,,,,,
player,201910060nyg,nyg,RosaAl00,special_teams,6,,,,,
player,201910060nyg,nyg,RosaAl00,st_pct,25%,,,,,
player,201910060nyg,nyg,DeOsZa99,pos,LS,,,,,
player,201910060nyg,nyg,DeOsZa99,offense,0,,,,,
player,201910060nyg,nyg,DeOsZa99,off_pct,0%,,,,,
player,201910060nyg,nyg,DeOsZa99,defense,0,,,,,
player,201910060nyg,nyg,DeOsZa99,def_pct,0%,,,,,
player,201910060nyg,nyg,DeOsZa99,special_teams,6,,,,,
player,201910060nyg,nyg,DeOsZa99,st_pct,25%,,,,,
player,201910060nyg,nyg,PeacCh00,pos,DE,,,,,
player,201910060nyg,nyg,PeacCh00,offense,0,,,,,
player,201910060nyg,nyg,PeacCh00,off_pct,0%,,,,,
player,201910060nyg,nyg,PeacCh00,defense,0,,,,,
player,201910060nyg,nyg,PeacCh00,def_pct,0%,,,,,
player,201910060nyg,nyg,PeacCh00,special_teams,3,,,,,
player,201910060nyg,nyg,PeacCh00,st_pct,12%,,,,,
player,201910060nyg,min,KlinJo01,pos,G,,,,,
player,201910060nyg,min,KlinJo01,offense,71,,,,,
player,201910060nyg,min,KlinJo01,off_pct,100%,,,,,
player,201910060nyg,min,KlinJo01,defense,0,,,,,
player,201910060nyg,min,KlinJo01,def_pct,0%,,,,,
player,201910060nyg,min,KlinJo01,special_teams,6,,,,,
player,201910060nyg,min,KlinJo01,st_pct,25%,,,,,
player,201910060nyg,min,ONeiBr00,pos,T,,,,,
player,201910060nyg,min,ONeiBr00,offense,71,,,,,
player,201910060nyg,min,ONeiBr00,off_pct,100%,,,,,
player,201910060nyg,min,ONeiBr00,defense,0,,,,,
player,201910060nyg,min,ONeiBr00,def_pct,0%,,,,,
player,201910060nyg,min,ONeiBr00,special_teams,6,,,,,
player,201910060nyg,min,ONeiBr00,st_pct,25%,,,,,
player,201910060nyg,min,ReifRi00,pos,T,,,,,
player,201910060nyg,min,ReifRi00,offense,71,,,,,
player,201910060nyg,min,ReifRi00,off_pct,100%,,,,,
player,201910060nyg,min,ReifRi00,defense,0,,,,,
player,201910060nyg,min,ReifRi00,def_pct,0%,,,,,
player,201910060nyg,min,ReifRi00,special_teams,6,,,,,
player,201910060nyg,min,ReifRi00,st_pct,25%,,,,,
player,201910060nyg,min,BradGa00,pos,C,,,,,
player,201910060nyg,min,BradGa00,offense,71,,,,,
player,201910060nyg,min,BradGa00,off_pct,100%,,,,,
player,201910060nyg,min,BradGa00,defense,0,,,,,
player,201910060nyg,min,BradGa00,def_pct,0%,,,,,
player,201910060nyg,min,BradGa00,special_teams,0,,,,,
player,201910060nyg,min,BradGa00,st_pct,0%,,,,,
player,201910060nyg,min,CousKi00,pos,QB,,,,,
player,201910060nyg,min,CousKi00,offense,71,,,,,
player,201910060nyg,min,CousKi00,off_pct,100%,,,,,
player,201910060nyg,min,CousKi00,defense,0,,,,,
player,201910060nyg,min,CousKi00,def_pct,0%,,,,,
player,201910060nyg,min,CousKi00,special_teams,0,,,,,
player,201910060nyg,min,CousKi00,st_pct,0%,,,,,
player,201910060nyg,min,ElflPa00,pos,G,,,,,
player,201910060nyg,min,ElflPa00,offense,66,,,,,
player,201910060nyg,min,ElflPa00,off_pct,93%,,,,,
player,201910060nyg,min,ElflPa00,defense,0,,,,,
player,201910060nyg,min,ElflPa00,def_pct,0%,,,,,
player,201910060nyg,min,ElflPa00,special_teams,3,,,,,
player,201910060nyg,min,ElflPa00,st_pct,12%,,,,,
player,201910060nyg,min,RudoKy00,pos,TE,,,,,
player,201910060nyg,min,RudoKy00,offense,64,,,,,
player,201910060nyg,min,RudoKy00,off_pct,90%,,,,,
player,201910060nyg,min,RudoKy00,defense,0,,,,,
player,201910060nyg,min,RudoKy00,def_pct,0%,,,,,
player,201910060nyg,min,RudoKy00,special_teams,6,,,,,
player,201910060nyg,min,RudoKy00,st_pct,25%,,,,,
player,201910060nyg,min,ThieAd00,pos,WR,,,,,
player,201910060nyg,min,ThieAd00,offense,60,,,,,
player,201910060nyg,min,ThieAd00,off_pct,85%,,,,,
player,201910060nyg,min,ThieAd00,defense,0,,,,,
player,201910060nyg,min,ThieAd00,def_pct,0%,,,,,
player,201910060nyg,min,ThieAd00,special_teams,0,,,,,
player,201910060nyg,min,ThieAd00,st_pct,0%,,,,,
player,201910060nyg,min,DiggSt00,pos,WR,,,,,
player,201910060nyg,min,DiggSt00,offense,53,,,,,
player,201910060nyg,min,DiggSt00,off_pct,75%,,,,,
player,201910060nyg,min,DiggSt00,defense,0,,,,,
player,201910060nyg,min,DiggSt00,def_pct,0%,,,,,
player,201910060nyg,min,DiggSt00,special_teams,0,,,,,
player,201910060nyg,min,DiggSt00,st_pct,0%,,,,,
player,201910060nyg,min,CookDa01,pos,RB,,,,,
player,201910060nyg,min,CookDa01,offense,47,,,,,
player,201910060nyg,min,CookDa01,off_pct,66%,,,,,
player,201910060nyg,min,CookDa01,defense,0,,,,,
player,201910060nyg,min,CookDa01,def_pct,0%,,,,,
player,201910060nyg,min,CookDa01,special_teams,0,,,,,
player,201910060nyg,min,CookDa01,st_pct,0%,,,,,
player,201910060nyg,min,SmitIr01,pos,TE,,,,,
player,201910060nyg,min,SmitIr01,offense,36,,,,,
player,201910060nyg,min,SmitIr01,off_pct,51%,,,,,
player,201910060nyg,min,SmitIr01,defense,0,,,,,
player,201910060nyg,min,SmitIr01,def_pct,0%,,,,,
player,201910060nyg,min,SmitIr01,special_teams,5,,,,,
player,201910060nyg,min,SmitIr01,st_pct,21%,,,,,
player,201910060nyg,min,JohnOl00,pos,WR,,,,,
player,201910060nyg,min,JohnOl00,offense,31,,,,,
player,201910060nyg,min,JohnOl00,off_pct,44%,,,,,
player,201910060nyg,min,JohnOl00,defense,0,,,,,
player,201910060nyg,min,JohnOl00,def_pct,0%,,,,,
player,201910060nyg,min,JohnOl00,special_teams,4,,,,,
player,201910060nyg,min,JohnOl00,st_pct,17%,,,,,
player,201910060nyg,min,HamxC.00,pos,FB,,,,,
player,201910060nyg,min,HamxC.00,offense,21,,,,,
player,201910060nyg,min,HamxC.00,off_pct,30%,,,,,
player,201910060nyg,min,HamxC.00,defense,0,,,,,
player,201910060nyg,min,HamxC.00,def_pct,0%,,,,,
player,201910060nyg,min,HamxC.00,special_teams,13,,,,,
player,201910060nyg,min,HamxC.00,st_pct,54%,,,,,
player,201910060nyg,min,MattAl01,pos,RB,,,,,
player,201910060nyg,min,MattAl01,offense,16,,,,,
player,201910060nyg,min,MattAl01,off_pct,23%,,,,,
player,201910060nyg,min,MattAl01,defense,0,,,,,
player,201910060nyg,min,MattAl01,def_pct,0%,,,,,
player,201910060nyg,min,MattAl01,special_teams,0,,,,,
player,201910060nyg,min,MattAl01,st_pct,0%,,,,,
player,201910060nyg,min,ConkTy00,pos,TE,,,,,
player,201910060nyg,min,ConkTy00,offense,12,,,,,
player,201910060nyg,min,ConkTy00,off_pct,17%,,,,,
player,201910060nyg,min,ConkTy00,defense,0,,,,,
player,201910060nyg,min,ConkTy00,def_pct,0%,,,,,
player,201910060nyg,min,ConkTy00,special_teams,12,,,,,
player,201910060nyg,min,ConkTy00,st_pct,50%,,,,,
player,201910060nyg,min,AbduAm00,pos,RB,,,,,
player,201910060nyg,min,AbduAm00,offense,10,,,,,
player,201910060nyg,min,AbduAm00,off_pct,14%,,,,,
player,201910060nyg,min,AbduAm00,defense,0,,,,,
player,201910060nyg,min,AbduAm00,def_pct,0%,,,,,
player,201910060nyg,min,AbduAm00,special_teams,15,,,,,
player,201910060nyg,min,AbduAm00,st_pct,62%,,,,,
player,201910060nyg,min,DoziDa00,pos,G,,,,,
player,201910060nyg,min,DoziDa00,offense,5,,,,,
player,201910060nyg,min,DoziDa00,off_pct,7%,,,,,
player,201910060nyg,min,DoziDa00,defense,0,,,,,
player,201910060nyg,min,DoziDa00,def_pct,0%,,,,,
player,201910060nyg,min,DoziDa00,special_teams,6,,,,,
player,201910060nyg,min,DoziDa00,st_pct,25%,,,,,
player,201910060nyg,min,TreaLa00,pos,WR,,,,,
player,201910060nyg,min,TreaLa00,offense,5,,,,,
player,201910060nyg,min,TreaLa00,off_pct,7%,,,,,
player,201910060nyg,min,TreaLa00,defense,0,,,,,
player,201910060nyg,min,TreaLa00,def_pct,0%,,,,,
player,201910060nyg,min,TreaLa00,special_teams,4,,,,,
player,201910060nyg,min,TreaLa00,st_pct,17%,,,,,
player,201910060nyg,min,KendEr00,pos,LB,,,,,
player,201910060nyg,min,KendEr00,offense,0,,,,,
player,201910060nyg,min,KendEr00,off_pct,0%,,,,,
player,201910060nyg,min,KendEr00,defense,69,,,,,
player,201910060nyg,min,KendEr00,def_pct,100%,,,,,
player,201910060nyg,min,KendEr00,special_teams,4,,,,,
player,201910060nyg,min,KendEr00,st_pct,17%,,,,,
player,201910060nyg,min,HarrAn01,pos,FS,,,,,
player,201910060nyg,min,HarrAn01,offense,0,,,,,
player,201910060nyg,min,HarrAn01,off_pct,0%,,,,,
player,201910060nyg,min,HarrAn01,defense,69,,,,,
player,201910060nyg,min,HarrAn01,def_pct,100%,,,,,
player,201910060nyg,min,HarrAn01,special_teams,4,,,,,
player,201910060nyg,min,HarrAn01,st_pct,17%,,,,,
player,201910060nyg,min,BarrAn00,pos,LB,,,,,
player,201910060nyg,min,BarrAn00,offense,0,,,,,
player,201910060nyg,min,BarrAn00,off_pct,0%,,,,,
player,201910060nyg,min,BarrAn00,defense,69,,,,,
player,201910060nyg,min,BarrAn00,def_pct,100%,,,,,
player,201910060nyg,min,BarrAn00,special_teams,3,,,,,
player,201910060nyg,min,BarrAn00,st_pct,12%,,,,,
player,201910060nyg,min,SmitHa00,pos,SS,,,,,
player,201910060nyg,min,SmitHa00,offense,0,,,,,
player,201910060nyg,min,SmitHa00,off_pct,0%,,,,,
player,201910060nyg,min,SmitHa00,defense,69,,,,,
player,201910060nyg,min,SmitHa00,def_pct,100%,,,,,
player,201910060nyg,min,SmitHa00,special_teams,3,,,,,
player,201910060nyg,min,SmitHa00,st_pct,12%,,,,,
player,201910060nyg,min,WaynTr00,pos,CB,,,,,
player,201910060nyg,min,WaynTr00,offense,0,,,,,
player,201910060nyg,min,WaynTr00,off_pct,0%,,,,,
player,201910060nyg,min,WaynTr00,defense,63,,,,,
player,201910060nyg,min,WaynTr00,def_pct,91%,,,,,
player,201910060nyg,min,WaynTr00,special_teams,3,,,,,
player,201910060nyg,min,WaynTr00,st_pct,12%,,,,,
player,201910060nyg,min,RhodXa00,pos,CB,,,,,
player,201910060nyg,min,RhodXa00,offense,0,,,,,
player,201910060nyg,min,RhodXa00,off_pct,0%,,,,,
player,201910060nyg,min,RhodXa00,defense,63,,,,,
player,201910060nyg,min,RhodXa00,def_pct,91%,,,,,
player,201910060nyg,min,RhodXa00,special_teams,0,,,,,
player,201910060nyg,min,RhodXa00,st_pct,0%,,,,,
player,201910060nyg,min,HuntDa01,pos,DE,,,,,
player,201910060nyg,min,HuntDa01,offense,0,,,,,
player,201910060nyg,min,HuntDa01,off_pct,0%,,,,,
player,201910060nyg,min,HuntDa01,defense,60,,,,,
player,201910060nyg,min,HuntDa01,def_pct,87%,,,,,
player,201910060nyg,min,HuntDa01,special_teams,10,,,,,
player,201910060nyg,min,HuntDa01,st_pct,42%,,,,,
player,201910060nyg,min,GrifEv99,pos,DE,,,,,
player,201910060nyg,min,GrifEv99,offense,0,,,,,
player,201910060nyg,min,GrifEv99,off_pct,0%,,,,,
player,201910060nyg,min,GrifEv99,defense,60,,,,,
player,201910060nyg,min,GrifEv99,def_pct,87%,,,,,
player,201910060nyg,min,GrifEv99,special_teams,3,,,,,
player,201910060nyg,min,GrifEv99,st_pct,12%,,,,,
player,201910060nyg,min,HughMi00,pos,CB,,,,,
player,201910060nyg,min,HughMi00,offense,0,,,,,
player,201910060nyg,min,HughMi00,off_pct,0%,,,,,
player,201910060nyg,min,HughMi00,defense,50,,,,,
player,201910060nyg,min,HughMi00,def_pct,72%,,,,,
player,201910060nyg,min,HughMi00,special_teams,6,,,,,
player,201910060nyg,min,HughMi00,st_pct,25%,,,,,
player,201910060nyg,min,JoseLi99,pos,NT,,,,,
player,201910060nyg,min,JoseLi99,offense,0,,,,,
player,201910060nyg,min,JoseLi99,off_pct,0%,,,,,
player,201910060nyg,min,JoseLi99,defense,43,,,,,
player,201910060nyg,min,JoseLi99,def_pct,62%,,,,,
player,201910060nyg,min,JoseLi99,special_teams,3,,,,,
player,201910060nyg,min,JoseLi99,st_pct,12%,,,,,
player,201910060nyg,min,StepSh00,pos,DT,,,,,
player,201910060nyg,min,StepSh00,offense,0,,,,,
player,201910060nyg,min,StepSh00,off_pct,0%,,,,,
player,201910060nyg,min,StepSh00,defense,36,,,,,
player,201910060nyg,min,StepSh00,def_pct,52%,,,,,
player,201910060nyg,min,StepSh00,special_teams,3,,,,,
player,201910060nyg,min,StepSh00,st_pct,12%,,,,,
player,201910060nyg,min,OdenIf00,pos,DE,,,,,
player,201910060nyg,min,OdenIf00,offense,0,,,,,
player,201910060nyg,min,OdenIf00,off_pct,0%,,,,,
player,201910060nyg,min,OdenIf00,defense,28,,,,,
player,201910060nyg,min,OdenIf00,def_pct,41%,,,,,
player,201910060nyg,min,OdenIf00,special_teams,0,,,,,
player,201910060nyg,min,OdenIf00,st_pct,0%,,,,,
player,201910060nyg,min,WeatSt00,pos,DE,,,,,
