game,2019,9,20191031,201910310crd,sfo,"San Francisco 49ers",28,crd,"Arizona Cardinals",25
team,201910310crd,sfo,First Downs,21,,,,,,
team,201910310crd,crd,First Downs,19,,,,,,
team,201910310crd,sfo,Rush-Yds-TDs,31-101-0,,,,,,
team,201910310crd,crd,Rush-Yds-TDs,23-153-1,,,,,,
team,201910310crd,sfo,Cmp-Att-Yd-TD-INT,28-37-317-4-0,,,,,,
team,201910310crd,crd,Cmp-Att-Yd-TD-INT,17-24-241-2-0,,,,,,
team,201910310crd,sfo,Sacked-Yards,1-7,,,,,,
team,201910310crd,crd,Sacked-Yards,3-37,,,,,,
team,201910310crd,sfo,Net Pass Yards,310,,,,,,
team,201910310crd,crd,Net Pass Yards,204,,,,,,
team,201910310crd,sfo,Total Yards,411,,,,,,
team,201910310crd,crd,Total Yards,357,,,,,,
team,201910310crd,sfo,Fumbles-Lost,0-0,,,,,,
team,201910310crd,crd,Fumbles-Lost,0-0,,,,,,
team,201910310crd,sfo,Turnovers,0,,,,,,
team,201910310crd,crd,Turnovers,0,,,,,,
team,201910310crd,sfo,Penalties-Yards,8-75,,,,,,
team,201910310crd,crd,Penalties-Yards,9-65,,,,,,
team,201910310crd,sfo,Third Down Conv.,11-17,,,,,,
team,201910310crd,crd,Third Down Conv.,2-8,,,,,,
team,201910310crd,sfo,Fourth Down Conv.,1-1,,,,,,
team,201910310crd,crd,Fourth Down Conv.,0-0,,,,,,
team,201910310crd,sfo,Time of Possession,34:31,,,,,,
team,201910310crd,crd,Time of Possession,25:29,,,,,,
player,201910310crd,sfo,GaroJi00,pass_cmp,28,,,,,
player,201910310crd,sfo,GaroJi00,pass_att,37,,,,,
player,201910310crd,sfo,GaroJi00,pass_yds,317,,,,,
player,201910310crd,sfo,GaroJi00,pass_td,4,,,,,
player,201910310crd,sfo,GaroJi00,pass_int,0,,,,,
player,201910310crd,sfo,GaroJi00,pass_sacked,1,,,,,
player,201910310crd,sfo,GaroJi00,pass_sacked_yds,7,,,,,
player,201910310crd,sfo,GaroJi00,pass_long,32,,,,,
player,201910310crd,sfo,GaroJi00,pass_rating,136.9,,,,,
player,201910310crd,sfo,GaroJi00,rush_att,3,,,,,
player,201910310crd,sfo,GaroJi00,rush_yds,2,,,,,
player,201910310crd,sfo,GaroJi00,rush_td,0,,,,,
player,201910310crd,sfo,GaroJi00,rush_long,4,,,,,
player,201910310crd,sfo,GaroJi00,targets,0,,,,,
player,201910310crd,sfo,GaroJi00,rec,0,,,,,
player,201910310crd,sfo,GaroJi00,rec_yds,0,,,,,
player,201910310crd,sfo,GaroJi00,rec_td,0,,,,,
player,201910310crd,sfo,GaroJi00,rec_long,0,,,,,
player,201910310crd,sfo,GaroJi00,fumbles,0,,,,,
player,201910310crd,sfo,GaroJi00,fumbles_lost,0,,,,,
player,201910310crd,sfo,BreiMa00,pass_cmp,0,,,,,
player,201910310crd,sfo,BreiMa00,pass_att,0,,,,,
player,201910310crd,sfo,BreiMa00,pass_yds,0,,,,,
player,201910310crd,sfo,BreiMa00,pass_td,0,,,,,
player,201910310crd,sfo,BreiMa00,pass_int,0,,,,,
player,201910310crd,sfo,BreiMa00,pass_sacked,0,,,,,
player,201910310crd,sfo,BreiMa00,pass_sacked_yds,0,,,,,
player,201910310crd,sfo,BreiMa00,pass_long,0,,,,,
player,201910310crd,sfo,BreiMa00,pass_rating,,,,,,
player,201910310crd,sfo,BreiMa00,rush_att,15,,,,,
player,201910310crd,sfo,BreiMa00,rush_yds,78,,,,,
player,201910310crd,sfo,BreiMa00,rush_td,0,,,,,
player,201910310crd,sfo,BreiMa00,rush_long,31,,,,,
player,201910310crd,sfo,BreiMa00,targets,2,,,,,
player,201910310crd,sfo,BreiMa00,rec,2,,,,,
player,201910310crd,sfo,BreiMa00,rec_yds,14,,,,,
player,201910310crd,sfo,BreiMa00,rec_td,0,,,,,
player,201910310crd,sfo,BreiMa00,rec_long,9,,,,,
player,201910310crd,sfo,BreiMa00,fumbles,0,,,,,
player,201910310crd,sfo,BreiMa00,fumbles_lost,0,,,,,
player,201910310crd,sfo,ColeTe01,pass_cmp,0,,,,,
player,201910310crd,sfo,ColeTe01,pass_att,0,,,,,
player,201910310crd,sfo,ColeTe01,pass_yds,0,,,,,
player,201910310crd,sfo,ColeTe01,pass_td,0,,,,,
player,201910310crd,sfo,ColeTe01,pass_int,0,,,,,
player,201910310crd,sfo,ColeTe01,pass_sacked,0,,,,,
player,201910310crd,sfo,ColeTe01,pass_sacked_yds,0,,,,,
player,201910310crd,sfo,ColeTe01,pass_long,0,,,,,
player,201910310crd,sfo,ColeTe01,pass_rating,,,,,,
player,201910310crd,sfo,ColeTe01,rush_att,12,,,,,
player,201910310crd,sfo,ColeTe01,rush_yds,23,,,,,
player,201910310crd,sfo,ColeTe01,rush_td,0,,,,,
player,201910310crd,sfo,ColeTe01,rush_long,8,,,,,
player,201910310crd,sfo,ColeTe01,targets,4,,,,,
player,201910310crd,sfo,ColeTe01,rec,2,,,,,
player,201910310crd,sfo,ColeTe01,rec_yds,13,,,,,
player,201910310crd,sfo,ColeTe01,rec_td,0,,,,,
player,201910310crd,sfo,ColeTe01,rec_long,9,,,,,
player,201910310crd,sfo,ColeTe01,fumbles,0,,,,,
player,201910310crd,sfo,ColeTe01,fumbles_lost,0,,,,,
player,201910310crd,sfo,SandEm00,pass_cmp,0,,,,,
player,201910310crd,sfo,SandEm00,pass_att,0,,,,,
player,201910310crd,sfo,SandEm00,pass_yds,0,,,,,
player,201910310crd,sfo,SandEm00,pass_td,0,,,,,
player,201910310crd,sfo,SandEm00,pass_int,0,,,,,
player,201910310crd,sfo,SandEm00,pass_sacked,0,,,,,
player,201910310crd,sfo,SandEm00,pass_sacked_yds,0,,,,,
player,201910310crd,sfo,SandEm00,pass_long,0,,,,,
player,201910310crd,sfo,SandEm00,pass_rating,,,,,,
player,201910310crd,sfo,SandEm00,rush_att,0,,,,,
player,201910310crd,sfo,SandEm00,rush_yds,0,,,,,
player,201910310crd,sfo,SandEm00,rush_td,0,,,,,
player,201910310crd,sfo,SandEm00,rush_long,0,,,,,
player,201910310crd,sfo,SandEm00,targets,9,,,,,
player,201910310crd,sfo,SandEm00,rec,7,,,,,
player,201910310crd,sfo,SandEm00,rec_yds,112,,,,,
player,201910310crd,sfo,SandEm00,rec_td,1,,,,,
player,201910310crd,sfo,SandEm00,rec_long,32,,,,,
player,201910310crd,sfo,SandEm00,fumbles,0,,,,,
player,201910310crd,sfo,SandEm00,fumbles_lost,0,,,,,
player,201910310crd,sfo,KittGe00,pass_cmp,0,,,,,
player,201910310crd,sfo,KittGe00,pass_att,0,,,,,
player,201910310crd,sfo,KittGe00,pass_yds,0,,,,,
player,201910310crd,sfo,KittGe00,pass_td,0,,,,,
player,201910310crd,sfo,KittGe00,pass_int,0,,,,,
player,201910310crd,sfo,KittGe00,pass_sacked,0,,,,,
player,201910310crd,sfo,KittGe00,pass_sacked_yds,0,,,,,
player,201910310crd,sfo,KittGe00,pass_long,0,,,,,
player,201910310crd,sfo,KittGe00,pass_rating,,,,,,
player,201910310crd,sfo,KittGe00,rush_att,0,,,,,
player,201910310crd,sfo,KittGe00,rush_yds,0,,,,,
player,201910310crd,sfo,KittGe00,rush_td,0,,,,,
player,201910310crd,sfo,KittGe00,rush_long,0,,,,,
player,201910310crd,sfo,KittGe00,targets,8,,,,,
player,201910310crd,sfo,KittGe00,rec,6,,,,,
player,201910310crd,sfo,KittGe00,rec_yds,79,,,,,
player,201910310crd,sfo,KittGe00,rec_td,1,,,,,
player,201910310crd,sfo,KittGe00,rec_long,30,,,,,
player,201910310crd,sfo,KittGe00,fumbles,0,,,,,
player,201910310crd,sfo,KittGe00,fumbles_lost,0,,,,,
player,201910310crd,sfo,SamuDe00,pass_cmp,0,,,,,
player,201910310crd,sfo,SamuDe00,pass_att,0,,,,,
player,201910310crd,sfo,SamuDe00,pass_yds,0,,,,,
player,201910310crd,sfo,SamuDe00,pass_td,0,,,,,
player,201910310crd,sfo,SamuDe00,pass_int,0,,,,,
player,201910310crd,sfo,SamuDe00,pass_sacked,0,,,,,
player,201910310crd,sfo,SamuDe00,pass_sacked_yds,0,,,,,
player,201910310crd,sfo,SamuDe00,pass_long,0,,,,,
player,201910310crd,sfo,SamuDe00,pass_rating,,,,,,
player,201910310crd,sfo,SamuDe00,rush_att,0,,,,,
player,201910310crd,sfo,SamuDe00,rush_yds,0,,,,,
player,201910310crd,sfo,SamuDe00,rush_td,0,,,,,
player,201910310crd,sfo,SamuDe00,rush_long,0,,,,,
player,201910310crd,sfo,SamuDe00,targets,7,,,,,
player,201910310crd,sfo,SamuDe00,rec,4,,,,,
player,201910310crd,sfo,SamuDe00,rec_yds,40,,,,,
player,201910310crd,sfo,SamuDe00,rec_td,0,,,,,
player,201910310crd,sfo,SamuDe00,rec_long,17,,,,,
player,201910310crd,sfo,SamuDe00,fumbles,0,,,,,
player,201910310crd,sfo,SamuDe00,fumbles_lost,0,,,,,
player,201910310crd,sfo,DwelRo00,pass_cmp,0,,,,,
player,201910310crd,sfo,DwelRo00,pass_att,0,,,,,
player,201910310crd,sfo,DwelRo00,pass_yds,0,,,,,
player,201910310crd,sfo,DwelRo00,pass_td,0,,,,,
player,201910310crd,sfo,DwelRo00,pass_int,0,,,,,
player,201910310crd,sfo,DwelRo00,pass_sacked,0,,,,,
player,201910310crd,sfo,DwelRo00,pass_sacked_yds,0,,,,,
player,201910310crd,sfo,DwelRo00,pass_long,0,,,,,
player,201910310crd,sfo,DwelRo00,pass_rating,,,,,,
player,201910310crd,sfo,DwelRo00,rush_att,0,,,,,
player,201910310crd,sfo,DwelRo00,rush_yds,0,,,,,
player,201910310crd,sfo,DwelRo00,rush_td,0,,,,,
player,201910310crd,sfo,DwelRo00,rush_long,0,,,,,
player,201910310crd,sfo,DwelRo00,targets,4,,,,,
player,201910310crd,sfo,DwelRo00,rec,4,,,,,
player,201910310crd,sfo,DwelRo00,rec_yds,29,,,,,
player,201910310crd,sfo,DwelRo00,rec_td,0,,,,,
player,201910310crd,sfo,DwelRo00,rec_long,11,,,,,
player,201910310crd,sfo,DwelRo00,fumbles,0,,,,,
player,201910310crd,sfo,DwelRo00,fumbles_lost,0,,,,,
player,201910310crd,sfo,PettDa00,pass_cmp,0,,,,,
player,201910310crd,sfo,PettDa00,pass_att,0,,,,,
player,201910310crd,sfo,PettDa00,pass_yds,0,,,,,
player,201910310crd,sfo,PettDa00,pass_td,0,,,,,
player,201910310crd,sfo,PettDa00,pass_int,0,,,,,
player,201910310crd,sfo,PettDa00,pass_sacked,0,,,,,
player,201910310crd,sfo,PettDa00,pass_sacked_yds,0,,,,,
player,201910310crd,sfo,PettDa00,pass_long,0,,,,,
player,201910310crd,sfo,PettDa00,pass_rating,,,,,,
player,201910310crd,sfo,PettDa00,rush_att,0,,,,,
player,201910310crd,sfo,PettDa00,rush_yds,0,,,,,
player,201910310crd,sfo,PettDa00,rush_td,0,,,,,
player,201910310crd,sfo,PettDa00,rush_long,0,,,,,
player,201910310crd,sfo,PettDa00,targets,1,,,,,
player,201910310crd,sfo,PettDa00,rec,1,,,,,
player,201910310crd,sfo,PettDa00,rec_yds,21,,,,,
player,201910310crd,sfo,PettDa00,rec_td,1,,,,,
player,201910310crd,sfo,PettDa00,rec_long,21,,,,,
player,201910310crd,sfo,PettDa00,fumbles,0,,,,,
player,201910310crd,sfo,PettDa00,fumbles_lost,0,,,,,
player,201910310crd,sfo,BourKe00,pass_cmp,0,,,,,
player,201910310crd,sfo,BourKe00,pass_att,0,,,,,
player,201910310crd,sfo,BourKe00,pass_yds,0,,,,,
player,201910310crd,sfo,BourKe00,pass_td,0,,,,,
player,201910310crd,sfo,BourKe00,pass_int,0,,,,,
player,201910310crd,sfo,BourKe00,pass_sacked,0,,,,,
player,201910310crd,sfo,BourKe00,pass_sacked_yds,0,,,,,
player,201910310crd,sfo,BourKe00,pass_long,0,,,,,
player,201910310crd,sfo,BourKe00,pass_rating,,,,,,
player,201910310crd,sfo,BourKe00,rush_att,0,,,,,
player,201910310crd,sfo,BourKe00,rush_yds,0,,,,,
player,201910310crd,sfo,BourKe00,rush_td,0,,,,,
player,201910310crd,sfo,BourKe00,rush_long,0,,,,,
player,201910310crd,sfo,BourKe00,targets,1,,,,,
player,201910310crd,sfo,BourKe00,rec,1,,,,,
player,201910310crd,sfo,BourKe00,rec_yds,7,,,,,
player,201910310crd,sfo,BourKe00,rec_td,1,,,,,
player,201910310crd,sfo,BourKe00,rec_long,7,,,,,
player,201910310crd,sfo,BourKe00,fumbles,0,,,,,
player,201910310crd,sfo,BourKe00,fumbles_lost,0,,,,,
player,201910310crd,sfo,WilsJe01,pass_cmp,0,,,,,
player,201910310crd,sfo,WilsJe01,pass_att,0,,,,,
