game,2019,2,20190915,201909150gnb,min,"Minnesota Vikings",16,gnb,"Green Bay Packers",21
team,201909150gnb,min,First Downs,15,,,,,,
team,201909150gnb,gnb,First Downs,20,,,,,,
team,201909150gnb,min,Rush-Yds-TDs,27-198-1,,,,,,
team,201909150gnb,gnb,Rush-Yds-TDs,33-144-1,,,,,,
team,201909150gnb,min,Cmp-Att-Yd-TD-INT,14-32-230-1-2,,,,,,
team,201909150gnb,gnb,Cmp-Att-Yd-TD-INT,22-34-209-2-0,,,,,,
team,201909150gnb,min,Sacked-Yards,1-7,,,,,,
team,201909150gnb,gnb,Sacked-Yards,2-18,,,,,,
team,201909150gnb,min,Net Pass Yards,223,,,,,,
team,201909150gnb,gnb,Net Pass Yards,191,,,,,,
team,201909150gnb,min,Total Yards,421,,,,,,
team,201909150gnb,gnb,Total Yards,335,,,,,,
team,201909150gnb,min,Fumbles-Lost,5-2,,,,,,
team,201909150gnb,gnb,Fumbles-Lost,2-2,,,,,,
team,201909150gnb,min,Turnovers,4,,,,,,
team,201909150gnb,gnb,Turnovers,2,,,,,,
team,201909150gnb,min,Penalties-Yards,8-100,,,,,,
team,201909150gnb,gnb,Penalties-Yards,6-35,,,,,,
team,201909150gnb,min,Third Down Conv.,4-13,,,,,,
team,201909150gnb,gnb,Third Down Conv.,5-15,,,,,,
team,201909150gnb,min,Fourth Down Conv.,0-0,,,,,,
team,201909150gnb,gnb,Fourth Down Conv.,0-1,,,,,,
team,201909150gnb,min,Time of Possession,25:54,,,,,,
team,201909150gnb,gnb,Time of Possession,34:06,,,,,,
player,201909150gnb,min,CousKi00,pass_cmp,14,,,,,
player,201909150gnb,min,CousKi00,pass_att,32,,,,,
player,201909150gnb,min,CousKi00,pass_yds,230,,,,,
player,201909150gnb,min,CousKi00,pass_td,1,,,,,
player,201909150gnb,min,CousKi00,pass_int,2,,,,,
player,201909150gnb,min,CousKi00,pass_sacked,1,,,,,
player,201909150gnb,min,CousKi00,pass_sacked_yds,7,,,,,
player,201909150gnb,min,CousKi00,pass_long,61,,,,,
player,201909150gnb,min,CousKi00,pass_rating,52.9,,,,,
player,201909150gnb,min,CousKi00,rush_att,2,,,,,
player,201909150gnb,min,CousKi00,rush_yds,17,,,,,
player,201909150gnb,min,CousKi00,rush_td,0,,,,,
player,201909150gnb,min,CousKi00,rush_long,11,,,,,
player,201909150gnb,min,CousKi00,targets,0,,,,,
player,201909150gnb,min,CousKi00,rec,0,,,,,
player,201909150gnb,min,CousKi00,rec_yds,0,,,,,
player,201909150gnb,min,CousKi00,rec_td,0,,,,,
player,201909150gnb,min,CousKi00,rec_long,0,,,,,
player,201909150gnb,min,CousKi00,fumbles,2,,,,,
player,201909150gnb,min,CousKi00,fumbles_lost,1,,,,,
player,201909150gnb,min,CookDa01,pass_cmp,0,,,,,
player,201909150gnb,min,CookDa01,pass_att,0,,,,,
player,201909150gnb,min,CookDa01,pass_yds,0,,,,,
player,201909150gnb,min,CookDa01,pass_td,0,,,,,
player,201909150gnb,min,CookDa01,pass_int,0,,,,,
player,201909150gnb,min,CookDa01,pass_sacked,0,,,,,
player,201909150gnb,min,CookDa01,pass_sacked_yds,0,,,,,
player,201909150gnb,min,CookDa01,pass_long,0,,,,,
player,201909150gnb,min,CookDa01,pass_rating,,,,,,
player,201909150gnb,min,CookDa01,rush_att,20,,,,,
player,201909150gnb,min,CookDa01,rush_yds,154,,,,,
player,201909150gnb,min,CookDa01,rush_td,1,,,,,
player,201909150gnb,min,CookDa01,rush_long,75,,,,,
player,201909150gnb,min,CookDa01,targets,3,,,,,
player,201909150gnb,min,CookDa01,rec,3,,,,,
player,201909150gnb,min,CookDa01,rec_yds,37,,,,,
player,201909150gnb,min,CookDa01,rec_td,0,,,,,
player,201909150gnb,min,CookDa01,rec_long,13,,,,,
player,201909150gnb,min,CookDa01,fumbles,0,,,,,
player,201909150gnb,min,CookDa01,fumbles_lost,0,,,,,
player,201909150gnb,min,MattAl01,pass_cmp,0,,,,,
player,201909150gnb,min,MattAl01,pass_att,0,,,,,
player,201909150gnb,min,MattAl01,pass_yds,0,,,,,
player,201909150gnb,min,MattAl01,pass_td,0,,,,,
player,201909150gnb,min,MattAl01,pass_int,0,,,,,
player,201909150gnb,min,MattAl01,pass_sacked,0,,,,,
player,201909150gnb,min,MattAl01,pass_sacked_yds,0,,,,,
player,201909150gnb,min,MattAl01,pass_long,0,,,,,
player,201909150gnb,min,MattAl01,pass_rating,,,,,,
player,201909150gnb,min,MattAl01,rush_att,4,,,,,
player,201909150gnb,min,MattAl01,rush_yds,25,,,,,
