game,2019,1,20190908,201909080mia,rav,"Baltimore Ravens",59,mia,"Miami Dolphins",10
team,201909080mia,rav,First Downs,31,,,,,,
team,201909080mia,mia,First Downs,12,,,,,,
team,201909080mia,rav,Rush-Yds-TDs,46-265-2,,,,,,
team,201909080mia,mia,Rush-Yds-TDs,12-21-0,,,,,,
team,201909080mia,rav,Cmp-Att-Yd-TD-INT,23-26-379-6-0,,,,,,
team,201909080mia,mia,Cmp-Att-Yd-TD-INT,15-32-190-1-2,,,,,,
team,201909080mia,rav,Sacked-Yards,1-1,,,,,,
team,201909080mia,mia,Sacked-Yards,3-11,,,,,,
team,201909080mia,rav,Net Pass Yards,378,,,,,,
team,201909080mia,mia,Net Pass Yards,179,,,,,,
team,201909080mia,rav,Total Yards,643,,,,,,
team,201909080mia,mia,Total Yards,200,,,,,,
team,201909080mia,rav,Fumbles-Lost,0-0,,,,,,
team,201909080mia,mia,Fumbles-Lost,1-1,,,,,,
team,201909080mia,rav,Turnovers,0,,,,,,
team,201909080mia,mia,Turnovers,3,,,,,,
team,201909080mia,rav,Penalties-Yards,4-40,,,,,,
team,201909080mia,mia,Penalties-Yards,9-64,,,,,,
team,201909080mia,rav,Third Down Conv.,7-11,,,,,,
team,201909080mia,mia,Third Down Conv.,3-10,,,,,,
team,201909080mia,rav,Fourth Down Conv.,2-2,,,,,,
team,201909080mia,mia,Fourth Down Conv.,0-0,,,,,,
team,201909080mia,rav,Time of Possession,40:07,,,,,,
team,201909080mia,mia,Time of Possession,19:53,,,,,,
player,201909080mia,rav,JackLa00,pass_cmp,17,,,,,
player,201909080mia,rav,JackLa00,pass_att,20,,,,,
player,201909080mia,rav,JackLa00,pass_yds,324,,,,,
player,201909080mia,rav,JackLa00,pass_td,5,,,,,
player,201909080mia,rav,JackLa00,pass_int,0,,,,,
player,201909080mia,rav,JackLa00,pass_sacked,1,,,,,
player,201909080mia,rav,JackLa00,pass_sacked_yds,1,,,,,
player,201909080mia,rav,JackLa00,pass_long,83,,,,,
player,201909080mia,rav,JackLa00,pass_rating,158.3,,,,,
player,201909080mia,rav,JackLa00,rush_att,3,,,,,
player,201909080mia,rav,JackLa00,rush_yds,6,,,,,
player,201909080mia,rav,JackLa00,rush_td,0,,,,,
player,201909080mia,rav,JackLa00,rush_long,4,,,,,
player,201909080mia,rav,JackLa00,targets,0,,,,,
player,201909080mia,rav,JackLa00,rec,0,,,,,
player,201909080mia,rav,JackLa00,rec_yds,0,,,,,
player,201909080mia,rav,JackLa00,rec_td,0,,,,,
player,201909080mia,rav,JackLa00,rec_long,0,,,,,
player,201909080mia,rav,JackLa00,fumbles,0,,,,,
player,201909080mia,rav,JackLa00,fumbles_lost,0,,,,,
player,201909080mia,rav,GrifRo01,pass_cmp,6,,,,,
player,201909080mia,rav,GrifRo01,pass_att,6,,,,,
player,201909080mia,rav,GrifRo01,pass_yds,55,,,,,
player,201909080mia,rav,GrifRo01,pass_td,1,,,,,
player,201909080mia,rav,GrifRo01,pass_int,0,,,,,
player,201909080mia,rav,GrifRo01,pass_sacked,0,,,,,
player,201909080mia,rav,GrifRo01,pass_sacked_yds,0,,,,,
player,201909080mia,rav,GrifRo01,pass_long,12,,,,,
player,201909080mia,rav,GrifRo01,pass_rating,144.4,,,,,
player,201909080mia,rav,GrifRo01,rush_att,4,,,,,
player,201909080mia,rav,GrifRo01,rush_yds,9,,,,,
player,201909080mia,rav,GrifRo01,rush_td,0,,,,,
player,201909080mia,rav,GrifRo01,rush_long,4,,,,,
player,201909080mia,rav,GrifRo01,targets,0,,,,,
player,201909080mia,rav,GrifRo01,rec,0,,,,,
player,201909080mia,rav,GrifRo01,rec_yds,0,,,,,
player,201909080mia,rav,GrifRo01,rec_td,0,,,,,
player,201909080mia,rav,GrifRo01,rec_long,0,,,,,
player,201909080mia,rav,GrifRo01,fumbles,0,,,,,
player,201909080mia,rav,GrifRo01,fumbles_lost,0,,,,,
player,201909080mia,rav,IngrMa01,pass_cmp,0,,,,,
player,201909080mia,rav,IngrMa01,pass_att,0,,,,,
player,201909080mia,rav,IngrMa01,pass_yds,0,,,,,
player,201909080mia,rav,IngrMa01,pass_td,0,,,,,
player,201909080mia,rav,IngrMa01,pass_int,0,,,,,
player,201909080mia,rav,IngrMa01,pass_sacked,0,,,,,
player,201909080mia,rav,IngrMa01,pass_sacked_yds,0,,,,,
player,201909080mia,rav,IngrMa01,pass_long,0,,,,,
player,201909080mia,rav,IngrMa01,pass_rating,,,,,,
player,201909080mia,rav,IngrMa01,rush_att,14,,,,,
player,201909080mia,rav,IngrMa01,rush_yds,107,,,,,
player,201909080mia,rav,IngrMa01,rush_td,2,,,,,
player,201909080mia,rav,IngrMa01,rush_long,49,,,,,
player,201909080mia,rav,IngrMa01,targets,0,,,,,
player,201909080mia,rav,IngrMa01,rec,0,,,,,
player,201909080mia,rav,IngrMa01,rec_yds,0,,,,,
player,201909080mia,rav,IngrMa01,rec_td,0,,,,,
player,201909080mia,rav,IngrMa01,rec_long,0,,,,,
player,201909080mia,rav,IngrMa01,fumbles,0,,,,,
player,201909080mia,rav,IngrMa01,fumbles_lost,0,,,,,
player,201909080mia,rav,LeviAn00,pass_cmp,0,,,,,
player,201909080mia,rav,LeviAn00,pass_att,0,,,,,
player,201909080mia,rav,LeviAn00,pass_yds,0,,,,,
player,201909080mia,rav,LeviAn00,pass_td,0,,,,,
player,201909080mia,rav,LeviAn00,pass_int,0,,,,,
player,201909080mia,rav,LeviAn00,pass_sacked,0,,,,,
player,201909080mia,rav,LeviAn00,pass_sacked_yds,0,,,,,
player,201909080mia,rav,LeviAn00,pass_long,0,,,,,
player,201909080mia,rav,LeviAn00,pass_rating,,,,,,
player,201909080mia,rav,LeviAn00,rush_att,1,,,,,
player,201909080mia,rav,LeviAn00,rush_yds,60,,,,,
player,201909080mia,rav,LeviAn00,rush_td,0,,,,,
player,201909080mia,rav,LeviAn00,rush_long,60,,,,,
player,201909080mia,rav,LeviAn00,targets,0,,,,,
player,201909080mia,rav,LeviAn00,rec,0,,,,,
player,201909080mia,rav,LeviAn00,rec_yds,0,,,,,
player,201909080mia,rav,LeviAn00,rec_td,0,,,,,
player,201909080mia,rav,LeviAn00,rec_long,0,,,,,
player,201909080mia,rav,LeviAn00,fumbles,0,,,,,
player,201909080mia,rav,LeviAn00,fumbles_lost,0,,,,,
player,201909080mia,rav,EdwaGu00,pass_cmp,0,,,,,
player,201909080mia,rav,EdwaGu00,pass_att,0,,,,,
player,201909080mia,rav,EdwaGu00,pass_yds,0,,,,,
player,201909080mia,rav,EdwaGu00,pass_td,0,,,,,
player,201909080mia,rav,EdwaGu00,pass_int,0,,,,,
player,201909080mia,rav,EdwaGu00,pass_sacked,0,,,,,
