game,2019,4,20190929,201909290nyg,was,"Washington Redskins",3,nyg,"New York Giants",24
team,201909290nyg,was,First Downs,8,,,,,,
team,201909290nyg,nyg,First Downs,24,,,,,,
team,201909290nyg,was,Rush-Yds-TDs,17-55-0,,,,,,
team,201909290nyg,nyg,Rush-Yds-TDs,37-164-1,,,,,,
team,201909290nyg,was,Cmp-Att-Yd-TD-INT,15-28-144-0-4,,,,,,
team,201909290nyg,nyg,Cmp-Att-Yd-TD-INT,23-31-225-1-2,,,,,,
team,201909290nyg,was,Sacked-Yards,3-23,,,,,,
team,201909290nyg,nyg,Sacked-Yards,0-0,,,,,,
team,201909290nyg,was,Net Pass Yards,121,,,,,,
team,201909290nyg,nyg,Net Pass Yards,225,,,,,,
team,201909290nyg,was,Total Yards,176,,,,,,
team,201909290nyg,nyg,Total Yards,389,,,,,,
team,201909290nyg,was,Fumbles-Lost,0-0,,,,,,
team,201909290nyg,nyg,Fumbles-Lost,4-2,,,,,,
team,201909290nyg,was,Turnovers,4,,,,,,
team,201909290nyg,nyg,Turnovers,4,,,,,,
team,201909290nyg,was,Penalties-Yards,12-58,,,,,,
team,201909290nyg,nyg,Penalties-Yards,5-45,,,,,,
team,201909290nyg,was,Third Down Conv.,2-11,,,,,,
team,201909290nyg,nyg,Third Down Conv.,8-13,,,,,,
team,201909290nyg,was,Fourth Down Conv.,0-0,,,,,,
team,201909290nyg,nyg,Fourth Down Conv.,1-1,,,,,,
team,201909290nyg,was,Time of Possession,23:51,,,,,,
team,201909290nyg,nyg,Time of Possession,36:09,,,,,,
player,201909290nyg,was,HaskDw00,pass_cmp,9,,,,,
player,201909290nyg,was,HaskDw00,pass_att,17,,,,,
player,201909290nyg,was,HaskDw00,pass_yds,107,,,,,
player,201909290nyg,was,HaskDw00,pass_td,0,,,,,
player,201909290nyg,was,HaskDw00,pass_int,3,,,,,
player,201909290nyg,was,HaskDw00,pass_sacked,2,,,,,
player,201909290nyg,was,HaskDw00,pass_sacked_yds,21,,,,,
player,201909290nyg,was,HaskDw00,pass_long,39,,,,,
player,201909290nyg,was,HaskDw00,pass_rating,32.8,,,,,
player,201909290nyg,was,HaskDw00,rush_att,2,,,,,
player,201909290nyg,was,HaskDw00,rush_yds,23,,,,,
player,201909290nyg,was,HaskDw00,rush_td,0,,,,,
player,201909290nyg,was,HaskDw00,rush_long,14,,,,,
player,201909290nyg,was,HaskDw00,targets,0,,,,,
player,201909290nyg,was,HaskDw00,rec,0,,,,,
player,201909290nyg,was,HaskDw00,rec_yds,0,,,,,
player,201909290nyg,was,HaskDw00,rec_td,0,,,,,
player,201909290nyg,was,HaskDw00,rec_long,0,,,,,
player,201909290nyg,was,HaskDw00,fumbles,0,,,,,
player,201909290nyg,was,HaskDw00,fumbles_lost,0,,,,,
player,201909290nyg,was,KeenCa00,pass_cmp,6,,,,,
player,201909290nyg,was,KeenCa00,pass_att,11,,,,,
player,201909290nyg,was,KeenCa00,pass_yds,37,,,,,
player,201909290nyg,was,KeenCa00,pass_td,0,,,,,
player,201909290nyg,was,KeenCa00,pass_int,1,,,,,
player,201909290nyg,was,KeenCa00,pass_sacked,1,,,,,
player,201909290nyg,was,KeenCa00,pass_sacked_yds,2,,,,,
player,201909290nyg,was,KeenCa00,pass_long,14,,,,,
player,201909290nyg,was,KeenCa00,pass_rating,23.7,,,,,
player,201909290nyg,was,KeenCa00,rush_att,0,,,,,
player,201909290nyg,was,KeenCa00,rush_yds,0,,,,,
player,201909290nyg,was,KeenCa00,rush_td,0,,,,,
player,201909290nyg,was,KeenCa00,rush_long,0,,,,,
player,201909290nyg,was,KeenCa00,targets,0,,,,,
player,201909290nyg,was,KeenCa00,rec,0,,,,,
player,201909290nyg,was,KeenCa00,rec_yds,0,,,,,
player,201909290nyg,was,KeenCa00,rec_td,0,,,,,
player,201909290nyg,was,KeenCa00,rec_long,0,,,,,
player,201909290nyg,was,KeenCa00,fumbles,0,,,,,
player,201909290nyg,was,KeenCa00,fumbles_lost,0,,,,,
player,201909290nyg,was,PeteAd01,pass_cmp,0,,,,,
player,201909290nyg,was,PeteAd01,pass_att,0,,,,,
player,201909290nyg,was,PeteAd01,pass_yds,0,,,,,
player,201909290nyg,was,PeteAd01,pass_td,0,,,,,
player,201909290nyg,was,PeteAd01,pass_int,0,,,,,
player,201909290nyg,was,PeteAd01,pass_sacked,0,,,,,
player,201909290nyg,was,PeteAd01,pass_sacked_yds,0,,,,,
player,201909290nyg,was,PeteAd01,pass_long,0,,,,,
player,201909290nyg,was,PeteAd01,pass_rating,,,,,,
player,201909290nyg,was,PeteAd01,rush_att,11,,,,,
player,201909290nyg,was,PeteAd01,rush_yds,28,,,,,
player,201909290nyg,was,PeteAd01,rush_td,0,,,,,
player,201909290nyg,was,PeteAd01,rush_long,9,,,,,
player,201909290nyg,was,PeteAd01,targets,0,,,,,
player,201909290nyg,was,PeteAd01,rec,0,,,,,
player,201909290nyg,was,PeteAd01,rec_yds,0,,,,,
player,201909290nyg,was,PeteAd01,rec_td,0,,,,,
player,201909290nyg,was,PeteAd01,rec_long,0,,,,,
player,201909290nyg,was,PeteAd01,fumbles,0,,,,,
player,201909290nyg,was,PeteAd01,fumbles_lost,0,,,,,
player,201909290nyg,was,ThomCh03,pass_cmp,0,,,,,
player,201909290nyg,was,ThomCh03,pass_att,0,,,,,
player,201909290nyg,was,ThomCh03,pass_yds,0,,,,,
player,201909290nyg,was,ThomCh03,pass_td,0,,,,,
player,201909290nyg,was,ThomCh03,pass_int,0,,,,,
player,201909290nyg,was,ThomCh03,pass_sacked,0,,,,,
player,201909290nyg,was,ThomCh03,pass_sacked_yds,0,,,,,
player,201909290nyg,was,ThomCh03,pass_long,0,,,,,
player,201909290nyg,was,ThomCh03,pass_rating,,,,,,
player,201909290nyg,was,ThomCh03,rush_att,4,,,,,
player,201909290nyg,was,ThomCh03,rush_yds,4,,,,,
player,201909290nyg,was,ThomCh03,rush_td,0,,,,,
player,201909290nyg,was,ThomCh03,rush_long,3,,,,,
player,201909290nyg,was,ThomCh03,targets,5,,,,,
player,201909290nyg,was,ThomCh03,rec,4,,,,,
player,201909290nyg,was,ThomCh03,rec_yds,56,,,,,
player,201909290nyg,was,ThomCh03,rec_td,0,,,,,
player,201909290nyg,was,ThomCh03,rec_long,39,,,,,
player,201909290nyg,was,ThomCh03,fumbles,0,,,,,
player,201909290nyg,was,ThomCh03,fumbles_lost,0,,,,,
player,201909290nyg,was,SpriJe00,pass_cmp,0,,,,,
player,201909290nyg,was,SpriJe00,pass_att,0,,,,,
player,201909290nyg,was,SpriJe00,pass_yds,0,,,,,
player,201909290nyg,was,SpriJe00,pass_td,0,,,,,
player,201909290nyg,was,SpriJe00,pass_int,0,,,,,
player,201909290nyg,was,SpriJe00,pass_sacked,0,,,,,
player,201909290nyg,was,SpriJe00,pass_sacked_yds,0,,,,,
player,201909290nyg,was,SpriJe00,pass_long,0,,,,,
player,201909290nyg,was,SpriJe00,pass_rating,,,,,,
player,201909290nyg,was,SpriJe00,rush_att,0,,,,,
player,201909290nyg,was,SpriJe00,rush_yds,0,,,,,
player,201909290nyg,was,SpriJe00,rush_td,0,,,,,
player,201909290nyg,was,SpriJe00,rush_long,0,,,,,
player,201909290nyg,was,SpriJe00,targets,3,,,,,
player,201909290nyg,was,SpriJe00,rec,1,,,,,
player,201909290nyg,was,SpriJe00,rec_yds,20,,,,,
player,201909290nyg,was,SpriJe00,rec_td,0,,,,,
player,201909290nyg,was,SpriJe00,rec_long,20,,,,,
player,201909290nyg,was,SpriJe00,fumbles,0,,,,,
player,201909290nyg,was,SpriJe00,fumbles_lost,0,,,,,
player,201909290nyg,was,HarmKe00,pass_cmp,0,,,,,
player,201909290nyg,was,HarmKe00,pass_att,0,,,,,
player,201909290nyg,was,HarmKe00,pass_yds,0,,,,,
player,201909290nyg,was,HarmKe00,pass_td,0,,,,,
player,201909290nyg,was,HarmKe00,pass_int,0,,,,,
player,201909290nyg,was,HarmKe00,pass_sacked,0,,,,,
player,201909290nyg,was,HarmKe00,pass_sacked_yds,0,,,,,
player,201909290nyg,was,HarmKe00,pass_long,0,,,,,
player,201909290nyg,was,HarmKe00,pass_rating,,,,,,
player,201909290nyg,was,HarmKe00,rush_att,0,,,,,
player,201909290nyg,was,HarmKe00,rush_yds,0,,,,,
player,201909290nyg,was,HarmKe00,rush_td,0,,,,,
player,201909290nyg,was,HarmKe00,rush_long,0,,,,,
player,201909290nyg,was,HarmKe00,targets,2,,,,,
player,201909290nyg,was,HarmKe00,rec,2,,,,,
player,201909290nyg,was,HarmKe00,rec_yds,14,,,,,
player,201909290nyg,was,HarmKe00,rec_td,0,,,,,
player,201909290nyg,was,HarmKe00,rec_long,9,,,,,
player,201909290nyg,was,HarmKe00,fumbles,0,,,,,
player,201909290nyg,was,HarmKe00,fumbles_lost,0,,,,,
player,201909290nyg,was,SmalWe00,pass_cmp,0,,,,,
player,201909290nyg,was,SmalWe00,pass_att,0,,,,,
player,201909290nyg,was,SmalWe00,pass_yds,0,,,,,
player,201909290nyg,was,SmalWe00,pass_td,0,,,,,
player,201909290nyg,was,SmalWe00,pass_int,0,,,,,
player,201909290nyg,was,SmalWe00,pass_sacked,0,,,,,
player,201909290nyg,was,SmalWe00,pass_sacked_yds,0,,,,,
player,201909290nyg,was,SmalWe00,pass_long,0,,,,,
player,201909290nyg,was,SmalWe00,pass_rating,,,,,,
player,201909290nyg,was,SmalWe00,rush_att,0,,,,,
player,201909290nyg,was,SmalWe00,rush_yds,0,,,,,
player,201909290nyg,was,SmalWe00,rush_td,0,,,,,
player,201909290nyg,was,SmalWe00,rush_long,0,,,,,
player,201909290nyg,was,SmalWe00,targets,1,,,,,
player,201909290nyg,was,SmalWe00,rec,1,,,,,
player,201909290nyg,was,SmalWe00,rec_yds,14,,,,,
player,201909290nyg,was,SmalWe00,rec_td,0,,,,,
player,201909290nyg,was,SmalWe00,rec_long,14,,,,,
player,201909290nyg,was,SmalWe00,fumbles,0,,,,,
player,201909290nyg,was,SmalWe00,fumbles_lost,0,,,,,
player,201909290nyg,was,RichPa01,pass_cmp,0,,,,,
player,201909290nyg,was,RichPa01,pass_att,0,,,,,
player,201909290nyg,was,RichPa01,pass_yds,0,,,,,
player,201909290nyg,was,RichPa01,pass_td,0,,,,,
player,201909290nyg,was,RichPa01,pass_int,0,,,,,
player,201909290nyg,was,RichPa01,pass_sacked,0,,,,,
player,201909290nyg,was,RichPa01,pass_sacked_yds,0,,,,,
player,201909290nyg,was,RichPa01,pass_long,0,,,,,
player,201909290nyg,was,RichPa01,pass_rating,,,,,,
player,201909290nyg,was,RichPa01,rush_att,0,,,,,
player,201909290nyg,was,RichPa01,rush_yds,0,,,,,
player,201909290nyg,was,RichPa01,rush_td,0,,,,,
player,201909290nyg,was,RichPa01,rush_long,0,,,,,
player,201909290nyg,was,RichPa01,targets,5,,,,,
player,201909290nyg,was,RichPa01,rec,3,,,,,
player,201909290nyg,was,RichPa01,rec_yds,14,,,,,
player,201909290nyg,was,RichPa01,rec_td,0,,,,,
player,201909290nyg,was,RichPa01,rec_long,6,,,,,
player,201909290nyg,was,RichPa01,fumbles,0,,,,,
player,201909290nyg,was,RichPa01,fumbles_lost,0,,,,,
player,201909290nyg,was,DaviRo00,pass_cmp,0,,,,,
player,201909290nyg,was,DaviRo00,pass_att,0,,,,,
player,201909290nyg,was,DaviRo00,pass_yds,0,,,,,
player,201909290nyg,was,DaviRo00,pass_td,0,,,,,
player,201909290nyg,was,DaviRo00,pass_int,0,,,,,
player,201909290nyg,was,DaviRo00,pass_sacked,0,,,,,
player,201909290nyg,was,DaviRo00,pass_sacked_yds,0,,,,,
player,201909290nyg,was,DaviRo00,pass_long,0,,,,,
player,201909290nyg,was,DaviRo00,pass_rating,,,,,,
player,201909290nyg,was,DaviRo00,rush_att,0,,,,,
player,201909290nyg,was,DaviRo00,rush_yds,0,,,,,
player,201909290nyg,was,DaviRo00,rush_td,0,,,,,
player,201909290nyg,was,DaviRo00,rush_long,0,,,,,
player,201909290nyg,was,DaviRo00,targets,2,,,,,
