game,2019,15,20191215,201912150kan,den,"Denver Broncos",3,kan,"Kansas City Chiefs",23
team,201912150kan,den,First Downs,15,,,,,,
team,201912150kan,kan,First Downs,27,,,,,,
team,201912150kan,den,Rush-Yds-TDs,15-52-0,,,,,,
team,201912150kan,kan,Rush-Yds-TDs,25-92-0,,,,,,
team,201912150kan,den,Cmp-Att-Yd-TD-INT,18-40-208-0-1,,,,,,
team,201912150kan,kan,Cmp-Att-Yd-TD-INT,27-34-340-2-1,,,,,,
team,201912150kan,den,Sacked-Yards,2-9,,,,,,
team,201912150kan,kan,Sacked-Yards,3-13,,,,,,
team,201912150kan,den,Net Pass Yards,199,,,,,,
team,201912150kan,kan,Net Pass Yards,327,,,,,,
team,201912150kan,den,Total Yards,251,,,,,,
team,201912150kan,kan,Total Yards,419,,,,,,
team,201912150kan,den,Fumbles-Lost,2-0,,,,,,
team,201912150kan,kan,Fumbles-Lost,0-0,,,,,,
team,201912150kan,den,Turnovers,1,,,,,,
team,201912150kan,kan,Turnovers,1,,,,,,
team,201912150kan,den,Penalties-Yards,7-72,,,,,,
team,201912150kan,kan,Penalties-Yards,5-45,,,,,,
team,201912150kan,den,Third Down Conv.,5-14,,,,,,
team,201912150kan,kan,Third Down Conv.,6-11,,,,,,
team,201912150kan,den,Fourth Down Conv.,1-3,,,,,,
team,201912150kan,kan,Fourth Down Conv.,0-0,,,,,,
team,201912150kan,den,Time of Possession,26:27,,,,,,
team,201912150kan,kan,Time of Possession,33:33,,,,,,
player,201912150kan,den,LockDr00,pass_cmp,18,,,,,
player,201912150kan,den,LockDr00,pass_att,40,,,,,
player,201912150kan,den,LockDr00,pass_yds,208,,,,,
player,201912150kan,den,LockDr00,pass_td,0,,,,,
player,201912150kan,den,LockDr00,pass_int,1,,,,,
player,201912150kan,den,LockDr00,pass_sacked,2,,,,,
player,201912150kan,den,LockDr00,pass_sacked_yds,9,,,,,
player,201912150kan,den,LockDr00,pass_long,43,,,,,
player,201912150kan,den,LockDr00,pass_rating,50.8,,,,,
player,201912150kan,den,LockDr00,rush_att,2,,,,,
player,201912150kan,den,LockDr00,rush_yds,3,,,,,
player,201912150kan,den,LockDr00,rush_td,0,,,,,
player,201912150kan,den,LockDr00,rush_long,3,,,,,
player,201912150kan,den,LockDr00,targets,0,,,,,
player,201912150kan,den,LockDr00,rec,0,,,,,
player,201912150kan,den,LockDr00,rec_yds,0,,,,,
player,201912150kan,den,LockDr00,rec_td,0,,,,,
player,201912150kan,den,LockDr00,rec_long,0,,,,,
player,201912150kan,den,LockDr00,fumbles,1,,,,,
player,201912150kan,den,LockDr00,fumbles_lost,0,,,,,
player,201912150kan,den,LindPh00,pass_cmp,0,,,,,
player,201912150kan,den,LindPh00,pass_att,0,,,,,
player,201912150kan,den,LindPh00,pass_yds,0,,,,,
player,201912150kan,den,LindPh00,pass_td,0,,,,,
player,201912150kan,den,LindPh00,pass_int,0,,,,,
player,201912150kan,den,LindPh00,pass_sacked,0,,,,,
player,201912150kan,den,LindPh00,pass_sacked_yds,0,,,,,
player,201912150kan,den,LindPh00,pass_long,0,,,,,
player,201912150kan,den,LindPh00,pass_rating,,,,,,
player,201912150kan,den,LindPh00,rush_att,7,,,,,
player,201912150kan,den,LindPh00,rush_yds,32,,,,,
player,201912150kan,den,LindPh00,rush_td,0,,,,,
player,201912150kan,den,LindPh00,rush_long,13,,,,,
player,201912150kan,den,LindPh00,targets,2,,,,,
player,201912150kan,den,LindPh00,rec,0,,,,,
player,201912150kan,den,LindPh00,rec_yds,0,,,,,
player,201912150kan,den,LindPh00,rec_td,0,,,,,
player,201912150kan,den,LindPh00,rec_long,0,,,,,
player,201912150kan,den,LindPh00,fumbles,0,,,,,
player,201912150kan,den,LindPh00,fumbles_lost,0,,,,,
player,201912150kan,den,FreeRo00,pass_cmp,0,,,,,
