game,2019,14,20191208,201912080atl,car,"Carolina Panthers",20,atl,"Atlanta Falcons",40
team,201912080atl,car,First Downs,27,,,,,,
team,201912080atl,atl,First Downs,22,,,,,,
team,201912080atl,car,Rush-Yds-TDs,22-100-1,,,,,,
team,201912080atl,atl,Rush-Yds-TDs,32-159-2,,,,,,
team,201912080atl,car,Cmp-Att-Yd-TD-INT,28-41-293-1-2,,,,,,
team,201912080atl,atl,Cmp-Att-Yd-TD-INT,20-34-313-2-0,,,,,,
team,201912080atl,car,Sacked-Yards,5-48,,,,,,
team,201912080atl,atl,Sacked-Yards,1-11,,,,,,
team,201912080atl,car,Net Pass Yards,245,,,,,,
team,201912080atl,atl,Net Pass Yards,302,,,,,,
team,201912080atl,car,Total Yards,345,,,,,,
team,201912080atl,atl,Total Yards,461,,,,,,
team,201912080atl,car,Fumbles-Lost,3-2,,,,,,
team,201912080atl,atl,Fumbles-Lost,0-0,,,,,,
team,201912080atl,car,Turnovers,4,,,,,,
team,201912080atl,atl,Turnovers,0,,,,,,
team,201912080atl,car,Penalties-Yards,7-44,,,,,,
team,201912080atl,atl,Penalties-Yards,6-58,,,,,,
team,201912080atl,car,Third Down Conv.,3-10,,,,,,
team,201912080atl,atl,Third Down Conv.,5-12,,,,,,
team,201912080atl,car,Fourth Down Conv.,0-0,,,,,,
team,201912080atl,atl,Fourth Down Conv.,0-0,,,,,,
team,201912080atl,car,Time of Possession,28:15,,,,,,
team,201912080atl,atl,Time of Possession,31:45,,,,,,
player,201912080atl,car,AlleKy00,pass_cmp,28,,,,,
player,201912080atl,car,AlleKy00,pass_att,41,,,,,
player,201912080atl,car,AlleKy00,pass_yds,293,,,,,
player,201912080atl,car,AlleKy00,pass_td,1,,,,,
player,201912080atl,car,AlleKy00,pass_int,2,,,,,
player,201912080atl,car,AlleKy00,pass_sacked,5,,,,,
player,201912080atl,car,AlleKy00,pass_sacked_yds,48,,,,,
player,201912080atl,car,AlleKy00,pass_long,39,,,,,
player,201912080atl,car,AlleKy00,pass_rating,76.6,,,,,
player,201912080atl,car,AlleKy00,rush_att,6,,,,,
player,201912080atl,car,AlleKy00,rush_yds,24,,,,,
player,201912080atl,car,AlleKy00,rush_td,1,,,,,
player,201912080atl,car,AlleKy00,rush_long,8,,,,,
player,201912080atl,car,AlleKy00,targets,0,,,,,
player,201912080atl,car,AlleKy00,rec,0,,,,,
player,201912080atl,car,AlleKy00,rec_yds,0,,,,,
player,201912080atl,car,AlleKy00,rec_td,0,,,,,
player,201912080atl,car,AlleKy00,rec_long,0,,,,,
player,201912080atl,car,AlleKy00,fumbles,2,,,,,
player,201912080atl,car,AlleKy00,fumbles_lost,1,,,,,
player,201912080atl,car,McCaCh01,pass_cmp,0,,,,,
player,201912080atl,car,McCaCh01,pass_att,0,,,,,
player,201912080atl,car,McCaCh01,pass_yds,0,,,,,
