game,2019,3,20190922,201909220phi,det,"Detroit Lions",27,phi,"Philadelphia Eagles",24
player,201909220phi,phi,SproDa00,rush_yds,4,,,,,
player,201909220phi,phi,SproDa00,rush_td,0,,,,,
player,201909220phi,phi,SproDa00,rush_long,3,,,,,
player,201909220phi,phi,SproDa00,targets,1,,,,,
player,201909220phi,phi,SproDa00,rec,0,,,,,
player,201909220phi,phi,SproDa00,rec_yds,0,,,,,
player,201909220phi,phi,SproDa00,rec_td,0,,,,,
player,201909220phi,phi,SproDa00,rec_long,0,,,,,
player,201909220phi,phi,SproDa00,fumbles,0,,,,,
player,201909220phi,phi,SproDa00,fumbles_lost,0,,,,,
player,201909220phi,phi,ErtzZa00,pass_cmp,0,,,,,
player,201909220phi,phi,ErtzZa00,pass_att,0,,,,,
player,201909220phi,phi,ErtzZa00,pass_yds,0,,,,,
player,201909220phi,phi,ErtzZa00,pass_td,0,,,,,
player,201909220phi,phi,ErtzZa00,pass_int,0,,,,,
player,201909220phi,phi,ErtzZa00,pass_sacked,0,,,,,
player,201909220phi,phi,ErtzZa00,pass_sacked_yds,0,,,,,
player,201909220phi,phi,ErtzZa00,pass_long,0,,,,,
player,201909220phi,phi,ErtzZa00,pass_rating,,,,,,
player,201909220phi,phi,ErtzZa00,rush_att,0,,,,,
player,201909220phi,phi,ErtzZa00,rush_yds,0,,,,,
player,201909220phi,phi,ErtzZa00,rush_td,0,,,,,
player,201909220phi,phi,ErtzZa00,rush_long,0,,,,,
player,201909220phi,phi,ErtzZa00,targets,7,,,,,
player,201909220phi,phi,ErtzZa00,rec,4,,,,,
player,201909220phi,phi,ErtzZa00,rec_yds,64,,,,,
player,201909220phi,phi,ErtzZa00,rec_td,0,,,,,
player,201909220phi,phi,ErtzZa00,rec_long,23,,,,,
player,201909220phi,phi,ErtzZa00,fumbles,0,,,,,
player,201909220phi,phi,ErtzZa00,fumbles_lost,0,,,,,
player,201909220phi,phi,HollMa00,pass_cmp,0,,,,,
player,201909220phi,phi,HollMa00,pass_att,0,,,,,
player,201909220phi,phi,HollMa00,pass_yds,0,,,,,
player,201909220phi,phi,HollMa00,pass_td,0,,,,,
player,201909220phi,phi,HollMa00,pass_int,0,,,,,
player,201909220phi,phi,HollMa00,pass_sacked,0,,,,,
player,201909220phi,phi,HollMa00,pass_sacked_yds,0,,,,,
player,201909220phi,phi,HollMa00,pass_long,0,,,,,
player,201909220phi,phi,HollMa00,pass_rating,,,,,,
player,201909220phi,phi,HollMa00,rush_att,0,,,,,
player,201909220phi,phi,HollMa00,rush_yds,0,,,,,
player,201909220phi,phi,HollMa00,rush_td,0,,,,,
player,201909220phi,phi,HollMa00,rush_long,0,,,,,
player,201909220phi,phi,HollMa00,targets,7,,,,,
player,201909220phi,phi,HollMa00,rec,4,,,,,
player,201909220phi,phi,HollMa00,rec_yds,62,,,,,
player,201909220phi,phi,HollMa00,rec_td,0,,,,,
player,201909220phi,phi,HollMa00,rec_long,20,,,,,
player,201909220phi,phi,HollMa00,fumbles,0,,,,,
player,201909220phi,phi,HollMa00,fumbles_lost,0,,,,,
player,201909220phi,phi,AghoNe00,pass_cmp,0,,,,,
player,201909220phi,phi,AghoNe00,pass_att,0,,,,,
player,201909220phi,phi,AghoNe00,pass_yds,0,,,,,
player,201909220phi,phi,AghoNe00,pass_td,0,,,,,
player,201909220phi,phi,AghoNe00,pass_int,0,,,,,
player,201909220phi,phi,AghoNe00,pass_sacked,0,,,,,
player,201909220phi,phi,AghoNe00,pass_sacked_yds,0,,,,,
player,201909220phi,phi,AghoNe00,pass_long,0,,,,,
player,201909220phi,phi,AghoNe00,pass_rating,,,,,,
player,201909220phi,phi,AghoNe00,rush_att,0,,,,,
player,201909220phi,phi,AghoNe00,rush_yds,0,,,,,
player,201909220phi,phi,AghoNe00,rush_td,0,,,,,
player,201909220phi,phi,AghoNe00,rush_long,0,,,,,
player,201909220phi,phi,AghoNe00,targets,12,,,,,
player,201909220phi,phi,AghoNe00,rec,8,,,,,
player,201909220phi,phi,AghoNe00,rec_yds,50,,,,,
player,201909220phi,phi,AghoNe00,rec_td,2,,,,,
player,201909220phi,phi,AghoNe00,rec_long,20,,,,,
player,201909220phi,phi,AghoNe00,fumbles,1,,,,,
player,201909220phi,phi,AghoNe00,fumbles_lost,1,,,,,
player,201909220phi,phi,ArceJJ00,pass_cmp,0,,,,,
player,201909220phi,phi,ArceJJ00,pass_att,0,,,,,
player,201909220phi,phi,ArceJJ00,pass_yds,0,,,,,
player,201909220phi,phi,ArceJJ00,pass_td,0,,,,,
player,201909220phi,phi,ArceJJ00,pass_int,0,,,,,
player,201909220phi,phi,ArceJJ00,pass_sacked,0,,,,,
player,201909220phi,phi,ArceJJ00,pass_sacked_yds,0,,,,,
player,201909220phi,phi,ArceJJ00,pass_long,0,,,,,
player,201909220phi,phi,ArceJJ00,pass_rating,,,,,,
player,201909220phi,phi,ArceJJ00,rush_att,0,,,,,
player,201909220phi,phi,ArceJJ00,rush_yds,0,,,,,
player,201909220phi,phi,ArceJJ00,rush_td,0,,,,,
player,201909220phi,phi,ArceJJ00,rush_long,0,,,,,
player,201909220phi,phi,ArceJJ00,targets,3,,,,,
player,201909220phi,phi,ArceJJ00,rec,1,,,,,
player,201909220phi,phi,ArceJJ00,rec_yds,10,,,,,
player,201909220phi,phi,ArceJJ00,rec_td,0,,,,,
player,201909220phi,phi,ArceJJ00,rec_long,10,,,,,
player,201909220phi,phi,ArceJJ00,fumbles,0,,,,,
player,201909220phi,phi,ArceJJ00,fumbles_lost,0,,,,,
player,201909220phi,phi,GoedDa00,pass_cmp,0,,,,,
player,201909220phi,phi,GoedDa00,pass_att,0,,,,,
player,201909220phi,phi,GoedDa00,pass_yds,0,,,,,
player,201909220phi,phi,GoedDa00,pass_td,0,,,,,
player,201909220phi,phi,GoedDa00,pass_int,0,,,,,
player,201909220phi,phi,GoedDa00,pass_sacked,0,,,,,
player,201909220phi,phi,GoedDa00,pass_sacked_yds,0,,,,,
player,201909220phi,phi,GoedDa00,pass_long,0,,,,,
player,201909220phi,phi,GoedDa00,pass_rating,,,,,,
player,201909220phi,phi,GoedDa00,rush_att,0,,,,,
player,201909220phi,phi,GoedDa00,rush_yds,0,,,,,
player,201909220phi,phi,GoedDa00,rush_td,0,,,,,
player,201909220phi,phi,GoedDa00,rush_long,0,,,,,
player,201909220phi,phi,GoedDa00,targets,1,,,,,
player,201909220phi,phi,GoedDa00,rec,0,,,,,
player,201909220phi,phi,GoedDa00,rec_yds,0,,,,,
player,201909220phi,phi,GoedDa00,rec_td,0,,,,,
player,201909220phi,phi,GoedDa00,rec_long,0,,,,,
player,201909220phi,phi,GoedDa00,fumbles,0,,,,,
player,201909220phi,phi,GoedDa00,fumbles_lost,0,,,,,
player,201909220phi,det,FlowTr00,def_int,0,,,,,
player,201909220phi,det,FlowTr00,def_int_yds,0,,,,,
player,201909220phi,det,FlowTr00,def_int_td,0,,,,,
player,201909220phi,det,FlowTr00,def_int_long,0,,,,,
player,201909220phi,det,FlowTr00,pass_defended,0,,,,,
player,201909220phi,det,FlowTr00,sacks,1.0,,,,,
player,201909220phi,det,FlowTr00,tackles_combined,8,,,,,
player,201909220phi,det,FlowTr00,tackles_solo,4,,,,,
player,201909220phi,det,FlowTr00,tackles_assists,4,,,,,
player,201909220phi,det,FlowTr00,tackles_loss,1,,,,,
player,201909220phi,det,FlowTr00,qb_hits,1,,,,,
player,201909220phi,det,FlowTr00,fumbles_rec,0,,,,,
player,201909220phi,det,FlowTr00,fumbles_rec_yds,0,,,,,
player,201909220phi,det,FlowTr00,fumbles_rec_td,0,,,,,
player,201909220phi,det,FlowTr00,fumbles_forced,0,,,,,
player,201909220phi,det,HarrDa03,def_int,0,,,,,
player,201909220phi,det,HarrDa03,def_int_yds,0,,,,,
player,201909220phi,det,HarrDa03,def_int_td,0,,,,,
player,201909220phi,det,HarrDa03,def_int_long,0,,,,,
player,201909220phi,det,HarrDa03,pass_defended,1,,,,,
player,201909220phi,det,HarrDa03,sacks,1.0,,,,,
player,201909220phi,det,HarrDa03,tackles_combined,6,,,,,
player,201909220phi,det,HarrDa03,tackles_solo,1,,,,,
player,201909220phi,det,HarrDa03,tackles_assists,5,,,,,
player,201909220phi,det,HarrDa03,tackles_loss,1,,,,,
player,201909220phi,det,HarrDa03,qb_hits,1,,,,,
player,201909220phi,det,HarrDa03,fumbles_rec,0,,,,,
player,201909220phi,det,HarrDa03,fumbles_rec_yds,0,,,,,
player,201909220phi,det,HarrDa03,fumbles_rec_td,0,,,,,
player,201909220phi,det,HarrDa03,fumbles_forced,0,,,,,
player,201909220phi,det,JoneCh05,def_int,0,,,,,
player,201909220phi,det,JoneCh05,def_int_yds,0,,,,,
player,201909220phi,det,JoneCh05,def_int_td,0,,,,,
player,201909220phi,det,JoneCh05,def_int_long,0,,,,,
player,201909220phi,det,JoneCh05,pass_defended,0,,,,,
player,201909220phi,det,JoneCh05,sacks,1.0,,,,,
player,201909220phi,det,JoneCh05,tackles_combined,6,,,,,
player,201909220phi,det,JoneCh05,tackles_solo,3,,,,,
player,201909220phi,det,JoneCh05,tackles_assists,3,,,,,
player,201909220phi,det,JoneCh05,tackles_loss,1,,,,,
player,201909220phi,det,JoneCh05,qb_hits,1,,,,,
