game,2019,5,20191006,201910060dal,gnb,"Green Bay Packers",34,dal,"Dallas Cowboys",24
team,201910060dal,gnb,First Downs,24,,,,,,
team,201910060dal,dal,First Downs,32,,,,,,
team,201910060dal,gnb,Rush-Yds-TDs,29-120-4,,,,,,
team,201910060dal,dal,Rush-Yds-TDs,21-122-1,,,,,,
team,201910060dal,gnb,Cmp-Att-Yd-TD-INT,22-34-238-0-0,,,,,,
team,201910060dal,dal,Cmp-Att-Yd-TD-INT,27-44-463-2-3,,,,,,
team,201910060dal,gnb,Sacked-Yards,2-23,,,,,,
team,201910060dal,dal,Sacked-Yards,3-22,,,,,,
team,201910060dal,gnb,Net Pass Yards,215,,,,,,
team,201910060dal,dal,Net Pass Yards,441,,,,,,
team,201910060dal,gnb,Total Yards,335,,,,,,
team,201910060dal,dal,Total Yards,563,,,,,,
team,201910060dal,gnb,Fumbles-Lost,0-0,,,,,,
team,201910060dal,dal,Fumbles-Lost,1-0,,,,,,
team,201910060dal,gnb,Turnovers,0,,,,,,
team,201910060dal,dal,Turnovers,3,,,,,,
team,201910060dal,gnb,Penalties-Yards,9-78,,,,,,
team,201910060dal,dal,Penalties-Yards,11-124,,,,,,
team,201910060dal,gnb,Third Down Conv.,3-12,,,,,,
team,201910060dal,dal,Third Down Conv.,2-8,,,,,,
team,201910060dal,gnb,Fourth Down Conv.,0-0,,,,,,
team,201910060dal,dal,Fourth Down Conv.,0-0,,,,,,
team,201910060dal,gnb,Time of Possession,36:43,,,,,,
team,201910060dal,dal,Time of Possession,23:17,,,,,,
player,201910060dal,gnb,RodgAa00,pass_cmp,22,,,,,
player,201910060dal,gnb,RodgAa00,pass_att,34,,,,,
player,201910060dal,gnb,RodgAa00,pass_yds,238,,,,,
player,201910060dal,gnb,RodgAa00,pass_td,0,,,,,
player,201910060dal,gnb,RodgAa00,pass_int,0,,,,,
player,201910060dal,gnb,RodgAa00,pass_sacked,2,,,,,
player,201910060dal,gnb,RodgAa00,pass_sacked_yds,23,,,,,
player,201910060dal,gnb,RodgAa00,pass_long,23,,,,,
player,201910060dal,gnb,RodgAa00,pass_rating,85.2,,,,,
player,201910060dal,gnb,RodgAa00,rush_att,4,,,,,
player,201910060dal,gnb,RodgAa00,rush_yds,-1,,,,,
player,201910060dal,gnb,RodgAa00,rush_td,0,,,,,
player,201910060dal,gnb,RodgAa00,rush_long,3,,,,,
player,201910060dal,gnb,RodgAa00,targets,0,,,,,
player,201910060dal,gnb,RodgAa00,rec,0,,,,,
player,201910060dal,gnb,RodgAa00,rec_yds,0,,,,,
player,201910060dal,gnb,RodgAa00,rec_td,0,,,,,
player,201910060dal,gnb,RodgAa00,rec_long,0,,,,,
player,201910060dal,gnb,RodgAa00,fumbles,0,,,,,
player,201910060dal,gnb,RodgAa00,fumbles_lost,0,,,,,
player,201910060dal,gnb,JoneAa00,pass_cmp,0,,,,,
player,201910060dal,gnb,JoneAa00,pass_att,0,,,,,
player,201910060dal,gnb,JoneAa00,pass_yds,0,,,,,
player,201910060dal,gnb,JoneAa00,pass_td,0,,,,,
player,201910060dal,gnb,JoneAa00,pass_int,0,,,,,
player,201910060dal,gnb,JoneAa00,pass_sacked,0,,,,,
player,201910060dal,gnb,JoneAa00,pass_sacked_yds,0,,,,,
player,201910060dal,gnb,JoneAa00,pass_long,0,,,,,
player,201910060dal,gnb,JoneAa00,pass_rating,,,,,,
player,201910060dal,gnb,JoneAa00,rush_att,19,,,,,
player,201910060dal,gnb,JoneAa00,rush_yds,107,,,,,
player,201910060dal,gnb,JoneAa00,rush_td,4,,,,,
player,201910060dal,gnb,JoneAa00,rush_long,18,,,,,
player,201910060dal,gnb,JoneAa00,targets,8,,,,,
player,201910060dal,gnb,JoneAa00,rec,7,,,,,
player,201910060dal,gnb,JoneAa00,rec_yds,75,,,,,
player,201910060dal,gnb,JoneAa00,rec_td,0,,,,,
player,201910060dal,gnb,JoneAa00,rec_long,22,,,,,
player,201910060dal,gnb,JoneAa00,fumbles,0,,,,,
player,201910060dal,gnb,JoneAa00,fumbles_lost,0,,,,,
player,201910060dal,gnb,CarsTr01,pass_cmp,0,,,,,
player,201910060dal,gnb,CarsTr01,pass_att,0,,,,,
player,201910060dal,gnb,CarsTr01,pass_yds,0,,,,,
player,201910060dal,gnb,CarsTr01,pass_td,0,,,,,
player,201910060dal,gnb,CarsTr01,pass_int,0,,,,,
player,201910060dal,gnb,CarsTr01,pass_sacked,0,,,,,
player,201910060dal,gnb,CarsTr01,pass_sacked_yds,0,,,,,
player,201910060dal,gnb,CarsTr01,pass_long,0,,,,,
player,201910060dal,gnb,CarsTr01,pass_rating,,,,,,
player,201910060dal,gnb,CarsTr01,rush_att,6,,,,,
player,201910060dal,gnb,CarsTr01,rush_yds,14,,,,,
player,201910060dal,gnb,CarsTr01,rush_td,0,,,,,
player,201910060dal,gnb,CarsTr01,rush_long,7,,,,,
player,201910060dal,gnb,CarsTr01,targets,4,,,,,
player,201910060dal,gnb,CarsTr01,rec,4,,,,,
player,201910060dal,gnb,CarsTr01,rec_yds,18,,,,,
player,201910060dal,gnb,CarsTr01,rec_td,0,,,,,
player,201910060dal,gnb,CarsTr01,rec_long,8,,,,,
player,201910060dal,gnb,CarsTr01,fumbles,0,,,,,
player,201910060dal,gnb,CarsTr01,fumbles_lost,0,,,,,
player,201910060dal,gnb,GrahJi00,pass_cmp,0,,,,,
player,201910060dal,gnb,GrahJi00,pass_att,0,,,,,
player,201910060dal,gnb,GrahJi00,pass_yds,0,,,,,
player,201910060dal,gnb,GrahJi00,pass_td,0,,,,,
player,201910060dal,gnb,GrahJi00,pass_int,0,,,,,
player,201910060dal,gnb,GrahJi00,pass_sacked,0,,,,,
player,201910060dal,gnb,GrahJi00,pass_sacked_yds,0,,,,,
player,201910060dal,gnb,GrahJi00,pass_long,0,,,,,
player,201910060dal,gnb,GrahJi00,pass_rating,,,,,,
player,201910060dal,gnb,GrahJi00,rush_att,0,,,,,
player,201910060dal,gnb,GrahJi00,rush_yds,0,,,,,
player,201910060dal,gnb,GrahJi00,rush_td,0,,,,,
player,201910060dal,gnb,GrahJi00,rush_long,0,,,,,
player,201910060dal,gnb,GrahJi00,targets,3,,,,,
player,201910060dal,gnb,GrahJi00,rec,3,,,,,
player,201910060dal,gnb,GrahJi00,rec_yds,41,,,,,
player,201910060dal,gnb,GrahJi00,rec_td,0,,,,,
player,201910060dal,gnb,GrahJi00,rec_long,23,,,,,
player,201910060dal,gnb,GrahJi00,fumbles,0,,,,,
player,201910060dal,gnb,GrahJi00,fumbles_lost,0,,,,,
player,201910060dal,gnb,AlliGe01,pass_cmp,0,,,,,
player,201910060dal,gnb,AlliGe01,pass_att,0,,,,,
player,201910060dal,gnb,AlliGe01,pass_yds,0,,,,,
player,201910060dal,gnb,AlliGe01,pass_td,0,,,,,
player,201910060dal,gnb,AlliGe01,pass_int,0,,,,,
player,201910060dal,gnb,AlliGe01,pass_sacked,0,,,,,
player,201910060dal,gnb,AlliGe01,pass_sacked_yds,0,,,,,
player,201910060dal,gnb,AlliGe01,pass_long,0,,,,,
player,201910060dal,gnb,AlliGe01,pass_rating,,,,,,
player,201910060dal,gnb,AlliGe01,rush_att,0,,,,,
player,201910060dal,gnb,AlliGe01,rush_yds,0,,,,,
player,201910060dal,gnb,AlliGe01,rush_td,0,,,,,
player,201910060dal,gnb,AlliGe01,rush_long,0,,,,,
player,201910060dal,gnb,AlliGe01,targets,6,,,,,
player,201910060dal,gnb,AlliGe01,rec,2,,,,,
player,201910060dal,gnb,AlliGe01,rec_yds,28,,,,,
player,201910060dal,gnb,AlliGe01,rec_td,0,,,,,
player,201910060dal,gnb,AlliGe01,rec_long,22,,,,,
player,201910060dal,gnb,AlliGe01,fumbles,0,,,,,
player,201910060dal,gnb,AlliGe01,fumbles_lost,0,,,,,
player,201910060dal,gnb,TonyRo00,pass_cmp,0,,,,,
player,201910060dal,gnb,TonyRo00,pass_att,0,,,,,
player,201910060dal,gnb,TonyRo00,pass_yds,0,,,,,
player,201910060dal,gnb,TonyRo00,pass_td,0,,,,,
player,201910060dal,gnb,TonyRo00,pass_int,0,,,,,
player,201910060dal,gnb,TonyRo00,pass_sacked,0,,,,,
player,201910060dal,gnb,TonyRo00,pass_sacked_yds,0,,,,,
player,201910060dal,gnb,TonyRo00,pass_long,0,,,,,
player,201910060dal,gnb,TonyRo00,pass_rating,,,,,,
player,201910060dal,gnb,TonyRo00,rush_att,0,,,,,
player,201910060dal,gnb,TonyRo00,rush_yds,0,,,,,
player,201910060dal,gnb,TonyRo00,rush_td,0,,,,,
player,201910060dal,gnb,TonyRo00,rush_long,0,,,,,
player,201910060dal,gnb,TonyRo00,targets,1,,,,,
player,201910060dal,gnb,TonyRo00,rec,1,,,,,
player,201910060dal,gnb,TonyRo00,rec_yds,23,,,,,
player,201910060dal,gnb,TonyRo00,rec_td,0,,,,,
player,201910060dal,gnb,TonyRo00,rec_long,23,,,,,
player,201910060dal,gnb,TonyRo00,fumbles,0,,,,,
player,201910060dal,gnb,TonyRo00,fumbles_lost,0,,,,,
player,201910060dal,gnb,ValdMa00,pass_cmp,0,,,,,
player,201910060dal,gnb,ValdMa00,pass_att,0,,,,,
player,201910060dal,gnb,ValdMa00,pass_yds,0,,,,,
player,201910060dal,gnb,ValdMa00,pass_td,0,,,,,
player,201910060dal,gnb,ValdMa00,pass_int,0,,,,,
player,201910060dal,gnb,ValdMa00,pass_sacked,0,,,,,
player,201910060dal,gnb,ValdMa00,pass_sacked_yds,0,,,,,
player,201910060dal,gnb,ValdMa00,pass_long,0,,,,,
player,201910060dal,gnb,ValdMa00,pass_rating,,,,,,
player,201910060dal,gnb,ValdMa00,rush_att,0,,,,,
player,201910060dal,gnb,ValdMa00,rush_yds,0,,,,,
player,201910060dal,gnb,ValdMa00,rush_td,0,,,,,
player,201910060dal,gnb,ValdMa00,rush_long,0,,,,,
player,201910060dal,gnb,ValdMa00,targets,4,,,,,
player,201910060dal,gnb,ValdMa00,rec,1,,,,,
player,201910060dal,gnb,ValdMa00,rec_yds,18,,,,,
player,201910060dal,gnb,ValdMa00,rec_td,0,,,,,
player,201910060dal,gnb,ValdMa00,rec_long,18,,,,,
player,201910060dal,gnb,ValdMa00,fumbles,0,,,,,
player,201910060dal,gnb,ValdMa00,fumbles_lost,0,,,,,
player,201910060dal,gnb,LewiMa00,pass_cmp,0,,,,,
player,201910060dal,gnb,LewiMa00,pass_att,0,,,,,
player,201910060dal,gnb,LewiMa00,pass_yds,0,,,,,
player,201910060dal,gnb,LewiMa00,pass_td,0,,,,,
player,201910060dal,gnb,LewiMa00,pass_int,0,,,,,
player,201910060dal,gnb,LewiMa00,pass_sacked,0,,,,,
player,201910060dal,gnb,LewiMa00,pass_sacked_yds,0,,,,,
player,201910060dal,gnb,LewiMa00,pass_long,0,,,,,
player,201910060dal,gnb,LewiMa00,pass_rating,,,,,,
player,201910060dal,gnb,LewiMa00,rush_att,0,,,,,
player,201910060dal,gnb,LewiMa00,rush_yds,0,,,,,
player,201910060dal,gnb,LewiMa00,rush_td,0,,,,,
player,201910060dal,gnb,LewiMa00,rush_long,0,,,,,
player,201910060dal,gnb,LewiMa00,targets,2,,,,,
player,201910060dal,gnb,LewiMa00,rec,2,,,,,
player,201910060dal,gnb,LewiMa00,rec_yds,17,,,,,
player,201910060dal,gnb,LewiMa00,rec_td,0,,,,,
player,201910060dal,gnb,LewiMa00,rec_long,15,,,,,
player,201910060dal,gnb,LewiMa00,fumbles,0,,,,,
player,201910060dal,gnb,LewiMa00,fumbles_lost,0,,,,,
player,201910060dal,gnb,VitaDa00,pass_cmp,0,,,,,
player,201910060dal,gnb,VitaDa00,pass_att,0,,,,,
player,201910060dal,gnb,VitaDa00,pass_yds,0,,,,,
player,201910060dal,gnb,VitaDa00,pass_td,0,,,,,
player,201910060dal,gnb,VitaDa00,pass_int,0,,,,,
player,201910060dal,gnb,VitaDa00,pass_sacked,0,,,,,
player,201910060dal,gnb,VitaDa00,pass_sacked_yds,0,,,,,
player,201910060dal,gnb,VitaDa00,pass_long,0,,,,,
player,201910060dal,gnb,VitaDa00,pass_rating,,,,,,
player,201910060dal,gnb,VitaDa00,rush_att,0,,,,,
player,201910060dal,gnb,VitaDa00,rush_yds,0,,,,,
player,201910060dal,gnb,VitaDa00,rush_td,0,,,,,
player,201910060dal,gnb,VitaDa00,rush_long,0,,,,,
player,201910060dal,gnb,VitaDa00,targets,1,,,,,
player,201910060dal,gnb,VitaDa00,rec,1,,,,,
player,201910060dal,gnb,VitaDa00,rec_yds,9,,,,,
player,201910060dal,gnb,VitaDa00,rec_td,0,,,,,
player,201910060dal,gnb,VitaDa00,rec_long,9,,,,,
player,201910060dal,gnb,VitaDa00,fumbles,0,,,,,
player,201910060dal,gnb,VitaDa00,fumbles_lost,0,,,,,
player,201910060dal,gnb,KumeJa00,pass_cmp,0,,,,,
player,201910060dal,gnb,KumeJa00,pass_att,0,,,,,
player,201910060dal,gnb,KumeJa00,pass_yds,0,,,,,
player,201910060dal,gnb,KumeJa00,pass_td,0,,,,,
player,201910060dal,gnb,KumeJa00,pass_int,0,,,,,
player,201910060dal,gnb,KumeJa00,pass_sacked,0,,,,,
player,201910060dal,gnb,KumeJa00,pass_sacked_yds,0,,,,,
player,201910060dal,gnb,KumeJa00,pass_long,0,,,,,
player,201910060dal,gnb,KumeJa00,pass_rating,,,,,,
player,201910060dal,gnb,KumeJa00,rush_att,0,,,,,
player,201910060dal,gnb,KumeJa00,rush_yds,0,,,,,
player,201910060dal,gnb,KumeJa00,rush_td,0,,,,,
player,201910060dal,gnb,KumeJa00,rush_long,0,,,,,
player,201910060dal,gnb,KumeJa00,targets,2,,,,,
player,201910060dal,gnb,KumeJa00,rec,1,,,,,
player,201910060dal,gnb,KumeJa00,rec_yds,9,,,,,
player,201910060dal,gnb,KumeJa00,rec_td,0,,,,,
player,201910060dal,gnb,KumeJa00,rec_long,9,,,,,
player,201910060dal,gnb,KumeJa00,fumbles,0,,,,,
player,201910060dal,gnb,KumeJa00,fumbles_lost,0,,,,,
player,201910060dal,dal,PresDa01,pass_cmp,27,,,,,
player,201910060dal,dal,PresDa01,pass_att,44,,,,,
player,201910060dal,dal,PresDa01,pass_yds,463,,,,,
player,201910060dal,dal,PresDa01,pass_td,2,,,,,
player,201910060dal,dal,PresDa01,pass_int,3,,,,,
player,201910060dal,dal,PresDa01,pass_sacked,3,,,,,
player,201910060dal,dal,PresDa01,pass_sacked_yds,22,,,,,
player,201910060dal,dal,PresDa01,pass_long,53,,,,,
player,201910060dal,dal,PresDa01,pass_rating,83.8,,,,,
player,201910060dal,dal,PresDa01,rush_att,4,,,,,
player,201910060dal,dal,PresDa01,rush_yds,27,,,,,
player,201910060dal,dal,PresDa01,rush_td,0,,,,,
player,201910060dal,dal,PresDa01,rush_long,14,,,,,
player,201910060dal,dal,PresDa01,targets,0,,,,,
player,201910060dal,dal,PresDa01,rec,0,,,,,
player,201910060dal,dal,PresDa01,rec_yds,0,,,,,
player,201910060dal,dal,PresDa01,rec_td,0,,,,,
player,201910060dal,dal,PresDa01,rec_long,0,,,,,
player,201910060dal,dal,PresDa01,fumbles,0,,,,,
player,201910060dal,dal,PresDa01,fumbles_lost,0,,,,,
player,201910060dal,dal,ElliEz00,pass_cmp,0,,,,,
player,201910060dal,dal,ElliEz00,pass_att,0,,,,,
player,201910060dal,dal,ElliEz00,pass_yds,0,,,,,
player,201910060dal,dal,ElliEz00,pass_td,0,,,,,
player,201910060dal,dal,ElliEz00,pass_int,0,,,,,
player,201910060dal,dal,ElliEz00,pass_sacked,0,,,,,
player,201910060dal,dal,ElliEz00,pass_sacked_yds,0,,,,,
player,201910060dal,dal,ElliEz00,pass_long,0,,,,,
player,201910060dal,dal,ElliEz00,pass_rating,,,,,,
player,201910060dal,dal,ElliEz00,rush_att,12,,,,,
player,201910060dal,dal,ElliEz00,rush_yds,62,,,,,
player,201910060dal,dal,ElliEz00,rush_td,1,,,,,
player,201910060dal,dal,ElliEz00,rush_long,14,,,,,
player,201910060dal,dal,ElliEz00,targets,4,,,,,
player,201910060dal,dal,ElliEz00,rec,2,,,,,
player,201910060dal,dal,ElliEz00,rec_yds,29,,,,,
player,201910060dal,dal,ElliEz00,rec_td,0,,,,,
player,201910060dal,dal,ElliEz00,rec_long,27,,,,,
player,201910060dal,dal,ElliEz00,fumbles,0,,,,,
player,201910060dal,dal,ElliEz00,fumbles_lost,0,,,,,
player,201910060dal,dal,PollTo00,pass_cmp,0,,,,,
player,201910060dal,dal,PollTo00,pass_att,0,,,,,
player,201910060dal,dal,PollTo00,pass_yds,0,,,,,
player,201910060dal,dal,PollTo00,pass_td,0,,,,,
player,201910060dal,dal,PollTo00,pass_int,0,,,,,
player,201910060dal,dal,PollTo00,pass_sacked,0,,,,,
player,201910060dal,dal,PollTo00,pass_sacked_yds,0,,,,,
player,201910060dal,dal,PollTo00,pass_long,0,,,,,
player,201910060dal,dal,PollTo00,pass_rating,,,,,,
player,201910060dal,dal,PollTo00,rush_att,4,,,,,
player,201910060dal,dal,PollTo00,rush_yds,19,,,,,
player,201910060dal,dal,PollTo00,rush_td,0,,,,,
player,201910060dal,dal,PollTo00,rush_long,7,,,,,
player,201910060dal,dal,PollTo00,targets,0,,,,,
player,201910060dal,dal,PollTo00,rec,0,,,,,
player,201910060dal,dal,PollTo00,rec_yds,0,,,,,
player,201910060dal,dal,PollTo00,rec_td,0,,,,,
player,201910060dal,dal,PollTo00,rec_long,0,,,,,
player,201910060dal,dal,PollTo00,fumbles,0,,,,,
player,201910060dal,dal,PollTo00,fumbles_lost,0,,,,,
player,201910060dal,dal,AustTa00,pass_cmp,0,,,,,
player,201910060dal,dal,AustTa00,pass_att,0,,,,,
player,201910060dal,dal,AustTa00,pass_yds,0,,,,,
player,201910060dal,dal,AustTa00,pass_td,0,,,,,
player,201910060dal,dal,AustTa00,pass_int,0,,,,,
player,201910060dal,dal,AustTa00,pass_sacked,0,,,,,
player,201910060dal,dal,AustTa00,pass_sacked_yds,0,,,,,
player,201910060dal,dal,AustTa00,pass_long,0,,,,,
player,201910060dal,dal,AustTa00,pass_rating,,,,,,
player,201910060dal,dal,AustTa00,rush_att,1,,,,,
player,201910060dal,dal,AustTa00,rush_yds,14,,,,,
player,201910060dal,dal,AustTa00,rush_td,0,,,,,
player,201910060dal,dal,AustTa00,rush_long,14,,,,,
player,201910060dal,dal,AustTa00,targets,1,,,,,
player,201910060dal,dal,AustTa00,rec,1,,,,,
player,201910060dal,dal,AustTa00,rec_yds,13,,,,,
player,201910060dal,dal,AustTa00,rec_td,0,,,,,
player,201910060dal,dal,AustTa00,rec_long,13,,,,,
player,201910060dal,dal,AustTa00,fumbles,1,,,,,
player,201910060dal,dal,AustTa00,fumbles_lost,0,,,,,
player,201910060dal,dal,CoopAm00,pass_cmp,0,,,,,
player,201910060dal,dal,CoopAm00,pass_att,0,,,,,
player,201910060dal,dal,CoopAm00,pass_yds,0,,,,,
player,201910060dal,dal,CoopAm00,pass_td,0,,,,,
player,201910060dal,dal,CoopAm00,pass_int,0,,,,,
player,201910060dal,dal,CoopAm00,pass_sacked,0,,,,,
player,201910060dal,dal,CoopAm00,pass_sacked_yds,0,,,,,
player,201910060dal,dal,CoopAm00,pass_long,0,,,,,
player,201910060dal,dal,CoopAm00,pass_rating,,,,,,
player,201910060dal,dal,CoopAm00,rush_att,0,,,,,
player,201910060dal,dal,CoopAm00,rush_yds,0,,,,,
player,201910060dal,dal,CoopAm00,rush_td,0,,,,,
player,201910060dal,dal,CoopAm00,rush_long,0,,,,,
player,201910060dal,dal,CoopAm00,targets,14,,,,,
player,201910060dal,dal,CoopAm00,rec,11,,,,,
player,201910060dal,dal,CoopAm00,rec_yds,226,,,,,
player,201910060dal,dal,CoopAm00,rec_td,1,,,,,
player,201910060dal,dal,CoopAm00,rec_long,53,,,,,
player,201910060dal,dal,CoopAm00,fumbles,0,,,,,
player,201910060dal,dal,CoopAm00,fumbles_lost,0,,,,,
player,201910060dal,dal,GallMi00,pass_cmp,0,,,,,
player,201910060dal,dal,GallMi00,pass_att,0,,,,,
player,201910060dal,dal,GallMi00,pass_yds,0,,,,,
player,201910060dal,dal,GallMi00,pass_td,0,,,,,
player,201910060dal,dal,GallMi00,pass_int,0,,,,,
player,201910060dal,dal,GallMi00,pass_sacked,0,,,,,
player,201910060dal,dal,GallMi00,pass_sacked_yds,0,,,,,
player,201910060dal,dal,GallMi00,pass_long,0,,,,,
player,201910060dal,dal,GallMi00,pass_rating,,,,,,
player,201910060dal,dal,GallMi00,rush_att,0,,,,,
player,201910060dal,dal,GallMi00,rush_yds,0,,,,,
player,201910060dal,dal,GallMi00,rush_td,0,,,,,
player,201910060dal,dal,GallMi00,rush_long,0,,,,,
player,201910060dal,dal,GallMi00,targets,14,,,,,
player,201910060dal,dal,GallMi00,rec,7,,,,,
player,201910060dal,dal,GallMi00,rec_yds,113,,,,,
player,201910060dal,dal,GallMi00,rec_td,1,,,,,
player,201910060dal,dal,GallMi00,rec_long,40,,,,,
player,201910060dal,dal,GallMi00,fumbles,0,,,,,
player,201910060dal,dal,GallMi00,fumbles_lost,0,,,,,
player,201910060dal,dal,CobbRa00,pass_cmp,0,,,,,
player,201910060dal,dal,CobbRa00,pass_att,0,,,,,
player,201910060dal,dal,CobbRa00,pass_yds,0,,,,,
player,201910060dal,dal,CobbRa00,pass_td,0,,,,,
player,201910060dal,dal,CobbRa00,pass_int,0,,,,,
player,201910060dal,dal,CobbRa00,pass_sacked,0,,,,,
player,201910060dal,dal,CobbRa00,pass_sacked_yds,0,,,,,
player,201910060dal,dal,CobbRa00,pass_long,0,,,,,
player,201910060dal,dal,CobbRa00,pass_rating,,,,,,
player,201910060dal,dal,CobbRa00,rush_att,0,,,,,
player,201910060dal,dal,CobbRa00,rush_yds,0,,,,,
player,201910060dal,dal,CobbRa00,rush_td,0,,,,,
player,201910060dal,dal,CobbRa00,rush_long,0,,,,,
player,201910060dal,dal,CobbRa00,targets,6,,,,,
player,201910060dal,dal,CobbRa00,rec,3,,,,,
player,201910060dal,dal,CobbRa00,rec_yds,53,,,,,
player,201910060dal,dal,CobbRa00,rec_td,0,,,,,
player,201910060dal,dal,CobbRa00,rec_long,25,,,,,
player,201910060dal,dal,CobbRa00,fumbles,0,,,,,
player,201910060dal,dal,CobbRa00,fumbles_lost,0,,,,,
player,201910060dal,dal,WittJa00,pass_cmp,0,,,,,
player,201910060dal,dal,WittJa00,pass_att,0,,,,,
player,201910060dal,dal,WittJa00,pass_yds,0,,,,,
player,201910060dal,dal,WittJa00,pass_td,0,,,,,
player,201910060dal,dal,WittJa00,pass_int,0,,,,,
player,201910060dal,dal,WittJa00,pass_sacked,0,,,,,
player,201910060dal,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201910060dal,dal,WittJa00,pass_long,0,,,,,
player,201910060dal,dal,WittJa00,pass_rating,,,,,,
player,201910060dal,dal,WittJa00,rush_att,0,,,,,
player,201910060dal,dal,WittJa00,rush_yds,0,,,,,
player,201910060dal,dal,WittJa00,rush_td,0,,,,,
player,201910060dal,dal,WittJa00,rush_long,0,,,,,
player,201910060dal,dal,WittJa00,targets,4,,,,,
player,201910060dal,dal,WittJa00,rec,3,,,,,
player,201910060dal,dal,WittJa00,rec_yds,29,,,,,
player,201910060dal,dal,WittJa00,rec_td,0,,,,,
player,201910060dal,dal,WittJa00,rec_long,13,,,,,
player,201910060dal,dal,WittJa00,fumbles,0,,,,,
player,201910060dal,dal,WittJa00,fumbles_lost,0,,,,,
player,201910060dal,gnb,KingKe01,def_int,1,,,,,
player,201910060dal,gnb,KingKe01,def_int_yds,15,,,,,
player,201910060dal,gnb,KingKe01,def_int_td,0,,,,,
player,201910060dal,gnb,KingKe01,def_int_long,15,,,,,
player,201910060dal,gnb,KingKe01,pass_defended,2,,,,,
player,201910060dal,gnb,KingKe01,sacks,0.0,,,,,
player,201910060dal,gnb,KingKe01,tackles_combined,6,,,,,
player,201910060dal,gnb,KingKe01,tackles_solo,6,,,,,
player,201910060dal,gnb,KingKe01,tackles_assists,0,,,,,
player,201910060dal,gnb,KingKe01,tackles_loss,0,,,,,
player,201910060dal,gnb,KingKe01,qb_hits,0,,,,,
player,201910060dal,gnb,KingKe01,fumbles_rec,0,,,,,
player,201910060dal,gnb,KingKe01,fumbles_rec_yds,0,,,,,
player,201910060dal,gnb,KingKe01,fumbles_rec_td,0,,,,,
player,201910060dal,gnb,KingKe01,fumbles_forced,1,,,,,
player,201910060dal,gnb,AlexJa00,def_int,1,,,,,
player,201910060dal,gnb,AlexJa00,def_int_yds,37,,,,,
player,201910060dal,gnb,AlexJa00,def_int_td,0,,,,,
player,201910060dal,gnb,AlexJa00,def_int_long,37,,,,,
player,201910060dal,gnb,AlexJa00,pass_defended,3,,,,,
player,201910060dal,gnb,AlexJa00,sacks,0.0,,,,,
player,201910060dal,gnb,AlexJa00,tackles_combined,2,,,,,
player,201910060dal,gnb,AlexJa00,tackles_solo,2,,,,,
player,201910060dal,gnb,AlexJa00,tackles_assists,0,,,,,
player,201910060dal,gnb,AlexJa00,tackles_loss,0,,,,,
player,201910060dal,gnb,AlexJa00,qb_hits,0,,,,,
player,201910060dal,gnb,AlexJa00,fumbles_rec,0,,,,,
player,201910060dal,gnb,AlexJa00,fumbles_rec_yds,0,,,,,
player,201910060dal,gnb,AlexJa00,fumbles_rec_td,0,,,,,
player,201910060dal,gnb,AlexJa00,fumbles_forced,0,,,,,
player,201910060dal,gnb,SullCh00,def_int,1,,,,,
player,201910060dal,gnb,SullCh00,def_int_yds,7,,,,,
player,201910060dal,gnb,SullCh00,def_int_td,0,,,,,
player,201910060dal,gnb,SullCh00,def_int_long,7,,,,,
player,201910060dal,gnb,SullCh00,pass_defended,1,,,,,
player,201910060dal,gnb,SullCh00,sacks,0.0,,,,,
player,201910060dal,gnb,SullCh00,tackles_combined,2,,,,,
player,201910060dal,gnb,SullCh00,tackles_solo,2,,,,,
