game,2019,17,20191229,201912290rav,pit,"Pittsburgh Steelers",10,rav,"Baltimore Ravens",28
team,201912290rav,pit,First Downs,10,,,,,,
team,201912290rav,rav,First Downs,19,,,,,,
team,201912290rav,pit,Rush-Yds-TDs,23-91-1,,,,,,
team,201912290rav,rav,Rush-Yds-TDs,44-223-1,,,,,,
team,201912290rav,pit,Cmp-Att-Yd-TD-INT,9-25-95-0-0,,,,,,
team,201912290rav,rav,Cmp-Att-Yd-TD-INT,11-21-96-0-1,,,,,,
team,201912290rav,pit,Sacked-Yards,2-18,,,,,,
team,201912290rav,rav,Sacked-Yards,3-15,,,,,,
team,201912290rav,pit,Net Pass Yards,77,,,,,,
team,201912290rav,rav,Net Pass Yards,81,,,,,,
team,201912290rav,pit,Total Yards,168,,,,,,
team,201912290rav,rav,Total Yards,304,,,,,,
team,201912290rav,pit,Fumbles-Lost,3-2,,,,,,
team,201912290rav,rav,Fumbles-Lost,1-1,,,,,,
team,201912290rav,pit,Turnovers,2,,,,,,
team,201912290rav,rav,Turnovers,2,,,,,,
team,201912290rav,pit,Penalties-Yards,6-47,,,,,,
team,201912290rav,rav,Penalties-Yards,6-35,,,,,,
team,201912290rav,pit,Third Down Conv.,5-12,,,,,,
team,201912290rav,rav,Third Down Conv.,7-16,,,,,,
team,201912290rav,pit,Fourth Down Conv.,0-1,,,,,,
team,201912290rav,rav,Fourth Down Conv.,1-2,,,,,,
team,201912290rav,pit,Time of Possession,20:33,,,,,,
team,201912290rav,rav,Time of Possession,39:27,,,,,,
player,201912290rav,pit,HodgDe00,pass_cmp,9,,,,,
player,201912290rav,pit,HodgDe00,pass_att,25,,,,,
player,201912290rav,pit,HodgDe00,pass_yds,95,,,,,
player,201912290rav,pit,HodgDe00,pass_td,0,,,,,
player,201912290rav,pit,HodgDe00,pass_int,0,,,,,
player,201912290rav,pit,HodgDe00,pass_sacked,2,,,,,
player,201912290rav,pit,HodgDe00,pass_sacked_yds,18,,,,,
player,201912290rav,pit,HodgDe00,pass_long,21,,,,,
player,201912290rav,pit,HodgDe00,pass_rating,47.9,,,,,
player,201912290rav,pit,HodgDe00,rush_att,1,,,,,
player,201912290rav,pit,HodgDe00,rush_yds,-1,,,,,
player,201912290rav,pit,HodgDe00,rush_td,0,,,,,
player,201912290rav,pit,HodgDe00,rush_long,-1,,,,,
player,201912290rav,pit,HodgDe00,targets,0,,,,,
player,201912290rav,pit,HodgDe00,rec,0,,,,,
player,201912290rav,pit,HodgDe00,rec_yds,0,,,,,
player,201912290rav,pit,HodgDe00,rec_td,0,,,,,
player,201912290rav,pit,HodgDe00,rec_long,0,,,,,
player,201912290rav,pit,HodgDe00,fumbles,1,,,,,
player,201912290rav,pit,HodgDe00,fumbles_lost,1,,,,,
player,201912290rav,pit,SnelBe00,pass_cmp,0,,,,,
player,201912290rav,pit,SnelBe00,pass_att,0,,,,,
player,201912290rav,pit,SnelBe00,pass_yds,0,,,,,
player,201912290rav,pit,SnelBe00,pass_td,0,,,,,
player,201912290rav,pit,SnelBe00,pass_int,0,,,,,
player,201912290rav,pit,SnelBe00,pass_sacked,0,,,,,
player,201912290rav,pit,SnelBe00,pass_sacked_yds,0,,,,,
player,201912290rav,pit,SnelBe00,pass_long,0,,,,,
player,201912290rav,pit,SnelBe00,pass_rating,,,,,,
player,201912290rav,pit,SnelBe00,rush_att,18,,,,,
player,201912290rav,pit,SnelBe00,rush_yds,91,,,,,
player,201912290rav,pit,SnelBe00,rush_td,1,,,,,
player,201912290rav,pit,SnelBe00,rush_long,19,,,,,
player,201912290rav,pit,SnelBe00,targets,0,,,,,
player,201912290rav,pit,SnelBe00,rec,0,,,,,
player,201912290rav,pit,SnelBe00,rec_yds,0,,,,,
player,201912290rav,pit,SnelBe00,rec_td,0,,,,,
player,201912290rav,pit,SnelBe00,rec_long,0,,,,,
player,201912290rav,pit,SnelBe00,fumbles,0,,,,,
player,201912290rav,pit,SnelBe00,fumbles_lost,0,,,,,
player,201912290rav,pit,WhytKe00,pass_cmp,0,,,,,
player,201912290rav,pit,WhytKe00,pass_att,0,,,,,
player,201912290rav,pit,WhytKe00,pass_yds,0,,,,,
player,201912290rav,pit,WhytKe00,pass_td,0,,,,,
player,201912290rav,pit,WhytKe00,pass_int,0,,,,,
player,201912290rav,pit,WhytKe00,pass_sacked,0,,,,,
player,201912290rav,pit,WhytKe00,pass_sacked_yds,0,,,,,
player,201912290rav,pit,WhytKe00,pass_long,0,,,,,
player,201912290rav,pit,WhytKe00,pass_rating,,,,,,
player,201912290rav,pit,WhytKe00,rush_att,3,,,,,
player,201912290rav,pit,WhytKe00,rush_yds,1,,,,,
player,201912290rav,pit,WhytKe00,rush_td,0,,,,,
player,201912290rav,pit,WhytKe00,rush_long,3,,,,,
player,201912290rav,pit,WhytKe00,targets,0,,,,,
player,201912290rav,pit,WhytKe00,rec,0,,,,,
player,201912290rav,pit,WhytKe00,rec_yds,0,,,,,
player,201912290rav,pit,WhytKe00,rec_td,0,,,,,
player,201912290rav,pit,WhytKe00,rec_long,0,,,,,
player,201912290rav,pit,WhytKe00,fumbles,0,,,,,
player,201912290rav,pit,WhytKe00,fumbles_lost,0,,,,,
player,201912290rav,pit,JohnDi01,pass_cmp,0,,,,,
player,201912290rav,pit,JohnDi01,pass_att,0,,,,,
player,201912290rav,pit,JohnDi01,pass_yds,0,,,,,
player,201912290rav,pit,JohnDi01,pass_td,0,,,,,
player,201912290rav,pit,JohnDi01,pass_int,0,,,,,
player,201912290rav,pit,JohnDi01,pass_sacked,0,,,,,
player,201912290rav,pit,JohnDi01,pass_sacked_yds,0,,,,,
player,201912290rav,pit,JohnDi01,pass_long,0,,,,,
player,201912290rav,pit,JohnDi01,pass_rating,,,,,,
player,201912290rav,pit,JohnDi01,rush_att,0,,,,,
player,201912290rav,pit,JohnDi01,rush_yds,0,,,,,
player,201912290rav,pit,JohnDi01,rush_td,0,,,,,
player,201912290rav,pit,JohnDi01,rush_long,0,,,,,
player,201912290rav,pit,JohnDi01,targets,7,,,,,
player,201912290rav,pit,JohnDi01,rec,4,,,,,
player,201912290rav,pit,JohnDi01,rec_yds,54,,,,,
player,201912290rav,pit,JohnDi01,rec_td,0,,,,,
player,201912290rav,pit,JohnDi01,rec_long,21,,,,,
player,201912290rav,pit,JohnDi01,fumbles,0,,,,,
player,201912290rav,pit,JohnDi01,fumbles_lost,0,,,,,
player,201912290rav,pit,McDoVa00,pass_cmp,0,,,,,
player,201912290rav,pit,McDoVa00,pass_att,0,,,,,
player,201912290rav,pit,McDoVa00,pass_yds,0,,,,,
player,201912290rav,pit,McDoVa00,pass_td,0,,,,,
player,201912290rav,pit,McDoVa00,pass_int,0,,,,,
player,201912290rav,pit,McDoVa00,pass_sacked,0,,,,,
player,201912290rav,pit,McDoVa00,pass_sacked_yds,0,,,,,
player,201912290rav,pit,McDoVa00,pass_long,0,,,,,
player,201912290rav,pit,McDoVa00,pass_rating,,,,,,
player,201912290rav,pit,McDoVa00,rush_att,0,,,,,
player,201912290rav,pit,McDoVa00,rush_yds,0,,,,,
player,201912290rav,pit,McDoVa00,rush_td,0,,,,,
player,201912290rav,pit,McDoVa00,rush_long,0,,,,,
player,201912290rav,pit,McDoVa00,targets,2,,,,,
player,201912290rav,pit,McDoVa00,rec,2,,,,,
player,201912290rav,pit,McDoVa00,rec_yds,19,,,,,
player,201912290rav,pit,McDoVa00,rec_td,0,,,,,
player,201912290rav,pit,McDoVa00,rec_long,12,,,,,
player,201912290rav,pit,McDoVa00,fumbles,0,,,,,
player,201912290rav,pit,McDoVa00,fumbles_lost,0,,,,,
player,201912290rav,pit,SamuJa00,pass_cmp,0,,,,,
player,201912290rav,pit,SamuJa00,pass_att,0,,,,,
player,201912290rav,pit,SamuJa00,pass_yds,0,,,,,
player,201912290rav,pit,SamuJa00,pass_td,0,,,,,
player,201912290rav,pit,SamuJa00,pass_int,0,,,,,
player,201912290rav,pit,SamuJa00,pass_sacked,0,,,,,
player,201912290rav,pit,SamuJa00,pass_sacked_yds,0,,,,,
player,201912290rav,pit,SamuJa00,pass_long,0,,,,,
player,201912290rav,pit,SamuJa00,pass_rating,,,,,,
player,201912290rav,pit,SamuJa00,rush_att,0,,,,,
player,201912290rav,pit,SamuJa00,rush_yds,0,,,,,
player,201912290rav,pit,SamuJa00,rush_td,0,,,,,
player,201912290rav,pit,SamuJa00,rush_long,0,,,,,
player,201912290rav,pit,SamuJa00,targets,2,,,,,
player,201912290rav,pit,SamuJa00,rec,1,,,,,
player,201912290rav,pit,SamuJa00,rec_yds,16,,,,,
player,201912290rav,pit,SamuJa00,rec_td,0,,,,,
player,201912290rav,pit,SamuJa00,rec_long,16,,,,,
player,201912290rav,pit,SamuJa00,fumbles,0,,,,,
player,201912290rav,pit,SamuJa00,fumbles_lost,0,,,,,
player,201912290rav,pit,SmitJu00,pass_cmp,0,,,,,
player,201912290rav,pit,SmitJu00,pass_att,0,,,,,
player,201912290rav,pit,SmitJu00,pass_yds,0,,,,,
player,201912290rav,pit,SmitJu00,pass_td,0,,,,,
player,201912290rav,pit,SmitJu00,pass_int,0,,,,,
player,201912290rav,pit,SmitJu00,pass_sacked,0,,,,,
player,201912290rav,pit,SmitJu00,pass_sacked_yds,0,,,,,
player,201912290rav,pit,SmitJu00,pass_long,0,,,,,
player,201912290rav,pit,SmitJu00,pass_rating,,,,,,
player,201912290rav,pit,SmitJu00,rush_att,0,,,,,
player,201912290rav,pit,SmitJu00,rush_yds,0,,,,,
player,201912290rav,pit,SmitJu00,rush_td,0,,,,,
player,201912290rav,pit,SmitJu00,rush_long,0,,,,,
player,201912290rav,pit,SmitJu00,targets,6,,,,,
player,201912290rav,pit,SmitJu00,rec,2,,,,,
player,201912290rav,pit,SmitJu00,rec_yds,6,,,,,
player,201912290rav,pit,SmitJu00,rec_td,0,,,,,
player,201912290rav,pit,SmitJu00,rec_long,11,,,,,
player,201912290rav,pit,SmitJu00,fumbles,0,,,,,
player,201912290rav,pit,SmitJu00,fumbles_lost,0,,,,,
player,201912290rav,pit,BerrJo00,pass_cmp,0,,,,,
player,201912290rav,pit,BerrJo00,pass_att,0,,,,,
player,201912290rav,pit,BerrJo00,pass_yds,0,,,,,
player,201912290rav,pit,BerrJo00,pass_td,0,,,,,
player,201912290rav,pit,BerrJo00,pass_int,0,,,,,
player,201912290rav,pit,BerrJo00,pass_sacked,0,,,,,
