game,2019,15,20191215,201912150sfo,atl,"Atlanta Falcons",29,sfo,"San Francisco 49ers",22
player,201912150sfo,atl,GageRu00,pass_sacked_yds,0,,,,,
player,201912150sfo,atl,GageRu00,pass_long,0,,,,,
player,201912150sfo,atl,GageRu00,pass_rating,,,,,,
player,201912150sfo,atl,GageRu00,rush_att,1,,,,,
player,201912150sfo,atl,GageRu00,rush_yds,6,,,,,
player,201912150sfo,atl,GageRu00,rush_td,0,,,,,
player,201912150sfo,atl,GageRu00,rush_long,6,,,,,
player,201912150sfo,atl,GageRu00,targets,6,,,,,
player,201912150sfo,atl,GageRu00,rec,5,,,,,
player,201912150sfo,atl,GageRu00,rec_yds,27,,,,,
player,201912150sfo,atl,GageRu00,rec_td,0,,,,,
player,201912150sfo,atl,GageRu00,rec_long,11,,,,,
player,201912150sfo,atl,GageRu00,fumbles,0,,,,,
player,201912150sfo,atl,GageRu00,fumbles_lost,0,,,,,
player,201912150sfo,atl,OlliQa00,pass_cmp,0,,,,,
player,201912150sfo,atl,OlliQa00,pass_att,0,,,,,
player,201912150sfo,atl,OlliQa00,pass_yds,0,,,,,
player,201912150sfo,atl,OlliQa00,pass_td,0,,,,,
player,201912150sfo,atl,OlliQa00,pass_int,0,,,,,
player,201912150sfo,atl,OlliQa00,pass_sacked,0,,,,,
player,201912150sfo,atl,OlliQa00,pass_sacked_yds,0,,,,,
player,201912150sfo,atl,OlliQa00,pass_long,0,,,,,
player,201912150sfo,atl,OlliQa00,pass_rating,,,,,,
player,201912150sfo,atl,OlliQa00,rush_att,1,,,,,
player,201912150sfo,atl,OlliQa00,rush_yds,1,,,,,
player,201912150sfo,atl,OlliQa00,rush_td,1,,,,,
player,201912150sfo,atl,OlliQa00,rush_long,1,,,,,
player,201912150sfo,atl,OlliQa00,targets,0,,,,,
player,201912150sfo,atl,OlliQa00,rec,0,,,,,
player,201912150sfo,atl,OlliQa00,rec_yds,0,,,,,
player,201912150sfo,atl,OlliQa00,rec_td,0,,,,,
player,201912150sfo,atl,OlliQa00,rec_long,0,,,,,
player,201912150sfo,atl,OlliQa00,fumbles,0,,,,,
player,201912150sfo,atl,OlliQa00,fumbles_lost,0,,,,,
player,201912150sfo,atl,JoneJu02,pass_cmp,0,,,,,
player,201912150sfo,atl,JoneJu02,pass_att,0,,,,,
player,201912150sfo,atl,JoneJu02,pass_yds,0,,,,,
player,201912150sfo,atl,JoneJu02,pass_td,0,,,,,
player,201912150sfo,atl,JoneJu02,pass_int,0,,,,,
player,201912150sfo,atl,JoneJu02,pass_sacked,0,,,,,
player,201912150sfo,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201912150sfo,atl,JoneJu02,pass_long,0,,,,,
player,201912150sfo,atl,JoneJu02,pass_rating,,,,,,
player,201912150sfo,atl,JoneJu02,rush_att,0,,,,,
player,201912150sfo,atl,JoneJu02,rush_yds,0,,,,,
player,201912150sfo,atl,JoneJu02,rush_td,0,,,,,
player,201912150sfo,atl,JoneJu02,rush_long,0,,,,,
player,201912150sfo,atl,JoneJu02,targets,20,,,,,
player,201912150sfo,atl,JoneJu02,rec,13,,,,,
player,201912150sfo,atl,JoneJu02,rec_yds,134,,,,,
player,201912150sfo,atl,JoneJu02,rec_td,2,,,,,
player,201912150sfo,atl,JoneJu02,rec_long,28,,,,,
player,201912150sfo,atl,JoneJu02,fumbles,0,,,,,
player,201912150sfo,atl,JoneJu02,fumbles_lost,0,,,,,
player,201912150sfo,atl,HoopAu00,pass_cmp,0,,,,,
player,201912150sfo,atl,HoopAu00,pass_att,0,,,,,
player,201912150sfo,atl,HoopAu00,pass_yds,0,,,,,
player,201912150sfo,atl,HoopAu00,pass_td,0,,,,,
player,201912150sfo,atl,HoopAu00,pass_int,0,,,,,
player,201912150sfo,atl,HoopAu00,pass_sacked,0,,,,,
player,201912150sfo,atl,HoopAu00,pass_sacked_yds,0,,,,,
player,201912150sfo,atl,HoopAu00,pass_long,0,,,,,
player,201912150sfo,atl,HoopAu00,pass_rating,,,,,,
player,201912150sfo,atl,HoopAu00,rush_att,0,,,,,
player,201912150sfo,atl,HoopAu00,rush_yds,0,,,,,
player,201912150sfo,atl,HoopAu00,rush_td,0,,,,,
player,201912150sfo,atl,HoopAu00,rush_long,0,,,,,
player,201912150sfo,atl,HoopAu00,targets,6,,,,,
player,201912150sfo,atl,HoopAu00,rec,3,,,,,
player,201912150sfo,atl,HoopAu00,rec_yds,20,,,,,
player,201912150sfo,atl,HoopAu00,rec_td,0,,,,,
player,201912150sfo,atl,HoopAu00,rec_long,9,,,,,
player,201912150sfo,atl,HoopAu00,fumbles,0,,,,,
player,201912150sfo,atl,HoopAu00,fumbles_lost,0,,,,,
player,201912150sfo,atl,StocLu00,pass_cmp,0,,,,,
player,201912150sfo,atl,StocLu00,pass_att,0,,,,,
player,201912150sfo,atl,StocLu00,pass_yds,0,,,,,
player,201912150sfo,atl,StocLu00,pass_td,0,,,,,
player,201912150sfo,atl,StocLu00,pass_int,0,,,,,
player,201912150sfo,atl,StocLu00,pass_sacked,0,,,,,
player,201912150sfo,atl,StocLu00,pass_sacked_yds,0,,,,,
player,201912150sfo,atl,StocLu00,pass_long,0,,,,,
player,201912150sfo,atl,StocLu00,pass_rating,,,,,,
player,201912150sfo,atl,StocLu00,rush_att,0,,,,,
player,201912150sfo,atl,StocLu00,rush_yds,0,,,,,
player,201912150sfo,atl,StocLu00,rush_td,0,,,,,
player,201912150sfo,atl,StocLu00,rush_long,0,,,,,
player,201912150sfo,atl,StocLu00,targets,1,,,,,
player,201912150sfo,atl,StocLu00,rec,1,,,,,
player,201912150sfo,atl,StocLu00,rec_yds,9,,,,,
player,201912150sfo,atl,StocLu00,rec_td,0,,,,,
player,201912150sfo,atl,StocLu00,rec_long,9,,,,,
player,201912150sfo,atl,StocLu00,fumbles,0,,,,,
player,201912150sfo,atl,StocLu00,fumbles_lost,0,,,,,
player,201912150sfo,atl,BarnKe00,pass_cmp,0,,,,,
player,201912150sfo,atl,BarnKe00,pass_att,0,,,,,
player,201912150sfo,atl,BarnKe00,pass_yds,0,,,,,
player,201912150sfo,atl,BarnKe00,pass_td,0,,,,,
player,201912150sfo,atl,BarnKe00,pass_int,0,,,,,
player,201912150sfo,atl,BarnKe00,pass_sacked,0,,,,,
player,201912150sfo,atl,BarnKe00,pass_sacked_yds,0,,,,,
player,201912150sfo,atl,BarnKe00,pass_long,0,,,,,
player,201912150sfo,atl,BarnKe00,pass_rating,,,,,,
player,201912150sfo,atl,BarnKe00,rush_att,0,,,,,
player,201912150sfo,atl,BarnKe00,rush_yds,0,,,,,
player,201912150sfo,atl,BarnKe00,rush_td,0,,,,,
player,201912150sfo,atl,BarnKe00,rush_long,0,,,,,
player,201912150sfo,atl,BarnKe00,targets,2,,,,,
player,201912150sfo,atl,BarnKe00,rec,1,,,,,
player,201912150sfo,atl,BarnKe00,rec_yds,4,,,,,
player,201912150sfo,atl,BarnKe00,rec_td,0,,,,,
player,201912150sfo,atl,BarnKe00,rec_long,4,,,,,
player,201912150sfo,atl,BarnKe00,fumbles,1,,,,,
player,201912150sfo,atl,BarnKe00,fumbles_lost,1,,,,,
player,201912150sfo,atl,BlakCh00,pass_cmp,0,,,,,
player,201912150sfo,atl,BlakCh00,pass_att,0,,,,,
player,201912150sfo,atl,BlakCh00,pass_yds,0,,,,,
player,201912150sfo,atl,BlakCh00,pass_td,0,,,,,
player,201912150sfo,atl,BlakCh00,pass_int,0,,,,,
player,201912150sfo,atl,BlakCh00,pass_sacked,0,,,,,
player,201912150sfo,atl,BlakCh00,pass_sacked_yds,0,,,,,
player,201912150sfo,atl,BlakCh00,pass_long,0,,,,,
player,201912150sfo,atl,BlakCh00,pass_rating,,,,,,
player,201912150sfo,atl,BlakCh00,rush_att,0,,,,,
player,201912150sfo,atl,BlakCh00,rush_yds,0,,,,,
player,201912150sfo,atl,BlakCh00,rush_td,0,,,,,
player,201912150sfo,atl,BlakCh00,rush_long,0,,,,,
player,201912150sfo,atl,BlakCh00,targets,1,,,,,
player,201912150sfo,atl,BlakCh00,rec,0,,,,,
player,201912150sfo,atl,BlakCh00,rec_yds,0,,,,,
player,201912150sfo,atl,BlakCh00,rec_td,0,,,,,
player,201912150sfo,atl,BlakCh00,rec_long,0,,,,,
player,201912150sfo,atl,BlakCh00,fumbles,0,,,,,
player,201912150sfo,atl,BlakCh00,fumbles_lost,0,,,,,
player,201912150sfo,sfo,GaroJi00,pass_cmp,22,,,,,
player,201912150sfo,sfo,GaroJi00,pass_att,34,,,,,
player,201912150sfo,sfo,GaroJi00,pass_yds,200,,,,,
player,201912150sfo,sfo,GaroJi00,pass_td,1,,,,,
player,201912150sfo,sfo,GaroJi00,pass_int,0,,,,,
player,201912150sfo,sfo,GaroJi00,pass_sacked,1,,,,,
player,201912150sfo,sfo,GaroJi00,pass_sacked_yds,7,,,,,
player,201912150sfo,sfo,GaroJi00,pass_long,29,,,,,
player,201912150sfo,sfo,GaroJi00,pass_rating,90.3,,,,,
player,201912150sfo,sfo,GaroJi00,rush_att,2,,,,,
player,201912150sfo,sfo,GaroJi00,rush_yds,6,,,,,
player,201912150sfo,sfo,GaroJi00,rush_td,0,,,,,
player,201912150sfo,sfo,GaroJi00,rush_long,3,,,,,
player,201912150sfo,sfo,GaroJi00,targets,0,,,,,
player,201912150sfo,sfo,GaroJi00,rec,0,,,,,
player,201912150sfo,sfo,GaroJi00,rec_yds,0,,,,,
player,201912150sfo,sfo,GaroJi00,rec_td,0,,,,,
player,201912150sfo,sfo,GaroJi00,rec_long,0,,,,,
player,201912150sfo,sfo,GaroJi00,fumbles,0,,,,,
player,201912150sfo,sfo,GaroJi00,fumbles_lost,0,,,,,
player,201912150sfo,sfo,MostRa00,pass_cmp,0,,,,,
player,201912150sfo,sfo,MostRa00,pass_att,0,,,,,
player,201912150sfo,sfo,MostRa00,pass_yds,0,,,,,
player,201912150sfo,sfo,MostRa00,pass_td,0,,,,,
player,201912150sfo,sfo,MostRa00,pass_int,0,,,,,
player,201912150sfo,sfo,MostRa00,pass_sacked,0,,,,,
player,201912150sfo,sfo,MostRa00,pass_sacked_yds,0,,,,,
player,201912150sfo,sfo,MostRa00,pass_long,0,,,,,
player,201912150sfo,sfo,MostRa00,pass_rating,,,,,,
player,201912150sfo,sfo,MostRa00,rush_att,14,,,,,
player,201912150sfo,sfo,MostRa00,rush_yds,54,,,,,
player,201912150sfo,sfo,MostRa00,rush_td,1,,,,,
player,201912150sfo,sfo,MostRa00,rush_long,8,,,,,
player,201912150sfo,sfo,MostRa00,targets,2,,,,,
player,201912150sfo,sfo,MostRa00,rec,1,,,,,
player,201912150sfo,sfo,MostRa00,rec_yds,5,,,,,
player,201912150sfo,sfo,MostRa00,rec_td,0,,,,,
player,201912150sfo,sfo,MostRa00,rec_long,5,,,,,
player,201912150sfo,sfo,MostRa00,fumbles,1,,,,,
player,201912150sfo,sfo,MostRa00,fumbles_lost,1,,,,,
player,201912150sfo,sfo,ColeTe01,pass_cmp,0,,,,,
player,201912150sfo,sfo,ColeTe01,pass_att,0,,,,,
player,201912150sfo,sfo,ColeTe01,pass_yds,0,,,,,
player,201912150sfo,sfo,ColeTe01,pass_td,0,,,,,
player,201912150sfo,sfo,ColeTe01,pass_int,0,,,,,
player,201912150sfo,sfo,ColeTe01,pass_sacked,0,,,,,
player,201912150sfo,sfo,ColeTe01,pass_sacked_yds,0,,,,,
player,201912150sfo,sfo,ColeTe01,pass_long,0,,,,,
player,201912150sfo,sfo,ColeTe01,pass_rating,,,,,,
player,201912150sfo,sfo,ColeTe01,rush_att,4,,,,,
player,201912150sfo,sfo,ColeTe01,rush_yds,40,,,,,
player,201912150sfo,sfo,ColeTe01,rush_td,0,,,,,
player,201912150sfo,sfo,ColeTe01,rush_long,37,,,,,
player,201912150sfo,sfo,ColeTe01,targets,1,,,,,
player,201912150sfo,sfo,ColeTe01,rec,0,,,,,
player,201912150sfo,sfo,ColeTe01,rec_yds,0,,,,,
player,201912150sfo,sfo,ColeTe01,rec_td,0,,,,,
player,201912150sfo,sfo,ColeTe01,rec_long,0,,,,,
player,201912150sfo,sfo,ColeTe01,fumbles,0,,,,,
player,201912150sfo,sfo,ColeTe01,fumbles_lost,0,,,,,
player,201912150sfo,sfo,BreiMa00,pass_cmp,0,,,,,
player,201912150sfo,sfo,BreiMa00,pass_att,0,,,,,
player,201912150sfo,sfo,BreiMa00,pass_yds,0,,,,,
player,201912150sfo,sfo,BreiMa00,pass_td,0,,,,,
player,201912150sfo,sfo,BreiMa00,pass_int,0,,,,,
player,201912150sfo,sfo,BreiMa00,pass_sacked,0,,,,,
player,201912150sfo,sfo,BreiMa00,pass_sacked_yds,0,,,,,
player,201912150sfo,sfo,BreiMa00,pass_long,0,,,,,
player,201912150sfo,sfo,BreiMa00,pass_rating,,,,,,
player,201912150sfo,sfo,BreiMa00,rush_att,4,,,,,
player,201912150sfo,sfo,BreiMa00,rush_yds,11,,,,,
player,201912150sfo,sfo,BreiMa00,rush_td,0,,,,,
player,201912150sfo,sfo,BreiMa00,rush_long,9,,,,,
player,201912150sfo,sfo,BreiMa00,targets,2,,,,,
player,201912150sfo,sfo,BreiMa00,rec,2,,,,,
player,201912150sfo,sfo,BreiMa00,rec_yds,6,,,,,
player,201912150sfo,sfo,BreiMa00,rec_td,0,,,,,
player,201912150sfo,sfo,BreiMa00,rec_long,5,,,,,
player,201912150sfo,sfo,BreiMa00,fumbles,2,,,,,
player,201912150sfo,sfo,BreiMa00,fumbles_lost,1,,,,,
player,201912150sfo,sfo,SamuDe00,pass_cmp,0,,,,,
player,201912150sfo,sfo,SamuDe00,pass_att,0,,,,,
player,201912150sfo,sfo,SamuDe00,pass_yds,0,,,,,
player,201912150sfo,sfo,SamuDe00,pass_td,0,,,,,
player,201912150sfo,sfo,SamuDe00,pass_int,0,,,,,
player,201912150sfo,sfo,SamuDe00,pass_sacked,0,,,,,
player,201912150sfo,sfo,SamuDe00,pass_sacked_yds,0,,,,,
player,201912150sfo,sfo,SamuDe00,pass_long,0,,,,,
player,201912150sfo,sfo,SamuDe00,pass_rating,,,,,,
player,201912150sfo,sfo,SamuDe00,rush_att,1,,,,,
player,201912150sfo,sfo,SamuDe00,rush_yds,8,,,,,
player,201912150sfo,sfo,SamuDe00,rush_td,0,,,,,
player,201912150sfo,sfo,SamuDe00,rush_long,8,,,,,
player,201912150sfo,sfo,SamuDe00,targets,3,,,,,
player,201912150sfo,sfo,SamuDe00,rec,1,,,,,
player,201912150sfo,sfo,SamuDe00,rec_yds,29,,,,,
player,201912150sfo,sfo,SamuDe00,rec_td,0,,,,,
player,201912150sfo,sfo,SamuDe00,rec_long,29,,,,,
player,201912150sfo,sfo,SamuDe00,fumbles,0,,,,,
player,201912150sfo,sfo,SamuDe00,fumbles_lost,0,,,,,
player,201912150sfo,sfo,JuszKy00,pass_cmp,0,,,,,
player,201912150sfo,sfo,JuszKy00,pass_att,0,,,,,
player,201912150sfo,sfo,JuszKy00,pass_yds,0,,,,,
player,201912150sfo,sfo,JuszKy00,pass_td,0,,,,,
player,201912150sfo,sfo,JuszKy00,pass_int,0,,,,,
player,201912150sfo,sfo,JuszKy00,pass_sacked,0,,,,,
player,201912150sfo,sfo,JuszKy00,pass_sacked_yds,0,,,,,
player,201912150sfo,sfo,JuszKy00,pass_long,0,,,,,
player,201912150sfo,sfo,JuszKy00,pass_rating,,,,,,
player,201912150sfo,sfo,JuszKy00,rush_att,2,,,,,
player,201912150sfo,sfo,JuszKy00,rush_yds,1,,,,,
player,201912150sfo,sfo,JuszKy00,rush_td,0,,,,,
player,201912150sfo,sfo,JuszKy00,rush_long,2,,,,,
player,201912150sfo,sfo,JuszKy00,targets,2,,,,,
player,201912150sfo,sfo,JuszKy00,rec,2,,,,,
player,201912150sfo,sfo,JuszKy00,rec_yds,6,,,,,
player,201912150sfo,sfo,JuszKy00,rec_td,1,,,,,
player,201912150sfo,sfo,JuszKy00,rec_long,4,,,,,
player,201912150sfo,sfo,JuszKy00,fumbles,0,,,,,
player,201912150sfo,sfo,JuszKy00,fumbles_lost,0,,,,,
player,201912150sfo,sfo,KittGe00,pass_cmp,0,,,,,
player,201912150sfo,sfo,KittGe00,pass_att,0,,,,,
player,201912150sfo,sfo,KittGe00,pass_yds,0,,,,,
player,201912150sfo,sfo,KittGe00,pass_td,0,,,,,
player,201912150sfo,sfo,KittGe00,pass_int,0,,,,,
player,201912150sfo,sfo,KittGe00,pass_sacked,0,,,,,
player,201912150sfo,sfo,KittGe00,pass_sacked_yds,0,,,,,
player,201912150sfo,sfo,KittGe00,pass_long,0,,,,,
player,201912150sfo,sfo,KittGe00,pass_rating,,,,,,
player,201912150sfo,sfo,KittGe00,rush_att,0,,,,,
player,201912150sfo,sfo,KittGe00,rush_yds,0,,,,,
player,201912150sfo,sfo,KittGe00,rush_td,0,,,,,
player,201912150sfo,sfo,KittGe00,rush_long,0,,,,,
player,201912150sfo,sfo,KittGe00,targets,17,,,,,
player,201912150sfo,sfo,KittGe00,rec,13,,,,,
player,201912150sfo,sfo,KittGe00,rec_yds,134,,,,,
player,201912150sfo,sfo,KittGe00,rec_td,0,,,,,
player,201912150sfo,sfo,KittGe00,rec_long,21,,,,,
player,201912150sfo,sfo,KittGe00,fumbles,1,,,,,
player,201912150sfo,sfo,KittGe00,fumbles_lost,0,,,,,
player,201912150sfo,sfo,BourKe00,pass_cmp,0,,,,,
player,201912150sfo,sfo,BourKe00,pass_att,0,,,,,
player,201912150sfo,sfo,BourKe00,pass_yds,0,,,,,
player,201912150sfo,sfo,BourKe00,pass_td,0,,,,,
player,201912150sfo,sfo,BourKe00,pass_int,0,,,,,
player,201912150sfo,sfo,BourKe00,pass_sacked,0,,,,,
player,201912150sfo,sfo,BourKe00,pass_sacked_yds,0,,,,,
player,201912150sfo,sfo,BourKe00,pass_long,0,,,,,
player,201912150sfo,sfo,BourKe00,pass_rating,,,,,,
player,201912150sfo,sfo,BourKe00,rush_att,0,,,,,
player,201912150sfo,sfo,BourKe00,rush_yds,0,,,,,
player,201912150sfo,sfo,BourKe00,rush_td,0,,,,,
player,201912150sfo,sfo,BourKe00,rush_long,0,,,,,
player,201912150sfo,sfo,BourKe00,targets,2,,,,,
player,201912150sfo,sfo,BourKe00,rec,1,,,,,
player,201912150sfo,sfo,BourKe00,rec_yds,11,,,,,
player,201912150sfo,sfo,BourKe00,rec_td,0,,,,,
player,201912150sfo,sfo,BourKe00,rec_long,11,,,,,
player,201912150sfo,sfo,BourKe00,fumbles,0,,,,,
player,201912150sfo,sfo,BourKe00,fumbles_lost,0,,,,,
player,201912150sfo,sfo,SandEm00,pass_cmp,0,,,,,
player,201912150sfo,sfo,SandEm00,pass_att,0,,,,,
player,201912150sfo,sfo,SandEm00,pass_yds,0,,,,,
player,201912150sfo,sfo,SandEm00,pass_td,0,,,,,
player,201912150sfo,sfo,SandEm00,pass_int,0,,,,,
player,201912150sfo,sfo,SandEm00,pass_sacked,0,,,,,
player,201912150sfo,sfo,SandEm00,pass_sacked_yds,0,,,,,
player,201912150sfo,sfo,SandEm00,pass_long,0,,,,,
player,201912150sfo,sfo,SandEm00,pass_rating,,,,,,
player,201912150sfo,sfo,SandEm00,rush_att,0,,,,,
player,201912150sfo,sfo,SandEm00,rush_yds,0,,,,,
player,201912150sfo,sfo,SandEm00,rush_td,0,,,,,
player,201912150sfo,sfo,SandEm00,rush_long,0,,,,,
player,201912150sfo,sfo,SandEm00,targets,4,,,,,
player,201912150sfo,sfo,SandEm00,rec,2,,,,,
player,201912150sfo,sfo,SandEm00,rec_yds,9,,,,,
player,201912150sfo,sfo,SandEm00,rec_td,0,,,,,
player,201912150sfo,sfo,SandEm00,rec_long,5,,,,,
player,201912150sfo,sfo,SandEm00,fumbles,0,,,,,
player,201912150sfo,sfo,SandEm00,fumbles_lost,0,,,,,
player,201912150sfo,atl,BeasVi00,def_int,0,,,,,
player,201912150sfo,atl,BeasVi00,def_int_yds,0,,,,,
player,201912150sfo,atl,BeasVi00,def_int_td,0,,,,,
player,201912150sfo,atl,BeasVi00,def_int_long,0,,,,,
player,201912150sfo,atl,BeasVi00,pass_defended,0,,,,,
player,201912150sfo,atl,BeasVi00,sacks,1.0,,,,,
player,201912150sfo,atl,BeasVi00,tackles_combined,5,,,,,
player,201912150sfo,atl,BeasVi00,tackles_solo,3,,,,,
player,201912150sfo,atl,BeasVi00,tackles_assists,2,,,,,
player,201912150sfo,atl,BeasVi00,tackles_loss,1,,,,,
player,201912150sfo,atl,BeasVi00,qb_hits,1,,,,,
player,201912150sfo,atl,BeasVi00,fumbles_rec,0,,,,,
player,201912150sfo,atl,BeasVi00,fumbles_rec_yds,0,,,,,
player,201912150sfo,atl,BeasVi00,fumbles_rec_td,0,,,,,
player,201912150sfo,atl,BeasVi00,fumbles_forced,0,,,,,
player,201912150sfo,atl,CampDe00,def_int,0,,,,,
player,201912150sfo,atl,CampDe00,def_int_yds,0,,,,,
player,201912150sfo,atl,CampDe00,def_int_td,0,,,,,
player,201912150sfo,atl,CampDe00,def_int_long,0,,,,,
player,201912150sfo,atl,CampDe00,pass_defended,0,,,,,
player,201912150sfo,atl,CampDe00,sacks,0.0,,,,,
player,201912150sfo,atl,CampDe00,tackles_combined,11,,,,,
player,201912150sfo,atl,CampDe00,tackles_solo,6,,,,,
player,201912150sfo,atl,CampDe00,tackles_assists,5,,,,,
player,201912150sfo,atl,CampDe00,tackles_loss,0,,,,,
player,201912150sfo,atl,CampDe00,qb_hits,0,,,,,
player,201912150sfo,atl,CampDe00,fumbles_rec,1,,,,,
player,201912150sfo,atl,CampDe00,fumbles_rec_yds,0,,,,,
player,201912150sfo,atl,CampDe00,fumbles_rec_td,0,,,,,
player,201912150sfo,atl,CampDe00,fumbles_forced,1,,,,,
player,201912150sfo,atl,JoneDe01,def_int,0,,,,,
player,201912150sfo,atl,JoneDe01,def_int_yds,0,,,,,
player,201912150sfo,atl,JoneDe01,def_int_td,0,,,,,
