game,2019,3,20190922,201909220sdg,htx,"Houston Texans",27,sdg,"Los Angeles Chargers",20
team,201909220sdg,htx,First Downs,20,,,,,,
team,201909220sdg,sdg,First Downs,22,,,,,,
team,201909220sdg,htx,Rush-Yds-TDs,19-39-1,,,,,,
team,201909220sdg,sdg,Rush-Yds-TDs,18-73-0,,,,,,
team,201909220sdg,htx,Cmp-Att-Yd-TD-INT,25-34-351-3-0,,,,,,
team,201909220sdg,sdg,Cmp-Att-Yd-TD-INT,31-46-318-2-0,,,,,,
team,201909220sdg,htx,Sacked-Yards,2-14,,,,,,
team,201909220sdg,sdg,Sacked-Yards,5-25,,,,,,
team,201909220sdg,htx,Net Pass Yards,337,,,,,,
team,201909220sdg,sdg,Net Pass Yards,293,,,,,,
team,201909220sdg,htx,Total Yards,376,,,,,,
team,201909220sdg,sdg,Total Yards,366,,,,,,
team,201909220sdg,htx,Fumbles-Lost,2-1,,,,,,
team,201909220sdg,sdg,Fumbles-Lost,1-1,,,,,,
team,201909220sdg,htx,Turnovers,1,,,,,,
team,201909220sdg,sdg,Turnovers,1,,,,,,
team,201909220sdg,htx,Penalties-Yards,6-65,,,,,,
team,201909220sdg,sdg,Penalties-Yards,7-69,,,,,,
team,201909220sdg,htx,Third Down Conv.,6-10,,,,,,
team,201909220sdg,sdg,Third Down Conv.,5-15,,,,,,
team,201909220sdg,htx,Fourth Down Conv.,0-0,,,,,,
team,201909220sdg,sdg,Fourth Down Conv.,2-3,,,,,,
team,201909220sdg,htx,Time of Possession,28:12,,,,,,
team,201909220sdg,sdg,Time of Possession,31:48,,,,,,
player,201909220sdg,htx,WatsDe00,pass_cmp,25,,,,,
player,201909220sdg,htx,WatsDe00,pass_att,34,,,,,
player,201909220sdg,htx,WatsDe00,pass_yds,351,,,,,
player,201909220sdg,htx,WatsDe00,pass_td,3,,,,,
player,201909220sdg,htx,WatsDe00,pass_int,0,,,,,
player,201909220sdg,htx,WatsDe00,pass_sacked,2,,,,,
player,201909220sdg,htx,WatsDe00,pass_sacked_yds,14,,,,,
player,201909220sdg,htx,WatsDe00,pass_long,53,,,,,
player,201909220sdg,htx,WatsDe00,pass_rating,135.8,,,,,
player,201909220sdg,htx,WatsDe00,rush_att,7,,,,,
player,201909220sdg,htx,WatsDe00,rush_yds,18,,,,,
player,201909220sdg,htx,WatsDe00,rush_td,0,,,,,
player,201909220sdg,htx,WatsDe00,rush_long,15,,,,,
player,201909220sdg,htx,WatsDe00,targets,0,,,,,
player,201909220sdg,htx,WatsDe00,rec,0,,,,,
player,201909220sdg,htx,WatsDe00,rec_yds,0,,,,,
player,201909220sdg,htx,WatsDe00,rec_td,0,,,,,
player,201909220sdg,htx,WatsDe00,rec_long,0,,,,,
player,201909220sdg,htx,WatsDe00,fumbles,1,,,,,
player,201909220sdg,htx,WatsDe00,fumbles_lost,1,,,,,
player,201909220sdg,htx,HydeCa00,pass_cmp,0,,,,,
player,201909220sdg,htx,HydeCa00,pass_att,0,,,,,
player,201909220sdg,htx,HydeCa00,pass_yds,0,,,,,
player,201909220sdg,htx,HydeCa00,pass_td,0,,,,,
player,201909220sdg,htx,HydeCa00,pass_int,0,,,,,
player,201909220sdg,htx,HydeCa00,pass_sacked,0,,,,,
player,201909220sdg,htx,HydeCa00,pass_sacked_yds,0,,,,,
player,201909220sdg,htx,HydeCa00,pass_long,0,,,,,
player,201909220sdg,htx,HydeCa00,pass_rating,,,,,,
player,201909220sdg,htx,HydeCa00,rush_att,10,,,,,
player,201909220sdg,htx,HydeCa00,rush_yds,19,,,,,
player,201909220sdg,htx,HydeCa00,rush_td,1,,,,,
player,201909220sdg,htx,HydeCa00,rush_long,10,,,,,
player,201909220sdg,htx,HydeCa00,targets,0,,,,,
player,201909220sdg,htx,HydeCa00,rec,0,,,,,
player,201909220sdg,htx,HydeCa00,rec_yds,0,,,,,
player,201909220sdg,htx,HydeCa00,rec_td,0,,,,,
player,201909220sdg,htx,HydeCa00,rec_long,0,,,,,
player,201909220sdg,htx,HydeCa00,fumbles,0,,,,,
player,201909220sdg,htx,HydeCa00,fumbles_lost,0,,,,,
player,201909220sdg,htx,JohnDu00,pass_cmp,0,,,,,
player,201909220sdg,htx,JohnDu00,pass_att,0,,,,,
player,201909220sdg,htx,JohnDu00,pass_yds,0,,,,,
player,201909220sdg,htx,JohnDu00,pass_td,0,,,,,
player,201909220sdg,htx,JohnDu00,pass_int,0,,,,,
player,201909220sdg,htx,JohnDu00,pass_sacked,0,,,,,
player,201909220sdg,htx,JohnDu00,pass_sacked_yds,0,,,,,
player,201909220sdg,htx,JohnDu00,pass_long,0,,,,,
player,201909220sdg,htx,JohnDu00,pass_rating,,,,,,
player,201909220sdg,htx,JohnDu00,rush_att,2,,,,,
player,201909220sdg,htx,JohnDu00,rush_yds,2,,,,,
player,201909220sdg,htx,JohnDu00,rush_td,0,,,,,
player,201909220sdg,htx,JohnDu00,rush_long,1,,,,,
player,201909220sdg,htx,JohnDu00,targets,3,,,,,
player,201909220sdg,htx,JohnDu00,rec,2,,,,,
player,201909220sdg,htx,JohnDu00,rec_yds,22,,,,,
player,201909220sdg,htx,JohnDu00,rec_td,0,,,,,
player,201909220sdg,htx,JohnDu00,rec_long,15,,,,,
player,201909220sdg,htx,JohnDu00,fumbles,0,,,,,
player,201909220sdg,htx,JohnDu00,fumbles_lost,0,,,,,
player,201909220sdg,htx,StilKe00,pass_cmp,0,,,,,
player,201909220sdg,htx,StilKe00,pass_att,0,,,,,
player,201909220sdg,htx,StilKe00,pass_yds,0,,,,,
player,201909220sdg,htx,StilKe00,pass_td,0,,,,,
player,201909220sdg,htx,StilKe00,pass_int,0,,,,,
player,201909220sdg,htx,StilKe00,pass_sacked,0,,,,,
player,201909220sdg,htx,StilKe00,pass_sacked_yds,0,,,,,
player,201909220sdg,htx,StilKe00,pass_long,0,,,,,
player,201909220sdg,htx,StilKe00,pass_rating,,,,,,
player,201909220sdg,htx,StilKe00,rush_att,0,,,,,
player,201909220sdg,htx,StilKe00,rush_yds,0,,,,,
player,201909220sdg,htx,StilKe00,rush_td,0,,,,,
player,201909220sdg,htx,StilKe00,rush_long,0,,,,,
player,201909220sdg,htx,StilKe00,targets,6,,,,,
player,201909220sdg,htx,StilKe00,rec,4,,,,,
player,201909220sdg,htx,StilKe00,rec_yds,89,,,,,
player,201909220sdg,htx,StilKe00,rec_td,0,,,,,
player,201909220sdg,htx,StilKe00,rec_long,38,,,,,
player,201909220sdg,htx,StilKe00,fumbles,0,,,,,
player,201909220sdg,htx,StilKe00,fumbles_lost,0,,,,,
player,201909220sdg,htx,AkinJo00,pass_cmp,0,,,,,
player,201909220sdg,htx,AkinJo00,pass_att,0,,,,,
player,201909220sdg,htx,AkinJo00,pass_yds,0,,,,,
player,201909220sdg,htx,AkinJo00,pass_td,0,,,,,
player,201909220sdg,htx,AkinJo00,pass_int,0,,,,,
player,201909220sdg,htx,AkinJo00,pass_sacked,0,,,,,
player,201909220sdg,htx,AkinJo00,pass_sacked_yds,0,,,,,
player,201909220sdg,htx,AkinJo00,pass_long,0,,,,,
player,201909220sdg,htx,AkinJo00,pass_rating,,,,,,
player,201909220sdg,htx,AkinJo00,rush_att,0,,,,,
player,201909220sdg,htx,AkinJo00,rush_yds,0,,,,,
player,201909220sdg,htx,AkinJo00,rush_td,0,,,,,
player,201909220sdg,htx,AkinJo00,rush_long,0,,,,,
player,201909220sdg,htx,AkinJo00,targets,5,,,,,
player,201909220sdg,htx,AkinJo00,rec,3,,,,,
player,201909220sdg,htx,AkinJo00,rec_yds,73,,,,,
player,201909220sdg,htx,AkinJo00,rec_td,2,,,,,
player,201909220sdg,htx,AkinJo00,rec_long,53,,,,,
player,201909220sdg,htx,AkinJo00,fumbles,0,,,,,
player,201909220sdg,htx,AkinJo00,fumbles_lost,0,,,,,
player,201909220sdg,htx,HopkDe00,pass_cmp,0,,,,,
player,201909220sdg,htx,HopkDe00,pass_att,0,,,,,
player,201909220sdg,htx,HopkDe00,pass_yds,0,,,,,
player,201909220sdg,htx,HopkDe00,pass_td,0,,,,,
player,201909220sdg,htx,HopkDe00,pass_int,0,,,,,
player,201909220sdg,htx,HopkDe00,pass_sacked,0,,,,,
player,201909220sdg,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201909220sdg,htx,HopkDe00,pass_long,0,,,,,
player,201909220sdg,htx,HopkDe00,pass_rating,,,,,,
player,201909220sdg,htx,HopkDe00,rush_att,0,,,,,
player,201909220sdg,htx,HopkDe00,rush_yds,0,,,,,
player,201909220sdg,htx,HopkDe00,rush_td,0,,,,,
player,201909220sdg,htx,HopkDe00,rush_long,0,,,,,
player,201909220sdg,htx,HopkDe00,targets,7,,,,,
player,201909220sdg,htx,HopkDe00,rec,6,,,,,
player,201909220sdg,htx,HopkDe00,rec_yds,67,,,,,
player,201909220sdg,htx,HopkDe00,rec_td,0,,,,,
player,201909220sdg,htx,HopkDe00,rec_long,34,,,,,
player,201909220sdg,htx,HopkDe00,fumbles,0,,,,,
player,201909220sdg,htx,HopkDe00,fumbles_lost,0,,,,,
player,201909220sdg,htx,FullWi01,pass_cmp,0,,,,,
player,201909220sdg,htx,FullWi01,pass_att,0,,,,,
player,201909220sdg,htx,FullWi01,pass_yds,0,,,,,
player,201909220sdg,htx,FullWi01,pass_td,0,,,,,
player,201909220sdg,htx,FullWi01,pass_int,0,,,,,
player,201909220sdg,htx,FullWi01,pass_sacked,0,,,,,
player,201909220sdg,htx,FullWi01,pass_sacked_yds,0,,,,,
player,201909220sdg,htx,FullWi01,pass_long,0,,,,,
player,201909220sdg,htx,FullWi01,pass_rating,,,,,,
player,201909220sdg,htx,FullWi01,rush_att,0,,,,,
player,201909220sdg,htx,FullWi01,rush_yds,0,,,,,
player,201909220sdg,htx,FullWi01,rush_td,0,,,,,
player,201909220sdg,htx,FullWi01,rush_long,0,,,,,
player,201909220sdg,htx,FullWi01,targets,7,,,,,
player,201909220sdg,htx,FullWi01,rec,5,,,,,
player,201909220sdg,htx,FullWi01,rec_yds,51,,,,,
player,201909220sdg,htx,FullWi01,rec_td,0,,,,,
player,201909220sdg,htx,FullWi01,rec_long,30,,,,,
player,201909220sdg,htx,FullWi01,fumbles,0,,,,,
player,201909220sdg,htx,FullWi01,fumbles_lost,0,,,,,
player,201909220sdg,htx,FellDa01,pass_cmp,0,,,,,
player,201909220sdg,htx,FellDa01,pass_att,0,,,,,
player,201909220sdg,htx,FellDa01,pass_yds,0,,,,,
player,201909220sdg,htx,FellDa01,pass_td,0,,,,,
player,201909220sdg,htx,FellDa01,pass_int,0,,,,,
player,201909220sdg,htx,FellDa01,pass_sacked,0,,,,,
player,201909220sdg,htx,FellDa01,pass_sacked_yds,0,,,,,
player,201909220sdg,htx,FellDa01,pass_long,0,,,,,
player,201909220sdg,htx,FellDa01,pass_rating,,,,,,
player,201909220sdg,htx,FellDa01,rush_att,0,,,,,
player,201909220sdg,htx,FellDa01,rush_yds,0,,,,,
player,201909220sdg,htx,FellDa01,rush_td,0,,,,,
player,201909220sdg,htx,FellDa01,rush_long,0,,,,,
player,201909220sdg,htx,FellDa01,targets,6,,,,,
player,201909220sdg,htx,FellDa01,rec,5,,,,,
player,201909220sdg,htx,FellDa01,rec_yds,49,,,,,
player,201909220sdg,htx,FellDa01,rec_td,1,,,,,
player,201909220sdg,htx,FellDa01,rec_long,16,,,,,
player,201909220sdg,htx,FellDa01,fumbles,0,,,,,
player,201909220sdg,htx,FellDa01,fumbles_lost,0,,,,,
player,201909220sdg,sdg,RivePh00,pass_cmp,31,,,,,
player,201909220sdg,sdg,RivePh00,pass_att,46,,,,,
player,201909220sdg,sdg,RivePh00,pass_yds,318,,,,,
player,201909220sdg,sdg,RivePh00,pass_td,2,,,,,
player,201909220sdg,sdg,RivePh00,pass_int,0,,,,,
player,201909220sdg,sdg,RivePh00,pass_sacked,5,,,,,
player,201909220sdg,sdg,RivePh00,pass_sacked_yds,25,,,,,
player,201909220sdg,sdg,RivePh00,pass_long,34,,,,,
player,201909220sdg,sdg,RivePh00,pass_rating,101.5,,,,,
player,201909220sdg,sdg,RivePh00,rush_att,2,,,,,
player,201909220sdg,sdg,RivePh00,rush_yds,9,,,,,
player,201909220sdg,sdg,RivePh00,rush_td,0,,,,,
player,201909220sdg,sdg,RivePh00,rush_long,8,,,,,
player,201909220sdg,sdg,RivePh00,targets,0,,,,,
player,201909220sdg,sdg,RivePh00,rec,0,,,,,
player,201909220sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201909220sdg,sdg,RivePh00,rec_td,0,,,,,
player,201909220sdg,sdg,RivePh00,rec_long,0,,,,,
player,201909220sdg,sdg,RivePh00,fumbles,1,,,,,
player,201909220sdg,sdg,RivePh00,fumbles_lost,1,,,,,
player,201909220sdg,sdg,EkelAu00,pass_cmp,0,,,,,
player,201909220sdg,sdg,EkelAu00,pass_att,0,,,,,
player,201909220sdg,sdg,EkelAu00,pass_yds,0,,,,,
player,201909220sdg,sdg,EkelAu00,pass_td,0,,,,,
player,201909220sdg,sdg,EkelAu00,pass_int,0,,,,,
player,201909220sdg,sdg,EkelAu00,pass_sacked,0,,,,,
player,201909220sdg,sdg,EkelAu00,pass_sacked_yds,0,,,,,
player,201909220sdg,sdg,EkelAu00,pass_long,0,,,,,
player,201909220sdg,sdg,EkelAu00,pass_rating,,,,,,
player,201909220sdg,sdg,EkelAu00,rush_att,9,,,,,
player,201909220sdg,sdg,EkelAu00,rush_yds,36,,,,,
player,201909220sdg,sdg,EkelAu00,rush_td,0,,,,,
player,201909220sdg,sdg,EkelAu00,rush_long,11,,,,,
player,201909220sdg,sdg,EkelAu00,targets,7,,,,,
player,201909220sdg,sdg,EkelAu00,rec,7,,,,,
player,201909220sdg,sdg,EkelAu00,rec_yds,45,,,,,
player,201909220sdg,sdg,EkelAu00,rec_td,0,,,,,
player,201909220sdg,sdg,EkelAu00,rec_long,13,,,,,
player,201909220sdg,sdg,EkelAu00,fumbles,0,,,,,
player,201909220sdg,sdg,EkelAu00,fumbles_lost,0,,,,,
player,201909220sdg,sdg,JackJu01,pass_cmp,0,,,,,
player,201909220sdg,sdg,JackJu01,pass_att,0,,,,,
player,201909220sdg,sdg,JackJu01,pass_yds,0,,,,,
player,201909220sdg,sdg,JackJu01,pass_td,0,,,,,
player,201909220sdg,sdg,JackJu01,pass_int,0,,,,,
player,201909220sdg,sdg,JackJu01,pass_sacked,0,,,,,
player,201909220sdg,sdg,JackJu01,pass_sacked_yds,0,,,,,
player,201909220sdg,sdg,JackJu01,pass_long,0,,,,,
player,201909220sdg,sdg,JackJu01,pass_rating,,,,,,
player,201909220sdg,sdg,JackJu01,rush_att,5,,,,,
player,201909220sdg,sdg,JackJu01,rush_yds,26,,,,,
player,201909220sdg,sdg,JackJu01,rush_td,0,,,,,
player,201909220sdg,sdg,JackJu01,rush_long,10,,,,,
player,201909220sdg,sdg,JackJu01,targets,4,,,,,
player,201909220sdg,sdg,JackJu01,rec,4,,,,,
player,201909220sdg,sdg,JackJu01,rec_yds,4,,,,,
player,201909220sdg,sdg,JackJu01,rec_td,0,,,,,
player,201909220sdg,sdg,JackJu01,rec_long,9,,,,,
player,201909220sdg,sdg,JackJu01,fumbles,0,,,,,
player,201909220sdg,sdg,JackJu01,fumbles_lost,0,,,,,
player,201909220sdg,sdg,AlleKe00,pass_cmp,0,,,,,
player,201909220sdg,sdg,AlleKe00,pass_att,0,,,,,
player,201909220sdg,sdg,AlleKe00,pass_yds,0,,,,,
player,201909220sdg,sdg,AlleKe00,pass_td,0,,,,,
