game,2019,3,20190922,201909220sdg,htx,"Houston Texans",27,sdg,"Los Angeles Chargers",20
player,201909220sdg,sdg,AlleKe00,pass_int,0,,,,,
player,201909220sdg,sdg,AlleKe00,pass_sacked,0,,,,,
player,201909220sdg,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201909220sdg,sdg,AlleKe00,pass_long,0,,,,,
player,201909220sdg,sdg,AlleKe00,pass_rating,,,,,,
player,201909220sdg,sdg,AlleKe00,rush_att,1,,,,,
player,201909220sdg,sdg,AlleKe00,rush_yds,3,,,,,
player,201909220sdg,sdg,AlleKe00,rush_td,0,,,,,
player,201909220sdg,sdg,AlleKe00,rush_long,3,,,,,
player,201909220sdg,sdg,AlleKe00,targets,17,,,,,
player,201909220sdg,sdg,AlleKe00,rec,13,,,,,
player,201909220sdg,sdg,AlleKe00,rec_yds,183,,,,,
player,201909220sdg,sdg,AlleKe00,rec_td,2,,,,,
player,201909220sdg,sdg,AlleKe00,rec_long,34,,,,,
player,201909220sdg,sdg,AlleKe00,fumbles,0,,,,,
player,201909220sdg,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201909220sdg,sdg,WillMi07,pass_cmp,0,,,,,
player,201909220sdg,sdg,WillMi07,pass_att,0,,,,,
player,201909220sdg,sdg,WillMi07,pass_yds,0,,,,,
player,201909220sdg,sdg,WillMi07,pass_td,0,,,,,
player,201909220sdg,sdg,WillMi07,pass_int,0,,,,,
player,201909220sdg,sdg,WillMi07,pass_sacked,0,,,,,
player,201909220sdg,sdg,WillMi07,pass_sacked_yds,0,,,,,
player,201909220sdg,sdg,WillMi07,pass_long,0,,,,,
player,201909220sdg,sdg,WillMi07,pass_rating,,,,,,
player,201909220sdg,sdg,WillMi07,rush_att,0,,,,,
player,201909220sdg,sdg,WillMi07,rush_yds,0,,,,,
player,201909220sdg,sdg,WillMi07,rush_td,0,,,,,
player,201909220sdg,sdg,WillMi07,rush_long,0,,,,,
player,201909220sdg,sdg,WillMi07,targets,7,,,,,
player,201909220sdg,sdg,WillMi07,rec,3,,,,,
player,201909220sdg,sdg,WillMi07,rec_yds,45,,,,,
player,201909220sdg,sdg,WillMi07,rec_td,0,,,,,
player,201909220sdg,sdg,WillMi07,rec_long,20,,,,,
player,201909220sdg,sdg,WillMi07,fumbles,0,,,,,
player,201909220sdg,sdg,WillMi07,fumbles_lost,0,,,,,
player,201909220sdg,sdg,InmaDo00,pass_cmp,0,,,,,
player,201909220sdg,sdg,InmaDo00,pass_att,0,,,,,
player,201909220sdg,sdg,InmaDo00,pass_yds,0,,,,,
player,201909220sdg,sdg,InmaDo00,pass_td,0,,,,,
player,201909220sdg,sdg,InmaDo00,pass_int,0,,,,,
player,201909220sdg,sdg,InmaDo00,pass_sacked,0,,,,,
player,201909220sdg,sdg,InmaDo00,pass_sacked_yds,0,,,,,
player,201909220sdg,sdg,InmaDo00,pass_long,0,,,,,
player,201909220sdg,sdg,InmaDo00,pass_rating,,,,,,
player,201909220sdg,sdg,InmaDo00,rush_att,0,,,,,
player,201909220sdg,sdg,InmaDo00,rush_yds,0,,,,,
player,201909220sdg,sdg,InmaDo00,rush_td,0,,,,,
player,201909220sdg,sdg,InmaDo00,rush_long,0,,,,,
player,201909220sdg,sdg,InmaDo00,targets,3,,,,,
player,201909220sdg,sdg,InmaDo00,rec,1,,,,,
player,201909220sdg,sdg,InmaDo00,rec_yds,23,,,,,
player,201909220sdg,sdg,InmaDo00,rec_td,0,,,,,
player,201909220sdg,sdg,InmaDo00,rec_long,23,,,,,
player,201909220sdg,sdg,InmaDo00,fumbles,0,,,,,
player,201909220sdg,sdg,InmaDo00,fumbles_lost,0,,,,,
player,201909220sdg,sdg,KendLa00,pass_cmp,0,,,,,
player,201909220sdg,sdg,KendLa00,pass_att,0,,,,,
player,201909220sdg,sdg,KendLa00,pass_yds,0,,,,,
player,201909220sdg,sdg,KendLa00,pass_td,0,,,,,
player,201909220sdg,sdg,KendLa00,pass_int,0,,,,,
player,201909220sdg,sdg,KendLa00,pass_sacked,0,,,,,
player,201909220sdg,sdg,KendLa00,pass_sacked_yds,0,,,,,
player,201909220sdg,sdg,KendLa00,pass_long,0,,,,,
player,201909220sdg,sdg,KendLa00,pass_rating,,,,,,
player,201909220sdg,sdg,KendLa00,rush_att,0,,,,,
player,201909220sdg,sdg,KendLa00,rush_yds,0,,,,,
player,201909220sdg,sdg,KendLa00,rush_td,0,,,,,
player,201909220sdg,sdg,KendLa00,rush_long,0,,,,,
player,201909220sdg,sdg,KendLa00,targets,2,,,,,
player,201909220sdg,sdg,KendLa00,rec,1,,,,,
player,201909220sdg,sdg,KendLa00,rec_yds,13,,,,,
player,201909220sdg,sdg,KendLa00,rec_td,0,,,,,
player,201909220sdg,sdg,KendLa00,rec_long,13,,,,,
player,201909220sdg,sdg,KendLa00,fumbles,0,,,,,
player,201909220sdg,sdg,KendLa00,fumbles_lost,0,,,,,
player,201909220sdg,sdg,BenjTr00,pass_cmp,0,,,,,
player,201909220sdg,sdg,BenjTr00,pass_att,0,,,,,
player,201909220sdg,sdg,BenjTr00,pass_yds,0,,,,,
player,201909220sdg,sdg,BenjTr00,pass_td,0,,,,,
player,201909220sdg,sdg,BenjTr00,pass_int,0,,,,,
player,201909220sdg,sdg,BenjTr00,pass_sacked,0,,,,,
player,201909220sdg,sdg,BenjTr00,pass_sacked_yds,0,,,,,
player,201909220sdg,sdg,BenjTr00,pass_long,0,,,,,
player,201909220sdg,sdg,BenjTr00,pass_rating,,,,,,
player,201909220sdg,sdg,BenjTr00,rush_att,0,,,,,
player,201909220sdg,sdg,BenjTr00,rush_yds,0,,,,,
player,201909220sdg,sdg,BenjTr00,rush_td,0,,,,,
player,201909220sdg,sdg,BenjTr00,rush_long,0,,,,,
player,201909220sdg,sdg,BenjTr00,targets,5,,,,,
player,201909220sdg,sdg,BenjTr00,rec,2,,,,,
player,201909220sdg,sdg,BenjTr00,rec_yds,5,,,,,
player,201909220sdg,sdg,BenjTr00,rec_td,0,,,,,
player,201909220sdg,sdg,BenjTr00,rec_long,12,,,,,
player,201909220sdg,sdg,BenjTr00,fumbles,0,,,,,
player,201909220sdg,sdg,BenjTr00,fumbles_lost,0,,,,,
player,201909220sdg,sdg,CulkSe00,pass_cmp,0,,,,,
player,201909220sdg,sdg,CulkSe00,pass_att,0,,,,,
player,201909220sdg,sdg,CulkSe00,pass_yds,0,,,,,
player,201909220sdg,sdg,CulkSe00,pass_td,0,,,,,
player,201909220sdg,sdg,CulkSe00,pass_int,0,,,,,
player,201909220sdg,sdg,CulkSe00,pass_sacked,0,,,,,
player,201909220sdg,sdg,CulkSe00,pass_sacked_yds,0,,,,,
player,201909220sdg,sdg,CulkSe00,pass_long,0,,,,,
player,201909220sdg,sdg,CulkSe00,pass_rating,,,,,,
player,201909220sdg,sdg,CulkSe00,rush_att,0,,,,,
player,201909220sdg,sdg,CulkSe00,rush_yds,0,,,,,
player,201909220sdg,sdg,CulkSe00,rush_td,0,,,,,
player,201909220sdg,sdg,CulkSe00,rush_long,0,,,,,
player,201909220sdg,sdg,CulkSe00,targets,1,,,,,
player,201909220sdg,sdg,CulkSe00,rec,0,,,,,
player,201909220sdg,sdg,CulkSe00,rec_yds,0,,,,,
player,201909220sdg,sdg,CulkSe00,rec_td,0,,,,,
player,201909220sdg,sdg,CulkSe00,rec_long,0,,,,,
player,201909220sdg,sdg,CulkSe00,fumbles,0,,,,,
player,201909220sdg,sdg,CulkSe00,fumbles_lost,0,,,,,
player,201909220sdg,sdg,WattDe00,pass_cmp,0,,,,,
player,201909220sdg,sdg,WattDe00,pass_att,0,,,,,
player,201909220sdg,sdg,WattDe00,pass_yds,0,,,,,
player,201909220sdg,sdg,WattDe00,pass_td,0,,,,,
player,201909220sdg,sdg,WattDe00,pass_int,0,,,,,
player,201909220sdg,sdg,WattDe00,pass_sacked,0,,,,,
player,201909220sdg,sdg,WattDe00,pass_sacked_yds,0,,,,,
player,201909220sdg,sdg,WattDe00,pass_long,0,,,,,
player,201909220sdg,sdg,WattDe00,pass_rating,,,,,,
player,201909220sdg,sdg,WattDe00,rush_att,1,,,,,
player,201909220sdg,sdg,WattDe00,rush_yds,-1,,,,,
player,201909220sdg,sdg,WattDe00,rush_td,0,,,,,
player,201909220sdg,sdg,WattDe00,rush_long,-1,,,,,
player,201909220sdg,sdg,WattDe00,targets,0,,,,,
player,201909220sdg,sdg,WattDe00,rec,0,,,,,
player,201909220sdg,sdg,WattDe00,rec_yds,0,,,,,
player,201909220sdg,sdg,WattDe00,rec_td,0,,,,,
player,201909220sdg,sdg,WattDe00,rec_long,0,,,,,
player,201909220sdg,sdg,WattDe00,fumbles,0,,,,,
player,201909220sdg,sdg,WattDe00,fumbles_lost,0,,,,,
player,201909220sdg,htx,WattJ.00,def_int,0,,,,,
player,201909220sdg,htx,WattJ.00,def_int_yds,0,,,,,
player,201909220sdg,htx,WattJ.00,def_int_td,0,,,,,
player,201909220sdg,htx,WattJ.00,def_int_long,0,,,,,
player,201909220sdg,htx,WattJ.00,pass_defended,0,,,,,
player,201909220sdg,htx,WattJ.00,sacks,2.0,,,,,
player,201909220sdg,htx,WattJ.00,tackles_combined,5,,,,,
player,201909220sdg,htx,WattJ.00,tackles_solo,3,,,,,
player,201909220sdg,htx,WattJ.00,tackles_assists,2,,,,,
player,201909220sdg,htx,WattJ.00,tackles_loss,2,,,,,
player,201909220sdg,htx,WattJ.00,qb_hits,5,,,,,
player,201909220sdg,htx,WattJ.00,fumbles_rec,0,,,,,
player,201909220sdg,htx,WattJ.00,fumbles_rec_yds,0,,,,,
player,201909220sdg,htx,WattJ.00,fumbles_rec_td,0,,,,,
player,201909220sdg,htx,WattJ.00,fumbles_forced,0,,,,,
player,201909220sdg,htx,ReadD.00,def_int,0,,,,,
player,201909220sdg,htx,ReadD.00,def_int_yds,0,,,,,
player,201909220sdg,htx,ReadD.00,def_int_td,0,,,,,
player,201909220sdg,htx,ReadD.00,def_int_long,0,,,,,
player,201909220sdg,htx,ReadD.00,pass_defended,0,,,,,
player,201909220sdg,htx,ReadD.00,sacks,1.5,,,,,
player,201909220sdg,htx,ReadD.00,tackles_combined,3,,,,,
player,201909220sdg,htx,ReadD.00,tackles_solo,1,,,,,
player,201909220sdg,htx,ReadD.00,tackles_assists,2,,,,,
player,201909220sdg,htx,ReadD.00,tackles_loss,1,,,,,
player,201909220sdg,htx,ReadD.00,qb_hits,3,,,,,
player,201909220sdg,htx,ReadD.00,fumbles_rec,0,,,,,
player,201909220sdg,htx,ReadD.00,fumbles_rec_yds,0,,,,,
player,201909220sdg,htx,ReadD.00,fumbles_rec_td,0,,,,,
player,201909220sdg,htx,ReadD.00,fumbles_forced,0,,,,,
player,201909220sdg,htx,MercWh00,def_int,0,,,,,
player,201909220sdg,htx,MercWh00,def_int_yds,0,,,,,
player,201909220sdg,htx,MercWh00,def_int_td,0,,,,,
player,201909220sdg,htx,MercWh00,def_int_long,0,,,,,
player,201909220sdg,htx,MercWh00,pass_defended,0,,,,,
player,201909220sdg,htx,MercWh00,sacks,1.0,,,,,
player,201909220sdg,htx,MercWh00,tackles_combined,5,,,,,
player,201909220sdg,htx,MercWh00,tackles_solo,5,,,,,
player,201909220sdg,htx,MercWh00,tackles_assists,0,,,,,
player,201909220sdg,htx,MercWh00,tackles_loss,2,,,,,
player,201909220sdg,htx,MercWh00,qb_hits,1,,,,,
player,201909220sdg,htx,MercWh00,fumbles_rec,0,,,,,
player,201909220sdg,htx,MercWh00,fumbles_rec_yds,0,,,,,
player,201909220sdg,htx,MercWh00,fumbles_rec_td,0,,,,,
player,201909220sdg,htx,MercWh00,fumbles_forced,1,,,,,
player,201909220sdg,htx,McKiBe00,def_int,0,,,,,
player,201909220sdg,htx,McKiBe00,def_int_yds,0,,,,,
player,201909220sdg,htx,McKiBe00,def_int_td,0,,,,,
player,201909220sdg,htx,McKiBe00,def_int_long,0,,,,,
player,201909220sdg,htx,McKiBe00,pass_defended,0,,,,,
player,201909220sdg,htx,McKiBe00,sacks,0.5,,,,,
player,201909220sdg,htx,McKiBe00,tackles_combined,7,,,,,
player,201909220sdg,htx,McKiBe00,tackles_solo,3,,,,,
