game,2019,1,20190908,201909080tam,sfo,"San Francisco 49ers",31,tam,"Tampa Bay Buccaneers",17
player,201909080tam,sfo,MostRa00,pass_sacked,0,,,,,
player,201909080tam,sfo,MostRa00,pass_sacked_yds,0,,,,,
player,201909080tam,sfo,MostRa00,pass_long,0,,,,,
player,201909080tam,sfo,MostRa00,pass_rating,,,,,,
player,201909080tam,sfo,MostRa00,rush_att,9,,,,,
player,201909080tam,sfo,MostRa00,rush_yds,40,,,,,
player,201909080tam,sfo,MostRa00,rush_td,0,,,,,
player,201909080tam,sfo,MostRa00,rush_long,18,,,,,
player,201909080tam,sfo,MostRa00,targets,1,,,,,
player,201909080tam,sfo,MostRa00,rec,1,,,,,
player,201909080tam,sfo,MostRa00,rec_yds,0,,,,,
player,201909080tam,sfo,MostRa00,rec_td,0,,,,,
player,201909080tam,sfo,MostRa00,rec_long,0,,,,,
player,201909080tam,sfo,MostRa00,fumbles,0,,,,,
player,201909080tam,sfo,MostRa00,fumbles_lost,0,,,,,
player,201909080tam,sfo,BreiMa00,pass_cmp,0,,,,,
player,201909080tam,sfo,BreiMa00,pass_att,0,,,,,
player,201909080tam,sfo,BreiMa00,pass_yds,0,,,,,
player,201909080tam,sfo,BreiMa00,pass_td,0,,,,,
player,201909080tam,sfo,BreiMa00,pass_int,0,,,,,
player,201909080tam,sfo,BreiMa00,pass_sacked,0,,,,,
player,201909080tam,sfo,BreiMa00,pass_sacked_yds,0,,,,,
player,201909080tam,sfo,BreiMa00,pass_long,0,,,,,
player,201909080tam,sfo,BreiMa00,pass_rating,,,,,,
player,201909080tam,sfo,BreiMa00,rush_att,15,,,,,
player,201909080tam,sfo,BreiMa00,rush_yds,37,,,,,
player,201909080tam,sfo,BreiMa00,rush_td,0,,,,,
player,201909080tam,sfo,BreiMa00,rush_long,13,,,,,
player,201909080tam,sfo,BreiMa00,targets,1,,,,,
player,201909080tam,sfo,BreiMa00,rec,0,,,,,
player,201909080tam,sfo,BreiMa00,rec_yds,0,,,,,
player,201909080tam,sfo,BreiMa00,rec_td,0,,,,,
player,201909080tam,sfo,BreiMa00,rec_long,0,,,,,
player,201909080tam,sfo,BreiMa00,fumbles,0,,,,,
player,201909080tam,sfo,BreiMa00,fumbles_lost,0,,,,,
player,201909080tam,sfo,ColeTe01,pass_cmp,0,,,,,
player,201909080tam,sfo,ColeTe01,pass_att,0,,,,,
player,201909080tam,sfo,ColeTe01,pass_yds,0,,,,,
player,201909080tam,sfo,ColeTe01,pass_td,0,,,,,
player,201909080tam,sfo,ColeTe01,pass_int,0,,,,,
player,201909080tam,sfo,ColeTe01,pass_sacked,0,,,,,
player,201909080tam,sfo,ColeTe01,pass_sacked_yds,0,,,,,
player,201909080tam,sfo,ColeTe01,pass_long,0,,,,,
player,201909080tam,sfo,ColeTe01,pass_rating,,,,,,
player,201909080tam,sfo,ColeTe01,rush_att,6,,,,,
player,201909080tam,sfo,ColeTe01,rush_yds,23,,,,,
player,201909080tam,sfo,ColeTe01,rush_td,0,,,,,
player,201909080tam,sfo,ColeTe01,rush_long,12,,,,,
player,201909080tam,sfo,ColeTe01,targets,3,,,,,
player,201909080tam,sfo,ColeTe01,rec,2,,,,,
player,201909080tam,sfo,ColeTe01,rec_yds,33,,,,,
player,201909080tam,sfo,ColeTe01,rec_td,0,,,,,
player,201909080tam,sfo,ColeTe01,rec_long,31,,,,,
player,201909080tam,sfo,ColeTe01,fumbles,0,,,,,
player,201909080tam,sfo,ColeTe01,fumbles_lost,0,,,,,
player,201909080tam,sfo,KittGe00,pass_cmp,0,,,,,
player,201909080tam,sfo,KittGe00,pass_att,0,,,,,
player,201909080tam,sfo,KittGe00,pass_yds,0,,,,,
player,201909080tam,sfo,KittGe00,pass_td,0,,,,,
player,201909080tam,sfo,KittGe00,pass_int,0,,,,,
player,201909080tam,sfo,KittGe00,pass_sacked,0,,,,,
player,201909080tam,sfo,KittGe00,pass_sacked_yds,0,,,,,
player,201909080tam,sfo,KittGe00,pass_long,0,,,,,
player,201909080tam,sfo,KittGe00,pass_rating,,,,,,
player,201909080tam,sfo,KittGe00,rush_att,0,,,,,
player,201909080tam,sfo,KittGe00,rush_yds,0,,,,,
player,201909080tam,sfo,KittGe00,rush_td,0,,,,,
player,201909080tam,sfo,KittGe00,rush_long,0,,,,,
player,201909080tam,sfo,KittGe00,targets,10,,,,,
player,201909080tam,sfo,KittGe00,rec,8,,,,,
player,201909080tam,sfo,KittGe00,rec_yds,54,,,,,
player,201909080tam,sfo,KittGe00,rec_td,0,,,,,
player,201909080tam,sfo,KittGe00,rec_long,19,,,,,
player,201909080tam,sfo,KittGe00,fumbles,0,,,,,
player,201909080tam,sfo,KittGe00,fumbles_lost,0,,,,,
player,201909080tam,sfo,JameRi00,pass_cmp,0,,,,,
player,201909080tam,sfo,JameRi00,pass_att,0,,,,,
player,201909080tam,sfo,JameRi00,pass_yds,0,,,,,
player,201909080tam,sfo,JameRi00,pass_td,0,,,,,
player,201909080tam,sfo,JameRi00,pass_int,0,,,,,
player,201909080tam,sfo,JameRi00,pass_sacked,0,,,,,
player,201909080tam,sfo,JameRi00,pass_sacked_yds,0,,,,,
player,201909080tam,sfo,JameRi00,pass_long,0,,,,,
player,201909080tam,sfo,JameRi00,pass_rating,,,,,,
player,201909080tam,sfo,JameRi00,rush_att,0,,,,,
player,201909080tam,sfo,JameRi00,rush_yds,0,,,,,
player,201909080tam,sfo,JameRi00,rush_td,0,,,,,
player,201909080tam,sfo,JameRi00,rush_long,0,,,,,
player,201909080tam,sfo,JameRi00,targets,2,,,,,
player,201909080tam,sfo,JameRi00,rec,1,,,,,
player,201909080tam,sfo,JameRi00,rec_yds,39,,,,,
player,201909080tam,sfo,JameRi00,rec_td,1,,,,,
player,201909080tam,sfo,JameRi00,rec_long,39,,,,,
player,201909080tam,sfo,JameRi00,fumbles,0,,,,,
player,201909080tam,sfo,JameRi00,fumbles_lost,0,,,,,
player,201909080tam,sfo,SamuDe00,pass_cmp,0,,,,,
player,201909080tam,sfo,SamuDe00,pass_att,0,,,,,
player,201909080tam,sfo,SamuDe00,pass_yds,0,,,,,
player,201909080tam,sfo,SamuDe00,pass_td,0,,,,,
player,201909080tam,sfo,SamuDe00,pass_int,0,,,,,
player,201909080tam,sfo,SamuDe00,pass_sacked,0,,,,,
player,201909080tam,sfo,SamuDe00,pass_sacked_yds,0,,,,,
player,201909080tam,sfo,SamuDe00,pass_long,0,,,,,
player,201909080tam,sfo,SamuDe00,pass_rating,,,,,,
player,201909080tam,sfo,SamuDe00,rush_att,0,,,,,
player,201909080tam,sfo,SamuDe00,rush_yds,0,,,,,
player,201909080tam,sfo,SamuDe00,rush_td,0,,,,,
player,201909080tam,sfo,SamuDe00,rush_long,0,,,,,
player,201909080tam,sfo,SamuDe00,targets,3,,,,,
player,201909080tam,sfo,SamuDe00,rec,3,,,,,
player,201909080tam,sfo,SamuDe00,rec_yds,17,,,,,
player,201909080tam,sfo,SamuDe00,rec_td,0,,,,,
player,201909080tam,sfo,SamuDe00,rec_long,14,,,,,
player,201909080tam,sfo,SamuDe00,fumbles,1,,,,,
player,201909080tam,sfo,SamuDe00,fumbles_lost,1,,,,,
player,201909080tam,sfo,BourKe00,pass_cmp,0,,,,,
player,201909080tam,sfo,BourKe00,pass_att,0,,,,,
player,201909080tam,sfo,BourKe00,pass_yds,0,,,,,
player,201909080tam,sfo,BourKe00,pass_td,0,,,,,
player,201909080tam,sfo,BourKe00,pass_int,0,,,,,
player,201909080tam,sfo,BourKe00,pass_sacked,0,,,,,
player,201909080tam,sfo,BourKe00,pass_sacked_yds,0,,,,,
player,201909080tam,sfo,BourKe00,pass_long,0,,,,,
player,201909080tam,sfo,BourKe00,pass_rating,,,,,,
player,201909080tam,sfo,BourKe00,rush_att,0,,,,,
player,201909080tam,sfo,BourKe00,rush_yds,0,,,,,
player,201909080tam,sfo,BourKe00,rush_td,0,,,,,
player,201909080tam,sfo,BourKe00,rush_long,0,,,,,
player,201909080tam,sfo,BourKe00,targets,3,,,,,
player,201909080tam,sfo,BourKe00,rec,1,,,,,
player,201909080tam,sfo,BourKe00,rec_yds,9,,,,,
player,201909080tam,sfo,BourKe00,rec_td,0,,,,,
player,201909080tam,sfo,BourKe00,rec_long,9,,,,,
player,201909080tam,sfo,BourKe00,fumbles,0,,,,,
player,201909080tam,sfo,BourKe00,fumbles_lost,0,,,,,
player,201909080tam,sfo,GoodMa00,pass_cmp,0,,,,,
player,201909080tam,sfo,GoodMa00,pass_att,0,,,,,
player,201909080tam,sfo,GoodMa00,pass_yds,0,,,,,
player,201909080tam,sfo,GoodMa00,pass_td,0,,,,,
player,201909080tam,sfo,GoodMa00,pass_int,0,,,,,
player,201909080tam,sfo,GoodMa00,pass_sacked,0,,,,,
player,201909080tam,sfo,GoodMa00,pass_sacked_yds,0,,,,,
player,201909080tam,sfo,GoodMa00,pass_long,0,,,,,
player,201909080tam,sfo,GoodMa00,pass_rating,,,,,,
player,201909080tam,sfo,GoodMa00,rush_att,0,,,,,
player,201909080tam,sfo,GoodMa00,rush_yds,0,,,,,
player,201909080tam,sfo,GoodMa00,rush_td,0,,,,,
player,201909080tam,sfo,GoodMa00,rush_long,0,,,,,
player,201909080tam,sfo,GoodMa00,targets,3,,,,,
player,201909080tam,sfo,GoodMa00,rec,1,,,,,
player,201909080tam,sfo,GoodMa00,rec_yds,7,,,,,
player,201909080tam,sfo,GoodMa00,rec_td,0,,,,,
player,201909080tam,sfo,GoodMa00,rec_long,7,,,,,
player,201909080tam,sfo,GoodMa00,fumbles,0,,,,,
player,201909080tam,sfo,GoodMa00,fumbles_lost,0,,,,,
player,201909080tam,sfo,PettDa00,pass_cmp,0,,,,,
player,201909080tam,sfo,PettDa00,pass_att,0,,,,,
player,201909080tam,sfo,PettDa00,pass_yds,0,,,,,
player,201909080tam,sfo,PettDa00,pass_td,0,,,,,
player,201909080tam,sfo,PettDa00,pass_int,0,,,,,
player,201909080tam,sfo,PettDa00,pass_sacked,0,,,,,
player,201909080tam,sfo,PettDa00,pass_sacked_yds,0,,,,,
player,201909080tam,sfo,PettDa00,pass_long,0,,,,,
player,201909080tam,sfo,PettDa00,pass_rating,,,,,,
player,201909080tam,sfo,PettDa00,rush_att,0,,,,,
player,201909080tam,sfo,PettDa00,rush_yds,0,,,,,
player,201909080tam,sfo,PettDa00,rush_td,0,,,,,
player,201909080tam,sfo,PettDa00,rush_long,0,,,,,
player,201909080tam,sfo,PettDa00,targets,1,,,,,
player,201909080tam,sfo,PettDa00,rec,1,,,,,
player,201909080tam,sfo,PettDa00,rec_yds,7,,,,,
player,201909080tam,sfo,PettDa00,rec_td,0,,,,,
player,201909080tam,sfo,PettDa00,rec_long,7,,,,,
player,201909080tam,sfo,PettDa00,fumbles,0,,,,,
player,201909080tam,sfo,PettDa00,fumbles_lost,0,,,,,
player,201909080tam,tam,WinsJa00,pass_cmp,20,,,,,
player,201909080tam,tam,WinsJa00,pass_att,36,,,,,
player,201909080tam,tam,WinsJa00,pass_yds,194,,,,,
player,201909080tam,tam,WinsJa00,pass_td,1,,,,,
player,201909080tam,tam,WinsJa00,pass_int,3,,,,,
player,201909080tam,tam,WinsJa00,pass_sacked,3,,,,,
player,201909080tam,tam,WinsJa00,pass_sacked_yds,20,,,,,
player,201909080tam,tam,WinsJa00,pass_long,28,,,,,
player,201909080tam,tam,WinsJa00,pass_rating,45.4,,,,,
player,201909080tam,tam,WinsJa00,rush_att,5,,,,,
player,201909080tam,tam,WinsJa00,rush_yds,13,,,,,
player,201909080tam,tam,WinsJa00,rush_td,0,,,,,
player,201909080tam,tam,WinsJa00,rush_long,5,,,,,
player,201909080tam,tam,WinsJa00,targets,0,,,,,
player,201909080tam,tam,WinsJa00,rec,0,,,,,
player,201909080tam,tam,WinsJa00,rec_yds,0,,,,,
player,201909080tam,tam,WinsJa00,rec_td,0,,,,,
player,201909080tam,tam,WinsJa00,rec_long,0,,,,,
player,201909080tam,tam,WinsJa00,fumbles,2,,,,,
player,201909080tam,tam,WinsJa00,fumbles_lost,0,,,,,
player,201909080tam,tam,JoneRo01,pass_cmp,0,,,,,
player,201909080tam,tam,JoneRo01,pass_att,0,,,,,
player,201909080tam,tam,JoneRo01,pass_yds,0,,,,,
player,201909080tam,tam,JoneRo01,pass_td,0,,,,,
player,201909080tam,tam,JoneRo01,pass_int,0,,,,,
player,201909080tam,tam,JoneRo01,pass_sacked,0,,,,,
player,201909080tam,tam,JoneRo01,pass_sacked_yds,0,,,,,
player,201909080tam,tam,JoneRo01,pass_long,0,,,,,
player,201909080tam,tam,JoneRo01,pass_rating,,,,,,
player,201909080tam,tam,JoneRo01,rush_att,13,,,,,
player,201909080tam,tam,JoneRo01,rush_yds,75,,,,,
player,201909080tam,tam,JoneRo01,rush_td,0,,,,,
player,201909080tam,tam,JoneRo01,rush_long,16,,,,,
player,201909080tam,tam,JoneRo01,targets,1,,,,,
player,201909080tam,tam,JoneRo01,rec,1,,,,,
player,201909080tam,tam,JoneRo01,rec_yds,18,,,,,
player,201909080tam,tam,JoneRo01,rec_td,0,,,,,
player,201909080tam,tam,JoneRo01,rec_long,18,,,,,
player,201909080tam,tam,JoneRo01,fumbles,0,,,,,
player,201909080tam,tam,JoneRo01,fumbles_lost,0,,,,,
player,201909080tam,tam,BarbPe01,pass_cmp,0,,,,,
player,201909080tam,tam,BarbPe01,pass_att,0,,,,,
player,201909080tam,tam,BarbPe01,pass_yds,0,,,,,
player,201909080tam,tam,BarbPe01,pass_td,0,,,,,
player,201909080tam,tam,BarbPe01,pass_int,0,,,,,
player,201909080tam,tam,BarbPe01,pass_sacked,0,,,,,
player,201909080tam,tam,BarbPe01,pass_sacked_yds,0,,,,,
player,201909080tam,tam,BarbPe01,pass_long,0,,,,,
player,201909080tam,tam,BarbPe01,pass_rating,,,,,,
player,201909080tam,tam,BarbPe01,rush_att,8,,,,,
player,201909080tam,tam,BarbPe01,rush_yds,33,,,,,
player,201909080tam,tam,BarbPe01,rush_td,0,,,,,
player,201909080tam,tam,BarbPe01,rush_long,14,,,,,
player,201909080tam,tam,BarbPe01,targets,4,,,,,
player,201909080tam,tam,BarbPe01,rec,2,,,,,
player,201909080tam,tam,BarbPe01,rec_yds,12,,,,,
player,201909080tam,tam,BarbPe01,rec_td,0,,,,,
player,201909080tam,tam,BarbPe01,rec_long,8,,,,,
player,201909080tam,tam,BarbPe01,fumbles,0,,,,,
player,201909080tam,tam,BarbPe01,fumbles_lost,0,,,,,
player,201909080tam,tam,GodwCh00,pass_cmp,0,,,,,
player,201909080tam,tam,GodwCh00,pass_att,0,,,,,
player,201909080tam,tam,GodwCh00,pass_yds,0,,,,,
player,201909080tam,tam,GodwCh00,pass_td,0,,,,,
player,201909080tam,tam,GodwCh00,pass_int,0,,,,,
player,201909080tam,tam,GodwCh00,pass_sacked,0,,,,,
player,201909080tam,tam,GodwCh00,pass_sacked_yds,0,,,,,
player,201909080tam,tam,GodwCh00,pass_long,0,,,,,
player,201909080tam,tam,GodwCh00,pass_rating,,,,,,
player,201909080tam,tam,GodwCh00,rush_att,0,,,,,
player,201909080tam,tam,GodwCh00,rush_yds,0,,,,,
player,201909080tam,tam,GodwCh00,rush_td,0,,,,,
player,201909080tam,tam,GodwCh00,rush_long,0,,,,,
player,201909080tam,tam,GodwCh00,targets,6,,,,,
player,201909080tam,tam,GodwCh00,rec,3,,,,,
player,201909080tam,tam,GodwCh00,rec_yds,53,,,,,
player,201909080tam,tam,GodwCh00,rec_td,1,,,,,
player,201909080tam,tam,GodwCh00,rec_long,28,,,,,
player,201909080tam,tam,GodwCh00,fumbles,0,,,,,
player,201909080tam,tam,GodwCh00,fumbles_lost,0,,,,,
player,201909080tam,tam,OgunDa00,pass_cmp,0,,,,,
player,201909080tam,tam,OgunDa00,pass_att,0,,,,,
player,201909080tam,tam,OgunDa00,pass_yds,0,,,,,
player,201909080tam,tam,OgunDa00,pass_td,0,,,,,
player,201909080tam,tam,OgunDa00,pass_int,0,,,,,
player,201909080tam,tam,OgunDa00,pass_sacked,0,,,,,
player,201909080tam,tam,OgunDa00,pass_sacked_yds,0,,,,,
player,201909080tam,tam,OgunDa00,pass_long,0,,,,,
player,201909080tam,tam,OgunDa00,pass_rating,,,,,,
player,201909080tam,tam,OgunDa00,rush_att,0,,,,,
player,201909080tam,tam,OgunDa00,rush_yds,0,,,,,
player,201909080tam,tam,OgunDa00,rush_td,0,,,,,
player,201909080tam,tam,OgunDa00,rush_long,0,,,,,
player,201909080tam,tam,OgunDa00,targets,5,,,,,
player,201909080tam,tam,OgunDa00,rec,4,,,,,
player,201909080tam,tam,OgunDa00,rec_yds,33,,,,,
player,201909080tam,tam,OgunDa00,rec_td,0,,,,,
player,201909080tam,tam,OgunDa00,rec_long,11,,,,,
player,201909080tam,tam,OgunDa00,fumbles,0,,,,,
player,201909080tam,tam,OgunDa00,fumbles_lost,0,,,,,
player,201909080tam,tam,HowaO.00,pass_cmp,0,,,,,
player,201909080tam,tam,HowaO.00,pass_att,0,,,,,
player,201909080tam,tam,HowaO.00,pass_yds,0,,,,,
player,201909080tam,tam,HowaO.00,pass_td,0,,,,,
player,201909080tam,tam,HowaO.00,pass_int,0,,,,,
player,201909080tam,tam,HowaO.00,pass_sacked,0,,,,,
player,201909080tam,tam,HowaO.00,pass_sacked_yds,0,,,,,
player,201909080tam,tam,HowaO.00,pass_long,0,,,,,
player,201909080tam,tam,HowaO.00,pass_rating,,,,,,
player,201909080tam,tam,HowaO.00,rush_att,0,,,,,
player,201909080tam,tam,HowaO.00,rush_yds,0,,,,,
player,201909080tam,tam,HowaO.00,rush_td,0,,,,,
player,201909080tam,tam,HowaO.00,rush_long,0,,,,,
player,201909080tam,tam,HowaO.00,targets,5,,,,,
player,201909080tam,tam,HowaO.00,rec,4,,,,,
player,201909080tam,tam,HowaO.00,rec_yds,32,,,,,
player,201909080tam,tam,HowaO.00,rec_td,0,,,,,
player,201909080tam,tam,HowaO.00,rec_long,15,,,,,
player,201909080tam,tam,HowaO.00,fumbles,1,,,,,
player,201909080tam,tam,HowaO.00,fumbles_lost,1,,,,,
player,201909080tam,tam,EvanMi00,pass_cmp,0,,,,,
player,201909080tam,tam,EvanMi00,pass_att,0,,,,,
player,201909080tam,tam,EvanMi00,pass_yds,0,,,,,
player,201909080tam,tam,EvanMi00,pass_td,0,,,,,
player,201909080tam,tam,EvanMi00,pass_int,0,,,,,
player,201909080tam,tam,EvanMi00,pass_sacked,0,,,,,
player,201909080tam,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201909080tam,tam,EvanMi00,pass_long,0,,,,,
player,201909080tam,tam,EvanMi00,pass_rating,,,,,,
player,201909080tam,tam,EvanMi00,rush_att,0,,,,,
player,201909080tam,tam,EvanMi00,rush_yds,0,,,,,
player,201909080tam,tam,EvanMi00,rush_td,0,,,,,
player,201909080tam,tam,EvanMi00,rush_long,0,,,,,
player,201909080tam,tam,EvanMi00,targets,5,,,,,
player,201909080tam,tam,EvanMi00,rec,2,,,,,
player,201909080tam,tam,EvanMi00,rec_yds,28,,,,,
player,201909080tam,tam,EvanMi00,rec_td,0,,,,,
player,201909080tam,tam,EvanMi00,rec_long,16,,,,,
player,201909080tam,tam,EvanMi00,fumbles,0,,,,,
player,201909080tam,tam,EvanMi00,fumbles_lost,0,,,,,
player,201909080tam,tam,PerrBr02,pass_cmp,0,,,,,
player,201909080tam,tam,PerrBr02,pass_att,0,,,,,
player,201909080tam,tam,PerrBr02,pass_yds,0,,,,,
player,201909080tam,tam,PerrBr02,pass_td,0,,,,,
player,201909080tam,tam,PerrBr02,pass_int,0,,,,,
player,201909080tam,tam,PerrBr02,pass_sacked,0,,,,,
player,201909080tam,tam,PerrBr02,pass_sacked_yds,0,,,,,
player,201909080tam,tam,PerrBr02,pass_long,0,,,,,
player,201909080tam,tam,PerrBr02,pass_rating,,,,,,
player,201909080tam,tam,PerrBr02,rush_att,0,,,,,
player,201909080tam,tam,PerrBr02,rush_yds,0,,,,,
player,201909080tam,tam,PerrBr02,rush_td,0,,,,,
player,201909080tam,tam,PerrBr02,rush_long,0,,,,,
player,201909080tam,tam,PerrBr02,targets,5,,,,,
player,201909080tam,tam,PerrBr02,rec,2,,,,,
player,201909080tam,tam,PerrBr02,rec_yds,10,,,,,
player,201909080tam,tam,PerrBr02,rec_td,0,,,,,
player,201909080tam,tam,PerrBr02,rec_long,5,,,,,
player,201909080tam,tam,PerrBr02,fumbles,0,,,,,
player,201909080tam,tam,PerrBr02,fumbles_lost,0,,,,,
player,201909080tam,tam,BratCa00,pass_cmp,0,,,,,
player,201909080tam,tam,BratCa00,pass_att,0,,,,,
player,201909080tam,tam,BratCa00,pass_yds,0,,,,,
player,201909080tam,tam,BratCa00,pass_td,0,,,,,
player,201909080tam,tam,BratCa00,pass_int,0,,,,,
player,201909080tam,tam,BratCa00,pass_sacked,0,,,,,
player,201909080tam,tam,BratCa00,pass_sacked_yds,0,,,,,
player,201909080tam,tam,BratCa00,pass_long,0,,,,,
player,201909080tam,tam,BratCa00,pass_rating,,,,,,
player,201909080tam,tam,BratCa00,rush_att,0,,,,,
player,201909080tam,tam,BratCa00,rush_yds,0,,,,,
player,201909080tam,tam,BratCa00,rush_td,0,,,,,
player,201909080tam,tam,BratCa00,rush_long,0,,,,,
player,201909080tam,tam,BratCa00,targets,2,,,,,
player,201909080tam,tam,BratCa00,rec,2,,,,,
player,201909080tam,tam,BratCa00,rec_yds,8,,,,,
player,201909080tam,tam,BratCa00,rec_td,0,,,,,
player,201909080tam,tam,BratCa00,rec_long,7,,,,,
player,201909080tam,tam,BratCa00,fumbles,0,,,,,
player,201909080tam,tam,BratCa00,fumbles_lost,0,,,,,
player,201909080tam,sfo,SherRi00,def_int,1,,,,,
player,201909080tam,sfo,SherRi00,def_int_yds,31,,,,,
player,201909080tam,sfo,SherRi00,def_int_td,1,,,,,
player,201909080tam,sfo,SherRi00,def_int_long,31,,,,,
player,201909080tam,sfo,SherRi00,pass_defended,2,,,,,
player,201909080tam,sfo,SherRi00,sacks,0.0,,,,,
player,201909080tam,sfo,SherRi00,tackles_combined,5,,,,,
player,201909080tam,sfo,SherRi00,tackles_solo,4,,,,,
player,201909080tam,sfo,SherRi00,tackles_assists,1,,,,,
player,201909080tam,sfo,SherRi00,tackles_loss,0,,,,,
player,201909080tam,sfo,SherRi00,qb_hits,0,,,,,
player,201909080tam,sfo,SherRi00,fumbles_rec,0,,,,,
player,201909080tam,sfo,SherRi00,fumbles_rec_yds,0,,,,,
player,201909080tam,sfo,SherRi00,fumbles_rec_td,0,,,,,
player,201909080tam,sfo,SherRi00,fumbles_forced,0,,,,,
player,201909080tam,sfo,NzeoMa00,def_int,1,,,,,
player,201909080tam,sfo,NzeoMa00,def_int_yds,1,,,,,
player,201909080tam,sfo,NzeoMa00,def_int_td,0,,,,,
player,201909080tam,sfo,NzeoMa00,def_int_long,1,,,,,
player,201909080tam,sfo,NzeoMa00,pass_defended,1,,,,,
player,201909080tam,sfo,NzeoMa00,sacks,0.0,,,,,
player,201909080tam,sfo,NzeoMa00,tackles_combined,2,,,,,
player,201909080tam,sfo,NzeoMa00,tackles_solo,2,,,,,
player,201909080tam,sfo,NzeoMa00,tackles_assists,0,,,,,
player,201909080tam,sfo,NzeoMa00,tackles_loss,0,,,,,
player,201909080tam,sfo,NzeoMa00,qb_hits,0,,,,,
player,201909080tam,sfo,NzeoMa00,fumbles_rec,0,,,,,
player,201909080tam,sfo,NzeoMa00,fumbles_rec_yds,0,,,,,
player,201909080tam,sfo,NzeoMa00,fumbles_rec_td,0,,,,,
player,201909080tam,sfo,NzeoMa00,fumbles_forced,0,,,,,
player,201909080tam,sfo,WithAh00,def_int,1,,,,,
player,201909080tam,sfo,WithAh00,def_int_yds,25,,,,,
player,201909080tam,sfo,WithAh00,def_int_td,1,,,,,
player,201909080tam,sfo,WithAh00,def_int_long,25,,,,,
player,201909080tam,sfo,WithAh00,pass_defended,3,,,,,
player,201909080tam,sfo,WithAh00,sacks,0.0,,,,,
player,201909080tam,sfo,WithAh00,tackles_combined,2,,,,,
player,201909080tam,sfo,WithAh00,tackles_solo,2,,,,,
player,201909080tam,sfo,WithAh00,tackles_assists,0,,,,,
player,201909080tam,sfo,WithAh00,tackles_loss,0,,,,,
player,201909080tam,sfo,WithAh00,qb_hits,0,,,,,
player,201909080tam,sfo,WithAh00,fumbles_rec,0,,,,,
player,201909080tam,sfo,WithAh00,fumbles_rec_yds,0,,,,,
player,201909080tam,sfo,WithAh00,fumbles_rec_td,0,,,,,
