game,2019,15,20191216,201912160nor,clt,"Indianapolis Colts",7,nor,"New Orleans Saints",34
player,201912160nor,nor,MurrLa00,rec_td,0,,,,,
player,201912160nor,nor,MurrLa00,rec_long,10,,,,,
player,201912160nor,nor,MurrLa00,fumbles,0,,,,,
player,201912160nor,nor,MurrLa00,fumbles_lost,0,,,,,
player,201912160nor,nor,WashDw00,pass_cmp,0,,,,,
player,201912160nor,nor,WashDw00,pass_att,0,,,,,
player,201912160nor,nor,WashDw00,pass_yds,0,,,,,
player,201912160nor,nor,WashDw00,pass_td,0,,,,,
player,201912160nor,nor,WashDw00,pass_int,0,,,,,
player,201912160nor,nor,WashDw00,pass_sacked,0,,,,,
player,201912160nor,nor,WashDw00,pass_sacked_yds,0,,,,,
player,201912160nor,nor,WashDw00,pass_long,0,,,,,
player,201912160nor,nor,WashDw00,pass_rating,,,,,,
player,201912160nor,nor,WashDw00,rush_att,3,,,,,
player,201912160nor,nor,WashDw00,rush_yds,20,,,,,
player,201912160nor,nor,WashDw00,rush_td,0,,,,,
player,201912160nor,nor,WashDw00,rush_long,12,,,,,
player,201912160nor,nor,WashDw00,targets,0,,,,,
player,201912160nor,nor,WashDw00,rec,0,,,,,
player,201912160nor,nor,WashDw00,rec_yds,0,,,,,
player,201912160nor,nor,WashDw00,rec_td,0,,,,,
player,201912160nor,nor,WashDw00,rec_long,0,,,,,
player,201912160nor,nor,WashDw00,fumbles,0,,,,,
player,201912160nor,nor,WashDw00,fumbles_lost,0,,,,,
player,201912160nor,nor,LineZa01,pass_cmp,0,,,,,
player,201912160nor,nor,LineZa01,pass_att,0,,,,,
player,201912160nor,nor,LineZa01,pass_yds,0,,,,,
player,201912160nor,nor,LineZa01,pass_td,0,,,,,
player,201912160nor,nor,LineZa01,pass_int,0,,,,,
player,201912160nor,nor,LineZa01,pass_sacked,0,,,,,
player,201912160nor,nor,LineZa01,pass_sacked_yds,0,,,,,
player,201912160nor,nor,LineZa01,pass_long,0,,,,,
player,201912160nor,nor,LineZa01,pass_rating,,,,,,
player,201912160nor,nor,LineZa01,rush_att,2,,,,,
player,201912160nor,nor,LineZa01,rush_yds,4,,,,,
player,201912160nor,nor,LineZa01,rush_td,0,,,,,
player,201912160nor,nor,LineZa01,rush_long,3,,,,,
player,201912160nor,nor,LineZa01,targets,0,,,,,
player,201912160nor,nor,LineZa01,rec,0,,,,,
player,201912160nor,nor,LineZa01,rec_yds,0,,,,,
player,201912160nor,nor,LineZa01,rec_td,0,,,,,
player,201912160nor,nor,LineZa01,rec_long,0,,,,,
player,201912160nor,nor,LineZa01,fumbles,0,,,,,
player,201912160nor,nor,LineZa01,fumbles_lost,0,,,,,
player,201912160nor,nor,HillTa00,pass_cmp,0,,,,,
player,201912160nor,nor,HillTa00,pass_att,0,,,,,
player,201912160nor,nor,HillTa00,pass_yds,0,,,,,
player,201912160nor,nor,HillTa00,pass_td,0,,,,,
player,201912160nor,nor,HillTa00,pass_int,0,,,,,
player,201912160nor,nor,HillTa00,pass_sacked,0,,,,,
player,201912160nor,nor,HillTa00,pass_sacked_yds,0,,,,,
player,201912160nor,nor,HillTa00,pass_long,0,,,,,
player,201912160nor,nor,HillTa00,pass_rating,,,,,,
player,201912160nor,nor,HillTa00,rush_att,2,,,,,
player,201912160nor,nor,HillTa00,rush_yds,1,,,,,
player,201912160nor,nor,HillTa00,rush_td,0,,,,,
player,201912160nor,nor,HillTa00,rush_long,5,,,,,
player,201912160nor,nor,HillTa00,targets,2,,,,,
player,201912160nor,nor,HillTa00,rec,2,,,,,
player,201912160nor,nor,HillTa00,rec_yds,42,,,,,
player,201912160nor,nor,HillTa00,rec_td,1,,,,,
player,201912160nor,nor,HillTa00,rec_long,28,,,,,
player,201912160nor,nor,HillTa00,fumbles,0,,,,,
player,201912160nor,nor,HillTa00,fumbles_lost,0,,,,,
player,201912160nor,nor,ThomMi05,pass_cmp,0,,,,,
player,201912160nor,nor,ThomMi05,pass_att,0,,,,,
player,201912160nor,nor,ThomMi05,pass_yds,0,,,,,
player,201912160nor,nor,ThomMi05,pass_td,0,,,,,
player,201912160nor,nor,ThomMi05,pass_int,0,,,,,
player,201912160nor,nor,ThomMi05,pass_sacked,0,,,,,
player,201912160nor,nor,ThomMi05,pass_sacked_yds,0,,,,,
player,201912160nor,nor,ThomMi05,pass_long,0,,,,,
player,201912160nor,nor,ThomMi05,pass_rating,,,,,,
player,201912160nor,nor,ThomMi05,rush_att,0,,,,,
player,201912160nor,nor,ThomMi05,rush_yds,0,,,,,
player,201912160nor,nor,ThomMi05,rush_td,0,,,,,
player,201912160nor,nor,ThomMi05,rush_long,0,,,,,
player,201912160nor,nor,ThomMi05,targets,12,,,,,
player,201912160nor,nor,ThomMi05,rec,12,,,,,
player,201912160nor,nor,ThomMi05,rec_yds,128,,,,,
player,201912160nor,nor,ThomMi05,rec_td,1,,,,,
player,201912160nor,nor,ThomMi05,rec_long,24,,,,,
player,201912160nor,nor,ThomMi05,fumbles,0,,,,,
player,201912160nor,nor,ThomMi05,fumbles_lost,0,,,,,
player,201912160nor,nor,CookJa02,pass_cmp,0,,,,,
player,201912160nor,nor,CookJa02,pass_att,0,,,,,
player,201912160nor,nor,CookJa02,pass_yds,0,,,,,
player,201912160nor,nor,CookJa02,pass_td,0,,,,,
player,201912160nor,nor,CookJa02,pass_int,0,,,,,
player,201912160nor,nor,CookJa02,pass_sacked,0,,,,,
player,201912160nor,nor,CookJa02,pass_sacked_yds,0,,,,,
player,201912160nor,nor,CookJa02,pass_long,0,,,,,
player,201912160nor,nor,CookJa02,pass_rating,,,,,,
player,201912160nor,nor,CookJa02,rush_att,0,,,,,
player,201912160nor,nor,CookJa02,rush_yds,0,,,,,
player,201912160nor,nor,CookJa02,rush_td,0,,,,,
player,201912160nor,nor,CookJa02,rush_long,0,,,,,
player,201912160nor,nor,CookJa02,targets,4,,,,,
player,201912160nor,nor,CookJa02,rec,4,,,,,
player,201912160nor,nor,CookJa02,rec_yds,54,,,,,
player,201912160nor,nor,CookJa02,rec_td,0,,,,,
player,201912160nor,nor,CookJa02,rec_long,20,,,,,
player,201912160nor,nor,CookJa02,fumbles,0,,,,,
player,201912160nor,nor,CookJa02,fumbles_lost,0,,,,,
player,201912160nor,nor,SmitTr03,pass_cmp,0,,,,,
player,201912160nor,nor,SmitTr03,pass_att,0,,,,,
player,201912160nor,nor,SmitTr03,pass_yds,0,,,,,
player,201912160nor,nor,SmitTr03,pass_td,0,,,,,
player,201912160nor,nor,SmitTr03,pass_int,0,,,,,
player,201912160nor,nor,SmitTr03,pass_sacked,0,,,,,
player,201912160nor,nor,SmitTr03,pass_sacked_yds,0,,,,,
player,201912160nor,nor,SmitTr03,pass_long,0,,,,,
player,201912160nor,nor,SmitTr03,pass_rating,,,,,,
player,201912160nor,nor,SmitTr03,rush_att,0,,,,,
player,201912160nor,nor,SmitTr03,rush_yds,0,,,,,
player,201912160nor,nor,SmitTr03,rush_td,0,,,,,
player,201912160nor,nor,SmitTr03,rush_long,0,,,,,
player,201912160nor,nor,SmitTr03,targets,1,,,,,
player,201912160nor,nor,SmitTr03,rec,1,,,,,
player,201912160nor,nor,SmitTr03,rec_yds,21,,,,,
player,201912160nor,nor,SmitTr03,rec_td,1,,,,,
player,201912160nor,nor,SmitTr03,rec_long,21,,,,,
player,201912160nor,nor,SmitTr03,fumbles,0,,,,,
player,201912160nor,nor,SmitTr03,fumbles_lost,0,,,,,
player,201912160nor,nor,GinnTe00,pass_cmp,0,,,,,
player,201912160nor,nor,GinnTe00,pass_att,0,,,,,
player,201912160nor,nor,GinnTe00,pass_yds,0,,,,,
player,201912160nor,nor,GinnTe00,pass_td,0,,,,,
player,201912160nor,nor,GinnTe00,pass_int,0,,,,,
player,201912160nor,nor,GinnTe00,pass_sacked,0,,,,,
player,201912160nor,nor,GinnTe00,pass_sacked_yds,0,,,,,
player,201912160nor,nor,GinnTe00,pass_long,0,,,,,
player,201912160nor,nor,GinnTe00,pass_rating,,,,,,
player,201912160nor,nor,GinnTe00,rush_att,0,,,,,
player,201912160nor,nor,GinnTe00,rush_yds,0,,,,,
player,201912160nor,nor,GinnTe00,rush_td,0,,,,,
player,201912160nor,nor,GinnTe00,rush_long,0,,,,,
player,201912160nor,nor,GinnTe00,targets,1,,,,,
player,201912160nor,nor,GinnTe00,rec,1,,,,,
player,201912160nor,nor,GinnTe00,rec_yds,13,,,,,
player,201912160nor,nor,GinnTe00,rec_td,0,,,,,
player,201912160nor,nor,GinnTe00,rec_long,13,,,,,
player,201912160nor,nor,GinnTe00,fumbles,0,,,,,
player,201912160nor,nor,GinnTe00,fumbles_lost,0,,,,,
player,201912160nor,nor,HillJo02,pass_cmp,0,,,,,
player,201912160nor,nor,HillJo02,pass_att,0,,,,,
player,201912160nor,nor,HillJo02,pass_yds,0,,,,,
player,201912160nor,nor,HillJo02,pass_td,0,,,,,
player,201912160nor,nor,HillJo02,pass_int,0,,,,,
player,201912160nor,nor,HillJo02,pass_sacked,0,,,,,
player,201912160nor,nor,HillJo02,pass_sacked_yds,0,,,,,
player,201912160nor,nor,HillJo02,pass_long,0,,,,,
player,201912160nor,nor,HillJo02,pass_rating,,,,,,
player,201912160nor,nor,HillJo02,rush_att,0,,,,,
player,201912160nor,nor,HillJo02,rush_yds,0,,,,,
player,201912160nor,nor,HillJo02,rush_td,0,,,,,
player,201912160nor,nor,HillJo02,rush_long,0,,,,,
player,201912160nor,nor,HillJo02,targets,1,,,,,
player,201912160nor,nor,HillJo02,rec,1,,,,,
player,201912160nor,nor,HillJo02,rec_yds,5,,,,,
player,201912160nor,nor,HillJo02,rec_td,1,,,,,
player,201912160nor,nor,HillJo02,rec_long,5,,,,,
player,201912160nor,nor,HillJo02,fumbles,0,,,,,
player,201912160nor,nor,HillJo02,fumbles_lost,0,,,,,
player,201912160nor,nor,HarrDe07,pass_cmp,0,,,,,
player,201912160nor,nor,HarrDe07,pass_att,0,,,,,
player,201912160nor,nor,HarrDe07,pass_yds,0,,,,,
player,201912160nor,nor,HarrDe07,pass_td,0,,,,,
player,201912160nor,nor,HarrDe07,pass_int,0,,,,,
player,201912160nor,nor,HarrDe07,pass_sacked,0,,,,,
player,201912160nor,nor,HarrDe07,pass_sacked_yds,0,,,,,
player,201912160nor,nor,HarrDe07,pass_long,0,,,,,
player,201912160nor,nor,HarrDe07,pass_rating,,,,,,
player,201912160nor,nor,HarrDe07,rush_att,0,,,,,
player,201912160nor,nor,HarrDe07,rush_yds,0,,,,,
player,201912160nor,nor,HarrDe07,rush_td,0,,,,,
player,201912160nor,nor,HarrDe07,rush_long,0,,,,,
player,201912160nor,nor,HarrDe07,targets,1,,,,,
player,201912160nor,nor,HarrDe07,rec,1,,,,,
player,201912160nor,nor,HarrDe07,rec_yds,1,,,,,
