game,2019,8,20191027,201910270nor,crd,"Arizona Cardinals",9,nor,"New Orleans Saints",31
player,201910270nor,crd,MurrKy00,targets,0,,,,,
player,201910270nor,crd,MurrKy00,rec,0,,,,,
player,201910270nor,crd,MurrKy00,rec_yds,0,,,,,
player,201910270nor,crd,MurrKy00,rec_td,0,,,,,
player,201910270nor,crd,MurrKy00,rec_long,0,,,,,
player,201910270nor,crd,MurrKy00,fumbles,1,,,,,
player,201910270nor,crd,MurrKy00,fumbles_lost,0,,,,,
player,201910270nor,crd,HundBr00,pass_cmp,0,,,,,
player,201910270nor,crd,HundBr00,pass_att,1,,,,,
player,201910270nor,crd,HundBr00,pass_yds,0,,,,,
player,201910270nor,crd,HundBr00,pass_td,0,,,,,
player,201910270nor,crd,HundBr00,pass_int,0,,,,,
player,201910270nor,crd,HundBr00,pass_sacked,1,,,,,
player,201910270nor,crd,HundBr00,pass_sacked_yds,4,,,,,
player,201910270nor,crd,HundBr00,pass_long,0,,,,,
player,201910270nor,crd,HundBr00,pass_rating,39.6,,,,,
player,201910270nor,crd,HundBr00,rush_att,0,,,,,
player,201910270nor,crd,HundBr00,rush_yds,0,,,,,
player,201910270nor,crd,HundBr00,rush_td,0,,,,,
player,201910270nor,crd,HundBr00,rush_long,0,,,,,
player,201910270nor,crd,HundBr00,targets,0,,,,,
player,201910270nor,crd,HundBr00,rec,0,,,,,
player,201910270nor,crd,HundBr00,rec_yds,0,,,,,
player,201910270nor,crd,HundBr00,rec_td,0,,,,,
player,201910270nor,crd,HundBr00,rec_long,0,,,,,
player,201910270nor,crd,HundBr00,fumbles,0,,,,,
player,201910270nor,crd,HundBr00,fumbles_lost,0,,,,,
player,201910270nor,crd,KirkCh01,pass_cmp,0,,,,,
player,201910270nor,crd,KirkCh01,pass_att,0,,,,,
player,201910270nor,crd,KirkCh01,pass_yds,0,,,,,
player,201910270nor,crd,KirkCh01,pass_td,0,,,,,
player,201910270nor,crd,KirkCh01,pass_int,0,,,,,
player,201910270nor,crd,KirkCh01,pass_sacked,0,,,,,
player,201910270nor,crd,KirkCh01,pass_sacked_yds,0,,,,,
player,201910270nor,crd,KirkCh01,pass_long,0,,,,,
player,201910270nor,crd,KirkCh01,pass_rating,,,,,,
player,201910270nor,crd,KirkCh01,rush_att,1,,,,,
player,201910270nor,crd,KirkCh01,rush_yds,19,,,,,
player,201910270nor,crd,KirkCh01,rush_td,0,,,,,
player,201910270nor,crd,KirkCh01,rush_long,19,,,,,
player,201910270nor,crd,KirkCh01,targets,11,,,,,
player,201910270nor,crd,KirkCh01,rec,8,,,,,
player,201910270nor,crd,KirkCh01,rec_yds,79,,,,,
player,201910270nor,crd,KirkCh01,rec_td,0,,,,,
player,201910270nor,crd,KirkCh01,rec_long,16,,,,,
player,201910270nor,crd,KirkCh01,fumbles,0,,,,,
player,201910270nor,crd,KirkCh01,fumbles_lost,0,,,,,
player,201910270nor,crd,EdmoCh00,pass_cmp,0,,,,,
player,201910270nor,crd,EdmoCh00,pass_att,0,,,,,
player,201910270nor,crd,EdmoCh00,pass_yds,0,,,,,
player,201910270nor,crd,EdmoCh00,pass_td,0,,,,,
player,201910270nor,crd,EdmoCh00,pass_int,0,,,,,
player,201910270nor,crd,EdmoCh00,pass_sacked,0,,,,,
player,201910270nor,crd,EdmoCh00,pass_sacked_yds,0,,,,,
player,201910270nor,crd,EdmoCh00,pass_long,0,,,,,
player,201910270nor,crd,EdmoCh00,pass_rating,,,,,,
player,201910270nor,crd,EdmoCh00,rush_att,7,,,,,
player,201910270nor,crd,EdmoCh00,rush_yds,8,,,,,
player,201910270nor,crd,EdmoCh00,rush_td,0,,,,,
player,201910270nor,crd,EdmoCh00,rush_long,3,,,,,
player,201910270nor,crd,EdmoCh00,targets,4,,,,,
player,201910270nor,crd,EdmoCh00,rec,2,,,,,
player,201910270nor,crd,EdmoCh00,rec_yds,5,,,,,
player,201910270nor,crd,EdmoCh00,rec_td,0,,,,,
player,201910270nor,crd,EdmoCh00,rec_long,7,,,,,
player,201910270nor,crd,EdmoCh00,fumbles,0,,,,,
player,201910270nor,crd,EdmoCh00,fumbles_lost,0,,,,,
player,201910270nor,crd,ClayCh00,pass_cmp,0,,,,,
player,201910270nor,crd,ClayCh00,pass_att,0,,,,,
player,201910270nor,crd,ClayCh00,pass_yds,0,,,,,
player,201910270nor,crd,ClayCh00,pass_td,0,,,,,
player,201910270nor,crd,ClayCh00,pass_int,0,,,,,
player,201910270nor,crd,ClayCh00,pass_sacked,0,,,,,
player,201910270nor,crd,ClayCh00,pass_sacked_yds,0,,,,,
player,201910270nor,crd,ClayCh00,pass_long,0,,,,,
player,201910270nor,crd,ClayCh00,pass_rating,,,,,,
player,201910270nor,crd,ClayCh00,rush_att,0,,,,,
player,201910270nor,crd,ClayCh00,rush_yds,0,,,,,
player,201910270nor,crd,ClayCh00,rush_td,0,,,,,
player,201910270nor,crd,ClayCh00,rush_long,0,,,,,
player,201910270nor,crd,ClayCh00,targets,3,,,,,
player,201910270nor,crd,ClayCh00,rec,3,,,,,
player,201910270nor,crd,ClayCh00,rec_yds,88,,,,,
player,201910270nor,crd,ClayCh00,rec_td,0,,,,,
player,201910270nor,crd,ClayCh00,rec_long,47,,,,,
player,201910270nor,crd,ClayCh00,fumbles,0,,,,,
player,201910270nor,crd,ClayCh00,fumbles_lost,0,,,,,
player,201910270nor,crd,ByrdDa00,pass_cmp,0,,,,,
player,201910270nor,crd,ByrdDa00,pass_att,0,,,,,
player,201910270nor,crd,ByrdDa00,pass_yds,0,,,,,
player,201910270nor,crd,ByrdDa00,pass_td,0,,,,,
player,201910270nor,crd,ByrdDa00,pass_int,0,,,,,
player,201910270nor,crd,ByrdDa00,pass_sacked,0,,,,,
player,201910270nor,crd,ByrdDa00,pass_sacked_yds,0,,,,,
player,201910270nor,crd,ByrdDa00,pass_long,0,,,,,
player,201910270nor,crd,ByrdDa00,pass_rating,,,,,,
player,201910270nor,crd,ByrdDa00,rush_att,0,,,,,
player,201910270nor,crd,ByrdDa00,rush_yds,0,,,,,
player,201910270nor,crd,ByrdDa00,rush_td,0,,,,,
player,201910270nor,crd,ByrdDa00,rush_long,0,,,,,
player,201910270nor,crd,ByrdDa00,targets,5,,,,,
player,201910270nor,crd,ByrdDa00,rec,2,,,,,
player,201910270nor,crd,ByrdDa00,rec_yds,18,,,,,
player,201910270nor,crd,ByrdDa00,rec_td,0,,,,,
player,201910270nor,crd,ByrdDa00,rec_long,9,,,,,
player,201910270nor,crd,ByrdDa00,fumbles,0,,,,,
player,201910270nor,crd,ByrdDa00,fumbles_lost,0,,,,,
player,201910270nor,crd,ZennZa00,pass_cmp,0,,,,,
player,201910270nor,crd,ZennZa00,pass_att,0,,,,,
player,201910270nor,crd,ZennZa00,pass_yds,0,,,,,
player,201910270nor,crd,ZennZa00,pass_td,0,,,,,
player,201910270nor,crd,ZennZa00,pass_int,0,,,,,
player,201910270nor,crd,ZennZa00,pass_sacked,0,,,,,
player,201910270nor,crd,ZennZa00,pass_sacked_yds,0,,,,,
player,201910270nor,crd,ZennZa00,pass_long,0,,,,,
player,201910270nor,crd,ZennZa00,pass_rating,,,,,,
player,201910270nor,crd,ZennZa00,rush_att,1,,,,,
player,201910270nor,crd,ZennZa00,rush_yds,0,,,,,
player,201910270nor,crd,ZennZa00,rush_td,0,,,,,
player,201910270nor,crd,ZennZa00,rush_long,0,,,,,
player,201910270nor,crd,ZennZa00,targets,1,,,,,
player,201910270nor,crd,ZennZa00,rec,1,,,,,
player,201910270nor,crd,ZennZa00,rec_yds,13,,,,,
player,201910270nor,crd,ZennZa00,rec_td,0,,,,,
player,201910270nor,crd,ZennZa00,rec_long,13,,,,,
player,201910270nor,crd,ZennZa00,fumbles,0,,,,,
player,201910270nor,crd,ZennZa00,fumbles_lost,0,,,,,
player,201910270nor,crd,WillMa04,pass_cmp,0,,,,,
player,201910270nor,crd,WillMa04,pass_att,0,,,,,
player,201910270nor,crd,WillMa04,pass_yds,0,,,,,
player,201910270nor,crd,WillMa04,pass_td,0,,,,,
player,201910270nor,crd,WillMa04,pass_int,0,,,,,
player,201910270nor,crd,WillMa04,pass_sacked,0,,,,,
player,201910270nor,crd,WillMa04,pass_sacked_yds,0,,,,,
player,201910270nor,crd,WillMa04,pass_long,0,,,,,
player,201910270nor,crd,WillMa04,pass_rating,,,,,,
player,201910270nor,crd,WillMa04,rush_att,0,,,,,
player,201910270nor,crd,WillMa04,rush_yds,0,,,,,
player,201910270nor,crd,WillMa04,rush_td,0,,,,,
player,201910270nor,crd,WillMa04,rush_long,0,,,,,
player,201910270nor,crd,WillMa04,targets,1,,,,,
player,201910270nor,crd,WillMa04,rec,1,,,,,
player,201910270nor,crd,WillMa04,rec_yds,9,,,,,
player,201910270nor,crd,WillMa04,rec_td,0,,,,,
player,201910270nor,crd,WillMa04,rec_long,9,,,,,
player,201910270nor,crd,WillMa04,fumbles,0,,,,,
player,201910270nor,crd,WillMa04,fumbles_lost,0,,,,,
player,201910270nor,crd,FitzLa00,pass_cmp,0,,,,,
player,201910270nor,crd,FitzLa00,pass_att,0,,,,,
player,201910270nor,crd,FitzLa00,pass_yds,0,,,,,
player,201910270nor,crd,FitzLa00,pass_td,0,,,,,
player,201910270nor,crd,FitzLa00,pass_int,0,,,,,
player,201910270nor,crd,FitzLa00,pass_sacked,0,,,,,
player,201910270nor,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201910270nor,crd,FitzLa00,pass_long,0,,,,,
player,201910270nor,crd,FitzLa00,pass_rating,,,,,,
player,201910270nor,crd,FitzLa00,rush_att,0,,,,,
player,201910270nor,crd,FitzLa00,rush_yds,0,,,,,
player,201910270nor,crd,FitzLa00,rush_td,0,,,,,
player,201910270nor,crd,FitzLa00,rush_long,0,,,,,
player,201910270nor,crd,FitzLa00,targets,4,,,,,
player,201910270nor,crd,FitzLa00,rec,2,,,,,
player,201910270nor,crd,FitzLa00,rec_yds,8,,,,,
player,201910270nor,crd,FitzLa00,rec_td,0,,,,,
player,201910270nor,crd,FitzLa00,rec_long,6,,,,,
player,201910270nor,crd,FitzLa00,fumbles,0,,,,,
player,201910270nor,crd,FitzLa00,fumbles_lost,0,,,,,
player,201910270nor,crd,SherTr00,pass_cmp,0,,,,,
player,201910270nor,crd,SherTr00,pass_att,0,,,,,
player,201910270nor,crd,SherTr00,pass_yds,0,,,,,
player,201910270nor,crd,SherTr00,pass_td,0,,,,,
player,201910270nor,crd,SherTr00,pass_int,0,,,,,
player,201910270nor,crd,SherTr00,pass_sacked,0,,,,,
player,201910270nor,crd,SherTr00,pass_sacked_yds,0,,,,,
player,201910270nor,crd,SherTr00,pass_long,0,,,,,
player,201910270nor,crd,SherTr00,pass_rating,,,,,,
player,201910270nor,crd,SherTr00,rush_att,0,,,,,
player,201910270nor,crd,SherTr00,rush_yds,0,,,,,
player,201910270nor,crd,SherTr00,rush_td,0,,,,,
player,201910270nor,crd,SherTr00,rush_long,0,,,,,
player,201910270nor,crd,SherTr00,targets,2,,,,,
player,201910270nor,crd,SherTr00,rec,0,,,,,
player,201910270nor,crd,SherTr00,rec_yds,0,,,,,
player,201910270nor,crd,SherTr00,rec_td,0,,,,,
player,201910270nor,crd,SherTr00,rec_long,0,,,,,
player,201910270nor,crd,SherTr00,fumbles,0,,,,,
player,201910270nor,crd,SherTr00,fumbles_lost,0,,,,,
player,201910270nor,crd,DaniDa02,pass_cmp,0,,,,,
player,201910270nor,crd,DaniDa02,pass_att,0,,,,,
player,201910270nor,crd,DaniDa02,pass_yds,0,,,,,
player,201910270nor,crd,DaniDa02,pass_td,0,,,,,
player,201910270nor,crd,DaniDa02,pass_int,0,,,,,
player,201910270nor,crd,DaniDa02,pass_sacked,0,,,,,
player,201910270nor,crd,DaniDa02,pass_sacked_yds,0,,,,,
player,201910270nor,crd,DaniDa02,pass_long,0,,,,,
player,201910270nor,crd,DaniDa02,pass_rating,,,,,,
player,201910270nor,crd,DaniDa02,rush_att,0,,,,,
player,201910270nor,crd,DaniDa02,rush_yds,0,,,,,
player,201910270nor,crd,DaniDa02,rush_td,0,,,,,
player,201910270nor,crd,DaniDa02,rush_long,0,,,,,
player,201910270nor,crd,DaniDa02,targets,1,,,,,
player,201910270nor,crd,DaniDa02,rec,0,,,,,
player,201910270nor,crd,DaniDa02,rec_yds,0,,,,,
player,201910270nor,crd,DaniDa02,rec_td,0,,,,,
player,201910270nor,crd,DaniDa02,rec_long,0,,,,,
player,201910270nor,crd,DaniDa02,fumbles,0,,,,,
player,201910270nor,crd,DaniDa02,fumbles_lost,0,,,,,
player,201910270nor,nor,BreeDr00,pass_cmp,34,,,,,
player,201910270nor,nor,BreeDr00,pass_att,43,,,,,
player,201910270nor,nor,BreeDr00,pass_yds,373,,,,,
player,201910270nor,nor,BreeDr00,pass_td,3,,,,,
player,201910270nor,nor,BreeDr00,pass_int,1,,,,,
player,201910270nor,nor,BreeDr00,pass_sacked,0,,,,,
player,201910270nor,nor,BreeDr00,pass_sacked_yds,0,,,,,
player,201910270nor,nor,BreeDr00,pass_long,36,,,,,
player,201910270nor,nor,BreeDr00,pass_rating,116.4,,,,,
player,201910270nor,nor,BreeDr00,rush_att,0,,,,,
player,201910270nor,nor,BreeDr00,rush_yds,0,,,,,
player,201910270nor,nor,BreeDr00,rush_td,0,,,,,
player,201910270nor,nor,BreeDr00,rush_long,0,,,,,
player,201910270nor,nor,BreeDr00,targets,0,,,,,
player,201910270nor,nor,BreeDr00,rec,0,,,,,
player,201910270nor,nor,BreeDr00,rec_yds,0,,,,,
player,201910270nor,nor,BreeDr00,rec_td,0,,,,,
player,201910270nor,nor,BreeDr00,rec_long,0,,,,,
player,201910270nor,nor,BreeDr00,fumbles,0,,,,,
player,201910270nor,nor,BreeDr00,fumbles_lost,0,,,,,
player,201910270nor,nor,MurrLa00,pass_cmp,0,,,,,
player,201910270nor,nor,MurrLa00,pass_att,0,,,,,
player,201910270nor,nor,MurrLa00,pass_yds,0,,,,,
player,201910270nor,nor,MurrLa00,pass_td,0,,,,,
player,201910270nor,nor,MurrLa00,pass_int,0,,,,,
player,201910270nor,nor,MurrLa00,pass_sacked,0,,,,,
player,201910270nor,nor,MurrLa00,pass_sacked_yds,0,,,,,
player,201910270nor,nor,MurrLa00,pass_long,0,,,,,
player,201910270nor,nor,MurrLa00,pass_rating,,,,,,
player,201910270nor,nor,MurrLa00,rush_att,21,,,,,
player,201910270nor,nor,MurrLa00,rush_yds,102,,,,,
player,201910270nor,nor,MurrLa00,rush_td,1,,,,,
player,201910270nor,nor,MurrLa00,rush_long,28,,,,,
player,201910270nor,nor,MurrLa00,targets,12,,,,,
player,201910270nor,nor,MurrLa00,rec,9,,,,,
player,201910270nor,nor,MurrLa00,rec_yds,55,,,,,
player,201910270nor,nor,MurrLa00,rec_td,1,,,,,
player,201910270nor,nor,MurrLa00,rec_long,15,,,,,
player,201910270nor,nor,MurrLa00,fumbles,0,,,,,
player,201910270nor,nor,MurrLa00,fumbles_lost,0,,,,,
player,201910270nor,nor,WashDw00,pass_cmp,0,,,,,
player,201910270nor,nor,WashDw00,pass_att,0,,,,,
player,201910270nor,nor,WashDw00,pass_yds,0,,,,,
player,201910270nor,nor,WashDw00,pass_td,0,,,,,
player,201910270nor,nor,WashDw00,pass_int,0,,,,,
player,201910270nor,nor,WashDw00,pass_sacked,0,,,,,
player,201910270nor,nor,WashDw00,pass_sacked_yds,0,,,,,
player,201910270nor,nor,WashDw00,pass_long,0,,,,,
player,201910270nor,nor,WashDw00,pass_rating,,,,,,
player,201910270nor,nor,WashDw00,rush_att,3,,,,,
player,201910270nor,nor,WashDw00,rush_yds,38,,,,,
player,201910270nor,nor,WashDw00,rush_td,0,,,,,
player,201910270nor,nor,WashDw00,rush_long,31,,,,,
player,201910270nor,nor,WashDw00,targets,0,,,,,
player,201910270nor,nor,WashDw00,rec,0,,,,,
player,201910270nor,nor,WashDw00,rec_yds,0,,,,,
player,201910270nor,nor,WashDw00,rec_td,0,,,,,
player,201910270nor,nor,WashDw00,rec_long,0,,,,,
player,201910270nor,nor,WashDw00,fumbles,0,,,,,
player,201910270nor,nor,WashDw00,fumbles_lost,0,,,,,
player,201910270nor,nor,LineZa01,pass_cmp,0,,,,,
player,201910270nor,nor,LineZa01,pass_att,0,,,,,
player,201910270nor,nor,LineZa01,pass_yds,0,,,,,
player,201910270nor,nor,LineZa01,pass_td,0,,,,,
player,201910270nor,nor,LineZa01,pass_int,0,,,,,
player,201910270nor,nor,LineZa01,pass_sacked,0,,,,,
player,201910270nor,nor,LineZa01,pass_sacked_yds,0,,,,,
player,201910270nor,nor,LineZa01,pass_long,0,,,,,
player,201910270nor,nor,LineZa01,pass_rating,,,,,,
player,201910270nor,nor,LineZa01,rush_att,2,,,,,
player,201910270nor,nor,LineZa01,rush_yds,8,,,,,
player,201910270nor,nor,LineZa01,rush_td,0,,,,,
player,201910270nor,nor,LineZa01,rush_long,4,,,,,
player,201910270nor,nor,LineZa01,targets,2,,,,,
player,201910270nor,nor,LineZa01,rec,1,,,,,
player,201910270nor,nor,LineZa01,rec_yds,11,,,,,
player,201910270nor,nor,LineZa01,rec_td,0,,,,,
player,201910270nor,nor,LineZa01,rec_long,11,,,,,
player,201910270nor,nor,LineZa01,fumbles,0,,,,,
player,201910270nor,nor,LineZa01,fumbles_lost,0,,,,,
player,201910270nor,nor,HillTa00,pass_cmp,0,,,,,
player,201910270nor,nor,HillTa00,pass_att,0,,,,,
player,201910270nor,nor,HillTa00,pass_yds,0,,,,,
player,201910270nor,nor,HillTa00,pass_td,0,,,,,
player,201910270nor,nor,HillTa00,pass_int,0,,,,,
player,201910270nor,nor,HillTa00,pass_sacked,0,,,,,
player,201910270nor,nor,HillTa00,pass_sacked_yds,0,,,,,
player,201910270nor,nor,HillTa00,pass_long,0,,,,,
player,201910270nor,nor,HillTa00,pass_rating,,,,,,
player,201910270nor,nor,HillTa00,rush_att,0,,,,,
player,201910270nor,nor,HillTa00,rush_yds,0,,,,,
player,201910270nor,nor,HillTa00,rush_td,0,,,,,
player,201910270nor,nor,HillTa00,rush_long,0,,,,,
player,201910270nor,nor,HillTa00,targets,3,,,,,
player,201910270nor,nor,HillTa00,rec,3,,,,,
player,201910270nor,nor,HillTa00,rec_yds,63,,,,,
player,201910270nor,nor,HillTa00,rec_td,1,,,,,
player,201910270nor,nor,HillTa00,rec_long,36,,,,,
player,201910270nor,nor,HillTa00,fumbles,0,,,,,
player,201910270nor,nor,HillTa00,fumbles_lost,0,,,,,
player,201910270nor,nor,GinnTe00,pass_cmp,0,,,,,
player,201910270nor,nor,GinnTe00,pass_att,0,,,,,
player,201910270nor,nor,GinnTe00,pass_yds,0,,,,,
player,201910270nor,nor,GinnTe00,pass_td,0,,,,,
player,201910270nor,nor,GinnTe00,pass_int,0,,,,,
player,201910270nor,nor,GinnTe00,pass_sacked,0,,,,,
player,201910270nor,nor,GinnTe00,pass_sacked_yds,0,,,,,
player,201910270nor,nor,GinnTe00,pass_long,0,,,,,
player,201910270nor,nor,GinnTe00,pass_rating,,,,,,
player,201910270nor,nor,GinnTe00,rush_att,0,,,,,
player,201910270nor,nor,GinnTe00,rush_yds,0,,,,,
player,201910270nor,nor,GinnTe00,rush_td,0,,,,,
player,201910270nor,nor,GinnTe00,rush_long,0,,,,,
player,201910270nor,nor,GinnTe00,targets,2,,,,,
player,201910270nor,nor,GinnTe00,rec,2,,,,,
player,201910270nor,nor,GinnTe00,rec_yds,42,,,,,
player,201910270nor,nor,GinnTe00,rec_td,0,,,,,
player,201910270nor,nor,GinnTe00,rec_long,28,,,,,
player,201910270nor,nor,GinnTe00,fumbles,0,,,,,
player,201910270nor,nor,GinnTe00,fumbles_lost,0,,,,,
player,201910270nor,nor,HillJo02,pass_cmp,0,,,,,
player,201910270nor,nor,HillJo02,pass_att,0,,,,,
player,201910270nor,nor,HillJo02,pass_yds,0,,,,,
player,201910270nor,nor,HillJo02,pass_td,0,,,,,
player,201910270nor,nor,HillJo02,pass_int,0,,,,,
player,201910270nor,nor,HillJo02,pass_sacked,0,,,,,
player,201910270nor,nor,HillJo02,pass_sacked_yds,0,,,,,
player,201910270nor,nor,HillJo02,pass_long,0,,,,,
player,201910270nor,nor,HillJo02,pass_rating,,,,,,
player,201910270nor,nor,HillJo02,rush_att,0,,,,,
player,201910270nor,nor,HillJo02,rush_yds,0,,,,,
player,201910270nor,nor,HillJo02,rush_td,0,,,,,
player,201910270nor,nor,HillJo02,rush_long,0,,,,,
player,201910270nor,nor,HillJo02,targets,5,,,,,
player,201910270nor,nor,HillJo02,rec,3,,,,,
player,201910270nor,nor,HillJo02,rec_yds,39,,,,,
player,201910270nor,nor,HillJo02,rec_td,0,,,,,
player,201910270nor,nor,HillJo02,rec_long,29,,,,,
player,201910270nor,nor,HillJo02,fumbles,0,,,,,
player,201910270nor,nor,HillJo02,fumbles_lost,0,,,,,
player,201910270nor,nor,ArnoDa00,pass_cmp,0,,,,,
player,201910270nor,nor,ArnoDa00,pass_att,0,,,,,
player,201910270nor,nor,ArnoDa00,pass_yds,0,,,,,
player,201910270nor,nor,ArnoDa00,pass_td,0,,,,,
player,201910270nor,nor,ArnoDa00,pass_int,0,,,,,
player,201910270nor,nor,ArnoDa00,pass_sacked,0,,,,,
player,201910270nor,nor,ArnoDa00,pass_sacked_yds,0,,,,,
player,201910270nor,nor,ArnoDa00,pass_long,0,,,,,
player,201910270nor,nor,ArnoDa00,pass_rating,,,,,,
player,201910270nor,nor,ArnoDa00,rush_att,0,,,,,
player,201910270nor,nor,ArnoDa00,rush_yds,0,,,,,
player,201910270nor,nor,ArnoDa00,rush_td,0,,,,,
player,201910270nor,nor,ArnoDa00,rush_long,0,,,,,
player,201910270nor,nor,ArnoDa00,targets,3,,,,,
player,201910270nor,nor,ArnoDa00,rec,2,,,,,
player,201910270nor,nor,ArnoDa00,rec_yds,25,,,,,
player,201910270nor,nor,ArnoDa00,rec_td,0,,,,,
player,201910270nor,nor,ArnoDa00,rec_long,19,,,,,
player,201910270nor,nor,ArnoDa00,fumbles,0,,,,,
player,201910270nor,nor,ArnoDa00,fumbles_lost,0,,,,,
player,201910270nor,nor,HarrDe07,pass_cmp,0,,,,,
player,201910270nor,nor,HarrDe07,pass_att,0,,,,,
player,201910270nor,nor,HarrDe07,pass_yds,0,,,,,
player,201910270nor,nor,HarrDe07,pass_td,0,,,,,
player,201910270nor,nor,HarrDe07,pass_int,0,,,,,
player,201910270nor,nor,HarrDe07,pass_sacked,0,,,,,
player,201910270nor,nor,HarrDe07,pass_sacked_yds,0,,,,,
player,201910270nor,nor,HarrDe07,pass_long,0,,,,,
player,201910270nor,nor,HarrDe07,pass_rating,,,,,,
player,201910270nor,nor,HarrDe07,rush_att,0,,,,,
player,201910270nor,nor,HarrDe07,rush_yds,0,,,,,
player,201910270nor,nor,HarrDe07,rush_td,0,,,,,
player,201910270nor,nor,HarrDe07,rush_long,0,,,,,
player,201910270nor,nor,HarrDe07,targets,2,,,,,
player,201910270nor,nor,HarrDe07,rec,2,,,,,
player,201910270nor,nor,HarrDe07,rec_yds,17,,,,,
player,201910270nor,nor,HarrDe07,rec_td,0,,,,,
player,201910270nor,nor,HarrDe07,rec_long,9,,,,,
player,201910270nor,nor,HarrDe07,fumbles,0,,,,,
player,201910270nor,nor,HarrDe07,fumbles_lost,0,,,,,
player,201910270nor,nor,CarrAu00,pass_cmp,0,,,,,
player,201910270nor,nor,CarrAu00,pass_att,0,,,,,
player,201910270nor,nor,CarrAu00,pass_yds,0,,,,,
player,201910270nor,nor,CarrAu00,pass_td,0,,,,,
player,201910270nor,nor,CarrAu00,pass_int,0,,,,,
player,201910270nor,nor,CarrAu00,pass_sacked,0,,,,,
player,201910270nor,nor,CarrAu00,pass_sacked_yds,0,,,,,
player,201910270nor,nor,CarrAu00,pass_long,0,,,,,
player,201910270nor,nor,CarrAu00,pass_rating,,,,,,
player,201910270nor,nor,CarrAu00,rush_att,0,,,,,
player,201910270nor,nor,CarrAu00,rush_yds,0,,,,,
player,201910270nor,nor,CarrAu00,rush_td,0,,,,,
player,201910270nor,nor,CarrAu00,rush_long,0,,,,,
player,201910270nor,nor,CarrAu00,targets,2,,,,,
player,201910270nor,nor,CarrAu00,rec,1,,,,,
player,201910270nor,nor,CarrAu00,rec_yds,9,,,,,
player,201910270nor,nor,CarrAu00,rec_td,0,,,,,
player,201910270nor,nor,CarrAu00,rec_long,9,,,,,
player,201910270nor,nor,CarrAu00,fumbles,0,,,,,
player,201910270nor,nor,CarrAu00,fumbles_lost,0,,,,,
player,201910270nor,nor,BridTe00,pass_cmp,0,,,,,
player,201910270nor,nor,BridTe00,pass_att,0,,,,,
player,201910270nor,nor,BridTe00,pass_yds,0,,,,,
player,201910270nor,nor,BridTe00,pass_td,0,,,,,
player,201910270nor,nor,BridTe00,pass_int,0,,,,,
player,201910270nor,nor,BridTe00,pass_sacked,0,,,,,
player,201910270nor,nor,BridTe00,pass_sacked_yds,0,,,,,
player,201910270nor,nor,BridTe00,pass_long,0,,,,,
player,201910270nor,nor,BridTe00,pass_rating,,,,,,
player,201910270nor,nor,BridTe00,rush_att,2,,,,,
player,201910270nor,nor,BridTe00,rush_yds,-2,,,,,
player,201910270nor,nor,BridTe00,rush_td,0,,,,,
player,201910270nor,nor,BridTe00,rush_long,-1,,,,,
player,201910270nor,nor,BridTe00,targets,0,,,,,
