game,2019,11,20191117,201911170det,dal,"Dallas Cowboys",35,det,"Detroit Lions",27
player,201911170det,dal,LawrDe00,fumbles_forced,0,,,,,
player,201911170det,dal,VandLe00,def_int,0,,,,,
player,201911170det,dal,VandLe00,def_int_yds,0,,,,,
player,201911170det,dal,VandLe00,def_int_td,0,,,,,
player,201911170det,dal,VandLe00,def_int_long,0,,,,,
player,201911170det,dal,VandLe00,pass_defended,1,,,,,
player,201911170det,dal,VandLe00,sacks,0.0,,,,,
player,201911170det,dal,VandLe00,tackles_combined,5,,,,,
player,201911170det,dal,VandLe00,tackles_solo,5,,,,,
player,201911170det,dal,VandLe00,tackles_assists,0,,,,,
player,201911170det,dal,VandLe00,tackles_loss,0,,,,,
player,201911170det,dal,VandLe00,qb_hits,0,,,,,
player,201911170det,dal,VandLe00,fumbles_rec,0,,,,,
player,201911170det,dal,VandLe00,fumbles_rec_yds,0,,,,,
player,201911170det,dal,VandLe00,fumbles_rec_td,0,,,,,
player,201911170det,dal,VandLe00,fumbles_forced,0,,,,,
player,201911170det,dal,WoodXa00,def_int,0,,,,,
player,201911170det,dal,WoodXa00,def_int_yds,0,,,,,
player,201911170det,dal,WoodXa00,def_int_td,0,,,,,
player,201911170det,dal,WoodXa00,def_int_long,0,,,,,
player,201911170det,dal,WoodXa00,pass_defended,0,,,,,
player,201911170det,dal,WoodXa00,sacks,0.0,,,,,
player,201911170det,dal,WoodXa00,tackles_combined,3,,,,,
player,201911170det,dal,WoodXa00,tackles_solo,2,,,,,
player,201911170det,dal,WoodXa00,tackles_assists,1,,,,,
player,201911170det,dal,WoodXa00,tackles_loss,0,,,,,
player,201911170det,dal,WoodXa00,qb_hits,0,,,,,
player,201911170det,dal,WoodXa00,fumbles_rec,0,,,,,
player,201911170det,dal,WoodXa00,fumbles_rec_yds,0,,,,,
player,201911170det,dal,WoodXa00,fumbles_rec_td,0,,,,,
player,201911170det,dal,WoodXa00,fumbles_forced,0,,,,,
player,201911170det,dal,AwuzCh00,def_int,0,,,,,
player,201911170det,dal,AwuzCh00,def_int_yds,0,,,,,
player,201911170det,dal,AwuzCh00,def_int_td,0,,,,,
player,201911170det,dal,AwuzCh00,def_int_long,0,,,,,
player,201911170det,dal,AwuzCh00,pass_defended,2,,,,,
player,201911170det,dal,AwuzCh00,sacks,0.0,,,,,
player,201911170det,dal,AwuzCh00,tackles_combined,2,,,,,
player,201911170det,dal,AwuzCh00,tackles_solo,1,,,,,
player,201911170det,dal,AwuzCh00,tackles_assists,1,,,,,
player,201911170det,dal,AwuzCh00,tackles_loss,0,,,,,
player,201911170det,dal,AwuzCh00,qb_hits,0,,,,,
player,201911170det,dal,AwuzCh00,fumbles_rec,0,,,,,
player,201911170det,dal,AwuzCh00,fumbles_rec_yds,0,,,,,
player,201911170det,dal,AwuzCh00,fumbles_rec_td,0,,,,,
player,201911170det,dal,AwuzCh00,fumbles_forced,0,,,,,
player,201911170det,dal,CollMa00,def_int,0,,,,,
player,201911170det,dal,CollMa00,def_int_yds,0,,,,,
player,201911170det,dal,CollMa00,def_int_td,0,,,,,
player,201911170det,dal,CollMa00,def_int_long,0,,,,,
player,201911170det,dal,CollMa00,pass_defended,0,,,,,
player,201911170det,dal,CollMa00,sacks,0.0,,,,,
player,201911170det,dal,CollMa00,tackles_combined,2,,,,,
player,201911170det,dal,CollMa00,tackles_solo,2,,,,,
player,201911170det,dal,CollMa00,tackles_assists,0,,,,,
player,201911170det,dal,CollMa00,tackles_loss,0,,,,,
player,201911170det,dal,CollMa00,qb_hits,0,,,,,
player,201911170det,dal,CollMa00,fumbles_rec,0,,,,,
player,201911170det,dal,CollMa00,fumbles_rec_yds,0,,,,,
player,201911170det,dal,CollMa00,fumbles_rec_td,0,,,,,
player,201911170det,dal,CollMa00,fumbles_forced,0,,,,,
player,201911170det,dal,LeexSe99,def_int,0,,,,,
player,201911170det,dal,LeexSe99,def_int_yds,0,,,,,
player,201911170det,dal,LeexSe99,def_int_td,0,,,,,
player,201911170det,dal,LeexSe99,def_int_long,0,,,,,
player,201911170det,dal,LeexSe99,pass_defended,0,,,,,
player,201911170det,dal,LeexSe99,sacks,0.0,,,,,
player,201911170det,dal,LeexSe99,tackles_combined,2,,,,,
player,201911170det,dal,LeexSe99,tackles_solo,1,,,,,
player,201911170det,dal,LeexSe99,tackles_assists,1,,,,,
player,201911170det,dal,LeexSe99,tackles_loss,0,,,,,
player,201911170det,dal,LeexSe99,qb_hits,0,,,,,
player,201911170det,dal,LeexSe99,fumbles_rec,0,,,,,
player,201911170det,dal,LeexSe99,fumbles_rec_yds,0,,,,,
player,201911170det,dal,LeexSe99,fumbles_rec_td,0,,,,,
player,201911170det,dal,LeexSe99,fumbles_forced,0,,,,,
player,201911170det,dal,ArmsDo00,def_int,0,,,,,
player,201911170det,dal,ArmsDo00,def_int_yds,0,,,,,
player,201911170det,dal,ArmsDo00,def_int_td,0,,,,,
player,201911170det,dal,ArmsDo00,def_int_long,0,,,,,
player,201911170det,dal,ArmsDo00,pass_defended,0,,,,,
player,201911170det,dal,ArmsDo00,sacks,0.0,,,,,
player,201911170det,dal,ArmsDo00,tackles_combined,1,,,,,
player,201911170det,dal,ArmsDo00,tackles_solo,1,,,,,
player,201911170det,dal,ArmsDo00,tackles_assists,0,,,,,
player,201911170det,dal,ArmsDo00,tackles_loss,0,,,,,
player,201911170det,dal,ArmsDo00,qb_hits,0,,,,,
player,201911170det,dal,ArmsDo00,fumbles_rec,0,,,,,
player,201911170det,dal,ArmsDo00,fumbles_rec_yds,0,,,,,
player,201911170det,dal,ArmsDo00,fumbles_rec_td,0,,,,,
player,201911170det,dal,ArmsDo00,fumbles_forced,0,,,,,
player,201911170det,dal,CoviCh00,def_int,0,,,,,
player,201911170det,dal,CoviCh00,def_int_yds,0,,,,,
player,201911170det,dal,CoviCh00,def_int_td,0,,,,,
player,201911170det,dal,CoviCh00,def_int_long,0,,,,,
player,201911170det,dal,CoviCh00,pass_defended,0,,,,,
player,201911170det,dal,CoviCh00,sacks,0.0,,,,,
player,201911170det,dal,CoviCh00,tackles_combined,1,,,,,
player,201911170det,dal,CoviCh00,tackles_solo,1,,,,,
player,201911170det,dal,CoviCh00,tackles_assists,0,,,,,
player,201911170det,dal,CoviCh00,tackles_loss,0,,,,,
player,201911170det,dal,CoviCh00,qb_hits,0,,,,,
player,201911170det,dal,CoviCh00,fumbles_rec,0,,,,,
player,201911170det,dal,CoviCh00,fumbles_rec_yds,0,,,,,
player,201911170det,dal,CoviCh00,fumbles_rec_td,0,,,,,
player,201911170det,dal,CoviCh00,fumbles_forced,0,,,,,
player,201911170det,dal,LewiJo01,def_int,0,,,,,
player,201911170det,dal,LewiJo01,def_int_yds,0,,,,,
player,201911170det,dal,LewiJo01,def_int_td,0,,,,,
player,201911170det,dal,LewiJo01,def_int_long,0,,,,,
player,201911170det,dal,LewiJo01,pass_defended,0,,,,,
player,201911170det,dal,LewiJo01,sacks,0.0,,,,,
player,201911170det,dal,LewiJo01,tackles_combined,1,,,,,
player,201911170det,dal,LewiJo01,tackles_solo,1,,,,,
player,201911170det,dal,LewiJo01,tackles_assists,0,,,,,
player,201911170det,dal,LewiJo01,tackles_loss,0,,,,,
player,201911170det,dal,LewiJo01,qb_hits,0,,,,,
player,201911170det,dal,LewiJo01,fumbles_rec,0,,,,,
player,201911170det,dal,LewiJo01,fumbles_rec_yds,0,,,,,
player,201911170det,dal,LewiJo01,fumbles_rec_td,0,,,,,
player,201911170det,dal,LewiJo01,fumbles_forced,0,,,,,
player,201911170det,dal,WoodAn02,def_int,0,,,,,
player,201911170det,dal,WoodAn02,def_int_yds,0,,,,,
player,201911170det,dal,WoodAn02,def_int_td,0,,,,,
player,201911170det,dal,WoodAn02,def_int_long,0,,,,,
player,201911170det,dal,WoodAn02,pass_defended,0,,,,,
player,201911170det,dal,WoodAn02,sacks,0.0,,,,,
player,201911170det,dal,WoodAn02,tackles_combined,1,,,,,
player,201911170det,dal,WoodAn02,tackles_solo,0,,,,,
player,201911170det,dal,WoodAn02,tackles_assists,1,,,,,
player,201911170det,dal,WoodAn02,tackles_loss,0,,,,,
player,201911170det,dal,WoodAn02,qb_hits,0,,,,,
player,201911170det,dal,WoodAn02,fumbles_rec,0,,,,,
player,201911170det,dal,WoodAn02,fumbles_rec_yds,0,,,,,
player,201911170det,dal,WoodAn02,fumbles_rec_td,0,,,,,
player,201911170det,dal,WoodAn02,fumbles_forced,0,,,,,
player,201911170det,dal,BrowAn02,def_int,0,,,,,
player,201911170det,dal,BrowAn02,def_int_yds,0,,,,,
player,201911170det,dal,BrowAn02,def_int_td,0,,,,,
player,201911170det,dal,BrowAn02,def_int_long,0,,,,,
player,201911170det,dal,BrowAn02,pass_defended,1,,,,,
player,201911170det,dal,BrowAn02,sacks,0.0,,,,,
player,201911170det,dal,BrowAn02,tackles_combined,0,,,,,
player,201911170det,dal,BrowAn02,tackles_solo,0,,,,,
player,201911170det,dal,BrowAn02,tackles_assists,0,,,,,
player,201911170det,dal,BrowAn02,tackles_loss,0,,,,,
player,201911170det,dal,BrowAn02,qb_hits,0,,,,,
player,201911170det,dal,BrowAn02,fumbles_rec,0,,,,,
player,201911170det,dal,BrowAn02,fumbles_rec_yds,0,,,,,
player,201911170det,dal,BrowAn02,fumbles_rec_td,0,,,,,
player,201911170det,dal,BrowAn02,fumbles_forced,0,,,,,
player,201911170det,det,KennDe00,def_int,0,,,,,
player,201911170det,det,KennDe00,def_int_yds,0,,,,,
player,201911170det,det,KennDe00,def_int_td,0,,,,,
player,201911170det,det,KennDe00,def_int_long,0,,,,,
player,201911170det,det,KennDe00,pass_defended,0,,,,,
player,201911170det,det,KennDe00,sacks,1.0,,,,,
player,201911170det,det,KennDe00,tackles_combined,2,,,,,
player,201911170det,det,KennDe00,tackles_solo,2,,,,,
player,201911170det,det,KennDe00,tackles_assists,0,,,,,
player,201911170det,det,KennDe00,tackles_loss,1,,,,,
player,201911170det,det,KennDe00,qb_hits,2,,,,,
player,201911170det,det,KennDe00,fumbles_rec,0,,,,,
player,201911170det,det,KennDe00,fumbles_rec_yds,0,,,,,
player,201911170det,det,KennDe00,fumbles_rec_td,0,,,,,
player,201911170det,det,KennDe00,fumbles_forced,0,,,,,
player,201911170det,det,MelvRa00,def_int,0,,,,,
player,201911170det,det,MelvRa00,def_int_yds,0,,,,,
player,201911170det,det,MelvRa00,def_int_td,0,,,,,
player,201911170det,det,MelvRa00,def_int_long,0,,,,,
player,201911170det,det,MelvRa00,pass_defended,1,,,,,
player,201911170det,det,MelvRa00,sacks,0.0,,,,,
player,201911170det,det,MelvRa00,tackles_combined,9,,,,,
player,201911170det,det,MelvRa00,tackles_solo,7,,,,,
player,201911170det,det,MelvRa00,tackles_assists,2,,,,,
player,201911170det,det,MelvRa00,tackles_loss,0,,,,,
player,201911170det,det,MelvRa00,qb_hits,0,,,,,
player,201911170det,det,MelvRa00,fumbles_rec,0,,,,,
player,201911170det,det,MelvRa00,fumbles_rec_yds,0,,,,,
player,201911170det,det,MelvRa00,fumbles_rec_td,0,,,,,
player,201911170det,det,MelvRa00,fumbles_forced,0,,,,,
player,201911170det,det,DaviJa01,def_int,0,,,,,
player,201911170det,det,DaviJa01,def_int_yds,0,,,,,
player,201911170det,det,DaviJa01,def_int_td,0,,,,,
player,201911170det,det,DaviJa01,def_int_long,0,,,,,
player,201911170det,det,DaviJa01,pass_defended,0,,,,,
player,201911170det,det,DaviJa01,sacks,0.0,,,,,
player,201911170det,det,DaviJa01,tackles_combined,7,,,,,
player,201911170det,det,DaviJa01,tackles_solo,4,,,,,
player,201911170det,det,DaviJa01,tackles_assists,3,,,,,
player,201911170det,det,DaviJa01,tackles_loss,0,,,,,
player,201911170det,det,DaviJa01,qb_hits,0,,,,,
player,201911170det,det,DaviJa01,fumbles_rec,1,,,,,
player,201911170det,det,DaviJa01,fumbles_rec_yds,0,,,,,
player,201911170det,det,DaviJa01,fumbles_rec_td,0,,,,,
player,201911170det,det,DaviJa01,fumbles_forced,1,,,,,
player,201911170det,det,WalkTr01,def_int,0,,,,,
player,201911170det,det,WalkTr01,def_int_yds,0,,,,,
player,201911170det,det,WalkTr01,def_int_td,0,,,,,
player,201911170det,det,WalkTr01,def_int_long,0,,,,,
player,201911170det,det,WalkTr01,pass_defended,0,,,,,
player,201911170det,det,WalkTr01,sacks,0.0,,,,,
player,201911170det,det,WalkTr01,tackles_combined,6,,,,,
player,201911170det,det,WalkTr01,tackles_solo,5,,,,,
player,201911170det,det,WalkTr01,tackles_assists,1,,,,,
player,201911170det,det,WalkTr01,tackles_loss,0,,,,,
player,201911170det,det,WalkTr01,qb_hits,0,,,,,
player,201911170det,det,WalkTr01,fumbles_rec,0,,,,,
player,201911170det,det,WalkTr01,fumbles_rec_yds,0,,,,,
player,201911170det,det,WalkTr01,fumbles_rec_td,0,,,,,
player,201911170det,det,WalkTr01,fumbles_forced,0,,,,,
player,201911170det,det,WilsTa00,def_int,0,,,,,
player,201911170det,det,WilsTa00,def_int_yds,0,,,,,
player,201911170det,det,WilsTa00,def_int_td,0,,,,,
player,201911170det,det,WilsTa00,def_int_long,0,,,,,
player,201911170det,det,WilsTa00,pass_defended,0,,,,,
player,201911170det,det,WilsTa00,sacks,0.0,,,,,
player,201911170det,det,WilsTa00,tackles_combined,5,,,,,
player,201911170det,det,WilsTa00,tackles_solo,4,,,,,
player,201911170det,det,WilsTa00,tackles_assists,1,,,,,
player,201911170det,det,WilsTa00,tackles_loss,0,,,,,
player,201911170det,det,WilsTa00,qb_hits,0,,,,,
player,201911170det,det,WilsTa00,fumbles_rec,0,,,,,
player,201911170det,det,WilsTa00,fumbles_rec_yds,0,,,,,
player,201911170det,det,WilsTa00,fumbles_rec_td,0,,,,,
player,201911170det,det,WilsTa00,fumbles_forced,0,,,,,
player,201911170det,det,ColeJu01,def_int,0,,,,,
player,201911170det,det,ColeJu01,def_int_yds,0,,,,,
player,201911170det,det,ColeJu01,def_int_td,0,,,,,
player,201911170det,det,ColeJu01,def_int_long,0,,,,,
player,201911170det,det,ColeJu01,pass_defended,0,,,,,
player,201911170det,det,ColeJu01,sacks,0.0,,,,,
player,201911170det,det,ColeJu01,tackles_combined,4,,,,,
player,201911170det,det,ColeJu01,tackles_solo,4,,,,,
player,201911170det,det,ColeJu01,tackles_assists,0,,,,,
player,201911170det,det,ColeJu01,tackles_loss,0,,,,,
player,201911170det,det,ColeJu01,qb_hits,0,,,,,
player,201911170det,det,ColeJu01,fumbles_rec,0,,,,,
player,201911170det,det,ColeJu01,fumbles_rec_yds,0,,,,,
player,201911170det,det,ColeJu01,fumbles_rec_td,0,,,,,
player,201911170det,det,ColeJu01,fumbles_forced,0,,,,,
player,201911170det,det,HarrWi02,def_int,0,,,,,
player,201911170det,det,HarrWi02,def_int_yds,0,,,,,
player,201911170det,det,HarrWi02,def_int_td,0,,,,,
player,201911170det,det,HarrWi02,def_int_long,0,,,,,
player,201911170det,det,HarrWi02,pass_defended,0,,,,,
player,201911170det,det,HarrWi02,sacks,0.0,,,,,
player,201911170det,det,HarrWi02,tackles_combined,4,,,,,
player,201911170det,det,HarrWi02,tackles_solo,3,,,,,
player,201911170det,det,HarrWi02,tackles_assists,1,,,,,
player,201911170det,det,HarrWi02,tackles_loss,0,,,,,
player,201911170det,det,HarrWi02,qb_hits,0,,,,,
player,201911170det,det,HarrWi02,fumbles_rec,0,,,,,
player,201911170det,det,HarrWi02,fumbles_rec_yds,0,,,,,
player,201911170det,det,HarrWi02,fumbles_rec_td,0,,,,,
player,201911170det,det,HarrWi02,fumbles_forced,0,,,,,
player,201911170det,det,HarrDa03,def_int,0,,,,,
player,201911170det,det,HarrDa03,def_int_yds,0,,,,,
player,201911170det,det,HarrDa03,def_int_td,0,,,,,
player,201911170det,det,HarrDa03,def_int_long,0,,,,,
player,201911170det,det,HarrDa03,pass_defended,0,,,,,
player,201911170det,det,HarrDa03,sacks,0.0,,,,,
player,201911170det,det,HarrDa03,tackles_combined,3,,,,,
player,201911170det,det,HarrDa03,tackles_solo,3,,,,,
player,201911170det,det,HarrDa03,tackles_assists,0,,,,,
player,201911170det,det,HarrDa03,tackles_loss,0,,,,,
player,201911170det,det,HarrDa03,qb_hits,0,,,,,
player,201911170det,det,HarrDa03,fumbles_rec,0,,,,,
player,201911170det,det,HarrDa03,fumbles_rec_yds,0,,,,,
player,201911170det,det,HarrDa03,fumbles_rec_td,0,,,,,
player,201911170det,det,HarrDa03,fumbles_forced,0,,,,,
player,201911170det,det,SlayDa00,def_int,0,,,,,
player,201911170det,det,SlayDa00,def_int_yds,0,,,,,
player,201911170det,det,SlayDa00,def_int_td,0,,,,,
player,201911170det,det,SlayDa00,def_int_long,0,,,,,
player,201911170det,det,SlayDa00,pass_defended,3,,,,,
player,201911170det,det,SlayDa00,sacks,0.0,,,,,
player,201911170det,det,SlayDa00,tackles_combined,3,,,,,
player,201911170det,det,SlayDa00,tackles_solo,3,,,,,
player,201911170det,det,SlayDa00,tackles_assists,0,,,,,
player,201911170det,det,SlayDa00,tackles_loss,0,,,,,
player,201911170det,det,SlayDa00,qb_hits,0,,,,,
player,201911170det,det,SlayDa00,fumbles_rec,0,,,,,
player,201911170det,det,SlayDa00,fumbles_rec_yds,0,,,,,
player,201911170det,det,SlayDa00,fumbles_rec_td,0,,,,,
player,201911170det,det,SlayDa00,fumbles_forced,0,,,,,
player,201911170det,det,AtkiJo01,def_int,0,,,,,
player,201911170det,det,AtkiJo01,def_int_yds,0,,,,,
player,201911170det,det,AtkiJo01,def_int_td,0,,,,,
player,201911170det,det,AtkiJo01,def_int_long,0,,,,,
player,201911170det,det,AtkiJo01,pass_defended,0,,,,,
player,201911170det,det,AtkiJo01,sacks,0.0,,,,,
player,201911170det,det,AtkiJo01,tackles_combined,2,,,,,
player,201911170det,det,AtkiJo01,tackles_solo,1,,,,,
player,201911170det,det,AtkiJo01,tackles_assists,1,,,,,
player,201911170det,det,AtkiJo01,tackles_loss,0,,,,,
player,201911170det,det,AtkiJo01,qb_hits,0,,,,,
player,201911170det,det,AtkiJo01,fumbles_rec,0,,,,,
player,201911170det,det,AtkiJo01,fumbles_rec_yds,0,,,,,
player,201911170det,det,AtkiJo01,fumbles_rec_td,0,,,,,
player,201911170det,det,AtkiJo01,fumbles_forced,0,,,,,
player,201911170det,det,RobiAS00,def_int,0,,,,,
player,201911170det,det,RobiAS00,def_int_yds,0,,,,,
player,201911170det,det,RobiAS00,def_int_td,0,,,,,
player,201911170det,det,RobiAS00,def_int_long,0,,,,,
player,201911170det,det,RobiAS00,pass_defended,0,,,,,
player,201911170det,det,RobiAS00,sacks,0.0,,,,,
player,201911170det,det,RobiAS00,tackles_combined,2,,,,,
player,201911170det,det,RobiAS00,tackles_solo,2,,,,,
player,201911170det,det,RobiAS00,tackles_assists,0,,,,,
player,201911170det,det,RobiAS00,tackles_loss,0,,,,,
player,201911170det,det,RobiAS00,qb_hits,0,,,,,
player,201911170det,det,RobiAS00,fumbles_rec,0,,,,,
player,201911170det,det,RobiAS00,fumbles_rec_yds,0,,,,,
player,201911170det,det,RobiAS00,fumbles_rec_td,0,,,,,
player,201911170det,det,RobiAS00,fumbles_forced,0,,,,,
player,201911170det,det,TavaJa00,def_int,0,,,,,
player,201911170det,det,TavaJa00,def_int_yds,0,,,,,
player,201911170det,det,TavaJa00,def_int_td,0,,,,,
player,201911170det,det,TavaJa00,def_int_long,0,,,,,
player,201911170det,det,TavaJa00,pass_defended,0,,,,,
player,201911170det,det,TavaJa00,sacks,0.0,,,,,
player,201911170det,det,TavaJa00,tackles_combined,2,,,,,
player,201911170det,det,TavaJa00,tackles_solo,0,,,,,
player,201911170det,det,TavaJa00,tackles_assists,2,,,,,
player,201911170det,det,TavaJa00,tackles_loss,0,,,,,
player,201911170det,det,TavaJa00,qb_hits,0,,,,,
player,201911170det,det,TavaJa00,fumbles_rec,0,,,,,
player,201911170det,det,TavaJa00,fumbles_rec_yds,0,,,,,
player,201911170det,det,TavaJa00,fumbles_rec_td,0,,,,,
player,201911170det,det,TavaJa00,fumbles_forced,0,,,,,
player,201911170det,det,DaniMi00,def_int,0,,,,,
player,201911170det,det,DaniMi00,def_int_yds,0,,,,,
player,201911170det,det,DaniMi00,def_int_td,0,,,,,
player,201911170det,det,DaniMi00,def_int_long,0,,,,,
player,201911170det,det,DaniMi00,pass_defended,0,,,,,
player,201911170det,det,DaniMi00,sacks,0.0,,,,,
player,201911170det,det,DaniMi00,tackles_combined,1,,,,,
player,201911170det,det,DaniMi00,tackles_solo,0,,,,,
player,201911170det,det,DaniMi00,tackles_assists,1,,,,,
player,201911170det,det,DaniMi00,tackles_loss,0,,,,,
player,201911170det,det,DaniMi00,qb_hits,1,,,,,
player,201911170det,det,DaniMi00,fumbles_rec,0,,,,,
player,201911170det,det,DaniMi00,fumbles_rec_yds,0,,,,,
player,201911170det,det,DaniMi00,fumbles_rec_td,0,,,,,
player,201911170det,det,DaniMi00,fumbles_forced,0,,,,,
player,201911170det,det,FordMi01,def_int,0,,,,,
player,201911170det,det,FordMi01,def_int_yds,0,,,,,
player,201911170det,det,FordMi01,def_int_td,0,,,,,
player,201911170det,det,FordMi01,def_int_long,0,,,,,
player,201911170det,det,FordMi01,pass_defended,0,,,,,
player,201911170det,det,FordMi01,sacks,0.0,,,,,
player,201911170det,det,FordMi01,tackles_combined,1,,,,,
player,201911170det,det,FordMi01,tackles_solo,1,,,,,
player,201911170det,det,FordMi01,tackles_assists,0,,,,,
player,201911170det,det,FordMi01,tackles_loss,0,,,,,
player,201911170det,det,FordMi01,qb_hits,0,,,,,
player,201911170det,det,FordMi01,fumbles_rec,0,,,,,
player,201911170det,det,FordMi01,fumbles_rec_yds,0,,,,,
player,201911170det,det,FordMi01,fumbles_rec_td,0,,,,,
player,201911170det,det,FordMi01,fumbles_forced,0,,,,,
player,201911170det,det,JoneCh05,def_int,0,,,,,
player,201911170det,det,JoneCh05,def_int_yds,0,,,,,
player,201911170det,det,JoneCh05,def_int_td,0,,,,,
player,201911170det,det,JoneCh05,def_int_long,0,,,,,
player,201911170det,det,JoneCh05,pass_defended,0,,,,,
player,201911170det,det,JoneCh05,sacks,0.0,,,,,
player,201911170det,det,JoneCh05,tackles_combined,1,,,,,
player,201911170det,det,JoneCh05,tackles_solo,0,,,,,
player,201911170det,det,JoneCh05,tackles_assists,1,,,,,
player,201911170det,det,JoneCh05,tackles_loss,0,,,,,
player,201911170det,det,JoneCh05,qb_hits,0,,,,,
player,201911170det,det,JoneCh05,fumbles_rec,0,,,,,
player,201911170det,det,JoneCh05,fumbles_rec_yds,0,,,,,
player,201911170det,det,JoneCh05,fumbles_rec_td,0,,,,,
player,201911170det,det,JoneCh05,fumbles_forced,0,,,,,
player,201911170det,det,OruwAm00,def_int,0,,,,,
player,201911170det,det,OruwAm00,def_int_yds,0,,,,,
player,201911170det,det,OruwAm00,def_int_td,0,,,,,
player,201911170det,det,OruwAm00,def_int_long,0,,,,,
player,201911170det,det,OruwAm00,pass_defended,0,,,,,
player,201911170det,det,OruwAm00,sacks,0.0,,,,,
player,201911170det,det,OruwAm00,tackles_combined,1,,,,,
player,201911170det,det,OruwAm00,tackles_solo,1,,,,,
player,201911170det,det,OruwAm00,tackles_assists,0,,,,,
player,201911170det,det,OruwAm00,tackles_loss,0,,,,,
player,201911170det,det,OruwAm00,qb_hits,0,,,,,
player,201911170det,det,OruwAm00,fumbles_rec,0,,,,,
player,201911170det,det,OruwAm00,fumbles_rec_yds,0,,,,,
player,201911170det,det,OruwAm00,fumbles_rec_td,0,,,,,
player,201911170det,det,OruwAm00,fumbles_forced,0,,,,,
player,201911170det,det,FlowTr00,def_int,0,,,,,
player,201911170det,det,FlowTr00,def_int_yds,0,,,,,
player,201911170det,det,FlowTr00,def_int_td,0,,,,,
player,201911170det,det,FlowTr00,def_int_long,0,,,,,
player,201911170det,det,FlowTr00,pass_defended,0,,,,,
player,201911170det,det,FlowTr00,sacks,0.0,,,,,
player,201911170det,det,FlowTr00,tackles_combined,0,,,,,
player,201911170det,det,FlowTr00,tackles_solo,0,,,,,
player,201911170det,det,FlowTr00,tackles_assists,0,,,,,
player,201911170det,det,FlowTr00,tackles_loss,0,,,,,
player,201911170det,det,FlowTr00,qb_hits,3,,,,,
player,201911170det,det,FlowTr00,fumbles_rec,0,,,,,
player,201911170det,det,FlowTr00,fumbles_rec_yds,0,,,,,
player,201911170det,det,FlowTr00,fumbles_rec_td,0,,,,,
player,201911170det,det,FlowTr00,fumbles_forced,0,,,,,
player,201911170det,dal,AustTa00,kick_ret,0,,,,,
player,201911170det,dal,AustTa00,kick_ret_yds,0,,,,,
player,201911170det,dal,AustTa00,kick_ret_yds_per_ret,,,,,,
player,201911170det,dal,AustTa00,kick_ret_td,0,,,,,
player,201911170det,dal,AustTa00,kick_ret_long,0,,,,,
player,201911170det,dal,AustTa00,punt_ret,2,,,,,
player,201911170det,dal,AustTa00,punt_ret_yds,2,,,,,
player,201911170det,dal,AustTa00,punt_ret_yds_per_ret,1.0,,,,,
player,201911170det,dal,AustTa00,punt_ret_td,0,,,,,
player,201911170det,dal,AustTa00,punt_ret_long,2,,,,,
player,201911170det,dal,PollTo00,kick_ret,2,,,,,
player,201911170det,dal,PollTo00,kick_ret_yds,42,,,,,
player,201911170det,dal,PollTo00,kick_ret_yds_per_ret,21.0,,,,,
player,201911170det,dal,PollTo00,kick_ret_td,0,,,,,
player,201911170det,dal,PollTo00,kick_ret_long,24,,,,,
player,201911170det,dal,PollTo00,punt_ret,0,,,,,
player,201911170det,dal,PollTo00,punt_ret_yds,0,,,,,
player,201911170det,dal,PollTo00,punt_ret_yds_per_ret,,,,,,
player,201911170det,dal,PollTo00,punt_ret_td,0,,,,,
player,201911170det,dal,PollTo00,punt_ret_long,0,,,,,
player,201911170det,det,AgneJa00,kick_ret,3,,,,,
player,201911170det,det,AgneJa00,kick_ret_yds,78,,,,,
player,201911170det,det,AgneJa00,kick_ret_yds_per_ret,26.0,,,,,
player,201911170det,det,AgneJa00,kick_ret_td,0,,,,,
player,201911170det,det,AgneJa00,kick_ret_long,29,,,,,
player,201911170det,det,AgneJa00,punt_ret,2,,,,,
player,201911170det,det,AgneJa00,punt_ret_yds,35,,,,,
player,201911170det,det,AgneJa00,punt_ret_yds_per_ret,17.5,,,,,
player,201911170det,det,AgneJa00,punt_ret_td,0,,,,,
player,201911170det,det,AgneJa00,punt_ret_long,32,,,,,
player,201911170det,det,GollKe00,kick_ret,1,,,,,
player,201911170det,det,GollKe00,kick_ret_yds,0,,,,,
player,201911170det,det,GollKe00,kick_ret_yds_per_ret,0.0,,,,,
player,201911170det,det,GollKe00,kick_ret_td,0,,,,,
player,201911170det,det,GollKe00,kick_ret_long,0,,,,,
player,201911170det,det,GollKe00,punt_ret,0,,,,,
player,201911170det,det,GollKe00,punt_ret_yds,0,,,,,
player,201911170det,det,GollKe00,punt_ret_yds_per_ret,,,,,,
player,201911170det,det,GollKe00,punt_ret_td,0,,,,,
player,201911170det,det,GollKe00,punt_ret_long,0,,,,,
player,201911170det,dal,MaheBr01,xpm,3,,,,,
player,201911170det,dal,MaheBr01,xpa,3,,,,,
player,201911170det,dal,MaheBr01,fgm,2,,,,,
player,201911170det,dal,MaheBr01,fga,2,,,,,
player,201911170det,dal,MaheBr01,punt,0,,,,,
player,201911170det,dal,MaheBr01,punt_yds,0,,,,,
player,201911170det,dal,MaheBr01,punt_yds_per_punt,,,,,,
player,201911170det,dal,MaheBr01,punt_long,0,,,,,
player,201911170det,dal,JoneCh02,xpm,,,,,,
player,201911170det,dal,JoneCh02,xpa,,,,,,
player,201911170det,dal,JoneCh02,fgm,,,,,,
