game,2019,6,20191013,201910130crd,atl,"Atlanta Falcons",33,crd,"Arizona Cardinals",34
team,201910130crd,atl,First Downs,31,,,,,,
team,201910130crd,crd,First Downs,24,,,,,,
team,201910130crd,atl,Rush-Yds-TDs,25-103-0,,,,,,
team,201910130crd,crd,Rush-Yds-TDs,29-102-1,,,,,,
team,201910130crd,atl,Cmp-Att-Yd-TD-INT,30-36-356-4-0,,,,,,
team,201910130crd,crd,Cmp-Att-Yd-TD-INT,27-37-340-3-0,,,,,,
team,201910130crd,atl,Sacked-Yards,2-15,,,,,,
team,201910130crd,crd,Sacked-Yards,0-0,,,,,,
team,201910130crd,atl,Net Pass Yards,341,,,,,,
team,201910130crd,crd,Net Pass Yards,340,,,,,,
team,201910130crd,atl,Total Yards,444,,,,,,
team,201910130crd,crd,Total Yards,442,,,,,,
team,201910130crd,atl,Fumbles-Lost,1-0,,,,,,
team,201910130crd,crd,Fumbles-Lost,0-0,,,,,,
team,201910130crd,atl,Turnovers,0,,,,,,
team,201910130crd,crd,Turnovers,0,,,,,,
team,201910130crd,atl,Penalties-Yards,8-72,,,,,,
team,201910130crd,crd,Penalties-Yards,8-57,,,,,,
team,201910130crd,atl,Third Down Conv.,6-11,,,,,,
team,201910130crd,crd,Third Down Conv.,7-13,,,,,,
team,201910130crd,atl,Fourth Down Conv.,0-0,,,,,,
team,201910130crd,crd,Fourth Down Conv.,1-1,,,,,,
team,201910130crd,atl,Time of Possession,32:47,,,,,,
team,201910130crd,crd,Time of Possession,27:13,,,,,,
player,201910130crd,atl,RyanMa00,pass_cmp,30,,,,,
player,201910130crd,atl,RyanMa00,pass_att,36,,,,,
player,201910130crd,atl,RyanMa00,pass_yds,356,,,,,
player,201910130crd,atl,RyanMa00,pass_td,4,,,,,
player,201910130crd,atl,RyanMa00,pass_int,0,,,,,
player,201910130crd,atl,RyanMa00,pass_sacked,2,,,,,
player,201910130crd,atl,RyanMa00,pass_sacked_yds,15,,,,,
player,201910130crd,atl,RyanMa00,pass_long,30,,,,,
player,201910130crd,atl,RyanMa00,pass_rating,144.9,,,,,
player,201910130crd,atl,RyanMa00,rush_att,2,,,,,
player,201910130crd,atl,RyanMa00,rush_yds,7,,,,,
player,201910130crd,atl,RyanMa00,rush_td,0,,,,,
player,201910130crd,atl,RyanMa00,rush_long,6,,,,,
player,201910130crd,atl,RyanMa00,targets,0,,,,,
player,201910130crd,atl,RyanMa00,rec,0,,,,,
player,201910130crd,atl,RyanMa00,rec_yds,0,,,,,
player,201910130crd,atl,RyanMa00,rec_td,0,,,,,
player,201910130crd,atl,RyanMa00,rec_long,0,,,,,
player,201910130crd,atl,RyanMa00,fumbles,1,,,,,
player,201910130crd,atl,RyanMa00,fumbles_lost,0,,,,,
player,201910130crd,atl,FreeDe00,pass_cmp,0,,,,,
player,201910130crd,atl,FreeDe00,pass_att,0,,,,,
player,201910130crd,atl,FreeDe00,pass_yds,0,,,,,
player,201910130crd,atl,FreeDe00,pass_td,0,,,,,
player,201910130crd,atl,FreeDe00,pass_int,0,,,,,
player,201910130crd,atl,FreeDe00,pass_sacked,0,,,,,
player,201910130crd,atl,FreeDe00,pass_sacked_yds,0,,,,,
player,201910130crd,atl,FreeDe00,pass_long,0,,,,,
player,201910130crd,atl,FreeDe00,pass_rating,,,,,,
player,201910130crd,atl,FreeDe00,rush_att,19,,,,,
player,201910130crd,atl,FreeDe00,rush_yds,88,,,,,
player,201910130crd,atl,FreeDe00,rush_td,0,,,,,
player,201910130crd,atl,FreeDe00,rush_long,15,,,,,
player,201910130crd,atl,FreeDe00,targets,3,,,,,
player,201910130crd,atl,FreeDe00,rec,3,,,,,
player,201910130crd,atl,FreeDe00,rec_yds,30,,,,,
player,201910130crd,atl,FreeDe00,rec_td,2,,,,,
player,201910130crd,atl,FreeDe00,rec_long,12,,,,,
player,201910130crd,atl,FreeDe00,fumbles,0,,,,,
player,201910130crd,atl,FreeDe00,fumbles_lost,0,,,,,
player,201910130crd,atl,SmitIt00,pass_cmp,0,,,,,
player,201910130crd,atl,SmitIt00,pass_att,0,,,,,
player,201910130crd,atl,SmitIt00,pass_yds,0,,,,,
player,201910130crd,atl,SmitIt00,pass_td,0,,,,,
player,201910130crd,atl,SmitIt00,pass_int,0,,,,,
player,201910130crd,atl,SmitIt00,pass_sacked,0,,,,,
player,201910130crd,atl,SmitIt00,pass_sacked_yds,0,,,,,
player,201910130crd,atl,SmitIt00,pass_long,0,,,,,
player,201910130crd,atl,SmitIt00,pass_rating,,,,,,
player,201910130crd,atl,SmitIt00,rush_att,3,,,,,
player,201910130crd,atl,SmitIt00,rush_yds,6,,,,,
player,201910130crd,atl,SmitIt00,rush_td,0,,,,,
player,201910130crd,atl,SmitIt00,rush_long,3,,,,,
player,201910130crd,atl,SmitIt00,targets,0,,,,,
player,201910130crd,atl,SmitIt00,rec,0,,,,,
player,201910130crd,atl,SmitIt00,rec_yds,0,,,,,
player,201910130crd,atl,SmitIt00,rec_td,0,,,,,
player,201910130crd,atl,SmitIt00,rec_long,0,,,,,
player,201910130crd,atl,SmitIt00,fumbles,0,,,,,
player,201910130crd,atl,SmitIt00,fumbles_lost,0,,,,,
player,201910130crd,atl,SmitKe03,pass_cmp,0,,,,,
player,201910130crd,atl,SmitKe03,pass_att,0,,,,,
player,201910130crd,atl,SmitKe03,pass_yds,0,,,,,
player,201910130crd,atl,SmitKe03,pass_td,0,,,,,
player,201910130crd,atl,SmitKe03,pass_int,0,,,,,
player,201910130crd,atl,SmitKe03,pass_sacked,0,,,,,
player,201910130crd,atl,SmitKe03,pass_sacked_yds,0,,,,,
player,201910130crd,atl,SmitKe03,pass_long,0,,,,,
player,201910130crd,atl,SmitKe03,pass_rating,,,,,,
player,201910130crd,atl,SmitKe03,rush_att,1,,,,,
player,201910130crd,atl,SmitKe03,rush_yds,2,,,,,
player,201910130crd,atl,SmitKe03,rush_td,0,,,,,
player,201910130crd,atl,SmitKe03,rush_long,2,,,,,
player,201910130crd,atl,SmitKe03,targets,0,,,,,
player,201910130crd,atl,SmitKe03,rec,0,,,,,
player,201910130crd,atl,SmitKe03,rec_yds,0,,,,,
player,201910130crd,atl,SmitKe03,rec_td,0,,,,,
player,201910130crd,atl,SmitKe03,rec_long,0,,,,,
player,201910130crd,atl,SmitKe03,fumbles,0,,,,,
player,201910130crd,atl,SmitKe03,fumbles_lost,0,,,,,
player,201910130crd,atl,HoopAu00,pass_cmp,0,,,,,
player,201910130crd,atl,HoopAu00,pass_att,0,,,,,
player,201910130crd,atl,HoopAu00,pass_yds,0,,,,,
