game,2019,4,20190929,201909290rav,cle,"Cleveland Browns",40,rav,"Baltimore Ravens",25
team,201909290rav,cle,First Downs,22,,,,,,
team,201909290rav,rav,First Downs,24,,,,,,
team,201909290rav,cle,Rush-Yds-TDs,29-193-4,,,,,,
team,201909290rav,rav,Rush-Yds-TDs,29-173-0,,,,,,
team,201909290rav,cle,Cmp-Att-Yd-TD-INT,20-31-342-1-1,,,,,,
team,201909290rav,rav,Cmp-Att-Yd-TD-INT,24-34-247-3-2,,,,,,
team,201909290rav,cle,Sacked-Yards,1-5,,,,,,
team,201909290rav,rav,Sacked-Yards,4-25,,,,,,
team,201909290rav,cle,Net Pass Yards,337,,,,,,
team,201909290rav,rav,Net Pass Yards,222,,,,,,
team,201909290rav,cle,Total Yards,530,,,,,,
team,201909290rav,rav,Total Yards,395,,,,,,
team,201909290rav,cle,Fumbles-Lost,0-0,,,,,,
team,201909290rav,rav,Fumbles-Lost,2-1,,,,,,
team,201909290rav,cle,Turnovers,1,,,,,,
team,201909290rav,rav,Turnovers,3,,,,,,
team,201909290rav,cle,Penalties-Yards,6-41,,,,,,
team,201909290rav,rav,Penalties-Yards,3-15,,,,,,
team,201909290rav,cle,Third Down Conv.,6-13,,,,,,
team,201909290rav,rav,Third Down Conv.,4-10,,,,,,
team,201909290rav,cle,Fourth Down Conv.,1-1,,,,,,
team,201909290rav,rav,Fourth Down Conv.,1-2,,,,,,
team,201909290rav,cle,Time of Possession,30:17,,,,,,
team,201909290rav,rav,Time of Possession,29:43,,,,,,
player,201909290rav,cle,MayfBa00,pass_cmp,20,,,,,
player,201909290rav,cle,MayfBa00,pass_att,30,,,,,
player,201909290rav,cle,MayfBa00,pass_yds,342,,,,,
player,201909290rav,cle,MayfBa00,pass_td,1,,,,,
player,201909290rav,cle,MayfBa00,pass_int,1,,,,,
player,201909290rav,cle,MayfBa00,pass_sacked,1,,,,,
player,201909290rav,cle,MayfBa00,pass_sacked_yds,5,,,,,
player,201909290rav,cle,MayfBa00,pass_long,65,,,,,
player,201909290rav,cle,MayfBa00,pass_rating,102.4,,,,,
player,201909290rav,cle,MayfBa00,rush_att,3,,,,,
player,201909290rav,cle,MayfBa00,rush_yds,1,,,,,
player,201909290rav,cle,MayfBa00,rush_td,0,,,,,
player,201909290rav,cle,MayfBa00,rush_long,1,,,,,
player,201909290rav,cle,MayfBa00,targets,0,,,,,
player,201909290rav,cle,MayfBa00,rec,0,,,,,
player,201909290rav,cle,MayfBa00,rec_yds,0,,,,,
player,201909290rav,cle,MayfBa00,rec_td,0,,,,,
player,201909290rav,cle,MayfBa00,rec_long,0,,,,,
player,201909290rav,cle,MayfBa00,fumbles,0,,,,,
player,201909290rav,cle,MayfBa00,fumbles_lost,0,,,,,
player,201909290rav,cle,BeckOd00,pass_cmp,0,,,,,
player,201909290rav,cle,BeckOd00,pass_att,1,,,,,
player,201909290rav,cle,BeckOd00,pass_yds,0,,,,,
player,201909290rav,cle,BeckOd00,pass_td,0,,,,,
player,201909290rav,cle,BeckOd00,pass_int,0,,,,,
player,201909290rav,cle,BeckOd00,pass_sacked,0,,,,,
player,201909290rav,cle,BeckOd00,pass_sacked_yds,0,,,,,
player,201909290rav,cle,BeckOd00,pass_long,0,,,,,
player,201909290rav,cle,BeckOd00,pass_rating,39.6,,,,,
player,201909290rav,cle,BeckOd00,rush_att,0,,,,,
player,201909290rav,cle,BeckOd00,rush_yds,0,,,,,
player,201909290rav,cle,BeckOd00,rush_td,0,,,,,
player,201909290rav,cle,BeckOd00,rush_long,0,,,,,
player,201909290rav,cle,BeckOd00,targets,7,,,,,
player,201909290rav,cle,BeckOd00,rec,2,,,,,
player,201909290rav,cle,BeckOd00,rec_yds,20,,,,,
player,201909290rav,cle,BeckOd00,rec_td,0,,,,,
player,201909290rav,cle,BeckOd00,rec_long,17,,,,,
player,201909290rav,cle,BeckOd00,fumbles,0,,,,,
player,201909290rav,cle,BeckOd00,fumbles_lost,0,,,,,
player,201909290rav,cle,ChubNi00,pass_cmp,0,,,,,
player,201909290rav,cle,ChubNi00,pass_att,0,,,,,
player,201909290rav,cle,ChubNi00,pass_yds,0,,,,,
player,201909290rav,cle,ChubNi00,pass_td,0,,,,,
player,201909290rav,cle,ChubNi00,pass_int,0,,,,,
player,201909290rav,cle,ChubNi00,pass_sacked,0,,,,,
player,201909290rav,cle,ChubNi00,pass_sacked_yds,0,,,,,
player,201909290rav,cle,ChubNi00,pass_long,0,,,,,
player,201909290rav,cle,ChubNi00,pass_rating,,,,,,
player,201909290rav,cle,ChubNi00,rush_att,20,,,,,
player,201909290rav,cle,ChubNi00,rush_yds,165,,,,,
player,201909290rav,cle,ChubNi00,rush_td,3,,,,,
player,201909290rav,cle,ChubNi00,rush_long,88,,,,,
player,201909290rav,cle,ChubNi00,targets,4,,,,,
player,201909290rav,cle,ChubNi00,rec,3,,,,,
player,201909290rav,cle,ChubNi00,rec_yds,18,,,,,
player,201909290rav,cle,ChubNi00,rec_td,0,,,,,
player,201909290rav,cle,ChubNi00,rec_long,10,,,,,
player,201909290rav,cle,ChubNi00,fumbles,0,,,,,
player,201909290rav,cle,ChubNi00,fumbles_lost,0,,,,,
player,201909290rav,cle,HillDo00,pass_cmp,0,,,,,
player,201909290rav,cle,HillDo00,pass_att,0,,,,,
player,201909290rav,cle,HillDo00,pass_yds,0,,,,,
player,201909290rav,cle,HillDo00,pass_td,0,,,,,
player,201909290rav,cle,HillDo00,pass_int,0,,,,,
player,201909290rav,cle,HillDo00,pass_sacked,0,,,,,
player,201909290rav,cle,HillDo00,pass_sacked_yds,0,,,,,
player,201909290rav,cle,HillDo00,pass_long,0,,,,,
player,201909290rav,cle,HillDo00,pass_rating,,,,,,
player,201909290rav,cle,HillDo00,rush_att,6,,,,,
player,201909290rav,cle,HillDo00,rush_yds,27,,,,,
player,201909290rav,cle,HillDo00,rush_td,1,,,,,
player,201909290rav,cle,HillDo00,rush_long,11,,,,,
player,201909290rav,cle,HillDo00,targets,3,,,,,
player,201909290rav,cle,HillDo00,rec,2,,,,,
player,201909290rav,cle,HillDo00,rec_yds,27,,,,,
player,201909290rav,cle,HillDo00,rec_td,0,,,,,
player,201909290rav,cle,HillDo00,rec_long,19,,,,,
player,201909290rav,cle,HillDo00,fumbles,0,,,,,
player,201909290rav,cle,HillDo00,fumbles_lost,0,,,,,
player,201909290rav,cle,LandJa00,pass_cmp,0,,,,,
player,201909290rav,cle,LandJa00,pass_att,0,,,,,
player,201909290rav,cle,LandJa00,pass_yds,0,,,,,
player,201909290rav,cle,LandJa00,pass_td,0,,,,,
player,201909290rav,cle,LandJa00,pass_int,0,,,,,
player,201909290rav,cle,LandJa00,pass_sacked,0,,,,,
player,201909290rav,cle,LandJa00,pass_sacked_yds,0,,,,,
player,201909290rav,cle,LandJa00,pass_long,0,,,,,
player,201909290rav,cle,LandJa00,pass_rating,,,,,,
player,201909290rav,cle,LandJa00,rush_att,0,,,,,
player,201909290rav,cle,LandJa00,rush_yds,0,,,,,
player,201909290rav,cle,LandJa00,rush_td,0,,,,,
player,201909290rav,cle,LandJa00,rush_long,0,,,,,
player,201909290rav,cle,LandJa00,targets,10,,,,,
player,201909290rav,cle,LandJa00,rec,8,,,,,
player,201909290rav,cle,LandJa00,rec_yds,167,,,,,
player,201909290rav,cle,LandJa00,rec_td,0,,,,,
player,201909290rav,cle,LandJa00,rec_long,65,,,,,
player,201909290rav,cle,LandJa00,fumbles,0,,,,,
player,201909290rav,cle,LandJa00,fumbles_lost,0,,,,,
player,201909290rav,cle,SealRi00,pass_cmp,0,,,,,
player,201909290rav,cle,SealRi00,pass_att,0,,,,,
player,201909290rav,cle,SealRi00,pass_yds,0,,,,,
player,201909290rav,cle,SealRi00,pass_td,0,,,,,
player,201909290rav,cle,SealRi00,pass_int,0,,,,,
player,201909290rav,cle,SealRi00,pass_sacked,0,,,,,
player,201909290rav,cle,SealRi00,pass_sacked_yds,0,,,,,
player,201909290rav,cle,SealRi00,pass_long,0,,,,,
player,201909290rav,cle,SealRi00,pass_rating,,,,,,
player,201909290rav,cle,SealRi00,rush_att,0,,,,,
player,201909290rav,cle,SealRi00,rush_yds,0,,,,,
player,201909290rav,cle,SealRi00,rush_td,0,,,,,
player,201909290rav,cle,SealRi00,rush_long,0,,,,,
player,201909290rav,cle,SealRi00,targets,3,,,,,
player,201909290rav,cle,SealRi00,rec,3,,,,,
player,201909290rav,cle,SealRi00,rec_yds,82,,,,,
player,201909290rav,cle,SealRi00,rec_td,1,,,,,
player,201909290rav,cle,SealRi00,rec_long,59,,,,,
player,201909290rav,cle,SealRi00,fumbles,0,,,,,
player,201909290rav,cle,SealRi00,fumbles_lost,0,,,,,
player,201909290rav,cle,BrowPh01,pass_cmp,0,,,,,
player,201909290rav,cle,BrowPh01,pass_att,0,,,,,
player,201909290rav,cle,BrowPh01,pass_yds,0,,,,,
player,201909290rav,cle,BrowPh01,pass_td,0,,,,,
player,201909290rav,cle,BrowPh01,pass_int,0,,,,,
player,201909290rav,cle,BrowPh01,pass_sacked,0,,,,,
player,201909290rav,cle,BrowPh01,pass_sacked_yds,0,,,,,
player,201909290rav,cle,BrowPh01,pass_long,0,,,,,
player,201909290rav,cle,BrowPh01,pass_rating,,,,,,
player,201909290rav,cle,BrowPh01,rush_att,0,,,,,
player,201909290rav,cle,BrowPh01,rush_yds,0,,,,,
player,201909290rav,cle,BrowPh01,rush_td,0,,,,,
player,201909290rav,cle,BrowPh01,rush_long,0,,,,,
player,201909290rav,cle,BrowPh01,targets,1,,,,,
player,201909290rav,cle,BrowPh01,rec,1,,,,,
player,201909290rav,cle,BrowPh01,rec_yds,18,,,,,
player,201909290rav,cle,BrowPh01,rec_td,0,,,,,
player,201909290rav,cle,BrowPh01,rec_long,18,,,,,
player,201909290rav,cle,BrowPh01,fumbles,0,,,,,
player,201909290rav,cle,BrowPh01,fumbles_lost,0,,,,,
player,201909290rav,cle,RatlDa00,pass_cmp,0,,,,,
player,201909290rav,cle,RatlDa00,pass_att,0,,,,,
player,201909290rav,cle,RatlDa00,pass_yds,0,,,,,
player,201909290rav,cle,RatlDa00,pass_td,0,,,,,
player,201909290rav,cle,RatlDa00,pass_int,0,,,,,
player,201909290rav,cle,RatlDa00,pass_sacked,0,,,,,
player,201909290rav,cle,RatlDa00,pass_sacked_yds,0,,,,,
player,201909290rav,cle,RatlDa00,pass_long,0,,,,,
player,201909290rav,cle,RatlDa00,pass_rating,,,,,,
player,201909290rav,cle,RatlDa00,rush_att,0,,,,,
player,201909290rav,cle,RatlDa00,rush_yds,0,,,,,
player,201909290rav,cle,RatlDa00,rush_td,0,,,,,
player,201909290rav,cle,RatlDa00,rush_long,0,,,,,
player,201909290rav,cle,RatlDa00,targets,3,,,,,
player,201909290rav,cle,RatlDa00,rec,1,,,,,
player,201909290rav,cle,RatlDa00,rec_yds,10,,,,,
player,201909290rav,cle,RatlDa00,rec_td,0,,,,,
player,201909290rav,cle,RatlDa00,rec_long,10,,,,,
player,201909290rav,cle,RatlDa00,fumbles,0,,,,,
player,201909290rav,cle,RatlDa00,fumbles_lost,0,,,,,
player,201909290rav,rav,JackLa00,pass_cmp,24,,,,,
player,201909290rav,rav,JackLa00,pass_att,34,,,,,
player,201909290rav,rav,JackLa00,pass_yds,247,,,,,
player,201909290rav,rav,JackLa00,pass_td,3,,,,,
player,201909290rav,rav,JackLa00,pass_int,2,,,,,
player,201909290rav,rav,JackLa00,pass_sacked,4,,,,,
player,201909290rav,rav,JackLa00,pass_sacked_yds,25,,,,,
player,201909290rav,rav,JackLa00,pass_long,50,,,,,
player,201909290rav,rav,JackLa00,pass_rating,96.1,,,,,
player,201909290rav,rav,JackLa00,rush_att,9,,,,,
player,201909290rav,rav,JackLa00,rush_yds,66,,,,,
player,201909290rav,rav,JackLa00,rush_td,0,,,,,
player,201909290rav,rav,JackLa00,rush_long,29,,,,,
player,201909290rav,rav,JackLa00,targets,0,,,,,
player,201909290rav,rav,JackLa00,rec,0,,,,,
player,201909290rav,rav,JackLa00,rec_yds,0,,,,,
player,201909290rav,rav,JackLa00,rec_td,0,,,,,
player,201909290rav,rav,JackLa00,rec_long,0,,,,,
player,201909290rav,rav,JackLa00,fumbles,1,,,,,
player,201909290rav,rav,JackLa00,fumbles_lost,0,,,,,
player,201909290rav,rav,IngrMa01,pass_cmp,0,,,,,
player,201909290rav,rav,IngrMa01,pass_att,0,,,,,
player,201909290rav,rav,IngrMa01,pass_yds,0,,,,,
player,201909290rav,rav,IngrMa01,pass_td,0,,,,,
player,201909290rav,rav,IngrMa01,pass_int,0,,,,,
player,201909290rav,rav,IngrMa01,pass_sacked,0,,,,,
player,201909290rav,rav,IngrMa01,pass_sacked_yds,0,,,,,
player,201909290rav,rav,IngrMa01,pass_long,0,,,,,
player,201909290rav,rav,IngrMa01,pass_rating,,,,,,
player,201909290rav,rav,IngrMa01,rush_att,12,,,,,
player,201909290rav,rav,IngrMa01,rush_yds,71,,,,,
player,201909290rav,rav,IngrMa01,rush_td,0,,,,,
player,201909290rav,rav,IngrMa01,rush_long,18,,,,,
player,201909290rav,rav,IngrMa01,targets,1,,,,,
player,201909290rav,rav,IngrMa01,rec,1,,,,,
player,201909290rav,rav,IngrMa01,rec_yds,0,,,,,
player,201909290rav,rav,IngrMa01,rec_td,0,,,,,
player,201909290rav,rav,IngrMa01,rec_long,0,,,,,
player,201909290rav,rav,IngrMa01,fumbles,1,,,,,
player,201909290rav,rav,IngrMa01,fumbles_lost,1,,,,,
player,201909290rav,rav,EdwaGu00,pass_cmp,0,,,,,
player,201909290rav,rav,EdwaGu00,pass_att,0,,,,,
player,201909290rav,rav,EdwaGu00,pass_yds,0,,,,,
player,201909290rav,rav,EdwaGu00,pass_td,0,,,,,
player,201909290rav,rav,EdwaGu00,pass_int,0,,,,,
player,201909290rav,rav,EdwaGu00,pass_sacked,0,,,,,
player,201909290rav,rav,EdwaGu00,pass_sacked_yds,0,,,,,
player,201909290rav,rav,EdwaGu00,pass_long,0,,,,,
player,201909290rav,rav,EdwaGu00,pass_rating,,,,,,
player,201909290rav,rav,EdwaGu00,rush_att,6,,,,,
player,201909290rav,rav,EdwaGu00,rush_yds,28,,,,,
player,201909290rav,rav,EdwaGu00,rush_td,0,,,,,
player,201909290rav,rav,EdwaGu00,rush_long,14,,,,,
player,201909290rav,rav,EdwaGu00,targets,1,,,,,
player,201909290rav,rav,EdwaGu00,rec,1,,,,,
player,201909290rav,rav,EdwaGu00,rec_yds,8,,,,,
player,201909290rav,rav,EdwaGu00,rec_td,0,,,,,
player,201909290rav,rav,EdwaGu00,rec_long,8,,,,,
player,201909290rav,rav,EdwaGu00,fumbles,0,,,,,
player,201909290rav,rav,EdwaGu00,fumbles_lost,0,,,,,
player,201909290rav,rav,HillJu00,pass_cmp,0,,,,,
player,201909290rav,rav,HillJu00,pass_att,0,,,,,
player,201909290rav,rav,HillJu00,pass_yds,0,,,,,
player,201909290rav,rav,HillJu00,pass_td,0,,,,,
player,201909290rav,rav,HillJu00,pass_int,0,,,,,
player,201909290rav,rav,HillJu00,pass_sacked,0,,,,,
player,201909290rav,rav,HillJu00,pass_sacked_yds,0,,,,,
player,201909290rav,rav,HillJu00,pass_long,0,,,,,
player,201909290rav,rav,HillJu00,pass_rating,,,,,,
player,201909290rav,rav,HillJu00,rush_att,2,,,,,
player,201909290rav,rav,HillJu00,rush_yds,8,,,,,
player,201909290rav,rav,HillJu00,rush_td,0,,,,,
player,201909290rav,rav,HillJu00,rush_long,5,,,,,
player,201909290rav,rav,HillJu00,targets,2,,,,,
player,201909290rav,rav,HillJu00,rec,2,,,,,
player,201909290rav,rav,HillJu00,rec_yds,9,,,,,
player,201909290rav,rav,HillJu00,rec_td,0,,,,,
player,201909290rav,rav,HillJu00,rec_long,5,,,,,
player,201909290rav,rav,HillJu00,fumbles,0,,,,,
player,201909290rav,rav,HillJu00,fumbles_lost,0,,,,,
player,201909290rav,rav,SneaWi00,pass_cmp,0,,,,,
player,201909290rav,rav,SneaWi00,pass_att,0,,,,,
player,201909290rav,rav,SneaWi00,pass_yds,0,,,,,
player,201909290rav,rav,SneaWi00,pass_td,0,,,,,
player,201909290rav,rav,SneaWi00,pass_int,0,,,,,
player,201909290rav,rav,SneaWi00,pass_sacked,0,,,,,
player,201909290rav,rav,SneaWi00,pass_sacked_yds,0,,,,,
player,201909290rav,rav,SneaWi00,pass_long,0,,,,,
player,201909290rav,rav,SneaWi00,pass_rating,,,,,,
player,201909290rav,rav,SneaWi00,rush_att,0,,,,,
player,201909290rav,rav,SneaWi00,rush_yds,0,,,,,
player,201909290rav,rav,SneaWi00,rush_td,0,,,,,
player,201909290rav,rav,SneaWi00,rush_long,0,,,,,
player,201909290rav,rav,SneaWi00,targets,2,,,,,
player,201909290rav,rav,SneaWi00,rec,2,,,,,
player,201909290rav,rav,SneaWi00,rec_yds,61,,,,,
player,201909290rav,rav,SneaWi00,rec_td,1,,,,,
player,201909290rav,rav,SneaWi00,rec_long,50,,,,,
player,201909290rav,rav,SneaWi00,fumbles,0,,,,,
player,201909290rav,rav,SneaWi00,fumbles_lost,0,,,,,
player,201909290rav,rav,HursHa00,pass_cmp,0,,,,,
player,201909290rav,rav,HursHa00,pass_att,0,,,,,
player,201909290rav,rav,HursHa00,pass_yds,0,,,,,
player,201909290rav,rav,HursHa00,pass_td,0,,,,,
player,201909290rav,rav,HursHa00,pass_int,0,,,,,
player,201909290rav,rav,HursHa00,pass_sacked,0,,,,,
player,201909290rav,rav,HursHa00,pass_sacked_yds,0,,,,,
player,201909290rav,rav,HursHa00,pass_long,0,,,,,
player,201909290rav,rav,HursHa00,pass_rating,,,,,,
player,201909290rav,rav,HursHa00,rush_att,0,,,,,
player,201909290rav,rav,HursHa00,rush_yds,0,,,,,
player,201909290rav,rav,HursHa00,rush_td,0,,,,,
player,201909290rav,rav,HursHa00,rush_long,0,,,,,
player,201909290rav,rav,HursHa00,targets,2,,,,,
player,201909290rav,rav,HursHa00,rec,2,,,,,
player,201909290rav,rav,HursHa00,rec_yds,39,,,,,
player,201909290rav,rav,HursHa00,rec_td,0,,,,,
player,201909290rav,rav,HursHa00,rec_long,29,,,,,
player,201909290rav,rav,HursHa00,fumbles,0,,,,,
player,201909290rav,rav,HursHa00,fumbles_lost,0,,,,,
player,201909290rav,rav,RobeSe00,pass_cmp,0,,,,,
player,201909290rav,rav,RobeSe00,pass_att,0,,,,,
player,201909290rav,rav,RobeSe00,pass_yds,0,,,,,
player,201909290rav,rav,RobeSe00,pass_td,0,,,,,
player,201909290rav,rav,RobeSe00,pass_int,0,,,,,
player,201909290rav,rav,RobeSe00,pass_sacked,0,,,,,
player,201909290rav,rav,RobeSe00,pass_sacked_yds,0,,,,,
player,201909290rav,rav,RobeSe00,pass_long,0,,,,,
player,201909290rav,rav,RobeSe00,pass_rating,,,,,,
player,201909290rav,rav,RobeSe00,rush_att,0,,,,,
