game,2019,5,20191003,201910030sea,ram,"Los Angeles Rams",29,sea,"Seattle Seahawks",30
player,201910030sea,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201910030sea,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201910030sea,ram,BrocMi00,fumbles_forced,0,,,,,
player,201910030sea,ram,JoseSe00,def_int,0,,,,,
player,201910030sea,ram,JoseSe00,def_int_yds,0,,,,,
player,201910030sea,ram,JoseSe00,def_int_td,0,,,,,
player,201910030sea,ram,JoseSe00,def_int_long,0,,,,,
player,201910030sea,ram,JoseSe00,pass_defended,0,,,,,
player,201910030sea,ram,JoseSe00,sacks,0.0,,,,,
player,201910030sea,ram,JoseSe00,tackles_combined,6,,,,,
player,201910030sea,ram,JoseSe00,tackles_solo,3,,,,,
player,201910030sea,ram,JoseSe00,tackles_assists,3,,,,,
player,201910030sea,ram,JoseSe00,tackles_loss,0,,,,,
player,201910030sea,ram,JoseSe00,qb_hits,1,,,,,
player,201910030sea,ram,JoseSe00,fumbles_rec,0,,,,,
player,201910030sea,ram,JoseSe00,fumbles_rec_yds,0,,,,,
player,201910030sea,ram,JoseSe00,fumbles_rec_td,0,,,,,
player,201910030sea,ram,JoseSe00,fumbles_forced,0,,,,,
player,201910030sea,ram,JohnJo10,def_int,0,,,,,
player,201910030sea,ram,JohnJo10,def_int_yds,0,,,,,
player,201910030sea,ram,JohnJo10,def_int_td,0,,,,,
player,201910030sea,ram,JohnJo10,def_int_long,0,,,,,
player,201910030sea,ram,JohnJo10,pass_defended,0,,,,,
player,201910030sea,ram,JohnJo10,sacks,0.0,,,,,
player,201910030sea,ram,JohnJo10,tackles_combined,5,,,,,
player,201910030sea,ram,JohnJo10,tackles_solo,2,,,,,
player,201910030sea,ram,JohnJo10,tackles_assists,3,,,,,
player,201910030sea,ram,JohnJo10,tackles_loss,0,,,,,
player,201910030sea,ram,JohnJo10,qb_hits,0,,,,,
player,201910030sea,ram,JohnJo10,fumbles_rec,0,,,,,
player,201910030sea,ram,JohnJo10,fumbles_rec_yds,0,,,,,
player,201910030sea,ram,JohnJo10,fumbles_rec_td,0,,,,,
player,201910030sea,ram,JohnJo10,fumbles_forced,0,,,,,
player,201910030sea,ram,FowlDa00,def_int,0,,,,,
player,201910030sea,ram,FowlDa00,def_int_yds,0,,,,,
player,201910030sea,ram,FowlDa00,def_int_td,0,,,,,
player,201910030sea,ram,FowlDa00,def_int_long,0,,,,,
player,201910030sea,ram,FowlDa00,pass_defended,0,,,,,
player,201910030sea,ram,FowlDa00,sacks,0.0,,,,,
player,201910030sea,ram,FowlDa00,tackles_combined,4,,,,,
player,201910030sea,ram,FowlDa00,tackles_solo,2,,,,,
player,201910030sea,ram,FowlDa00,tackles_assists,2,,,,,
player,201910030sea,ram,FowlDa00,tackles_loss,1,,,,,
player,201910030sea,ram,FowlDa00,qb_hits,0,,,,,
player,201910030sea,ram,FowlDa00,fumbles_rec,0,,,,,
player,201910030sea,ram,FowlDa00,fumbles_rec_yds,0,,,,,
player,201910030sea,ram,FowlDa00,fumbles_rec_td,0,,,,,
player,201910030sea,ram,FowlDa00,fumbles_forced,0,,,,,
player,201910030sea,ram,ChriMa00,def_int,0,,,,,
player,201910030sea,ram,ChriMa00,def_int_yds,0,,,,,
player,201910030sea,ram,ChriMa00,def_int_td,0,,,,,
player,201910030sea,ram,ChriMa00,def_int_long,0,,,,,
player,201910030sea,ram,ChriMa00,pass_defended,0,,,,,
player,201910030sea,ram,ChriMa00,sacks,0.0,,,,,
player,201910030sea,ram,ChriMa00,tackles_combined,3,,,,,
player,201910030sea,ram,ChriMa00,tackles_solo,2,,,,,
player,201910030sea,ram,ChriMa00,tackles_assists,1,,,,,
player,201910030sea,ram,ChriMa00,tackles_loss,0,,,,,
player,201910030sea,ram,ChriMa00,qb_hits,0,,,,,
player,201910030sea,ram,ChriMa00,fumbles_rec,0,,,,,
player,201910030sea,ram,ChriMa00,fumbles_rec_yds,0,,,,,
player,201910030sea,ram,ChriMa00,fumbles_rec_td,0,,,,,
player,201910030sea,ram,ChriMa00,fumbles_forced,0,,,,,
player,201910030sea,ram,DonaAa00,def_int,0,,,,,
player,201910030sea,ram,DonaAa00,def_int_yds,0,,,,,
player,201910030sea,ram,DonaAa00,def_int_td,0,,,,,
player,201910030sea,ram,DonaAa00,def_int_long,0,,,,,
player,201910030sea,ram,DonaAa00,pass_defended,0,,,,,
player,201910030sea,ram,DonaAa00,sacks,0.0,,,,,
player,201910030sea,ram,DonaAa00,tackles_combined,3,,,,,
player,201910030sea,ram,DonaAa00,tackles_solo,2,,,,,
player,201910030sea,ram,DonaAa00,tackles_assists,1,,,,,
player,201910030sea,ram,DonaAa00,tackles_loss,1,,,,,
player,201910030sea,ram,DonaAa00,qb_hits,1,,,,,
player,201910030sea,ram,DonaAa00,fumbles_rec,0,,,,,
player,201910030sea,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201910030sea,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201910030sea,ram,DonaAa00,fumbles_forced,0,,,,,
player,201910030sea,ram,FoxxMo00,def_int,0,,,,,
player,201910030sea,ram,FoxxMo00,def_int_yds,0,,,,,
player,201910030sea,ram,FoxxMo00,def_int_td,0,,,,,
player,201910030sea,ram,FoxxMo00,def_int_long,0,,,,,
player,201910030sea,ram,FoxxMo00,pass_defended,0,,,,,
player,201910030sea,ram,FoxxMo00,sacks,0.0,,,,,
player,201910030sea,ram,FoxxMo00,tackles_combined,3,,,,,
player,201910030sea,ram,FoxxMo00,tackles_solo,3,,,,,
player,201910030sea,ram,FoxxMo00,tackles_assists,0,,,,,
player,201910030sea,ram,FoxxMo00,tackles_loss,0,,,,,
player,201910030sea,ram,FoxxMo00,qb_hits,0,,,,,
player,201910030sea,ram,FoxxMo00,fumbles_rec,0,,,,,
player,201910030sea,ram,FoxxMo00,fumbles_rec_yds,0,,,,,
player,201910030sea,ram,FoxxMo00,fumbles_rec_td,0,,,,,
player,201910030sea,ram,FoxxMo00,fumbles_forced,0,,,,,
player,201910030sea,ram,TaliAq99,def_int,0,,,,,
player,201910030sea,ram,TaliAq99,def_int_yds,0,,,,,
player,201910030sea,ram,TaliAq99,def_int_td,0,,,,,
player,201910030sea,ram,TaliAq99,def_int_long,0,,,,,
player,201910030sea,ram,TaliAq99,pass_defended,1,,,,,
player,201910030sea,ram,TaliAq99,sacks,0.0,,,,,
player,201910030sea,ram,TaliAq99,tackles_combined,3,,,,,
player,201910030sea,ram,TaliAq99,tackles_solo,1,,,,,
player,201910030sea,ram,TaliAq99,tackles_assists,2,,,,,
player,201910030sea,ram,TaliAq99,tackles_loss,0,,,,,
player,201910030sea,ram,TaliAq99,qb_hits,0,,,,,
player,201910030sea,ram,TaliAq99,fumbles_rec,0,,,,,
player,201910030sea,ram,TaliAq99,fumbles_rec_yds,0,,,,,
player,201910030sea,ram,TaliAq99,fumbles_rec_td,0,,,,,
player,201910030sea,ram,TaliAq99,fumbles_forced,0,,,,,
player,201910030sea,ram,GainGr00,def_int,0,,,,,
player,201910030sea,ram,GainGr00,def_int_yds,0,,,,,
player,201910030sea,ram,GainGr00,def_int_td,0,,,,,
player,201910030sea,ram,GainGr00,def_int_long,0,,,,,
player,201910030sea,ram,GainGr00,pass_defended,0,,,,,
player,201910030sea,ram,GainGr00,sacks,0.0,,,,,
player,201910030sea,ram,GainGr00,tackles_combined,2,,,,,
player,201910030sea,ram,GainGr00,tackles_solo,2,,,,,
player,201910030sea,ram,GainGr00,tackles_assists,0,,,,,
player,201910030sea,ram,GainGr00,tackles_loss,0,,,,,
player,201910030sea,ram,GainGr00,qb_hits,0,,,,,
player,201910030sea,ram,GainGr00,fumbles_rec,0,,,,,
player,201910030sea,ram,GainGr00,fumbles_rec_yds,0,,,,,
player,201910030sea,ram,GainGr00,fumbles_rec_td,0,,,,,
player,201910030sea,ram,GainGr00,fumbles_forced,0,,,,,
player,201910030sea,ram,PeteMa00,def_int,0,,,,,
player,201910030sea,ram,PeteMa00,def_int_yds,0,,,,,
player,201910030sea,ram,PeteMa00,def_int_td,0,,,,,
player,201910030sea,ram,PeteMa00,def_int_long,0,,,,,
player,201910030sea,ram,PeteMa00,pass_defended,0,,,,,
player,201910030sea,ram,PeteMa00,sacks,0.0,,,,,
player,201910030sea,ram,PeteMa00,tackles_combined,2,,,,,
player,201910030sea,ram,PeteMa00,tackles_solo,2,,,,,
player,201910030sea,ram,PeteMa00,tackles_assists,0,,,,,
player,201910030sea,ram,PeteMa00,tackles_loss,1,,,,,
player,201910030sea,ram,PeteMa00,qb_hits,0,,,,,
player,201910030sea,ram,PeteMa00,fumbles_rec,1,,,,,
player,201910030sea,ram,PeteMa00,fumbles_rec_yds,0,,,,,
player,201910030sea,ram,PeteMa00,fumbles_rec_td,0,,,,,
player,201910030sea,ram,PeteMa00,fumbles_forced,0,,,,,
player,201910030sea,ram,RobeNi00,def_int,0,,,,,
player,201910030sea,ram,RobeNi00,def_int_yds,0,,,,,
player,201910030sea,ram,RobeNi00,def_int_td,0,,,,,
player,201910030sea,ram,RobeNi00,def_int_long,0,,,,,
player,201910030sea,ram,RobeNi00,pass_defended,0,,,,,
player,201910030sea,ram,RobeNi00,sacks,0.0,,,,,
player,201910030sea,ram,RobeNi00,tackles_combined,2,,,,,
player,201910030sea,ram,RobeNi00,tackles_solo,2,,,,,
player,201910030sea,ram,RobeNi00,tackles_assists,0,,,,,
player,201910030sea,ram,RobeNi00,tackles_loss,0,,,,,
player,201910030sea,ram,RobeNi00,qb_hits,0,,,,,
player,201910030sea,ram,RobeNi00,fumbles_rec,0,,,,,
player,201910030sea,ram,RobeNi00,fumbles_rec_yds,0,,,,,
player,201910030sea,ram,RobeNi00,fumbles_rec_td,0,,,,,
player,201910030sea,ram,RobeNi00,fumbles_forced,1,,,,,
player,201910030sea,ram,EbukSa00,def_int,0,,,,,
player,201910030sea,ram,EbukSa00,def_int_yds,0,,,,,
player,201910030sea,ram,EbukSa00,def_int_td,0,,,,,
player,201910030sea,ram,EbukSa00,def_int_long,0,,,,,
player,201910030sea,ram,EbukSa00,pass_defended,0,,,,,
player,201910030sea,ram,EbukSa00,sacks,0.0,,,,,
player,201910030sea,ram,EbukSa00,tackles_combined,1,,,,,
player,201910030sea,ram,EbukSa00,tackles_solo,0,,,,,
player,201910030sea,ram,EbukSa00,tackles_assists,1,,,,,
player,201910030sea,ram,EbukSa00,tackles_loss,0,,,,,
player,201910030sea,ram,EbukSa00,qb_hits,1,,,,,
player,201910030sea,ram,EbukSa00,fumbles_rec,0,,,,,
player,201910030sea,ram,EbukSa00,fumbles_rec_yds,0,,,,,
player,201910030sea,ram,EbukSa00,fumbles_rec_td,0,,,,,
player,201910030sea,ram,EbukSa00,fumbles_forced,0,,,,,
player,201910030sea,ram,HillTr01,def_int,0,,,,,
player,201910030sea,ram,HillTr01,def_int_yds,0,,,,,
player,201910030sea,ram,HillTr01,def_int_td,0,,,,,
player,201910030sea,ram,HillTr01,def_int_long,0,,,,,
player,201910030sea,ram,HillTr01,pass_defended,0,,,,,
player,201910030sea,ram,HillTr01,sacks,0.0,,,,,
player,201910030sea,ram,HillTr01,tackles_combined,1,,,,,
player,201910030sea,ram,HillTr01,tackles_solo,0,,,,,
player,201910030sea,ram,HillTr01,tackles_assists,1,,,,,
player,201910030sea,ram,HillTr01,tackles_loss,0,,,,,
player,201910030sea,ram,HillTr01,qb_hits,0,,,,,
player,201910030sea,ram,HillTr01,fumbles_rec,0,,,,,
player,201910030sea,ram,HillTr01,fumbles_rec_yds,0,,,,,
player,201910030sea,ram,HillTr01,fumbles_rec_td,0,,,,,
player,201910030sea,ram,HillTr01,fumbles_forced,0,,,,,
player,201910030sea,ram,SmarTa00,def_int,0,,,,,
player,201910030sea,ram,SmarTa00,def_int_yds,0,,,,,
player,201910030sea,ram,SmarTa00,def_int_td,0,,,,,
player,201910030sea,ram,SmarTa00,def_int_long,0,,,,,
player,201910030sea,ram,SmarTa00,pass_defended,0,,,,,
player,201910030sea,ram,SmarTa00,sacks,0.0,,,,,
player,201910030sea,ram,SmarTa00,tackles_combined,1,,,,,
player,201910030sea,ram,SmarTa00,tackles_solo,0,,,,,
player,201910030sea,ram,SmarTa00,tackles_assists,1,,,,,
player,201910030sea,ram,SmarTa00,tackles_loss,0,,,,,
player,201910030sea,ram,SmarTa00,qb_hits,0,,,,,
player,201910030sea,ram,SmarTa00,fumbles_rec,0,,,,,
player,201910030sea,ram,SmarTa00,fumbles_rec_yds,0,,,,,
player,201910030sea,ram,SmarTa00,fumbles_rec_td,0,,,,,
player,201910030sea,ram,SmarTa00,fumbles_forced,0,,,,,
player,201910030sea,sea,ThomTe00,def_int,1,,,,,
player,201910030sea,sea,ThomTe00,def_int_yds,0,,,,,
player,201910030sea,sea,ThomTe00,def_int_td,0,,,,,
player,201910030sea,sea,ThomTe00,def_int_long,0,,,,,
player,201910030sea,sea,ThomTe00,pass_defended,1,,,,,
player,201910030sea,sea,ThomTe00,sacks,0.0,,,,,
player,201910030sea,sea,ThomTe00,tackles_combined,3,,,,,
player,201910030sea,sea,ThomTe00,tackles_solo,2,,,,,
player,201910030sea,sea,ThomTe00,tackles_assists,1,,,,,
player,201910030sea,sea,ThomTe00,tackles_loss,0,,,,,
player,201910030sea,sea,ThomTe00,qb_hits,0,,,,,
player,201910030sea,sea,ThomTe00,fumbles_rec,0,,,,,
player,201910030sea,sea,ThomTe00,fumbles_rec_yds,0,,,,,
player,201910030sea,sea,ThomTe00,fumbles_rec_td,0,,,,,
player,201910030sea,sea,ThomTe00,fumbles_forced,0,,,,,
player,201910030sea,sea,WrigK.00,def_int,0,,,,,
player,201910030sea,sea,WrigK.00,def_int_yds,0,,,,,
player,201910030sea,sea,WrigK.00,def_int_td,0,,,,,
player,201910030sea,sea,WrigK.00,def_int_long,0,,,,,
player,201910030sea,sea,WrigK.00,pass_defended,1,,,,,
player,201910030sea,sea,WrigK.00,sacks,0.0,,,,,
player,201910030sea,sea,WrigK.00,tackles_combined,10,,,,,
player,201910030sea,sea,WrigK.00,tackles_solo,7,,,,,
player,201910030sea,sea,WrigK.00,tackles_assists,3,,,,,
player,201910030sea,sea,WrigK.00,tackles_loss,0,,,,,
player,201910030sea,sea,WrigK.00,qb_hits,0,,,,,
player,201910030sea,sea,WrigK.00,fumbles_rec,0,,,,,
player,201910030sea,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201910030sea,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201910030sea,sea,WrigK.00,fumbles_forced,0,,,,,
player,201910030sea,sea,KendMy00,def_int,0,,,,,
player,201910030sea,sea,KendMy00,def_int_yds,0,,,,,
player,201910030sea,sea,KendMy00,def_int_td,0,,,,,
player,201910030sea,sea,KendMy00,def_int_long,0,,,,,
player,201910030sea,sea,KendMy00,pass_defended,0,,,,,
player,201910030sea,sea,KendMy00,sacks,0.0,,,,,
player,201910030sea,sea,KendMy00,tackles_combined,7,,,,,
player,201910030sea,sea,KendMy00,tackles_solo,5,,,,,
player,201910030sea,sea,KendMy00,tackles_assists,2,,,,,
player,201910030sea,sea,KendMy00,tackles_loss,0,,,,,
player,201910030sea,sea,KendMy00,qb_hits,0,,,,,
player,201910030sea,sea,KendMy00,fumbles_rec,0,,,,,
player,201910030sea,sea,KendMy00,fumbles_rec_yds,0,,,,,
player,201910030sea,sea,KendMy00,fumbles_rec_td,0,,,,,
player,201910030sea,sea,KendMy00,fumbles_forced,0,,,,,
player,201910030sea,sea,McDoBr01,def_int,0,,,,,
player,201910030sea,sea,McDoBr01,def_int_yds,0,,,,,
player,201910030sea,sea,McDoBr01,def_int_td,0,,,,,
player,201910030sea,sea,McDoBr01,def_int_long,0,,,,,
player,201910030sea,sea,McDoBr01,pass_defended,1,,,,,
player,201910030sea,sea,McDoBr01,sacks,0.0,,,,,
player,201910030sea,sea,McDoBr01,tackles_combined,6,,,,,
player,201910030sea,sea,McDoBr01,tackles_solo,4,,,,,
player,201910030sea,sea,McDoBr01,tackles_assists,2,,,,,
player,201910030sea,sea,McDoBr01,tackles_loss,0,,,,,
player,201910030sea,sea,McDoBr01,qb_hits,0,,,,,
player,201910030sea,sea,McDoBr01,fumbles_rec,0,,,,,
player,201910030sea,sea,McDoBr01,fumbles_rec_yds,0,,,,,
player,201910030sea,sea,McDoBr01,fumbles_rec_td,0,,,,,
player,201910030sea,sea,McDoBr01,fumbles_forced,0,,,,,
player,201910030sea,sea,FlowTr01,def_int,0,,,,,
player,201910030sea,sea,FlowTr01,def_int_yds,0,,,,,
player,201910030sea,sea,FlowTr01,def_int_td,0,,,,,
player,201910030sea,sea,FlowTr01,def_int_long,0,,,,,
player,201910030sea,sea,FlowTr01,pass_defended,0,,,,,
player,201910030sea,sea,FlowTr01,sacks,0.0,,,,,
player,201910030sea,sea,FlowTr01,tackles_combined,5,,,,,
player,201910030sea,sea,FlowTr01,tackles_solo,3,,,,,
player,201910030sea,sea,FlowTr01,tackles_assists,2,,,,,
player,201910030sea,sea,FlowTr01,tackles_loss,0,,,,,
player,201910030sea,sea,FlowTr01,qb_hits,0,,,,,
player,201910030sea,sea,FlowTr01,fumbles_rec,0,,,,,
player,201910030sea,sea,FlowTr01,fumbles_rec_yds,0,,,,,
player,201910030sea,sea,FlowTr01,fumbles_rec_td,0,,,,,
player,201910030sea,sea,FlowTr01,fumbles_forced,0,,,,,
player,201910030sea,sea,WagnBo00,def_int,0,,,,,
player,201910030sea,sea,WagnBo00,def_int_yds,0,,,,,
player,201910030sea,sea,WagnBo00,def_int_td,0,,,,,
player,201910030sea,sea,WagnBo00,def_int_long,0,,,,,
player,201910030sea,sea,WagnBo00,pass_defended,0,,,,,
player,201910030sea,sea,WagnBo00,sacks,0.0,,,,,
player,201910030sea,sea,WagnBo00,tackles_combined,5,,,,,
player,201910030sea,sea,WagnBo00,tackles_solo,3,,,,,
player,201910030sea,sea,WagnBo00,tackles_assists,2,,,,,
player,201910030sea,sea,WagnBo00,tackles_loss,0,,,,,
player,201910030sea,sea,WagnBo00,qb_hits,1,,,,,
player,201910030sea,sea,WagnBo00,fumbles_rec,0,,,,,
player,201910030sea,sea,WagnBo00,fumbles_rec_yds,0,,,,,
player,201910030sea,sea,WagnBo00,fumbles_rec_td,0,,,,,
player,201910030sea,sea,WagnBo00,fumbles_forced,0,,,,,
player,201910030sea,sea,GrifSh00,def_int,0,,,,,
player,201910030sea,sea,GrifSh00,def_int_yds,0,,,,,
player,201910030sea,sea,GrifSh00,def_int_td,0,,,,,
player,201910030sea,sea,GrifSh00,def_int_long,0,,,,,
player,201910030sea,sea,GrifSh00,pass_defended,1,,,,,
player,201910030sea,sea,GrifSh00,sacks,0.0,,,,,
player,201910030sea,sea,GrifSh00,tackles_combined,4,,,,,
player,201910030sea,sea,GrifSh00,tackles_solo,4,,,,,
player,201910030sea,sea,GrifSh00,tackles_assists,0,,,,,
player,201910030sea,sea,GrifSh00,tackles_loss,0,,,,,
player,201910030sea,sea,GrifSh00,qb_hits,0,,,,,
player,201910030sea,sea,GrifSh00,fumbles_rec,0,,,,,
player,201910030sea,sea,GrifSh00,fumbles_rec_yds,0,,,,,
player,201910030sea,sea,GrifSh00,fumbles_rec_td,0,,,,,
player,201910030sea,sea,GrifSh00,fumbles_forced,0,,,,,
player,201910030sea,sea,ClowJa00,def_int,0,,,,,
player,201910030sea,sea,ClowJa00,def_int_yds,0,,,,,
player,201910030sea,sea,ClowJa00,def_int_td,0,,,,,
player,201910030sea,sea,ClowJa00,def_int_long,0,,,,,
player,201910030sea,sea,ClowJa00,pass_defended,0,,,,,
player,201910030sea,sea,ClowJa00,sacks,0.0,,,,,
player,201910030sea,sea,ClowJa00,tackles_combined,3,,,,,
player,201910030sea,sea,ClowJa00,tackles_solo,1,,,,,
player,201910030sea,sea,ClowJa00,tackles_assists,2,,,,,
player,201910030sea,sea,ClowJa00,tackles_loss,1,,,,,
player,201910030sea,sea,ClowJa00,qb_hits,2,,,,,
player,201910030sea,sea,ClowJa00,fumbles_rec,1,,,,,
player,201910030sea,sea,ClowJa00,fumbles_rec_yds,0,,,,,
player,201910030sea,sea,ClowJa00,fumbles_rec_td,0,,,,,
player,201910030sea,sea,ClowJa00,fumbles_forced,1,,,,,
player,201910030sea,sea,FordPo00,def_int,0,,,,,
player,201910030sea,sea,FordPo00,def_int_yds,0,,,,,
player,201910030sea,sea,FordPo00,def_int_td,0,,,,,
player,201910030sea,sea,FordPo00,def_int_long,0,,,,,
player,201910030sea,sea,FordPo00,pass_defended,0,,,,,
player,201910030sea,sea,FordPo00,sacks,0.0,,,,,
player,201910030sea,sea,FordPo00,tackles_combined,3,,,,,
player,201910030sea,sea,FordPo00,tackles_solo,2,,,,,
player,201910030sea,sea,FordPo00,tackles_assists,1,,,,,
player,201910030sea,sea,FordPo00,tackles_loss,1,,,,,
player,201910030sea,sea,FordPo00,qb_hits,0,,,,,
player,201910030sea,sea,FordPo00,fumbles_rec,0,,,,,
player,201910030sea,sea,FordPo00,fumbles_rec_yds,0,,,,,
player,201910030sea,sea,FordPo00,fumbles_rec_td,0,,,,,
player,201910030sea,sea,FordPo00,fumbles_forced,0,,,,,
player,201910030sea,sea,JackBr04,def_int,0,,,,,
player,201910030sea,sea,JackBr04,def_int_yds,0,,,,,
player,201910030sea,sea,JackBr04,def_int_td,0,,,,,
player,201910030sea,sea,JackBr04,def_int_long,0,,,,,
player,201910030sea,sea,JackBr04,pass_defended,0,,,,,
player,201910030sea,sea,JackBr04,sacks,0.0,,,,,
player,201910030sea,sea,JackBr04,tackles_combined,2,,,,,
player,201910030sea,sea,JackBr04,tackles_solo,2,,,,,
player,201910030sea,sea,JackBr04,tackles_assists,0,,,,,
player,201910030sea,sea,JackBr04,tackles_loss,0,,,,,
player,201910030sea,sea,JackBr04,qb_hits,0,,,,,
player,201910030sea,sea,JackBr04,fumbles_rec,0,,,,,
player,201910030sea,sea,JackBr04,fumbles_rec_yds,0,,,,,
player,201910030sea,sea,JackBr04,fumbles_rec_td,0,,,,,
player,201910030sea,sea,JackBr04,fumbles_forced,0,,,,,
player,201910030sea,sea,WoodAl99,def_int,0,,,,,
player,201910030sea,sea,WoodAl99,def_int_yds,0,,,,,
player,201910030sea,sea,WoodAl99,def_int_td,0,,,,,
player,201910030sea,sea,WoodAl99,def_int_long,0,,,,,
player,201910030sea,sea,WoodAl99,pass_defended,0,,,,,
player,201910030sea,sea,WoodAl99,sacks,0.0,,,,,
player,201910030sea,sea,WoodAl99,tackles_combined,2,,,,,
player,201910030sea,sea,WoodAl99,tackles_solo,0,,,,,
player,201910030sea,sea,WoodAl99,tackles_assists,2,,,,,
player,201910030sea,sea,WoodAl99,tackles_loss,0,,,,,
player,201910030sea,sea,WoodAl99,qb_hits,0,,,,,
player,201910030sea,sea,WoodAl99,fumbles_rec,0,,,,,
player,201910030sea,sea,WoodAl99,fumbles_rec_yds,0,,,,,
player,201910030sea,sea,WoodAl99,fumbles_rec_td,0,,,,,
player,201910030sea,sea,WoodAl99,fumbles_forced,0,,,,,
player,201910030sea,sea,AnsaEz00,def_int,0,,,,,
player,201910030sea,sea,AnsaEz00,def_int_yds,0,,,,,
player,201910030sea,sea,AnsaEz00,def_int_td,0,,,,,
player,201910030sea,sea,AnsaEz00,def_int_long,0,,,,,
player,201910030sea,sea,AnsaEz00,pass_defended,0,,,,,
player,201910030sea,sea,AnsaEz00,sacks,0.0,,,,,
player,201910030sea,sea,AnsaEz00,tackles_combined,1,,,,,
player,201910030sea,sea,AnsaEz00,tackles_solo,0,,,,,
player,201910030sea,sea,AnsaEz00,tackles_assists,1,,,,,
player,201910030sea,sea,AnsaEz00,tackles_loss,0,,,,,
player,201910030sea,sea,AnsaEz00,qb_hits,0,,,,,
player,201910030sea,sea,AnsaEz00,fumbles_rec,0,,,,,
player,201910030sea,sea,AnsaEz00,fumbles_rec_yds,0,,,,,
player,201910030sea,sea,AnsaEz00,fumbles_rec_td,0,,,,,
player,201910030sea,sea,AnsaEz00,fumbles_forced,0,,,,,
player,201910030sea,sea,GreeRa01,def_int,0,,,,,
player,201910030sea,sea,GreeRa01,def_int_yds,0,,,,,
player,201910030sea,sea,GreeRa01,def_int_td,0,,,,,
player,201910030sea,sea,GreeRa01,def_int_long,0,,,,,
player,201910030sea,sea,GreeRa01,pass_defended,1,,,,,
player,201910030sea,sea,GreeRa01,sacks,0.0,,,,,
player,201910030sea,sea,GreeRa01,tackles_combined,1,,,,,
player,201910030sea,sea,GreeRa01,tackles_solo,1,,,,,
player,201910030sea,sea,GreeRa01,tackles_assists,0,,,,,
player,201910030sea,sea,GreeRa01,tackles_loss,0,,,,,
player,201910030sea,sea,GreeRa01,qb_hits,0,,,,,
player,201910030sea,sea,GreeRa01,fumbles_rec,0,,,,,
player,201910030sea,sea,GreeRa01,fumbles_rec_yds,0,,,,,
player,201910030sea,sea,GreeRa01,fumbles_rec_td,0,,,,,
player,201910030sea,sea,GreeRa01,fumbles_forced,0,,,,,
player,201910030sea,sea,JeffQu00,def_int,0,,,,,
player,201910030sea,sea,JeffQu00,def_int_yds,0,,,,,
player,201910030sea,sea,JeffQu00,def_int_td,0,,,,,
player,201910030sea,sea,JeffQu00,def_int_long,0,,,,,
player,201910030sea,sea,JeffQu00,pass_defended,0,,,,,
player,201910030sea,sea,JeffQu00,sacks,0.0,,,,,
player,201910030sea,sea,JeffQu00,tackles_combined,1,,,,,
player,201910030sea,sea,JeffQu00,tackles_solo,0,,,,,
player,201910030sea,sea,JeffQu00,tackles_assists,1,,,,,
player,201910030sea,sea,JeffQu00,tackles_loss,0,,,,,
player,201910030sea,sea,JeffQu00,qb_hits,2,,,,,
player,201910030sea,sea,JeffQu00,fumbles_rec,0,,,,,
player,201910030sea,sea,JeffQu00,fumbles_rec_yds,0,,,,,
player,201910030sea,sea,JeffQu00,fumbles_rec_td,0,,,,,
player,201910030sea,sea,JeffQu00,fumbles_forced,0,,,,,
player,201910030sea,sea,TaylJa01,def_int,0,,,,,
player,201910030sea,sea,TaylJa01,def_int_yds,0,,,,,
player,201910030sea,sea,TaylJa01,def_int_td,0,,,,,
player,201910030sea,sea,TaylJa01,def_int_long,0,,,,,
player,201910030sea,sea,TaylJa01,pass_defended,2,,,,,
player,201910030sea,sea,TaylJa01,sacks,0.0,,,,,
player,201910030sea,sea,TaylJa01,tackles_combined,1,,,,,
player,201910030sea,sea,TaylJa01,tackles_solo,1,,,,,
player,201910030sea,sea,TaylJa01,tackles_assists,0,,,,,
player,201910030sea,sea,TaylJa01,tackles_loss,0,,,,,
player,201910030sea,sea,TaylJa01,qb_hits,0,,,,,
player,201910030sea,sea,TaylJa01,fumbles_rec,0,,,,,
player,201910030sea,sea,TaylJa01,fumbles_rec_yds,0,,,,,
player,201910030sea,sea,TaylJa01,fumbles_rec_td,0,,,,,
player,201910030sea,sea,TaylJa01,fumbles_forced,0,,,,,
player,201910030sea,ram,NatsJo00,kick_ret,0,,,,,
player,201910030sea,ram,NatsJo00,kick_ret_yds,0,,,,,
player,201910030sea,ram,NatsJo00,kick_ret_yds_per_ret,,,,,,
player,201910030sea,ram,NatsJo00,kick_ret_td,0,,,,,
player,201910030sea,ram,NatsJo00,kick_ret_long,0,,,,,
player,201910030sea,ram,NatsJo00,punt_ret,2,,,,,
player,201910030sea,ram,NatsJo00,punt_ret_yds,16,,,,,
player,201910030sea,ram,NatsJo00,punt_ret_yds_per_ret,8.0,,,,,
player,201910030sea,ram,NatsJo00,punt_ret_td,0,,,,,
player,201910030sea,ram,NatsJo00,punt_ret_long,15,,,,,
player,201910030sea,sea,LockTy00,kick_ret,1,,,,,
player,201910030sea,sea,LockTy00,kick_ret_yds,33,,,,,
