game,2019,16,20191221,201912210tam,htx,"Houston Texans",23,tam,"Tampa Bay Buccaneers",20
player,201912210tam,htx,JoseJo20,tackles_solo,0,,,,,
player,201912210tam,htx,JoseJo20,tackles_assists,0,,,,,
player,201912210tam,htx,JoseJo20,tackles_loss,0,,,,,
player,201912210tam,htx,JoseJo20,qb_hits,0,,,,,
player,201912210tam,htx,JoseJo20,fumbles_rec,0,,,,,
player,201912210tam,htx,JoseJo20,fumbles_rec_yds,0,,,,,
player,201912210tam,htx,JoseJo20,fumbles_rec_td,0,,,,,
player,201912210tam,htx,JoseJo20,fumbles_forced,0,,,,,
player,201912210tam,htx,MercWh00,def_int,0,,,,,
player,201912210tam,htx,MercWh00,def_int_yds,0,,,,,
player,201912210tam,htx,MercWh00,def_int_td,0,,,,,
player,201912210tam,htx,MercWh00,def_int_long,0,,,,,
player,201912210tam,htx,MercWh00,pass_defended,0,,,,,
player,201912210tam,htx,MercWh00,sacks,2.0,,,,,
player,201912210tam,htx,MercWh00,tackles_combined,4,,,,,
player,201912210tam,htx,MercWh00,tackles_solo,3,,,,,
player,201912210tam,htx,MercWh00,tackles_assists,1,,,,,
player,201912210tam,htx,MercWh00,tackles_loss,1,,,,,
player,201912210tam,htx,MercWh00,qb_hits,2,,,,,
player,201912210tam,htx,MercWh00,fumbles_rec,0,,,,,
player,201912210tam,htx,MercWh00,fumbles_rec_yds,0,,,,,
player,201912210tam,htx,MercWh00,fumbles_rec_td,0,,,,,
player,201912210tam,htx,MercWh00,fumbles_forced,0,,,,,
player,201912210tam,htx,DunnBr00,def_int,0,,,,,
player,201912210tam,htx,DunnBr00,def_int_yds,0,,,,,
player,201912210tam,htx,DunnBr00,def_int_td,0,,,,,
player,201912210tam,htx,DunnBr00,def_int_long,0,,,,,
player,201912210tam,htx,DunnBr00,pass_defended,0,,,,,
player,201912210tam,htx,DunnBr00,sacks,1.0,,,,,
player,201912210tam,htx,DunnBr00,tackles_combined,3,,,,,
player,201912210tam,htx,DunnBr00,tackles_solo,3,,,,,
player,201912210tam,htx,DunnBr00,tackles_assists,0,,,,,
player,201912210tam,htx,DunnBr00,tackles_loss,1,,,,,
player,201912210tam,htx,DunnBr00,qb_hits,1,,,,,
player,201912210tam,htx,DunnBr00,fumbles_rec,0,,,,,
player,201912210tam,htx,DunnBr00,fumbles_rec_yds,0,,,,,
player,201912210tam,htx,DunnBr00,fumbles_rec_td,0,,,,,
player,201912210tam,htx,DunnBr00,fumbles_forced,0,,,,,
player,201912210tam,htx,CunnZa00,def_int,0,,,,,
player,201912210tam,htx,CunnZa00,def_int_yds,0,,,,,
player,201912210tam,htx,CunnZa00,def_int_td,0,,,,,
player,201912210tam,htx,CunnZa00,def_int_long,0,,,,,
player,201912210tam,htx,CunnZa00,pass_defended,1,,,,,
player,201912210tam,htx,CunnZa00,sacks,0.0,,,,,
player,201912210tam,htx,CunnZa00,tackles_combined,6,,,,,
player,201912210tam,htx,CunnZa00,tackles_solo,6,,,,,
player,201912210tam,htx,CunnZa00,tackles_assists,0,,,,,
player,201912210tam,htx,CunnZa00,tackles_loss,0,,,,,
player,201912210tam,htx,CunnZa00,qb_hits,0,,,,,
player,201912210tam,htx,CunnZa00,fumbles_rec,0,,,,,
player,201912210tam,htx,CunnZa00,fumbles_rec_yds,0,,,,,
player,201912210tam,htx,CunnZa00,fumbles_rec_td,0,,,,,
player,201912210tam,htx,CunnZa00,fumbles_forced,0,,,,,
player,201912210tam,htx,AdamTy00,def_int,0,,,,,
player,201912210tam,htx,AdamTy00,def_int_yds,0,,,,,
player,201912210tam,htx,AdamTy00,def_int_td,0,,,,,
player,201912210tam,htx,AdamTy00,def_int_long,0,,,,,
player,201912210tam,htx,AdamTy00,pass_defended,0,,,,,
player,201912210tam,htx,AdamTy00,sacks,0.0,,,,,
player,201912210tam,htx,AdamTy00,tackles_combined,5,,,,,
player,201912210tam,htx,AdamTy00,tackles_solo,4,,,,,
player,201912210tam,htx,AdamTy00,tackles_assists,1,,,,,
player,201912210tam,htx,AdamTy00,tackles_loss,0,,,,,
player,201912210tam,htx,AdamTy00,qb_hits,0,,,,,
player,201912210tam,htx,AdamTy00,fumbles_rec,0,,,,,
player,201912210tam,htx,AdamTy00,fumbles_rec_yds,0,,,,,
player,201912210tam,htx,AdamTy00,fumbles_rec_td,0,,,,,
player,201912210tam,htx,AdamTy00,fumbles_forced,1,,,,,
player,201912210tam,htx,GipsTa00,def_int,0,,,,,
player,201912210tam,htx,GipsTa00,def_int_yds,0,,,,,
player,201912210tam,htx,GipsTa00,def_int_td,0,,,,,
player,201912210tam,htx,GipsTa00,def_int_long,0,,,,,
player,201912210tam,htx,GipsTa00,pass_defended,0,,,,,
player,201912210tam,htx,GipsTa00,sacks,0.0,,,,,
player,201912210tam,htx,GipsTa00,tackles_combined,5,,,,,
player,201912210tam,htx,GipsTa00,tackles_solo,5,,,,,
player,201912210tam,htx,GipsTa00,tackles_assists,0,,,,,
player,201912210tam,htx,GipsTa00,tackles_loss,0,,,,,
player,201912210tam,htx,GipsTa00,qb_hits,0,,,,,
player,201912210tam,htx,GipsTa00,fumbles_rec,0,,,,,
player,201912210tam,htx,GipsTa00,fumbles_rec_yds,0,,,,,
player,201912210tam,htx,GipsTa00,fumbles_rec_td,0,,,,,
player,201912210tam,htx,GipsTa00,fumbles_forced,0,,,,,
player,201912210tam,htx,BlacAn00,def_int,0,,,,,
player,201912210tam,htx,BlacAn00,def_int_yds,0,,,,,
player,201912210tam,htx,BlacAn00,def_int_td,0,,,,,
player,201912210tam,htx,BlacAn00,def_int_long,0,,,,,
player,201912210tam,htx,BlacAn00,pass_defended,0,,,,,
player,201912210tam,htx,BlacAn00,sacks,0.0,,,,,
player,201912210tam,htx,BlacAn00,tackles_combined,3,,,,,
player,201912210tam,htx,BlacAn00,tackles_solo,2,,,,,
player,201912210tam,htx,BlacAn00,tackles_assists,1,,,,,
player,201912210tam,htx,BlacAn00,tackles_loss,0,,,,,
player,201912210tam,htx,BlacAn00,qb_hits,0,,,,,
player,201912210tam,htx,BlacAn00,fumbles_rec,0,,,,,
player,201912210tam,htx,BlacAn00,fumbles_rec_yds,0,,,,,
player,201912210tam,htx,BlacAn00,fumbles_rec_td,0,,,,,
player,201912210tam,htx,BlacAn00,fumbles_forced,0,,,,,
player,201912210tam,htx,HargVe00,def_int,0,,,,,
player,201912210tam,htx,HargVe00,def_int_yds,0,,,,,
player,201912210tam,htx,HargVe00,def_int_td,0,,,,,
player,201912210tam,htx,HargVe00,def_int_long,0,,,,,
player,201912210tam,htx,HargVe00,pass_defended,0,,,,,
player,201912210tam,htx,HargVe00,sacks,0.0,,,,,
player,201912210tam,htx,HargVe00,tackles_combined,3,,,,,
player,201912210tam,htx,HargVe00,tackles_solo,3,,,,,
player,201912210tam,htx,HargVe00,tackles_assists,0,,,,,
player,201912210tam,htx,HargVe00,tackles_loss,1,,,,,
player,201912210tam,htx,HargVe00,qb_hits,0,,,,,
player,201912210tam,htx,HargVe00,fumbles_rec,0,,,,,
player,201912210tam,htx,HargVe00,fumbles_rec_yds,0,,,,,
player,201912210tam,htx,HargVe00,fumbles_rec_td,0,,,,,
player,201912210tam,htx,HargVe00,fumbles_forced,0,,,,,
player,201912210tam,htx,ReadD.00,def_int,0,,,,,
player,201912210tam,htx,ReadD.00,def_int_yds,0,,,,,
player,201912210tam,htx,ReadD.00,def_int_td,0,,,,,
player,201912210tam,htx,ReadD.00,def_int_long,0,,,,,
player,201912210tam,htx,ReadD.00,pass_defended,0,,,,,
player,201912210tam,htx,ReadD.00,sacks,0.0,,,,,
player,201912210tam,htx,ReadD.00,tackles_combined,3,,,,,
player,201912210tam,htx,ReadD.00,tackles_solo,2,,,,,
player,201912210tam,htx,ReadD.00,tackles_assists,1,,,,,
player,201912210tam,htx,ReadD.00,tackles_loss,0,,,,,
player,201912210tam,htx,ReadD.00,qb_hits,1,,,,,
player,201912210tam,htx,ReadD.00,fumbles_rec,0,,,,,
player,201912210tam,htx,ReadD.00,fumbles_rec_yds,0,,,,,
player,201912210tam,htx,ReadD.00,fumbles_rec_td,0,,,,,
player,201912210tam,htx,ReadD.00,fumbles_forced,0,,,,,
player,201912210tam,htx,ConlGa00,def_int,0,,,,,
player,201912210tam,htx,ConlGa00,def_int_yds,0,,,,,
player,201912210tam,htx,ConlGa00,def_int_td,0,,,,,
player,201912210tam,htx,ConlGa00,def_int_long,0,,,,,
player,201912210tam,htx,ConlGa00,pass_defended,2,,,,,
player,201912210tam,htx,ConlGa00,sacks,0.0,,,,,
player,201912210tam,htx,ConlGa00,tackles_combined,2,,,,,
player,201912210tam,htx,ConlGa00,tackles_solo,2,,,,,
player,201912210tam,htx,ConlGa00,tackles_assists,0,,,,,
player,201912210tam,htx,ConlGa00,tackles_loss,0,,,,,
player,201912210tam,htx,ConlGa00,qb_hits,0,,,,,
player,201912210tam,htx,ConlGa00,fumbles_rec,0,,,,,
player,201912210tam,htx,ConlGa00,fumbles_rec_yds,0,,,,,
player,201912210tam,htx,ConlGa00,fumbles_rec_td,0,,,,,
player,201912210tam,htx,ConlGa00,fumbles_forced,0,,,,,
player,201912210tam,htx,KalaPe00,def_int,0,,,,,
player,201912210tam,htx,KalaPe00,def_int_yds,0,,,,,
player,201912210tam,htx,KalaPe00,def_int_td,0,,,,,
player,201912210tam,htx,KalaPe00,def_int_long,0,,,,,
player,201912210tam,htx,KalaPe00,pass_defended,0,,,,,
player,201912210tam,htx,KalaPe00,sacks,0.0,,,,,
player,201912210tam,htx,KalaPe00,tackles_combined,2,,,,,
player,201912210tam,htx,KalaPe00,tackles_solo,2,,,,,
player,201912210tam,htx,KalaPe00,tackles_assists,0,,,,,
player,201912210tam,htx,KalaPe00,tackles_loss,0,,,,,
player,201912210tam,htx,KalaPe00,qb_hits,0,,,,,
player,201912210tam,htx,KalaPe00,fumbles_rec,0,,,,,
player,201912210tam,htx,KalaPe00,fumbles_rec_yds,0,,,,,
player,201912210tam,htx,KalaPe00,fumbles_rec_td,0,,,,,
player,201912210tam,htx,KalaPe00,fumbles_forced,0,,,,,
player,201912210tam,htx,ScarBr00,def_int,0,,,,,
player,201912210tam,htx,ScarBr00,def_int_yds,0,,,,,
player,201912210tam,htx,ScarBr00,def_int_td,0,,,,,
player,201912210tam,htx,ScarBr00,def_int_long,0,,,,,
player,201912210tam,htx,ScarBr00,pass_defended,1,,,,,
player,201912210tam,htx,ScarBr00,sacks,0.0,,,,,
player,201912210tam,htx,ScarBr00,tackles_combined,1,,,,,
player,201912210tam,htx,ScarBr00,tackles_solo,1,,,,,
player,201912210tam,htx,ScarBr00,tackles_assists,0,,,,,
player,201912210tam,htx,ScarBr00,tackles_loss,0,,,,,
player,201912210tam,htx,ScarBr00,qb_hits,0,,,,,
player,201912210tam,htx,ScarBr00,fumbles_rec,0,,,,,
player,201912210tam,htx,ScarBr00,fumbles_rec_yds,0,,,,,
player,201912210tam,htx,ScarBr00,fumbles_rec_td,0,,,,,
player,201912210tam,htx,ScarBr00,fumbles_forced,0,,,,,
player,201912210tam,htx,VandEd00,def_int,0,,,,,
player,201912210tam,htx,VandEd00,def_int_yds,0,,,,,
player,201912210tam,htx,VandEd00,def_int_td,0,,,,,
player,201912210tam,htx,VandEd00,def_int_long,0,,,,,
player,201912210tam,htx,VandEd00,pass_defended,0,,,,,
player,201912210tam,htx,VandEd00,sacks,0.0,,,,,
player,201912210tam,htx,VandEd00,tackles_combined,1,,,,,
player,201912210tam,htx,VandEd00,tackles_solo,1,,,,,
player,201912210tam,htx,VandEd00,tackles_assists,0,,,,,
player,201912210tam,htx,VandEd00,tackles_loss,0,,,,,
player,201912210tam,htx,VandEd00,qb_hits,0,,,,,
player,201912210tam,htx,VandEd00,fumbles_rec,0,,,,,
player,201912210tam,htx,VandEd00,fumbles_rec_yds,0,,,,,
player,201912210tam,htx,VandEd00,fumbles_rec_td,0,,,,,
player,201912210tam,htx,VandEd00,fumbles_forced,0,,,,,
player,201912210tam,htx,OmenCh00,def_int,0,,,,,
player,201912210tam,htx,OmenCh00,def_int_yds,0,,,,,
player,201912210tam,htx,OmenCh00,def_int_td,0,,,,,
player,201912210tam,htx,OmenCh00,def_int_long,0,,,,,
player,201912210tam,htx,OmenCh00,pass_defended,1,,,,,
player,201912210tam,htx,OmenCh00,sacks,0.0,,,,,
player,201912210tam,htx,OmenCh00,tackles_combined,0,,,,,
player,201912210tam,htx,OmenCh00,tackles_solo,0,,,,,
player,201912210tam,htx,OmenCh00,tackles_assists,0,,,,,
player,201912210tam,htx,OmenCh00,tackles_loss,0,,,,,
player,201912210tam,htx,OmenCh00,qb_hits,0,,,,,
player,201912210tam,htx,OmenCh00,fumbles_rec,0,,,,,
player,201912210tam,htx,OmenCh00,fumbles_rec_yds,0,,,,,
player,201912210tam,htx,OmenCh00,fumbles_rec_td,0,,,,,
player,201912210tam,htx,OmenCh00,fumbles_forced,0,,,,,
player,201912210tam,htx,WatkCa00,def_int,0,,,,,
player,201912210tam,htx,WatkCa00,def_int_yds,0,,,,,
player,201912210tam,htx,WatkCa00,def_int_td,0,,,,,
player,201912210tam,htx,WatkCa00,def_int_long,0,,,,,
player,201912210tam,htx,WatkCa00,pass_defended,0,,,,,
player,201912210tam,htx,WatkCa00,sacks,0.0,,,,,
player,201912210tam,htx,WatkCa00,tackles_combined,0,,,,,
player,201912210tam,htx,WatkCa00,tackles_solo,0,,,,,
player,201912210tam,htx,WatkCa00,tackles_assists,0,,,,,
player,201912210tam,htx,WatkCa00,tackles_loss,0,,,,,
player,201912210tam,htx,WatkCa00,qb_hits,1,,,,,
player,201912210tam,htx,WatkCa00,fumbles_rec,0,,,,,
player,201912210tam,htx,WatkCa00,fumbles_rec_yds,0,,,,,
player,201912210tam,htx,WatkCa00,fumbles_rec_td,0,,,,,
player,201912210tam,htx,WatkCa00,fumbles_forced,0,,,,,
player,201912210tam,tam,DeanJa00,def_int,1,,,,,
player,201912210tam,tam,DeanJa00,def_int_yds,31,,,,,
player,201912210tam,tam,DeanJa00,def_int_td,0,,,,,
player,201912210tam,tam,DeanJa00,def_int_long,31,,,,,
player,201912210tam,tam,DeanJa00,pass_defended,1,,,,,
player,201912210tam,tam,DeanJa00,sacks,0.0,,,,,
player,201912210tam,tam,DeanJa00,tackles_combined,1,,,,,
player,201912210tam,tam,DeanJa00,tackles_solo,1,,,,,
player,201912210tam,tam,DeanJa00,tackles_assists,0,,,,,
player,201912210tam,tam,DeanJa00,tackles_loss,0,,,,,
player,201912210tam,tam,DeanJa00,qb_hits,0,,,,,
player,201912210tam,tam,DeanJa00,fumbles_rec,0,,,,,
player,201912210tam,tam,DeanJa00,fumbles_rec_yds,0,,,,,
player,201912210tam,tam,DeanJa00,fumbles_rec_td,0,,,,,
player,201912210tam,tam,DeanJa00,fumbles_forced,0,,,,,
player,201912210tam,tam,PierJa99,def_int,0,,,,,
player,201912210tam,tam,PierJa99,def_int_yds,0,,,,,
player,201912210tam,tam,PierJa99,def_int_td,0,,,,,
player,201912210tam,tam,PierJa99,def_int_long,0,,,,,
player,201912210tam,tam,PierJa99,pass_defended,0,,,,,
player,201912210tam,tam,PierJa99,sacks,3.0,,,,,
player,201912210tam,tam,PierJa99,tackles_combined,4,,,,,
player,201912210tam,tam,PierJa99,tackles_solo,4,,,,,
player,201912210tam,tam,PierJa99,tackles_assists,0,,,,,
player,201912210tam,tam,PierJa99,tackles_loss,3,,,,,
player,201912210tam,tam,PierJa99,qb_hits,3,,,,,
player,201912210tam,tam,PierJa99,fumbles_rec,0,,,,,
player,201912210tam,tam,PierJa99,fumbles_rec_yds,0,,,,,
player,201912210tam,tam,PierJa99,fumbles_rec_td,0,,,,,
player,201912210tam,tam,PierJa99,fumbles_forced,0,,,,,
player,201912210tam,tam,BuntSe00,def_int,0,,,,,
player,201912210tam,tam,BuntSe00,def_int_yds,0,,,,,
player,201912210tam,tam,BuntSe00,def_int_td,0,,,,,
player,201912210tam,tam,BuntSe00,def_int_long,0,,,,,
player,201912210tam,tam,BuntSe00,pass_defended,1,,,,,
player,201912210tam,tam,BuntSe00,sacks,1.0,,,,,
player,201912210tam,tam,BuntSe00,tackles_combined,4,,,,,
player,201912210tam,tam,BuntSe00,tackles_solo,4,,,,,
player,201912210tam,tam,BuntSe00,tackles_assists,0,,,,,
player,201912210tam,tam,BuntSe00,tackles_loss,0,,,,,
player,201912210tam,tam,BuntSe00,qb_hits,0,,,,,
player,201912210tam,tam,BuntSe00,fumbles_rec,0,,,,,
player,201912210tam,tam,BuntSe00,fumbles_rec_yds,0,,,,,
player,201912210tam,tam,BuntSe00,fumbles_rec_td,0,,,,,
player,201912210tam,tam,BuntSe00,fumbles_forced,1,,,,,
player,201912210tam,tam,NassCa00,def_int,0,,,,,
player,201912210tam,tam,NassCa00,def_int_yds,0,,,,,
player,201912210tam,tam,NassCa00,def_int_td,0,,,,,
player,201912210tam,tam,NassCa00,def_int_long,0,,,,,
player,201912210tam,tam,NassCa00,pass_defended,0,,,,,
player,201912210tam,tam,NassCa00,sacks,1.0,,,,,
player,201912210tam,tam,NassCa00,tackles_combined,2,,,,,
player,201912210tam,tam,NassCa00,tackles_solo,2,,,,,
player,201912210tam,tam,NassCa00,tackles_assists,0,,,,,
player,201912210tam,tam,NassCa00,tackles_loss,0,,,,,
player,201912210tam,tam,NassCa00,qb_hits,0,,,,,
player,201912210tam,tam,NassCa00,fumbles_rec,0,,,,,
player,201912210tam,tam,NassCa00,fumbles_rec_yds,0,,,,,
player,201912210tam,tam,NassCa00,fumbles_rec_td,0,,,,,
player,201912210tam,tam,NassCa00,fumbles_forced,0,,,,,
player,201912210tam,tam,DaviLa00,def_int,0,,,,,
player,201912210tam,tam,DaviLa00,def_int_yds,0,,,,,
player,201912210tam,tam,DaviLa00,def_int_td,0,,,,,
player,201912210tam,tam,DaviLa00,def_int_long,0,,,,,
player,201912210tam,tam,DaviLa00,pass_defended,0,,,,,
player,201912210tam,tam,DaviLa00,sacks,0.0,,,,,
player,201912210tam,tam,DaviLa00,tackles_combined,10,,,,,
player,201912210tam,tam,DaviLa00,tackles_solo,8,,,,,
player,201912210tam,tam,DaviLa00,tackles_assists,2,,,,,
player,201912210tam,tam,DaviLa00,tackles_loss,0,,,,,
player,201912210tam,tam,DaviLa00,qb_hits,1,,,,,
player,201912210tam,tam,DaviLa00,fumbles_rec,0,,,,,
player,201912210tam,tam,DaviLa00,fumbles_rec_yds,0,,,,,
player,201912210tam,tam,DaviLa00,fumbles_rec_td,0,,,,,
player,201912210tam,tam,DaviLa00,fumbles_forced,1,,,,,
player,201912210tam,tam,WhitDe02,def_int,0,,,,,
player,201912210tam,tam,WhitDe02,def_int_yds,0,,,,,
player,201912210tam,tam,WhitDe02,def_int_td,0,,,,,
player,201912210tam,tam,WhitDe02,def_int_long,0,,,,,
player,201912210tam,tam,WhitDe02,pass_defended,0,,,,,
player,201912210tam,tam,WhitDe02,sacks,0.0,,,,,
player,201912210tam,tam,WhitDe02,tackles_combined,8,,,,,
player,201912210tam,tam,WhitDe02,tackles_solo,4,,,,,
player,201912210tam,tam,WhitDe02,tackles_assists,4,,,,,
player,201912210tam,tam,WhitDe02,tackles_loss,0,,,,,
player,201912210tam,tam,WhitDe02,qb_hits,0,,,,,
player,201912210tam,tam,WhitDe02,fumbles_rec,1,,,,,
player,201912210tam,tam,WhitDe02,fumbles_rec_yds,7,,,,,
player,201912210tam,tam,WhitDe02,fumbles_rec_td,0,,,,,
player,201912210tam,tam,WhitDe02,fumbles_forced,0,,,,,
player,201912210tam,tam,DaviCa02,def_int,0,,,,,
player,201912210tam,tam,DaviCa02,def_int_yds,0,,,,,
player,201912210tam,tam,DaviCa02,def_int_td,0,,,,,
player,201912210tam,tam,DaviCa02,def_int_long,0,,,,,
player,201912210tam,tam,DaviCa02,pass_defended,0,,,,,
player,201912210tam,tam,DaviCa02,sacks,0.0,,,,,
player,201912210tam,tam,DaviCa02,tackles_combined,5,,,,,
player,201912210tam,tam,DaviCa02,tackles_solo,4,,,,,
player,201912210tam,tam,DaviCa02,tackles_assists,1,,,,,
player,201912210tam,tam,DaviCa02,tackles_loss,0,,,,,
player,201912210tam,tam,DaviCa02,qb_hits,0,,,,,
player,201912210tam,tam,DaviCa02,fumbles_rec,0,,,,,
player,201912210tam,tam,DaviCa02,fumbles_rec_yds,0,,,,,
player,201912210tam,tam,DaviCa02,fumbles_rec_td,0,,,,,
player,201912210tam,tam,DaviCa02,fumbles_forced,0,,,,,
player,201912210tam,tam,SuhxNd99,def_int,0,,,,,
player,201912210tam,tam,SuhxNd99,def_int_yds,0,,,,,
player,201912210tam,tam,SuhxNd99,def_int_td,0,,,,,
player,201912210tam,tam,SuhxNd99,def_int_long,0,,,,,
player,201912210tam,tam,SuhxNd99,pass_defended,1,,,,,
player,201912210tam,tam,SuhxNd99,sacks,0.0,,,,,
player,201912210tam,tam,SuhxNd99,tackles_combined,5,,,,,
player,201912210tam,tam,SuhxNd99,tackles_solo,3,,,,,
player,201912210tam,tam,SuhxNd99,tackles_assists,2,,,,,
player,201912210tam,tam,SuhxNd99,tackles_loss,1,,,,,
player,201912210tam,tam,SuhxNd99,qb_hits,0,,,,,
player,201912210tam,tam,SuhxNd99,fumbles_rec,0,,,,,
player,201912210tam,tam,SuhxNd99,fumbles_rec_yds,0,,,,,
player,201912210tam,tam,SuhxNd99,fumbles_rec_td,0,,,,,
player,201912210tam,tam,SuhxNd99,fumbles_forced,0,,,,,
player,201912210tam,tam,EdwaMi01,def_int,0,,,,,
player,201912210tam,tam,EdwaMi01,def_int_yds,0,,,,,
player,201912210tam,tam,EdwaMi01,def_int_td,0,,,,,
player,201912210tam,tam,EdwaMi01,def_int_long,0,,,,,
player,201912210tam,tam,EdwaMi01,pass_defended,1,,,,,
player,201912210tam,tam,EdwaMi01,sacks,0.0,,,,,
player,201912210tam,tam,EdwaMi01,tackles_combined,4,,,,,
player,201912210tam,tam,EdwaMi01,tackles_solo,3,,,,,
player,201912210tam,tam,EdwaMi01,tackles_assists,1,,,,,
player,201912210tam,tam,EdwaMi01,tackles_loss,0,,,,,
player,201912210tam,tam,EdwaMi01,qb_hits,0,,,,,
player,201912210tam,tam,EdwaMi01,fumbles_rec,0,,,,,
player,201912210tam,tam,EdwaMi01,fumbles_rec_yds,0,,,,,
player,201912210tam,tam,EdwaMi01,fumbles_rec_td,0,,,,,
player,201912210tam,tam,EdwaMi01,fumbles_forced,0,,,,,
player,201912210tam,tam,VeaxVi00,def_int,0,,,,,
player,201912210tam,tam,VeaxVi00,def_int_yds,0,,,,,
player,201912210tam,tam,VeaxVi00,def_int_td,0,,,,,
player,201912210tam,tam,VeaxVi00,def_int_long,0,,,,,
player,201912210tam,tam,VeaxVi00,pass_defended,0,,,,,
player,201912210tam,tam,VeaxVi00,sacks,0.0,,,,,
player,201912210tam,tam,VeaxVi00,tackles_combined,3,,,,,
player,201912210tam,tam,VeaxVi00,tackles_solo,2,,,,,
player,201912210tam,tam,VeaxVi00,tackles_assists,1,,,,,
player,201912210tam,tam,VeaxVi00,tackles_loss,1,,,,,
player,201912210tam,tam,VeaxVi00,qb_hits,1,,,,,
player,201912210tam,tam,VeaxVi00,fumbles_rec,0,,,,,
player,201912210tam,tam,VeaxVi00,fumbles_rec_yds,0,,,,,
player,201912210tam,tam,VeaxVi00,fumbles_rec_td,0,,,,,
player,201912210tam,tam,VeaxVi00,fumbles_forced,0,,,,,
player,201912210tam,tam,AdamAn00,def_int,0,,,,,
player,201912210tam,tam,AdamAn00,def_int_yds,0,,,,,
player,201912210tam,tam,AdamAn00,def_int_td,0,,,,,
player,201912210tam,tam,AdamAn00,def_int_long,0,,,,,
player,201912210tam,tam,AdamAn00,pass_defended,0,,,,,
player,201912210tam,tam,AdamAn00,sacks,0.0,,,,,
player,201912210tam,tam,AdamAn00,tackles_combined,2,,,,,
player,201912210tam,tam,AdamAn00,tackles_solo,2,,,,,
player,201912210tam,tam,AdamAn00,tackles_assists,0,,,,,
player,201912210tam,tam,AdamAn00,tackles_loss,0,,,,,
player,201912210tam,tam,AdamAn00,qb_hits,0,,,,,
player,201912210tam,tam,AdamAn00,fumbles_rec,0,,,,,
player,201912210tam,tam,AdamAn00,fumbles_rec_yds,0,,,,,
player,201912210tam,tam,AdamAn00,fumbles_rec_td,0,,,,,
player,201912210tam,tam,AdamAn00,fumbles_forced,0,,,,,
player,201912210tam,tam,BarrSh00,def_int,0,,,,,
player,201912210tam,tam,BarrSh00,def_int_yds,0,,,,,
player,201912210tam,tam,BarrSh00,def_int_td,0,,,,,
player,201912210tam,tam,BarrSh00,def_int_long,0,,,,,
player,201912210tam,tam,BarrSh00,pass_defended,0,,,,,
player,201912210tam,tam,BarrSh00,sacks,0.0,,,,,
player,201912210tam,tam,BarrSh00,tackles_combined,2,,,,,
player,201912210tam,tam,BarrSh00,tackles_solo,1,,,,,
player,201912210tam,tam,BarrSh00,tackles_assists,1,,,,,
player,201912210tam,tam,BarrSh00,tackles_loss,0,,,,,
player,201912210tam,tam,BarrSh00,qb_hits,1,,,,,
player,201912210tam,tam,BarrSh00,fumbles_rec,0,,,,,
player,201912210tam,tam,BarrSh00,fumbles_rec_yds,0,,,,,
player,201912210tam,tam,BarrSh00,fumbles_rec_td,0,,,,,
player,201912210tam,tam,BarrSh00,fumbles_forced,0,,,,,
player,201912210tam,tam,GholWi00,def_int,0,,,,,
player,201912210tam,tam,GholWi00,def_int_yds,0,,,,,
player,201912210tam,tam,GholWi00,def_int_td,0,,,,,
player,201912210tam,tam,GholWi00,def_int_long,0,,,,,
player,201912210tam,tam,GholWi00,pass_defended,0,,,,,
player,201912210tam,tam,GholWi00,sacks,0.0,,,,,
player,201912210tam,tam,GholWi00,tackles_combined,2,,,,,
player,201912210tam,tam,GholWi00,tackles_solo,2,,,,,
player,201912210tam,tam,GholWi00,tackles_assists,0,,,,,
player,201912210tam,tam,GholWi00,tackles_loss,0,,,,,
player,201912210tam,tam,GholWi00,qb_hits,0,,,,,
player,201912210tam,tam,GholWi00,fumbles_rec,0,,,,,
player,201912210tam,tam,GholWi00,fumbles_rec_yds,0,,,,,
player,201912210tam,tam,GholWi00,fumbles_rec_td,0,,,,,
player,201912210tam,tam,GholWi00,fumbles_forced,0,,,,,
player,201912210tam,tam,NuneRa00,def_int,0,,,,,
player,201912210tam,tam,NuneRa00,def_int_yds,0,,,,,
player,201912210tam,tam,NuneRa00,def_int_td,0,,,,,
player,201912210tam,tam,NuneRa00,def_int_long,0,,,,,
player,201912210tam,tam,NuneRa00,pass_defended,0,,,,,
player,201912210tam,tam,NuneRa00,sacks,0.0,,,,,
player,201912210tam,tam,NuneRa00,tackles_combined,1,,,,,
player,201912210tam,tam,NuneRa00,tackles_solo,0,,,,,
player,201912210tam,tam,NuneRa00,tackles_assists,1,,,,,
player,201912210tam,tam,NuneRa00,tackles_loss,0,,,,,
player,201912210tam,tam,NuneRa00,qb_hits,0,,,,,
player,201912210tam,tam,NuneRa00,fumbles_rec,0,,,,,
player,201912210tam,tam,NuneRa00,fumbles_rec_yds,0,,,,,
player,201912210tam,tam,NuneRa00,fumbles_rec_td,0,,,,,
player,201912210tam,tam,NuneRa00,fumbles_forced,0,,,,,
player,201912210tam,tam,StewDa00,def_int,0,,,,,
player,201912210tam,tam,StewDa00,def_int_yds,0,,,,,
player,201912210tam,tam,StewDa00,def_int_td,0,,,,,
player,201912210tam,tam,StewDa00,def_int_long,0,,,,,
player,201912210tam,tam,StewDa00,pass_defended,1,,,,,
player,201912210tam,tam,StewDa00,sacks,0.0,,,,,
player,201912210tam,tam,StewDa00,tackles_combined,1,,,,,
player,201912210tam,tam,StewDa00,tackles_solo,0,,,,,
