game,2019,9,20191103,201911030car,oti,"Tennessee Titans",20,car,"Carolina Panthers",30
player,201911030car,oti,BrowJa06,qb_hits,0,,,,,
player,201911030car,oti,BrowJa06,fumbles_rec,0,,,,,
player,201911030car,oti,BrowJa06,fumbles_rec_yds,0,,,,,
player,201911030car,oti,BrowJa06,fumbles_rec_td,0,,,,,
player,201911030car,oti,BrowJa06,fumbles_forced,0,,,,,
player,201911030car,oti,WoodWe20,def_int,0,,,,,
player,201911030car,oti,WoodWe20,def_int_yds,0,,,,,
player,201911030car,oti,WoodWe20,def_int_td,0,,,,,
player,201911030car,oti,WoodWe20,def_int_long,0,,,,,
player,201911030car,oti,WoodWe20,pass_defended,0,,,,,
player,201911030car,oti,WoodWe20,sacks,0.0,,,,,
player,201911030car,oti,WoodWe20,tackles_combined,8,,,,,
player,201911030car,oti,WoodWe20,tackles_solo,2,,,,,
player,201911030car,oti,WoodWe20,tackles_assists,6,,,,,
player,201911030car,oti,WoodWe20,tackles_loss,0,,,,,
player,201911030car,oti,WoodWe20,qb_hits,0,,,,,
player,201911030car,oti,WoodWe20,fumbles_rec,0,,,,,
player,201911030car,oti,WoodWe20,fumbles_rec_yds,0,,,,,
player,201911030car,oti,WoodWe20,fumbles_rec_td,0,,,,,
player,201911030car,oti,WoodWe20,fumbles_forced,0,,,,,
player,201911030car,oti,JoneDa04,def_int,0,,,,,
player,201911030car,oti,JoneDa04,def_int_yds,0,,,,,
player,201911030car,oti,JoneDa04,def_int_td,0,,,,,
player,201911030car,oti,JoneDa04,def_int_long,0,,,,,
player,201911030car,oti,JoneDa04,pass_defended,1,,,,,
player,201911030car,oti,JoneDa04,sacks,0.0,,,,,
player,201911030car,oti,JoneDa04,tackles_combined,6,,,,,
player,201911030car,oti,JoneDa04,tackles_solo,1,,,,,
player,201911030car,oti,JoneDa04,tackles_assists,5,,,,,
player,201911030car,oti,JoneDa04,tackles_loss,0,,,,,
player,201911030car,oti,JoneDa04,qb_hits,1,,,,,
player,201911030car,oti,JoneDa04,fumbles_rec,0,,,,,
player,201911030car,oti,JoneDa04,fumbles_rec_yds,0,,,,,
player,201911030car,oti,JoneDa04,fumbles_rec_td,0,,,,,
player,201911030car,oti,JoneDa04,fumbles_forced,0,,,,,
player,201911030car,oti,JackAd00,def_int,0,,,,,
player,201911030car,oti,JackAd00,def_int_yds,0,,,,,
player,201911030car,oti,JackAd00,def_int_td,0,,,,,
player,201911030car,oti,JackAd00,def_int_long,0,,,,,
player,201911030car,oti,JackAd00,pass_defended,1,,,,,
player,201911030car,oti,JackAd00,sacks,0.0,,,,,
player,201911030car,oti,JackAd00,tackles_combined,4,,,,,
player,201911030car,oti,JackAd00,tackles_solo,2,,,,,
player,201911030car,oti,JackAd00,tackles_assists,2,,,,,
player,201911030car,oti,JackAd00,tackles_loss,1,,,,,
player,201911030car,oti,JackAd00,qb_hits,0,,,,,
player,201911030car,oti,JackAd00,fumbles_rec,0,,,,,
player,201911030car,oti,JackAd00,fumbles_rec_yds,0,,,,,
player,201911030car,oti,JackAd00,fumbles_rec_td,0,,,,,
player,201911030car,oti,JackAd00,fumbles_forced,0,,,,,
player,201911030car,oti,JohnAu01,def_int,0,,,,,
player,201911030car,oti,JohnAu01,def_int_yds,0,,,,,
player,201911030car,oti,JohnAu01,def_int_td,0,,,,,
player,201911030car,oti,JohnAu01,def_int_long,0,,,,,
player,201911030car,oti,JohnAu01,pass_defended,1,,,,,
player,201911030car,oti,JohnAu01,sacks,0.0,,,,,
player,201911030car,oti,JohnAu01,tackles_combined,4,,,,,
player,201911030car,oti,JohnAu01,tackles_solo,0,,,,,
player,201911030car,oti,JohnAu01,tackles_assists,4,,,,,
player,201911030car,oti,JohnAu01,tackles_loss,0,,,,,
player,201911030car,oti,JohnAu01,qb_hits,0,,,,,
player,201911030car,oti,JohnAu01,fumbles_rec,0,,,,,
player,201911030car,oti,JohnAu01,fumbles_rec_yds,0,,,,,
player,201911030car,oti,JohnAu01,fumbles_rec_td,0,,,,,
player,201911030car,oti,JohnAu01,fumbles_forced,0,,,,,
player,201911030car,oti,ByarKe01,def_int,0,,,,,
player,201911030car,oti,ByarKe01,def_int_yds,0,,,,,
player,201911030car,oti,ByarKe01,def_int_td,0,,,,,
player,201911030car,oti,ByarKe01,def_int_long,0,,,,,
player,201911030car,oti,ByarKe01,pass_defended,0,,,,,
player,201911030car,oti,ByarKe01,sacks,0.0,,,,,
player,201911030car,oti,ByarKe01,tackles_combined,3,,,,,
player,201911030car,oti,ByarKe01,tackles_solo,1,,,,,
player,201911030car,oti,ByarKe01,tackles_assists,2,,,,,
player,201911030car,oti,ByarKe01,tackles_loss,0,,,,,
player,201911030car,oti,ByarKe01,qb_hits,0,,,,,
player,201911030car,oti,ByarKe01,fumbles_rec,0,,,,,
player,201911030car,oti,ByarKe01,fumbles_rec_yds,0,,,,,
player,201911030car,oti,ByarKe01,fumbles_rec_td,0,,,,,
player,201911030car,oti,ByarKe01,fumbles_forced,0,,,,,
player,201911030car,oti,SimmJe01,def_int,0,,,,,
player,201911030car,oti,SimmJe01,def_int_yds,0,,,,,
player,201911030car,oti,SimmJe01,def_int_td,0,,,,,
player,201911030car,oti,SimmJe01,def_int_long,0,,,,,
player,201911030car,oti,SimmJe01,pass_defended,0,,,,,
player,201911030car,oti,SimmJe01,sacks,0.0,,,,,
player,201911030car,oti,SimmJe01,tackles_combined,3,,,,,
player,201911030car,oti,SimmJe01,tackles_solo,0,,,,,
player,201911030car,oti,SimmJe01,tackles_assists,3,,,,,
player,201911030car,oti,SimmJe01,tackles_loss,0,,,,,
player,201911030car,oti,SimmJe01,qb_hits,0,,,,,
player,201911030car,oti,SimmJe01,fumbles_rec,0,,,,,
player,201911030car,oti,SimmJe01,fumbles_rec_yds,0,,,,,
player,201911030car,oti,SimmJe01,fumbles_rec_td,0,,,,,
player,201911030car,oti,SimmJe01,fumbles_forced,0,,,,,
player,201911030car,oti,CruiDa00,def_int,0,,,,,
player,201911030car,oti,CruiDa00,def_int_yds,0,,,,,
player,201911030car,oti,CruiDa00,def_int_td,0,,,,,
player,201911030car,oti,CruiDa00,def_int_long,0,,,,,
player,201911030car,oti,CruiDa00,pass_defended,0,,,,,
player,201911030car,oti,CruiDa00,sacks,0.0,,,,,
player,201911030car,oti,CruiDa00,tackles_combined,1,,,,,
player,201911030car,oti,CruiDa00,tackles_solo,1,,,,,
player,201911030car,oti,CruiDa00,tackles_assists,0,,,,,
player,201911030car,oti,CruiDa00,tackles_loss,0,,,,,
player,201911030car,oti,CruiDa00,qb_hits,0,,,,,
player,201911030car,oti,CruiDa00,fumbles_rec,0,,,,,
player,201911030car,oti,CruiDa00,fumbles_rec_yds,0,,,,,
player,201911030car,oti,CruiDa00,fumbles_rec_td,0,,,,,
player,201911030car,oti,CruiDa00,fumbles_forced,0,,,,,
player,201911030car,oti,VaccKe00,def_int,0,,,,,
player,201911030car,oti,VaccKe00,def_int_yds,0,,,,,
player,201911030car,oti,VaccKe00,def_int_td,0,,,,,
player,201911030car,oti,VaccKe00,def_int_long,0,,,,,
player,201911030car,oti,VaccKe00,pass_defended,1,,,,,
player,201911030car,oti,VaccKe00,sacks,0.0,,,,,
player,201911030car,oti,VaccKe00,tackles_combined,1,,,,,
player,201911030car,oti,VaccKe00,tackles_solo,1,,,,,
player,201911030car,oti,VaccKe00,tackles_assists,0,,,,,
player,201911030car,oti,VaccKe00,tackles_loss,0,,,,,
player,201911030car,oti,VaccKe00,qb_hits,0,,,,,
player,201911030car,oti,VaccKe00,fumbles_rec,0,,,,,
player,201911030car,oti,VaccKe00,fumbles_rec_yds,0,,,,,
player,201911030car,oti,VaccKe00,fumbles_rec_td,0,,,,,
player,201911030car,oti,VaccKe00,fumbles_forced,0,,,,,
player,201911030car,oti,ButlMa01,def_int,0,,,,,
player,201911030car,oti,ButlMa01,def_int_yds,0,,,,,
player,201911030car,oti,ButlMa01,def_int_td,0,,,,,
player,201911030car,oti,ButlMa01,def_int_long,0,,,,,
player,201911030car,oti,ButlMa01,pass_defended,2,,,,,
player,201911030car,oti,ButlMa01,sacks,0.0,,,,,
player,201911030car,oti,ButlMa01,tackles_combined,0,,,,,
player,201911030car,oti,ButlMa01,tackles_solo,0,,,,,
player,201911030car,oti,ButlMa01,tackles_assists,0,,,,,
player,201911030car,oti,ButlMa01,tackles_loss,0,,,,,
player,201911030car,oti,ButlMa01,qb_hits,0,,,,,
player,201911030car,oti,ButlMa01,fumbles_rec,0,,,,,
player,201911030car,oti,ButlMa01,fumbles_rec_yds,0,,,,,
player,201911030car,oti,ButlMa01,fumbles_rec_td,0,,,,,
player,201911030car,oti,ButlMa01,fumbles_forced,0,,,,,
player,201911030car,oti,WakeCa00,def_int,0,,,,,
player,201911030car,oti,WakeCa00,def_int_yds,0,,,,,
player,201911030car,oti,WakeCa00,def_int_td,0,,,,,
player,201911030car,oti,WakeCa00,def_int_long,0,,,,,
player,201911030car,oti,WakeCa00,pass_defended,0,,,,,
player,201911030car,oti,WakeCa00,sacks,0.0,,,,,
player,201911030car,oti,WakeCa00,tackles_combined,0,,,,,
player,201911030car,oti,WakeCa00,tackles_solo,0,,,,,
player,201911030car,oti,WakeCa00,tackles_assists,0,,,,,
player,201911030car,oti,WakeCa00,tackles_loss,0,,,,,
player,201911030car,oti,WakeCa00,qb_hits,1,,,,,
player,201911030car,oti,WakeCa00,fumbles_rec,0,,,,,
player,201911030car,oti,WakeCa00,fumbles_rec_yds,0,,,,,
player,201911030car,oti,WakeCa00,fumbles_rec_td,0,,,,,
player,201911030car,oti,WakeCa00,fumbles_forced,0,,,,,
player,201911030car,car,BostTr00,def_int,1,,,,,
player,201911030car,car,BostTr00,def_int_yds,20,,,,,
player,201911030car,car,BostTr00,def_int_td,0,,,,,
player,201911030car,car,BostTr00,def_int_long,20,,,,,
player,201911030car,car,BostTr00,pass_defended,2,,,,,
player,201911030car,car,BostTr00,sacks,0.0,,,,,
player,201911030car,car,BostTr00,tackles_combined,3,,,,,
player,201911030car,car,BostTr00,tackles_solo,2,,,,,
player,201911030car,car,BostTr00,tackles_assists,1,,,,,
player,201911030car,car,BostTr00,tackles_loss,0,,,,,
player,201911030car,car,BostTr00,qb_hits,0,,,,,
player,201911030car,car,BostTr00,fumbles_rec,0,,,,,
player,201911030car,car,BostTr00,fumbles_rec_yds,0,,,,,
player,201911030car,car,BostTr00,fumbles_rec_td,0,,,,,
player,201911030car,car,BostTr00,fumbles_forced,0,,,,,
player,201911030car,car,JackDo02,def_int,1,,,,,
player,201911030car,car,JackDo02,def_int_yds,0,,,,,
player,201911030car,car,JackDo02,def_int_td,0,,,,,
player,201911030car,car,JackDo02,def_int_long,0,,,,,
player,201911030car,car,JackDo02,pass_defended,1,,,,,
player,201911030car,car,JackDo02,sacks,0.0,,,,,
player,201911030car,car,JackDo02,tackles_combined,1,,,,,
player,201911030car,car,JackDo02,tackles_solo,1,,,,,
player,201911030car,car,JackDo02,tackles_assists,0,,,,,
player,201911030car,car,JackDo02,tackles_loss,0,,,,,
player,201911030car,car,JackDo02,qb_hits,0,,,,,
player,201911030car,car,JackDo02,fumbles_rec,1,,,,,
player,201911030car,car,JackDo02,fumbles_rec_yds,0,,,,,
player,201911030car,car,JackDo02,fumbles_rec_td,0,,,,,
player,201911030car,car,JackDo02,fumbles_forced,0,,,,,
player,201911030car,car,ReidEr00,def_int,0,,,,,
player,201911030car,car,ReidEr00,def_int_yds,0,,,,,
player,201911030car,car,ReidEr00,def_int_td,0,,,,,
player,201911030car,car,ReidEr00,def_int_long,0,,,,,
player,201911030car,car,ReidEr00,pass_defended,0,,,,,
player,201911030car,car,ReidEr00,sacks,1.0,,,,,
player,201911030car,car,ReidEr00,tackles_combined,11,,,,,
player,201911030car,car,ReidEr00,tackles_solo,9,,,,,
player,201911030car,car,ReidEr00,tackles_assists,2,,,,,
player,201911030car,car,ReidEr00,tackles_loss,0,,,,,
player,201911030car,car,ReidEr00,qb_hits,1,,,,,
player,201911030car,car,ReidEr00,fumbles_rec,0,,,,,
player,201911030car,car,ReidEr00,fumbles_rec_yds,0,,,,,
player,201911030car,car,ReidEr00,fumbles_rec_td,0,,,,,
player,201911030car,car,ReidEr00,fumbles_forced,1,,,,,
player,201911030car,car,ThomSh01,def_int,0,,,,,
player,201911030car,car,ThomSh01,def_int_yds,0,,,,,
player,201911030car,car,ThomSh01,def_int_td,0,,,,,
player,201911030car,car,ThomSh01,def_int_long,0,,,,,
player,201911030car,car,ThomSh01,pass_defended,0,,,,,
player,201911030car,car,ThomSh01,sacks,1.0,,,,,
player,201911030car,car,ThomSh01,tackles_combined,11,,,,,
player,201911030car,car,ThomSh01,tackles_solo,10,,,,,
player,201911030car,car,ThomSh01,tackles_assists,1,,,,,
player,201911030car,car,ThomSh01,tackles_loss,3,,,,,
player,201911030car,car,ThomSh01,qb_hits,1,,,,,
player,201911030car,car,ThomSh01,fumbles_rec,0,,,,,
player,201911030car,car,ThomSh01,fumbles_rec_yds,0,,,,,
player,201911030car,car,ThomSh01,fumbles_rec_td,0,,,,,
player,201911030car,car,ThomSh01,fumbles_forced,0,,,,,
player,201911030car,car,PoexDo00,def_int,0,,,,,
player,201911030car,car,PoexDo00,def_int_yds,0,,,,,
player,201911030car,car,PoexDo00,def_int_td,0,,,,,
player,201911030car,car,PoexDo00,def_int_long,0,,,,,
player,201911030car,car,PoexDo00,pass_defended,0,,,,,
player,201911030car,car,PoexDo00,sacks,1.0,,,,,
player,201911030car,car,PoexDo00,tackles_combined,3,,,,,
player,201911030car,car,PoexDo00,tackles_solo,2,,,,,
player,201911030car,car,PoexDo00,tackles_assists,1,,,,,
player,201911030car,car,PoexDo00,tackles_loss,1,,,,,
player,201911030car,car,PoexDo00,qb_hits,1,,,,,
player,201911030car,car,PoexDo00,fumbles_rec,0,,,,,
player,201911030car,car,PoexDo00,fumbles_rec_yds,0,,,,,
player,201911030car,car,PoexDo00,fumbles_rec_td,0,,,,,
player,201911030car,car,PoexDo00,fumbles_forced,0,,,,,
player,201911030car,car,HaynMa01,def_int,0,,,,,
player,201911030car,car,HaynMa01,def_int_yds,0,,,,,
player,201911030car,car,HaynMa01,def_int_td,0,,,,,
player,201911030car,car,HaynMa01,def_int_long,0,,,,,
player,201911030car,car,HaynMa01,pass_defended,0,,,,,
player,201911030car,car,HaynMa01,sacks,1.0,,,,,
player,201911030car,car,HaynMa01,tackles_combined,1,,,,,
player,201911030car,car,HaynMa01,tackles_solo,1,,,,,
player,201911030car,car,HaynMa01,tackles_assists,0,,,,,
player,201911030car,car,HaynMa01,tackles_loss,1,,,,,
player,201911030car,car,HaynMa01,qb_hits,1,,,,,
player,201911030car,car,HaynMa01,fumbles_rec,0,,,,,
player,201911030car,car,HaynMa01,fumbles_rec_yds,0,,,,,
player,201911030car,car,HaynMa01,fumbles_rec_td,0,,,,,
player,201911030car,car,HaynMa01,fumbles_forced,0,,,,,
player,201911030car,car,CockRo00,def_int,0,,,,,
player,201911030car,car,CockRo00,def_int_yds,0,,,,,
player,201911030car,car,CockRo00,def_int_td,0,,,,,
player,201911030car,car,CockRo00,def_int_long,0,,,,,
player,201911030car,car,CockRo00,pass_defended,0,,,,,
player,201911030car,car,CockRo00,sacks,0.0,,,,,
player,201911030car,car,CockRo00,tackles_combined,8,,,,,
player,201911030car,car,CockRo00,tackles_solo,5,,,,,
player,201911030car,car,CockRo00,tackles_assists,3,,,,,
player,201911030car,car,CockRo00,tackles_loss,0,,,,,
player,201911030car,car,CockRo00,qb_hits,0,,,,,
player,201911030car,car,CockRo00,fumbles_rec,0,,,,,
player,201911030car,car,CockRo00,fumbles_rec_yds,0,,,,,
player,201911030car,car,CockRo00,fumbles_rec_td,0,,,,,
player,201911030car,car,CockRo00,fumbles_forced,0,,,,,
player,201911030car,car,KuecLu00,def_int,0,,,,,
player,201911030car,car,KuecLu00,def_int_yds,0,,,,,
player,201911030car,car,KuecLu00,def_int_td,0,,,,,
player,201911030car,car,KuecLu00,def_int_long,0,,,,,
player,201911030car,car,KuecLu00,pass_defended,1,,,,,
player,201911030car,car,KuecLu00,sacks,0.0,,,,,
player,201911030car,car,KuecLu00,tackles_combined,6,,,,,
player,201911030car,car,KuecLu00,tackles_solo,3,,,,,
player,201911030car,car,KuecLu00,tackles_assists,3,,,,,
player,201911030car,car,KuecLu00,tackles_loss,0,,,,,
player,201911030car,car,KuecLu00,qb_hits,0,,,,,
player,201911030car,car,KuecLu00,fumbles_rec,0,,,,,
player,201911030car,car,KuecLu00,fumbles_rec_yds,0,,,,,
player,201911030car,car,KuecLu00,fumbles_rec_td,0,,,,,
player,201911030car,car,KuecLu00,fumbles_forced,0,,,,,
player,201911030car,car,McCoGe99,def_int,0,,,,,
player,201911030car,car,McCoGe99,def_int_yds,0,,,,,
player,201911030car,car,McCoGe99,def_int_td,0,,,,,
player,201911030car,car,McCoGe99,def_int_long,0,,,,,
player,201911030car,car,McCoGe99,pass_defended,0,,,,,
player,201911030car,car,McCoGe99,sacks,0.0,,,,,
player,201911030car,car,McCoGe99,tackles_combined,3,,,,,
player,201911030car,car,McCoGe99,tackles_solo,2,,,,,
player,201911030car,car,McCoGe99,tackles_assists,1,,,,,
player,201911030car,car,McCoGe99,tackles_loss,1,,,,,
player,201911030car,car,McCoGe99,qb_hits,0,,,,,
player,201911030car,car,McCoGe99,fumbles_rec,0,,,,,
player,201911030car,car,McCoGe99,fumbles_rec_yds,0,,,,,
player,201911030car,car,McCoGe99,fumbles_rec_td,0,,,,,
player,201911030car,car,McCoGe99,fumbles_forced,0,,,,,
player,201911030car,car,BradJa00,def_int,0,,,,,
player,201911030car,car,BradJa00,def_int_yds,0,,,,,
player,201911030car,car,BradJa00,def_int_td,0,,,,,
player,201911030car,car,BradJa00,def_int_long,0,,,,,
player,201911030car,car,BradJa00,pass_defended,0,,,,,
player,201911030car,car,BradJa00,sacks,0.0,,,,,
player,201911030car,car,BradJa00,tackles_combined,2,,,,,
player,201911030car,car,BradJa00,tackles_solo,1,,,,,
player,201911030car,car,BradJa00,tackles_assists,1,,,,,
player,201911030car,car,BradJa00,tackles_loss,0,,,,,
player,201911030car,car,BradJa00,qb_hits,0,,,,,
player,201911030car,car,BradJa00,fumbles_rec,0,,,,,
player,201911030car,car,BradJa00,fumbles_rec_yds,0,,,,,
player,201911030car,car,BradJa00,fumbles_rec_td,0,,,,,
player,201911030car,car,BradJa00,fumbles_forced,0,,,,,
player,201911030car,car,LoveKy00,def_int,0,,,,,
player,201911030car,car,LoveKy00,def_int_yds,0,,,,,
player,201911030car,car,LoveKy00,def_int_td,0,,,,,
player,201911030car,car,LoveKy00,def_int_long,0,,,,,
player,201911030car,car,LoveKy00,pass_defended,0,,,,,
player,201911030car,car,LoveKy00,sacks,0.0,,,,,
player,201911030car,car,LoveKy00,tackles_combined,2,,,,,
player,201911030car,car,LoveKy00,tackles_solo,1,,,,,
player,201911030car,car,LoveKy00,tackles_assists,1,,,,,
player,201911030car,car,LoveKy00,tackles_loss,0,,,,,
player,201911030car,car,LoveKy00,qb_hits,0,,,,,
player,201911030car,car,LoveKy00,fumbles_rec,0,,,,,
player,201911030car,car,LoveKy00,fumbles_rec_yds,0,,,,,
player,201911030car,car,LoveKy00,fumbles_rec_td,0,,,,,
player,201911030car,car,LoveKy00,fumbles_forced,0,,,,,
player,201911030car,car,ButlVe00,def_int,0,,,,,
player,201911030car,car,ButlVe00,def_int_yds,0,,,,,
player,201911030car,car,ButlVe00,def_int_td,0,,,,,
player,201911030car,car,ButlVe00,def_int_long,0,,,,,
player,201911030car,car,ButlVe00,pass_defended,0,,,,,
player,201911030car,car,ButlVe00,sacks,0.0,,,,,
player,201911030car,car,ButlVe00,tackles_combined,1,,,,,
player,201911030car,car,ButlVe00,tackles_solo,1,,,,,
player,201911030car,car,ButlVe00,tackles_assists,0,,,,,
player,201911030car,car,ButlVe00,tackles_loss,0,,,,,
player,201911030car,car,ButlVe00,qb_hits,0,,,,,
player,201911030car,car,ButlVe00,fumbles_rec,0,,,,,
player,201911030car,car,ButlVe00,fumbles_rec_yds,0,,,,,
player,201911030car,car,ButlVe00,fumbles_rec_td,0,,,,,
player,201911030car,car,ButlVe00,fumbles_forced,0,,,,,
player,201911030car,car,CoxxBr01,def_int,0,,,,,
player,201911030car,car,CoxxBr01,def_int_yds,0,,,,,
player,201911030car,car,CoxxBr01,def_int_td,0,,,,,
player,201911030car,car,CoxxBr01,def_int_long,0,,,,,
player,201911030car,car,CoxxBr01,pass_defended,0,,,,,
player,201911030car,car,CoxxBr01,sacks,0.0,,,,,
player,201911030car,car,CoxxBr01,tackles_combined,1,,,,,
player,201911030car,car,CoxxBr01,tackles_solo,1,,,,,
player,201911030car,car,CoxxBr01,tackles_assists,0,,,,,
player,201911030car,car,CoxxBr01,tackles_loss,0,,,,,
player,201911030car,car,CoxxBr01,qb_hits,0,,,,,
player,201911030car,car,CoxxBr01,fumbles_rec,0,,,,,
player,201911030car,car,CoxxBr01,fumbles_rec_yds,0,,,,,
player,201911030car,car,CoxxBr01,fumbles_rec_td,0,,,,,
player,201911030car,car,CoxxBr01,fumbles_forced,0,,,,,
player,201911030car,car,ElliJa01,def_int,0,,,,,
player,201911030car,car,ElliJa01,def_int_yds,0,,,,,
player,201911030car,car,ElliJa01,def_int_td,0,,,,,
player,201911030car,car,ElliJa01,def_int_long,0,,,,,
player,201911030car,car,ElliJa01,pass_defended,0,,,,,
player,201911030car,car,ElliJa01,sacks,0.0,,,,,
player,201911030car,car,ElliJa01,tackles_combined,1,,,,,
player,201911030car,car,ElliJa01,tackles_solo,1,,,,,
player,201911030car,car,ElliJa01,tackles_assists,0,,,,,
player,201911030car,car,ElliJa01,tackles_loss,0,,,,,
player,201911030car,car,ElliJa01,qb_hits,0,,,,,
player,201911030car,car,ElliJa01,fumbles_rec,0,,,,,
player,201911030car,car,ElliJa01,fumbles_rec_yds,0,,,,,
player,201911030car,car,ElliJa01,fumbles_rec_td,0,,,,,
player,201911030car,car,ElliJa01,fumbles_forced,0,,,,,
player,201911030car,car,IrviBr00,def_int,0,,,,,
player,201911030car,car,IrviBr00,def_int_yds,0,,,,,
player,201911030car,car,IrviBr00,def_int_td,0,,,,,
player,201911030car,car,IrviBr00,def_int_long,0,,,,,
player,201911030car,car,IrviBr00,pass_defended,0,,,,,
player,201911030car,car,IrviBr00,sacks,0.0,,,,,
player,201911030car,car,IrviBr00,tackles_combined,1,,,,,
player,201911030car,car,IrviBr00,tackles_solo,0,,,,,
player,201911030car,car,IrviBr00,tackles_assists,1,,,,,
player,201911030car,car,IrviBr00,tackles_loss,0,,,,,
player,201911030car,car,IrviBr00,qb_hits,1,,,,,
player,201911030car,car,IrviBr00,fumbles_rec,0,,,,,
player,201911030car,car,IrviBr00,fumbles_rec_yds,0,,,,,
player,201911030car,car,IrviBr00,fumbles_rec_td,0,,,,,
player,201911030car,car,IrviBr00,fumbles_forced,0,,,,,
player,201911030car,car,ObadEf00,def_int,0,,,,,
player,201911030car,car,ObadEf00,def_int_yds,0,,,,,
player,201911030car,car,ObadEf00,def_int_td,0,,,,,
player,201911030car,car,ObadEf00,def_int_long,0,,,,,
player,201911030car,car,ObadEf00,pass_defended,0,,,,,
player,201911030car,car,ObadEf00,sacks,0.0,,,,,
player,201911030car,car,ObadEf00,tackles_combined,1,,,,,
player,201911030car,car,ObadEf00,tackles_solo,0,,,,,
player,201911030car,car,ObadEf00,tackles_assists,1,,,,,
player,201911030car,car,ObadEf00,tackles_loss,0,,,,,
player,201911030car,car,ObadEf00,qb_hits,0,,,,,
player,201911030car,car,ObadEf00,fumbles_rec,0,,,,,
player,201911030car,car,ObadEf00,fumbles_rec_yds,0,,,,,
player,201911030car,car,ObadEf00,fumbles_rec_td,0,,,,,
player,201911030car,car,ObadEf00,fumbles_forced,0,,,,,
player,201911030car,oti,HumpAd00,kick_ret,0,,,,,
player,201911030car,oti,HumpAd00,kick_ret_yds,0,,,,,
player,201911030car,oti,HumpAd00,kick_ret_yds_per_ret,,,,,,
player,201911030car,oti,HumpAd00,kick_ret_td,0,,,,,
player,201911030car,oti,HumpAd00,kick_ret_long,0,,,,,
player,201911030car,oti,HumpAd00,punt_ret,1,,,,,
player,201911030car,oti,HumpAd00,punt_ret_yds,11,,,,,
player,201911030car,oti,HumpAd00,punt_ret_yds_per_ret,11.0,,,,,
player,201911030car,oti,HumpAd00,punt_ret_td,0,,,,,
player,201911030car,oti,HumpAd00,punt_ret_long,11,,,,,
player,201911030car,oti,RaymKa00,kick_ret,3,,,,,
player,201911030car,oti,RaymKa00,kick_ret_yds,69,,,,,
player,201911030car,oti,RaymKa00,kick_ret_yds_per_ret,23.0,,,,,
player,201911030car,oti,RaymKa00,kick_ret_td,0,,,,,
player,201911030car,oti,RaymKa00,kick_ret_long,32,,,,,
player,201911030car,oti,RaymKa00,punt_ret,0,,,,,
player,201911030car,oti,RaymKa00,punt_ret_yds,0,,,,,
player,201911030car,oti,RaymKa00,punt_ret_yds_per_ret,,,,,,
player,201911030car,oti,RaymKa00,punt_ret_td,0,,,,,
player,201911030car,oti,RaymKa00,punt_ret_long,0,,,,,
player,201911030car,car,DortGr01,kick_ret,2,,,,,
player,201911030car,car,DortGr01,kick_ret_yds,52,,,,,
player,201911030car,car,DortGr01,kick_ret_yds_per_ret,26.0,,,,,
player,201911030car,car,DortGr01,kick_ret_td,0,,,,,
player,201911030car,car,DortGr01,kick_ret_long,32,,,,,
player,201911030car,car,DortGr01,punt_ret,2,,,,,
player,201911030car,car,DortGr01,punt_ret_yds,11,,,,,
player,201911030car,car,DortGr01,punt_ret_yds_per_ret,5.5,,,,,
player,201911030car,car,DortGr01,punt_ret_td,0,,,,,
player,201911030car,car,DortGr01,punt_ret_long,11,,,,,
player,201911030car,car,OlseGr00,kick_ret,1,,,,,
player,201911030car,car,OlseGr00,kick_ret_yds,0,,,,,
player,201911030car,car,OlseGr00,kick_ret_yds_per_ret,0.0,,,,,
player,201911030car,car,OlseGr00,kick_ret_td,0,,,,,
player,201911030car,car,OlseGr00,kick_ret_long,0,,,,,
player,201911030car,car,OlseGr00,punt_ret,0,,,,,
player,201911030car,car,OlseGr00,punt_ret_yds,0,,,,,
player,201911030car,car,OlseGr00,punt_ret_yds_per_ret,,,,,,
player,201911030car,car,OlseGr00,punt_ret_td,0,,,,,
player,201911030car,car,OlseGr00,punt_ret_long,0,,,,,
player,201911030car,oti,SuccRy44,xpm,2,,,,,
player,201911030car,oti,SuccRy44,xpa,2,,,,,
player,201911030car,oti,SuccRy44,fgm,,,,,,
player,201911030car,oti,SuccRy44,fga,3,,,,,
player,201911030car,oti,SuccRy44,punt,0,,,,,
player,201911030car,oti,SuccRy44,punt_yds,0,,,,,
player,201911030car,oti,SuccRy44,punt_yds_per_punt,,,,,,
player,201911030car,oti,SuccRy44,punt_long,0,,,,,
player,201911030car,oti,KernBr20,xpm,,,,,,
player,201911030car,oti,KernBr20,xpa,,,,,,
player,201911030car,oti,KernBr20,fgm,,,,,,
player,201911030car,oti,KernBr20,fga,,,,,,
player,201911030car,oti,KernBr20,punt,3,,,,,
player,201911030car,oti,KernBr20,punt_yds,139,,,,,
player,201911030car,oti,KernBr20,punt_yds_per_punt,46.3,,,,,
player,201911030car,oti,KernBr20,punt_long,53,,,,,
player,201911030car,car,SlyeJo00,xpm,3,,,,,
player,201911030car,car,SlyeJo00,xpa,4,,,,,
player,201911030car,car,SlyeJo00,fgm,1,,,,,
player,201911030car,car,SlyeJo00,fga,2,,,,,
player,201911030car,car,SlyeJo00,punt,0,,,,,
player,201911030car,car,SlyeJo00,punt_yds,0,,,,,
player,201911030car,car,SlyeJo00,punt_yds_per_punt,,,,,,
