game,2019,4,20190926,201909260gnb,phi,"Philadelphia Eagles",34,gnb,"Green Bay Packers",27
player,201909260gnb,phi,JeffAl00,rush_long,0,,,,,
player,201909260gnb,phi,JeffAl00,targets,9,,,,,
player,201909260gnb,phi,JeffAl00,rec,3,,,,,
player,201909260gnb,phi,JeffAl00,rec_yds,38,,,,,
player,201909260gnb,phi,JeffAl00,rec_td,1,,,,,
player,201909260gnb,phi,JeffAl00,rec_long,16,,,,,
player,201909260gnb,phi,JeffAl00,fumbles,0,,,,,
player,201909260gnb,phi,JeffAl00,fumbles_lost,0,,,,,
player,201909260gnb,phi,GoedDa00,pass_cmp,0,,,,,
player,201909260gnb,phi,GoedDa00,pass_att,0,,,,,
player,201909260gnb,phi,GoedDa00,pass_yds,0,,,,,
player,201909260gnb,phi,GoedDa00,pass_td,0,,,,,
player,201909260gnb,phi,GoedDa00,pass_int,0,,,,,
player,201909260gnb,phi,GoedDa00,pass_sacked,0,,,,,
player,201909260gnb,phi,GoedDa00,pass_sacked_yds,0,,,,,
player,201909260gnb,phi,GoedDa00,pass_long,0,,,,,
player,201909260gnb,phi,GoedDa00,pass_rating,,,,,,
player,201909260gnb,phi,GoedDa00,rush_att,0,,,,,
player,201909260gnb,phi,GoedDa00,rush_yds,0,,,,,
player,201909260gnb,phi,GoedDa00,rush_td,0,,,,,
player,201909260gnb,phi,GoedDa00,rush_long,0,,,,,
player,201909260gnb,phi,GoedDa00,targets,3,,,,,
player,201909260gnb,phi,GoedDa00,rec,2,,,,,
player,201909260gnb,phi,GoedDa00,rec_yds,16,,,,,
player,201909260gnb,phi,GoedDa00,rec_td,1,,,,,
player,201909260gnb,phi,GoedDa00,rec_long,13,,,,,
player,201909260gnb,phi,GoedDa00,fumbles,0,,,,,
player,201909260gnb,phi,GoedDa00,fumbles_lost,0,,,,,
player,201909260gnb,phi,HollMa00,pass_cmp,0,,,,,
player,201909260gnb,phi,HollMa00,pass_att,0,,,,,
player,201909260gnb,phi,HollMa00,pass_yds,0,,,,,
player,201909260gnb,phi,HollMa00,pass_td,0,,,,,
player,201909260gnb,phi,HollMa00,pass_int,0,,,,,
player,201909260gnb,phi,HollMa00,pass_sacked,0,,,,,
player,201909260gnb,phi,HollMa00,pass_sacked_yds,0,,,,,
player,201909260gnb,phi,HollMa00,pass_long,0,,,,,
player,201909260gnb,phi,HollMa00,pass_rating,,,,,,
player,201909260gnb,phi,HollMa00,rush_att,0,,,,,
player,201909260gnb,phi,HollMa00,rush_yds,0,,,,,
player,201909260gnb,phi,HollMa00,rush_td,0,,,,,
player,201909260gnb,phi,HollMa00,rush_long,0,,,,,
player,201909260gnb,phi,HollMa00,targets,2,,,,,
player,201909260gnb,phi,HollMa00,rec,1,,,,,
player,201909260gnb,phi,HollMa00,rec_yds,13,,,,,
player,201909260gnb,phi,HollMa00,rec_td,0,,,,,
player,201909260gnb,phi,HollMa00,rec_long,13,,,,,
player,201909260gnb,phi,HollMa00,fumbles,0,,,,,
player,201909260gnb,phi,HollMa00,fumbles_lost,0,,,,,
player,201909260gnb,phi,AghoNe00,pass_cmp,0,,,,,
player,201909260gnb,phi,AghoNe00,pass_att,0,,,,,
player,201909260gnb,phi,AghoNe00,pass_yds,0,,,,,
player,201909260gnb,phi,AghoNe00,pass_td,0,,,,,
player,201909260gnb,phi,AghoNe00,pass_int,0,,,,,
player,201909260gnb,phi,AghoNe00,pass_sacked,0,,,,,
player,201909260gnb,phi,AghoNe00,pass_sacked_yds,0,,,,,
player,201909260gnb,phi,AghoNe00,pass_long,0,,,,,
player,201909260gnb,phi,AghoNe00,pass_rating,,,,,,
player,201909260gnb,phi,AghoNe00,rush_att,0,,,,,
player,201909260gnb,phi,AghoNe00,rush_yds,0,,,,,
player,201909260gnb,phi,AghoNe00,rush_td,0,,,,,
player,201909260gnb,phi,AghoNe00,rush_long,0,,,,,
player,201909260gnb,phi,AghoNe00,targets,1,,,,,
player,201909260gnb,phi,AghoNe00,rec,0,,,,,
player,201909260gnb,phi,AghoNe00,rec_yds,0,,,,,
player,201909260gnb,phi,AghoNe00,rec_td,0,,,,,
player,201909260gnb,phi,AghoNe00,rec_long,0,,,,,
player,201909260gnb,phi,AghoNe00,fumbles,0,,,,,
player,201909260gnb,phi,AghoNe00,fumbles_lost,0,,,,,
player,201909260gnb,gnb,RodgAa00,pass_cmp,34,,,,,
player,201909260gnb,gnb,RodgAa00,pass_att,53,,,,,
player,201909260gnb,gnb,RodgAa00,pass_yds,422,,,,,
player,201909260gnb,gnb,RodgAa00,pass_td,2,,,,,
player,201909260gnb,gnb,RodgAa00,pass_int,1,,,,,
player,201909260gnb,gnb,RodgAa00,pass_sacked,1,,,,,
player,201909260gnb,gnb,RodgAa00,pass_sacked_yds,8,,,,,
player,201909260gnb,gnb,RodgAa00,pass_long,58,,,,,
player,201909260gnb,gnb,RodgAa00,pass_rating,93.4,,,,,
player,201909260gnb,gnb,RodgAa00,rush_att,5,,,,,
player,201909260gnb,gnb,RodgAa00,rush_yds,46,,,,,
player,201909260gnb,gnb,RodgAa00,rush_td,0,,,,,
player,201909260gnb,gnb,RodgAa00,rush_long,14,,,,,
player,201909260gnb,gnb,RodgAa00,targets,0,,,,,
player,201909260gnb,gnb,RodgAa00,rec,0,,,,,
player,201909260gnb,gnb,RodgAa00,rec_yds,0,,,,,
player,201909260gnb,gnb,RodgAa00,rec_td,0,,,,,
player,201909260gnb,gnb,RodgAa00,rec_long,0,,,,,
player,201909260gnb,gnb,RodgAa00,fumbles,1,,,,,
player,201909260gnb,gnb,RodgAa00,fumbles_lost,1,,,,,
player,201909260gnb,gnb,JoneAa00,pass_cmp,0,,,,,
player,201909260gnb,gnb,JoneAa00,pass_att,0,,,,,
player,201909260gnb,gnb,JoneAa00,pass_yds,0,,,,,
player,201909260gnb,gnb,JoneAa00,pass_td,0,,,,,
player,201909260gnb,gnb,JoneAa00,pass_int,0,,,,,
player,201909260gnb,gnb,JoneAa00,pass_sacked,0,,,,,
player,201909260gnb,gnb,JoneAa00,pass_sacked_yds,0,,,,,
player,201909260gnb,gnb,JoneAa00,pass_long,0,,,,,
player,201909260gnb,gnb,JoneAa00,pass_rating,,,,,,
player,201909260gnb,gnb,JoneAa00,rush_att,13,,,,,
player,201909260gnb,gnb,JoneAa00,rush_yds,21,,,,,
player,201909260gnb,gnb,JoneAa00,rush_td,1,,,,,
player,201909260gnb,gnb,JoneAa00,rush_long,7,,,,,
player,201909260gnb,gnb,JoneAa00,targets,7,,,,,
player,201909260gnb,gnb,JoneAa00,rec,6,,,,,
player,201909260gnb,gnb,JoneAa00,rec_yds,37,,,,,
player,201909260gnb,gnb,JoneAa00,rec_td,0,,,,,
player,201909260gnb,gnb,JoneAa00,rec_long,14,,,,,
player,201909260gnb,gnb,JoneAa00,fumbles,0,,,,,
player,201909260gnb,gnb,JoneAa00,fumbles_lost,0,,,,,
player,201909260gnb,gnb,AlliGe01,pass_cmp,0,,,,,
player,201909260gnb,gnb,AlliGe01,pass_att,0,,,,,
player,201909260gnb,gnb,AlliGe01,pass_yds,0,,,,,
player,201909260gnb,gnb,AlliGe01,pass_td,0,,,,,
player,201909260gnb,gnb,AlliGe01,pass_int,0,,,,,
player,201909260gnb,gnb,AlliGe01,pass_sacked,0,,,,,
player,201909260gnb,gnb,AlliGe01,pass_sacked_yds,0,,,,,
player,201909260gnb,gnb,AlliGe01,pass_long,0,,,,,
player,201909260gnb,gnb,AlliGe01,pass_rating,,,,,,
player,201909260gnb,gnb,AlliGe01,rush_att,1,,,,,
player,201909260gnb,gnb,AlliGe01,rush_yds,7,,,,,
player,201909260gnb,gnb,AlliGe01,rush_td,0,,,,,
player,201909260gnb,gnb,AlliGe01,rush_long,7,,,,,
player,201909260gnb,gnb,AlliGe01,targets,4,,,,,
player,201909260gnb,gnb,AlliGe01,rec,3,,,,,
player,201909260gnb,gnb,AlliGe01,rec_yds,52,,,,,
player,201909260gnb,gnb,AlliGe01,rec_td,1,,,,,
player,201909260gnb,gnb,AlliGe01,rec_long,31,,,,,
player,201909260gnb,gnb,AlliGe01,fumbles,0,,,,,
player,201909260gnb,gnb,AlliGe01,fumbles_lost,0,,,,,
player,201909260gnb,gnb,VitaDa00,pass_cmp,0,,,,,
player,201909260gnb,gnb,VitaDa00,pass_att,0,,,,,
player,201909260gnb,gnb,VitaDa00,pass_yds,0,,,,,
player,201909260gnb,gnb,VitaDa00,pass_td,0,,,,,
player,201909260gnb,gnb,VitaDa00,pass_int,0,,,,,
player,201909260gnb,gnb,VitaDa00,pass_sacked,0,,,,,
player,201909260gnb,gnb,VitaDa00,pass_sacked_yds,0,,,,,
player,201909260gnb,gnb,VitaDa00,pass_long,0,,,,,
player,201909260gnb,gnb,VitaDa00,pass_rating,,,,,,
player,201909260gnb,gnb,VitaDa00,rush_att,1,,,,,
player,201909260gnb,gnb,VitaDa00,rush_yds,3,,,,,
player,201909260gnb,gnb,VitaDa00,rush_td,0,,,,,
player,201909260gnb,gnb,VitaDa00,rush_long,3,,,,,
player,201909260gnb,gnb,VitaDa00,targets,3,,,,,
player,201909260gnb,gnb,VitaDa00,rec,2,,,,,
player,201909260gnb,gnb,VitaDa00,rec_yds,15,,,,,
player,201909260gnb,gnb,VitaDa00,rec_td,0,,,,,
player,201909260gnb,gnb,VitaDa00,rec_long,8,,,,,
player,201909260gnb,gnb,VitaDa00,fumbles,0,,,,,
player,201909260gnb,gnb,VitaDa00,fumbles_lost,0,,,,,
player,201909260gnb,gnb,AdamDa01,pass_cmp,0,,,,,
player,201909260gnb,gnb,AdamDa01,pass_att,0,,,,,
player,201909260gnb,gnb,AdamDa01,pass_yds,0,,,,,
player,201909260gnb,gnb,AdamDa01,pass_td,0,,,,,
player,201909260gnb,gnb,AdamDa01,pass_int,0,,,,,
player,201909260gnb,gnb,AdamDa01,pass_sacked,0,,,,,
player,201909260gnb,gnb,AdamDa01,pass_sacked_yds,0,,,,,
player,201909260gnb,gnb,AdamDa01,pass_long,0,,,,,
player,201909260gnb,gnb,AdamDa01,pass_rating,,,,,,
player,201909260gnb,gnb,AdamDa01,rush_att,0,,,,,
player,201909260gnb,gnb,AdamDa01,rush_yds,0,,,,,
player,201909260gnb,gnb,AdamDa01,rush_td,0,,,,,
player,201909260gnb,gnb,AdamDa01,rush_long,0,,,,,
player,201909260gnb,gnb,AdamDa01,targets,15,,,,,
player,201909260gnb,gnb,AdamDa01,rec,10,,,,,
player,201909260gnb,gnb,AdamDa01,rec_yds,180,,,,,
player,201909260gnb,gnb,AdamDa01,rec_td,0,,,,,
player,201909260gnb,gnb,AdamDa01,rec_long,58,,,,,
player,201909260gnb,gnb,AdamDa01,fumbles,0,,,,,
player,201909260gnb,gnb,AdamDa01,fumbles_lost,0,,,,,
player,201909260gnb,gnb,GrahJi00,pass_cmp,0,,,,,
player,201909260gnb,gnb,GrahJi00,pass_att,0,,,,,
player,201909260gnb,gnb,GrahJi00,pass_yds,0,,,,,
player,201909260gnb,gnb,GrahJi00,pass_td,0,,,,,
player,201909260gnb,gnb,GrahJi00,pass_int,0,,,,,
player,201909260gnb,gnb,GrahJi00,pass_sacked,0,,,,,
player,201909260gnb,gnb,GrahJi00,pass_sacked_yds,0,,,,,
player,201909260gnb,gnb,GrahJi00,pass_long,0,,,,,
player,201909260gnb,gnb,GrahJi00,pass_rating,,,,,,
player,201909260gnb,gnb,GrahJi00,rush_att,0,,,,,
player,201909260gnb,gnb,GrahJi00,rush_yds,0,,,,,
player,201909260gnb,gnb,GrahJi00,rush_td,0,,,,,
player,201909260gnb,gnb,GrahJi00,rush_long,0,,,,,
player,201909260gnb,gnb,GrahJi00,targets,9,,,,,
player,201909260gnb,gnb,GrahJi00,rec,6,,,,,
player,201909260gnb,gnb,GrahJi00,rec_yds,61,,,,,
player,201909260gnb,gnb,GrahJi00,rec_td,1,,,,,
player,201909260gnb,gnb,GrahJi00,rec_long,15,,,,,
player,201909260gnb,gnb,GrahJi00,fumbles,0,,,,,
player,201909260gnb,gnb,GrahJi00,fumbles_lost,0,,,,,
player,201909260gnb,gnb,ValdMa00,pass_cmp,0,,,,,
player,201909260gnb,gnb,ValdMa00,pass_att,0,,,,,
player,201909260gnb,gnb,ValdMa00,pass_yds,0,,,,,
player,201909260gnb,gnb,ValdMa00,pass_td,0,,,,,
player,201909260gnb,gnb,ValdMa00,pass_int,0,,,,,
player,201909260gnb,gnb,ValdMa00,pass_sacked,0,,,,,
player,201909260gnb,gnb,ValdMa00,pass_sacked_yds,0,,,,,
player,201909260gnb,gnb,ValdMa00,pass_long,0,,,,,
player,201909260gnb,gnb,ValdMa00,pass_rating,,,,,,
player,201909260gnb,gnb,ValdMa00,rush_att,0,,,,,
player,201909260gnb,gnb,ValdMa00,rush_yds,0,,,,,
player,201909260gnb,gnb,ValdMa00,rush_td,0,,,,,
player,201909260gnb,gnb,ValdMa00,rush_long,0,,,,,
player,201909260gnb,gnb,ValdMa00,targets,7,,,,,
player,201909260gnb,gnb,ValdMa00,rec,3,,,,,
player,201909260gnb,gnb,ValdMa00,rec_yds,47,,,,,
player,201909260gnb,gnb,ValdMa00,rec_td,0,,,,,
player,201909260gnb,gnb,ValdMa00,rec_long,26,,,,,
player,201909260gnb,gnb,ValdMa00,fumbles,0,,,,,
player,201909260gnb,gnb,ValdMa00,fumbles_lost,0,,,,,
player,201909260gnb,gnb,LewiMa00,pass_cmp,0,,,,,
player,201909260gnb,gnb,LewiMa00,pass_att,0,,,,,
player,201909260gnb,gnb,LewiMa00,pass_yds,0,,,,,
player,201909260gnb,gnb,LewiMa00,pass_td,0,,,,,
player,201909260gnb,gnb,LewiMa00,pass_int,0,,,,,
player,201909260gnb,gnb,LewiMa00,pass_sacked,0,,,,,
player,201909260gnb,gnb,LewiMa00,pass_sacked_yds,0,,,,,
player,201909260gnb,gnb,LewiMa00,pass_long,0,,,,,
player,201909260gnb,gnb,LewiMa00,pass_rating,,,,,,
player,201909260gnb,gnb,LewiMa00,rush_att,0,,,,,
player,201909260gnb,gnb,LewiMa00,rush_yds,0,,,,,
player,201909260gnb,gnb,LewiMa00,rush_td,0,,,,,
player,201909260gnb,gnb,LewiMa00,rush_long,0,,,,,
player,201909260gnb,gnb,LewiMa00,targets,2,,,,,
player,201909260gnb,gnb,LewiMa00,rec,2,,,,,
player,201909260gnb,gnb,LewiMa00,rec_yds,19,,,,,
player,201909260gnb,gnb,LewiMa00,rec_td,0,,,,,
player,201909260gnb,gnb,LewiMa00,rec_long,10,,,,,
player,201909260gnb,gnb,LewiMa00,fumbles,0,,,,,
player,201909260gnb,gnb,LewiMa00,fumbles_lost,0,,,,,
player,201909260gnb,gnb,TonyRo00,pass_cmp,0,,,,,
player,201909260gnb,gnb,TonyRo00,pass_att,0,,,,,
player,201909260gnb,gnb,TonyRo00,pass_yds,0,,,,,
player,201909260gnb,gnb,TonyRo00,pass_td,0,,,,,
player,201909260gnb,gnb,TonyRo00,pass_int,0,,,,,
player,201909260gnb,gnb,TonyRo00,pass_sacked,0,,,,,
player,201909260gnb,gnb,TonyRo00,pass_sacked_yds,0,,,,,
player,201909260gnb,gnb,TonyRo00,pass_long,0,,,,,
player,201909260gnb,gnb,TonyRo00,pass_rating,,,,,,
player,201909260gnb,gnb,TonyRo00,rush_att,0,,,,,
player,201909260gnb,gnb,TonyRo00,rush_yds,0,,,,,
player,201909260gnb,gnb,TonyRo00,rush_td,0,,,,,
player,201909260gnb,gnb,TonyRo00,rush_long,0,,,,,
player,201909260gnb,gnb,TonyRo00,targets,1,,,,,
player,201909260gnb,gnb,TonyRo00,rec,1,,,,,
player,201909260gnb,gnb,TonyRo00,rec_yds,11,,,,,
player,201909260gnb,gnb,TonyRo00,rec_td,0,,,,,
player,201909260gnb,gnb,TonyRo00,rec_long,11,,,,,
player,201909260gnb,gnb,TonyRo00,fumbles,0,,,,,
player,201909260gnb,gnb,TonyRo00,fumbles_lost,0,,,,,
player,201909260gnb,gnb,WillJa06,pass_cmp,0,,,,,
player,201909260gnb,gnb,WillJa06,pass_att,0,,,,,
player,201909260gnb,gnb,WillJa06,pass_yds,0,,,,,
player,201909260gnb,gnb,WillJa06,pass_td,0,,,,,
player,201909260gnb,gnb,WillJa06,pass_int,0,,,,,
player,201909260gnb,gnb,WillJa06,pass_sacked,0,,,,,
player,201909260gnb,gnb,WillJa06,pass_sacked_yds,0,,,,,
player,201909260gnb,gnb,WillJa06,pass_long,0,,,,,
player,201909260gnb,gnb,WillJa06,pass_rating,,,,,,
player,201909260gnb,gnb,WillJa06,rush_att,0,,,,,
player,201909260gnb,gnb,WillJa06,rush_yds,0,,,,,
player,201909260gnb,gnb,WillJa06,rush_td,0,,,,,
player,201909260gnb,gnb,WillJa06,rush_long,0,,,,,
player,201909260gnb,gnb,WillJa06,targets,1,,,,,
player,201909260gnb,gnb,WillJa06,rec,1,,,,,
player,201909260gnb,gnb,WillJa06,rec_yds,0,,,,,
player,201909260gnb,gnb,WillJa06,rec_td,0,,,,,
player,201909260gnb,gnb,WillJa06,rec_long,0,,,,,
player,201909260gnb,gnb,WillJa06,fumbles,0,,,,,
player,201909260gnb,gnb,WillJa06,fumbles_lost,0,,,,,
player,201909260gnb,phi,BradNi00,def_int,1,,,,,
player,201909260gnb,phi,BradNi00,def_int_yds,22,,,,,
player,201909260gnb,phi,BradNi00,def_int_td,0,,,,,
player,201909260gnb,phi,BradNi00,def_int_long,22,,,,,
player,201909260gnb,phi,BradNi00,pass_defended,2,,,,,
player,201909260gnb,phi,BradNi00,sacks,0.0,,,,,
player,201909260gnb,phi,BradNi00,tackles_combined,6,,,,,
player,201909260gnb,phi,BradNi00,tackles_solo,4,,,,,
player,201909260gnb,phi,BradNi00,tackles_assists,2,,,,,
player,201909260gnb,phi,BradNi00,tackles_loss,0,,,,,
player,201909260gnb,phi,BradNi00,qb_hits,0,,,,,
player,201909260gnb,phi,BradNi00,fumbles_rec,0,,,,,
player,201909260gnb,phi,BradNi00,fumbles_rec_yds,0,,,,,
player,201909260gnb,phi,BradNi00,fumbles_rec_td,0,,,,,
player,201909260gnb,phi,BradNi00,fumbles_forced,0,,,,,
player,201909260gnb,phi,BarnDe01,def_int,0,,,,,
player,201909260gnb,phi,BarnDe01,def_int_yds,0,,,,,
player,201909260gnb,phi,BarnDe01,def_int_td,0,,,,,
player,201909260gnb,phi,BarnDe01,def_int_long,0,,,,,
player,201909260gnb,phi,BarnDe01,pass_defended,0,,,,,
player,201909260gnb,phi,BarnDe01,sacks,1.0,,,,,
player,201909260gnb,phi,BarnDe01,tackles_combined,4,,,,,
player,201909260gnb,phi,BarnDe01,tackles_solo,3,,,,,
player,201909260gnb,phi,BarnDe01,tackles_assists,1,,,,,
player,201909260gnb,phi,BarnDe01,tackles_loss,0,,,,,
player,201909260gnb,phi,BarnDe01,qb_hits,2,,,,,
player,201909260gnb,phi,BarnDe01,fumbles_rec,0,,,,,
player,201909260gnb,phi,BarnDe01,fumbles_rec_yds,0,,,,,
player,201909260gnb,phi,BarnDe01,fumbles_rec_td,0,,,,,
player,201909260gnb,phi,BarnDe01,fumbles_forced,1,,,,,
player,201909260gnb,phi,McLeRo00,def_int,0,,,,,
