game,2019,15,20191215,201912150gnb,chi,"Chicago Bears",13,gnb,"Green Bay Packers",21
team,201912150gnb,chi,First Downs,20,,,,,,
team,201912150gnb,gnb,First Downs,12,,,,,,
team,201912150gnb,chi,Rush-Yds-TDs,27-96-0,,,,,,
team,201912150gnb,gnb,Rush-Yds-TDs,24-100-2,,,,,,
team,201912150gnb,chi,Cmp-Att-Yd-TD-INT,29-53-334-1-2,,,,,,
team,201912150gnb,gnb,Cmp-Att-Yd-TD-INT,16-33-203-1-0,,,,,,
team,201912150gnb,chi,Sacked-Yards,3-15,,,,,,
team,201912150gnb,gnb,Sacked-Yards,1-11,,,,,,
team,201912150gnb,chi,Net Pass Yards,319,,,,,,
team,201912150gnb,gnb,Net Pass Yards,192,,,,,,
team,201912150gnb,chi,Total Yards,415,,,,,,
team,201912150gnb,gnb,Total Yards,292,,,,,,
team,201912150gnb,chi,Fumbles-Lost,2-1,,,,,,
team,201912150gnb,gnb,Fumbles-Lost,0-0,,,,,,
team,201912150gnb,chi,Turnovers,3,,,,,,
team,201912150gnb,gnb,Turnovers,0,,,,,,
team,201912150gnb,chi,Penalties-Yards,4-35,,,,,,
team,201912150gnb,gnb,Penalties-Yards,4-30,,,,,,
team,201912150gnb,chi,Third Down Conv.,9-20,,,,,,
team,201912150gnb,gnb,Third Down Conv.,5-15,,,,,,
team,201912150gnb,chi,Fourth Down Conv.,0-3,,,,,,
team,201912150gnb,gnb,Fourth Down Conv.,1-3,,,,,,
team,201912150gnb,chi,Time of Possession,34:22,,,,,,
team,201912150gnb,gnb,Time of Possession,25:38,,,,,,
player,201912150gnb,chi,TrubMi00,pass_cmp,29,,,,,
player,201912150gnb,chi,TrubMi00,pass_att,53,,,,,
player,201912150gnb,chi,TrubMi00,pass_yds,334,,,,,
player,201912150gnb,chi,TrubMi00,pass_td,1,,,,,
player,201912150gnb,chi,TrubMi00,pass_int,2,,,,,
player,201912150gnb,chi,TrubMi00,pass_sacked,3,,,,,
player,201912150gnb,chi,TrubMi00,pass_sacked_yds,15,,,,,
player,201912150gnb,chi,TrubMi00,pass_long,34,,,,,
player,201912150gnb,chi,TrubMi00,pass_rating,64.5,,,,,
player,201912150gnb,chi,TrubMi00,rush_att,4,,,,,
player,201912150gnb,chi,TrubMi00,rush_yds,29,,,,,
player,201912150gnb,chi,TrubMi00,rush_td,0,,,,,
player,201912150gnb,chi,TrubMi00,rush_long,9,,,,,
player,201912150gnb,chi,TrubMi00,targets,0,,,,,
player,201912150gnb,chi,TrubMi00,rec,0,,,,,
player,201912150gnb,chi,TrubMi00,rec_yds,0,,,,,
player,201912150gnb,chi,TrubMi00,rec_td,0,,,,,
player,201912150gnb,chi,TrubMi00,rec_long,0,,,,,
player,201912150gnb,chi,TrubMi00,fumbles,0,,,,,
player,201912150gnb,chi,TrubMi00,fumbles_lost,0,,,,,
player,201912150gnb,chi,MontDa01,pass_cmp,0,,,,,
player,201912150gnb,chi,MontDa01,pass_att,0,,,,,
player,201912150gnb,chi,MontDa01,pass_yds,0,,,,,
player,201912150gnb,chi,MontDa01,pass_td,0,,,,,
player,201912150gnb,chi,MontDa01,pass_int,0,,,,,
player,201912150gnb,chi,MontDa01,pass_sacked,0,,,,,
player,201912150gnb,chi,MontDa01,pass_sacked_yds,0,,,,,
player,201912150gnb,chi,MontDa01,pass_long,0,,,,,
player,201912150gnb,chi,MontDa01,pass_rating,,,,,,
player,201912150gnb,chi,MontDa01,rush_att,14,,,,,
player,201912150gnb,chi,MontDa01,rush_yds,39,,,,,
player,201912150gnb,chi,MontDa01,rush_td,0,,,,,
player,201912150gnb,chi,MontDa01,rush_long,8,,,,,
player,201912150gnb,chi,MontDa01,targets,1,,,,,
player,201912150gnb,chi,MontDa01,rec,1,,,,,
player,201912150gnb,chi,MontDa01,rec_yds,10,,,,,
player,201912150gnb,chi,MontDa01,rec_td,0,,,,,
player,201912150gnb,chi,MontDa01,rec_long,10,,,,,
player,201912150gnb,chi,MontDa01,fumbles,0,,,,,
player,201912150gnb,chi,MontDa01,fumbles_lost,0,,,,,
player,201912150gnb,chi,CoheTa00,pass_cmp,0,,,,,
player,201912150gnb,chi,CoheTa00,pass_att,0,,,,,
player,201912150gnb,chi,CoheTa00,pass_yds,0,,,,,
player,201912150gnb,chi,CoheTa00,pass_td,0,,,,,
player,201912150gnb,chi,CoheTa00,pass_int,0,,,,,
player,201912150gnb,chi,CoheTa00,pass_sacked,0,,,,,
player,201912150gnb,chi,CoheTa00,pass_sacked_yds,0,,,,,
player,201912150gnb,chi,CoheTa00,pass_long,0,,,,,
player,201912150gnb,chi,CoheTa00,pass_rating,,,,,,
player,201912150gnb,chi,CoheTa00,rush_att,8,,,,,
player,201912150gnb,chi,CoheTa00,rush_yds,28,,,,,
player,201912150gnb,chi,CoheTa00,rush_td,0,,,,,
player,201912150gnb,chi,CoheTa00,rush_long,8,,,,,
player,201912150gnb,chi,CoheTa00,targets,10,,,,,
player,201912150gnb,chi,CoheTa00,rec,7,,,,,
player,201912150gnb,chi,CoheTa00,rec_yds,57,,,,,
player,201912150gnb,chi,CoheTa00,rec_td,0,,,,,
player,201912150gnb,chi,CoheTa00,rec_long,15,,,,,
player,201912150gnb,chi,CoheTa00,fumbles,1,,,,,
player,201912150gnb,chi,CoheTa00,fumbles_lost,0,,,,,
player,201912150gnb,chi,RobiAl02,pass_cmp,0,,,,,
player,201912150gnb,chi,RobiAl02,pass_att,0,,,,,
player,201912150gnb,chi,RobiAl02,pass_yds,0,,,,,
player,201912150gnb,chi,RobiAl02,pass_td,0,,,,,
player,201912150gnb,chi,RobiAl02,pass_int,0,,,,,
player,201912150gnb,chi,RobiAl02,pass_sacked,0,,,,,
player,201912150gnb,chi,RobiAl02,pass_sacked_yds,0,,,,,
player,201912150gnb,chi,RobiAl02,pass_long,0,,,,,
player,201912150gnb,chi,RobiAl02,pass_rating,,,,,,
player,201912150gnb,chi,RobiAl02,rush_att,0,,,,,
player,201912150gnb,chi,RobiAl02,rush_yds,0,,,,,
player,201912150gnb,chi,RobiAl02,rush_td,0,,,,,
player,201912150gnb,chi,RobiAl02,rush_long,0,,,,,
player,201912150gnb,chi,RobiAl02,targets,14,,,,,
player,201912150gnb,chi,RobiAl02,rec,7,,,,,
player,201912150gnb,chi,RobiAl02,rec_yds,125,,,,,
player,201912150gnb,chi,RobiAl02,rec_td,0,,,,,
player,201912150gnb,chi,RobiAl02,rec_long,34,,,,,
player,201912150gnb,chi,RobiAl02,fumbles,0,,,,,
player,201912150gnb,chi,RobiAl02,fumbles_lost,0,,,,,
player,201912150gnb,chi,MillAn02,pass_cmp,0,,,,,
player,201912150gnb,chi,MillAn02,pass_att,0,,,,,
player,201912150gnb,chi,MillAn02,pass_yds,0,,,,,
player,201912150gnb,chi,MillAn02,pass_td,0,,,,,
player,201912150gnb,chi,MillAn02,pass_int,0,,,,,
player,201912150gnb,chi,MillAn02,pass_sacked,0,,,,,
player,201912150gnb,chi,MillAn02,pass_sacked_yds,0,,,,,
player,201912150gnb,chi,MillAn02,pass_long,0,,,,,
player,201912150gnb,chi,MillAn02,pass_rating,,,,,,
player,201912150gnb,chi,MillAn02,rush_att,0,,,,,
player,201912150gnb,chi,MillAn02,rush_yds,0,,,,,
player,201912150gnb,chi,MillAn02,rush_td,0,,,,,
player,201912150gnb,chi,MillAn02,rush_long,0,,,,,
player,201912150gnb,chi,MillAn02,targets,15,,,,,
player,201912150gnb,chi,MillAn02,rec,9,,,,,
player,201912150gnb,chi,MillAn02,rec_yds,118,,,,,
player,201912150gnb,chi,MillAn02,rec_td,1,,,,,
player,201912150gnb,chi,MillAn02,rec_long,33,,,,,
player,201912150gnb,chi,MillAn02,fumbles,0,,,,,
player,201912150gnb,chi,MillAn02,fumbles_lost,0,,,,,
player,201912150gnb,chi,RidlRi00,pass_cmp,0,,,,,
player,201912150gnb,chi,RidlRi00,pass_att,0,,,,,
player,201912150gnb,chi,RidlRi00,pass_yds,0,,,,,
player,201912150gnb,chi,RidlRi00,pass_td,0,,,,,
player,201912150gnb,chi,RidlRi00,pass_int,0,,,,,
player,201912150gnb,chi,RidlRi00,pass_sacked,0,,,,,
player,201912150gnb,chi,RidlRi00,pass_sacked_yds,0,,,,,
player,201912150gnb,chi,RidlRi00,pass_long,0,,,,,
player,201912150gnb,chi,RidlRi00,pass_rating,,,,,,
player,201912150gnb,chi,RidlRi00,rush_att,0,,,,,
player,201912150gnb,chi,RidlRi00,rush_yds,0,,,,,
player,201912150gnb,chi,RidlRi00,rush_td,0,,,,,
player,201912150gnb,chi,RidlRi00,rush_long,0,,,,,
