game,2019,17,20191229,201912290nyg,phi,"Philadelphia Eagles",34,nyg,"New York Giants",17
team,201912290nyg,phi,First Downs,25,,,,,,
team,201912290nyg,nyg,First Downs,19,,,,,,
team,201912290nyg,phi,Rush-Yds-TDs,31-121-3,,,,,,
team,201912290nyg,nyg,Rush-Yds-TDs,21-122-1,,,,,,
team,201912290nyg,phi,Cmp-Att-Yd-TD-INT,23-40-289-1-0,,,,,,
team,201912290nyg,nyg,Cmp-Att-Yd-TD-INT,28-47-301-1-1,,,,,,
team,201912290nyg,phi,Sacked-Yards,1-10,,,,,,
team,201912290nyg,nyg,Sacked-Yards,4-26,,,,,,
team,201912290nyg,phi,Net Pass Yards,279,,,,,,
team,201912290nyg,nyg,Net Pass Yards,275,,,,,,
team,201912290nyg,phi,Total Yards,400,,,,,,
team,201912290nyg,nyg,Total Yards,397,,,,,,
team,201912290nyg,phi,Fumbles-Lost,1-0,,,,,,
team,201912290nyg,nyg,Fumbles-Lost,3-1,,,,,,
team,201912290nyg,phi,Turnovers,0,,,,,,
team,201912290nyg,nyg,Turnovers,2,,,,,,
team,201912290nyg,phi,Penalties-Yards,7-55,,,,,,
team,201912290nyg,nyg,Penalties-Yards,4-48,,,,,,
team,201912290nyg,phi,Third Down Conv.,4-15,,,,,,
team,201912290nyg,nyg,Third Down Conv.,5-16,,,,,,
team,201912290nyg,phi,Fourth Down Conv.,1-2,,,,,,
team,201912290nyg,nyg,Fourth Down Conv.,2-4,,,,,,
team,201912290nyg,phi,Time of Possession,31:25,,,,,,
team,201912290nyg,nyg,Time of Possession,28:35,,,,,,
player,201912290nyg,phi,WentCa00,pass_cmp,23,,,,,
player,201912290nyg,phi,WentCa00,pass_att,40,,,,,
player,201912290nyg,phi,WentCa00,pass_yds,289,,,,,
player,201912290nyg,phi,WentCa00,pass_td,1,,,,,
player,201912290nyg,phi,WentCa00,pass_int,0,,,,,
player,201912290nyg,phi,WentCa00,pass_sacked,1,,,,,
player,201912290nyg,phi,WentCa00,pass_sacked_yds,10,,,,,
player,201912290nyg,phi,WentCa00,pass_long,41,,,,,
player,201912290nyg,phi,WentCa00,pass_rating,88.4,,,,,
player,201912290nyg,phi,WentCa00,rush_att,3,,,,,
player,201912290nyg,phi,WentCa00,rush_yds,15,,,,,
player,201912290nyg,phi,WentCa00,rush_td,0,,,,,
player,201912290nyg,phi,WentCa00,rush_long,10,,,,,
player,201912290nyg,phi,WentCa00,targets,0,,,,,
player,201912290nyg,phi,WentCa00,rec,0,,,,,
player,201912290nyg,phi,WentCa00,rec_yds,0,,,,,
player,201912290nyg,phi,WentCa00,rec_td,0,,,,,
player,201912290nyg,phi,WentCa00,rec_long,0,,,,,
player,201912290nyg,phi,WentCa00,fumbles,1,,,,,
player,201912290nyg,phi,WentCa00,fumbles_lost,0,,,,,
player,201912290nyg,phi,ScotBo02,pass_cmp,0,,,,,
player,201912290nyg,phi,ScotBo02,pass_att,0,,,,,
player,201912290nyg,phi,ScotBo02,pass_yds,0,,,,,
player,201912290nyg,phi,ScotBo02,pass_td,0,,,,,
player,201912290nyg,phi,ScotBo02,pass_int,0,,,,,
player,201912290nyg,phi,ScotBo02,pass_sacked,0,,,,,
player,201912290nyg,phi,ScotBo02,pass_sacked_yds,0,,,,,
player,201912290nyg,phi,ScotBo02,pass_long,0,,,,,
player,201912290nyg,phi,ScotBo02,pass_rating,,,,,,
player,201912290nyg,phi,ScotBo02,rush_att,19,,,,,
player,201912290nyg,phi,ScotBo02,rush_yds,54,,,,,
player,201912290nyg,phi,ScotBo02,rush_td,3,,,,,
player,201912290nyg,phi,ScotBo02,rush_long,15,,,,,
player,201912290nyg,phi,ScotBo02,targets,6,,,,,
player,201912290nyg,phi,ScotBo02,rec,4,,,,,
player,201912290nyg,phi,ScotBo02,rec_yds,84,,,,,
player,201912290nyg,phi,ScotBo02,rec_td,0,,,,,
player,201912290nyg,phi,ScotBo02,rec_long,39,,,,,
player,201912290nyg,phi,ScotBo02,fumbles,0,,,,,
player,201912290nyg,phi,ScotBo02,fumbles_lost,0,,,,,
player,201912290nyg,phi,SandMi01,pass_cmp,0,,,,,
player,201912290nyg,phi,SandMi01,pass_att,0,,,,,
player,201912290nyg,phi,SandMi01,pass_yds,0,,,,,
player,201912290nyg,phi,SandMi01,pass_td,0,,,,,
player,201912290nyg,phi,SandMi01,pass_int,0,,,,,
player,201912290nyg,phi,SandMi01,pass_sacked,0,,,,,
player,201912290nyg,phi,SandMi01,pass_sacked_yds,0,,,,,
