game,2019,5,20191006,201910060sdg,den,"Denver Broncos",20,sdg,"Los Angeles Chargers",13
team,201910060sdg,den,First Downs,15,,,,,,
team,201910060sdg,sdg,First Downs,19,,,,,,
team,201910060sdg,den,Rush-Yds-TDs,32-191-1,,,,,,
team,201910060sdg,sdg,Rush-Yds-TDs,16-35-0,,,,,,
team,201910060sdg,den,Cmp-Att-Yd-TD-INT,14-20-182-1-1,,,,,,
team,201910060sdg,sdg,Cmp-Att-Yd-TD-INT,32-48-211-0-2,,,,,,
team,201910060sdg,den,Sacked-Yards,3-23,,,,,,
team,201910060sdg,sdg,Sacked-Yards,0-0,,,,,,
team,201910060sdg,den,Net Pass Yards,159,,,,,,
team,201910060sdg,sdg,Net Pass Yards,211,,,,,,
team,201910060sdg,den,Total Yards,350,,,,,,
team,201910060sdg,sdg,Total Yards,246,,,,,,
team,201910060sdg,den,Fumbles-Lost,3-1,,,,,,
team,201910060sdg,sdg,Fumbles-Lost,1-1,,,,,,
team,201910060sdg,den,Turnovers,2,,,,,,
team,201910060sdg,sdg,Turnovers,3,,,,,,
team,201910060sdg,den,Penalties-Yards,12-122,,,,,,
team,201910060sdg,sdg,Penalties-Yards,4-43,,,,,,
team,201910060sdg,den,Third Down Conv.,3-11,,,,,,
team,201910060sdg,sdg,Third Down Conv.,4-13,,,,,,
team,201910060sdg,den,Fourth Down Conv.,0-0,,,,,,
team,201910060sdg,sdg,Fourth Down Conv.,0-1,,,,,,
team,201910060sdg,den,Time of Possession,29:36,,,,,,
team,201910060sdg,sdg,Time of Possession,30:24,,,,,,
player,201910060sdg,den,FlacJo00,pass_cmp,14,,,,,
player,201910060sdg,den,FlacJo00,pass_att,20,,,,,
player,201910060sdg,den,FlacJo00,pass_yds,182,,,,,
player,201910060sdg,den,FlacJo00,pass_td,1,,,,,
player,201910060sdg,den,FlacJo00,pass_int,1,,,,,
player,201910060sdg,den,FlacJo00,pass_sacked,3,,,,,
player,201910060sdg,den,FlacJo00,pass_sacked_yds,23,,,,,
player,201910060sdg,den,FlacJo00,pass_long,70,,,,,
player,201910060sdg,den,FlacJo00,pass_rating,94.2,,,,,
player,201910060sdg,den,FlacJo00,rush_att,3,,,,,
player,201910060sdg,den,FlacJo00,rush_yds,7,,,,,
player,201910060sdg,den,FlacJo00,rush_td,0,,,,,
player,201910060sdg,den,FlacJo00,rush_long,6,,,,,
player,201910060sdg,den,FlacJo00,targets,0,,,,,
player,201910060sdg,den,FlacJo00,rec,0,,,,,
player,201910060sdg,den,FlacJo00,rec_yds,0,,,,,
player,201910060sdg,den,FlacJo00,rec_td,0,,,,,
player,201910060sdg,den,FlacJo00,rec_long,0,,,,,
player,201910060sdg,den,FlacJo00,fumbles,2,,,,,
player,201910060sdg,den,FlacJo00,fumbles_lost,1,,,,,
player,201910060sdg,den,LindPh00,pass_cmp,0,,,,,
player,201910060sdg,den,LindPh00,pass_att,0,,,,,
player,201910060sdg,den,LindPh00,pass_yds,0,,,,,
player,201910060sdg,den,LindPh00,pass_td,0,,,,,
player,201910060sdg,den,LindPh00,pass_int,0,,,,,
player,201910060sdg,den,LindPh00,pass_sacked,0,,,,,
player,201910060sdg,den,LindPh00,pass_sacked_yds,0,,,,,
player,201910060sdg,den,LindPh00,pass_long,0,,,,,
player,201910060sdg,den,LindPh00,pass_rating,,,,,,
player,201910060sdg,den,LindPh00,rush_att,15,,,,,
player,201910060sdg,den,LindPh00,rush_yds,114,,,,,
player,201910060sdg,den,LindPh00,rush_td,1,,,,,
player,201910060sdg,den,LindPh00,rush_long,32,,,,,
player,201910060sdg,den,LindPh00,targets,4,,,,,
player,201910060sdg,den,LindPh00,rec,4,,,,,
player,201910060sdg,den,LindPh00,rec_yds,33,,,,,
player,201910060sdg,den,LindPh00,rec_td,0,,,,,
player,201910060sdg,den,LindPh00,rec_long,13,,,,,
player,201910060sdg,den,LindPh00,fumbles,0,,,,,
player,201910060sdg,den,LindPh00,fumbles_lost,0,,,,,
player,201910060sdg,den,FreeRo00,pass_cmp,0,,,,,
player,201910060sdg,den,FreeRo00,pass_att,0,,,,,
player,201910060sdg,den,FreeRo00,pass_yds,0,,,,,
player,201910060sdg,den,FreeRo00,pass_td,0,,,,,
player,201910060sdg,den,FreeRo00,pass_int,0,,,,,
player,201910060sdg,den,FreeRo00,pass_sacked,0,,,,,
player,201910060sdg,den,FreeRo00,pass_sacked_yds,0,,,,,
player,201910060sdg,den,FreeRo00,pass_long,0,,,,,
player,201910060sdg,den,FreeRo00,pass_rating,,,,,,
player,201910060sdg,den,FreeRo00,rush_att,13,,,,,
player,201910060sdg,den,FreeRo00,rush_yds,61,,,,,
player,201910060sdg,den,FreeRo00,rush_td,0,,,,,
player,201910060sdg,den,FreeRo00,rush_long,11,,,,,
player,201910060sdg,den,FreeRo00,targets,2,,,,,
player,201910060sdg,den,FreeRo00,rec,2,,,,,
player,201910060sdg,den,FreeRo00,rec_yds,6,,,,,
player,201910060sdg,den,FreeRo00,rec_td,0,,,,,
player,201910060sdg,den,FreeRo00,rec_long,6,,,,,
player,201910060sdg,den,FreeRo00,fumbles,0,,,,,
player,201910060sdg,den,FreeRo00,fumbles_lost,0,,,,,
player,201910060sdg,den,SpenDi00,pass_cmp,0,,,,,
player,201910060sdg,den,SpenDi00,pass_att,0,,,,,
player,201910060sdg,den,SpenDi00,pass_yds,0,,,,,
player,201910060sdg,den,SpenDi00,pass_td,0,,,,,
player,201910060sdg,den,SpenDi00,pass_int,0,,,,,
player,201910060sdg,den,SpenDi00,pass_sacked,0,,,,,
player,201910060sdg,den,SpenDi00,pass_sacked_yds,0,,,,,
player,201910060sdg,den,SpenDi00,pass_long,0,,,,,
player,201910060sdg,den,SpenDi00,pass_rating,,,,,,
player,201910060sdg,den,SpenDi00,rush_att,1,,,,,
player,201910060sdg,den,SpenDi00,rush_yds,9,,,,,
player,201910060sdg,den,SpenDi00,rush_td,0,,,,,
player,201910060sdg,den,SpenDi00,rush_long,9,,,,,
player,201910060sdg,den,SpenDi00,targets,0,,,,,
player,201910060sdg,den,SpenDi00,rec,0,,,,,
player,201910060sdg,den,SpenDi00,rec_yds,0,,,,,
player,201910060sdg,den,SpenDi00,rec_td,0,,,,,
player,201910060sdg,den,SpenDi00,rec_long,0,,,,,
player,201910060sdg,den,SpenDi00,fumbles,0,,,,,
player,201910060sdg,den,SpenDi00,fumbles_lost,0,,,,,
