game,2019,10,20191110,201911100oti,kan,"Kansas City Chiefs",32,oti,"Tennessee Titans",35
player,201911100oti,kan,SoreDa01,tackles_combined,9,,,,,
player,201911100oti,kan,SoreDa01,tackles_solo,6,,,,,
player,201911100oti,kan,SoreDa01,tackles_assists,3,,,,,
player,201911100oti,kan,SoreDa01,tackles_loss,0,,,,,
player,201911100oti,kan,SoreDa01,qb_hits,0,,,,,
player,201911100oti,kan,SoreDa01,fumbles_rec,0,,,,,
player,201911100oti,kan,SoreDa01,fumbles_rec_yds,0,,,,,
player,201911100oti,kan,SoreDa01,fumbles_rec_td,0,,,,,
player,201911100oti,kan,SoreDa01,fumbles_forced,0,,,,,
player,201911100oti,kan,HitcAn00,def_int,0,,,,,
player,201911100oti,kan,HitcAn00,def_int_yds,0,,,,,
player,201911100oti,kan,HitcAn00,def_int_td,0,,,,,
player,201911100oti,kan,HitcAn00,def_int_long,0,,,,,
player,201911100oti,kan,HitcAn00,pass_defended,0,,,,,
player,201911100oti,kan,HitcAn00,sacks,0.0,,,,,
player,201911100oti,kan,HitcAn00,tackles_combined,5,,,,,
player,201911100oti,kan,HitcAn00,tackles_solo,4,,,,,
player,201911100oti,kan,HitcAn00,tackles_assists,1,,,,,
player,201911100oti,kan,HitcAn00,tackles_loss,1,,,,,
player,201911100oti,kan,HitcAn00,qb_hits,1,,,,,
player,201911100oti,kan,HitcAn00,fumbles_rec,0,,,,,
player,201911100oti,kan,HitcAn00,fumbles_rec_yds,0,,,,,
player,201911100oti,kan,HitcAn00,fumbles_rec_td,0,,,,,
player,201911100oti,kan,HitcAn00,fumbles_forced,0,,,,,
player,201911100oti,kan,ThorJu00,def_int,0,,,,,
player,201911100oti,kan,ThorJu00,def_int_yds,0,,,,,
player,201911100oti,kan,ThorJu00,def_int_td,0,,,,,
player,201911100oti,kan,ThorJu00,def_int_long,0,,,,,
player,201911100oti,kan,ThorJu00,pass_defended,0,,,,,
player,201911100oti,kan,ThorJu00,sacks,0.0,,,,,
player,201911100oti,kan,ThorJu00,tackles_combined,5,,,,,
player,201911100oti,kan,ThorJu00,tackles_solo,2,,,,,
player,201911100oti,kan,ThorJu00,tackles_assists,3,,,,,
player,201911100oti,kan,ThorJu00,tackles_loss,0,,,,,
player,201911100oti,kan,ThorJu00,qb_hits,0,,,,,
player,201911100oti,kan,ThorJu00,fumbles_rec,0,,,,,
player,201911100oti,kan,ThorJu00,fumbles_rec_yds,0,,,,,
player,201911100oti,kan,ThorJu00,fumbles_rec_td,0,,,,,
player,201911100oti,kan,ThorJu00,fumbles_forced,0,,,,,
player,201911100oti,kan,WardCh01,def_int,0,,,,,
player,201911100oti,kan,WardCh01,def_int_yds,0,,,,,
player,201911100oti,kan,WardCh01,def_int_td,0,,,,,
player,201911100oti,kan,WardCh01,def_int_long,0,,,,,
player,201911100oti,kan,WardCh01,pass_defended,0,,,,,
player,201911100oti,kan,WardCh01,sacks,0.0,,,,,
player,201911100oti,kan,WardCh01,tackles_combined,4,,,,,
player,201911100oti,kan,WardCh01,tackles_solo,3,,,,,
player,201911100oti,kan,WardCh01,tackles_assists,1,,,,,
player,201911100oti,kan,WardCh01,tackles_loss,0,,,,,
player,201911100oti,kan,WardCh01,qb_hits,0,,,,,
player,201911100oti,kan,WardCh01,fumbles_rec,0,,,,,
player,201911100oti,kan,WardCh01,fumbles_rec_yds,0,,,,,
player,201911100oti,kan,WardCh01,fumbles_rec_td,0,,,,,
player,201911100oti,kan,WardCh01,fumbles_forced,0,,,,,
player,201911100oti,kan,MathTy00,def_int,0,,,,,
player,201911100oti,kan,MathTy00,def_int_yds,0,,,,,
player,201911100oti,kan,MathTy00,def_int_td,0,,,,,
player,201911100oti,kan,MathTy00,def_int_long,0,,,,,
player,201911100oti,kan,MathTy00,pass_defended,0,,,,,
player,201911100oti,kan,MathTy00,sacks,0.0,,,,,
player,201911100oti,kan,MathTy00,tackles_combined,3,,,,,
player,201911100oti,kan,MathTy00,tackles_solo,3,,,,,
player,201911100oti,kan,MathTy00,tackles_assists,0,,,,,
player,201911100oti,kan,MathTy00,tackles_loss,0,,,,,
player,201911100oti,kan,MathTy00,qb_hits,0,,,,,
player,201911100oti,kan,MathTy00,fumbles_rec,0,,,,,
player,201911100oti,kan,MathTy00,fumbles_rec_yds,0,,,,,
player,201911100oti,kan,MathTy00,fumbles_rec_td,0,,,,,
player,201911100oti,kan,MathTy00,fumbles_forced,0,,,,,
player,201911100oti,kan,FentRa00,def_int,0,,,,,
player,201911100oti,kan,FentRa00,def_int_yds,0,,,,,
player,201911100oti,kan,FentRa00,def_int_td,0,,,,,
player,201911100oti,kan,FentRa00,def_int_long,0,,,,,
player,201911100oti,kan,FentRa00,pass_defended,0,,,,,
player,201911100oti,kan,FentRa00,sacks,0.0,,,,,
player,201911100oti,kan,FentRa00,tackles_combined,2,,,,,
player,201911100oti,kan,FentRa00,tackles_solo,1,,,,,
player,201911100oti,kan,FentRa00,tackles_assists,1,,,,,
player,201911100oti,kan,FentRa00,tackles_loss,0,,,,,
player,201911100oti,kan,FentRa00,qb_hits,1,,,,,
player,201911100oti,kan,FentRa00,fumbles_rec,0,,,,,
player,201911100oti,kan,FentRa00,fumbles_rec_yds,0,,,,,
player,201911100oti,kan,FentRa00,fumbles_rec_td,0,,,,,
player,201911100oti,kan,FentRa00,fumbles_forced,0,,,,,
player,201911100oti,kan,BreeBa00,def_int,0,,,,,
player,201911100oti,kan,BreeBa00,def_int_yds,0,,,,,
player,201911100oti,kan,BreeBa00,def_int_td,0,,,,,
player,201911100oti,kan,BreeBa00,def_int_long,0,,,,,
player,201911100oti,kan,BreeBa00,pass_defended,1,,,,,
player,201911100oti,kan,BreeBa00,sacks,0.0,,,,,
player,201911100oti,kan,BreeBa00,tackles_combined,1,,,,,
player,201911100oti,kan,BreeBa00,tackles_solo,1,,,,,
player,201911100oti,kan,BreeBa00,tackles_assists,0,,,,,
player,201911100oti,kan,BreeBa00,tackles_loss,0,,,,,
player,201911100oti,kan,BreeBa00,qb_hits,0,,,,,
player,201911100oti,kan,BreeBa00,fumbles_rec,0,,,,,
player,201911100oti,kan,BreeBa00,fumbles_rec_yds,0,,,,,
player,201911100oti,kan,BreeBa00,fumbles_rec_td,0,,,,,
player,201911100oti,kan,BreeBa00,fumbles_forced,0,,,,,
player,201911100oti,kan,ClaiMo00,def_int,0,,,,,
player,201911100oti,kan,ClaiMo00,def_int_yds,0,,,,,
player,201911100oti,kan,ClaiMo00,def_int_td,0,,,,,
player,201911100oti,kan,ClaiMo00,def_int_long,0,,,,,
player,201911100oti,kan,ClaiMo00,pass_defended,0,,,,,
player,201911100oti,kan,ClaiMo00,sacks,0.0,,,,,
player,201911100oti,kan,ClaiMo00,tackles_combined,1,,,,,
player,201911100oti,kan,ClaiMo00,tackles_solo,0,,,,,
player,201911100oti,kan,ClaiMo00,tackles_assists,1,,,,,
player,201911100oti,kan,ClaiMo00,tackles_loss,0,,,,,
player,201911100oti,kan,ClaiMo00,qb_hits,0,,,,,
player,201911100oti,kan,ClaiMo00,fumbles_rec,0,,,,,
player,201911100oti,kan,ClaiMo00,fumbles_rec_yds,0,,,,,
player,201911100oti,kan,ClaiMo00,fumbles_rec_td,0,,,,,
player,201911100oti,kan,ClaiMo00,fumbles_forced,0,,,,,
player,201911100oti,kan,KpasTa00,def_int,0,,,,,
player,201911100oti,kan,KpasTa00,def_int_yds,0,,,,,
player,201911100oti,kan,KpasTa00,def_int_td,0,,,,,
player,201911100oti,kan,KpasTa00,def_int_long,0,,,,,
player,201911100oti,kan,KpasTa00,pass_defended,0,,,,,
player,201911100oti,kan,KpasTa00,sacks,0.0,,,,,
player,201911100oti,kan,KpasTa00,tackles_combined,1,,,,,
player,201911100oti,kan,KpasTa00,tackles_solo,1,,,,,
player,201911100oti,kan,KpasTa00,tackles_assists,0,,,,,
player,201911100oti,kan,KpasTa00,tackles_loss,0,,,,,
player,201911100oti,kan,KpasTa00,qb_hits,1,,,,,
player,201911100oti,kan,KpasTa00,fumbles_rec,1,,,,,
player,201911100oti,kan,KpasTa00,fumbles_rec_yds,0,,,,,
player,201911100oti,kan,KpasTa00,fumbles_rec_td,0,,,,,
player,201911100oti,kan,KpasTa00,fumbles_forced,0,,,,,
player,201911100oti,kan,NiemBe00,def_int,0,,,,,
player,201911100oti,kan,NiemBe00,def_int_yds,0,,,,,
player,201911100oti,kan,NiemBe00,def_int_td,0,,,,,
player,201911100oti,kan,NiemBe00,def_int_long,0,,,,,
player,201911100oti,kan,NiemBe00,pass_defended,0,,,,,
player,201911100oti,kan,NiemBe00,sacks,0.0,,,,,
player,201911100oti,kan,NiemBe00,tackles_combined,1,,,,,
player,201911100oti,kan,NiemBe00,tackles_solo,0,,,,,
player,201911100oti,kan,NiemBe00,tackles_assists,1,,,,,
player,201911100oti,kan,NiemBe00,tackles_loss,0,,,,,
player,201911100oti,kan,NiemBe00,qb_hits,1,,,,,
player,201911100oti,kan,NiemBe00,fumbles_rec,0,,,,,
player,201911100oti,kan,NiemBe00,fumbles_rec_yds,0,,,,,
player,201911100oti,kan,NiemBe00,fumbles_rec_td,0,,,,,
player,201911100oti,kan,NiemBe00,fumbles_forced,0,,,,,
player,201911100oti,kan,NnadDe00,def_int,0,,,,,
player,201911100oti,kan,NnadDe00,def_int_yds,0,,,,,
player,201911100oti,kan,NnadDe00,def_int_td,0,,,,,
player,201911100oti,kan,NnadDe00,def_int_long,0,,,,,
player,201911100oti,kan,NnadDe00,pass_defended,0,,,,,
player,201911100oti,kan,NnadDe00,sacks,0.0,,,,,
player,201911100oti,kan,NnadDe00,tackles_combined,1,,,,,
player,201911100oti,kan,NnadDe00,tackles_solo,1,,,,,
player,201911100oti,kan,NnadDe00,tackles_assists,0,,,,,
player,201911100oti,kan,NnadDe00,tackles_loss,0,,,,,
player,201911100oti,kan,NnadDe00,qb_hits,0,,,,,
player,201911100oti,kan,NnadDe00,fumbles_rec,0,,,,,
player,201911100oti,kan,NnadDe00,fumbles_rec_yds,0,,,,,
player,201911100oti,kan,NnadDe00,fumbles_rec_td,0,,,,,
player,201911100oti,kan,NnadDe00,fumbles_forced,0,,,,,
player,201911100oti,kan,RaglRe00,def_int,0,,,,,
player,201911100oti,kan,RaglRe00,def_int_yds,0,,,,,
player,201911100oti,kan,RaglRe00,def_int_td,0,,,,,
player,201911100oti,kan,RaglRe00,def_int_long,0,,,,,
player,201911100oti,kan,RaglRe00,pass_defended,0,,,,,
player,201911100oti,kan,RaglRe00,sacks,0.0,,,,,
player,201911100oti,kan,RaglRe00,tackles_combined,1,,,,,
player,201911100oti,kan,RaglRe00,tackles_solo,1,,,,,
player,201911100oti,kan,RaglRe00,tackles_assists,0,,,,,
player,201911100oti,kan,RaglRe00,tackles_loss,0,,,,,
player,201911100oti,kan,RaglRe00,qb_hits,0,,,,,
player,201911100oti,kan,RaglRe00,fumbles_rec,0,,,,,
player,201911100oti,kan,RaglRe00,fumbles_rec_yds,0,,,,,
player,201911100oti,kan,RaglRe00,fumbles_rec_td,0,,,,,
player,201911100oti,kan,RaglRe00,fumbles_forced,0,,,,,
player,201911100oti,kan,SaunKh00,def_int,0,,,,,
player,201911100oti,kan,SaunKh00,def_int_yds,0,,,,,
player,201911100oti,kan,SaunKh00,def_int_td,0,,,,,
player,201911100oti,kan,SaunKh00,def_int_long,0,,,,,
player,201911100oti,kan,SaunKh00,pass_defended,0,,,,,
player,201911100oti,kan,SaunKh00,sacks,0.0,,,,,
player,201911100oti,kan,SaunKh00,tackles_combined,1,,,,,
player,201911100oti,kan,SaunKh00,tackles_solo,1,,,,,
player,201911100oti,kan,SaunKh00,tackles_assists,0,,,,,
player,201911100oti,kan,SaunKh00,tackles_loss,0,,,,,
player,201911100oti,kan,SaunKh00,qb_hits,0,,,,,
player,201911100oti,kan,SaunKh00,fumbles_rec,0,,,,,
player,201911100oti,kan,SaunKh00,fumbles_rec_yds,0,,,,,
player,201911100oti,kan,SaunKh00,fumbles_rec_td,0,,,,,
player,201911100oti,kan,SaunKh00,fumbles_forced,0,,,,,
player,201911100oti,kan,WilsDa02,def_int,0,,,,,
player,201911100oti,kan,WilsDa02,def_int_yds,0,,,,,
player,201911100oti,kan,WilsDa02,def_int_td,0,,,,,
player,201911100oti,kan,WilsDa02,def_int_long,0,,,,,
player,201911100oti,kan,WilsDa02,pass_defended,0,,,,,
player,201911100oti,kan,WilsDa02,sacks,0.0,,,,,
player,201911100oti,kan,WilsDa02,tackles_combined,1,,,,,
player,201911100oti,kan,WilsDa02,tackles_solo,0,,,,,
player,201911100oti,kan,WilsDa02,tackles_assists,1,,,,,
player,201911100oti,kan,WilsDa02,tackles_loss,0,,,,,
player,201911100oti,kan,WilsDa02,qb_hits,0,,,,,
player,201911100oti,kan,WilsDa02,fumbles_rec,0,,,,,
player,201911100oti,kan,WilsDa02,fumbles_rec_yds,0,,,,,
player,201911100oti,kan,WilsDa02,fumbles_rec_td,0,,,,,
player,201911100oti,kan,WilsDa02,fumbles_forced,0,,,,,
player,201911100oti,kan,ColqDu20,def_int,0,,,,,
player,201911100oti,kan,ColqDu20,def_int_yds,0,,,,,
player,201911100oti,kan,ColqDu20,def_int_td,0,,,,,
player,201911100oti,kan,ColqDu20,def_int_long,0,,,,,
player,201911100oti,kan,ColqDu20,pass_defended,0,,,,,
player,201911100oti,kan,ColqDu20,sacks,0.0,,,,,
player,201911100oti,kan,ColqDu20,tackles_combined,0,,,,,
player,201911100oti,kan,ColqDu20,tackles_solo,0,,,,,
player,201911100oti,kan,ColqDu20,tackles_assists,0,,,,,
player,201911100oti,kan,ColqDu20,tackles_loss,0,,,,,
player,201911100oti,kan,ColqDu20,qb_hits,0,,,,,
player,201911100oti,kan,ColqDu20,fumbles_rec,1,,,,,
player,201911100oti,kan,ColqDu20,fumbles_rec_yds,0,,,,,
player,201911100oti,kan,ColqDu20,fumbles_rec_td,0,,,,,
player,201911100oti,kan,ColqDu20,fumbles_forced,0,,,,,
player,201911100oti,oti,EvanRa01,def_int,0,,,,,
player,201911100oti,oti,EvanRa01,def_int_yds,0,,,,,
player,201911100oti,oti,EvanRa01,def_int_td,0,,,,,
player,201911100oti,oti,EvanRa01,def_int_long,0,,,,,
player,201911100oti,oti,EvanRa01,pass_defended,0,,,,,
player,201911100oti,oti,EvanRa01,sacks,1.0,,,,,
player,201911100oti,oti,EvanRa01,tackles_combined,7,,,,,
player,201911100oti,oti,EvanRa01,tackles_solo,3,,,,,
player,201911100oti,oti,EvanRa01,tackles_assists,4,,,,,
player,201911100oti,oti,EvanRa01,tackles_loss,2,,,,,
player,201911100oti,oti,EvanRa01,qb_hits,1,,,,,
player,201911100oti,oti,EvanRa01,fumbles_rec,1,,,,,
player,201911100oti,oti,EvanRa01,fumbles_rec_yds,53,,,,,
player,201911100oti,oti,EvanRa01,fumbles_rec_td,1,,,,,
player,201911100oti,oti,EvanRa01,fumbles_forced,0,,,,,
player,201911100oti,oti,LandHa00,def_int,0,,,,,
player,201911100oti,oti,LandHa00,def_int_yds,0,,,,,
player,201911100oti,oti,LandHa00,def_int_td,0,,,,,
player,201911100oti,oti,LandHa00,def_int_long,0,,,,,
player,201911100oti,oti,LandHa00,pass_defended,0,,,,,
player,201911100oti,oti,LandHa00,sacks,1.0,,,,,
player,201911100oti,oti,LandHa00,tackles_combined,3,,,,,
player,201911100oti,oti,LandHa00,tackles_solo,1,,,,,
player,201911100oti,oti,LandHa00,tackles_assists,2,,,,,
player,201911100oti,oti,LandHa00,tackles_loss,1,,,,,
player,201911100oti,oti,LandHa00,qb_hits,1,,,,,
player,201911100oti,oti,LandHa00,fumbles_rec,0,,,,,
player,201911100oti,oti,LandHa00,fumbles_rec_yds,0,,,,,
player,201911100oti,oti,LandHa00,fumbles_rec_td,0,,,,,
player,201911100oti,oti,LandHa00,fumbles_forced,0,,,,,
player,201911100oti,oti,RyanLo00,def_int,0,,,,,
player,201911100oti,oti,RyanLo00,def_int_yds,0,,,,,
player,201911100oti,oti,RyanLo00,def_int_td,0,,,,,
player,201911100oti,oti,RyanLo00,def_int_long,0,,,,,
player,201911100oti,oti,RyanLo00,pass_defended,3,,,,,
player,201911100oti,oti,RyanLo00,sacks,0.0,,,,,
player,201911100oti,oti,RyanLo00,tackles_combined,13,,,,,
player,201911100oti,oti,RyanLo00,tackles_solo,9,,,,,
player,201911100oti,oti,RyanLo00,tackles_assists,4,,,,,
player,201911100oti,oti,RyanLo00,tackles_loss,1,,,,,
player,201911100oti,oti,RyanLo00,qb_hits,0,,,,,
player,201911100oti,oti,RyanLo00,fumbles_rec,0,,,,,
player,201911100oti,oti,RyanLo00,fumbles_rec_yds,0,,,,,
player,201911100oti,oti,RyanLo00,fumbles_rec_td,0,,,,,
player,201911100oti,oti,RyanLo00,fumbles_forced,0,,,,,
player,201911100oti,oti,SimsLe00,def_int,0,,,,,
player,201911100oti,oti,SimsLe00,def_int_yds,0,,,,,
player,201911100oti,oti,SimsLe00,def_int_td,0,,,,,
player,201911100oti,oti,SimsLe00,def_int_long,0,,,,,
player,201911100oti,oti,SimsLe00,pass_defended,0,,,,,
player,201911100oti,oti,SimsLe00,sacks,0.0,,,,,
player,201911100oti,oti,SimsLe00,tackles_combined,11,,,,,
player,201911100oti,oti,SimsLe00,tackles_solo,9,,,,,
player,201911100oti,oti,SimsLe00,tackles_assists,2,,,,,
player,201911100oti,oti,SimsLe00,tackles_loss,0,,,,,
player,201911100oti,oti,SimsLe00,qb_hits,0,,,,,
player,201911100oti,oti,SimsLe00,fumbles_rec,0,,,,,
player,201911100oti,oti,SimsLe00,fumbles_rec_yds,0,,,,,
player,201911100oti,oti,SimsLe00,fumbles_rec_td,0,,,,,
player,201911100oti,oti,SimsLe00,fumbles_forced,0,,,,,
player,201911100oti,oti,JackAd00,def_int,0,,,,,
player,201911100oti,oti,JackAd00,def_int_yds,0,,,,,
player,201911100oti,oti,JackAd00,def_int_td,0,,,,,
player,201911100oti,oti,JackAd00,def_int_long,0,,,,,
player,201911100oti,oti,JackAd00,pass_defended,2,,,,,
player,201911100oti,oti,JackAd00,sacks,0.0,,,,,
player,201911100oti,oti,JackAd00,tackles_combined,8,,,,,
player,201911100oti,oti,JackAd00,tackles_solo,6,,,,,
player,201911100oti,oti,JackAd00,tackles_assists,2,,,,,
player,201911100oti,oti,JackAd00,tackles_loss,0,,,,,
player,201911100oti,oti,JackAd00,qb_hits,0,,,,,
player,201911100oti,oti,JackAd00,fumbles_rec,0,,,,,
player,201911100oti,oti,JackAd00,fumbles_rec_yds,0,,,,,
player,201911100oti,oti,JackAd00,fumbles_rec_td,0,,,,,
player,201911100oti,oti,JackAd00,fumbles_forced,0,,,,,
player,201911100oti,oti,LongDa04,def_int,0,,,,,
player,201911100oti,oti,LongDa04,def_int_yds,0,,,,,
player,201911100oti,oti,LongDa04,def_int_td,0,,,,,
player,201911100oti,oti,LongDa04,def_int_long,0,,,,,
player,201911100oti,oti,LongDa04,pass_defended,0,,,,,
player,201911100oti,oti,LongDa04,sacks,0.0,,,,,
player,201911100oti,oti,LongDa04,tackles_combined,8,,,,,
player,201911100oti,oti,LongDa04,tackles_solo,5,,,,,
player,201911100oti,oti,LongDa04,tackles_assists,3,,,,,
player,201911100oti,oti,LongDa04,tackles_loss,0,,,,,
player,201911100oti,oti,LongDa04,qb_hits,0,,,,,
player,201911100oti,oti,LongDa04,fumbles_rec,0,,,,,
player,201911100oti,oti,LongDa04,fumbles_rec_yds,0,,,,,
player,201911100oti,oti,LongDa04,fumbles_rec_td,0,,,,,
player,201911100oti,oti,LongDa04,fumbles_forced,1,,,,,
player,201911100oti,oti,VaccKe00,def_int,0,,,,,
player,201911100oti,oti,VaccKe00,def_int_yds,0,,,,,
player,201911100oti,oti,VaccKe00,def_int_td,0,,,,,
player,201911100oti,oti,VaccKe00,def_int_long,0,,,,,
player,201911100oti,oti,VaccKe00,pass_defended,1,,,,,
player,201911100oti,oti,VaccKe00,sacks,0.0,,,,,
player,201911100oti,oti,VaccKe00,tackles_combined,6,,,,,
player,201911100oti,oti,VaccKe00,tackles_solo,1,,,,,
player,201911100oti,oti,VaccKe00,tackles_assists,5,,,,,
player,201911100oti,oti,VaccKe00,tackles_loss,0,,,,,
player,201911100oti,oti,VaccKe00,qb_hits,0,,,,,
player,201911100oti,oti,VaccKe00,fumbles_rec,0,,,,,
player,201911100oti,oti,VaccKe00,fumbles_rec_yds,0,,,,,
player,201911100oti,oti,VaccKe00,fumbles_rec_td,0,,,,,
player,201911100oti,oti,VaccKe00,fumbles_forced,0,,,,,
player,201911100oti,oti,WoodWe20,def_int,0,,,,,
player,201911100oti,oti,WoodWe20,def_int_yds,0,,,,,
player,201911100oti,oti,WoodWe20,def_int_td,0,,,,,
player,201911100oti,oti,WoodWe20,def_int_long,0,,,,,
player,201911100oti,oti,WoodWe20,pass_defended,0,,,,,
player,201911100oti,oti,WoodWe20,sacks,0.0,,,,,
player,201911100oti,oti,WoodWe20,tackles_combined,6,,,,,
player,201911100oti,oti,WoodWe20,tackles_solo,4,,,,,
player,201911100oti,oti,WoodWe20,tackles_assists,2,,,,,
player,201911100oti,oti,WoodWe20,tackles_loss,0,,,,,
player,201911100oti,oti,WoodWe20,qb_hits,0,,,,,
player,201911100oti,oti,WoodWe20,fumbles_rec,0,,,,,
player,201911100oti,oti,WoodWe20,fumbles_rec_yds,0,,,,,
player,201911100oti,oti,WoodWe20,fumbles_rec_td,0,,,,,
player,201911100oti,oti,WoodWe20,fumbles_forced,0,,,,,
player,201911100oti,oti,ByarKe01,def_int,0,,,,,
player,201911100oti,oti,ByarKe01,def_int_yds,0,,,,,
player,201911100oti,oti,ByarKe01,def_int_td,0,,,,,
player,201911100oti,oti,ByarKe01,def_int_long,0,,,,,
player,201911100oti,oti,ByarKe01,pass_defended,0,,,,,
player,201911100oti,oti,ByarKe01,sacks,0.0,,,,,
player,201911100oti,oti,ByarKe01,tackles_combined,5,,,,,
player,201911100oti,oti,ByarKe01,tackles_solo,3,,,,,
player,201911100oti,oti,ByarKe01,tackles_assists,2,,,,,
player,201911100oti,oti,ByarKe01,tackles_loss,0,,,,,
player,201911100oti,oti,ByarKe01,qb_hits,0,,,,,
player,201911100oti,oti,ByarKe01,fumbles_rec,0,,,,,
player,201911100oti,oti,ByarKe01,fumbles_rec_yds,0,,,,,
player,201911100oti,oti,ByarKe01,fumbles_rec_td,0,,,,,
player,201911100oti,oti,ByarKe01,fumbles_forced,0,,,,,
player,201911100oti,oti,CorrKa00,def_int,0,,,,,
player,201911100oti,oti,CorrKa00,def_int_yds,0,,,,,
player,201911100oti,oti,CorrKa00,def_int_td,0,,,,,
player,201911100oti,oti,CorrKa00,def_int_long,0,,,,,
player,201911100oti,oti,CorrKa00,pass_defended,0,,,,,
player,201911100oti,oti,CorrKa00,sacks,0.0,,,,,
player,201911100oti,oti,CorrKa00,tackles_combined,2,,,,,
player,201911100oti,oti,CorrKa00,tackles_solo,1,,,,,
player,201911100oti,oti,CorrKa00,tackles_assists,1,,,,,
player,201911100oti,oti,CorrKa00,tackles_loss,0,,,,,
player,201911100oti,oti,CorrKa00,qb_hits,1,,,,,
player,201911100oti,oti,CorrKa00,fumbles_rec,0,,,,,
player,201911100oti,oti,CorrKa00,fumbles_rec_yds,0,,,,,
player,201911100oti,oti,CorrKa00,fumbles_rec_td,0,,,,,
player,201911100oti,oti,CorrKa00,fumbles_forced,0,,,,,
player,201911100oti,oti,FincSh00,def_int,0,,,,,
player,201911100oti,oti,FincSh00,def_int_yds,0,,,,,
player,201911100oti,oti,FincSh00,def_int_td,0,,,,,
player,201911100oti,oti,FincSh00,def_int_long,0,,,,,
player,201911100oti,oti,FincSh00,pass_defended,0,,,,,
player,201911100oti,oti,FincSh00,sacks,0.0,,,,,
player,201911100oti,oti,FincSh00,tackles_combined,2,,,,,
player,201911100oti,oti,FincSh00,tackles_solo,2,,,,,
player,201911100oti,oti,FincSh00,tackles_assists,0,,,,,
player,201911100oti,oti,FincSh00,tackles_loss,0,,,,,
player,201911100oti,oti,FincSh00,qb_hits,0,,,,,
player,201911100oti,oti,FincSh00,fumbles_rec,0,,,,,
player,201911100oti,oti,FincSh00,fumbles_rec_yds,0,,,,,
player,201911100oti,oti,FincSh00,fumbles_rec_td,0,,,,,
player,201911100oti,oti,FincSh00,fumbles_forced,0,,,,,
player,201911100oti,oti,GilbRe01,def_int,0,,,,,
player,201911100oti,oti,GilbRe01,def_int_yds,0,,,,,
player,201911100oti,oti,GilbRe01,def_int_td,0,,,,,
player,201911100oti,oti,GilbRe01,def_int_long,0,,,,,
player,201911100oti,oti,GilbRe01,pass_defended,0,,,,,
player,201911100oti,oti,GilbRe01,sacks,0.0,,,,,
player,201911100oti,oti,GilbRe01,tackles_combined,2,,,,,
player,201911100oti,oti,GilbRe01,tackles_solo,1,,,,,
player,201911100oti,oti,GilbRe01,tackles_assists,1,,,,,
player,201911100oti,oti,GilbRe01,tackles_loss,0,,,,,
player,201911100oti,oti,GilbRe01,qb_hits,0,,,,,
player,201911100oti,oti,GilbRe01,fumbles_rec,0,,,,,
player,201911100oti,oti,GilbRe01,fumbles_rec_yds,0,,,,,
player,201911100oti,oti,GilbRe01,fumbles_rec_td,0,,,,,
player,201911100oti,oti,GilbRe01,fumbles_forced,0,,,,,
player,201911100oti,oti,HookAm00,def_int,0,,,,,
player,201911100oti,oti,HookAm00,def_int_yds,0,,,,,
player,201911100oti,oti,HookAm00,def_int_td,0,,,,,
player,201911100oti,oti,HookAm00,def_int_long,0,,,,,
player,201911100oti,oti,HookAm00,pass_defended,0,,,,,
player,201911100oti,oti,HookAm00,sacks,0.0,,,,,
player,201911100oti,oti,HookAm00,tackles_combined,2,,,,,
player,201911100oti,oti,HookAm00,tackles_solo,1,,,,,
player,201911100oti,oti,HookAm00,tackles_assists,1,,,,,
player,201911100oti,oti,HookAm00,tackles_loss,0,,,,,
player,201911100oti,oti,HookAm00,qb_hits,0,,,,,
player,201911100oti,oti,HookAm00,fumbles_rec,0,,,,,
player,201911100oti,oti,HookAm00,fumbles_rec_yds,0,,,,,
player,201911100oti,oti,HookAm00,fumbles_rec_td,0,,,,,
player,201911100oti,oti,HookAm00,fumbles_forced,0,,,,,
player,201911100oti,oti,JohnAu01,def_int,0,,,,,
player,201911100oti,oti,JohnAu01,def_int_yds,0,,,,,
player,201911100oti,oti,JohnAu01,def_int_td,0,,,,,
player,201911100oti,oti,JohnAu01,def_int_long,0,,,,,
player,201911100oti,oti,JohnAu01,pass_defended,0,,,,,
player,201911100oti,oti,JohnAu01,sacks,0.0,,,,,
player,201911100oti,oti,JohnAu01,tackles_combined,2,,,,,
player,201911100oti,oti,JohnAu01,tackles_solo,1,,,,,
player,201911100oti,oti,JohnAu01,tackles_assists,1,,,,,
player,201911100oti,oti,JohnAu01,tackles_loss,0,,,,,
player,201911100oti,oti,JohnAu01,qb_hits,0,,,,,
player,201911100oti,oti,JohnAu01,fumbles_rec,0,,,,,
player,201911100oti,oti,JohnAu01,fumbles_rec_yds,0,,,,,
player,201911100oti,oti,JohnAu01,fumbles_rec_td,0,,,,,
player,201911100oti,oti,JohnAu01,fumbles_forced,0,,,,,
player,201911100oti,oti,JoneDa04,def_int,0,,,,,
player,201911100oti,oti,JoneDa04,def_int_yds,0,,,,,
player,201911100oti,oti,JoneDa04,def_int_td,0,,,,,
player,201911100oti,oti,JoneDa04,def_int_long,0,,,,,
player,201911100oti,oti,JoneDa04,pass_defended,0,,,,,
player,201911100oti,oti,JoneDa04,sacks,0.0,,,,,
player,201911100oti,oti,JoneDa04,tackles_combined,2,,,,,
player,201911100oti,oti,JoneDa04,tackles_solo,2,,,,,
player,201911100oti,oti,JoneDa04,tackles_assists,0,,,,,
