game,2019,6,20191010,201910100nwe,nyg,"New York Giants",14,nwe,"New England Patriots",35
player,201910100nwe,nwe,CalhSh00,fumbles_forced,0,,,,,
player,201910100nwe,nyg,BallCo00,kick_ret,2,,,,,
player,201910100nwe,nyg,BallCo00,kick_ret_yds,53,,,,,
player,201910100nwe,nyg,BallCo00,kick_ret_yds_per_ret,26.5,,,,,
player,201910100nwe,nyg,BallCo00,kick_ret_td,0,,,,,
player,201910100nwe,nyg,BallCo00,kick_ret_long,29,,,,,
player,201910100nwe,nyg,BallCo00,punt_ret,0,,,,,
player,201910100nwe,nyg,BallCo00,punt_ret_yds,0,,,,,
player,201910100nwe,nyg,BallCo00,punt_ret_yds_per_ret,,,,,,
player,201910100nwe,nyg,BallCo00,punt_ret_td,0,,,,,
player,201910100nwe,nyg,BallCo00,punt_ret_long,0,,,,,
player,201910100nwe,nwe,OlszGu00,kick_ret,0,,,,,
player,201910100nwe,nwe,OlszGu00,kick_ret_yds,0,,,,,
player,201910100nwe,nwe,OlszGu00,kick_ret_yds_per_ret,,,,,,
player,201910100nwe,nwe,OlszGu00,kick_ret_td,0,,,,,
player,201910100nwe,nwe,OlszGu00,kick_ret_long,0,,,,,
player,201910100nwe,nwe,OlszGu00,punt_ret,1,,,,,
player,201910100nwe,nwe,OlszGu00,punt_ret_yds,10,,,,,
player,201910100nwe,nwe,OlszGu00,punt_ret_yds_per_ret,10.0,,,,,
player,201910100nwe,nwe,OlszGu00,punt_ret_td,0,,,,,
player,201910100nwe,nwe,OlszGu00,punt_ret_long,10,,,,,
player,201910100nwe,nwe,BoldBr00,kick_ret,1,,,,,
player,201910100nwe,nwe,BoldBr00,kick_ret_yds,28,,,,,
player,201910100nwe,nwe,BoldBr00,kick_ret_yds_per_ret,28.0,,,,,
player,201910100nwe,nwe,BoldBr00,kick_ret_td,0,,,,,
player,201910100nwe,nwe,BoldBr00,kick_ret_long,28,,,,,
player,201910100nwe,nwe,BoldBr00,punt_ret,0,,,,,
player,201910100nwe,nwe,BoldBr00,punt_ret_yds,0,,,,,
player,201910100nwe,nwe,BoldBr00,punt_ret_yds_per_ret,,,,,,
player,201910100nwe,nwe,BoldBr00,punt_ret_td,0,,,,,
player,201910100nwe,nwe,BoldBr00,punt_ret_long,0,,,,,
player,201910100nwe,nyg,RosaAl00,xpm,2,,,,,
player,201910100nwe,nyg,RosaAl00,xpa,2,,,,,
player,201910100nwe,nyg,RosaAl00,fgm,,,,,,
player,201910100nwe,nyg,RosaAl00,fga,,,,,,
player,201910100nwe,nyg,RosaAl00,punt,0,,,,,
player,201910100nwe,nyg,RosaAl00,punt_yds,0,,,,,
player,201910100nwe,nyg,RosaAl00,punt_yds_per_punt,,,,,,
player,201910100nwe,nyg,RosaAl00,punt_long,0,,,,,
player,201910100nwe,nyg,DixoRi00,xpm,,,,,,
player,201910100nwe,nyg,DixoRi00,xpa,,,,,,
player,201910100nwe,nyg,DixoRi00,fgm,,,,,,
player,201910100nwe,nyg,DixoRi00,fga,,,,,,
player,201910100nwe,nyg,DixoRi00,punt,5,,,,,
player,201910100nwe,nyg,DixoRi00,punt_yds,196,,,,,
player,201910100nwe,nyg,DixoRi00,punt_yds_per_punt,39.2,,,,,
player,201910100nwe,nyg,DixoRi00,punt_long,53,,,,,
player,201910100nwe,nwe,nugenmik01,xpm,5,,,,,
player,201910100nwe,nwe,nugenmik01,xpa,5,,,,,
player,201910100nwe,nwe,nugenmik01,fgm,,,,,,
player,201910100nwe,nwe,nugenmik01,fga,1,,,,,
player,201910100nwe,nwe,nugenmik01,punt,0,,,,,
player,201910100nwe,nwe,nugenmik01,punt_yds,0,,,,,
player,201910100nwe,nwe,nugenmik01,punt_yds_per_punt,,,,,,
player,201910100nwe,nwe,nugenmik01,punt_long,0,,,,,
player,201910100nwe,nwe,BailJa00,xpm,,,,,,
player,201910100nwe,nwe,BailJa00,xpa,,,,,,
player,201910100nwe,nwe,BailJa00,fgm,,,,,,
player,201910100nwe,nwe,BailJa00,fga,,,,,,
player,201910100nwe,nwe,BailJa00,punt,3,,,,,
player,201910100nwe,nwe,BailJa00,punt_yds,122,,,,,
player,201910100nwe,nwe,BailJa00,punt_yds_per_punt,40.7,,,,,
player,201910100nwe,nwe,BailJa00,punt_long,46,,,,,
player,201910100nwe,nwe,MasoSh01,pos,G,,,,,
player,201910100nwe,nwe,MasoSh01,offense,82,,,,,
player,201910100nwe,nwe,MasoSh01,off_pct,100%,,,,,
player,201910100nwe,nwe,MasoSh01,defense,0,,,,,
player,201910100nwe,nwe,MasoSh01,def_pct,0%,,,,,
player,201910100nwe,nwe,MasoSh01,special_teams,6,,,,,
player,201910100nwe,nwe,MasoSh01,st_pct,23%,,,,,
player,201910100nwe,nwe,ThunJo00,pos,G,,,,,
player,201910100nwe,nwe,ThunJo00,offense,82,,,,,
player,201910100nwe,nwe,ThunJo00,off_pct,100%,,,,,
player,201910100nwe,nwe,ThunJo00,defense,0,,,,,
player,201910100nwe,nwe,ThunJo00,def_pct,0%,,,,,
player,201910100nwe,nwe,ThunJo00,special_teams,6,,,,,
player,201910100nwe,nwe,ThunJo00,st_pct,23%,,,,,
player,201910100nwe,nwe,KarrTe00,pos,C,,,,,
player,201910100nwe,nwe,KarrTe00,offense,82,,,,,
player,201910100nwe,nwe,KarrTe00,off_pct,100%,,,,,
player,201910100nwe,nwe,KarrTe00,defense,0,,,,,
player,201910100nwe,nwe,KarrTe00,def_pct,0%,,,,,
player,201910100nwe,nwe,KarrTe00,special_teams,6,,,,,
player,201910100nwe,nwe,KarrTe00,st_pct,23%,,,,,
player,201910100nwe,nwe,CannMa00,pos,T,,,,,
player,201910100nwe,nwe,CannMa00,offense,82,,,,,
player,201910100nwe,nwe,CannMa00,off_pct,100%,,,,,
player,201910100nwe,nwe,CannMa00,defense,0,,,,,
player,201910100nwe,nwe,CannMa00,def_pct,0%,,,,,
player,201910100nwe,nwe,CannMa00,special_teams,6,,,,,
player,201910100nwe,nwe,CannMa00,st_pct,23%,,,,,
player,201910100nwe,nwe,BradTo00,pos,QB,,,,,
player,201910100nwe,nwe,BradTo00,offense,82,,,,,
player,201910100nwe,nwe,BradTo00,off_pct,100%,,,,,
player,201910100nwe,nwe,BradTo00,defense,0,,,,,
player,201910100nwe,nwe,BradTo00,def_pct,0%,,,,,
player,201910100nwe,nwe,BradTo00,special_teams,0,,,,,
player,201910100nwe,nwe,BradTo00,st_pct,0%,,,,,
player,201910100nwe,nwe,NewhMa20,pos,T,,,,,
player,201910100nwe,nwe,NewhMa20,offense,82,,,,,
player,201910100nwe,nwe,NewhMa20,off_pct,100%,,,,,
player,201910100nwe,nwe,NewhMa20,defense,0,,,,,
player,201910100nwe,nwe,NewhMa20,def_pct,0%,,,,,
player,201910100nwe,nwe,NewhMa20,special_teams,0,,,,,
player,201910100nwe,nwe,NewhMa20,st_pct,0%,,,,,
player,201910100nwe,nwe,IzzoRy00,pos,TE,,,,,
player,201910100nwe,nwe,IzzoRy00,offense,80,,,,,
player,201910100nwe,nwe,IzzoRy00,off_pct,98%,,,,,
player,201910100nwe,nwe,IzzoRy00,defense,0,,,,,
player,201910100nwe,nwe,IzzoRy00,def_pct,0%,,,,,
player,201910100nwe,nwe,IzzoRy00,special_teams,2,,,,,
player,201910100nwe,nwe,IzzoRy00,st_pct,8%,,,,,
player,201910100nwe,nwe,EdelJu00,pos,WR,,,,,
player,201910100nwe,nwe,EdelJu00,offense,73,,,,,
player,201910100nwe,nwe,EdelJu00,off_pct,89%,,,,,
player,201910100nwe,nwe,EdelJu00,defense,0,,,,,
player,201910100nwe,nwe,EdelJu00,def_pct,0%,,,,,
player,201910100nwe,nwe,EdelJu00,special_teams,0,,,,,
player,201910100nwe,nwe,EdelJu00,st_pct,0%,,,,,
player,201910100nwe,nwe,MeyeJa01,pos,WR,,,,,
player,201910100nwe,nwe,MeyeJa01,offense,57,,,,,
player,201910100nwe,nwe,MeyeJa01,off_pct,70%,,,,,
player,201910100nwe,nwe,MeyeJa01,defense,0,,,,,
player,201910100nwe,nwe,MeyeJa01,def_pct,0%,,,,,
player,201910100nwe,nwe,MeyeJa01,special_teams,0,,,,,
player,201910100nwe,nwe,MeyeJa01,st_pct,0%,,,,,
player,201910100nwe,nwe,OlszGu00,pos,WR,,,,,
player,201910100nwe,nwe,OlszGu00,offense,50,,,,,
player,201910100nwe,nwe,OlszGu00,off_pct,61%,,,,,
player,201910100nwe,nwe,OlszGu00,defense,0,,,,,
player,201910100nwe,nwe,OlszGu00,def_pct,0%,,,,,
player,201910100nwe,nwe,OlszGu00,special_teams,12,,,,,
player,201910100nwe,nwe,OlszGu00,st_pct,46%,,,,,
player,201910100nwe,nwe,MichSo00,pos,RB,,,,,
player,201910100nwe,nwe,MichSo00,offense,41,,,,,
player,201910100nwe,nwe,MichSo00,off_pct,50%,,,,,
player,201910100nwe,nwe,MichSo00,defense,0,,,,,
player,201910100nwe,nwe,MichSo00,def_pct,0%,,,,,
player,201910100nwe,nwe,MichSo00,special_teams,0,,,,,
player,201910100nwe,nwe,MichSo00,st_pct,0%,,,,,
player,201910100nwe,nwe,WhitJa02,pos,RB,,,,,
player,201910100nwe,nwe,WhitJa02,offense,31,,,,,
player,201910100nwe,nwe,WhitJa02,off_pct,38%,,,,,
player,201910100nwe,nwe,WhitJa02,defense,0,,,,,
player,201910100nwe,nwe,WhitJa02,def_pct,0%,,,,,
player,201910100nwe,nwe,WhitJa02,special_teams,3,,,,,
player,201910100nwe,nwe,WhitJa02,st_pct,12%,,,,,
player,201910100nwe,nwe,GordJo02,pos,WR,,,,,
player,201910100nwe,nwe,GordJo02,offense,26,,,,,
player,201910100nwe,nwe,GordJo02,off_pct,32%,,,,,
player,201910100nwe,nwe,GordJo02,defense,0,,,,,
player,201910100nwe,nwe,GordJo02,def_pct,0%,,,,,
player,201910100nwe,nwe,GordJo02,special_teams,0,,,,,
player,201910100nwe,nwe,GordJo02,st_pct,0%,,,,,
player,201910100nwe,nwe,JohnJa12,pos,FB,,,,,
player,201910100nwe,nwe,JohnJa12,offense,19,,,,,
player,201910100nwe,nwe,JohnJa12,off_pct,23%,,,,,
player,201910100nwe,nwe,JohnJa12,defense,0,,,,,
player,201910100nwe,nwe,JohnJa12,def_pct,0%,,,,,
player,201910100nwe,nwe,JohnJa12,special_teams,3,,,,,
player,201910100nwe,nwe,JohnJa12,st_pct,12%,,,,,
player,201910100nwe,nwe,LaCoMa00,pos,TE,,,,,
player,201910100nwe,nwe,LaCoMa00,offense,15,,,,,
player,201910100nwe,nwe,LaCoMa00,off_pct,18%,,,,,
player,201910100nwe,nwe,LaCoMa00,defense,0,,,,,
player,201910100nwe,nwe,LaCoMa00,def_pct,0%,,,,,
player,201910100nwe,nwe,LaCoMa00,special_teams,0,,,,,
player,201910100nwe,nwe,LaCoMa00,st_pct,0%,,,,,
player,201910100nwe,nwe,BoldBr00,pos,RB,,,,,
player,201910100nwe,nwe,BoldBr00,offense,12,,,,,
player,201910100nwe,nwe,BoldBr00,off_pct,15%,,,,,
player,201910100nwe,nwe,BoldBr00,defense,0,,,,,
player,201910100nwe,nwe,BoldBr00,def_pct,0%,,,,,
player,201910100nwe,nwe,BoldBr00,special_teams,18,,,,,
player,201910100nwe,nwe,BoldBr00,st_pct,69%,,,,,
player,201910100nwe,nwe,ElueJe00,pos,G,,,,,
player,201910100nwe,nwe,ElueJe00,offense,4,,,,,
player,201910100nwe,nwe,ElueJe00,off_pct,5%,,,,,
player,201910100nwe,nwe,ElueJe00,defense,0,,,,,
player,201910100nwe,nwe,ElueJe00,def_pct,0%,,,,,
player,201910100nwe,nwe,ElueJe00,special_teams,5,,,,,
player,201910100nwe,nwe,ElueJe00,st_pct,19%,,,,,
player,201910100nwe,nwe,SlatMa00,pos,WR,,,,,
player,201910100nwe,nwe,SlatMa00,offense,2,,,,,
player,201910100nwe,nwe,SlatMa00,off_pct,2%,,,,,
player,201910100nwe,nwe,SlatMa00,defense,0,,,,,
player,201910100nwe,nwe,SlatMa00,def_pct,0%,,,,,
player,201910100nwe,nwe,SlatMa00,special_teams,18,,,,,
player,201910100nwe,nwe,SlatMa00,st_pct,69%,,,,,
player,201910100nwe,nwe,GilmSt00,pos,CB,,,,,
player,201910100nwe,nwe,GilmSt00,offense,0,,,,,
player,201910100nwe,nwe,GilmSt00,off_pct,0%,,,,,
player,201910100nwe,nwe,GilmSt00,defense,50,,,,,
player,201910100nwe,nwe,GilmSt00,def_pct,100%,,,,,
player,201910100nwe,nwe,GilmSt00,special_teams,0,,,,,
player,201910100nwe,nwe,GilmSt00,st_pct,0%,,,,,
player,201910100nwe,nwe,VanNKy00,pos,LB,,,,,
player,201910100nwe,nwe,VanNKy00,offense,0,,,,,
player,201910100nwe,nwe,VanNKy00,off_pct,0%,,,,,
player,201910100nwe,nwe,VanNKy00,defense,46,,,,,
player,201910100nwe,nwe,VanNKy00,def_pct,92%,,,,,
player,201910100nwe,nwe,VanNKy00,special_teams,0,,,,,
player,201910100nwe,nwe,VanNKy00,st_pct,0%,,,,,
player,201910100nwe,nwe,HarmDu00,pos,SS,,,,,
player,201910100nwe,nwe,HarmDu00,offense,0,,,,,
player,201910100nwe,nwe,HarmDu00,off_pct,0%,,,,,
player,201910100nwe,nwe,HarmDu00,defense,45,,,,,
player,201910100nwe,nwe,HarmDu00,def_pct,90%,,,,,
player,201910100nwe,nwe,HarmDu00,special_teams,0,,,,,
player,201910100nwe,nwe,HarmDu00,st_pct,0%,,,,,
player,201910100nwe,nwe,CollJa00,pos,LB,,,,,
player,201910100nwe,nwe,CollJa00,offense,0,,,,,
player,201910100nwe,nwe,CollJa00,off_pct,0%,,,,,
player,201910100nwe,nwe,CollJa00,defense,44,,,,,
player,201910100nwe,nwe,CollJa00,def_pct,88%,,,,,
player,201910100nwe,nwe,CollJa00,special_teams,16,,,,,
player,201910100nwe,nwe,CollJa00,st_pct,62%,,,,,
player,201910100nwe,nwe,McCoDe99,pos,FS,,,,,
player,201910100nwe,nwe,McCoDe99,offense,0,,,,,
player,201910100nwe,nwe,McCoDe99,off_pct,0%,,,,,
player,201910100nwe,nwe,McCoDe99,defense,44,,,,,
player,201910100nwe,nwe,McCoDe99,def_pct,88%,,,,,
player,201910100nwe,nwe,McCoDe99,special_teams,5,,,,,
player,201910100nwe,nwe,McCoDe99,st_pct,19%,,,,,
player,201910100nwe,nwe,McCoJa99,pos,CB,,,,,
player,201910100nwe,nwe,McCoJa99,offense,0,,,,,
player,201910100nwe,nwe,McCoJa99,off_pct,0%,,,,,
player,201910100nwe,nwe,McCoJa99,defense,38,,,,,
player,201910100nwe,nwe,McCoJa99,def_pct,76%,,,,,
player,201910100nwe,nwe,McCoJa99,special_teams,8,,,,,
player,201910100nwe,nwe,McCoJa99,st_pct,31%,,,,,
player,201910100nwe,nwe,GuyxLa00,pos,DT,,,,,
player,201910100nwe,nwe,GuyxLa00,offense,0,,,,,
player,201910100nwe,nwe,GuyxLa00,off_pct,0%,,,,,
player,201910100nwe,nwe,GuyxLa00,defense,31,,,,,
player,201910100nwe,nwe,GuyxLa00,def_pct,62%,,,,,
player,201910100nwe,nwe,GuyxLa00,special_teams,13,,,,,
player,201910100nwe,nwe,GuyxLa00,st_pct,50%,,,,,
player,201910100nwe,nwe,JoneJo03,pos,CB,,,,,
player,201910100nwe,nwe,JoneJo03,offense,0,,,,,
player,201910100nwe,nwe,JoneJo03,off_pct,0%,,,,,
player,201910100nwe,nwe,JoneJo03,defense,30,,,,,
player,201910100nwe,nwe,JoneJo03,def_pct,60%,,,,,
player,201910100nwe,nwe,JoneJo03,special_teams,17,,,,,
player,201910100nwe,nwe,JoneJo03,st_pct,65%,,,,,
player,201910100nwe,nwe,SimoJo01,pos,DE,,,,,
player,201910100nwe,nwe,SimoJo01,offense,0,,,,,
player,201910100nwe,nwe,SimoJo01,off_pct,0%,,,,,
player,201910100nwe,nwe,SimoJo01,defense,24,,,,,
player,201910100nwe,nwe,SimoJo01,def_pct,48%,,,,,
player,201910100nwe,nwe,SimoJo01,special_teams,9,,,,,
player,201910100nwe,nwe,SimoJo01,st_pct,35%,,,,,
player,201910100nwe,nwe,ShelDa01,pos,DT,,,,,
player,201910100nwe,nwe,ShelDa01,offense,0,,,,,
player,201910100nwe,nwe,ShelDa01,off_pct,0%,,,,,
player,201910100nwe,nwe,ShelDa01,defense,24,,,,,
player,201910100nwe,nwe,ShelDa01,def_pct,48%,,,,,
player,201910100nwe,nwe,ShelDa01,special_teams,8,,,,,
player,201910100nwe,nwe,ShelDa01,st_pct,31%,,,,,
player,201910100nwe,nwe,BrooTe00,pos,SS,,,,,
player,201910100nwe,nwe,BrooTe00,offense,0,,,,,
player,201910100nwe,nwe,BrooTe00,off_pct,0%,,,,,
player,201910100nwe,nwe,BrooTe00,defense,24,,,,,
player,201910100nwe,nwe,BrooTe00,def_pct,48%,,,,,
player,201910100nwe,nwe,BrooTe00,special_teams,5,,,,,
player,201910100nwe,nwe,BrooTe00,st_pct,19%,,,,,
player,201910100nwe,nwe,HighDo01,pos,LB,,,,,
player,201910100nwe,nwe,HighDo01,offense,0,,,,,
player,201910100nwe,nwe,HighDo01,off_pct,0%,,,,,
player,201910100nwe,nwe,HighDo01,defense,24,,,,,
player,201910100nwe,nwe,HighDo01,def_pct,48%,,,,,
player,201910100nwe,nwe,HighDo01,special_teams,5,,,,,
player,201910100nwe,nwe,HighDo01,st_pct,19%,,,,,
player,201910100nwe,nwe,JackJ.00,pos,CB,,,,,
player,201910100nwe,nwe,JackJ.00,offense,0,,,,,
player,201910100nwe,nwe,JackJ.00,off_pct,0%,,,,,
player,201910100nwe,nwe,JackJ.00,defense,21,,,,,
player,201910100nwe,nwe,JackJ.00,def_pct,42%,,,,,
player,201910100nwe,nwe,JackJ.00,special_teams,3,,,,,
player,201910100nwe,nwe,JackJ.00,st_pct,12%,,,,,
player,201910100nwe,nwe,ButlAd00,pos,DT,,,,,
player,201910100nwe,nwe,ButlAd00,offense,0,,,,,
player,201910100nwe,nwe,ButlAd00,off_pct,0%,,,,,
player,201910100nwe,nwe,ButlAd00,defense,18,,,,,
player,201910100nwe,nwe,ButlAd00,def_pct,36%,,,,,
player,201910100nwe,nwe,ButlAd00,special_teams,7,,,,,
player,201910100nwe,nwe,ButlAd00,st_pct,27%,,,,,
player,201910100nwe,nwe,BentJa00,pos,LB,,,,,
player,201910100nwe,nwe,BentJa00,offense,0,,,,,
player,201910100nwe,nwe,BentJa00,off_pct,0%,,,,,
player,201910100nwe,nwe,BentJa00,defense,18,,,,,
player,201910100nwe,nwe,BentJa00,def_pct,36%,,,,,
player,201910100nwe,nwe,BentJa00,special_teams,6,,,,,
player,201910100nwe,nwe,BentJa00,st_pct,23%,,,,,
player,201910100nwe,nwe,CalhSh00,pos,LB,,,,,
player,201910100nwe,nwe,CalhSh00,offense,0,,,,,
player,201910100nwe,nwe,CalhSh00,off_pct,0%,,,,,
player,201910100nwe,nwe,CalhSh00,defense,14,,,,,
player,201910100nwe,nwe,CalhSh00,def_pct,28%,,,,,
player,201910100nwe,nwe,CalhSh00,special_teams,20,,,,,
player,201910100nwe,nwe,CalhSh00,st_pct,77%,,,,,
player,201910100nwe,nwe,WinoCh00,pos,DE,,,,,
player,201910100nwe,nwe,WinoCh00,offense,0,,,,,
player,201910100nwe,nwe,WinoCh00,off_pct,0%,,,,,
player,201910100nwe,nwe,WinoCh00,defense,14,,,,,
player,201910100nwe,nwe,WinoCh00,def_pct,28%,,,,,
player,201910100nwe,nwe,WinoCh00,special_teams,7,,,,,
player,201910100nwe,nwe,WinoCh00,st_pct,27%,,,,,
player,201910100nwe,nwe,WiseDe00,pos,DE,,,,,
player,201910100nwe,nwe,WiseDe00,offense,0,,,,,
player,201910100nwe,nwe,WiseDe00,off_pct,0%,,,,,
player,201910100nwe,nwe,WiseDe00,defense,14,,,,,
player,201910100nwe,nwe,WiseDe00,def_pct,28%,,,,,
player,201910100nwe,nwe,WiseDe00,special_teams,0,,,,,
player,201910100nwe,nwe,WiseDe00,st_pct,0%,,,,,
player,201910100nwe,nwe,BennMi99,pos,DE,,,,,
player,201910100nwe,nwe,BennMi99,offense,0,,,,,
player,201910100nwe,nwe,BennMi99,off_pct,0%,,,,,
player,201910100nwe,nwe,BennMi99,defense,11,,,,,
player,201910100nwe,nwe,BennMi99,def_pct,22%,,,,,
player,201910100nwe,nwe,BennMi99,special_teams,0,,,,,
player,201910100nwe,nwe,BennMi99,st_pct,0%,,,,,
player,201910100nwe,nwe,RobeEl00,pos,LB,,,,,
player,201910100nwe,nwe,RobeEl00,offense,0,,,,,
player,201910100nwe,nwe,RobeEl00,off_pct,0%,,,,,
player,201910100nwe,nwe,RobeEl00,defense,8,,,,,
player,201910100nwe,nwe,RobeEl00,def_pct,16%,,,,,
player,201910100nwe,nwe,RobeEl00,special_teams,8,,,,,
player,201910100nwe,nwe,RobeEl00,st_pct,31%,,,,,
player,201910100nwe,nwe,ChunPa99,pos,SS,,,,,
player,201910100nwe,nwe,ChunPa99,offense,0,,,,,
player,201910100nwe,nwe,ChunPa99,off_pct,0%,,,,,
player,201910100nwe,nwe,ChunPa99,defense,8,,,,,
player,201910100nwe,nwe,ChunPa99,def_pct,16%,,,,,
player,201910100nwe,nwe,ChunPa99,special_teams,0,,,,,
player,201910100nwe,nwe,ChunPa99,st_pct,0%,,,,,
player,201910100nwe,nwe,EbneNa00,pos,FS,,,,,
player,201910100nwe,nwe,EbneNa00,offense,0,,,,,
player,201910100nwe,nwe,EbneNa00,off_pct,0%,,,,,
player,201910100nwe,nwe,EbneNa00,defense,0,,,,,
player,201910100nwe,nwe,EbneNa00,def_pct,0%,,,,,
player,201910100nwe,nwe,EbneNa00,special_teams,20,,,,,
player,201910100nwe,nwe,EbneNa00,st_pct,77%,,,,,
player,201910100nwe,nwe,BailJa00,pos,P,,,,,
player,201910100nwe,nwe,BailJa00,offense,0,,,,,
player,201910100nwe,nwe,BailJa00,off_pct,0%,,,,,
player,201910100nwe,nwe,BailJa00,defense,0,,,,,
player,201910100nwe,nwe,BailJa00,def_pct,0%,,,,,
player,201910100nwe,nwe,BailJa00,special_teams,15,,,,,
player,201910100nwe,nwe,BailJa00,st_pct,58%,,,,,
player,201910100nwe,nwe,RichJo00,pos,SS,,,,,
player,201910100nwe,nwe,RichJo00,offense,0,,,,,
player,201910100nwe,nwe,RichJo00,off_pct,0%,,,,,
player,201910100nwe,nwe,RichJo00,defense,0,,,,,
player,201910100nwe,nwe,RichJo00,def_pct,0%,,,,,
player,201910100nwe,nwe,RichJo00,special_teams,13,,,,,
player,201910100nwe,nwe,RichJo00,st_pct,50%,,,,,
player,201910100nwe,nwe,CardJo00,pos,LS,,,,,
player,201910100nwe,nwe,CardJo00,offense,0,,,,,
player,201910100nwe,nwe,CardJo00,off_pct,0%,,,,,
player,201910100nwe,nwe,CardJo00,defense,0,,,,,
player,201910100nwe,nwe,CardJo00,def_pct,0%,,,,,
player,201910100nwe,nwe,CardJo00,special_teams,9,,,,,
player,201910100nwe,nwe,CardJo00,st_pct,35%,,,,,
player,201910100nwe,nwe,nugenmik01,pos,K,,,,,
player,201910100nwe,nwe,nugenmik01,offense,0,,,,,
player,201910100nwe,nwe,nugenmik01,off_pct,0%,,,,,
player,201910100nwe,nwe,nugenmik01,defense,0,,,,,
player,201910100nwe,nwe,nugenmik01,def_pct,0%,,,,,
player,201910100nwe,nwe,nugenmik01,special_teams,6,,,,,
player,201910100nwe,nwe,nugenmik01,st_pct,23%,,,,,
player,201910100nwe,nwe,FereJa00,pos,C,,,,,
player,201910100nwe,nwe,FereJa00,offense,0,,,,,
player,201910100nwe,nwe,FereJa00,off_pct,0%,,,,,
player,201910100nwe,nwe,FereJa00,defense,0,,,,,
player,201910100nwe,nwe,FereJa00,def_pct,0%,,,,,
player,201910100nwe,nwe,FereJa00,special_teams,1,,,,,
player,201910100nwe,nwe,FereJa00,st_pct,4%,,,,,
player,201910100nwe,nyg,SoldNa00,pos,T,,,,,
player,201910100nwe,nyg,SoldNa00,offense,50,,,,,
player,201910100nwe,nyg,SoldNa00,off_pct,100%,,,,,
player,201910100nwe,nyg,SoldNa00,defense,0,,,,,
player,201910100nwe,nyg,SoldNa00,def_pct,0%,,,,,
player,201910100nwe,nyg,SoldNa00,special_teams,2,,,,,
player,201910100nwe,nyg,SoldNa00,st_pct,8%,,,,,
player,201910100nwe,nyg,ZeitKe00,pos,G,,,,,
player,201910100nwe,nyg,ZeitKe00,offense,50,,,,,
player,201910100nwe,nyg,ZeitKe00,off_pct,100%,,,,,
player,201910100nwe,nyg,ZeitKe00,defense,0,,,,,
player,201910100nwe,nyg,ZeitKe00,def_pct,0%,,,,,
player,201910100nwe,nyg,ZeitKe00,special_teams,2,,,,,
player,201910100nwe,nyg,ZeitKe00,st_pct,8%,,,,,
player,201910100nwe,nyg,RemmMi00,pos,T,,,,,
player,201910100nwe,nyg,RemmMi00,offense,50,,,,,
player,201910100nwe,nyg,RemmMi00,off_pct,100%,,,,,
player,201910100nwe,nyg,RemmMi00,defense,0,,,,,
player,201910100nwe,nyg,RemmMi00,def_pct,0%,,,,,
player,201910100nwe,nyg,RemmMi00,special_teams,2,,,,,
player,201910100nwe,nyg,RemmMi00,st_pct,8%,,,,,
player,201910100nwe,nyg,HernWi00,pos,G,,,,,
player,201910100nwe,nyg,HernWi00,offense,50,,,,,
player,201910100nwe,nyg,HernWi00,off_pct,100%,,,,,
player,201910100nwe,nyg,HernWi00,defense,0,,,,,
player,201910100nwe,nyg,HernWi00,def_pct,0%,,,,,
player,201910100nwe,nyg,HernWi00,special_teams,2,,,,,
player,201910100nwe,nyg,HernWi00,st_pct,8%,,,,,
player,201910100nwe,nyg,ElliRh00,pos,TE,,,,,
player,201910100nwe,nyg,ElliRh00,offense,50,,,,,
player,201910100nwe,nyg,ElliRh00,off_pct,100%,,,,,
player,201910100nwe,nyg,ElliRh00,defense,0,,,,,
player,201910100nwe,nyg,ElliRh00,def_pct,0%,,,,,
player,201910100nwe,nyg,ElliRh00,special_teams,2,,,,,
player,201910100nwe,nyg,ElliRh00,st_pct,8%,,,,,
player,201910100nwe,nyg,HalaJo00,pos,C,,,,,
player,201910100nwe,nyg,HalaJo00,offense,50,,,,,
player,201910100nwe,nyg,HalaJo00,off_pct,100%,,,,,
player,201910100nwe,nyg,HalaJo00,defense,0,,,,,
player,201910100nwe,nyg,HalaJo00,def_pct,0%,,,,,
player,201910100nwe,nyg,HalaJo00,special_teams,0,,,,,
player,201910100nwe,nyg,HalaJo00,st_pct,0%,,,,,
player,201910100nwe,nyg,JoneDa05,pos,QB,,,,,
player,201910100nwe,nyg,JoneDa05,offense,50,,,,,
player,201910100nwe,nyg,JoneDa05,off_pct,100%,,,,,
player,201910100nwe,nyg,JoneDa05,defense,0,,,,,
player,201910100nwe,nyg,JoneDa05,def_pct,0%,,,,,
player,201910100nwe,nyg,JoneDa05,special_teams,0,,,,,
player,201910100nwe,nyg,JoneDa05,st_pct,0%,,,,,
player,201910100nwe,nyg,TateGo00,pos,WR,,,,,
player,201910100nwe,nyg,TateGo00,offense,49,,,,,
player,201910100nwe,nyg,TateGo00,off_pct,98%,,,,,
player,201910100nwe,nyg,TateGo00,defense,0,,,,,
player,201910100nwe,nyg,TateGo00,def_pct,0%,,,,,
player,201910100nwe,nyg,TateGo00,special_teams,3,,,,,
player,201910100nwe,nyg,TateGo00,st_pct,12%,,,,,
player,201910100nwe,nyg,SlayDa01,pos,WR,,,,,
player,201910100nwe,nyg,SlayDa01,offense,49,,,,,
player,201910100nwe,nyg,SlayDa01,off_pct,98%,,,,,
player,201910100nwe,nyg,SlayDa01,defense,0,,,,,
