game,2019,8,20191024,201910240min,was,"Washington Redskins",9,min,"Minnesota Vikings",19
player,201910240min,was,HaskDw00,targets,0,,,,,
player,201910240min,was,HaskDw00,rec,0,,,,,
player,201910240min,was,HaskDw00,rec_yds,0,,,,,
player,201910240min,was,HaskDw00,rec_td,0,,,,,
player,201910240min,was,HaskDw00,rec_long,0,,,,,
player,201910240min,was,HaskDw00,fumbles,0,,,,,
player,201910240min,was,HaskDw00,fumbles_lost,0,,,,,
player,201910240min,was,PeteAd01,pass_cmp,0,,,,,
player,201910240min,was,PeteAd01,pass_att,0,,,,,
player,201910240min,was,PeteAd01,pass_yds,0,,,,,
player,201910240min,was,PeteAd01,pass_td,0,,,,,
player,201910240min,was,PeteAd01,pass_int,0,,,,,
player,201910240min,was,PeteAd01,pass_sacked,0,,,,,
player,201910240min,was,PeteAd01,pass_sacked_yds,0,,,,,
player,201910240min,was,PeteAd01,pass_long,0,,,,,
player,201910240min,was,PeteAd01,pass_rating,,,,,,
player,201910240min,was,PeteAd01,rush_att,14,,,,,
player,201910240min,was,PeteAd01,rush_yds,76,,,,,
player,201910240min,was,PeteAd01,rush_td,0,,,,,
player,201910240min,was,PeteAd01,rush_long,29,,,,,
player,201910240min,was,PeteAd01,targets,2,,,,,
player,201910240min,was,PeteAd01,rec,2,,,,,
player,201910240min,was,PeteAd01,rec_yds,27,,,,,
player,201910240min,was,PeteAd01,rec_td,0,,,,,
player,201910240min,was,PeteAd01,rec_long,21,,,,,
player,201910240min,was,PeteAd01,fumbles,0,,,,,
player,201910240min,was,PeteAd01,fumbles_lost,0,,,,,
player,201910240min,was,SmalWe00,pass_cmp,0,,,,,
player,201910240min,was,SmalWe00,pass_att,0,,,,,
player,201910240min,was,SmalWe00,pass_yds,0,,,,,
player,201910240min,was,SmalWe00,pass_td,0,,,,,
player,201910240min,was,SmalWe00,pass_int,0,,,,,
player,201910240min,was,SmalWe00,pass_sacked,0,,,,,
player,201910240min,was,SmalWe00,pass_sacked_yds,0,,,,,
player,201910240min,was,SmalWe00,pass_long,0,,,,,
player,201910240min,was,SmalWe00,pass_rating,,,,,,
player,201910240min,was,SmalWe00,rush_att,2,,,,,
player,201910240min,was,SmalWe00,rush_yds,9,,,,,
player,201910240min,was,SmalWe00,rush_td,0,,,,,
player,201910240min,was,SmalWe00,rush_long,11,,,,,
player,201910240min,was,SmalWe00,targets,2,,,,,
player,201910240min,was,SmalWe00,rec,1,,,,,
player,201910240min,was,SmalWe00,rec_yds,11,,,,,
player,201910240min,was,SmalWe00,rec_td,0,,,,,
player,201910240min,was,SmalWe00,rec_long,11,,,,,
player,201910240min,was,SmalWe00,fumbles,0,,,,,
player,201910240min,was,SmalWe00,fumbles_lost,0,,,,,
player,201910240min,was,McLaTe00,pass_cmp,0,,,,,
player,201910240min,was,McLaTe00,pass_att,0,,,,,
player,201910240min,was,McLaTe00,pass_yds,0,,,,,
player,201910240min,was,McLaTe00,pass_td,0,,,,,
player,201910240min,was,McLaTe00,pass_int,0,,,,,
player,201910240min,was,McLaTe00,pass_sacked,0,,,,,
player,201910240min,was,McLaTe00,pass_sacked_yds,0,,,,,
player,201910240min,was,McLaTe00,pass_long,0,,,,,
player,201910240min,was,McLaTe00,pass_rating,,,,,,
player,201910240min,was,McLaTe00,rush_att,0,,,,,
player,201910240min,was,McLaTe00,rush_yds,0,,,,,
player,201910240min,was,McLaTe00,rush_td,0,,,,,
player,201910240min,was,McLaTe00,rush_long,0,,,,,
player,201910240min,was,McLaTe00,targets,6,,,,,
player,201910240min,was,McLaTe00,rec,4,,,,,
player,201910240min,was,McLaTe00,rec_yds,39,,,,,
player,201910240min,was,McLaTe00,rec_td,0,,,,,
player,201910240min,was,McLaTe00,rec_long,17,,,,,
player,201910240min,was,McLaTe00,fumbles,0,,,,,
player,201910240min,was,McLaTe00,fumbles_lost,0,,,,,
player,201910240min,was,RichPa01,pass_cmp,0,,,,,
player,201910240min,was,RichPa01,pass_att,0,,,,,
player,201910240min,was,RichPa01,pass_yds,0,,,,,
player,201910240min,was,RichPa01,pass_td,0,,,,,
player,201910240min,was,RichPa01,pass_int,0,,,,,
player,201910240min,was,RichPa01,pass_sacked,0,,,,,
player,201910240min,was,RichPa01,pass_sacked_yds,0,,,,,
player,201910240min,was,RichPa01,pass_long,0,,,,,
player,201910240min,was,RichPa01,pass_rating,,,,,,
player,201910240min,was,RichPa01,rush_att,0,,,,,
player,201910240min,was,RichPa01,rush_yds,0,,,,,
player,201910240min,was,RichPa01,rush_td,0,,,,,
player,201910240min,was,RichPa01,rush_long,0,,,,,
player,201910240min,was,RichPa01,targets,4,,,,,
player,201910240min,was,RichPa01,rec,3,,,,,
player,201910240min,was,RichPa01,rec_yds,34,,,,,
player,201910240min,was,RichPa01,rec_td,0,,,,,
player,201910240min,was,RichPa01,rec_long,18,,,,,
player,201910240min,was,RichPa01,fumbles,0,,,,,
player,201910240min,was,RichPa01,fumbles_lost,0,,,,,
player,201910240min,was,QuinTr00,pass_cmp,0,,,,,
player,201910240min,was,QuinTr00,pass_att,0,,,,,
player,201910240min,was,QuinTr00,pass_yds,0,,,,,
player,201910240min,was,QuinTr00,pass_td,0,,,,,
player,201910240min,was,QuinTr00,pass_int,0,,,,,
player,201910240min,was,QuinTr00,pass_sacked,0,,,,,
player,201910240min,was,QuinTr00,pass_sacked_yds,0,,,,,
player,201910240min,was,QuinTr00,pass_long,0,,,,,
player,201910240min,was,QuinTr00,pass_rating,,,,,,
player,201910240min,was,QuinTr00,rush_att,0,,,,,
player,201910240min,was,QuinTr00,rush_yds,0,,,,,
player,201910240min,was,QuinTr00,rush_td,0,,,,,
player,201910240min,was,QuinTr00,rush_long,0,,,,,
player,201910240min,was,QuinTr00,targets,3,,,,,
player,201910240min,was,QuinTr00,rec,1,,,,,
player,201910240min,was,QuinTr00,rec_yds,15,,,,,
player,201910240min,was,QuinTr00,rec_td,0,,,,,
player,201910240min,was,QuinTr00,rec_long,15,,,,,
player,201910240min,was,QuinTr00,fumbles,0,,,,,
player,201910240min,was,QuinTr00,fumbles_lost,0,,,,,
player,201910240min,was,HentHa00,pass_cmp,0,,,,,
player,201910240min,was,HentHa00,pass_att,0,,,,,
player,201910240min,was,HentHa00,pass_yds,0,,,,,
player,201910240min,was,HentHa00,pass_td,0,,,,,
player,201910240min,was,HentHa00,pass_int,0,,,,,
player,201910240min,was,HentHa00,pass_sacked,0,,,,,
player,201910240min,was,HentHa00,pass_sacked_yds,0,,,,,
player,201910240min,was,HentHa00,pass_long,0,,,,,
player,201910240min,was,HentHa00,pass_rating,,,,,,
player,201910240min,was,HentHa00,rush_att,0,,,,,
player,201910240min,was,HentHa00,rush_yds,0,,,,,
player,201910240min,was,HentHa00,rush_td,0,,,,,
player,201910240min,was,HentHa00,rush_long,0,,,,,
player,201910240min,was,HentHa00,targets,1,,,,,
player,201910240min,was,HentHa00,rec,1,,,,,
player,201910240min,was,HentHa00,rec_yds,13,,,,,
player,201910240min,was,HentHa00,rec_td,0,,,,,
player,201910240min,was,HentHa00,rec_long,13,,,,,
player,201910240min,was,HentHa00,fumbles,0,,,,,
player,201910240min,was,HentHa00,fumbles_lost,0,,,,,
player,201910240min,was,SpriJe00,pass_cmp,0,,,,,
player,201910240min,was,SpriJe00,pass_att,0,,,,,
player,201910240min,was,SpriJe00,pass_yds,0,,,,,
player,201910240min,was,SpriJe00,pass_td,0,,,,,
player,201910240min,was,SpriJe00,pass_int,0,,,,,
player,201910240min,was,SpriJe00,pass_sacked,0,,,,,
player,201910240min,was,SpriJe00,pass_sacked_yds,0,,,,,
player,201910240min,was,SpriJe00,pass_long,0,,,,,
player,201910240min,was,SpriJe00,pass_rating,,,,,,
player,201910240min,was,SpriJe00,rush_att,0,,,,,
player,201910240min,was,SpriJe00,rush_yds,0,,,,,
player,201910240min,was,SpriJe00,rush_td,0,,,,,
player,201910240min,was,SpriJe00,rush_long,0,,,,,
player,201910240min,was,SpriJe00,targets,2,,,,,
player,201910240min,was,SpriJe00,rec,2,,,,,
player,201910240min,was,SpriJe00,rec_yds,12,,,,,
player,201910240min,was,SpriJe00,rec_td,0,,,,,
player,201910240min,was,SpriJe00,rec_long,6,,,,,
player,201910240min,was,SpriJe00,fumbles,0,,,,,
player,201910240min,was,SpriJe00,fumbles_lost,0,,,,,
player,201910240min,was,HarmKe00,pass_cmp,0,,,,,
player,201910240min,was,HarmKe00,pass_att,0,,,,,
player,201910240min,was,HarmKe00,pass_yds,0,,,,,
player,201910240min,was,HarmKe00,pass_td,0,,,,,
player,201910240min,was,HarmKe00,pass_int,0,,,,,
player,201910240min,was,HarmKe00,pass_sacked,0,,,,,
player,201910240min,was,HarmKe00,pass_sacked_yds,0,,,,,
player,201910240min,was,HarmKe00,pass_long,0,,,,,
player,201910240min,was,HarmKe00,pass_rating,,,,,,
player,201910240min,was,HarmKe00,rush_att,0,,,,,
player,201910240min,was,HarmKe00,rush_yds,0,,,,,
player,201910240min,was,HarmKe00,rush_td,0,,,,,
player,201910240min,was,HarmKe00,rush_long,0,,,,,
player,201910240min,was,HarmKe00,targets,1,,,,,
player,201910240min,was,HarmKe00,rec,1,,,,,
player,201910240min,was,HarmKe00,rec_yds,12,,,,,
player,201910240min,was,HarmKe00,rec_td,0,,,,,
player,201910240min,was,HarmKe00,rec_long,12,,,,,
player,201910240min,was,HarmKe00,fumbles,0,,,,,
player,201910240min,was,HarmKe00,fumbles_lost,0,,,,,
player,201910240min,min,CousKi00,pass_cmp,23,,,,,
player,201910240min,min,CousKi00,pass_att,26,,,,,
player,201910240min,min,CousKi00,pass_yds,285,,,,,
player,201910240min,min,CousKi00,pass_td,0,,,,,
player,201910240min,min,CousKi00,pass_int,0,,,,,
player,201910240min,min,CousKi00,pass_sacked,3,,,,,
player,201910240min,min,CousKi00,pass_sacked_yds,12,,,,,
player,201910240min,min,CousKi00,pass_long,39,,,,,
player,201910240min,min,CousKi00,pass_rating,112.3,,,,,
player,201910240min,min,CousKi00,rush_att,2,,,,,
player,201910240min,min,CousKi00,rush_yds,2,,,,,
player,201910240min,min,CousKi00,rush_td,0,,,,,
player,201910240min,min,CousKi00,rush_long,2,,,,,
player,201910240min,min,CousKi00,targets,0,,,,,
player,201910240min,min,CousKi00,rec,0,,,,,
player,201910240min,min,CousKi00,rec_yds,0,,,,,
player,201910240min,min,CousKi00,rec_td,0,,,,,
player,201910240min,min,CousKi00,rec_long,0,,,,,
player,201910240min,min,CousKi00,fumbles,0,,,,,
player,201910240min,min,CousKi00,fumbles_lost,0,,,,,
player,201910240min,min,CookDa01,pass_cmp,0,,,,,
player,201910240min,min,CookDa01,pass_att,0,,,,,
player,201910240min,min,CookDa01,pass_yds,0,,,,,
player,201910240min,min,CookDa01,pass_td,0,,,,,
player,201910240min,min,CookDa01,pass_int,0,,,,,
player,201910240min,min,CookDa01,pass_sacked,0,,,,,
player,201910240min,min,CookDa01,pass_sacked_yds,0,,,,,
player,201910240min,min,CookDa01,pass_long,0,,,,,
player,201910240min,min,CookDa01,pass_rating,,,,,,
player,201910240min,min,CookDa01,rush_att,23,,,,,
player,201910240min,min,CookDa01,rush_yds,98,,,,,
player,201910240min,min,CookDa01,rush_td,1,,,,,
player,201910240min,min,CookDa01,rush_long,11,,,,,
player,201910240min,min,CookDa01,targets,6,,,,,
player,201910240min,min,CookDa01,rec,5,,,,,
player,201910240min,min,CookDa01,rec_yds,73,,,,,
player,201910240min,min,CookDa01,rec_td,0,,,,,
player,201910240min,min,CookDa01,rec_long,31,,,,,
player,201910240min,min,CookDa01,fumbles,0,,,,,
player,201910240min,min,CookDa01,fumbles_lost,0,,,,,
player,201910240min,min,MattAl01,pass_cmp,0,,,,,
player,201910240min,min,MattAl01,pass_att,0,,,,,
player,201910240min,min,MattAl01,pass_yds,0,,,,,
player,201910240min,min,MattAl01,pass_td,0,,,,,
player,201910240min,min,MattAl01,pass_int,0,,,,,
player,201910240min,min,MattAl01,pass_sacked,0,,,,,
player,201910240min,min,MattAl01,pass_sacked_yds,0,,,,,
player,201910240min,min,MattAl01,pass_long,0,,,,,
player,201910240min,min,MattAl01,pass_rating,,,,,,
player,201910240min,min,MattAl01,rush_att,13,,,,,
player,201910240min,min,MattAl01,rush_yds,61,,,,,
player,201910240min,min,MattAl01,rush_td,0,,,,,
player,201910240min,min,MattAl01,rush_long,28,,,,,
player,201910240min,min,MattAl01,targets,2,,,,,
player,201910240min,min,MattAl01,rec,2,,,,,
player,201910240min,min,MattAl01,rec_yds,3,,,,,
player,201910240min,min,MattAl01,rec_td,0,,,,,
player,201910240min,min,MattAl01,rec_long,4,,,,,
player,201910240min,min,MattAl01,fumbles,0,,,,,
player,201910240min,min,MattAl01,fumbles_lost,0,,,,,
player,201910240min,min,DiggSt00,pass_cmp,0,,,,,
player,201910240min,min,DiggSt00,pass_att,0,,,,,
player,201910240min,min,DiggSt00,pass_yds,0,,,,,
player,201910240min,min,DiggSt00,pass_td,0,,,,,
player,201910240min,min,DiggSt00,pass_int,0,,,,,
player,201910240min,min,DiggSt00,pass_sacked,0,,,,,
player,201910240min,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201910240min,min,DiggSt00,pass_long,0,,,,,
player,201910240min,min,DiggSt00,pass_rating,,,,,,
player,201910240min,min,DiggSt00,rush_att,0,,,,,
player,201910240min,min,DiggSt00,rush_yds,0,,,,,
player,201910240min,min,DiggSt00,rush_td,0,,,,,
player,201910240min,min,DiggSt00,rush_long,0,,,,,
player,201910240min,min,DiggSt00,targets,7,,,,,
player,201910240min,min,DiggSt00,rec,7,,,,,
player,201910240min,min,DiggSt00,rec_yds,143,,,,,
player,201910240min,min,DiggSt00,rec_td,0,,,,,
player,201910240min,min,DiggSt00,rec_long,39,,,,,
player,201910240min,min,DiggSt00,fumbles,1,,,,,
player,201910240min,min,DiggSt00,fumbles_lost,1,,,,,
player,201910240min,min,JohnOl00,pass_cmp,0,,,,,
player,201910240min,min,JohnOl00,pass_att,0,,,,,
player,201910240min,min,JohnOl00,pass_yds,0,,,,,
player,201910240min,min,JohnOl00,pass_td,0,,,,,
player,201910240min,min,JohnOl00,pass_int,0,,,,,
player,201910240min,min,JohnOl00,pass_sacked,0,,,,,
player,201910240min,min,JohnOl00,pass_sacked_yds,0,,,,,
player,201910240min,min,JohnOl00,pass_long,0,,,,,
player,201910240min,min,JohnOl00,pass_rating,,,,,,
player,201910240min,min,JohnOl00,rush_att,0,,,,,
player,201910240min,min,JohnOl00,rush_yds,0,,,,,
player,201910240min,min,JohnOl00,rush_td,0,,,,,
player,201910240min,min,JohnOl00,rush_long,0,,,,,
player,201910240min,min,JohnOl00,targets,2,,,,,
player,201910240min,min,JohnOl00,rec,2,,,,,
player,201910240min,min,JohnOl00,rec_yds,27,,,,,
player,201910240min,min,JohnOl00,rec_td,0,,,,,
player,201910240min,min,JohnOl00,rec_long,16,,,,,
player,201910240min,min,JohnOl00,fumbles,0,,,,,
player,201910240min,min,JohnOl00,fumbles_lost,0,,,,,
player,201910240min,min,SmitIr01,pass_cmp,0,,,,,
player,201910240min,min,SmitIr01,pass_att,0,,,,,
player,201910240min,min,SmitIr01,pass_yds,0,,,,,
player,201910240min,min,SmitIr01,pass_td,0,,,,,
player,201910240min,min,SmitIr01,pass_int,0,,,,,
player,201910240min,min,SmitIr01,pass_sacked,0,,,,,
player,201910240min,min,SmitIr01,pass_sacked_yds,0,,,,,
player,201910240min,min,SmitIr01,pass_long,0,,,,,
player,201910240min,min,SmitIr01,pass_rating,,,,,,
player,201910240min,min,SmitIr01,rush_att,0,,,,,
player,201910240min,min,SmitIr01,rush_yds,0,,,,,
player,201910240min,min,SmitIr01,rush_td,0,,,,,
player,201910240min,min,SmitIr01,rush_long,0,,,,,
player,201910240min,min,SmitIr01,targets,3,,,,,
player,201910240min,min,SmitIr01,rec,3,,,,,
player,201910240min,min,SmitIr01,rec_yds,21,,,,,
player,201910240min,min,SmitIr01,rec_td,0,,,,,
player,201910240min,min,SmitIr01,rec_long,11,,,,,
player,201910240min,min,SmitIr01,fumbles,0,,,,,
player,201910240min,min,SmitIr01,fumbles_lost,0,,,,,
player,201910240min,min,RudoKy00,pass_cmp,0,,,,,
player,201910240min,min,RudoKy00,pass_att,0,,,,,
player,201910240min,min,RudoKy00,pass_yds,0,,,,,
player,201910240min,min,RudoKy00,pass_td,0,,,,,
player,201910240min,min,RudoKy00,pass_int,0,,,,,
player,201910240min,min,RudoKy00,pass_sacked,0,,,,,
player,201910240min,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201910240min,min,RudoKy00,pass_long,0,,,,,
player,201910240min,min,RudoKy00,pass_rating,,,,,,
player,201910240min,min,RudoKy00,rush_att,0,,,,,
player,201910240min,min,RudoKy00,rush_yds,0,,,,,
player,201910240min,min,RudoKy00,rush_td,0,,,,,
player,201910240min,min,RudoKy00,rush_long,0,,,,,
player,201910240min,min,RudoKy00,targets,3,,,,,
player,201910240min,min,RudoKy00,rec,3,,,,,
player,201910240min,min,RudoKy00,rec_yds,17,,,,,
player,201910240min,min,RudoKy00,rec_td,0,,,,,
player,201910240min,min,RudoKy00,rec_long,7,,,,,
player,201910240min,min,RudoKy00,fumbles,0,,,,,
player,201910240min,min,RudoKy00,fumbles_lost,0,,,,,
player,201910240min,min,TreaLa00,pass_cmp,0,,,,,
player,201910240min,min,TreaLa00,pass_att,0,,,,,
player,201910240min,min,TreaLa00,pass_yds,0,,,,,
player,201910240min,min,TreaLa00,pass_td,0,,,,,
player,201910240min,min,TreaLa00,pass_int,0,,,,,
player,201910240min,min,TreaLa00,pass_sacked,0,,,,,
player,201910240min,min,TreaLa00,pass_sacked_yds,0,,,,,
player,201910240min,min,TreaLa00,pass_long,0,,,,,
player,201910240min,min,TreaLa00,pass_rating,,,,,,
player,201910240min,min,TreaLa00,rush_att,0,,,,,
player,201910240min,min,TreaLa00,rush_yds,0,,,,,
player,201910240min,min,TreaLa00,rush_td,0,,,,,
player,201910240min,min,TreaLa00,rush_long,0,,,,,
player,201910240min,min,TreaLa00,targets,1,,,,,
player,201910240min,min,TreaLa00,rec,1,,,,,
player,201910240min,min,TreaLa00,rec_yds,1,,,,,
player,201910240min,min,TreaLa00,rec_td,0,,,,,
player,201910240min,min,TreaLa00,rec_long,1,,,,,
player,201910240min,min,TreaLa00,fumbles,0,,,,,
player,201910240min,min,TreaLa00,fumbles_lost,0,,,,,
player,201910240min,was,BostJo00,def_int,0,,,,,
player,201910240min,was,BostJo00,def_int_yds,0,,,,,
player,201910240min,was,BostJo00,def_int_td,0,,,,,
player,201910240min,was,BostJo00,def_int_long,0,,,,,
player,201910240min,was,BostJo00,pass_defended,0,,,,,
player,201910240min,was,BostJo00,sacks,1.0,,,,,
player,201910240min,was,BostJo00,tackles_combined,9,,,,,
player,201910240min,was,BostJo00,tackles_solo,7,,,,,
player,201910240min,was,BostJo00,tackles_assists,2,,,,,
player,201910240min,was,BostJo00,tackles_loss,0,,,,,
player,201910240min,was,BostJo00,qb_hits,1,,,,,
player,201910240min,was,BostJo00,fumbles_rec,0,,,,,
player,201910240min,was,BostJo00,fumbles_rec_yds,0,,,,,
player,201910240min,was,BostJo00,fumbles_rec_td,0,,,,,
player,201910240min,was,BostJo00,fumbles_forced,0,,,,,
player,201910240min,was,AlleJo01,def_int,0,,,,,
player,201910240min,was,AlleJo01,def_int_yds,0,,,,,
player,201910240min,was,AlleJo01,def_int_td,0,,,,,
player,201910240min,was,AlleJo01,def_int_long,0,,,,,
player,201910240min,was,AlleJo01,pass_defended,0,,,,,
player,201910240min,was,AlleJo01,sacks,1.0,,,,,
player,201910240min,was,AlleJo01,tackles_combined,7,,,,,
player,201910240min,was,AlleJo01,tackles_solo,3,,,,,
player,201910240min,was,AlleJo01,tackles_assists,4,,,,,
player,201910240min,was,AlleJo01,tackles_loss,1,,,,,
player,201910240min,was,AlleJo01,qb_hits,1,,,,,
player,201910240min,was,AlleJo01,fumbles_rec,0,,,,,
player,201910240min,was,AlleJo01,fumbles_rec_yds,0,,,,,
player,201910240min,was,AlleJo01,fumbles_rec_td,0,,,,,
player,201910240min,was,AlleJo01,fumbles_forced,0,,,,,
player,201910240min,was,IoanMa01,def_int,0,,,,,
player,201910240min,was,IoanMa01,def_int_yds,0,,,,,
player,201910240min,was,IoanMa01,def_int_td,0,,,,,
player,201910240min,was,IoanMa01,def_int_long,0,,,,,
player,201910240min,was,IoanMa01,pass_defended,0,,,,,
player,201910240min,was,IoanMa01,sacks,1.0,,,,,
player,201910240min,was,IoanMa01,tackles_combined,6,,,,,
player,201910240min,was,IoanMa01,tackles_solo,3,,,,,
player,201910240min,was,IoanMa01,tackles_assists,3,,,,,
player,201910240min,was,IoanMa01,tackles_loss,1,,,,,
player,201910240min,was,IoanMa01,qb_hits,1,,,,,
player,201910240min,was,IoanMa01,fumbles_rec,0,,,,,
player,201910240min,was,IoanMa01,fumbles_rec_yds,0,,,,,
player,201910240min,was,IoanMa01,fumbles_rec_td,0,,,,,
player,201910240min,was,IoanMa01,fumbles_forced,0,,,,,
player,201910240min,was,CollLa00,def_int,0,,,,,
player,201910240min,was,CollLa00,def_int_yds,0,,,,,
player,201910240min,was,CollLa00,def_int_td,0,,,,,
player,201910240min,was,CollLa00,def_int_long,0,,,,,
player,201910240min,was,CollLa00,pass_defended,0,,,,,
player,201910240min,was,CollLa00,sacks,0.0,,,,,
player,201910240min,was,CollLa00,tackles_combined,11,,,,,
player,201910240min,was,CollLa00,tackles_solo,6,,,,,
player,201910240min,was,CollLa00,tackles_assists,5,,,,,
player,201910240min,was,CollLa00,tackles_loss,0,,,,,
player,201910240min,was,CollLa00,qb_hits,1,,,,,
player,201910240min,was,CollLa00,fumbles_rec,0,,,,,
player,201910240min,was,CollLa00,fumbles_rec_yds,0,,,,,
player,201910240min,was,CollLa00,fumbles_rec_td,0,,,,,
player,201910240min,was,CollLa00,fumbles_forced,0,,,,,
player,201910240min,was,HolcCo00,def_int,0,,,,,
player,201910240min,was,HolcCo00,def_int_yds,0,,,,,
player,201910240min,was,HolcCo00,def_int_td,0,,,,,
player,201910240min,was,HolcCo00,def_int_long,0,,,,,
player,201910240min,was,HolcCo00,pass_defended,0,,,,,
player,201910240min,was,HolcCo00,sacks,0.0,,,,,
player,201910240min,was,HolcCo00,tackles_combined,7,,,,,
player,201910240min,was,HolcCo00,tackles_solo,3,,,,,
player,201910240min,was,HolcCo00,tackles_assists,4,,,,,
player,201910240min,was,HolcCo00,tackles_loss,0,,,,,
player,201910240min,was,HolcCo00,qb_hits,0,,,,,
player,201910240min,was,HolcCo00,fumbles_rec,0,,,,,
player,201910240min,was,HolcCo00,fumbles_rec_yds,0,,,,,
player,201910240min,was,HolcCo00,fumbles_rec_td,0,,,,,
player,201910240min,was,HolcCo00,fumbles_forced,1,,,,,
player,201910240min,was,PaynDa00,def_int,0,,,,,
player,201910240min,was,PaynDa00,def_int_yds,0,,,,,
player,201910240min,was,PaynDa00,def_int_td,0,,,,,
player,201910240min,was,PaynDa00,def_int_long,0,,,,,
player,201910240min,was,PaynDa00,pass_defended,0,,,,,
player,201910240min,was,PaynDa00,sacks,0.0,,,,,
player,201910240min,was,PaynDa00,tackles_combined,7,,,,,
player,201910240min,was,PaynDa00,tackles_solo,3,,,,,
player,201910240min,was,PaynDa00,tackles_assists,4,,,,,
player,201910240min,was,PaynDa00,tackles_loss,0,,,,,
player,201910240min,was,PaynDa00,qb_hits,0,,,,,
player,201910240min,was,PaynDa00,fumbles_rec,0,,,,,
player,201910240min,was,PaynDa00,fumbles_rec_yds,0,,,,,
player,201910240min,was,PaynDa00,fumbles_rec_td,0,,,,,
player,201910240min,was,PaynDa00,fumbles_forced,0,,,,,
player,201910240min,was,MoreFa00,def_int,0,,,,,
player,201910240min,was,MoreFa00,def_int_yds,0,,,,,
player,201910240min,was,MoreFa00,def_int_td,0,,,,,
player,201910240min,was,MoreFa00,def_int_long,0,,,,,
player,201910240min,was,MoreFa00,pass_defended,0,,,,,
player,201910240min,was,MoreFa00,sacks,0.0,,,,,
player,201910240min,was,MoreFa00,tackles_combined,5,,,,,
player,201910240min,was,MoreFa00,tackles_solo,5,,,,,
player,201910240min,was,MoreFa00,tackles_assists,0,,,,,
player,201910240min,was,MoreFa00,tackles_loss,0,,,,,
player,201910240min,was,MoreFa00,qb_hits,0,,,,,
player,201910240min,was,MoreFa00,fumbles_rec,0,,,,,
