game,2019,7,20191017,201910170den,kan,"Kansas City Chiefs",30,den,"Denver Broncos",6
team,201910170den,kan,First Downs,14,,,,,,
team,201910170den,den,First Downs,15,,,,,,
team,201910170den,kan,Rush-Yds-TDs,27-80-0,,,,,,
team,201910170den,den,Rush-Yds-TDs,21-71-1,,,,,,
team,201910170den,kan,Cmp-Att-Yd-TD-INT,20-30-193-2-0,,,,,,
team,201910170den,den,Cmp-Att-Yd-TD-INT,21-34-213-0-0,,,,,,
team,201910170den,kan,Sacked-Yards,1-2,,,,,,
team,201910170den,den,Sacked-Yards,9-79,,,,,,
team,201910170den,kan,Net Pass Yards,191,,,,,,
team,201910170den,den,Net Pass Yards,134,,,,,,
team,201910170den,kan,Total Yards,271,,,,,,
team,201910170den,den,Total Yards,205,,,,,,
team,201910170den,kan,Fumbles-Lost,1-0,,,,,,
team,201910170den,den,Fumbles-Lost,3-1,,,,,,
team,201910170den,kan,Turnovers,0,,,,,,
team,201910170den,den,Turnovers,1,,,,,,
team,201910170den,kan,Penalties-Yards,6-46,,,,,,
team,201910170den,den,Penalties-Yards,4-33,,,,,,
team,201910170den,kan,Third Down Conv.,5-15,,,,,,
team,201910170den,den,Third Down Conv.,1-13,,,,,,
team,201910170den,kan,Fourth Down Conv.,1-1,,,,,,
team,201910170den,den,Fourth Down Conv.,1-3,,,,,,
team,201910170den,kan,Time of Possession,32:13,,,,,,
team,201910170den,den,Time of Possession,27:47,,,,,,
player,201910170den,kan,MoorMa01,pass_cmp,10,,,,,
player,201910170den,kan,MoorMa01,pass_att,19,,,,,
player,201910170den,kan,MoorMa01,pass_yds,117,,,,,
player,201910170den,kan,MoorMa01,pass_td,1,,,,,
player,201910170den,kan,MoorMa01,pass_int,0,,,,,
player,201910170den,kan,MoorMa01,pass_sacked,1,,,,,
player,201910170den,kan,MoorMa01,pass_sacked_yds,2,,,,,
player,201910170den,kan,MoorMa01,pass_long,57,,,,,
player,201910170den,kan,MoorMa01,pass_rating,89.1,,,,,
player,201910170den,kan,MoorMa01,rush_att,1,,,,,
player,201910170den,kan,MoorMa01,rush_yds,-1,,,,,
player,201910170den,kan,MoorMa01,rush_td,0,,,,,
player,201910170den,kan,MoorMa01,rush_long,-1,,,,,
player,201910170den,kan,MoorMa01,targets,0,,,,,
player,201910170den,kan,MoorMa01,rec,0,,,,,
player,201910170den,kan,MoorMa01,rec_yds,0,,,,,
player,201910170den,kan,MoorMa01,rec_td,0,,,,,
player,201910170den,kan,MoorMa01,rec_long,0,,,,,
player,201910170den,kan,MoorMa01,fumbles,0,,,,,
player,201910170den,kan,MoorMa01,fumbles_lost,0,,,,,
player,201910170den,kan,MahoPa00,pass_cmp,10,,,,,
player,201910170den,kan,MahoPa00,pass_att,11,,,,,
player,201910170den,kan,MahoPa00,pass_yds,76,,,,,
player,201910170den,kan,MahoPa00,pass_td,1,,,,,
player,201910170den,kan,MahoPa00,pass_int,0,,,,,
player,201910170den,kan,MahoPa00,pass_sacked,0,,,,,
player,201910170den,kan,MahoPa00,pass_sacked_yds,0,,,,,
player,201910170den,kan,MahoPa00,pass_long,21,,,,,
player,201910170den,kan,MahoPa00,pass_rating,125.8,,,,,
player,201910170den,kan,MahoPa00,rush_att,1,,,,,
player,201910170den,kan,MahoPa00,rush_yds,2,,,,,
player,201910170den,kan,MahoPa00,rush_td,0,,,,,
player,201910170den,kan,MahoPa00,rush_long,2,,,,,
