game,2019,13,20191201,201912010htx,nwe,"New England Patriots",22,htx,"Houston Texans",28
team,201912010htx,nwe,First Downs,29,,,,,,
team,201912010htx,htx,First Downs,16,,,,,,
team,201912010htx,nwe,Rush-Yds-TDs,29-145-0,,,,,,
team,201912010htx,htx,Rush-Yds-TDs,23-52-0,,,,,,
team,201912010htx,nwe,Cmp-Att-Yd-TD-INT,24-47-326-3-1,,,,,,
team,201912010htx,htx,Cmp-Att-Yd-TD-INT,19-26-240-4-0,,,,,,
team,201912010htx,nwe,Sacked-Yards,3-23,,,,,,
team,201912010htx,htx,Sacked-Yards,3-16,,,,,,
team,201912010htx,nwe,Net Pass Yards,303,,,,,,
team,201912010htx,htx,Net Pass Yards,224,,,,,,
team,201912010htx,nwe,Total Yards,448,,,,,,
team,201912010htx,htx,Total Yards,276,,,,,,
team,201912010htx,nwe,Fumbles-Lost,0-0,,,,,,
team,201912010htx,htx,Fumbles-Lost,0-0,,,,,,
team,201912010htx,nwe,Turnovers,1,,,,,,
team,201912010htx,htx,Turnovers,0,,,,,,
team,201912010htx,nwe,Penalties-Yards,8-60,,,,,,
team,201912010htx,htx,Penalties-Yards,8-79,,,,,,
team,201912010htx,nwe,Third Down Conv.,9-17,,,,,,
team,201912010htx,htx,Third Down Conv.,6-11,,,,,,
team,201912010htx,nwe,Fourth Down Conv.,1-2,,,,,,
team,201912010htx,htx,Fourth Down Conv.,0-0,,,,,,
team,201912010htx,nwe,Time of Possession,34:35,,,,,,
team,201912010htx,htx,Time of Possession,25:25,,,,,,
player,201912010htx,nwe,BradTo00,pass_cmp,24,,,,,
player,201912010htx,nwe,BradTo00,pass_att,47,,,,,
player,201912010htx,nwe,BradTo00,pass_yds,326,,,,,
player,201912010htx,nwe,BradTo00,pass_td,3,,,,,
player,201912010htx,nwe,BradTo00,pass_int,1,,,,,
player,201912010htx,nwe,BradTo00,pass_sacked,3,,,,,
player,201912010htx,nwe,BradTo00,pass_sacked_yds,23,,,,,
player,201912010htx,nwe,BradTo00,pass_long,44,,,,,
player,201912010htx,nwe,BradTo00,pass_rating,85.9,,,,,
player,201912010htx,nwe,BradTo00,rush_att,1,,,,,
player,201912010htx,nwe,BradTo00,rush_yds,13,,,,,
player,201912010htx,nwe,BradTo00,rush_td,0,,,,,
player,201912010htx,nwe,BradTo00,rush_long,13,,,,,
player,201912010htx,nwe,BradTo00,targets,0,,,,,
player,201912010htx,nwe,BradTo00,rec,0,,,,,
player,201912010htx,nwe,BradTo00,rec_yds,0,,,,,
player,201912010htx,nwe,BradTo00,rec_td,0,,,,,
player,201912010htx,nwe,BradTo00,rec_long,0,,,,,
player,201912010htx,nwe,BradTo00,fumbles,0,,,,,
player,201912010htx,nwe,BradTo00,fumbles_lost,0,,,,,
player,201912010htx,nwe,WhitJa02,pass_cmp,0,,,,,
player,201912010htx,nwe,WhitJa02,pass_att,0,,,,,
player,201912010htx,nwe,WhitJa02,pass_yds,0,,,,,
player,201912010htx,nwe,WhitJa02,pass_td,0,,,,,
player,201912010htx,nwe,WhitJa02,pass_int,0,,,,,
player,201912010htx,nwe,WhitJa02,pass_sacked,0,,,,,
player,201912010htx,nwe,WhitJa02,pass_sacked_yds,0,,,,,
player,201912010htx,nwe,WhitJa02,pass_long,0,,,,,
player,201912010htx,nwe,WhitJa02,pass_rating,,,,,,
player,201912010htx,nwe,WhitJa02,rush_att,14,,,,,
player,201912010htx,nwe,WhitJa02,rush_yds,79,,,,,
player,201912010htx,nwe,WhitJa02,rush_td,0,,,,,
player,201912010htx,nwe,WhitJa02,rush_long,32,,,,,
player,201912010htx,nwe,WhitJa02,targets,11,,,,,
player,201912010htx,nwe,WhitJa02,rec,8,,,,,
player,201912010htx,nwe,WhitJa02,rec_yds,98,,,,,
player,201912010htx,nwe,WhitJa02,rec_td,2,,,,,
player,201912010htx,nwe,WhitJa02,rec_long,36,,,,,
player,201912010htx,nwe,WhitJa02,fumbles,0,,,,,
player,201912010htx,nwe,WhitJa02,fumbles_lost,0,,,,,
player,201912010htx,nwe,MichSo00,pass_cmp,0,,,,,
player,201912010htx,nwe,MichSo00,pass_att,0,,,,,
player,201912010htx,nwe,MichSo00,pass_yds,0,,,,,
player,201912010htx,nwe,MichSo00,pass_td,0,,,,,
player,201912010htx,nwe,MichSo00,pass_int,0,,,,,
player,201912010htx,nwe,MichSo00,pass_sacked,0,,,,,
player,201912010htx,nwe,MichSo00,pass_sacked_yds,0,,,,,
player,201912010htx,nwe,MichSo00,pass_long,0,,,,,
player,201912010htx,nwe,MichSo00,pass_rating,,,,,,
player,201912010htx,nwe,MichSo00,rush_att,10,,,,,
player,201912010htx,nwe,MichSo00,rush_yds,45,,,,,
player,201912010htx,nwe,MichSo00,rush_td,0,,,,,
player,201912010htx,nwe,MichSo00,rush_long,17,,,,,
player,201912010htx,nwe,MichSo00,targets,0,,,,,
player,201912010htx,nwe,MichSo00,rec,0,,,,,
player,201912010htx,nwe,MichSo00,rec_yds,0,,,,,
player,201912010htx,nwe,MichSo00,rec_td,0,,,,,
player,201912010htx,nwe,MichSo00,rec_long,0,,,,,
player,201912010htx,nwe,MichSo00,fumbles,0,,,,,
player,201912010htx,nwe,MichSo00,fumbles_lost,0,,,,,
player,201912010htx,nwe,BurkRe00,pass_cmp,0,,,,,
player,201912010htx,nwe,BurkRe00,pass_att,0,,,,,
player,201912010htx,nwe,BurkRe00,pass_yds,0,,,,,
player,201912010htx,nwe,BurkRe00,pass_td,0,,,,,
player,201912010htx,nwe,BurkRe00,pass_int,0,,,,,
player,201912010htx,nwe,BurkRe00,pass_sacked,0,,,,,
player,201912010htx,nwe,BurkRe00,pass_sacked_yds,0,,,,,
player,201912010htx,nwe,BurkRe00,pass_long,0,,,,,
player,201912010htx,nwe,BurkRe00,pass_rating,,,,,,
player,201912010htx,nwe,BurkRe00,rush_att,3,,,,,
player,201912010htx,nwe,BurkRe00,rush_yds,15,,,,,
player,201912010htx,nwe,BurkRe00,rush_td,0,,,,,
player,201912010htx,nwe,BurkRe00,rush_long,10,,,,,
player,201912010htx,nwe,BurkRe00,targets,1,,,,,
player,201912010htx,nwe,BurkRe00,rec,0,,,,,
player,201912010htx,nwe,BurkRe00,rec_yds,0,,,,,
player,201912010htx,nwe,BurkRe00,rec_td,0,,,,,
player,201912010htx,nwe,BurkRe00,rec_long,0,,,,,
player,201912010htx,nwe,BurkRe00,fumbles,0,,,,,
player,201912010htx,nwe,BurkRe00,fumbles_lost,0,,,,,
player,201912010htx,nwe,MeyeJa01,pass_cmp,0,,,,,
player,201912010htx,nwe,MeyeJa01,pass_att,0,,,,,
player,201912010htx,nwe,MeyeJa01,pass_yds,0,,,,,
player,201912010htx,nwe,MeyeJa01,pass_td,0,,,,,
player,201912010htx,nwe,MeyeJa01,pass_int,0,,,,,
player,201912010htx,nwe,MeyeJa01,pass_sacked,0,,,,,
player,201912010htx,nwe,MeyeJa01,pass_sacked_yds,0,,,,,
player,201912010htx,nwe,MeyeJa01,pass_long,0,,,,,
player,201912010htx,nwe,MeyeJa01,pass_rating,,,,,,
player,201912010htx,nwe,MeyeJa01,rush_att,0,,,,,
player,201912010htx,nwe,MeyeJa01,rush_yds,0,,,,,
player,201912010htx,nwe,MeyeJa01,rush_td,0,,,,,
player,201912010htx,nwe,MeyeJa01,rush_long,0,,,,,
player,201912010htx,nwe,MeyeJa01,targets,7,,,,,
player,201912010htx,nwe,MeyeJa01,rec,3,,,,,
player,201912010htx,nwe,MeyeJa01,rec_yds,46,,,,,
player,201912010htx,nwe,MeyeJa01,rec_td,0,,,,,
player,201912010htx,nwe,MeyeJa01,rec_long,21,,,,,
player,201912010htx,nwe,MeyeJa01,fumbles,0,,,,,
player,201912010htx,nwe,MeyeJa01,fumbles_lost,0,,,,,
player,201912010htx,nwe,LaCoMa00,pass_cmp,0,,,,,
player,201912010htx,nwe,LaCoMa00,pass_att,0,,,,,
player,201912010htx,nwe,LaCoMa00,pass_yds,0,,,,,
player,201912010htx,nwe,LaCoMa00,pass_td,0,,,,,
player,201912010htx,nwe,LaCoMa00,pass_int,0,,,,,
player,201912010htx,nwe,LaCoMa00,pass_sacked,0,,,,,
player,201912010htx,nwe,LaCoMa00,pass_sacked_yds,0,,,,,
player,201912010htx,nwe,LaCoMa00,pass_long,0,,,,,
player,201912010htx,nwe,LaCoMa00,pass_rating,,,,,,
player,201912010htx,nwe,LaCoMa00,rush_att,0,,,,,
player,201912010htx,nwe,LaCoMa00,rush_yds,0,,,,,
player,201912010htx,nwe,LaCoMa00,rush_td,0,,,,,
player,201912010htx,nwe,LaCoMa00,rush_long,0,,,,,
player,201912010htx,nwe,LaCoMa00,targets,2,,,,,
player,201912010htx,nwe,LaCoMa00,rec,1,,,,,
player,201912010htx,nwe,LaCoMa00,rec_yds,24,,,,,
player,201912010htx,nwe,LaCoMa00,rec_td,0,,,,,
player,201912010htx,nwe,LaCoMa00,rec_long,24,,,,,
player,201912010htx,nwe,LaCoMa00,fumbles,0,,,,,
player,201912010htx,nwe,LaCoMa00,fumbles_lost,0,,,,,
player,201912010htx,nwe,WatsBe00,pass_cmp,0,,,,,
player,201912010htx,nwe,WatsBe00,pass_att,0,,,,,
player,201912010htx,nwe,WatsBe00,pass_yds,0,,,,,
player,201912010htx,nwe,WatsBe00,pass_td,0,,,,,
player,201912010htx,nwe,WatsBe00,pass_int,0,,,,,
player,201912010htx,nwe,WatsBe00,pass_sacked,0,,,,,
player,201912010htx,nwe,WatsBe00,pass_sacked_yds,0,,,,,
player,201912010htx,nwe,WatsBe00,pass_long,0,,,,,
player,201912010htx,nwe,WatsBe00,pass_rating,,,,,,
player,201912010htx,nwe,WatsBe00,rush_att,0,,,,,
player,201912010htx,nwe,WatsBe00,rush_yds,0,,,,,
player,201912010htx,nwe,WatsBe00,rush_td,0,,,,,
player,201912010htx,nwe,WatsBe00,rush_long,0,,,,,
player,201912010htx,nwe,WatsBe00,targets,1,,,,,
player,201912010htx,nwe,WatsBe00,rec,1,,,,,
player,201912010htx,nwe,WatsBe00,rec_yds,23,,,,,
player,201912010htx,nwe,WatsBe00,rec_td,0,,,,,
player,201912010htx,nwe,WatsBe00,rec_long,23,,,,,
player,201912010htx,nwe,WatsBe00,fumbles,0,,,,,
player,201912010htx,nwe,WatsBe00,fumbles_lost,0,,,,,
player,201912010htx,nwe,DorsPh00,pass_cmp,0,,,,,
player,201912010htx,nwe,DorsPh00,pass_att,0,,,,,
player,201912010htx,nwe,DorsPh00,pass_yds,0,,,,,
player,201912010htx,nwe,DorsPh00,pass_td,0,,,,,
player,201912010htx,nwe,DorsPh00,pass_int,0,,,,,
player,201912010htx,nwe,DorsPh00,pass_sacked,0,,,,,
player,201912010htx,nwe,DorsPh00,pass_sacked_yds,0,,,,,
player,201912010htx,nwe,DorsPh00,pass_long,0,,,,,
player,201912010htx,nwe,DorsPh00,pass_rating,,,,,,
player,201912010htx,nwe,DorsPh00,rush_att,0,,,,,
player,201912010htx,nwe,DorsPh00,rush_yds,0,,,,,
player,201912010htx,nwe,DorsPh00,rush_td,0,,,,,
player,201912010htx,nwe,DorsPh00,rush_long,0,,,,,
player,201912010htx,nwe,DorsPh00,targets,6,,,,,
player,201912010htx,nwe,DorsPh00,rec,2,,,,,
player,201912010htx,nwe,DorsPh00,rec_yds,15,,,,,
player,201912010htx,nwe,DorsPh00,rec_td,0,,,,,
player,201912010htx,nwe,DorsPh00,rec_long,9,,,,,
player,201912010htx,nwe,DorsPh00,fumbles,0,,,,,
player,201912010htx,nwe,DorsPh00,fumbles_lost,0,,,,,
player,201912010htx,nwe,SanuMo00,pass_cmp,0,,,,,
player,201912010htx,nwe,SanuMo00,pass_att,0,,,,,
player,201912010htx,nwe,SanuMo00,pass_yds,0,,,,,
player,201912010htx,nwe,SanuMo00,pass_td,0,,,,,
player,201912010htx,nwe,SanuMo00,pass_int,0,,,,,
player,201912010htx,nwe,SanuMo00,pass_sacked,0,,,,,
player,201912010htx,nwe,SanuMo00,pass_sacked_yds,0,,,,,
player,201912010htx,nwe,SanuMo00,pass_long,0,,,,,
player,201912010htx,nwe,SanuMo00,pass_rating,,,,,,
player,201912010htx,nwe,SanuMo00,rush_att,0,,,,,
player,201912010htx,nwe,SanuMo00,rush_yds,0,,,,,
player,201912010htx,nwe,SanuMo00,rush_td,0,,,,,
player,201912010htx,nwe,SanuMo00,rush_long,0,,,,,
player,201912010htx,nwe,SanuMo00,targets,5,,,,,
player,201912010htx,nwe,SanuMo00,rec,3,,,,,
player,201912010htx,nwe,SanuMo00,rec_yds,14,,,,,
player,201912010htx,nwe,SanuMo00,rec_td,0,,,,,
player,201912010htx,nwe,SanuMo00,rec_long,6,,,,,
player,201912010htx,nwe,SanuMo00,fumbles,0,,,,,
player,201912010htx,nwe,SanuMo00,fumbles_lost,0,,,,,
player,201912010htx,nwe,HarrNK00,pass_cmp,0,,,,,
player,201912010htx,nwe,HarrNK00,pass_att,0,,,,,
player,201912010htx,nwe,HarrNK00,pass_yds,0,,,,,
player,201912010htx,nwe,HarrNK00,pass_td,0,,,,,
player,201912010htx,nwe,HarrNK00,pass_int,0,,,,,
player,201912010htx,nwe,HarrNK00,pass_sacked,0,,,,,
player,201912010htx,nwe,HarrNK00,pass_sacked_yds,0,,,,,
player,201912010htx,nwe,HarrNK00,pass_long,0,,,,,
player,201912010htx,nwe,HarrNK00,pass_rating,,,,,,
player,201912010htx,nwe,HarrNK00,rush_att,0,,,,,
player,201912010htx,nwe,HarrNK00,rush_yds,0,,,,,
player,201912010htx,nwe,HarrNK00,rush_td,0,,,,,
player,201912010htx,nwe,HarrNK00,rush_long,0,,,,,
player,201912010htx,nwe,HarrNK00,targets,1,,,,,
player,201912010htx,nwe,HarrNK00,rec,0,,,,,
player,201912010htx,nwe,HarrNK00,rec_yds,0,,,,,
player,201912010htx,nwe,HarrNK00,rec_td,0,,,,,
player,201912010htx,nwe,HarrNK00,rec_long,0,,,,,
player,201912010htx,nwe,HarrNK00,fumbles,0,,,,,
player,201912010htx,nwe,HarrNK00,fumbles_lost,0,,,,,
