game,2019,9,20191103,201911030rai,det,"Detroit Lions",24,rai,"Oakland Raiders",31
player,201911030rai,det,PerkPa00,pass_int,0,,,,,
player,201911030rai,det,PerkPa00,pass_sacked,0,,,,,
player,201911030rai,det,PerkPa00,pass_sacked_yds,0,,,,,
player,201911030rai,det,PerkPa00,pass_long,0,,,,,
player,201911030rai,det,PerkPa00,pass_rating,,,,,,
player,201911030rai,det,PerkPa00,rush_att,3,,,,,
player,201911030rai,det,PerkPa00,rush_yds,16,,,,,
player,201911030rai,det,PerkPa00,rush_td,0,,,,,
player,201911030rai,det,PerkPa00,rush_long,13,,,,,
player,201911030rai,det,PerkPa00,targets,0,,,,,
player,201911030rai,det,PerkPa00,rec,0,,,,,
player,201911030rai,det,PerkPa00,rec_yds,0,,,,,
player,201911030rai,det,PerkPa00,rec_td,0,,,,,
player,201911030rai,det,PerkPa00,rec_long,0,,,,,
player,201911030rai,det,PerkPa00,fumbles,0,,,,,
player,201911030rai,det,PerkPa00,fumbles_lost,0,,,,,
player,201911030rai,det,HallMa02,pass_cmp,0,,,,,
player,201911030rai,det,HallMa02,pass_att,0,,,,,
player,201911030rai,det,HallMa02,pass_yds,0,,,,,
player,201911030rai,det,HallMa02,pass_td,0,,,,,
player,201911030rai,det,HallMa02,pass_int,0,,,,,
player,201911030rai,det,HallMa02,pass_sacked,0,,,,,
player,201911030rai,det,HallMa02,pass_sacked_yds,0,,,,,
player,201911030rai,det,HallMa02,pass_long,0,,,,,
player,201911030rai,det,HallMa02,pass_rating,,,,,,
player,201911030rai,det,HallMa02,rush_att,1,,,,,
player,201911030rai,det,HallMa02,rush_yds,7,,,,,
player,201911030rai,det,HallMa02,rush_td,0,,,,,
player,201911030rai,det,HallMa02,rush_long,7,,,,,
player,201911030rai,det,HallMa02,targets,1,,,,,
player,201911030rai,det,HallMa02,rec,0,,,,,
player,201911030rai,det,HallMa02,rec_yds,0,,,,,
player,201911030rai,det,HallMa02,rec_td,0,,,,,
player,201911030rai,det,HallMa02,rec_long,0,,,,,
player,201911030rai,det,HallMa02,fumbles,0,,,,,
player,201911030rai,det,HallMa02,fumbles_lost,0,,,,,
player,201911030rai,det,GollKe00,pass_cmp,0,,,,,
player,201911030rai,det,GollKe00,pass_att,0,,,,,
player,201911030rai,det,GollKe00,pass_yds,0,,,,,
player,201911030rai,det,GollKe00,pass_td,0,,,,,
player,201911030rai,det,GollKe00,pass_int,0,,,,,
player,201911030rai,det,GollKe00,pass_sacked,0,,,,,
player,201911030rai,det,GollKe00,pass_sacked_yds,0,,,,,
player,201911030rai,det,GollKe00,pass_long,0,,,,,
player,201911030rai,det,GollKe00,pass_rating,,,,,,
player,201911030rai,det,GollKe00,rush_att,0,,,,,
player,201911030rai,det,GollKe00,rush_yds,0,,,,,
player,201911030rai,det,GollKe00,rush_td,0,,,,,
player,201911030rai,det,GollKe00,rush_long,0,,,,,
player,201911030rai,det,GollKe00,targets,7,,,,,
player,201911030rai,det,GollKe00,rec,4,,,,,
player,201911030rai,det,GollKe00,rec_yds,132,,,,,
player,201911030rai,det,GollKe00,rec_td,1,,,,,
player,201911030rai,det,GollKe00,rec_long,59,,,,,
player,201911030rai,det,GollKe00,fumbles,0,,,,,
player,201911030rai,det,GollKe00,fumbles_lost,0,,,,,
player,201911030rai,det,JoneMa02,pass_cmp,0,,,,,
player,201911030rai,det,JoneMa02,pass_att,0,,,,,
player,201911030rai,det,JoneMa02,pass_yds,0,,,,,
player,201911030rai,det,JoneMa02,pass_td,0,,,,,
player,201911030rai,det,JoneMa02,pass_int,0,,,,,
player,201911030rai,det,JoneMa02,pass_sacked,0,,,,,
player,201911030rai,det,JoneMa02,pass_sacked_yds,0,,,,,
player,201911030rai,det,JoneMa02,pass_long,0,,,,,
player,201911030rai,det,JoneMa02,pass_rating,,,,,,
player,201911030rai,det,JoneMa02,rush_att,0,,,,,
player,201911030rai,det,JoneMa02,rush_yds,0,,,,,
player,201911030rai,det,JoneMa02,rush_td,0,,,,,
player,201911030rai,det,JoneMa02,rush_long,0,,,,,
player,201911030rai,det,JoneMa02,targets,10,,,,,
player,201911030rai,det,JoneMa02,rec,8,,,,,
player,201911030rai,det,JoneMa02,rec_yds,126,,,,,
player,201911030rai,det,JoneMa02,rec_td,1,,,,,
player,201911030rai,det,JoneMa02,rec_long,47,,,,,
player,201911030rai,det,JoneMa02,fumbles,0,,,,,
player,201911030rai,det,JoneMa02,fumbles_lost,0,,,,,
player,201911030rai,det,HockTJ00,pass_cmp,0,,,,,
player,201911030rai,det,HockTJ00,pass_att,0,,,,,
player,201911030rai,det,HockTJ00,pass_yds,0,,,,,
player,201911030rai,det,HockTJ00,pass_td,0,,,,,
player,201911030rai,det,HockTJ00,pass_int,0,,,,,
player,201911030rai,det,HockTJ00,pass_sacked,0,,,,,
player,201911030rai,det,HockTJ00,pass_sacked_yds,0,,,,,
player,201911030rai,det,HockTJ00,pass_long,0,,,,,
player,201911030rai,det,HockTJ00,pass_rating,,,,,,
player,201911030rai,det,HockTJ00,rush_att,0,,,,,
player,201911030rai,det,HockTJ00,rush_yds,0,,,,,
player,201911030rai,det,HockTJ00,rush_td,0,,,,,
player,201911030rai,det,HockTJ00,rush_long,0,,,,,
player,201911030rai,det,HockTJ00,targets,7,,,,,
player,201911030rai,det,HockTJ00,rec,3,,,,,
player,201911030rai,det,HockTJ00,rec_yds,56,,,,,
player,201911030rai,det,HockTJ00,rec_td,0,,,,,
player,201911030rai,det,HockTJ00,rec_long,23,,,,,
player,201911030rai,det,HockTJ00,fumbles,0,,,,,
player,201911030rai,det,HockTJ00,fumbles_lost,0,,,,,
player,201911030rai,det,AmenDa00,pass_cmp,0,,,,,
player,201911030rai,det,AmenDa00,pass_att,0,,,,,
player,201911030rai,det,AmenDa00,pass_yds,0,,,,,
player,201911030rai,det,AmenDa00,pass_td,0,,,,,
player,201911030rai,det,AmenDa00,pass_int,0,,,,,
player,201911030rai,det,AmenDa00,pass_sacked,0,,,,,
player,201911030rai,det,AmenDa00,pass_sacked_yds,0,,,,,
player,201911030rai,det,AmenDa00,pass_long,0,,,,,
player,201911030rai,det,AmenDa00,pass_rating,,,,,,
player,201911030rai,det,AmenDa00,rush_att,0,,,,,
player,201911030rai,det,AmenDa00,rush_yds,0,,,,,
player,201911030rai,det,AmenDa00,rush_td,0,,,,,
player,201911030rai,det,AmenDa00,rush_long,0,,,,,
player,201911030rai,det,AmenDa00,targets,5,,,,,
player,201911030rai,det,AmenDa00,rec,3,,,,,
player,201911030rai,det,AmenDa00,rec_yds,29,,,,,
player,201911030rai,det,AmenDa00,rec_td,0,,,,,
player,201911030rai,det,AmenDa00,rec_long,17,,,,,
player,201911030rai,det,AmenDa00,fumbles,0,,,,,
player,201911030rai,det,AmenDa00,fumbles_lost,0,,,,,
player,201911030rai,det,ThomLo00,pass_cmp,0,,,,,
player,201911030rai,det,ThomLo00,pass_att,0,,,,,
player,201911030rai,det,ThomLo00,pass_yds,0,,,,,
player,201911030rai,det,ThomLo00,pass_td,0,,,,,
player,201911030rai,det,ThomLo00,pass_int,0,,,,,
player,201911030rai,det,ThomLo00,pass_sacked,0,,,,,
player,201911030rai,det,ThomLo00,pass_sacked_yds,0,,,,,
player,201911030rai,det,ThomLo00,pass_long,0,,,,,
player,201911030rai,det,ThomLo00,pass_rating,,,,,,
player,201911030rai,det,ThomLo00,rush_att,0,,,,,
player,201911030rai,det,ThomLo00,rush_yds,0,,,,,
player,201911030rai,det,ThomLo00,rush_td,0,,,,,
player,201911030rai,det,ThomLo00,rush_long,0,,,,,
player,201911030rai,det,ThomLo00,targets,2,,,,,
player,201911030rai,det,ThomLo00,rec,1,,,,,
player,201911030rai,det,ThomLo00,rec_yds,13,,,,,
player,201911030rai,det,ThomLo00,rec_td,0,,,,,
player,201911030rai,det,ThomLo00,rec_long,13,,,,,
player,201911030rai,det,ThomLo00,fumbles,0,,,,,
player,201911030rai,det,ThomLo00,fumbles_lost,0,,,,,
player,201911030rai,det,JameJe00,pass_cmp,0,,,,,
player,201911030rai,det,JameJe00,pass_att,0,,,,,
player,201911030rai,det,JameJe00,pass_yds,0,,,,,
player,201911030rai,det,JameJe00,pass_td,0,,,,,
player,201911030rai,det,JameJe00,pass_int,0,,,,,
player,201911030rai,det,JameJe00,pass_sacked,0,,,,,
player,201911030rai,det,JameJe00,pass_sacked_yds,0,,,,,
player,201911030rai,det,JameJe00,pass_long,0,,,,,
player,201911030rai,det,JameJe00,pass_rating,,,,,,
player,201911030rai,det,JameJe00,rush_att,0,,,,,
player,201911030rai,det,JameJe00,rush_yds,0,,,,,
player,201911030rai,det,JameJe00,rush_td,0,,,,,
player,201911030rai,det,JameJe00,rush_long,0,,,,,
player,201911030rai,det,JameJe00,targets,2,,,,,
player,201911030rai,det,JameJe00,rec,1,,,,,
player,201911030rai,det,JameJe00,rec_yds,3,,,,,
player,201911030rai,det,JameJe00,rec_td,0,,,,,
player,201911030rai,det,JameJe00,rec_long,3,,,,,
player,201911030rai,det,JameJe00,fumbles,0,,,,,
player,201911030rai,det,JameJe00,fumbles_lost,0,,,,,
player,201911030rai,rai,CarrDe02,pass_cmp,20,,,,,
player,201911030rai,rai,CarrDe02,pass_att,31,,,,,
player,201911030rai,rai,CarrDe02,pass_yds,289,,,,,
player,201911030rai,rai,CarrDe02,pass_td,2,,,,,
player,201911030rai,rai,CarrDe02,pass_int,0,,,,,
player,201911030rai,rai,CarrDe02,pass_sacked,1,,,,,
player,201911030rai,rai,CarrDe02,pass_sacked_yds,10,,,,,
player,201911030rai,rai,CarrDe02,pass_long,34,,,,,
player,201911030rai,rai,CarrDe02,pass_rating,116.2,,,,,
player,201911030rai,rai,CarrDe02,rush_att,0,,,,,
player,201911030rai,rai,CarrDe02,rush_yds,0,,,,,
player,201911030rai,rai,CarrDe02,rush_td,0,,,,,
player,201911030rai,rai,CarrDe02,rush_long,0,,,,,
player,201911030rai,rai,CarrDe02,targets,0,,,,,
player,201911030rai,rai,CarrDe02,rec,0,,,,,
player,201911030rai,rai,CarrDe02,rec_yds,0,,,,,
player,201911030rai,rai,CarrDe02,rec_td,0,,,,,
player,201911030rai,rai,CarrDe02,rec_long,0,,,,,
player,201911030rai,rai,CarrDe02,fumbles,0,,,,,
player,201911030rai,rai,CarrDe02,fumbles_lost,0,,,,,
player,201911030rai,rai,JacoJo01,pass_cmp,0,,,,,
player,201911030rai,rai,JacoJo01,pass_att,0,,,,,
player,201911030rai,rai,JacoJo01,pass_yds,0,,,,,
player,201911030rai,rai,JacoJo01,pass_td,0,,,,,
player,201911030rai,rai,JacoJo01,pass_int,0,,,,,
player,201911030rai,rai,JacoJo01,pass_sacked,0,,,,,
player,201911030rai,rai,JacoJo01,pass_sacked_yds,0,,,,,
player,201911030rai,rai,JacoJo01,pass_long,0,,,,,
player,201911030rai,rai,JacoJo01,pass_rating,,,,,,
player,201911030rai,rai,JacoJo01,rush_att,28,,,,,
player,201911030rai,rai,JacoJo01,rush_yds,120,,,,,
player,201911030rai,rai,JacoJo01,rush_td,2,,,,,
player,201911030rai,rai,JacoJo01,rush_long,17,,,,,
player,201911030rai,rai,JacoJo01,targets,2,,,,,
player,201911030rai,rai,JacoJo01,rec,0,,,,,
player,201911030rai,rai,JacoJo01,rec_yds,0,,,,,
player,201911030rai,rai,JacoJo01,rec_td,0,,,,,
player,201911030rai,rai,JacoJo01,rec_long,0,,,,,
player,201911030rai,rai,JacoJo01,fumbles,0,,,,,
player,201911030rai,rai,JacoJo01,fumbles_lost,0,,,,,
player,201911030rai,rai,CarrDe00,pass_cmp,0,,,,,
player,201911030rai,rai,CarrDe00,pass_att,0,,,,,
player,201911030rai,rai,CarrDe00,pass_yds,0,,,,,
player,201911030rai,rai,CarrDe00,pass_td,0,,,,,
player,201911030rai,rai,CarrDe00,pass_int,0,,,,,
player,201911030rai,rai,CarrDe00,pass_sacked,0,,,,,
player,201911030rai,rai,CarrDe00,pass_sacked_yds,0,,,,,
player,201911030rai,rai,CarrDe00,pass_long,0,,,,,
player,201911030rai,rai,CarrDe00,pass_rating,,,,,,
player,201911030rai,rai,CarrDe00,rush_att,1,,,,,
player,201911030rai,rai,CarrDe00,rush_yds,27,,,,,
player,201911030rai,rai,CarrDe00,rush_td,0,,,,,
player,201911030rai,rai,CarrDe00,rush_long,27,,,,,
player,201911030rai,rai,CarrDe00,targets,0,,,,,
player,201911030rai,rai,CarrDe00,rec,0,,,,,
player,201911030rai,rai,CarrDe00,rec_yds,0,,,,,
player,201911030rai,rai,CarrDe00,rec_td,0,,,,,
player,201911030rai,rai,CarrDe00,rec_long,0,,,,,
player,201911030rai,rai,CarrDe00,fumbles,0,,,,,
player,201911030rai,rai,CarrDe00,fumbles_lost,0,,,,,
player,201911030rai,rai,RichJa01,pass_cmp,0,,,,,
player,201911030rai,rai,RichJa01,pass_att,0,,,,,
player,201911030rai,rai,RichJa01,pass_yds,0,,,,,
player,201911030rai,rai,RichJa01,pass_td,0,,,,,
player,201911030rai,rai,RichJa01,pass_int,0,,,,,
player,201911030rai,rai,RichJa01,pass_sacked,0,,,,,
player,201911030rai,rai,RichJa01,pass_sacked_yds,0,,,,,
player,201911030rai,rai,RichJa01,pass_long,0,,,,,
player,201911030rai,rai,RichJa01,pass_rating,,,,,,
player,201911030rai,rai,RichJa01,rush_att,2,,,,,
player,201911030rai,rai,RichJa01,rush_yds,12,,,,,
player,201911030rai,rai,RichJa01,rush_td,0,,,,,
player,201911030rai,rai,RichJa01,rush_long,7,,,,,
player,201911030rai,rai,RichJa01,targets,4,,,,,
player,201911030rai,rai,RichJa01,rec,3,,,,,
player,201911030rai,rai,RichJa01,rec_yds,56,,,,,
player,201911030rai,rai,RichJa01,rec_td,0,,,,,
player,201911030rai,rai,RichJa01,rec_long,31,,,,,
player,201911030rai,rai,RichJa01,fumbles,0,,,,,
player,201911030rai,rai,RichJa01,fumbles_lost,0,,,,,
player,201911030rai,rai,WashDe00,pass_cmp,0,,,,,
player,201911030rai,rai,WashDe00,pass_att,0,,,,,
player,201911030rai,rai,WashDe00,pass_yds,0,,,,,
player,201911030rai,rai,WashDe00,pass_td,0,,,,,
player,201911030rai,rai,WashDe00,pass_int,0,,,,,
player,201911030rai,rai,WashDe00,pass_sacked,0,,,,,
player,201911030rai,rai,WashDe00,pass_sacked_yds,0,,,,,
player,201911030rai,rai,WashDe00,pass_long,0,,,,,
player,201911030rai,rai,WashDe00,pass_rating,,,,,,
player,201911030rai,rai,WashDe00,rush_att,3,,,,,
player,201911030rai,rai,WashDe00,rush_yds,7,,,,,
player,201911030rai,rai,WashDe00,rush_td,0,,,,,
player,201911030rai,rai,WashDe00,rush_long,5,,,,,
player,201911030rai,rai,WashDe00,targets,1,,,,,
player,201911030rai,rai,WashDe00,rec,1,,,,,
player,201911030rai,rai,WashDe00,rec_yds,21,,,,,
player,201911030rai,rai,WashDe00,rec_td,0,,,,,
player,201911030rai,rai,WashDe00,rec_long,21,,,,,
player,201911030rai,rai,WashDe00,fumbles,0,,,,,
player,201911030rai,rai,WashDe00,fumbles_lost,0,,,,,
player,201911030rai,rai,JoneZa00,pass_cmp,0,,,,,
player,201911030rai,rai,JoneZa00,pass_att,0,,,,,
player,201911030rai,rai,JoneZa00,pass_yds,0,,,,,
player,201911030rai,rai,JoneZa00,pass_td,0,,,,,
player,201911030rai,rai,JoneZa00,pass_int,0,,,,,
player,201911030rai,rai,JoneZa00,pass_sacked,0,,,,,
player,201911030rai,rai,JoneZa00,pass_sacked_yds,0,,,,,
player,201911030rai,rai,JoneZa00,pass_long,0,,,,,
player,201911030rai,rai,JoneZa00,pass_rating,,,,,,
player,201911030rai,rai,JoneZa00,rush_att,1,,,,,
player,201911030rai,rai,JoneZa00,rush_yds,3,,,,,
player,201911030rai,rai,JoneZa00,rush_td,0,,,,,
player,201911030rai,rai,JoneZa00,rush_long,3,,,,,
player,201911030rai,rai,JoneZa00,targets,4,,,,,
player,201911030rai,rai,JoneZa00,rec,3,,,,,
player,201911030rai,rai,JoneZa00,rec_yds,21,,,,,
player,201911030rai,rai,JoneZa00,rec_td,0,,,,,
player,201911030rai,rai,JoneZa00,rec_long,9,,,,,
player,201911030rai,rai,JoneZa00,fumbles,0,,,,,
player,201911030rai,rai,JoneZa00,fumbles_lost,0,,,,,
player,201911030rai,rai,IngoAl01,pass_cmp,0,,,,,
player,201911030rai,rai,IngoAl01,pass_att,0,,,,,
player,201911030rai,rai,IngoAl01,pass_yds,0,,,,,
player,201911030rai,rai,IngoAl01,pass_td,0,,,,,
player,201911030rai,rai,IngoAl01,pass_int,0,,,,,
player,201911030rai,rai,IngoAl01,pass_sacked,0,,,,,
player,201911030rai,rai,IngoAl01,pass_sacked_yds,0,,,,,
player,201911030rai,rai,IngoAl01,pass_long,0,,,,,
player,201911030rai,rai,IngoAl01,pass_rating,,,,,,
player,201911030rai,rai,IngoAl01,rush_att,1,,,,,
player,201911030rai,rai,IngoAl01,rush_yds,2,,,,,
player,201911030rai,rai,IngoAl01,rush_td,0,,,,,
player,201911030rai,rai,IngoAl01,rush_long,2,,,,,
player,201911030rai,rai,IngoAl01,targets,0,,,,,
player,201911030rai,rai,IngoAl01,rec,0,,,,,
player,201911030rai,rai,IngoAl01,rec_yds,0,,,,,
player,201911030rai,rai,IngoAl01,rec_td,0,,,,,
player,201911030rai,rai,IngoAl01,rec_long,0,,,,,
player,201911030rai,rai,IngoAl01,fumbles,0,,,,,
player,201911030rai,rai,IngoAl01,fumbles_lost,0,,,,,
player,201911030rai,rai,RenfHu00,pass_cmp,0,,,,,
player,201911030rai,rai,RenfHu00,pass_att,0,,,,,
player,201911030rai,rai,RenfHu00,pass_yds,0,,,,,
player,201911030rai,rai,RenfHu00,pass_td,0,,,,,
player,201911030rai,rai,RenfHu00,pass_int,0,,,,,
player,201911030rai,rai,RenfHu00,pass_sacked,0,,,,,
player,201911030rai,rai,RenfHu00,pass_sacked_yds,0,,,,,
player,201911030rai,rai,RenfHu00,pass_long,0,,,,,
player,201911030rai,rai,RenfHu00,pass_rating,,,,,,
player,201911030rai,rai,RenfHu00,rush_att,0,,,,,
player,201911030rai,rai,RenfHu00,rush_yds,0,,,,,
player,201911030rai,rai,RenfHu00,rush_td,0,,,,,
player,201911030rai,rai,RenfHu00,rush_long,0,,,,,
player,201911030rai,rai,RenfHu00,targets,7,,,,,
player,201911030rai,rai,RenfHu00,rec,6,,,,,
player,201911030rai,rai,RenfHu00,rec_yds,54,,,,,
player,201911030rai,rai,RenfHu00,rec_td,1,,,,,
player,201911030rai,rai,RenfHu00,rec_long,17,,,,,
player,201911030rai,rai,RenfHu00,fumbles,0,,,,,
player,201911030rai,rai,RenfHu00,fumbles_lost,0,,,,,
player,201911030rai,rai,WallDa01,pass_cmp,0,,,,,
player,201911030rai,rai,WallDa01,pass_att,0,,,,,
player,201911030rai,rai,WallDa01,pass_yds,0,,,,,
player,201911030rai,rai,WallDa01,pass_td,0,,,,,
player,201911030rai,rai,WallDa01,pass_int,0,,,,,
player,201911030rai,rai,WallDa01,pass_sacked,0,,,,,
player,201911030rai,rai,WallDa01,pass_sacked_yds,0,,,,,
player,201911030rai,rai,WallDa01,pass_long,0,,,,,
player,201911030rai,rai,WallDa01,pass_rating,,,,,,
player,201911030rai,rai,WallDa01,rush_att,0,,,,,
player,201911030rai,rai,WallDa01,rush_yds,0,,,,,
player,201911030rai,rai,WallDa01,rush_td,0,,,,,
player,201911030rai,rai,WallDa01,rush_long,0,,,,,
player,201911030rai,rai,WallDa01,targets,2,,,,,
player,201911030rai,rai,WallDa01,rec,2,,,,,
player,201911030rai,rai,WallDa01,rec_yds,52,,,,,
player,201911030rai,rai,WallDa01,rec_td,0,,,,,
player,201911030rai,rai,WallDa01,rec_long,31,,,,,
player,201911030rai,rai,WallDa01,fumbles,0,,,,,
player,201911030rai,rai,WallDa01,fumbles_lost,0,,,,,
player,201911030rai,rai,WillTy00,pass_cmp,0,,,,,
player,201911030rai,rai,WillTy00,pass_att,0,,,,,
player,201911030rai,rai,WillTy00,pass_yds,0,,,,,
player,201911030rai,rai,WillTy00,pass_td,0,,,,,
player,201911030rai,rai,WillTy00,pass_int,0,,,,,
player,201911030rai,rai,WillTy00,pass_sacked,0,,,,,
player,201911030rai,rai,WillTy00,pass_sacked_yds,0,,,,,
player,201911030rai,rai,WillTy00,pass_long,0,,,,,
player,201911030rai,rai,WillTy00,pass_rating,,,,,,
player,201911030rai,rai,WillTy00,rush_att,0,,,,,
player,201911030rai,rai,WillTy00,rush_yds,0,,,,,
player,201911030rai,rai,WillTy00,rush_td,0,,,,,
player,201911030rai,rai,WillTy00,rush_long,0,,,,,
player,201911030rai,rai,WillTy00,targets,4,,,,,
player,201911030rai,rai,WillTy00,rec,3,,,,,
player,201911030rai,rai,WillTy00,rec_yds,48,,,,,
player,201911030rai,rai,WillTy00,rec_td,0,,,,,
player,201911030rai,rai,WillTy00,rec_long,22,,,,,
player,201911030rai,rai,WillTy00,fumbles,0,,,,,
player,201911030rai,rai,WillTy00,fumbles_lost,0,,,,,
player,201911030rai,rai,AtemMa00,pass_cmp,0,,,,,
player,201911030rai,rai,AtemMa00,pass_att,0,,,,,
player,201911030rai,rai,AtemMa00,pass_yds,0,,,,,
player,201911030rai,rai,AtemMa00,pass_td,0,,,,,
player,201911030rai,rai,AtemMa00,pass_int,0,,,,,
player,201911030rai,rai,AtemMa00,pass_sacked,0,,,,,
player,201911030rai,rai,AtemMa00,pass_sacked_yds,0,,,,,
player,201911030rai,rai,AtemMa00,pass_long,0,,,,,
player,201911030rai,rai,AtemMa00,pass_rating,,,,,,
player,201911030rai,rai,AtemMa00,rush_att,0,,,,,
player,201911030rai,rai,AtemMa00,rush_yds,0,,,,,
player,201911030rai,rai,AtemMa00,rush_td,0,,,,,
player,201911030rai,rai,AtemMa00,rush_long,0,,,,,
player,201911030rai,rai,AtemMa00,targets,1,,,,,
player,201911030rai,rai,AtemMa00,rec,1,,,,,
player,201911030rai,rai,AtemMa00,rec_yds,34,,,,,
player,201911030rai,rai,AtemMa00,rec_td,0,,,,,
player,201911030rai,rai,AtemMa00,rec_long,34,,,,,
player,201911030rai,rai,AtemMa00,fumbles,0,,,,,
player,201911030rai,rai,AtemMa00,fumbles_lost,0,,,,,
player,201911030rai,rai,MoreFo00,pass_cmp,0,,,,,
player,201911030rai,rai,MoreFo00,pass_att,0,,,,,
player,201911030rai,rai,MoreFo00,pass_yds,0,,,,,
