game,2019,17,20191229,201912290nwe,mia,"Miami Dolphins",27,nwe,"New England Patriots",24
team,201912290nwe,mia,First Downs,26,,,,,,
team,201912290nwe,nwe,First Downs,18,,,,,,
team,201912290nwe,mia,Rush-Yds-TDs,22-63-1,,,,,,
team,201912290nwe,nwe,Rush-Yds-TDs,27-135-1,,,,,,
team,201912290nwe,mia,Cmp-Att-Yd-TD-INT,29-44-340-1-0,,,,,,
team,201912290nwe,nwe,Cmp-Att-Yd-TD-INT,16-29-221-2-1,,,,,,
team,201912290nwe,mia,Sacked-Yards,2-14,,,,,,
team,201912290nwe,nwe,Sacked-Yards,1-4,,,,,,
team,201912290nwe,mia,Net Pass Yards,326,,,,,,
team,201912290nwe,nwe,Net Pass Yards,217,,,,,,
team,201912290nwe,mia,Total Yards,389,,,,,,
team,201912290nwe,nwe,Total Yards,352,,,,,,
team,201912290nwe,mia,Fumbles-Lost,2-0,,,,,,
team,201912290nwe,nwe,Fumbles-Lost,3-1,,,,,,
team,201912290nwe,mia,Turnovers,0,,,,,,
team,201912290nwe,nwe,Turnovers,2,,,,,,
team,201912290nwe,mia,Penalties-Yards,4-35,,,,,,
team,201912290nwe,nwe,Penalties-Yards,6-54,,,,,,
team,201912290nwe,mia,Third Down Conv.,5-12,,,,,,
team,201912290nwe,nwe,Third Down Conv.,3-9,,,,,,
team,201912290nwe,mia,Fourth Down Conv.,0-1,,,,,,
team,201912290nwe,nwe,Fourth Down Conv.,0-0,,,,,,
team,201912290nwe,mia,Time of Possession,33:51,,,,,,
team,201912290nwe,nwe,Time of Possession,26:09,,,,,,
player,201912290nwe,mia,FitzRy00,pass_cmp,28,,,,,
player,201912290nwe,mia,FitzRy00,pass_att,41,,,,,
player,201912290nwe,mia,FitzRy00,pass_yds,320,,,,,
player,201912290nwe,mia,FitzRy00,pass_td,1,,,,,
player,201912290nwe,mia,FitzRy00,pass_int,0,,,,,
player,201912290nwe,mia,FitzRy00,pass_sacked,2,,,,,
player,201912290nwe,mia,FitzRy00,pass_sacked_yds,14,,,,,
player,201912290nwe,mia,FitzRy00,pass_long,28,,,,,
player,201912290nwe,mia,FitzRy00,pass_rating,99.6,,,,,
player,201912290nwe,mia,FitzRy00,rush_att,5,,,,,
player,201912290nwe,mia,FitzRy00,rush_yds,15,,,,,
player,201912290nwe,mia,FitzRy00,rush_td,1,,,,,
player,201912290nwe,mia,FitzRy00,rush_long,10,,,,,
player,201912290nwe,mia,FitzRy00,targets,0,,,,,
player,201912290nwe,mia,FitzRy00,rec,0,,,,,
player,201912290nwe,mia,FitzRy00,rec_yds,0,,,,,
player,201912290nwe,mia,FitzRy00,rec_td,0,,,,,
player,201912290nwe,mia,FitzRy00,rec_long,0,,,,,
player,201912290nwe,mia,FitzRy00,fumbles,1,,,,,
player,201912290nwe,mia,FitzRy00,fumbles_lost,0,,,,,
player,201912290nwe,mia,WilsAl02,pass_cmp,1,,,,,
player,201912290nwe,mia,WilsAl02,pass_att,2,,,,,
player,201912290nwe,mia,WilsAl02,pass_yds,20,,,,,
player,201912290nwe,mia,WilsAl02,pass_td,0,,,,,
player,201912290nwe,mia,WilsAl02,pass_int,0,,,,,
player,201912290nwe,mia,WilsAl02,pass_sacked,0,,,,,
player,201912290nwe,mia,WilsAl02,pass_sacked_yds,0,,,,,
player,201912290nwe,mia,WilsAl02,pass_long,20,,,,,
player,201912290nwe,mia,WilsAl02,pass_rating,85.4,,,,,
player,201912290nwe,mia,WilsAl02,rush_att,0,,,,,
player,201912290nwe,mia,WilsAl02,rush_yds,0,,,,,
player,201912290nwe,mia,WilsAl02,rush_td,0,,,,,
player,201912290nwe,mia,WilsAl02,rush_long,0,,,,,
player,201912290nwe,mia,WilsAl02,targets,8,,,,,
player,201912290nwe,mia,WilsAl02,rec,5,,,,,
player,201912290nwe,mia,WilsAl02,rec_yds,59,,,,,
player,201912290nwe,mia,WilsAl02,rec_td,0,,,,,
player,201912290nwe,mia,WilsAl02,rec_long,24,,,,,
player,201912290nwe,mia,WilsAl02,fumbles,0,,,,,
player,201912290nwe,mia,WilsAl02,fumbles_lost,0,,,,,
player,201912290nwe,mia,HaacMa00,pass_cmp,0,,,,,
player,201912290nwe,mia,HaacMa00,pass_att,1,,,,,
player,201912290nwe,mia,HaacMa00,pass_yds,0,,,,,
player,201912290nwe,mia,HaacMa00,pass_td,0,,,,,
player,201912290nwe,mia,HaacMa00,pass_int,0,,,,,
player,201912290nwe,mia,HaacMa00,pass_sacked,0,,,,,
player,201912290nwe,mia,HaacMa00,pass_sacked_yds,0,,,,,
player,201912290nwe,mia,HaacMa00,pass_long,0,,,,,
player,201912290nwe,mia,HaacMa00,pass_rating,39.6,,,,,
player,201912290nwe,mia,HaacMa00,rush_att,0,,,,,
player,201912290nwe,mia,HaacMa00,rush_yds,0,,,,,
player,201912290nwe,mia,HaacMa00,rush_td,0,,,,,
player,201912290nwe,mia,HaacMa00,rush_long,0,,,,,
player,201912290nwe,mia,HaacMa00,targets,0,,,,,
player,201912290nwe,mia,HaacMa00,rec,0,,,,,
player,201912290nwe,mia,HaacMa00,rec_yds,0,,,,,
player,201912290nwe,mia,HaacMa00,rec_td,0,,,,,
player,201912290nwe,mia,HaacMa00,rec_long,0,,,,,
player,201912290nwe,mia,HaacMa00,fumbles,0,,,,,
player,201912290nwe,mia,HaacMa00,fumbles_lost,0,,,,,
player,201912290nwe,mia,LairPa00,pass_cmp,0,,,,,
player,201912290nwe,mia,LairPa00,pass_att,0,,,,,
player,201912290nwe,mia,LairPa00,pass_yds,0,,,,,
