game,2019,7,20191020,201910200det,min,"Minnesota Vikings",42,det,"Detroit Lions",30
team,201910200det,min,First Downs,32,,,,,,
team,201910200det,det,First Downs,26,,,,,,
team,201910200det,min,Rush-Yds-TDs,37-166-2,,,,,,
team,201910200det,det,Rush-Yds-TDs,20-81-0,,,,,,
team,201910200det,min,Cmp-Att-Yd-TD-INT,24-34-337-4-0,,,,,,
team,201910200det,det,Cmp-Att-Yd-TD-INT,30-45-364-4-1,,,,,,
team,201910200det,min,Sacked-Yards,0-0,,,,,,
team,201910200det,det,Sacked-Yards,2-12,,,,,,
team,201910200det,min,Net Pass Yards,337,,,,,,
team,201910200det,det,Net Pass Yards,352,,,,,,
team,201910200det,min,Total Yards,503,,,,,,
team,201910200det,det,Total Yards,433,,,,,,
team,201910200det,min,Fumbles-Lost,2-0,,,,,,
team,201910200det,det,Fumbles-Lost,0-0,,,,,,
team,201910200det,min,Turnovers,0,,,,,,
team,201910200det,det,Turnovers,1,,,,,,
team,201910200det,min,Penalties-Yards,6-61,,,,,,
team,201910200det,det,Penalties-Yards,8-67,,,,,,
team,201910200det,min,Third Down Conv.,6-10,,,,,,
team,201910200det,det,Third Down Conv.,6-11,,,,,,
team,201910200det,min,Fourth Down Conv.,0-0,,,,,,
team,201910200det,det,Fourth Down Conv.,0-1,,,,,,
team,201910200det,min,Time of Possession,32:10,,,,,,
team,201910200det,det,Time of Possession,27:50,,,,,,
player,201910200det,min,CousKi00,pass_cmp,24,,,,,
player,201910200det,min,CousKi00,pass_att,34,,,,,
player,201910200det,min,CousKi00,pass_yds,337,,,,,
player,201910200det,min,CousKi00,pass_td,4,,,,,
player,201910200det,min,CousKi00,pass_int,0,,,,,
player,201910200det,min,CousKi00,pass_sacked,0,,,,,
player,201910200det,min,CousKi00,pass_sacked_yds,0,,,,,
player,201910200det,min,CousKi00,pass_long,66,,,,,
player,201910200det,min,CousKi00,pass_rating,141.4,,,,,
player,201910200det,min,CousKi00,rush_att,4,,,,,
player,201910200det,min,CousKi00,rush_yds,-3,,,,,
player,201910200det,min,CousKi00,rush_td,0,,,,,
player,201910200det,min,CousKi00,rush_long,0,,,,,
player,201910200det,min,CousKi00,targets,0,,,,,
player,201910200det,min,CousKi00,rec,0,,,,,
player,201910200det,min,CousKi00,rec_yds,0,,,,,
player,201910200det,min,CousKi00,rec_td,0,,,,,
player,201910200det,min,CousKi00,rec_long,0,,,,,
player,201910200det,min,CousKi00,fumbles,0,,,,,
player,201910200det,min,CousKi00,fumbles_lost,0,,,,,
player,201910200det,min,CookDa01,pass_cmp,0,,,,,
player,201910200det,min,CookDa01,pass_att,0,,,,,
player,201910200det,min,CookDa01,pass_yds,0,,,,,
player,201910200det,min,CookDa01,pass_td,0,,,,,
player,201910200det,min,CookDa01,pass_int,0,,,,,
player,201910200det,min,CookDa01,pass_sacked,0,,,,,
player,201910200det,min,CookDa01,pass_sacked_yds,0,,,,,
player,201910200det,min,CookDa01,pass_long,0,,,,,
player,201910200det,min,CookDa01,pass_rating,,,,,,
player,201910200det,min,CookDa01,rush_att,25,,,,,
player,201910200det,min,CookDa01,rush_yds,142,,,,,
player,201910200det,min,CookDa01,rush_td,2,,,,,
player,201910200det,min,CookDa01,rush_long,23,,,,,
player,201910200det,min,CookDa01,targets,2,,,,,
player,201910200det,min,CookDa01,rec,1,,,,,
player,201910200det,min,CookDa01,rec_yds,7,,,,,
player,201910200det,min,CookDa01,rec_td,0,,,,,
player,201910200det,min,CookDa01,rec_long,7,,,,,
player,201910200det,min,CookDa01,fumbles,0,,,,,
player,201910200det,min,CookDa01,fumbles_lost,0,,,,,
player,201910200det,min,MattAl01,pass_cmp,0,,,,,
player,201910200det,min,MattAl01,pass_att,0,,,,,
player,201910200det,min,MattAl01,pass_yds,0,,,,,
player,201910200det,min,MattAl01,pass_td,0,,,,,
player,201910200det,min,MattAl01,pass_int,0,,,,,
player,201910200det,min,MattAl01,pass_sacked,0,,,,,
player,201910200det,min,MattAl01,pass_sacked_yds,0,,,,,
player,201910200det,min,MattAl01,pass_long,0,,,,,
player,201910200det,min,MattAl01,pass_rating,,,,,,
player,201910200det,min,MattAl01,rush_att,7,,,,,
player,201910200det,min,MattAl01,rush_yds,18,,,,,
player,201910200det,min,MattAl01,rush_td,0,,,,,
