game,2019,6,20191013,201910130mia,was,"Washington Redskins",17,mia,"Miami Dolphins",16
player,201910130mia,was,DunbQu00,def_int,1,,,,,
player,201910130mia,was,DunbQu00,def_int_yds,0,,,,,
player,201910130mia,was,DunbQu00,def_int_td,0,,,,,
player,201910130mia,was,DunbQu00,def_int_long,0,,,,,
player,201910130mia,was,DunbQu00,pass_defended,1,,,,,
player,201910130mia,was,DunbQu00,sacks,0.0,,,,,
player,201910130mia,was,DunbQu00,tackles_combined,6,,,,,
player,201910130mia,was,DunbQu00,tackles_solo,5,,,,,
player,201910130mia,was,DunbQu00,tackles_assists,1,,,,,
player,201910130mia,was,DunbQu00,tackles_loss,0,,,,,
player,201910130mia,was,DunbQu00,qb_hits,0,,,,,
player,201910130mia,was,DunbQu00,fumbles_rec,0,,,,,
player,201910130mia,was,DunbQu00,fumbles_rec_yds,0,,,,,
player,201910130mia,was,DunbQu00,fumbles_rec_td,0,,,,,
player,201910130mia,was,DunbQu00,fumbles_forced,0,,,,,
player,201910130mia,was,DionSh00,def_int,1,,,,,
player,201910130mia,was,DionSh00,def_int_yds,0,,,,,
player,201910130mia,was,DionSh00,def_int_td,0,,,,,
player,201910130mia,was,DionSh00,def_int_long,0,,,,,
player,201910130mia,was,DionSh00,pass_defended,1,,,,,
player,201910130mia,was,DionSh00,sacks,0.0,,,,,
player,201910130mia,was,DionSh00,tackles_combined,2,,,,,
player,201910130mia,was,DionSh00,tackles_solo,2,,,,,
player,201910130mia,was,DionSh00,tackles_assists,0,,,,,
player,201910130mia,was,DionSh00,tackles_loss,1,,,,,
player,201910130mia,was,DionSh00,qb_hits,0,,,,,
player,201910130mia,was,DionSh00,fumbles_rec,0,,,,,
player,201910130mia,was,DionSh00,fumbles_rec_yds,0,,,,,
player,201910130mia,was,DionSh00,fumbles_rec_td,0,,,,,
player,201910130mia,was,DionSh00,fumbles_forced,0,,,,,
player,201910130mia,was,AlleJo01,def_int,0,,,,,
player,201910130mia,was,AlleJo01,def_int_yds,0,,,,,
player,201910130mia,was,AlleJo01,def_int_td,0,,,,,
player,201910130mia,was,AlleJo01,def_int_long,0,,,,,
player,201910130mia,was,AlleJo01,pass_defended,1,,,,,
player,201910130mia,was,AlleJo01,sacks,2.0,,,,,
player,201910130mia,was,AlleJo01,tackles_combined,3,,,,,
player,201910130mia,was,AlleJo01,tackles_solo,3,,,,,
player,201910130mia,was,AlleJo01,tackles_assists,0,,,,,
player,201910130mia,was,AlleJo01,tackles_loss,2,,,,,
player,201910130mia,was,AlleJo01,qb_hits,2,,,,,
player,201910130mia,was,AlleJo01,fumbles_rec,0,,,,,
player,201910130mia,was,AlleJo01,fumbles_rec_yds,0,,,,,
player,201910130mia,was,AlleJo01,fumbles_rec_td,0,,,,,
player,201910130mia,was,AlleJo01,fumbles_forced,0,,,,,
player,201910130mia,was,CollLa00,def_int,0,,,,,
player,201910130mia,was,CollLa00,def_int_yds,0,,,,,
player,201910130mia,was,CollLa00,def_int_td,0,,,,,
player,201910130mia,was,CollLa00,def_int_long,0,,,,,
player,201910130mia,was,CollLa00,pass_defended,2,,,,,
player,201910130mia,was,CollLa00,sacks,1.0,,,,,
player,201910130mia,was,CollLa00,tackles_combined,12,,,,,
player,201910130mia,was,CollLa00,tackles_solo,10,,,,,
player,201910130mia,was,CollLa00,tackles_assists,2,,,,,
player,201910130mia,was,CollLa00,tackles_loss,1,,,,,
player,201910130mia,was,CollLa00,qb_hits,1,,,,,
player,201910130mia,was,CollLa00,fumbles_rec,0,,,,,
player,201910130mia,was,CollLa00,fumbles_rec_yds,0,,,,,
player,201910130mia,was,CollLa00,fumbles_rec_td,0,,,,,
player,201910130mia,was,CollLa00,fumbles_forced,1,,,,,
player,201910130mia,was,HestTr00,def_int,0,,,,,
player,201910130mia,was,HestTr00,def_int_yds,0,,,,,
player,201910130mia,was,HestTr00,def_int_td,0,,,,,
player,201910130mia,was,HestTr00,def_int_long,0,,,,,
player,201910130mia,was,HestTr00,pass_defended,0,,,,,
player,201910130mia,was,HestTr00,sacks,1.0,,,,,
player,201910130mia,was,HestTr00,tackles_combined,1,,,,,
player,201910130mia,was,HestTr00,tackles_solo,1,,,,,
player,201910130mia,was,HestTr00,tackles_assists,0,,,,,
player,201910130mia,was,HestTr00,tackles_loss,1,,,,,
player,201910130mia,was,HestTr00,qb_hits,1,,,,,
player,201910130mia,was,HestTr00,fumbles_rec,0,,,,,
player,201910130mia,was,HestTr00,fumbles_rec_yds,0,,,,,
player,201910130mia,was,HestTr00,fumbles_rec_td,0,,,,,
player,201910130mia,was,HestTr00,fumbles_forced,0,,,,,
player,201910130mia,was,IoanMa01,def_int,0,,,,,
player,201910130mia,was,IoanMa01,def_int_yds,0,,,,,
player,201910130mia,was,IoanMa01,def_int_td,0,,,,,
player,201910130mia,was,IoanMa01,def_int_long,0,,,,,
player,201910130mia,was,IoanMa01,pass_defended,0,,,,,
player,201910130mia,was,IoanMa01,sacks,1.0,,,,,
player,201910130mia,was,IoanMa01,tackles_combined,1,,,,,
player,201910130mia,was,IoanMa01,tackles_solo,1,,,,,
player,201910130mia,was,IoanMa01,tackles_assists,0,,,,,
player,201910130mia,was,IoanMa01,tackles_loss,1,,,,,
player,201910130mia,was,IoanMa01,qb_hits,1,,,,,
player,201910130mia,was,IoanMa01,fumbles_rec,0,,,,,
player,201910130mia,was,IoanMa01,fumbles_rec_yds,0,,,,,
player,201910130mia,was,IoanMa01,fumbles_rec_td,0,,,,,
player,201910130mia,was,IoanMa01,fumbles_forced,0,,,,,
player,201910130mia,was,BostJo00,def_int,0,,,,,
player,201910130mia,was,BostJo00,def_int_yds,0,,,,,
player,201910130mia,was,BostJo00,def_int_td,0,,,,,
player,201910130mia,was,BostJo00,def_int_long,0,,,,,
player,201910130mia,was,BostJo00,pass_defended,0,,,,,
player,201910130mia,was,BostJo00,sacks,0.0,,,,,
player,201910130mia,was,BostJo00,tackles_combined,8,,,,,
player,201910130mia,was,BostJo00,tackles_solo,4,,,,,
player,201910130mia,was,BostJo00,tackles_assists,4,,,,,
player,201910130mia,was,BostJo00,tackles_loss,1,,,,,
player,201910130mia,was,BostJo00,qb_hits,0,,,,,
player,201910130mia,was,BostJo00,fumbles_rec,0,,,,,
player,201910130mia,was,BostJo00,fumbles_rec_yds,0,,,,,
player,201910130mia,was,BostJo00,fumbles_rec_td,0,,,,,
player,201910130mia,was,BostJo00,fumbles_forced,0,,,,,
player,201910130mia,was,HolcCo00,def_int,0,,,,,
player,201910130mia,was,HolcCo00,def_int_yds,0,,,,,
player,201910130mia,was,HolcCo00,def_int_td,0,,,,,
player,201910130mia,was,HolcCo00,def_int_long,0,,,,,
player,201910130mia,was,HolcCo00,pass_defended,0,,,,,
player,201910130mia,was,HolcCo00,sacks,0.0,,,,,
player,201910130mia,was,HolcCo00,tackles_combined,6,,,,,
player,201910130mia,was,HolcCo00,tackles_solo,4,,,,,
player,201910130mia,was,HolcCo00,tackles_assists,2,,,,,
player,201910130mia,was,HolcCo00,tackles_loss,0,,,,,
player,201910130mia,was,HolcCo00,qb_hits,0,,,,,
player,201910130mia,was,HolcCo00,fumbles_rec,0,,,,,
player,201910130mia,was,HolcCo00,fumbles_rec_yds,0,,,,,
player,201910130mia,was,HolcCo00,fumbles_rec_td,0,,,,,
player,201910130mia,was,HolcCo00,fumbles_forced,0,,,,,
player,201910130mia,was,MoreFa00,def_int,0,,,,,
player,201910130mia,was,MoreFa00,def_int_yds,0,,,,,
player,201910130mia,was,MoreFa00,def_int_td,0,,,,,
player,201910130mia,was,MoreFa00,def_int_long,0,,,,,
player,201910130mia,was,MoreFa00,pass_defended,0,,,,,
player,201910130mia,was,MoreFa00,sacks,0.0,,,,,
player,201910130mia,was,MoreFa00,tackles_combined,5,,,,,
player,201910130mia,was,MoreFa00,tackles_solo,3,,,,,
player,201910130mia,was,MoreFa00,tackles_assists,2,,,,,
player,201910130mia,was,MoreFa00,tackles_loss,0,,,,,
player,201910130mia,was,MoreFa00,qb_hits,0,,,,,
player,201910130mia,was,MoreFa00,fumbles_rec,0,,,,,
player,201910130mia,was,MoreFa00,fumbles_rec_yds,0,,,,,
player,201910130mia,was,MoreFa00,fumbles_rec_td,0,,,,,
player,201910130mia,was,MoreFa00,fumbles_forced,0,,,,,
player,201910130mia,was,NichMo00,def_int,0,,,,,
player,201910130mia,was,NichMo00,def_int_yds,0,,,,,
player,201910130mia,was,NichMo00,def_int_td,0,,,,,
player,201910130mia,was,NichMo00,def_int_long,0,,,,,
player,201910130mia,was,NichMo00,pass_defended,0,,,,,
player,201910130mia,was,NichMo00,sacks,0.0,,,,,
player,201910130mia,was,NichMo00,tackles_combined,3,,,,,
player,201910130mia,was,NichMo00,tackles_solo,2,,,,,
player,201910130mia,was,NichMo00,tackles_assists,1,,,,,
player,201910130mia,was,NichMo00,tackles_loss,0,,,,,
player,201910130mia,was,NichMo00,qb_hits,0,,,,,
player,201910130mia,was,NichMo00,fumbles_rec,0,,,,,
player,201910130mia,was,NichMo00,fumbles_rec_yds,0,,,,,
player,201910130mia,was,NichMo00,fumbles_rec_td,0,,,,,
player,201910130mia,was,NichMo00,fumbles_forced,0,,,,,
player,201910130mia,was,NormJo01,def_int,0,,,,,
player,201910130mia,was,NormJo01,def_int_yds,0,,,,,
player,201910130mia,was,NormJo01,def_int_td,0,,,,,
player,201910130mia,was,NormJo01,def_int_long,0,,,,,
player,201910130mia,was,NormJo01,pass_defended,0,,,,,
player,201910130mia,was,NormJo01,sacks,0.0,,,,,
player,201910130mia,was,NormJo01,tackles_combined,3,,,,,
player,201910130mia,was,NormJo01,tackles_solo,3,,,,,
player,201910130mia,was,NormJo01,tackles_assists,0,,,,,
player,201910130mia,was,NormJo01,tackles_loss,0,,,,,
player,201910130mia,was,NormJo01,qb_hits,0,,,,,
player,201910130mia,was,NormJo01,fumbles_rec,0,,,,,
player,201910130mia,was,NormJo01,fumbles_rec_yds,0,,,,,
player,201910130mia,was,NormJo01,fumbles_rec_td,0,,,,,
player,201910130mia,was,NormJo01,fumbles_forced,0,,,,,
player,201910130mia,was,PaynDa00,def_int,0,,,,,
player,201910130mia,was,PaynDa00,def_int_yds,0,,,,,
player,201910130mia,was,PaynDa00,def_int_td,0,,,,,
player,201910130mia,was,PaynDa00,def_int_long,0,,,,,
player,201910130mia,was,PaynDa00,pass_defended,0,,,,,
player,201910130mia,was,PaynDa00,sacks,0.0,,,,,
player,201910130mia,was,PaynDa00,tackles_combined,3,,,,,
player,201910130mia,was,PaynDa00,tackles_solo,2,,,,,
player,201910130mia,was,PaynDa00,tackles_assists,1,,,,,
player,201910130mia,was,PaynDa00,tackles_loss,0,,,,,
player,201910130mia,was,PaynDa00,qb_hits,0,,,,,
player,201910130mia,was,PaynDa00,fumbles_rec,0,,,,,
player,201910130mia,was,PaynDa00,fumbles_rec_yds,0,,,,,
player,201910130mia,was,PaynDa00,fumbles_rec_td,0,,,,,
player,201910130mia,was,PaynDa00,fumbles_forced,0,,,,,
player,201910130mia,was,AndeRy00,def_int,0,,,,,
player,201910130mia,was,AndeRy00,def_int_yds,0,,,,,
player,201910130mia,was,AndeRy00,def_int_td,0,,,,,
player,201910130mia,was,AndeRy00,def_int_long,0,,,,,
player,201910130mia,was,AndeRy00,pass_defended,0,,,,,
player,201910130mia,was,AndeRy00,sacks,0.0,,,,,
player,201910130mia,was,AndeRy00,tackles_combined,2,,,,,
player,201910130mia,was,AndeRy00,tackles_solo,1,,,,,
player,201910130mia,was,AndeRy00,tackles_assists,1,,,,,
player,201910130mia,was,AndeRy00,tackles_loss,0,,,,,
player,201910130mia,was,AndeRy00,qb_hits,1,,,,,
player,201910130mia,was,AndeRy00,fumbles_rec,0,,,,,
player,201910130mia,was,AndeRy00,fumbles_rec_yds,0,,,,,
player,201910130mia,was,AndeRy00,fumbles_rec_td,0,,,,,
player,201910130mia,was,AndeRy00,fumbles_forced,0,,,,,
player,201910130mia,was,ReavJe00,def_int,0,,,,,
player,201910130mia,was,ReavJe00,def_int_yds,0,,,,,
player,201910130mia,was,ReavJe00,def_int_td,0,,,,,
player,201910130mia,was,ReavJe00,def_int_long,0,,,,,
player,201910130mia,was,ReavJe00,pass_defended,0,,,,,
player,201910130mia,was,ReavJe00,sacks,0.0,,,,,
player,201910130mia,was,ReavJe00,tackles_combined,2,,,,,
player,201910130mia,was,ReavJe00,tackles_solo,1,,,,,
player,201910130mia,was,ReavJe00,tackles_assists,1,,,,,
player,201910130mia,was,ReavJe00,tackles_loss,0,,,,,
player,201910130mia,was,ReavJe00,qb_hits,0,,,,,
player,201910130mia,was,ReavJe00,fumbles_rec,0,,,,,
player,201910130mia,was,ReavJe00,fumbles_rec_yds,0,,,,,
player,201910130mia,was,ReavJe00,fumbles_rec_td,0,,,,,
player,201910130mia,was,ReavJe00,fumbles_forced,0,,,,,
player,201910130mia,was,SweaMo00,def_int,0,,,,,
player,201910130mia,was,SweaMo00,def_int_yds,0,,,,,
player,201910130mia,was,SweaMo00,def_int_td,0,,,,,
player,201910130mia,was,SweaMo00,def_int_long,0,,,,,
player,201910130mia,was,SweaMo00,pass_defended,1,,,,,
player,201910130mia,was,SweaMo00,sacks,0.0,,,,,
player,201910130mia,was,SweaMo00,tackles_combined,2,,,,,
player,201910130mia,was,SweaMo00,tackles_solo,1,,,,,
player,201910130mia,was,SweaMo00,tackles_assists,1,,,,,
player,201910130mia,was,SweaMo00,tackles_loss,0,,,,,
player,201910130mia,was,SweaMo00,qb_hits,2,,,,,
player,201910130mia,was,SweaMo00,fumbles_rec,0,,,,,
player,201910130mia,was,SweaMo00,fumbles_rec_yds,0,,,,,
player,201910130mia,was,SweaMo00,fumbles_rec_td,0,,,,,
player,201910130mia,was,SweaMo00,fumbles_forced,0,,,,,
player,201910130mia,was,KerrRy00,def_int,0,,,,,
player,201910130mia,was,KerrRy00,def_int_yds,0,,,,,
player,201910130mia,was,KerrRy00,def_int_td,0,,,,,
player,201910130mia,was,KerrRy00,def_int_long,0,,,,,
player,201910130mia,was,KerrRy00,pass_defended,0,,,,,
player,201910130mia,was,KerrRy00,sacks,0.0,,,,,
player,201910130mia,was,KerrRy00,tackles_combined,1,,,,,
player,201910130mia,was,KerrRy00,tackles_solo,1,,,,,
player,201910130mia,was,KerrRy00,tackles_assists,0,,,,,
player,201910130mia,was,KerrRy00,tackles_loss,0,,,,,
player,201910130mia,was,KerrRy00,qb_hits,0,,,,,
player,201910130mia,was,KerrRy00,fumbles_rec,0,,,,,
player,201910130mia,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201910130mia,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201910130mia,was,KerrRy00,fumbles_forced,0,,,,,
player,201910130mia,was,PeteAd01,def_int,0,,,,,
player,201910130mia,was,PeteAd01,def_int_yds,0,,,,,
player,201910130mia,was,PeteAd01,def_int_td,0,,,,,
player,201910130mia,was,PeteAd01,def_int_long,0,,,,,
player,201910130mia,was,PeteAd01,pass_defended,0,,,,,
player,201910130mia,was,PeteAd01,sacks,0.0,,,,,
player,201910130mia,was,PeteAd01,tackles_combined,0,,,,,
player,201910130mia,was,PeteAd01,tackles_solo,0,,,,,
player,201910130mia,was,PeteAd01,tackles_assists,0,,,,,
player,201910130mia,was,PeteAd01,tackles_loss,0,,,,,
player,201910130mia,was,PeteAd01,qb_hits,0,,,,,
player,201910130mia,was,PeteAd01,fumbles_rec,1,,,,,
player,201910130mia,was,PeteAd01,fumbles_rec_yds,0,,,,,
player,201910130mia,was,PeteAd01,fumbles_rec_td,0,,,,,
player,201910130mia,was,PeteAd01,fumbles_forced,0,,,,,
player,201910130mia,mia,McMiRa02,def_int,0,,,,,
player,201910130mia,mia,McMiRa02,def_int_yds,0,,,,,
player,201910130mia,mia,McMiRa02,def_int_td,0,,,,,
player,201910130mia,mia,McMiRa02,def_int_long,0,,,,,
player,201910130mia,mia,McMiRa02,pass_defended,0,,,,,
player,201910130mia,mia,McMiRa02,sacks,0.0,,,,,
player,201910130mia,mia,McMiRa02,tackles_combined,9,,,,,
player,201910130mia,mia,McMiRa02,tackles_solo,5,,,,,
player,201910130mia,mia,McMiRa02,tackles_assists,4,,,,,
player,201910130mia,mia,McMiRa02,tackles_loss,0,,,,,
player,201910130mia,mia,McMiRa02,qb_hits,0,,,,,
player,201910130mia,mia,McMiRa02,fumbles_rec,0,,,,,
player,201910130mia,mia,McMiRa02,fumbles_rec_yds,0,,,,,
player,201910130mia,mia,McMiRa02,fumbles_rec_td,0,,,,,
player,201910130mia,mia,McMiRa02,fumbles_forced,0,,,,,
player,201910130mia,mia,JoneRe99,def_int,0,,,,,
player,201910130mia,mia,JoneRe99,def_int_yds,0,,,,,
player,201910130mia,mia,JoneRe99,def_int_td,0,,,,,
player,201910130mia,mia,JoneRe99,def_int_long,0,,,,,
player,201910130mia,mia,JoneRe99,pass_defended,0,,,,,
player,201910130mia,mia,JoneRe99,sacks,0.0,,,,,
player,201910130mia,mia,JoneRe99,tackles_combined,8,,,,,
player,201910130mia,mia,JoneRe99,tackles_solo,7,,,,,
player,201910130mia,mia,JoneRe99,tackles_assists,1,,,,,
player,201910130mia,mia,JoneRe99,tackles_loss,1,,,,,
player,201910130mia,mia,JoneRe99,qb_hits,0,,,,,
player,201910130mia,mia,JoneRe99,fumbles_rec,0,,,,,
player,201910130mia,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201910130mia,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201910130mia,mia,JoneRe99,fumbles_forced,0,,,,,
player,201910130mia,mia,RoweEr00,def_int,0,,,,,
player,201910130mia,mia,RoweEr00,def_int_yds,0,,,,,
player,201910130mia,mia,RoweEr00,def_int_td,0,,,,,
player,201910130mia,mia,RoweEr00,def_int_long,0,,,,,
player,201910130mia,mia,RoweEr00,pass_defended,1,,,,,
player,201910130mia,mia,RoweEr00,sacks,0.0,,,,,
player,201910130mia,mia,RoweEr00,tackles_combined,6,,,,,
player,201910130mia,mia,RoweEr00,tackles_solo,1,,,,,
player,201910130mia,mia,RoweEr00,tackles_assists,5,,,,,
player,201910130mia,mia,RoweEr00,tackles_loss,0,,,,,
player,201910130mia,mia,RoweEr00,qb_hits,0,,,,,
player,201910130mia,mia,RoweEr00,fumbles_rec,0,,,,,
player,201910130mia,mia,RoweEr00,fumbles_rec_yds,0,,,,,
player,201910130mia,mia,RoweEr00,fumbles_rec_td,0,,,,,
player,201910130mia,mia,RoweEr00,fumbles_forced,0,,,,,
player,201910130mia,mia,BiegVi00,def_int,0,,,,,
player,201910130mia,mia,BiegVi00,def_int_yds,0,,,,,
player,201910130mia,mia,BiegVi00,def_int_td,0,,,,,
player,201910130mia,mia,BiegVi00,def_int_long,0,,,,,
player,201910130mia,mia,BiegVi00,pass_defended,0,,,,,
player,201910130mia,mia,BiegVi00,sacks,0.0,,,,,
player,201910130mia,mia,BiegVi00,tackles_combined,5,,,,,
player,201910130mia,mia,BiegVi00,tackles_solo,1,,,,,
player,201910130mia,mia,BiegVi00,tackles_assists,4,,,,,
player,201910130mia,mia,BiegVi00,tackles_loss,0,,,,,
player,201910130mia,mia,BiegVi00,qb_hits,2,,,,,
player,201910130mia,mia,BiegVi00,fumbles_rec,0,,,,,
player,201910130mia,mia,BiegVi00,fumbles_rec_yds,0,,,,,
player,201910130mia,mia,BiegVi00,fumbles_rec_td,0,,,,,
player,201910130mia,mia,BiegVi00,fumbles_forced,0,,,,,
player,201910130mia,mia,BakeJe00,def_int,0,,,,,
player,201910130mia,mia,BakeJe00,def_int_yds,0,,,,,
player,201910130mia,mia,BakeJe00,def_int_td,0,,,,,
player,201910130mia,mia,BakeJe00,def_int_long,0,,,,,
player,201910130mia,mia,BakeJe00,pass_defended,0,,,,,
player,201910130mia,mia,BakeJe00,sacks,0.0,,,,,
player,201910130mia,mia,BakeJe00,tackles_combined,4,,,,,
player,201910130mia,mia,BakeJe00,tackles_solo,3,,,,,
player,201910130mia,mia,BakeJe00,tackles_assists,1,,,,,
player,201910130mia,mia,BakeJe00,tackles_loss,0,,,,,
player,201910130mia,mia,BakeJe00,qb_hits,0,,,,,
player,201910130mia,mia,BakeJe00,fumbles_rec,0,,,,,
player,201910130mia,mia,BakeJe00,fumbles_rec_yds,0,,,,,
player,201910130mia,mia,BakeJe00,fumbles_rec_td,0,,,,,
player,201910130mia,mia,BakeJe00,fumbles_forced,0,,,,,
player,201910130mia,mia,CharTa00,def_int,0,,,,,
player,201910130mia,mia,CharTa00,def_int_yds,0,,,,,
player,201910130mia,mia,CharTa00,def_int_td,0,,,,,
player,201910130mia,mia,CharTa00,def_int_long,0,,,,,
player,201910130mia,mia,CharTa00,pass_defended,0,,,,,
player,201910130mia,mia,CharTa00,sacks,0.0,,,,,
player,201910130mia,mia,CharTa00,tackles_combined,4,,,,,
player,201910130mia,mia,CharTa00,tackles_solo,1,,,,,
player,201910130mia,mia,CharTa00,tackles_assists,3,,,,,
player,201910130mia,mia,CharTa00,tackles_loss,0,,,,,
player,201910130mia,mia,CharTa00,qb_hits,0,,,,,
player,201910130mia,mia,CharTa00,fumbles_rec,0,,,,,
player,201910130mia,mia,CharTa00,fumbles_rec_yds,0,,,,,
player,201910130mia,mia,CharTa00,fumbles_rec_td,0,,,,,
player,201910130mia,mia,CharTa00,fumbles_forced,0,,,,,
player,201910130mia,mia,WiltJo01,def_int,0,,,,,
player,201910130mia,mia,WiltJo01,def_int_yds,0,,,,,
player,201910130mia,mia,WiltJo01,def_int_td,0,,,,,
player,201910130mia,mia,WiltJo01,def_int_long,0,,,,,
player,201910130mia,mia,WiltJo01,pass_defended,0,,,,,
player,201910130mia,mia,WiltJo01,sacks,0.0,,,,,
player,201910130mia,mia,WiltJo01,tackles_combined,3,,,,,
player,201910130mia,mia,WiltJo01,tackles_solo,2,,,,,
player,201910130mia,mia,WiltJo01,tackles_assists,1,,,,,
player,201910130mia,mia,WiltJo01,tackles_loss,0,,,,,
player,201910130mia,mia,WiltJo01,qb_hits,0,,,,,
player,201910130mia,mia,WiltJo01,fumbles_rec,0,,,,,
player,201910130mia,mia,WiltJo01,fumbles_rec_yds,0,,,,,
player,201910130mia,mia,WiltJo01,fumbles_rec_td,0,,,,,
player,201910130mia,mia,WiltJo01,fumbles_forced,0,,,,,
player,201910130mia,mia,EguaSa00,def_int,0,,,,,
player,201910130mia,mia,EguaSa00,def_int_yds,0,,,,,
player,201910130mia,mia,EguaSa00,def_int_td,0,,,,,
player,201910130mia,mia,EguaSa00,def_int_long,0,,,,,
player,201910130mia,mia,EguaSa00,pass_defended,0,,,,,
player,201910130mia,mia,EguaSa00,sacks,0.0,,,,,
player,201910130mia,mia,EguaSa00,tackles_combined,2,,,,,
player,201910130mia,mia,EguaSa00,tackles_solo,1,,,,,
player,201910130mia,mia,EguaSa00,tackles_assists,1,,,,,
player,201910130mia,mia,EguaSa00,tackles_loss,0,,,,,
player,201910130mia,mia,EguaSa00,qb_hits,1,,,,,
player,201910130mia,mia,EguaSa00,fumbles_rec,0,,,,,
player,201910130mia,mia,EguaSa00,fumbles_rec_yds,0,,,,,
player,201910130mia,mia,EguaSa00,fumbles_rec_td,0,,,,,
player,201910130mia,mia,EguaSa00,fumbles_forced,0,,,,,
player,201910130mia,mia,JenkJo00,def_int,0,,,,,
player,201910130mia,mia,JenkJo00,def_int_yds,0,,,,,
player,201910130mia,mia,JenkJo00,def_int_td,0,,,,,
player,201910130mia,mia,JenkJo00,def_int_long,0,,,,,
player,201910130mia,mia,JenkJo00,pass_defended,0,,,,,
player,201910130mia,mia,JenkJo00,sacks,0.0,,,,,
player,201910130mia,mia,JenkJo00,tackles_combined,2,,,,,
player,201910130mia,mia,JenkJo00,tackles_solo,2,,,,,
player,201910130mia,mia,JenkJo00,tackles_assists,0,,,,,
player,201910130mia,mia,JenkJo00,tackles_loss,0,,,,,
player,201910130mia,mia,JenkJo00,qb_hits,0,,,,,
player,201910130mia,mia,JenkJo00,fumbles_rec,0,,,,,
player,201910130mia,mia,JenkJo00,fumbles_rec_yds,0,,,,,
player,201910130mia,mia,JenkJo00,fumbles_rec_td,0,,,,,
player,201910130mia,mia,JenkJo00,fumbles_forced,0,,,,,
player,201910130mia,mia,MossAv00,def_int,0,,,,,
player,201910130mia,mia,MossAv00,def_int_yds,0,,,,,
player,201910130mia,mia,MossAv00,def_int_td,0,,,,,
player,201910130mia,mia,MossAv00,def_int_long,0,,,,,
player,201910130mia,mia,MossAv00,pass_defended,0,,,,,
player,201910130mia,mia,MossAv00,sacks,0.0,,,,,
player,201910130mia,mia,MossAv00,tackles_combined,2,,,,,
player,201910130mia,mia,MossAv00,tackles_solo,0,,,,,
player,201910130mia,mia,MossAv00,tackles_assists,2,,,,,
player,201910130mia,mia,MossAv00,tackles_loss,0,,,,,
player,201910130mia,mia,MossAv00,qb_hits,0,,,,,
player,201910130mia,mia,MossAv00,fumbles_rec,0,,,,,
player,201910130mia,mia,MossAv00,fumbles_rec_yds,0,,,,,
player,201910130mia,mia,MossAv00,fumbles_rec_td,0,,,,,
player,201910130mia,mia,MossAv00,fumbles_forced,0,,,,,
player,201910130mia,mia,WebsKe00,def_int,0,,,,,
player,201910130mia,mia,WebsKe00,def_int_yds,0,,,,,
player,201910130mia,mia,WebsKe00,def_int_td,0,,,,,
player,201910130mia,mia,WebsKe00,def_int_long,0,,,,,
player,201910130mia,mia,WebsKe00,pass_defended,0,,,,,
player,201910130mia,mia,WebsKe00,sacks,0.0,,,,,
player,201910130mia,mia,WebsKe00,tackles_combined,2,,,,,
player,201910130mia,mia,WebsKe00,tackles_solo,2,,,,,
player,201910130mia,mia,WebsKe00,tackles_assists,0,,,,,
player,201910130mia,mia,WebsKe00,tackles_loss,0,,,,,
player,201910130mia,mia,WebsKe00,qb_hits,0,,,,,
player,201910130mia,mia,WebsKe00,fumbles_rec,0,,,,,
player,201910130mia,mia,WebsKe00,fumbles_rec_yds,0,,,,,
player,201910130mia,mia,WebsKe00,fumbles_rec_td,0,,,,,
player,201910130mia,mia,WebsKe00,fumbles_forced,0,,,,,
player,201910130mia,mia,AikeWa00,def_int,0,,,,,
player,201910130mia,mia,AikeWa00,def_int_yds,0,,,,,
player,201910130mia,mia,AikeWa00,def_int_td,0,,,,,
player,201910130mia,mia,AikeWa00,def_int_long,0,,,,,
player,201910130mia,mia,AikeWa00,pass_defended,0,,,,,
player,201910130mia,mia,AikeWa00,sacks,0.0,,,,,
player,201910130mia,mia,AikeWa00,tackles_combined,1,,,,,
player,201910130mia,mia,AikeWa00,tackles_solo,1,,,,,
player,201910130mia,mia,AikeWa00,tackles_assists,0,,,,,
player,201910130mia,mia,AikeWa00,tackles_loss,1,,,,,
player,201910130mia,mia,AikeWa00,qb_hits,0,,,,,
player,201910130mia,mia,AikeWa00,fumbles_rec,0,,,,,
player,201910130mia,mia,AikeWa00,fumbles_rec_yds,0,,,,,
player,201910130mia,mia,AikeWa00,fumbles_rec_td,0,,,,,
player,201910130mia,mia,AikeWa00,fumbles_forced,0,,,,,
player,201910130mia,mia,HarrTr01,def_int,0,,,,,
player,201910130mia,mia,HarrTr01,def_int_yds,0,,,,,
player,201910130mia,mia,HarrTr01,def_int_td,0,,,,,
player,201910130mia,mia,HarrTr01,def_int_long,0,,,,,
player,201910130mia,mia,HarrTr01,pass_defended,0,,,,,
player,201910130mia,mia,HarrTr01,sacks,0.0,,,,,
player,201910130mia,mia,HarrTr01,tackles_combined,1,,,,,
player,201910130mia,mia,HarrTr01,tackles_solo,1,,,,,
player,201910130mia,mia,HarrTr01,tackles_assists,0,,,,,
player,201910130mia,mia,HarrTr01,tackles_loss,0,,,,,
player,201910130mia,mia,HarrTr01,qb_hits,0,,,,,
player,201910130mia,mia,HarrTr01,fumbles_rec,0,,,,,
